SA4_CODE_2016,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Com_pers_S_work_C06_Cens_M,Com_pers_S_work_C06_Cens_F,Com_pers_S_work_C06_Cens_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
111,9086,4863,13947,9708,5507,15213,9981,5999,15977,13368,15701,29064,15520,18667,34184,15843,21494,37341,19514,3070,22583,20499,3370,23870,19877,3588,23461,4070,9226,13294,4893,10997,15892,5713,13350,19068,4357,16648,21002,4742,18104,22846,4563,17404,21969,5428,9874,15298,5436,10467,15898,5656,9868,15529,8630,688,9318,9722,779,10507,9001,777,9786,9273,5026,14297,9886,5073,14964,9936,5061,15001,1342,787,2134,1391,890,2278,1398,927,2316,75058,65886,140946,81797,73865,155658,81974,78471,160447
112,7452,4154,11607,7541,4289,11835,7495,4521,12018,6196,8363,14556,6905,9997,16906,7172,11300,18471,10917,1920,12837,11125,2081,13210,11493,2254,13748,2568,6367,8937,2961,7816,10784,3413,8901,12312,1897,8694,10593,1959,9222,11186,2034,9201,11236,3568,6221,9791,3642,6489,10128,3693,6337,10029,4516,425,4941,4741,431,5174,4769,471,5242,7695,4011,11697,7403,3870,11276,7664,4108,11775,816,552,1373,831,566,1394,915,684,1599,45624,40711,86339,47121,44769,91883,48656,47777,96427
113,8436,3825,12267,7905,3500,11406,7472,3588,11057,3852,5566,9420,4042,6227,10267,3979,6882,10860,8222,1457,9679,8540,1607,10148,8265,1599,9865,1687,4204,5900,1843,4862,6707,2044,5580,7622,1421,6484,7902,1376,6698,8077,1342,6554,7894,2158,4085,6247,2186,4102,6286,2222,4065,6293,4286,377,4666,4611,351,4958,4621,393,5015,6210,3673,9882,5961,3392,9353,6147,3614,9765,603,384,986,680,453,1136,689,396,1084,36875,30063,66940,37138,31197,68338,36781,32671,69453
114,4328,2381,6713,4355,2476,6833,4466,2732,7193,3897,4690,8585,4045,5474,9518,4152,6125,10278,7244,1273,8520,7495,1334,8830,8058,1460,9517,1512,3654,5165,1854,4490,6345,2085,5167,7254,1079,5090,6172,1105,5388,6492,1093,5365,6456,1729,3370,5097,1924,3552,5475,2068,3828,5900,2720,238,2961,2872,218,3090,2906,250,3149,3501,2004,5502,3684,1924,5609,4053,2148,6196,459,300,755,519,341,861,571,374,944,26476,23001,49480,27848,25204,53047,29453,27445,56899
115,12935,5304,18236,13156,5578,18739,13519,6384,19901,12614,13035,25651,13622,14617,28239,14721,16435,31149,11032,2039,13067,11351,1990,13344,11403,2089,13486,2148,4866,7012,2420,5529,7954,2864,6294,9152,3784,14194,17979,3949,14453,18406,4253,14228,18484,4654,5915,10573,4558,5879,10437,4727,6040,10768,3492,397,3887,3680,355,4040,3834,359,4198,3936,2010,5951,3851,1863,5716,4284,1927,6207,1015,784,1798,977,730,1708,1130,839,1971,55617,48544,104152,57577,51001,108578,60733,54590,115320
116,6873,3524,10394,7942,4251,12193,9449,5262,14711,8519,9572,18096,11257,12346,23606,13631,15492,29119,15077,2205,17283,15705,2578,18284,16505,2811,19312,3198,6276,9473,4016,8025,12047,4489,10620,15108,6006,16464,22478,6678,17975,24655,7111,17872,24989,4299,6807,11103,4883,7627,12511,5656,8434,14088,11717,1686,13399,12817,1847,14668,14454,2243,16700,8629,5461,14088,8994,5144,14138,10015,5475,15493,1654,1172,2828,1694,1154,2848,1849,1313,3161,65969,53175,119145,73993,60946,134941,83150,69529,152682
117,10285,7098,17383,12835,9263,22104,15892,11872,27760,21040,18737,39773,27421,24524,51946,32191,29907,62097,8704,2331,11036,10082,2833,12917,12006,3356,15363,4823,6029,10846,5940,7458,13391,7035,10505,17541,6242,11940,18185,7240,13272,20510,7375,13588,20961,4631,5508,10143,5153,5980,11131,6010,7579,13588,3649,512,4161,3445,452,3900,3712,484,4195,4757,2455,7210,4736,2413,7151,6398,3435,9832,1441,995,2434,1619,1021,2645,1839,1283,3123,65572,55596,121169,78465,67228,145698,92445,82018,174465
118,11607,7753,19357,12616,8726,21348,14285,10493,24777,20563,20871,41436,23416,23975,47388,24510,26652,51162,7793,1948,9736,8081,1974,10057,8274,1967,10240,4004,5909,9906,4234,6495,10731,4525,7408,11933,4550,12473,17022,4783,12553,17340,4573,12034,16611,4305,5702,10008,4411,5645,10061,4810,6087,10901,2464,250,2715,2426,198,2627,2460,225,2685,3405,1431,4833,3228,1305,4532,3640,1574,5209,1451,972,2425,1450,1046,2496,1364,998,2360,60134,57308,117439,64652,61930,126577,68442,67441,135879
119,14271,7401,21676,15411,8210,23620,17294,9782,27082,18254,19612,37870,21671,23688,45357,24841,27856,52698,25454,4029,29481,26002,4441,30441,27457,4495,31953,6143,9930,16072,7351,12431,19783,8406,16920,25329,10141,26228,36374,10989,27104,38096,11257,26362,37624,8632,11790,20415,9082,12285,21371,10608,14453,25057,13948,2212,16159,14560,1826,16382,15715,1843,17558,13186,7375,20558,13584,7136,20719,16331,8240,24573,3278,2200,5479,3175,2081,5254,3328,2210,5537,113301,90781,204082,121820,99202,221024,135242,112165,247411
120,11371,7608,18977,12518,8977,21492,14002,10059,24054,18596,20445,39041,21711,23646,45359,24606,26680,51289,9601,2215,11822,10322,2315,12636,10916,2544,13455,3282,5303,8591,3985,6484,10474,4522,7903,12430,5491,14127,19620,5881,14584,20468,6142,14485,20626,4982,5986,10963,5201,6068,11273,5885,6939,12826,3537,439,3974,3421,358,3776,3766,396,4161,4797,2211,7004,4944,2155,7100,5745,2674,8423,1440,1050,2494,1468,1028,2492,1617,1251,2867,63102,59377,122479,69448,65614,135063,77193,72924,150117
121,22069,12094,34161,22719,12992,35707,24496,15297,39799,35867,31592,67462,38858,35366,74230,41266,39714,80982,10155,2569,12723,10281,2803,13087,10465,2834,13297,3976,7657,11632,4686,8814,13504,5191,10179,15372,7100,20539,27637,7598,20330,27933,7409,19525,26931,6948,8083,15028,6641,7813,14456,7223,8661,15888,2448,288,2738,2417,302,2722,2683,317,2999,4246,2129,6371,4212,1873,6085,4729,2170,6901,1853,1342,3197,2042,1380,3422,2034,1514,3551,94656,86287,180947,99469,91683,191143,105508,100210,205722
122,12866,6534,19399,13693,7385,21075,15120,8960,24082,15462,15255,30718,16988,17218,34211,17495,19590,37083,12064,2170,14240,12268,2188,14453,12300,2403,14705,2998,6469,9470,3358,7349,10706,3900,8341,12242,3864,14267,18135,4016,14177,18187,3790,13694,17481,5064,6323,11391,5013,6338,11351,5276,6528,11805,3160,471,3630,3106,417,3518,3097,459,3554,4451,2145,6591,4298,1844,6147,4661,1957,6623,1055,742,1794,1143,837,1978,1201,905,2109,60984,54375,115362,63881,57750,121635,66843,62839,129685
123,7035,3459,10497,7387,3805,11196,7912,4498,12406,6291,8354,14644,7056,9951,17008,7970,11537,19511,14525,1964,16490,14815,2173,16987,15805,2402,18205,2851,6217,9071,3400,7590,10989,3783,9536,13319,4314,14048,18360,4475,14756,19235,4583,14830,19420,3837,6585,10422,3895,6686,10578,4259,7495,11751,9451,1128,10579,10148,1170,11319,11301,1352,12653,6782,4060,10838,7020,3848,10871,8006,4208,12213,1146,786,1937,1164,809,1978,1371,954,2332,56229,46601,102828,59367,50786,110158,64990,56812,121806
124,9467,4880,14348,9544,5261,14808,9781,5991,15763,9945,12819,22759,10384,14334,24723,10760,15892,26653,18176,2661,20831,18193,2816,21012,18665,2948,21611,4281,8272,12555,4692,9581,14265,4898,11241,16136,5358,18082,23438,5526,18771,24297,5469,18650,24125,4906,8175,13084,4722,8177,12904,4944,8392,13342,10566,1108,11677,11182,1223,12405,12019,1400,13424,8403,4685,13083,8282,4111,12390,9203,4461,13661,1416,1026,2439,1460,978,2438,1566,1046,2611,72514,61697,134212,73996,65242,139239,77312,70022,147331
125,9975,4948,14922,11320,5821,17141,13445,6877,20323,15354,15155,30511,19555,18837,38390,23886,22816,46703,18156,2742,20901,19270,3153,22426,21692,3374,25067,3901,6991,10892,5043,8814,13859,5733,11739,17472,7310,18753,26062,8575,19943,28513,8959,19521,28483,6192,7719,13907,6643,8066,14703,7824,9128,16959,10015,1364,11384,10856,1413,12271,11752,1642,13397,9752,5284,15038,10312,5413,15723,12249,6052,18304,2206,1455,3656,2462,1554,4017,2909,1837,4746,82859,64418,147279,94034,73013,167044,108452,82998,191445
126,7288,3774,11059,7564,4155,11718,8615,4858,13465,12288,11649,23932,13937,13173,27112,15831,15483,31318,6115,1344,7461,6166,1336,7505,6436,1543,7978,1808,3361,5163,2089,3857,5945,2526,4665,7189,3258,9362,12620,3560,9476,13039,3704,9395,13095,2827,3729,6548,3006,3515,6523,3387,4129,7516,1908,238,2144,1805,230,2035,1961,226,2188,2741,1500,4244,2584,1281,3866,2830,1482,4309,748,578,1328,851,612,1466,846,689,1538,38977,35522,74506,41568,37645,79217,46131,42468,88601
127,7921,3963,11883,8371,4399,12768,9708,5382,15094,7770,9089,16861,9044,11200,20245,10775,14342,25114,19363,2733,22098,19630,2804,22432,20668,2960,23626,3526,6481,10005,4294,8265,12559,4776,11091,15866,5425,16478,21899,5999,17356,23351,6683,17776,24458,4757,7515,12272,4946,8091,13042,5757,9298,15057,13149,2001,15147,13957,2077,16034,15258,2373,17630,11129,6802,17931,11025,6525,17549,12433,6760,19192,2382,1519,3898,2348,1494,3843,2456,1720,4174,75421,56589,132004,79615,62206,141817,88508,71706,160218
128,10612,4628,15244,10624,5076,15703,11051,5847,16897,10859,12427,23280,11332,13957,25288,11660,15349,27016,13294,1896,15185,13412,1868,15274,13131,2010,15142,3367,6109,9474,3778,7002,10783,3984,7810,11795,4503,15462,19967,4609,15656,20265,4365,14401,18768,4560,6810,11368,4350,6524,10869,4293,6373,10667,4204,336,4536,4081,315,4398,3984,345,4323,4525,1924,6454,4235,1680,5908,4377,1673,6054,965,722,1682,975,648,1623,1042,732,1774,56888,50311,107203,57399,52718,110119,57892,54544,112434
197,0,3,3,0,0,3,3,0,3,9,0,9,0,3,3,9,15,22,11,0,15,8,0,8,14,10,18,6,0,9,0,0,3,3,11,16,0,0,0,0,3,3,0,18,21,0,0,0,0,0,3,0,15,17,0,0,0,3,0,3,9,0,10,12,0,12,13,0,13,15,3,18,0,0,0,0,0,0,3,3,5,33,7,43,24,11,32,59,72,130
199,217,106,322,226,115,338,167,106,274,319,349,676,376,367,741,321,329,649,415,57,478,468,71,542,397,80,480,225,216,441,200,264,464,186,247,430,112,222,333,107,287,394,88,172,261,118,149,266,87,145,238,109,111,224,322,21,343,315,33,349,314,29,339,409,115,530,369,123,490,395,183,582,67,39,106,55,39,93,63,37,103,2210,1281,3493,2208,1444,3649,2042,1291,3331
201,5269,2383,7648,5404,2695,8103,5579,2835,8415,4437,5802,10238,5077,7205,12283,5307,7909,13213,7857,1409,9270,8508,1566,10073,8415,1710,10130,1542,3908,5447,1841,4871,6715,2317,5884,8197,1602,5986,7589,1769,6441,8216,1677,6492,8162,2129,3888,6015,2244,4270,6513,2418,4251,6666,3608,390,3994,3795,382,4178,3630,322,3955,4283,2759,7049,4523,2700,7221,4684,2865,7550,585,381,964,718,539,1261,661,442,1107,31304,26915,58217,33886,30669,64554,34677,32713,67396
202,5273,2678,7949,5478,2847,8325,5458,3066,8518,4349,5899,10251,5086,7214,12298,5393,8222,13622,7187,1325,8511,7847,1509,9354,7826,1619,9454,1622,3808,5425,1961,4612,6570,2326,5551,7873,1615,5818,7430,1731,6168,7900,1714,6097,7809,2186,3911,6097,2198,4140,6339,2270,4134,6400,3235,445,3682,3376,435,3810,3445,370,3814,4443,2730,7170,4660,2761,7425,5042,2895,7933,541,379,914,745,462,1204,582,437,1019,30451,26985,57436,33080,30140,63226,34049,32395,66444
203,7922,3834,11758,8586,4284,12869,9342,5178,14520,8408,10353,18764,9804,12951,22754,10901,15468,26367,14356,2558,16912,15771,2819,18587,15726,3152,18883,2887,6927,9819,3545,9073,12617,4547,11168,15714,2933,10312,13248,3139,11251,14382,3321,11762,15082,3887,7098,10987,4046,7662,11706,4624,8086,12707,6420,830,7246,6499,805,7306,6433,764,7191,7015,4329,11344,7521,4229,11751,8210,4294,12505,1051,693,1745,1415,989,2407,1220,831,2050,54884,46933,101814,60319,54055,114376,64319,60706,125026
204,7759,3933,11691,7622,4004,11628,7422,4071,11499,4151,6105,10256,4383,7007,11390,4246,7600,11840,9029,1752,10776,9483,1937,11421,9744,1965,11707,1974,4607,6579,2424,5447,7874,2682,6441,9128,1476,6553,8030,1580,6899,8477,1600,6812,8413,2170,4210,6382,2238,4453,6693,2330,4496,6829,4865,628,5494,5181,504,5682,4948,475,5418,5983,3723,9703,5660,3362,9025,5848,3601,9446,788,493,1281,909,567,1479,789,478,1271,38203,31993,70195,39488,34183,73668,39607,35941,75545
205,10479,5669,16150,10594,5714,16309,10237,5691,15933,5799,8626,14418,6428,10111,16539,6073,10814,16886,14317,2361,16680,16000,2637,18640,15351,2795,18144,2331,6700,9029,2645,8465,11108,3035,9735,12775,2056,9437,11488,2211,10518,12733,2261,10338,12598,3191,6636,9829,3331,7093,10420,3535,7034,10566,6655,507,7160,7279,542,7822,7090,522,7615,8213,4858,13069,8929,4976,13904,8816,5217,14037,1023,720,1746,1387,842,2228,1177,767,1943,54054,45515,99573,58804,50895,109695,57579,52908,110486
206,20950,14751,35703,24599,18188,42790,29296,22660,51950,43367,44610,87984,52477,54766,107239,59728,64048,123774,15253,4383,19628,17233,4808,22040,19017,5843,24864,7890,12170,20063,9223,14042,23267,11740,18630,30365,10823,24055,34875,12251,25605,37853,12686,26135,38825,8829,11494,20323,9473,12122,21589,11123,14599,25722,5223,723,5948,4723,618,5340,4984,637,5617,7296,3443,10744,7465,3305,10763,9364,4401,13767,2476,1745,4216,3397,2580,5975,2898,2375,5275,122110,117376,239491,140846,136020,276865,160826,159332,320165
207,17195,8181,25378,17368,8925,26293,18104,10424,28527,26983,25899,52881,28383,28065,56453,29104,29881,58989,11110,2642,13752,11351,2669,14019,10745,2638,13392,4033,7653,11692,4637,8728,13370,5244,9538,14786,6500,17787,24289,6677,17132,23814,6418,15947,22365,7121,9194,16316,7174,9033,16202,7389,9218,16605,3163,570,3739,2815,458,3273,2833,398,3230,5126,2580,7706,5021,2371,7398,5373,2564,7941,1661,1289,2947,1998,1390,3394,1562,1200,2771,82901,75799,158695,85426,78785,164215,86787,81820,168603
208,18615,9106,27724,20205,10303,30512,22494,12349,34844,25258,25602,50862,28109,29728,57833,30109,33588,63696,15172,3153,18320,15967,3254,19221,15253,3336,18592,4357,8755,13110,5191,10280,15470,5992,11955,17941,7030,20422,27452,7393,21083,28474,7332,20003,27338,7971,10167,18138,8253,10286,18535,8418,10619,19037,4945,704,5651,4384,582,4967,4112,544,4655,6098,2988,9086,6061,2620,8683,6209,2784,8998,1875,1383,3262,2480,1804,4286,1793,1294,3081,91323,82280,173599,98036,89941,187981,101708,96470,198179
209,14285,6423,20705,15880,7688,23570,17829,9412,27242,16960,19268,36228,20517,24379,44895,23003,29225,52226,24192,3810,28008,26642,4247,30887,27825,4890,32711,5018,11112,16135,5940,13877,19812,7606,17486,25093,7386,22972,30356,8187,24983,33165,8880,24989,33876,7206,11596,18807,8163,12905,21070,8922,14116,23039,10979,1557,12534,11611,1277,12893,12451,1346,13802,10938,6272,17213,11680,5877,17562,13490,6317,19804,2173,1543,3716,2810,1959,4761,2217,1595,3817,99143,84559,183708,111425,97195,208621,122228,109382,231609
210,8667,4096,12762,9629,4797,14427,11333,5878,17206,8415,10002,18416,10519,12771,23287,12608,16022,28629,17271,2489,19761,19449,2895,22347,19963,3183,23148,3323,7000,10331,4030,9026,13059,5222,12172,17391,5423,15934,21355,5983,17189,23168,6294,17124,23423,4698,8096,12800,5184,8722,13910,5887,9768,15660,9919,1302,11226,10620,1179,11796,11715,1179,12899,8400,4560,12960,9011,4517,13529,10366,4709,15070,1727,1155,2880,2201,1447,3644,1775,1195,2969,67857,54633,122490,76620,62547,139162,85178,71229,156400
211,20268,8717,28983,20475,9459,29938,20980,10821,31802,20915,23052,43971,23698,26864,50568,24819,29739,54558,33130,5112,38246,34182,5475,39659,32669,5607,38278,5492,13989,19477,6213,16413,22622,7027,18917,25944,8887,29855,38739,9100,30342,39445,8527,27909,36433,10318,15602,25919,9978,15344,25323,9966,15069,25040,11440,2072,13509,10962,1826,12784,10164,1646,11813,13131,8216,21350,12616,7158,19774,13142,6938,20079,2319,1730,4049,2612,1866,4476,2232,1563,3792,125899,108353,234256,129839,114761,244593,129527,118197,247729
212,18942,8526,27473,21079,10127,31205,24054,12173,36224,20805,21687,42488,25276,27350,52625,28979,32784,61761,35561,5657,41220,40362,6509,46868,43069,7304,50369,5412,13911,19321,7061,18997,26057,9203,25284,34484,10428,30726,41156,12075,33833,45905,12915,33707,46620,10688,16548,27240,12097,17836,29933,13744,20380,34122,21472,4164,25640,23003,4050,27057,24132,3894,28023,18816,13036,31848,20887,12609,33493,24313,13585,37906,3577,2539,6111,4460,3003,7461,3780,2398,6180,145709,116787,262493,166297,134307,300603,184179,151513,335693
213,14311,7617,21927,18190,9984,28179,22261,13045,35301,16026,18606,34627,23279,26660,49937,28396,33138,61529,29427,4519,33948,34570,5824,40391,35879,6777,42653,6048,12566,18608,8208,18008,26217,10668,24295,34956,9768,27819,37585,12677,32312,44984,14157,33186,47340,8114,14056,22168,10133,16545,26679,12351,19257,31610,20812,3142,23953,24168,3488,27657,27761,3974,31737,16949,9882,26837,19864,10238,30099,22876,11628,34502,3324,2218,5540,4615,2922,7535,3984,2595,6582,124775,100422,225193,155704,125980,281683,178323,147887,326215
214,9122,4184,13307,9871,4850,14727,10756,5737,16497,7643,9739,17380,8823,12097,20926,9310,13790,23100,17706,2739,20446,19693,3067,22761,19572,3281,22848,2987,7698,10687,3335,9328,12661,4052,11416,15469,3285,12546,15831,3512,13828,17339,3370,13633,17004,4843,8149,12990,5094,8645,13740,5341,9017,14362,6399,934,7329,6593,817,7413,6364,761,7120,7487,4427,11910,7858,4140,11995,8144,4250,12391,1221,865,2091,1591,1058,2651,1288,826,2115,60688,51275,111967,66366,57841,124210,68196,62709,130907
