SA4_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
505,4336,19930,14521,91443,3414,133638,26,42,21,584,62,733,8945,221,330,345,207,10045,2380,507,199,808,76,3966,4501,1176,728,1279,118,7802,74538,15794,12216,50694,3699,156937,1644,42,230,8,39,1963,1481,170,152,467,57,2324,4722,975,715,4124,235,10768,2832,683,293,1182,111,5102,840,115,59,72,11,1101,4796,220,191,151,93,5453,12870,2698,1979,16144,775,34469,13785,3759,1450,7434,547,26972,249,12,14,19,11,291,383,60,15,54,20,536,4123,412,199,657,123,5517,485,151,65,166,23,891,2106,199,144,47,98,2596,3230,795,527,123,112,4777,3427,312,253,474,81,4559,704,91,57,105,18,981,15037,3047,2278,11356,702,32417,2109,197,93,294,40,2738,5157,227,193,44,75,5697,1230,125,94,277,49,1777,642,66,64,38,27,834,219,26,7,13,3,276,5469,44,56,33,212,5810,2730,347,252,703,67,4096,27363,2664,1986,2147,981,35141,4706,760,564,3657,20587,30264,185295,34173,24126,147395,30078,421072,4864,21100
506,3532,18675,13965,86487,3401,126061,21,78,21,967,56,1142,18479,274,380,348,387,19873,985,218,107,414,38,1756,5684,1527,881,1865,186,10138,60595,15534,12073,50256,3565,142023,1758,34,236,11,69,2110,1272,147,109,455,49,2034,3948,961,668,4079,206,9854,732,230,120,442,30,1556,632,113,51,95,20,906,6097,319,190,166,159,6930,9405,2462,1632,13942,646,28082,8034,2280,1018,5246,410,16981,856,4,22,12,20,917,586,121,41,62,37,847,181,25,9,67,3,281,417,118,50,111,23,719,1863,177,143,70,103,2361,2832,788,477,134,112,4346,2243,316,210,531,55,3359,434,58,46,103,11,659,11786,3157,2299,11101,611,28955,902,145,59,200,12,1314,2430,193,118,35,45,2826,819,97,71,247,24,1255,1279,55,33,19,11,1397,689,41,17,7,40,785,977,15,22,3,37,1057,1955,317,230,615,66,3184,26046,2489,1822,2190,989,33538,3645,704,592,3969,22042,30951,154260,31257,22717,139063,31063,378368,3857,18831
507,2756,15689,11346,73850,2778,106420,14,42,12,420,23,512,10249,188,280,264,174,11155,3176,588,227,848,66,4906,3297,928,607,1096,99,6034,49050,13138,9911,42489,2830,117421,1052,36,144,14,59,1307,950,116,90,362,38,1549,3127,793,571,3393,157,8035,611,178,53,429,25,1302,342,70,37,87,11,548,2769,161,118,89,40,3175,7292,2152,1400,12729,598,24175,9310,2685,1024,5885,453,19362,538,5,8,10,19,581,240,29,19,33,7,331,197,22,17,56,7,306,379,103,40,135,17,676,1571,214,112,43,98,2041,2103,533,371,109,90,3209,1521,197,129,304,35,2192,382,43,33,89,9,554,10522,2828,1946,9677,564,25542,1765,180,68,256,37,2310,2207,167,134,56,63,2624,868,125,74,272,33,1371,693,57,19,10,13,790,113,13,3,10,7,143,297,10,12,5,24,348,1777,311,208,553,51,2893,15646,2057,1550,1891,609,21748,2467,585,420,3270,18027,24770,116941,26860,18817,119156,25035,306813,3031,16872
509,753,5663,4589,45154,1490,57648,7,10,6,506,13,536,269,25,24,93,11,420,97,40,15,108,0,259,1475,452,268,706,40,2937,13263,5211,4169,27214,1243,51097,321,0,56,6,12,409,173,35,30,154,13,403,1090,294,300,2211,85,3982,67,35,25,109,10,242,107,28,9,19,6,174,146,28,24,33,0,232,1702,720,509,6144,212,9282,1069,484,166,1594,84,3388,29,0,3,4,0,30,7,12,3,6,0,29,26,0,3,15,0,39,58,17,8,27,0,112,526,62,68,18,43,715,662,225,204,38,26,1160,604,88,73,233,21,1014,108,6,11,48,3,180,2605,1027,795,5311,194,9930,149,36,19,76,11,281,402,39,52,17,10,523,82,13,9,103,3,208,24,15,3,6,0,43,5,0,0,0,0,5,55,0,6,0,6,63,423,90,83,256,15,859,2222,493,364,728,131,3937,487,215,176,2200,6336,9411,24134,9491,7397,72591,9239,122856,791,5513
510,371,2224,1789,20040,833,25251,14,117,22,9897,133,10172,244,50,39,248,16,605,120,24,16,56,4,217,507,166,90,192,7,974,4462,1671,1401,9529,509,17569,375,8,74,32,14,504,94,31,3,73,3,203,499,155,113,1015,32,1817,50,25,14,84,4,180,47,12,14,18,0,94,259,32,21,25,5,340,849,305,224,2893,98,4368,336,179,76,625,37,1252,32,0,0,0,0,38,44,7,0,3,0,57,98,11,8,9,6,120,32,25,7,18,3,80,582,60,67,33,25,765,586,109,90,28,23,834,141,42,35,74,3,290,22,6,0,20,0,51,1178,370,283,2365,89,4277,89,15,8,36,6,153,255,28,12,0,7,303,99,10,6,62,3,180,55,6,8,9,0,79,11,0,0,7,0,15,27,0,0,0,0,32,142,38,19,110,3,317,1758,289,249,819,98,3214,277,110,64,1434,10755,12647,11071,3745,2875,40324,12291,70300,434,2774
511,613,4400,3363,39830,1443,49649,3,26,13,2984,75,3103,295,28,19,144,12,497,237,61,34,129,10,471,802,272,182,379,25,1668,8398,3572,2772,21659,1063,37465,449,11,111,13,27,612,140,27,18,124,3,313,812,247,207,2188,86,3545,86,53,15,107,14,266,94,21,12,25,6,160,248,36,32,49,3,368,1481,630,416,6187,209,8933,882,427,158,1746,82,3306,20,0,0,0,0,19,26,4,3,11,0,41,61,17,20,26,3,129,35,36,10,39,7,123,1070,106,85,39,49,1350,763,236,165,43,43,1244,271,76,44,133,9,527,51,19,8,33,0,108,2069,858,562,4432,148,8072,166,38,9,83,12,307,477,20,28,9,3,531,108,15,12,109,8,244,52,3,9,7,0,69,16,5,0,14,0,34,269,0,6,0,16,291,250,95,68,282,11,709,2460,423,348,799,103,4132,503,178,162,2388,9045,12267,18878,7342,5460,65830,11815,109327,646,4329
597,8,7,10,65,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,56,10,8,55,4,130,5,0,0,0,0,5,0,0,0,0,0,4,11,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,4,0,17,0,32,0,3,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,3,21,4,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,3,0,9,0,39,0,0,0,3,21,29,133,20,13,133,37,339,3,10
599,28,230,180,1569,60,2067,0,0,0,30,3,35,77,6,4,8,8,99,9,3,0,4,0,19,81,21,11,12,0,125,929,198,169,902,42,2234,17,0,0,0,0,19,28,0,0,10,0,34,94,15,17,122,3,245,6,0,3,4,0,16,7,0,0,0,0,10,31,3,7,3,0,46,175,28,30,302,9,544,44,13,14,65,3,143,13,0,0,0,0,12,12,0,0,0,0,13,6,0,0,0,0,8,7,4,3,0,0,18,51,4,3,3,0,62,72,15,12,3,3,100,18,6,4,7,0,37,13,0,0,3,0,16,192,37,27,225,10,488,9,3,0,5,0,12,37,3,3,0,3,44,5,0,0,3,0,17,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,12,35,3,0,12,0,57,258,46,17,49,9,382,43,12,3,64,649,777,1933,393,287,2608,762,5986,31,227
601,620,6952,4618,78759,2281,93228,4,14,4,354,10,380,1673,104,62,242,52,2137,324,109,22,76,8,542,1801,575,349,963,45,3726,12037,5922,4074,54039,2234,78301,386,10,124,21,25,565,272,71,41,369,11,771,1868,589,316,3978,156,6915,835,208,52,402,36,1538,234,83,19,106,3,445,588,68,62,84,14,812,1825,1110,638,15514,466,19560,1324,511,146,1149,80,3207,211,5,13,9,0,248,88,25,7,37,5,168,31,7,0,4,0,44,97,68,9,66,9,248,158,86,31,52,8,339,502,232,180,84,17,1021,1169,313,93,455,30,2061,204,40,25,67,9,347,2630,1316,867,9724,272,14804,197,50,5,48,6,309,298,55,32,24,3,405,229,20,20,143,15,434,154,15,3,11,0,182,53,14,8,4,0,76,90,8,12,3,0,111,481,135,79,440,11,1151,4656,1095,607,1496,213,8067,586,246,145,4778,9695,15460,29954,12126,7654,137243,14572,201557,641,7068
602,334,3944,2835,56075,1584,64767,4,11,7,256,23,295,575,25,28,273,18,921,66,33,0,20,3,126,1506,437,334,870,36,3184,7581,3303,2386,38837,1382,53495,229,9,87,20,12,350,110,35,6,229,7,391,964,382,176,2746,90,4358,129,65,12,62,4,276,131,61,8,36,7,244,261,32,30,18,10,352,1064,526,272,9478,290,11627,557,285,62,826,47,1772,152,0,0,3,0,159,18,4,6,17,3,51,7,0,0,0,0,14,72,23,9,55,0,162,90,51,22,33,6,196,290,139,97,53,8,582,330,102,20,188,7,655,109,21,8,34,3,176,1711,785,498,7132,199,10325,58,16,7,20,0,98,159,28,16,8,3,214,81,8,12,95,10,207,66,3,9,5,6,87,21,3,0,3,0,32,35,7,3,3,0,50,276,66,52,204,3,604,2106,471,316,770,105,3768,339,122,79,3353,5618,9514,16488,6684,4488,97439,8839,133930,314,3781
603,100,867,733,13878,380,15958,0,0,7,120,6,139,41,3,9,29,0,82,20,9,0,6,0,36,250,66,56,117,9,493,2398,780,614,9886,416,14091,35,0,7,0,3,49,54,5,5,47,3,119,325,77,52,727,24,1198,41,11,3,27,0,83,38,10,4,3,0,56,15,10,0,3,0,30,360,144,104,2710,67,3380,132,66,11,146,8,360,8,0,0,0,0,8,11,0,0,3,0,11,0,3,0,0,0,7,11,6,0,4,0,26,33,22,14,17,3,87,88,28,21,21,7,158,84,20,9,25,3,139,32,6,4,10,0,51,485,161,126,1595,49,2420,26,4,3,3,3,38,26,3,5,0,0,34,19,0,0,18,0,44,3,3,0,0,0,8,5,3,0,0,0,5,0,0,0,0,0,3,102,12,13,74,3,199,476,155,71,275,18,991,58,40,21,956,1526,2605,4311,1511,1137,24585,2355,33897,100,940
604,237,2533,1882,47852,1367,53865,0,0,8,255,6,269,207,30,22,527,24,817,59,28,3,15,3,104,1030,307,209,572,42,2156,5391,2130,1600,31653,1199,41964,255,3,63,4,9,335,87,11,8,127,4,234,583,209,117,2038,76,3022,53,36,3,47,3,135,68,33,3,23,3,131,159,21,15,31,0,229,679,373,215,7838,220,9327,169,128,33,371,20,726,22,0,3,6,3,31,15,0,0,14,0,27,5,3,0,0,0,10,64,21,4,50,3,140,127,43,30,36,3,242,239,104,102,62,12,520,147,54,19,110,5,335,46,8,8,29,3,95,1220,532,351,5796,173,8068,63,29,3,16,6,117,121,9,13,5,0,147,67,6,4,78,0,157,39,7,9,9,0,63,0,0,3,0,0,4,8,4,0,0,0,13,220,48,27,210,4,505,1140,287,150,597,77,2262,182,103,63,3215,3581,7140,10743,4361,3047,81708,6268,106131,243,2566
697,0,3,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,24,6,6,47,8,89,0,3
699,3,38,18,330,19,410,0,0,0,4,0,4,8,3,0,3,0,9,0,0,0,0,0,0,10,0,4,0,0,16,77,22,19,187,11,305,0,0,0,0,0,0,3,0,0,0,0,3,9,0,3,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,61,0,75,4,6,0,8,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,3,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,15,10,3,40,0,71,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,12,4,6,4,45,8,0,0,27,57,88,148,59,32,554,84,872,0,21
701,674,4115,3618,32559,1255,42225,3,84,46,1785,69,1990,2282,185,226,711,98,3509,87,32,7,45,3,175,831,307,193,412,37,1780,6799,2991,2447,16757,772,29765,1665,39,235,56,58,2050,259,53,55,176,3,543,1212,459,265,2845,106,4888,1736,370,109,531,82,2829,157,40,8,30,0,239,636,42,43,33,23,775,1332,745,522,6773,189,9560,876,346,133,941,71,2357,47,3,3,9,3,66,31,9,6,29,3,80,21,0,0,0,0,23,80,44,19,69,10,221,389,82,65,43,17,601,613,224,167,56,20,1075,249,78,27,131,11,502,85,27,14,58,6,192,1763,709,548,4640,155,7816,111,24,9,23,8,176,151,23,7,16,3,201,244,32,18,110,7,413,228,19,8,22,5,283,37,6,0,8,0,49,546,7,11,0,37,610,225,71,60,258,12,619,5699,731,761,1202,272,8662,739,173,174,1892,10825,13797,24931,7329,5931,54365,13430,105992,773,4060
702,244,1600,1361,17603,708,21514,22,98,24,33650,614,34408,239,28,35,233,13,554,55,10,4,16,0,90,369,143,66,150,13,731,3041,1244,1025,8599,365,14273,444,5,73,6,12,549,141,24,13,122,3,300,653,198,111,1693,65,2729,83,40,13,78,3,219,58,13,3,16,3,93,178,4,15,12,6,217,697,279,188,3288,123,4577,309,122,49,424,17,917,31,0,0,0,0,33,14,3,3,12,3,33,9,0,0,0,0,11,37,18,5,20,3,74,265,57,32,24,13,387,282,67,55,26,13,438,124,33,12,51,3,219,33,10,15,25,3,82,762,318,220,2391,59,3756,50,10,6,21,3,91,102,14,10,6,4,135,81,8,10,47,9,150,53,6,9,9,3,83,11,0,0,3,0,10,83,3,5,0,13,102,110,36,10,113,4,281,1926,310,232,735,90,3300,171,49,62,1784,7619,9693,8589,2886,2221,61801,9423,84910,245,1577
797,0,3,3,19,0,27,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,12,17,27,3,3,49,19,94,3,0
799,4,71,39,586,17,721,0,0,0,28,3,25,9,0,0,8,0,20,0,0,0,0,0,0,18,4,0,5,3,32,185,57,38,300,14,595,3,0,0,0,0,5,12,5,0,5,0,20,32,6,15,52,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,8,3,140,0,193,9,4,0,19,0,36,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,0,0,0,17,14,0,0,0,0,18,0,0,0,3,0,10,3,0,0,0,0,5,46,14,6,105,3,174,0,0,0,0,0,7,3,0,0,0,0,3,3,0,0,3,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,15,53,8,6,16,0,83,8,0,0,25,299,333,395,122,66,986,343,1901,10,62
801,2107,14985,11406,102058,2451,133005,25,37,24,569,32,683,8570,306,471,558,161,10063,3011,395,132,541,98,4175,2768,1044,654,1366,79,5917,21624,11191,8202,57912,1759,100693,1858,45,312,35,48,2303,794,173,146,651,28,1801,4351,1387,964,7281,220,14200,2539,469,185,917,79,4195,1042,216,123,235,24,1642,3911,164,148,69,86,4391,4239,2586,1975,28112,610,37525,5041,1372,579,3383,205,10577,889,9,42,33,29,1007,663,104,56,204,19,1047,638,66,26,74,23,830,618,209,144,323,26,1313,388,116,95,83,28,704,1385,518,393,187,32,2514,2466,398,241,669,50,3831,859,107,84,198,22,1269,5781,2886,2099,17919,395,29079,1492,175,69,150,40,1926,673,118,107,49,11,954,1405,182,158,294,52,2101,1647,66,75,42,51,1880,234,40,11,12,5,306,2866,30,100,23,88,3100,874,304,173,974,41,2353,19239,2744,2246,2981,615,27830,1853,452,317,3700,13369,19696,90445,25291,18643,169835,19119,323325,2346,14885
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,12,24,25,210,7,280,0,3,0,3,0,12,16,0,0,0,0,21,3,0,0,0,0,4,8,3,0,6,0,19,44,16,15,119,4,202,11,0,0,0,0,10,3,0,0,0,0,7,6,6,0,15,0,25,4,0,0,0,0,8,8,0,0,0,0,5,4,0,0,0,0,4,15,13,3,55,0,90,7,0,0,9,0,18,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,4,3,0,0,0,0,6,3,0,0,0,0,3,13,3,8,32,0,50,3,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,46,7,0,9,4,67,3,0,0,4,54,60,196,57,39,350,73,709,6,25
901,36,54,48,407,30,580,0,3,3,165,3,169,467,7,15,9,17,513,0,0,0,0,0,0,7,4,0,4,0,15,101,38,19,131,10,295,3,0,3,3,0,10,3,0,0,0,0,7,6,3,0,13,0,16,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,22,16,13,6,50,0,80,5,3,0,15,0,20,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,3,0,0,0,15,3,0,0,5,0,9,3,0,0,0,0,8,25,8,5,39,3,77,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,8,203,35,48,213,54,556,34,6,5,48,119,215,873,118,110,954,232,2290,12,54
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,11,11,3,0,0,11,11,25,0,0
