SA4_CODE_2016,C06_15_19_Married_M,C06_15_19_Married_F,C06_15_19_Sep_M,C06_15_19_Sep_F,C06_15_19_Div_M,C06_15_19_Div_F,C06_15_19_Wid_M,C06_15_19_Wid_F,C06_15_19_Nvr_marrd_M,C06_15_19_Nvr_marrd_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Married_M,C06_20_24_Married_F,C06_20_24_Sep_M,C06_20_24_Sep_F,C06_20_24_Div_M,C06_20_24_Div_F,C06_20_24_Wid_M,C06_20_24_Wid_F,C06_20_24_Nvr_marrd_M,C06_20_24_Nvr_marrd_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Married_M,C06_25_29_Married_F,C06_25_29_Sep_M,C06_25_29_Sep_F,C06_25_29_Div_M,C06_25_29_Div_F,C06_25_29_Wid_M,C06_25_29_Wid_F,C06_25_29_Nvr_marrd_M,C06_25_29_Nvr_marrd_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Married_M,C06_30_34_Married_F,C06_30_34_Sep_M,C06_30_34_Sep_F,C06_30_34_Div_M,C06_30_34_Div_F,C06_30_34_Wid_M,C06_30_34_Wid_F,C06_30_34_Nvr_marrd_M,C06_30_34_Nvr_marrd_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Married_M,C06_35_39_Married_F,C06_35_39_Sep_M,C06_35_39_Sep_F,C06_35_39_Div_M,C06_35_39_Div_F,C06_35_39_Wid_M,C06_35_39_Wid_F,C06_35_39_Nvr_marrd_M,C06_35_39_Nvr_marrd_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Married_M,C06_40_44_Married_F,C06_40_44_Sep_M,C06_40_44_Sep_F,C06_40_44_Div_M,C06_40_44_Div_F,C06_40_44_Wid_M,C06_40_44_Wid_F,C06_40_44_Nvr_marrd_M,C06_40_44_Nvr_marrd_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Married_M,C06_45_49_Married_F,C06_45_49_Sep_M,C06_45_49_Sep_F,C06_45_49_Div_M,C06_45_49_Div_F,C06_45_49_Wid_M,C06_45_49_Wid_F,C06_45_49_Nvr_marrd_M,C06_45_49_Nvr_marrd_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Married_M,C06_50_54_Married_F,C06_50_54_Sep_M,C06_50_54_Sep_F,C06_50_54_Div_M,C06_50_54_Div_F,C06_50_54_Wid_M,C06_50_54_Wid_F,C06_50_54_Nvr_marrd_M,C06_50_54_Nvr_marrd_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Married_M,C06_55_59_Married_F,C06_55_59_Sep_M,C06_55_59_Sep_F,C06_55_59_Div_M,C06_55_59_Div_F,C06_55_59_Wid_M,C06_55_59_Wid_F,C06_55_59_Nvr_marrd_M,C06_55_59_Nvr_marrd_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Married_M,C06_60_64_Married_F,C06_60_64_Sep_M,C06_60_64_Sep_F,C06_60_64_Div_M,C06_60_64_Div_F,C06_60_64_Wid_M,C06_60_64_Wid_F,C06_60_64_Nvr_marrd_M,C06_60_64_Nvr_marrd_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Married_M,C06_65_69_Married_F,C06_65_69_Sep_M,C06_65_69_Sep_F,C06_65_69_Div_M,C06_65_69_Div_F,C06_65_69_Wid_M,C06_65_69_Wid_F,C06_65_69_Nvr_marrd_M,C06_65_69_Nvr_marrd_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Married_M,C06_70_74_Married_F,C06_70_74_Sep_M,C06_70_74_Sep_F,C06_70_74_Div_M,C06_70_74_Div_F,C06_70_74_Wid_M,C06_70_74_Wid_F,C06_70_74_Nvr_marrd_M,C06_70_74_Nvr_marrd_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Married_M,C06_75_79_Married_F,C06_75_79_Sep_M,C06_75_79_Sep_F,C06_75_79_Div_M,C06_75_79_Div_F,C06_75_79_Wid_M,C06_75_79_Wid_F,C06_75_79_Nvr_marrd_M,C06_75_79_Nvr_marrd_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Married_M,C06_80_84_Married_F,C06_80_84_Sep_M,C06_80_84_Sep_F,C06_80_84_Div_M,C06_80_84_Div_F,C06_80_84_Wid_M,C06_80_84_Wid_F,C06_80_84_Nvr_marrd_M,C06_80_84_Nvr_marrd_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Married_M,C06_85o_Married_F,C06_85o_Seprtd_M,C06_85o_Seprtd_F,C06_85o_Divorce_M,C06_85o_Divorce_F,C06_85o_Wid_M,C06_85o_Wid_F,C06_85o_Nvr_mard_M,C06_85o_Nvr_mard_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Married_M,C06_T_Married_F,C06_Tot_Sep_M,C06_Tot_Sep_F,C06_Tot_Div_M
204,19,12,5,0,7,4,0,0,5764,5060,5797,5076,10870,163,335,9,28,9,10,3,4,3719,3198,3910,3576,7488,879,1338,54,88,32,77,7,6,2480,2029,3446,3533,6983,1974,2476,127,172,137,213,4,31,1868,1497,4112,4389,8500,2862,3270,197,303,301,506,6,37,1419,1083,4791,5203,9994,3460,3738,259,353,577,755,26,62,1167,856,5489,5760,11249,3751,4006,341,364,708,934,33,107,899,605,5733,6009,11741,3830,3885,324,291,796,871,79,170,624,356,5644,5572,11218,3869,3840,245,209,830,778,92,315,445,240,5485,5380,10869,3284,3104,166,128,532,543,129,436,284,154,4399,4363,8759,2632,2264,104,84,358,351,172,579,202,128,3472,3401,6875,2028,1656,94,56,219,214,208,876,161,106,2711,2908,5617,1695,1230,57,43,142,126,312,1196,142,92,2351,2696,5045,989,613,27,16,71,76,317,1362,89,69,1501,2135,3633,470,273,12,11,26,35,323,1561,66,87,898,1971,2874,31906,32045,2029,2142,4750
205,14,28,3,9,3,5,3,7,8478,8104,8505,8156,16658,232,529,10,35,8,14,9,6,5867,5408,6126,6000,12121,1421,2090,77,155,39,95,5,24,3838,3113,5379,5483,10865,2963,3695,164,282,215,352,6,16,2773,2279,6123,6625,12745,4238,4735,275,436,535,857,14,59,2218,1671,7272,7759,15032,4967,5516,373,484,814,1167,36,117,1822,1288,8013,8573,16584,5615,6074,452,539,1125,1427,80,196,1415,954,8692,9189,17883,5807,6118,439,469,1279,1422,113,303,991,560,8635,8862,17500,6235,6152,409,355,1192,1266,130,478,674,348,8648,8608,17253,5294,5101,300,233,857,927,190,692,452,180,7089,7141,14232,4648,4110,202,142,638,548,254,1039,317,149,6055,5990,12043,3582,2863,165,82,381,377,397,1479,241,106,4767,4901,9665,2900,2028,109,65,243,227,572,2074,212,92,4033,4483,8520,1642,1040,57,22,112,118,569,2265,124,82,2499,3529,6029,741,381,31,13,35,54,620,2389,84,123,1515,2963,4474,50299,50459,3070,3326,7476
206,40,64,12,6,14,12,8,16,10775,11576,10844,11669,22516,454,1194,42,103,40,59,23,20,23408,25661,23964,27037,51001,3856,5337,165,340,180,351,16,26,24709,23743,28919,29793,58716,8467,9539,441,677,786,1202,23,55,16991,15350,26702,26827,53534,9155,9597,582,641,1428,1866,27,88,10568,8841,21763,21032,42800,7659,7472,641,663,1744,1974,55,124,6583,5380,16680,15608,32290,6668,6683,713,769,1945,2349,83,271,4648,4026,14057,14099,28156,6161,6281,713,635,2034,2474,113,371,3123,2728,12148,12491,24647,6038,5920,583,593,2033,2539,173,636,2227,1673,11050,11363,22417,4940,4520,406,363,1507,1643,235,899,1446,886,8535,8311,16845,4133,3850,290,261,865,1096,262,1347,1066,588,6611,7141,13755,3549,2927,211,172,570,701,389,2051,820,504,5545,6357,11908,3091,2135,170,115,405,431,593,2506,761,453,5023,5629,10651,1991,1286,73,60,194,296,677,2849,474,397,3409,4885,8287,1128,533,29,28,89,178,719,3553,268,403,2242,4687,6931,67329,67337,5069,5423,13828
207,18,32,3,3,6,4,3,4,11364,11230,11391,11271,22664,242,476,14,15,9,18,3,12,12422,11597,12691,12117,24803,1836,2792,45,85,38,105,9,8,8038,6804,9967,9787,19757,4898,6163,111,193,208,383,3,23,4604,3822,9826,10583,20402,7480,8933,222,393,479,800,18,32,2789,2417,10990,12576,23565,8523,9341,302,490,674,1170,28,65,1863,1735,11385,12801,24189,8665,9080,326,507,918,1496,49,166,1499,1313,11454,12561,24014,7861,8062,356,471,908,1534,96,280,1059,1112,10274,11458,21729,7448,7707,268,379,862,1575,119,549,746,790,9454,10997,20445,6540,6046,223,249,666,1096,184,731,482,552,8092,8673,16763,5360,4954,143,156,436,690,219,1142,312,420,6472,7365,13840,4546,3685,109,98,272,475,331,1669,256,358,5514,6292,11799,3732,2689,85,58,214,384,497,2601,253,421,4784,6150,10934,2444,1617,43,40,103,255,640,3141,143,390,3377,5439,8816,1411,767,24,23,42,138,882,4308,128,473,2489,5712,8199,71002,72343,2272,3143,5835
208,11,29,4,3,8,7,6,0,10822,10387,10841,10421,21270,247,622,10,22,10,20,3,13,11028,10218,11306,10895,22199,2163,3153,71,121,65,115,6,11,8522,7246,10836,10647,21485,6128,7542,163,288,299,547,3,30,5504,4817,12106,13218,25324,8740,10161,301,470,678,1065,24,63,3881,3337,13623,15087,28714,9292,9836,408,575,979,1579,29,101,2661,2322,13364,14403,27773,8997,9091,506,651,1288,1890,65,199,2102,1875,12956,13705,26658,8015,7830,408,599,1422,2122,79,300,1630,1429,11557,12284,23840,7647,7208,432,453,1438,2148,144,560,1051,924,10718,11289,22002,5744,5329,279,299,1014,1531,171,775,669,571,7874,8505,16376,4634,4124,188,207,648,948,219,1235,459,433,6146,6947,13090,3815,3460,150,140,459,713,347,1820,401,359,5168,6490,11662,3784,3035,107,103,331,543,635,3052,338,406,5191,7141,12340,2880,1929,65,60,170,367,879,3970,203,402,4197,6725,10931,1685,914,64,15,104,221,1154,5078,150,461,3149,6692,9843,73777,74260,3148,4003,8919
209,20,60,11,0,11,8,9,8,14362,13713,14417,13794,28211,419,1081,20,73,18,31,5,17,14077,12516,14536,13722,28262,3207,4723,112,209,114,220,4,26,9261,7372,12688,12547,25240,7284,8734,305,466,382,692,22,42,5797,4801,13791,14729,28523,9686,10634,464,813,879,1314,26,87,4079,3327,15130,16174,31303,9990,10608,504,831,1191,1741,47,147,2775,2320,14506,15647,30156,10185,10528,639,826,1430,2055,84,281,2012,1535,14349,15223,29576,9396,9522,527,606,1436,1904,131,445,1261,939,12751,13415,26171,9108,8677,431,542,1196,1651,183,707,799,606,11717,12175,23893,7151,6327,294,310,775,1112,214,877,491,365,8925,8998,17920,5596,4774,225,215,464,668,307,1349,277,215,6869,7228,14091,4438,3537,160,136,298,415,424,1971,233,174,5554,6227,11779,3502,2450,85,101,194,286,609,2597,192,162,4581,5598,10179,2073,1293,68,20,85,168,698,2675,104,130,3016,4291,7311,920,512,21,11,53,97,723,2975,76,164,1795,3754,5547,82968,83456,3849,5168,8528
210,25,119,3,3,3,12,0,9,10653,10185,10680,10326,21010,479,1379,21,81,15,51,3,11,8920,7754,9437,9271,18706,2656,3819,118,284,92,189,0,9,6040,4891,8909,9196,18099,5348,6335,313,476,318,526,9,32,3878,3077,9867,10446,20315,7093,7855,434,665,653,1092,17,65,2818,2213,11002,11890,22895,7516,7845,480,740,946,1379,39,112,1895,1518,10870,11597,22473,7233,7045,466,644,1067,1401,54,196,1268,993,10083,10287,20370,6265,6259,453,443,1023,1283,76,323,791,575,8608,8878,17486,5973,6051,330,400,833,1084,141,533,514,366,7787,8432,16222,5118,4557,246,227,549,655,146,781,330,196,6390,6417,12807,4251,3661,188,164,338,455,223,1151,203,122,5205,5560,10763,3560,2831,104,106,213,291,342,1609,160,105,4383,4941,9323,2796,1909,89,63,124,176,527,2005,104,71,3633,4226,7863,1578,939,33,32,71,88,501,2054,68,65,2243,3178,5425,631,298,15,5,30,50,447,1757,52,59,1170,2170,3333,60509,60901,3289,4336,6257
211,29,42,6,8,6,12,7,8,17650,16796,17694,16859,34555,405,928,20,52,8,20,4,11,14931,13671,15367,14688,30055,3190,4818,108,195,84,195,13,6,9832,7881,13215,13093,26312,7994,9741,285,494,405,763,12,53,6343,5059,15041,16106,31146,10861,12251,489,831,979,1577,33,85,4638,3490,16996,18236,35236,11960,12975,622,979,1554,2421,56,165,3023,2139,17226,18676,35895,12610,12875,750,1016,1865,2785,97,281,2097,1491,17419,18452,35874,11872,11925,660,836,1924,2833,154,442,1270,947,15872,16986,32866,11700,11220,590,639,1746,2623,207,780,789,577,15028,15852,30880,9180,8148,396,386,1283,1819,244,1042,409,351,11508,11751,23250,6620,5480,239,220,783,1096,330,1467,326,241,8298,8504,16801,4811,3775,141,144,430,698,428,1962,200,147,6010,6731,12737,3726,2702,107,87,283,435,635,2696,208,192,4963,6098,11062,2246,1494,66,42,123,225,721,3098,76,139,3240,4999,8239,1163,695,15,30,62,117,799,3846,87,207,2134,4888,7021,98372,99066,4491,5956,11529
212,52,143,14,10,7,10,3,15,21813,19863,21899,20044,41945,970,2467,41,126,37,66,15,20,21459,18430,22526,21107,43633,5609,8393,197,385,200,433,7,40,13872,10208,19882,19463,39343,11175,13403,454,820,677,1121,26,86,8076,5862,20407,21294,41703,14125,15594,693,1102,1368,2224,51,155,5450,4093,21688,23165,44852,15158,15392,863,1194,1901,2758,63,281,3684,2531,21673,22152,43826,15021,14879,907,1109,2166,3067,128,442,2551,1686,20772,21178,41952,13479,13224,751,886,2173,2852,203,634,1576,1146,18189,18739,36926,12703,12235,653,670,1875,2631,245,1100,1025,678,16506,17316,33821,10378,9287,476,482,1390,1734,329,1478,614,388,13173,13373,26545,8439,7029,309,279,878,1053,411,2057,366,244,10403,10655,21059,6544,5236,202,186,544,684,644,2694,271,233,8203,9028,17231,5083,3518,152,111,326,405,857,3674,227,186,6646,7890,14540,2904,1735,57,52,148,220,890,3680,121,174,4112,5868,9981,1320,697,37,29,78,134,943,3823,105,226,2475,4903,7383,122960,123230,5809,7433,13768
213,44,110,5,14,14,8,4,11,17996,16833,18063,16983,35047,844,2133,48,140,30,49,8,11,17651,15338,18585,17669,36257,5419,7950,276,539,205,495,11,37,13248,10363,19160,19389,38545,10942,12761,593,1005,731,1347,30,82,8647,6887,20946,22083,43026,12653,13614,858,1255,1472,2202,49,169,5803,4703,20827,21948,42773,12931,12966,947,1265,1908,2466,67,246,3827,2914,19676,19852,39529,12226,12246,938,1154,2046,2813,118,425,2601,2025,17926,18658,36583,11334,10878,875,962,2108,2473,184,616,1752,1155,16250,16089,32336,10281,9443,675,709,1663,2038,242,972,1078,634,13931,13794,27731,7493,6111,414,446,1117,1138,266,1210,609,328,9901,9234,19137,5530,4504,299,253,681,781,393,1613,426,195,7330,7335,14662,4309,3404,158,135,386,478,475,2254,297,163,5628,6429,12063,3239,2264,99,77,258,305,638,2895,227,157,4461,5710,10172,1919,1224,55,55,144,155,700,2826,134,134,2953,4398,7348,840,414,25,12,46,90,620,2713,97,142,1629,3366,4994,100003,100018,6256,8020,12817
214,13,27,3,7,5,3,4,6,9199,8317,9223,8364,17587,189,434,11,47,12,15,9,12,6842,6351,7057,6863,13917,1431,2168,66,169,53,126,8,16,4718,4042,6273,6519,12797,3598,4310,191,355,271,452,11,18,3611,2890,7675,8030,15706,4912,5691,350,543,608,1059,23,57,2728,2129,8620,9474,18097,5530,5882,447,669,999,1507,25,99,1823,1438,8822,9594,18421,5686,5872,480,602,1260,1799,64,156,1434,910,8926,9340,18269,5398,5378,414,491,1287,1746,97,257,832,604,8024,8481,16509,5668,5600,399,431,1213,1725,150,430,543,405,7971,8591,16561,4967,4972,295,304,948,1324,169,688,307,256,6692,7540,14238,4252,3891,231,186,674,873,223,1037,258,190,5636,6176,11810,3527,3001,149,110,459,539,331,1403,146,152,4606,5202,9807,3116,2292,115,71,252,337,532,1984,139,129,4150,4812,8964,1932,1282,50,33,110,172,615,2164,89,116,2793,3759,6555,977,562,17,21,42,96,651,2695,61,127,1754,3501,5253,51197,51361,3200,4037,8185
215,9,27,0,6,9,4,0,5,5188,4754,5203,4796,10002,149,342,14,21,5,12,3,10,3468,2952,3646,3336,6977,941,1399,52,89,29,61,6,10,2487,2068,3516,3638,7149,1966,2506,129,210,130,211,4,22,1711,1302,3937,4264,8202,2894,3253,200,264,292,412,21,39,1321,931,4728,4893,9621,3356,3581,233,309,442,625,26,62,1103,702,5155,5282,10434,3697,3801,269,290,633,712,43,125,899,495,5535,5424,10958,3552,3593,264,244,620,622,63,179,639,319,5140,4951,10093,3638,3490,206,161,609,641,83,266,502,195,5037,4740,9784,2937,2897,168,113,480,400,124,457,323,135,4028,3992,8028,2627,2379,101,80,335,277,182,693,293,122,3546,3544,7089,2190,1750,73,53,178,187,250,1015,237,100,2917,3095,6016,1851,1364,53,30,147,116,337,1429,202,106,2587,3045,5631,1109,722,30,10,53,50,373,1526,104,95,1671,2405,4077,512,287,9,5,18,34,397,1735,75,109,1014,2170,3183,31420,31378,1794,1878,3976
216,5,27,3,0,4,0,0,3,4261,3990,4275,4029,8305,164,312,8,27,6,5,7,13,2945,2580,3133,2940,6069,747,1216,45,86,34,42,0,11,1960,1761,2788,3111,5900,1785,2136,114,187,127,183,4,12,1400,1112,3430,3634,7061,2477,2764,162,267,251,369,13,24,1192,743,4085,4164,8251,2733,2976,192,274,376,561,27,48,817,548,4143,4411,8555,2983,2912,248,293,502,607,43,69,643,355,4420,4244,8661,2844,2910,202,201,552,611,35,141,401,225,4032,4086,8117,2867,2850,177,156,464,510,66,206,308,133,3883,3853,7739,2462,2328,134,90,376,358,105,299,213,82,3292,3154,6445,2150,1851,92,74,263,243,149,482,163,75,2813,2726,5543,1672,1392,67,41,175,165,199,710,124,54,2236,2361,4596,1352,999,40,22,110,75,243,931,90,65,1832,2098,3929,856,546,21,12,40,47,272,1041,58,44,1244,1690,2936,398,220,16,3,25,26,292,1228,44,72,782,1551,2334,25500,25443,1522,1735,3293
217,3,18,0,3,3,4,4,0,4387,4159,4400,4184,8586,109,256,4,17,7,6,3,3,3055,2543,3186,2825,6009,739,1140,28,52,24,65,3,3,1991,1584,2788,2842,5626,1715,2004,77,131,91,149,6,10,1461,1046,3345,3344,6692,2235,2614,143,177,205,341,6,30,1107,800,3703,3976,7676,2725,2982,190,246,358,517,19,63,936,622,4222,4429,8656,2923,3027,214,242,503,617,21,84,715,498,4368,4474,8842,2998,2940,205,206,526,594,57,120,503,283,4282,4146,8429,2977,2898,172,129,452,492,65,214,356,183,4024,3925,7948,2394,2207,103,104,337,319,61,362,268,128,3164,3126,6298,1988,1794,78,64,218,249,121,516,173,112,2573,2737,5312,1627,1378,59,38,142,123,177,772,173,79,2168,2390,4556,1296,953,45,31,94,88,284,1042,157,115,1874,2239,4110,820,534,22,5,43,40,250,1229,92,92,1221,1901,3123,370,200,8,3,14,20,327,1418,54,90,770,1735,2509,24905,24947,1339,1461,3017
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,3,0,9,0,9,3,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,8
299,0,3,0,0,0,0,0,0,208,186,206,194,402,3,25,8,10,0,0,0,0,446,386,465,422,882,53,71,16,15,5,4,0,0,409,309,489,400,894,122,106,45,16,34,10,0,7,293,162,492,306,800,84,67,63,20,37,29,3,5,193,105,378,222,604,54,53,57,17,59,38,3,4,117,47,290,150,445,57,52,37,22,58,34,3,3,63,37,222,147,369,46,51,34,17,47,34,3,10,37,13,170,118,289,75,87,31,16,42,38,3,17,17,6,161,155,323,57,64,22,5,32,30,3,5,12,7,126,108,231,43,29,14,5,24,19,8,13,3,3,88,68,155,18,17,3,6,16,8,4,19,8,0,48,45,96,12,11,4,0,4,0,10,20,3,0,31,29,62,4,10,0,0,3,3,13,14,3,0,27,34,56,5,3,0,0,0,0,4,36,0,9,15,45,56,650,639,331,144,357
301,10,23,3,0,3,3,3,3,7010,6767,7030,6799,13832,273,550,14,35,7,17,3,8,5501,4841,5791,5451,11244,1317,2014,64,123,46,121,5,5,3359,2740,4793,5010,9800,3170,3806,130,292,228,404,9,20,2356,1927,5894,6450,12343,4277,4893,227,377,430,804,13,39,1626,1310,6567,7421,13991,4897,5286,320,457,725,1056,21,71,1163,916,7121,7790,14912,5037,5220,367,466,878,1267,44,126,764,609,7086,7695,14787,4832,4790,301,345,920,1222,58,182,540,395,6660,6929,13591,4666,4403,257,283,926,1123,106,321,361,234,6310,6369,12679,3633,3283,165,164,634,776,109,461,201,165,4750,4845,9592,2697,2293,128,97,371,494,143,620,145,115,3494,3617,7110,1973,1606,78,51,273,295,227,829,141,84,2692,2868,5558,1657,1250,53,51,147,217,255,1192,84,80,2192,2792,4983,1072,724,32,21,71,127,368,1370,60,89,1600,2334,3933,603,304,30,8,42,70,368,1682,63,88,1098,2150,3250,40128,40466,2175,2776,5699
302,14,18,5,3,5,5,0,3,5804,5398,5826,5437,11257,243,502,18,40,4,9,0,6,5514,5325,5781,5873,11660,1395,1959,77,128,63,127,7,10,4190,3587,5721,5806,11527,3134,3701,158,249,274,403,9,18,2848,2540,6430,6903,13332,3609,4102,245,348,477,727,7,39,1952,1651,6289,6862,13157,3709,3910,275,354,654,993,25,57,1422,1115,6082,6429,12514,3780,3908,279,415,840,1141,28,106,983,881,5906,6451,12353,3635,3516,284,320,838,1125,57,191,709,636,5521,5790,11309,3449,3250,256,255,803,1086,87,321,508,423,5108,5335,10441,2704,2599,155,169,591,789,101,460,284,254,3832,4269,8100,2237,2105,114,105,354,457,118,680,218,176,3044,3522,6567,1940,1689,70,65,234,297,189,933,184,212,2621,3196,5813,1709,1297,50,36,143,250,327,1511,126,173,2352,3267,5616,1224,791,26,27,73,108,366,1770,107,172,1791,2865,4657,612,377,15,10,36,71,446,2065,47,207,1159,2727,3883,33400,33713,2015,2524,5392
303,22,56,4,3,6,9,4,6,10053,9647,10087,9725,19810,531,1053,32,63,12,27,0,12,12157,11518,12738,12675,25412,2670,3800,109,228,119,225,6,15,8453,6982,11365,11247,22607,5605,6655,265,342,425,637,12,40,5026,4030,11344,11710,23050,6456,7272,362,470,700,1069,15,64,3269,2554,10801,11423,22227,6745,6823,408,584,943,1422,29,112,2098,1718,10216,10656,20871,6410,6781,398,494,1161,1624,38,176,1418,1181,9429,10260,19688,6013,6125,384,463,1145,1637,98,275,981,868,8627,9370,17998,5813,5458,314,360,1092,1429,106,433,700,554,8022,8234,16252,4502,3839,206,219,736,964,128,622,399,331,5971,5966,11940,3398,2899,132,142,491,597,197,814,262,244,4485,4704,9184,2569,2168,93,89,280,405,240,1224,235,230,3428,4115,7534,2220,1658,56,61,166,280,374,1819,181,194,2999,4013,7014,1438,895,46,33,93,173,442,2153,114,153,2133,3412,5550,803,417,14,13,48,78,527,2351,72,167,1463,3030,4495,55192,55904,2820,3561,7423
304,11,13,0,0,4,0,4,4,6643,6773,6658,6795,13448,207,409,10,24,5,12,3,9,7552,7353,7776,7802,15578,1195,1740,43,82,42,73,3,6,3999,3252,5282,5157,10435,2788,3437,108,142,158,251,5,14,2103,1754,5167,5610,10768,3752,4168,128,231,333,468,4,22,1198,1157,5420,6035,11455,4032,4350,182,253,423,684,18,53,848,710,5496,6050,11551,4085,4436,178,288,493,857,18,113,605,488,5385,6171,11554,3937,4015,178,244,496,834,34,120,419,368,5072,5587,10658,3997,3795,144,197,504,792,48,208,297,273,4988,5257,10250,3084,2532,94,110,307,554,68,271,164,146,3716,3617,7336,1993,1681,59,66,157,320,89,353,99,120,2396,2540,4935,1413,1124,35,39,103,191,113,562,77,91,1743,2007,3751,1217,920,17,26,73,118,160,819,55,106,1515,1990,3500,781,583,15,17,32,78,191,1029,34,88,1059,1797,2853,443,287,16,12,24,41,286,1485,40,112,799,1932,2730,32938,33483,1215,1718,3147
305,18,37,7,0,12,4,0,4,5659,6248,5701,6291,11994,266,509,23,44,16,19,8,10,11637,12530,11950,13106,25061,1481,2245,92,138,117,181,11,4,10290,9155,11989,11730,23718,3576,4179,217,282,439,596,12,18,6287,5093,10531,10171,20699,4242,4536,318,261,706,774,23,22,3808,2868,9102,8462,17559,3822,4002,345,344,879,1004,25,53,2500,1740,7568,7144,14716,3499,3577,370,386,1036,1215,31,102,1686,1253,6616,6533,13149,3335,3239,379,360,1088,1288,64,167,1231,845,6100,5906,12002,3159,2872,321,284,1098,1275,102,266,925,614,5606,5307,10907,2236,1919,189,169,717,829,90,350,569,396,3797,3663,7465,1579,1316,114,93,471,441,113,429,449,273,2725,2562,5286,1170,951,83,40,234,260,134,630,310,238,1929,2122,4050,1027,770,55,39,162,228,228,974,272,269,1740,2288,4021,709,475,34,25,77,130,237,1331,172,225,1237,2187,3428,433,209,12,10,27,78,358,1694,80,204,917,2198,3116,30545,30843,2549,2474,7081
306,14,33,8,3,0,7,7,7,6713,6389,6744,6438,13178,242,524,12,35,12,15,3,4,5548,5227,5825,5799,11627,1232,1947,65,132,67,134,0,7,4553,4259,5917,6478,12397,2836,3688,168,292,234,464,8,25,3835,3186,7073,7656,14734,3781,4400,266,442,573,829,23,53,2930,2311,7575,8036,15609,4271,4805,365,501,867,1135,38,115,2377,1699,7910,8259,16172,4451,4652,442,477,1184,1393,41,159,1815,1225,7928,7909,15835,4334,4377,376,351,1211,1329,81,271,1235,706,7240,7031,14269,4263,3931,358,305,1281,1151,126,383,803,343,6830,6116,12942,3422,3032,249,194,859,763,158,508,517,188,5202,4687,9890,2642,2114,155,101,557,452,202,624,315,101,3871,3391,7263,1928,1349,101,60,356,232,226,801,225,66,2834,2508,5348,1342,889,74,46,180,155,263,1020,167,65,2025,2168,4195,776,441,33,21,104,73,274,1124,102,57,1283,1716,3004,375,194,13,14,51,57,332,1182,70,43,832,1492,2321,35908,36359,2678,2974,7533
307,9,27,3,6,3,5,0,4,3892,3288,3908,3324,7232,180,444,11,32,7,6,0,8,2724,2309,2928,2795,5722,963,1328,34,75,22,50,3,11,1823,1433,2842,2900,5740,1846,2340,97,148,99,191,5,23,1280,971,3324,3662,6988,2476,2705,166,188,238,347,6,17,955,717,3841,3980,7825,2611,2895,165,218,380,448,11,45,840,487,4004,4101,8107,2857,3017,196,185,471,525,29,77,590,338,4138,4132,8276,2817,2820,189,176,488,472,35,130,463,196,3987,3795,7782,2887,2784,173,128,514,446,77,232,307,146,3957,3738,7697,2474,2278,153,110,408,317,108,331,266,88,3404,3132,6534,1976,1725,101,76,266,209,132,501,194,91,2663,2598,5263,1544,1136,89,42,191,139,168,598,164,69,2156,1986,4143,1069,703,38,22,110,68,190,816,154,57,1555,1662,3219,596,331,14,4,61,36,204,821,81,54,958,1246,2195,308,155,13,6,27,25,249,976,67,63,661,1219,1879,24596,24677,1443,1418,3281
