SA4_CODE_2016,C06_Tot_Div_F,C06_Tot_Wid_M,C06_Tot_Wid_F,C06_Tot_nver_marrie_M,C06_Tot_nver_marrie_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Married_M,C11_70_74_Married_F,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F
111,13891,3986,15691,46982,39867,129753,138913,268667,15,19,0,4,13,6,5,7,11462,10820,11496,10860,22349,380,756,19,61,13,21,4,10,11624,11119,12048,11962,24005,2397,3493,104,199,77,186,13,15,8424,6951,11016,10841,21862,4531,5408,231,380,288,438,16,35,5032,3996,10107,10258,20367,6124,6709,393,544,616,956,24,55,3694,3074,10848,11345,22196,6433,6826,544,694,1079,1491,27,114,3090,2360,11165,11481,22650,6621,7127,516,732,1410,1995,82,213,2698,1770,11318,11844,23164,7163,7252,564,692,1753,2401,123,348,2000,1274,11605,11967,23566,6908,7003,489,505,1782,2221,168,537,1302,818,10657,11090,21743,7027,6661,400,405,1545,1989,255,906,762,547,9981,10509,20494,5849,5286,252,256,1135,1432,377,1239,530,322,8134,8546,16682,4472,3929,172,129,703,868,462,1774,326,251,6138,6953,13087,3518,2760,107,86,410,556,600,2393,233,192,4878,5972,10849,2541,1888,64,39,258,341,818,3102,158,155,3835,5516,9349,1668,900,42,28,114,181,1128,4412,96,169
112,10635,2695,10400,29575,25004,85244,91415,176663,12,26,5,6,8,4,0,3,7417,6903,7443,6943,14380,195,388,13,35,3,20,5,7,5128,4668,5353,5119,10470,1061,1614,63,129,45,83,6,12,3647,3205,4821,5041,9867,2034,2635,125,220,111,253,14,17,2855,2647,5137,5774,10910,3151,3667,215,385,352,629,15,37,2640,2479,6365,7194,13563,3619,4240,365,511,611,1103,26,93,2387,2053,7006,7993,14997,4160,4465,375,530,1008,1628,39,163,2220,1793,7806,8580,16386,4656,4992,474,596,1538,2009,83,296,1874,1408,8628,9312,17940,4828,4938,425,448,1698,2005,137,391,1355,865,8452,8647,17092,4992,4620,389,328,1509,1772,192,592,793,463,7877,7772,15649,4082,3836,232,185,1011,1116,252,852,410,252,5994,6240,12230,3383,2992,145,93,609,677,322,1199,258,174,4716,5138,9855,2688,2199,101,96,377,426,435,1695,225,138,3824,4549,8378,2111,1361,68,29,225,304,561,2128,140,102,3103,3932,7035,1284,700,29,19,113,189,869,3065,95,132
113,4062,1628,6446,20193,15924,57189,58155,115343,16,19,6,3,7,0,0,0,5538,5209,5570,5225,10796,226,404,13,32,9,10,4,3,4697,4326,4952,4768,9716,1195,1658,51,124,41,75,7,3,3008,2535,4303,4394,8695,2070,2380,105,134,126,169,4,14,1848,1449,4156,4153,8311,2747,2934,162,233,263,328,6,29,1415,1093,4594,4617,9212,2998,3235,243,297,336,455,27,58,1126,833,4728,4881,9615,3279,3297,277,294,552,651,25,85,967,644,5100,4977,10074,3446,3458,279,277,682,779,54,141,723,478,5190,5135,10322,3230,3138,211,217,669,676,78,239,579,287,4765,4562,9332,3094,2898,184,153,572,566,112,396,360,172,4332,4187,8522,2439,2261,142,98,382,368,163,542,250,118,3375,3384,6758,2034,1725,76,52,291,237,227,791,191,100,2825,2904,5727,1497,1143,53,43,127,138,266,996,132,66,2080,2387,4461,980,585,33,14,65,83,340,1236,114,62,1526,1983,3514,560,275,11,6,33,64,381,1665,47,79
114,5536,1809,6116,14379,12137,50600,54274,104874,16,9,0,0,0,4,0,0,4418,4219,4434,4234,8665,132,275,10,11,5,13,6,7,3054,2598,3198,2906,6104,673,946,32,71,27,56,3,10,1965,1604,2698,2689,5386,1287,1617,66,132,72,141,3,11,1327,1071,2760,2964,5733,1963,2232,148,246,233,360,8,24,1204,942,3554,3796,7345,2319,2611,196,267,369,629,19,64,1026,830,3926,4407,8337,2689,2859,239,325,556,831,37,89,974,703,4498,4807,9301,2963,3193,248,290,741,905,55,134,800,586,4814,5108,9917,2928,3195,215,252,760,879,60,229,555,373,4517,4928,9446,3650,3694,207,191,735,922,141,441,367,278,5101,5523,10619,3387,3186,194,133,570,690,221,640,246,185,4614,4833,9446,2820,2415,132,66,408,431,307,821,170,138,3834,3871,7700,2092,1565,68,61,234,270,326,1076,125,76,2840,3046,5883,1410,932,53,22,123,131,374,1211,80,86,2043,2389,4431,792,415,9,10,65,92,498,1721,35,92
115,4918,1167,5249,23355,20521,75921,79892,155815,6,19,0,6,4,0,3,0,8387,7734,8397,7763,16162,149,299,6,12,8,6,0,0,6798,6326,6957,6642,13602,1088,1810,38,64,32,67,0,7,3782,2899,4941,4849,9788,3082,4100,100,121,103,193,4,10,1806,1324,5097,5742,10837,5305,6285,138,241,250,444,3,24,1249,927,6953,7922,14870,6236,7033,221,293,402,703,18,53,893,679,7770,8759,16533,6651,6774,197,321,541,804,34,95,650,551,8075,8542,16614,6390,6345,225,275,588,899,48,138,511,376,7757,8043,15800,5725,5577,163,187,524,797,75,235,296,234,6783,7031,13813,5373,4884,136,127,501,721,96,407,224,183,6332,6331,12658,3998,3178,89,98,323,509,139,588,135,95,4686,4474,9159,2540,1927,57,58,167,254,146,607,85,83,2995,2929,5923,1485,1026,35,25,111,145,161,745,65,53,1857,1996,3851,972,581,18,19,58,103,232,969,42,70,1327,1738,3071,571,295,10,11,38,90,400,1664,24,84
116,8797,1871,7887,37149,31436,101215,105408,206622,30,60,12,3,9,3,6,3,11156,10659,11207,10727,21931,519,1314,29,70,11,22,7,5,9977,8754,10544,10169,20712,3589,5611,127,283,105,179,8,16,7162,5702,10990,11782,22768,7235,8312,251,491,268,477,11,36,4023,3109,11784,12426,24212,8029,8174,388,658,543,826,21,65,2743,2324,11721,12047,23766,7344,7330,436,631,720,1180,39,117,2192,1765,10731,11038,21766,7187,6900,424,617,929,1391,50,202,1683,1237,10265,10348,20617,6472,6150,420,565,995,1413,86,381,1174,856,9146,9372,18516,5713,5346,380,459,1002,1349,128,561,657,488,7887,8201,16094,5085,4425,323,375,788,1156,211,821,365,262,6768,7046,13811,3571,2717,221,228,543,700,231,959,223,173,4781,4777,9562,2351,1715,143,104,305,411,259,1151,121,71,3181,3452,6636,1498,957,78,64,142,246,329,1405,91,58,2136,2735,4865,894,534,46,32,76,151,368,1252,56,54,1441,2016,3454,438,219,19,16,33,57,321,1578,48,65
117,9650,1668,6414,68131,53835,114257,105482,219740,17,38,3,0,5,3,3,10,4913,5151,4941,5204,10140,456,873,27,50,22,24,17,18,12975,13641,13493,14605,28099,3048,4135,112,162,118,235,10,19,16535,14957,19831,19517,39351,5631,6098,215,324,397,585,10,24,11810,9300,18065,16327,34392,5232,5167,322,357,771,838,26,47,7766,5484,14115,11886,26005,4096,3892,367,362,859,1121,25,70,5934,3591,11281,9027,20312,3420,3127,337,401,1121,1234,42,114,4380,2457,9304,7338,16640,2964,2819,385,350,1252,1421,75,207,3145,1761,7823,6559,14379,2675,2727,353,349,1188,1434,63,317,2096,1312,6383,6137,12512,2589,2284,321,286,1119,1251,122,457,1554,764,5702,5040,10744,1961,1648,231,175,792,888,155,620,938,431,4075,3773,7848,1606,1298,149,103,465,491,188,842,623,287,3027,3026,6053,1241,919,85,62,271,324,230,904,462,194,2287,2392,4682,855,449,57,29,128,208,266,1009,244,167,1560,1869,3427,444,179,20,19,58,103,289,1344,146,182
118,9244,1886,9074,46987,43386,97495,104274,201775,17,10,3,0,5,6,4,3,6095,5804,6129,5821,11947,183,351,15,24,6,20,6,10,9850,10055,10061,10451,20509,1635,2436,50,80,76,135,9,15,10536,10534,12307,13208,25509,4196,5179,130,176,222,389,8,16,7762,6920,12319,12678,25000,5563,5923,206,271,466,717,16,29,4581,4149,10832,11091,21923,5107,5244,249,335,651,932,26,68,3047,2702,9077,9288,18367,4671,4669,270,357,844,1079,36,119,2158,1934,7980,8154,16133,4078,4104,284,363,939,1277,42,172,1612,1365,6952,7281,14228,3565,3564,234,266,846,1283,71,253,1288,1006,6005,6372,12373,3691,3404,225,271,899,1306,116,485,983,810,5909,6269,12176,2870,2605,161,176,623,939,153,655,673,486,4488,4865,9357,2282,1922,115,103,411,630,180,886,416,383,3400,3922,7319,1780,1265,69,64,255,340,198,1218,298,275,2604,3159,5768,1409,898,45,48,144,257,343,1614,237,286,2180,3098,5280,1038,474,31,19,102,213,604,2774,176,305
119,16422,4843,20991,65969,54067,191317,202485,393808,40,175,8,10,7,17,9,3,16674,15268,16742,15478,32222,1133,3194,44,154,28,93,14,17,17093,14430,18312,17893,36201,6589,10220,211,503,211,471,13,25,13139,9606,20170,20819,40985,11664,12803,397,718,553,972,19,52,6845,5197,19484,19742,39227,12612,13071,528,905,888,1511,35,108,4389,3725,18447,19317,37765,12067,12700,665,1015,1324,2199,48,181,3456,2672,17554,18762,36319,12308,12040,689,980,1671,2717,97,304,2936,2175,17699,18213,35913,11468,10964,700,906,1946,2864,117,575,2293,1800,16522,17112,33630,9854,9440,630,698,1703,2459,210,867,1624,1257,14028,14726,28752,9189,8220,564,546,1596,1997,284,1340,1190,864,12831,12962,25788,7297,6083,413,361,1035,1383,394,1713,801,532,9942,10072,20010,5960,5025,288,236,710,794,508,2370,481,360,7947,8790,16735,4979,3710,171,118,424,556,686,3036,348,277,6603,7692,14298,3624,2201,102,57,230,337,913,3891,271,266,5145,6753,11896,2275,1182,36,29,129,276,1383,5697,170,278
120,9165,1971,9028,40362,37899,98029,106363,204394,21,24,0,0,4,3,6,3,6443,6306,6480,6339,12819,453,902,14,43,15,21,8,9,9059,8477,9550,9451,19005,3216,4485,64,117,93,158,8,10,8946,7729,12324,12507,24826,6074,6645,162,210,241,437,6,27,5238,4869,11724,12188,23913,6818,7210,191,335,501,712,23,29,3481,3498,11026,11787,22811,6036,6412,264,423,720,1106,20,65,2602,2627,9635,10626,20268,5713,5861,288,437,890,1428,47,134,2078,2119,9021,9979,18998,5133,5050,316,367,932,1404,47,212,1686,1563,8111,8593,16705,4410,4359,276,316,971,1423,84,382,1106,1235,6858,7710,14569,4088,3828,230,234,900,1290,137,538,890,823,6246,6716,12963,3011,2586,167,176,637,789,147,715,610,529,4573,4784,9360,2429,2105,108,96,365,480,193,1097,437,311,3526,4081,7608,2080,1491,81,68,206,291,314,1391,282,253,2958,3497,6454,1553,849,53,32,129,229,372,1672,210,248,2313,3026,5335,921,449,23,23,78,150,564,2587,115,284
121,12326,2710,13242,49043,47511,136938,152920,289850,15,17,0,0,3,0,7,0,11025,10859,11054,10880,21932,256,560,8,26,10,14,5,9,10458,10384,10732,10987,21724,2576,3981,74,117,70,136,8,18,9488,8868,12212,13112,25326,6912,8473,139,209,246,427,12,19,6053,5491,13364,14625,27987,9663,10554,229,356,546,832,14,51,3665,3502,14117,15285,29400,10125,11187,347,502,746,1317,27,98,2497,2456,13744,15553,29297,10029,10528,373,509,958,1678,48,160,1855,1780,13260,14664,27920,9211,9154,397,501,1167,1879,73,235,1497,1449,12347,13224,25563,7732,7685,266,389,1117,1863,113,393,1082,1116,10305,11452,21758,7466,7173,286,320,1150,1853,154,671,764,807,9834,10822,20654,6069,5163,192,206,794,1336,196,966,522,556,7776,8225,15999,4292,3600,119,111,490,802,305,1273,343,467,5555,6252,11808,3256,2455,78,68,252,509,338,1623,219,360,4148,5021,9164,2400,1659,59,33,169,325,529,2329,173,318,3328,4668,7997,1815,991,34,30,81,311,923,4358,123,463
122,8670,2237,9191,30596,26032,88182,94099,182282,16,14,0,0,4,6,9,4,6799,6237,6827,6257,13090,152,329,13,17,4,8,3,4,6064,5476,6234,5841,12074,1181,1981,33,75,40,79,4,8,5345,4690,6615,6827,13449,3657,4628,113,145,165,253,7,13,3959,3184,7907,8223,16130,6106,6894,179,249,396,550,6,22,2742,2269,9432,9979,19414,6457,6965,272,338,548,933,12,43,1934,1670,9224,9950,19168,6225,6184,327,396,881,1247,51,118,1446,1235,8928,9184,18111,5367,5359,309,329,885,1327,60,165,1123,825,7744,8001,15749,4679,4595,233,268,907,1354,77,256,734,577,6623,7049,13675,4544,4194,204,229,840,1202,111,435,552,390,6253,6452,12701,3871,3607,134,143,603,953,183,650,315,230,5113,5577,10686,3114,2480,84,94,325,574,222,892,199,143,3946,4185,8133,2153,1661,72,58,194,390,260,1171,106,122,2781,3401,6186,1616,1143,51,27,147,312,385,1649,94,146,2296,3279,5575,1164,609,29,12,94,188,805,3078,78,185
123,7642,1446,5897,29931,26131,82385,87037,169426,7,28,0,3,4,7,3,3,9381,8839,9395,8876,18274,360,804,22,60,6,15,9,12,7825,7336,8228,8222,16451,2214,3386,111,232,82,135,12,10,5324,4553,7743,8318,16055,4114,4923,195,337,217,375,11,21,3019,2491,7561,8145,15707,5171,5596,293,507,434,755,10,47,2249,1971,8159,8869,17030,5340,5617,342,551,637,1002,21,96,1487,1327,7832,8589,16415,5489,5654,399,551,846,1261,52,163,1134,915,7912,8545,16462,5682,5686,371,503,911,1362,84,245,777,634,7825,8425,16256,5218,4875,322,356,900,1304,124,442,480,406,7049,7394,14440,4750,4085,285,336,731,1099,211,586,318,239,6299,6342,12647,3118,2415,156,157,476,671,191,664,180,135,4116,4037,8160,1980,1496,80,79,236,348,220,809,98,76,2606,2815,5422,1244,812,62,41,139,193,224,941,51,62,1720,2047,3769,708,465,34,20,79,109,241,1036,38,43,1100,1676,2772,428,231,11,6,47,54,288,1362,39,41
124,11082,2105,8690,38742,33422,105271,111283,216556,18,17,4,8,3,8,6,6,10467,10075,10498,10112,20615,470,885,38,75,19,23,10,0,9492,8740,10023,9724,19744,2627,3824,158,237,95,171,5,25,6528,5437,9414,9697,19108,4716,5515,258,434,282,449,9,17,3891,3254,9151,9674,18827,5886,6270,335,551,550,929,18,45,2933,2463,9719,10264,19981,6112,6523,474,640,898,1415,41,100,2291,1839,9816,10518,20331,6153,6395,477,686,1138,1713,57,154,1800,1470,9627,10425,20052,6580,6922,519,579,1285,1890,104,295,1301,1047,9789,10742,20531,6341,5941,427,495,1318,1753,144,505,903,688,9131,9380,18509,5944,5248,374,340,1132,1659,237,719,578,471,8263,8443,16703,3977,3289,218,222,711,1055,277,904,379,238,5576,5704,11278,2669,2080,118,113,403,658,271,1090,222,178,3683,4118,7796,1745,1195,71,67,231,402,306,1311,142,104,2497,3075,5565,1064,672,53,32,130,201,386,1459,85,93,1722,2457,4178,636,351,15,11,59,153,495,2125,46,105
125,11283,3096,13588,52818,40278,141965,142418,284389,48,149,7,3,3,7,6,13,12726,11391,12790,11562,24353,1202,3052,29,114,22,76,9,16,14148,11185,15416,14448,29866,6872,10134,196,431,218,318,6,23,11411,7669,18705,18573,37277,11376,11468,379,499,447,670,18,37,5683,3991,17901,16665,34568,10339,9996,456,654,670,1067,23,96,3673,2656,15158,14466,29626,9254,8899,454,725,935,1575,46,191,2675,2051,13357,13447,26806,8882,8510,555,688,1266,1819,64,257,2117,1534,12889,12804,25696,8167,7590,577,615,1413,1975,92,456,1643,1271,11887,11910,23793,7008,6654,458,533,1329,1722,149,667,1128,833,10076,10403,20480,6319,5577,368,376,1183,1392,217,966,790,605,8871,8919,17794,5040,4145,280,208,730,863,258,1175,453,325,6759,6725,13483,3804,3064,177,131,466,560,368,1558,357,213,5169,5527,10694,2886,1983,86,76,320,361,469,1932,234,158,3993,4504,8502,1932,1198,63,43,158,226,597,2424,149,168,2903,4060,6963,1101,585,27,25,78,177,795,3449,88,151
126,4841,1485,6611,22505,20365,61140,66886,128028,5,11,0,0,4,0,0,0,5395,4825,5412,4840,10250,166,377,8,8,0,3,3,6,6244,6291,6426,6687,13113,1482,2224,26,54,36,63,5,5,4306,3603,5848,5949,11798,3245,3650,70,86,94,170,4,12,2211,1778,5622,5694,11322,3974,4318,100,145,176,309,3,18,1396,1199,5645,5984,11629,3933,4425,118,208,297,520,10,35,1007,914,5363,6111,11472,4343,4373,155,236,406,648,22,87,886,744,5812,6094,11901,3940,4127,152,219,459,678,37,105,714,646,5296,5778,11071,3475,3382,165,192,427,740,53,229,564,490,4681,5036,9721,3206,2822,108,114,444,703,82,323,396,359,4228,4320,8548,2280,2032,84,70,273,447,86,446,219,271,2947,3267,6217,1852,1640,64,64,204,309,124,695,148,177,2388,2887,5277,1553,1204,50,43,108,208,199,836,102,139,2012,2435,4447,1210,781,19,17,64,151,283,1267,85,147,1663,2357,4021,771,394,10,10,50,99,494,2078,55,230
127,10398,2337,11262,44874,36644,126980,132325,259302,38,124,13,15,3,8,10,6,14229,13114,14299,13264,27562,669,1998,25,134,22,83,9,7,12163,10510,12887,12735,25622,3670,5911,185,433,161,470,12,21,8575,6376,12597,13214,25813,6348,7966,353,679,472,752,12,57,4563,3238,11753,12689,24440,7936,8959,505,818,703,1278,23,120,3012,2282,12180,13451,25629,8645,8959,534,799,1007,1604,45,184,2302,1755,12536,13299,25840,9280,8664,639,812,1284,1780,54,334,1814,1400,13071,12984,26060,8617,8347,621,756,1355,1911,108,528,1438,1075,12137,12613,24750,7587,7034,429,575,1104,1506,144,823,778,664,10039,10598,20637,6533,5548,411,413,921,1151,218,1119,508,347,8590,8576,17164,4694,3566,266,222,597,681,238,1251,289,189,6083,5909,11986,3513,2637,199,153,410,411,317,1706,196,145,4636,5055,9694,2475,1636,102,82,238,287,389,1891,127,79,3335,3971,7306,1554,766,55,53,111,159,455,1924,67,76,2252,2972,5225,754,347,25,18,33,73,495,1943,44,60
128,6996,1763,7565,27544,23024,80285,84826,165108,6,13,6,0,0,4,0,3,6840,6544,6846,6562,13410,143,323,8,13,4,12,3,4,6619,6234,6777,6588,13364,1350,2146,39,81,41,78,4,5,4875,4147,6304,6468,12775,3433,4197,98,165,168,249,0,15,2742,2077,6445,6711,13157,4944,5445,182,306,335,531,5,25,1932,1524,7398,7828,15230,5118,5525,223,338,512,871,24,40,1393,1115,7268,7885,15151,5164,5398,287,382,653,1004,36,94,1103,877,7247,7758,15007,5304,5393,274,359,820,1191,53,172,862,588,7314,7698,15018,4992,4839,243,277,726,1022,76,254,565,390,6604,6780,13381,4713,4268,151,195,655,961,155,450,354,246,6030,6111,12138,3661,3186,135,117,417,766,167,639,179,126,4563,4836,9400,2536,2151,72,60,259,413,209,834,115,74,3186,3536,6726,1897,1552,55,40,175,269,271,1135,91,77,2487,3063,5550,1544,1058,37,23,87,196,367,1667,79,71,2108,3008,5119,890,466,18,9,58,134,555,2330,40,90
197,0,0,0,23,7,37,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,7,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,3,0,3,5,11,9,6,0,0,0,0,0,0,0,0,5,15,16,3,4,0,0,0,0,0,3,0,0,3,7,10,10,9,0,0,0,0,0,3,0,0,11,7,21,4,0,0,0,0,0,0,3,0,0,3,3,6,7,3,0,0,0,0,0,4,0,0,8,9,20,0,0,0,0,0,0,0,0,0,0
199,448,108,159,2883,1811,5446,3771,9217,0,3,0,3,0,0,0,0,387,370,387,374,757,16,21,8,8,3,3,0,0,680,574,700,609,1313,66,82,29,28,18,8,0,5,678,518,786,640,1422,127,131,42,47,17,16,0,0,525,322,711,520,1235,114,104,77,48,52,38,3,10,425,193,665,387,1052,140,72,76,46,94,67,3,8,387,147,704,345,1052,97,92,107,55,123,76,9,12,277,90,619,317,939,110,101,80,40,182,110,10,11,217,96,597,356,954,140,170,67,28,130,102,11,16,136,45,492,359,847,179,197,61,29,136,74,20,32,72,35,468,359,827,185,141,39,6,102,36,23,13,46,10,398,214,606,104,66,19,8,65,31,20,22,25,11,227,132,366,39,23,5,4,20,4,19,15,13,3,95,46,144,14,6,3,0,10,10,10,33,9,0,51,51,97,13,11,0,0,3,3,21,58,4,3
201,5209,1615,6037,18452,16344,52637,56508,109150,9,5,3,3,4,5,6,3,5278,5042,5297,5066,10359,99,227,4,19,7,14,9,9,4541,4369,4656,4637,9297,850,1249,52,72,34,72,5,11,2918,2667,3859,4071,7924,1769,2086,80,148,98,195,6,14,1817,1645,3773,4083,7853,2462,2663,151,225,263,384,5,32,1571,1398,4458,4707,9162,2719,3015,246,300,428,679,24,55,1229,1152,4639,5204,9843,2917,3128,275,352,648,900,31,69,1111,833,4980,5278,10256,3135,3173,261,315,702,1013,44,156,827,626,4970,5287,10264,3151,3158,231,246,774,1035,73,234,614,428,4850,5093,9944,3219,3095,205,196,780,887,126,415,408,270,4741,4867,9605,2592,2374,148,121,477,535,173,535,279,183,3674,3747,7423,1887,1611,87,64,341,326,215,802,182,125,2716,2935,5647,1422,1072,55,22,190,165,261,963,113,92,2042,2320,4358,954,589,40,12,84,95,283,1233,67,83,1425,2012,3431,532,296,18,12,35,75,393,1588,46,78
202,5427,1505,5753,17384,15593,50750,54780,105537,6,13,3,0,3,8,3,3,4877,4799,4894,4816,9714,121,231,8,24,3,9,0,4,4136,4019,4271,4283,8556,823,1185,44,93,24,56,3,7,2681,2434,3580,3770,7350,1673,1977,99,151,92,154,9,12,1732,1586,3598,3869,7472,2328,2592,158,219,228,325,10,21,1413,1270,4147,4431,8581,2669,2871,219,266,423,639,16,53,1205,1069,4541,4892,9430,2793,3117,242,330,570,909,34,66,976,783,4606,5214,9817,3106,3164,256,317,717,978,66,168,798,582,4947,5208,10152,3106,3081,243,229,772,1005,82,246,576,401,4779,4966,9753,3191,2961,194,198,700,876,113,383,391,263,4591,4682,9266,2453,2242,138,105,515,545,135,481,281,168,3513,3546,7062,1946,1704,90,68,323,374,180,618,185,116,2721,2885,5599,1437,1090,39,28,162,170,239,897,113,94,1992,2280,4275,995,692,35,24,90,115,316,1132,85,80,1511,2042,3558,615,304,17,7,28,76,420,1673,61,90
203,8556,2546,10146,30264,26516,89366,96479,185844,15,17,5,3,3,3,0,5,8553,7973,8580,8006,16588,202,426,18,32,8,16,10,3,7524,7083,7763,7563,15324,1620,2351,64,140,57,85,5,15,5413,4879,7156,7469,14624,3410,4039,164,223,174,293,5,7,3337,2910,7091,7481,14575,4877,5386,283,449,402,595,20,46,2656,2336,8239,8813,17044,5329,5551,386,527,665,1092,12,91,2084,1759,8475,9022,17499,5322,5573,429,560,1032,1491,53,140,1575,1276,8407,9048,17453,5446,5572,409,516,1169,1679,84,239,1150,920,8256,8917,17173,5343,5393,321,396,1200,1457,134,397,795,569,7788,8220,16007,5559,5356,322,279,894,1326,185,663,488,339,7444,7962,15405,4376,4036,175,165,668,882,250,848,300,226,5757,6160,11913,3465,2992,109,98,379,519,296,1225,203,145,4455,4975,9433,2553,2115,83,59,226,281,442,1602,140,114,3440,4175,7613,1989,1256,61,26,122,191,508,2093,97,113,2778,3683,6459,1132,668,25,21,55,99,747,3019,71,166
