SA4_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
311,4,3,0,18,104,7,52,3,20,189,287,35,115,7,39,489,117,15,76,13,23,244,437,45,412,27,75,1004,1710,311,2317,168,262,4770,2212,650,3418,318,504,7096,359,191,610,96,146,1397,84,55,132,39,44,356,28,9,33,4,19,95,8,0,13,4,6,34,3,0,5,0,7,11,5,3,9,0,0,16,122,33,124,13,39,331,5631,1382,7434,710,1212,16373
312,114,7,10,215,140,15,129,8,18,314,297,22,173,5,16,516,295,25,208,16,23,558,642,50,475,36,58,1260,1152,100,1125,73,99,2550,785,183,992,84,112,2156,129,51,210,35,33,460,33,16,42,3,9,107,12,0,19,0,5,29,8,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,7,126,19,139,18,27,329,4310,600,4457,353,458,10172
313,3,0,0,21,118,9,25,3,24,172,300,18,68,10,22,417,165,17,58,4,27,276,517,40,296,21,71,943,1830,189,1718,126,279,4143,1500,438,2178,220,355,4690,235,117,341,76,92,856,92,26,113,27,37,291,23,19,33,7,8,90,11,6,13,3,0,31,0,0,3,0,0,8,4,3,6,0,3,21,121,9,83,10,23,242,5052,898,4996,523,958,12431
314,0,0,0,9,34,3,13,0,0,51,61,3,31,3,12,112,53,9,40,3,4,105,287,40,405,20,11,761,805,41,669,34,71,1612,1920,296,2519,201,248,5180,363,138,674,97,81,1354,92,47,163,22,35,367,29,24,73,16,11,152,14,11,28,0,4,61,3,0,5,0,0,11,4,4,4,0,0,15,50,10,61,14,15,153,3785,631,4712,410,526,10067
315,187,5,27,344,288,52,572,10,91,1015,252,60,438,12,68,833,130,22,134,3,14,298,139,21,157,8,13,335,191,26,204,13,26,464,187,25,232,16,20,480,116,13,139,15,11,287,59,7,53,4,12,129,28,8,39,0,6,75,8,4,34,0,3,48,7,6,7,0,3,21,3,0,3,0,3,14,177,16,172,5,22,396,2452,348,3104,138,384,6427
316,4,0,0,51,115,0,22,0,0,149,226,5,61,8,21,317,160,8,68,3,16,259,377,19,135,13,33,582,1454,64,804,68,139,2521,2799,292,2450,232,374,6150,1290,382,1963,273,292,4199,365,174,585,114,113,1347,97,58,237,46,42,489,65,13,73,19,6,176,16,9,40,7,12,84,45,10,38,3,8,102,146,21,105,10,22,299,7487,1070,6709,818,1095,17174
317,3,0,0,28,74,0,27,4,9,111,141,4,70,4,14,233,206,12,109,7,13,349,607,28,449,19,44,1148,1224,139,1177,85,128,2752,579,184,896,87,113,1859,79,41,154,20,32,332,16,14,36,3,3,73,4,3,7,0,0,17,4,0,3,0,0,6,3,0,0,0,0,3,0,0,3,3,0,11,53,4,45,8,14,124,3094,443,3039,256,381,7221
318,41,3,5,86,157,10,131,13,27,347,344,22,192,15,41,609,332,21,184,11,34,584,1047,101,1015,48,62,2276,1792,196,1518,109,193,3808,1352,269,1400,154,179,3359,224,63,261,33,44,622,60,14,79,19,9,185,17,0,14,0,0,38,3,4,5,0,0,10,5,0,0,0,0,6,6,0,3,0,0,17,134,27,90,13,14,278,5727,775,5098,437,645,12685
319,43,0,3,112,237,20,92,13,20,378,475,26,199,25,49,767,532,30,274,30,49,913,1273,125,1019,60,175,2645,1661,315,1894,174,254,4301,507,220,802,99,90,1714,60,19,84,5,12,186,8,7,21,0,3,38,5,0,4,0,0,14,3,0,0,0,3,9,0,0,0,0,0,0,7,0,8,0,0,14,153,19,118,19,26,332,5364,824,4781,437,714,12122
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,9,0,0,30,136,0,29,4,3,170,269,12,77,4,7,369,236,8,113,6,6,376,817,27,574,21,28,1477,1689,135,1231,106,93,3253,1633,175,1308,187,129,3430,654,94,545,104,61,1464,201,46,227,60,31,552,83,28,120,32,15,279,40,19,70,9,3,139,21,8,24,11,0,57,28,17,43,9,0,95,114,8,72,9,14,215,6135,597,4561,591,417,12300
402,9,3,3,72,311,10,100,11,20,449,801,33,283,47,72,1241,524,42,340,34,79,1020,1469,192,1579,113,211,3573,2415,393,2891,271,325,6300,1122,292,1401,178,168,3163,109,78,179,46,53,457,29,10,34,11,7,83,3,4,12,3,4,26,8,3,7,0,3,15,0,3,0,0,0,5,7,0,10,0,0,17,201,27,139,15,35,415,7241,1103,7097,744,996,17186
403,3,0,3,33,182,7,40,4,4,237,474,10,114,19,27,647,261,21,107,21,24,434,793,41,539,40,78,1487,2083,171,1722,137,185,4292,1413,245,1667,229,193,3740,253,90,354,67,56,808,65,32,139,36,10,280,28,19,50,16,7,113,15,3,19,3,0,50,14,0,10,3,4,33,11,0,20,3,0,39,144,18,85,11,17,275,5919,674,4951,600,628,12774
404,8,0,0,48,243,7,38,9,15,308,513,25,167,23,33,762,311,26,183,19,27,558,869,53,709,40,81,1750,1508,144,1205,126,153,3135,1424,189,1103,146,165,3026,300,56,291,81,44,777,69,23,104,21,17,235,24,10,40,16,12,85,10,3,15,3,0,29,10,0,12,0,4,21,7,0,7,0,0,18,147,8,85,10,17,275,5610,546,4057,502,607,11327
405,10,0,3,42,174,14,75,9,12,282,360,21,175,13,27,594,211,35,154,17,13,424,367,39,317,36,53,803,247,36,315,32,28,662,56,22,119,6,19,228,16,3,9,0,0,26,4,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,73,0,35,9,5,125,1767,199,1386,148,181,3680
406,149,8,19,306,228,9,94,5,17,349,461,33,328,20,31,882,204,22,216,11,19,472,287,38,261,14,37,628,244,32,315,22,20,642,69,31,118,10,6,231,19,9,13,3,0,39,5,0,9,0,0,13,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,4,84,9,75,3,13,185,1962,226,1795,100,187,4272
407,29,3,4,99,390,20,166,16,28,622,690,62,413,40,56,1256,417,46,352,28,50,892,747,86,654,44,80,1618,454,103,546,64,61,1233,87,38,128,21,22,300,8,9,15,0,3,35,6,3,5,0,0,14,3,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,5,0,7,0,4,16,106,19,81,9,19,236,3344,444,2685,256,375,7102
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,8,0,0,32,130,3,46,4,12,189,273,17,112,11,24,436,185,17,127,14,20,363,314,22,253,11,31,631,794,68,712,53,77,1708,898,197,1321,99,152,2672,181,63,298,31,29,602,25,12,44,11,6,93,9,4,4,0,0,20,3,0,5,0,0,6,4,0,0,0,0,4,9,0,4,0,0,16,82,11,74,8,13,184,3141,431,3172,265,395,7402
502,0,0,0,7,51,3,7,0,3,63,110,3,13,3,6,132,106,3,24,4,5,145,206,0,106,8,11,334,532,43,433,46,51,1111,550,132,810,93,89,1671,127,38,146,32,28,376,38,16,26,8,11,99,13,4,12,0,4,29,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,3,0,13,39,3,17,6,3,76,1863,246,1650,199,227,4190
503,0,0,3,5,74,0,26,3,0,104,132,3,14,3,5,156,102,0,33,3,3,143,372,3,146,11,3,532,945,16,352,16,9,1343,1740,21,475,28,29,2298,1511,32,502,43,36,2124,730,33,406,49,24,1244,306,39,293,20,14,674,158,31,271,47,16,528,71,29,168,29,16,307,167,97,382,95,26,766,94,7,62,16,8,184,6544,332,3221,378,206,10677
504,4,0,0,32,83,7,23,3,11,127,226,8,69,11,19,330,119,16,57,8,9,216,233,14,154,12,29,447,752,44,588,38,63,1491,1651,216,1643,158,200,3874,656,173,727,111,128,1786,148,30,176,40,34,438,35,10,44,6,15,106,14,3,13,3,5,34,8,3,10,0,0,27,17,0,7,0,3,23,94,18,84,10,16,218,4257,558,3676,401,548,9444
505,5,0,3,32,162,7,43,7,10,227,402,18,87,9,25,545,200,28,93,12,23,350,345,30,227,21,42,665,1636,110,1146,80,104,3085,4178,498,3697,296,334,9006,1742,367,1954,282,263,4606,495,178,769,131,113,1682,192,87,360,100,41,776,96,41,165,53,25,373,41,26,72,21,11,173,44,30,100,15,10,202,215,31,126,24,20,419,10077,1449,8998,1077,1055,22660
506,14,0,3,61,195,10,81,8,13,314,442,31,152,16,24,659,269,23,135,15,23,463,512,54,298,21,43,933,1868,150,1648,90,140,3896,3829,509,3986,327,340,8998,1606,359,1638,226,237,4062,338,94,399,73,84,987,122,24,124,37,24,326,66,19,60,15,8,170,35,12,34,7,7,93,60,11,63,10,8,147,231,31,178,18,29,486,9890,1346,9018,892,1021,22173
507,3,0,0,32,125,6,40,3,5,174,345,11,77,14,29,468,186,12,81,9,20,311,421,23,345,24,41,858,1199,98,877,47,113,2326,2842,359,2842,257,311,6610,1136,291,1422,203,189,3244,371,93,444,86,70,1072,122,46,198,47,32,443,72,17,94,25,12,228,31,12,64,16,4,132,50,18,113,14,18,214,156,30,101,12,33,334,7330,1041,6823,788,894,16880
509,36,6,3,93,233,13,139,14,16,413,330,21,195,12,27,581,206,24,197,8,18,460,295,38,301,18,43,696,438,58,455,31,47,1034,283,72,414,32,39,846,54,16,75,7,12,165,3,0,14,0,0,22,0,0,3,0,0,5,3,0,0,0,0,4,0,0,3,0,0,3,12,0,0,0,3,12,109,13,129,12,16,271,2548,311,2442,172,249,5723
510,239,12,25,452,387,73,693,39,68,1260,269,50,390,22,42,774,193,19,211,9,16,447,249,41,250,16,24,579,316,37,292,30,29,703,467,36,340,22,29,889,323,35,273,26,32,688,178,27,180,7,16,410,108,11,146,12,8,292,65,13,101,3,8,193,24,7,47,9,3,88,64,11,86,13,10,178,319,60,378,38,52,845,4247,580,5171,336,496,10834
511,26,0,3,74,153,16,134,8,22,336,315,26,206,18,27,591,248,20,173,6,17,468,353,38,347,22,33,794,678,79,617,33,62,1464,450,89,568,52,74,1229,144,41,193,20,23,422,38,7,73,6,3,123,13,0,15,3,0,29,0,0,4,0,0,9,3,0,3,0,0,3,3,0,3,0,0,14,117,8,138,9,16,293,2952,371,2904,198,318,6739
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,6,0,0,21,150,5,37,3,11,206,393,23,152,16,34,625,302,22,164,25,36,546,705,53,503,56,70,1387,1210,119,1040,101,109,2580,799,148,743,84,87,1857,211,43,188,28,18,493,52,14,58,4,10,133,17,4,29,0,0,56,5,5,5,0,0,16,4,0,3,0,0,4,12,3,3,0,0,12,80,15,41,6,16,164,4073,473,3060,340,422,8370
602,16,0,0,49,148,6,74,7,11,245,386,28,171,17,33,632,358,30,259,17,39,714,555,59,456,42,71,1181,510,126,587,56,63,1339,146,62,196,23,28,458,26,9,32,0,10,78,7,0,5,5,0,15,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,79,6,59,9,15,160,2442,349,2009,190,283,5279
603,3,0,0,11,31,3,21,0,5,66,64,8,42,10,8,131,70,9,37,0,11,133,90,15,82,3,13,204,67,19,105,3,3,202,18,8,32,0,7,68,5,3,4,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,34,461,73,412,29,57,1039
604,4,3,0,26,119,9,76,9,8,222,368,18,171,17,35,608,312,27,235,25,49,648,492,59,445,37,54,1100,271,62,339,38,42,757,45,28,84,8,6,176,13,3,11,0,0,20,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,61,6,45,3,3,115,1843,243,1558,145,223,4015
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,13,0,4,42,138,4,61,10,6,222,80,15,62,5,12,175,59,11,53,5,11,142,420,36,421,14,21,916,477,32,421,24,25,983,1003,75,851,41,52,2023,1240,99,893,79,96,2408,768,77,632,55,76,1615,358,46,406,23,35,874,148,29,171,20,7,378,46,18,73,11,4,149,73,19,121,8,7,221,162,23,181,15,12,385,5161,520,4526,327,383,10922
702,469,9,42,817,270,54,455,23,51,855,189,43,288,13,33,562,81,20,115,3,14,233,138,23,192,7,8,367,133,9,117,3,9,270,245,21,239,16,27,545,203,25,198,10,24,464,79,13,83,4,12,187,25,5,35,4,5,72,10,3,20,0,0,35,3,0,3,0,0,10,9,0,6,0,0,18,361,55,520,25,61,1028,3354,587,4670,208,521,9347
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,25,0,3,70,211,15,90,18,17,351,327,45,168,23,31,587,187,14,84,8,16,317,501,39,371,21,32,968,1464,77,1113,59,58,2780,3909,202,2729,163,191,7203,2004,253,2009,200,168,4645,647,138,779,126,87,1774,168,62,268,49,26,566,82,27,116,25,3,258,40,11,63,17,5,136,57,27,102,19,10,217,203,25,137,16,25,403,10031,969,8200,754,703,20659
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,7,0,3,23,23,0,10,0,0,34,27,3,26,0,6,58,17,0,9,0,10,32,6,0,10,0,0,24,13,0,17,0,0,32,3,0,9,3,0,14,3,0,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,15,0,0,34,141,15,149,10,30,339
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
