SA4_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
203,245,745,1340,1154,731,579,238,104,41,5177,13,11,5,5,12,10,10,7,8,87,6,92,257,259,298,175,89,46,19,1239,1569,1044,1935,2444,2460,2333,2702,3324,1418,19216,2523,6862,17338,19045,18708,13471,8559,6480,2163,95159,3,265,685,707,540,453,236,70,25,2977,37,237,636,513,340,186,30,5,0,1992,132,760,2413,3567,3644,3294,2122,1204,350,17489,108,882,1882,1760,1400,1003,616,343,81,8069,17,180,558,645,515,342,216,106,20,2601,51,661,2288,2635,2855,2180,1029,552,198,12456,14,263,1540,1780,2126,2599,1474,532,142,10472,253,1168,3826,3856,3087,2264,1043,445,173,16110,237,915,2310,2609,2439,1820,755,249,79,11412,69,393,929,824,503,367,165,74,35,3356,280,828,1607,1433,966,644,386,139,44,6319,17,12,27,13,25,13,7,5,4,118,10,69,264,355,294,232,129,50,33,1435,1492,1013,1836,2235,2373,2268,2436,2716,1450,17815,2735,7660,20791,22927,21099,17644,10650,6492,2625,112621
204,192,468,954,862,583,418,138,92,22,3726,3,9,5,9,14,10,8,7,3,71,6,43,116,139,153,101,45,24,5,641,1115,545,994,1546,1706,1688,1823,1988,801,12208,1843,3644,9424,11928,12805,9597,5350,3778,1185,59548,0,46,203,267,256,263,124,42,11,1212,38,70,225,188,193,130,32,0,0,883,108,596,1580,2098,2466,2234,1403,638,159,11278,74,361,684,886,925,763,444,205,56,4400,57,179,574,759,674,487,236,108,33,3104,41,294,1040,1420,1812,1527,795,372,106,7407,8,117,767,945,1256,1678,968,282,76,6099,155,564,1713,2047,1788,1370,574,222,84,8518,112,466,1175,1352,1425,1299,447,113,29,6413,40,136,315,289,256,216,95,56,14,1419,201,512,1066,951,751,541,273,95,17,4410,7,11,3,3,3,7,0,6,4,52,11,42,131,192,183,133,86,32,24,838,997,558,1011,1256,1604,1688,1715,1778,885,11494,1857,3958,10481,12661,13598,12336,7199,3952,1492,67533
205,260,711,1132,1129,772,627,286,134,29,5085,3,11,9,13,16,10,11,13,4,91,13,74,137,223,261,183,68,56,10,1026,1876,1038,2033,2637,2792,2851,3201,3582,1503,21518,2855,6115,14034,17458,19084,15059,9455,6560,2050,92669,3,105,326,313,324,343,185,59,15,1682,33,121,357,238,229,143,40,6,0,1158,151,1068,2736,3553,4276,4023,2772,1263,303,20140,98,700,1457,1516,1599,1287,894,398,104,8045,65,278,1026,1031,814,485,236,105,19,4059,46,530,1609,1791,2442,2282,1165,489,157,10510,13,237,1183,1445,1875,2491,1439,438,112,9232,181,982,2767,2465,2318,2009,1001,409,109,12242,139,688,1789,2060,2276,2025,697,221,27,9926,43,230,523,406,391,356,187,71,32,2245,251,842,1532,1331,1019,758,427,165,27,6358,6,17,18,13,10,14,18,12,0,111,9,62,181,290,294,274,128,52,18,1315,1748,1087,2091,2444,2596,2972,3122,2942,1365,20364,2793,6948,17595,18898,20459,19468,12307,6641,2283,107383
206,213,1578,3278,2015,938,542,200,133,33,8933,84,161,47,21,35,27,20,9,9,420,57,570,1897,1230,748,402,159,106,28,5202,3518,7397,13647,8634,6372,5221,4396,4505,2334,56029,4853,29151,91285,56197,36547,23911,11594,8328,3372,265241,39,1345,4900,2995,1870,1278,563,172,58,13211,23,867,6558,3097,1332,509,72,6,0,12468,85,1724,8208,5084,3664,2799,1675,945,373,24555,66,1322,4601,2911,1675,1094,569,259,67,12567,21,252,1249,750,520,266,89,39,5,3190,37,1942,9213,5411,3936,2904,1457,695,220,25813,23,541,4245,3471,3888,3991,1669,567,145,18538,323,6421,25510,14828,7789,4527,1704,587,232,61915,156,3192,15201,10039,6661,5342,2176,666,168,43605,200,3563,11455,5381,2622,1299,448,147,54,25172,237,1965,4556,2224,1278,633,310,126,40,11380,77,120,57,38,32,30,15,19,7,390,35,577,2075,1463,937,616,237,121,53,6115,2363,5297,11789,7109,5272,4467,3702,3357,1896,45250,3681,29125,109617,64809,41469,29760,14684,7705,3335,304181
207,169,702,1218,1254,737,667,305,180,60,5295,23,67,29,27,18,19,21,21,3,234,21,288,599,692,611,409,173,119,46,2959,2166,1674,2503,2644,2717,2498,2581,3525,2321,22622,2953,12377,32156,36290,32828,23650,13567,10130,4271,168219,10,562,1456,1627,1938,1345,762,325,165,8198,46,564,3026,2367,1669,624,98,14,4,8409,51,868,3149,3535,4239,3352,2699,1660,589,20138,56,556,1175,1499,1351,867,751,375,113,6746,22,123,350,370,337,227,110,71,27,1636,37,1106,3513,4104,4495,3385,2070,1278,450,20438,12,319,1562,2261,3359,3601,2204,926,326,14572,270,3677,10274,10663,8743,5328,2607,1377,637,43577,111,1441,3938,4766,4697,3814,1850,782,233,21633,98,1140,2349,1585,1146,739,333,206,72,7675,153,817,1559,1256,958,611,414,202,66,6034,37,71,34,22,29,23,12,18,9,256,4,289,619,679,652,462,225,145,48,3127,1619,1676,2573,2133,2420,2036,2310,2784,2273,19826,2519,13225,35570,36870,36040,26421,16428,10169,5019,182262
208,156,653,1586,1674,971,747,335,233,88,6454,13,36,18,19,20,36,20,23,12,205,14,236,668,761,629,347,159,128,35,2979,2565,2029,3607,3972,3792,3435,3364,5289,3163,31205,3287,11350,36235,41252,34897,23129,12861,11666,5172,179850,7,453,1538,1897,1722,1168,518,238,103,7648,33,467,2991,2513,1638,639,78,11,0,8373,82,869,3483,4709,5023,4031,2776,1777,717,23474,89,745,1750,2103,1818,1196,682,396,141,8919,9,141,484,543,395,208,114,76,17,1979,41,877,3444,4270,4240,2966,1660,1032,381,18918,13,302,2063,3234,4003,3858,1877,790,281,16415,243,2945,10628,12617,8725,5366,2339,1296,623,44775,132,1337,4572,5856,4758,3692,1565,607,188,22700,110,1076,2580,2158,1482,888,389,218,108,9004,166,894,1947,1780,1292,798,459,242,100,7676,19,33,27,22,21,26,14,18,13,193,12,247,641,900,658,465,206,104,56,3293,1807,1595,3046,3255,3220,2854,2779,3421,2831,24812,2754,11979,39197,45851,39005,28145,15447,10244,5556,198186
209,313,1201,2120,1927,1036,653,254,103,24,7630,18,49,35,27,41,19,18,11,3,231,26,222,610,576,488,233,109,52,18,2333,3329,2397,3947,4815,4618,4108,3575,4035,1651,32466,4649,13816,35634,36047,30893,19835,9958,7191,2372,160390,15,531,1754,1777,1255,942,372,107,31,6786,37,470,3075,2026,969,391,64,8,0,7046,168,1604,5394,6511,6345,4810,2815,1301,371,29330,202,1152,2641,2620,1906,1273,761,331,82,10965,51,229,722,654,463,251,106,25,6,2512,53,1236,4177,4069,3599,2430,904,450,129,17046,14,544,2749,3091,3181,3095,1270,393,124,14473,336,3336,10067,8580,5964,3684,1330,485,193,33964,236,1760,5407,5188,4065,2710,893,296,60,20611,171,1031,2374,1823,921,515,234,92,32,7183,321,1483,3188,2357,1495,816,399,171,47,10267,30,49,53,37,37,25,14,13,3,264,29,224,798,827,539,334,136,90,19,2993,2640,2349,4304,4251,4126,3719,3388,3324,2051,30154,4290,16013,46703,43820,34862,24993,12678,7084,3159,193594
210,225,773,1436,1377,734,516,212,80,21,5369,21,26,18,39,29,30,13,9,0,186,17,132,352,360,281,155,61,53,11,1418,2685,1759,3082,4051,3417,3125,3250,2922,967,25266,3750,8679,22606,23838,18882,12147,7464,5130,1358,103851,7,255,872,904,633,388,145,40,4,3257,56,279,1834,1203,562,202,37,7,3,4183,168,1122,3751,4781,4862,3413,2157,1081,277,21616,166,861,1777,1580,1118,757,441,242,57,6992,18,130,440,421,304,174,80,30,8,1602,34,663,2094,2144,1941,1201,542,226,56,8911,11,336,1695,1960,2038,1631,707,242,58,8669,305,2029,6473,5598,3885,2070,800,333,84,21589,200,1238,3116,2925,2264,1349,380,118,20,11615,70,625,1174,768,362,207,127,59,13,3409,247,1014,2177,1596,1083,625,282,123,28,7179,10,31,41,36,22,28,19,12,5,214,17,137,479,458,368,218,103,46,15,1836,2456,1824,3323,3426,3343,2878,2850,2785,1245,24137,3775,10551,29246,27800,22791,15137,8673,5333,1877,125200
211,378,1283,2359,2263,1499,1102,419,202,50,9550,16,21,13,16,25,19,21,20,10,166,23,178,603,638,568,369,172,108,20,2676,3495,2006,3280,4584,4374,4268,3786,4198,2217,32208,5121,14726,38318,42964,40002,28878,14638,9187,3399,197228,3,453,1345,1703,1349,1004,479,172,42,6543,71,445,2591,2264,1411,678,130,11,0,7602,200,1646,5538,7624,8458,6915,4417,2079,512,37394,265,1482,3235,3386,2914,2005,1252,578,124,15241,55,397,1114,1101,849,352,175,83,20,4152,67,1336,3812,4420,4533,3311,1620,707,217,20020,17,532,2786,3339,3867,4294,2265,746,176,18027,412,2805,9323,9817,7972,5583,2490,961,333,39695,335,1924,4880,5224,4718,3646,1391,433,119,22674,126,1065,2218,1696,1088,740,381,149,49,7511,464,1522,2744,2540,1856,1248,651,266,55,11344,13,36,26,15,26,16,12,18,10,169,19,178,587,795,628,463,194,96,36,2996,2500,1538,2578,3466,3634,3535,3490,3609,2546,26896,4546,15352,42774,47404,43302,33795,18942,9904,4258,220269
212,472,1538,2946,2597,1640,1111,418,238,37,10993,54,67,55,63,59,49,40,17,3,407,26,297,773,835,655,378,164,111,20,3265,5244,4029,6701,7786,7110,6094,5565,5567,2386,50466,7441,20904,51059,50110,41955,28277,16352,10571,3360,230024,17,820,2284,2151,1717,1083,538,215,41,8864,84,928,5633,3628,1774,602,115,13,3,12790,318,2704,9080,10708,10564,7625,4694,2335,550,48569,311,1431,3099,2981,2318,1770,1146,554,104,13723,59,338,1052,898,652,372,189,68,8,3637,101,1603,5054,4683,3951,2966,1460,701,197,20704,28,545,3101,3526,3548,3214,1826,746,179,16712,761,5934,16294,12788,8782,5156,2424,1000,293,53444,395,2461,6864,6424,5156,3163,1172,406,87,26126,162,1194,2482,1463,890,575,324,151,43,7280,502,2406,4852,3450,2272,1352,662,231,53,15779,65,93,73,64,69,49,46,32,4,488,36,322,1028,1012,800,512,227,132,53,4127,4315,3671,6594,6253,6210,5490,5172,4887,2602,45206,7156,24451,67489,60029,48703,33935,20001,11467,4220,277450
213,342,1520,3145,2291,1279,688,255,121,26,9662,30,43,67,50,70,33,25,14,3,336,33,263,838,726,592,290,86,60,13,2888,4860,3938,7421,7950,6864,5687,4536,4337,1578,47161,6542,17946,50369,44249,33373,19273,9599,6798,2105,190259,17,624,2298,2013,1084,594,196,58,13,6891,87,811,6181,3372,1225,406,63,8,0,12153,248,2265,8557,9856,8815,6446,2920,1310,366,40782,256,1349,3478,2755,1775,1246,655,280,88,11875,27,229,866,713,460,244,84,37,9,2671,64,1239,4792,4486,3137,1895,657,270,87,16624,26,588,3564,3359,3026,2295,942,286,77,14159,638,4604,17722,12976,7146,3486,943,323,98,47933,393,2336,7686,6745,4383,2447,663,153,22,24825,102,1191,3099,2085,950,380,122,50,9,7988,454,2336,5522,3323,1819,1021,370,145,35,15022,23,45,78,45,58,47,36,22,7,369,31,289,1312,1042,673,425,159,53,15,4005,4646,4548,9462,8283,7145,6231,4698,3754,1771,50547,7010,22447,74628,61046,41695,27164,12507,6748,2592,255839
214,252,788,1514,1399,921,749,324,165,46,6161,14,7,12,16,17,11,5,8,3,101,12,82,232,306,271,188,113,80,21,1297,2232,1283,2433,3381,3275,3055,3370,4019,2075,25121,3260,6671,17660,21119,19952,16100,10940,8137,2910,106743,7,116,405,509,422,374,264,116,47,2254,40,180,608,643,415,229,66,9,5,2197,145,835,2613,3667,4075,3461,2725,1500,465,19481,148,836,1864,2092,1726,1271,876,484,107,9402,45,210,658,696,539,228,124,46,20,2579,50,599,2034,2548,2588,1994,1242,653,184,11891,17,207,1430,1777,2064,2393,1474,519,125,10011,255,1171,3505,4106,3421,2813,1749,800,263,18075,213,900,2268,2653,2380,1890,957,319,78,11647,50,367,786,866,542,451,293,148,31,3531,271,863,1702,1714,1160,853,526,201,51,7330,9,12,16,14,25,14,10,11,3,107,18,80,230,390,313,257,145,84,35,1562,1833,1105,1899,2651,2878,2683,3115,3209,2001,21379,3095,7488,20008,24318,22545,18912,13560,8115,3408,121447
215,124,366,794,656,484,310,161,59,14,2965,15,12,8,5,6,3,0,10,3,64,7,26,105,103,112,68,23,20,12,480,1153,634,1190,1572,1558,1622,2043,2405,833,13000,1744,3449,8683,9891,9984,7009,4503,3661,1127,50046,0,38,146,170,143,136,41,13,0,689,17,66,156,105,81,70,14,0,0,512,102,561,1228,1410,1615,1388,848,367,93,7617,59,303,489,539,642,488,278,130,34,2963,79,273,841,861,852,488,206,79,29,3708,39,314,901,1150,1532,1215,584,314,107,6152,7,153,789,871,1026,1156,645,219,67,4935,121,540,1457,1536,1180,774,275,98,45,6016,61,340,859,1147,1117,873,245,73,10,4717,9,109,225,204,148,100,56,27,13,892,146,435,834,776,542,460,224,79,17,3520,7,11,8,8,8,0,0,5,0,57,13,23,92,116,108,102,46,22,6,534,1103,605,1152,1497,1669,1753,1839,1957,991,12553,1765,3772,9176,10391,10663,8994,5310,3386,1419,54880
216,107,378,644,570,410,288,111,57,10,2582,6,14,8,11,0,3,0,3,3,41,5,33,95,112,91,61,29,18,4,451,957,473,901,1338,1288,1287,1535,1661,648,10095,1406,2955,7246,8379,7941,5643,3648,2723,887,40836,0,27,149,189,137,103,37,16,5,670,9,44,126,82,56,31,7,0,0,360,78,469,1243,1602,1590,1275,851,393,81,7580,66,278,457,563,541,413,271,157,33,2777,33,169,498,556,545,289,144,59,10,2311,22,222,887,1034,1177,886,461,215,61,4968,11,141,595,682,818,969,484,181,47,3928,94,434,1264,1254,1089,705,261,136,52,5286,77,338,815,929,849,694,221,55,7,3990,7,79,173,112,91,63,41,23,9,611,161,434,775,681,440,355,176,67,21,3116,6,9,16,10,4,0,8,0,5,55,7,27,93,106,112,78,41,11,8,484,964,540,1003,1251,1440,1336,1611,1605,865,10619,1534,3208,8098,9057,8904,7205,4627,2914,1210,46753
217,147,388,719,549,360,256,104,53,6,2584,4,6,6,8,12,3,0,3,0,45,9,42,97,115,96,70,29,20,5,488,918,450,763,1067,1232,1255,1625,1817,703,9819,1461,3063,7333,8553,8809,6097,3846,2952,973,43083,3,54,151,215,140,154,59,21,4,790,13,34,99,81,78,56,13,3,3,376,103,497,1131,1418,1528,1156,660,320,88,6901,78,365,683,582,648,439,261,124,37,3219,86,231,687,816,723,448,203,62,23,3274,19,241,856,1032,1496,1171,549,284,72,5715,3,99,564,767,913,1172,539,202,51,4313,96,403,1264,1327,1065,746,265,100,30,5304,66,302,715,918,964,842,291,85,12,4201,22,88,223,193,181,136,70,21,3,935,160,410,793,699,463,335,147,63,24,3089,6,3,11,9,4,0,8,0,0,41,0,26,91,150,125,100,54,19,10,560,828,378,747,945,1203,1287,1336,1498,777,9004,1479,3127,8012,9143,9519,8038,4459,2812,1134,47725
297,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,6,8,3,8,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,15,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,5,4,3,0,0,27
299,9,44,79,34,15,14,4,0,0,188,0,4,3,3,0,0,0,0,0,7,0,7,8,9,9,0,3,0,0,36,50,99,210,126,93,81,52,42,24,784,101,453,1122,621,372,307,121,63,25,3185,0,9,54,28,17,3,5,0,3,120,0,9,55,22,10,3,0,0,0,103,9,35,141,113,79,61,42,8,3,484,6,29,59,58,37,23,17,4,0,229,8,9,31,18,8,11,0,0,0,84,0,24,87,56,40,44,9,3,0,263,0,7,45,31,24,34,7,0,0,151,8,92,207,106,61,53,21,13,0,562,5,46,166,83,51,40,7,3,0,400,3,37,121,39,16,12,3,3,0,240,10,46,62,33,27,11,4,0,0,203,3,3,0,0,0,0,3,0,0,7,0,9,15,8,7,3,3,0,0,52,127,222,425,405,293,129,81,38,14,1743,179,578,1466,999,677,433,200,73,25,4637
301,199,558,1121,1052,667,466,150,73,31,4315,9,12,14,18,21,14,13,7,3,107,22,57,166,221,210,130,62,27,9,904,1388,803,1409,2030,1989,1763,1595,1908,929,13818,2384,5162,13149,16826,16077,11166,5916,4019,1472,76179,9,123,359,510,434,318,131,40,12,1927,102,152,533,696,422,177,34,3,0,2126,155,787,2551,3522,4126,3274,1941,974,243,17583,94,549,1293,1368,1318,1176,640,285,72,6787,44,90,333,407,339,189,99,36,14,1546,47,349,1249,1826,2052,1363,680,338,124,8034,16,182,1051,1612,1687,1434,688,267,93,7031,346,1144,3356,4405,3727,2261,880,348,119,16595,212,732,1893,1991,1704,1310,504,150,53,8550,125,358,643,598,391,251,149,64,27,2605,237,588,1230,1291,832,570,271,93,27,5138,17,12,16,15,21,17,8,10,7,126,13,48,164,255,228,172,94,28,12,1005,1217,658,1288,1743,1756,1693,1514,1521,848,12241,2635,5765,15967,20231,19046,14204,7631,4158,1655,91297
302,131,491,1059,804,479,337,117,64,19,3495,3,6,6,12,11,10,10,11,4,74,6,70,198,206,188,113,45,34,10,867,1184,817,1523,1706,1693,1447,1589,2327,1510,13807,1901,5618,16060,15462,13195,8708,5431,4549,2052,72966,8,185,665,562,370,275,103,56,18,2238,82,234,1124,802,445,183,28,0,4,2906,76,693,2544,2861,2693,2133,1304,828,247,13382,77,436,1172,1056,913,698,453,252,66,5118,18,68,312,334,226,116,60,23,3,1159,41,614,2196,2134,1783,1158,626,357,126,9032,17,173,1285,1576,1418,1284,706,318,114,6896,314,1427,4895,4592,3099,1920,757,363,140,17501,191,780,2444,2265,1579,1130,419,176,36,9011,97,419,1015,661,366,208,102,74,20,2949,161,661,1290,1029,652,399,183,80,22,4472,14,16,36,13,16,5,17,7,7,128,10,57,296,291,203,121,70,35,16,1087,882,909,1811,1709,1571,1348,1323,1779,1365,12696,1988,6663,21091,19884,15320,10969,6137,4346,2174,88574
303,233,773,1593,1236,712,476,164,102,33,5306,48,68,32,35,34,25,18,3,4,271,30,188,407,372,327,213,99,52,22,1711,1889,2026,3136,2930,2602,2344,2140,2597,1328,20998,3297,12941,32010,28135,22665,14672,7747,5446,2038,128951,25,616,1661,1269,908,623,238,92,12,5441,173,538,2651,1810,844,302,38,7,0,6366,127,1318,4575,4378,4377,3259,1915,1015,310,21278,90,684,1869,1655,1322,978,632,297,84,7600,19,118,553,459,331,214,97,36,16,1844,71,1070,4246,3625,3065,1917,915,500,150,15552,23,439,2209,2691,2564,2202,1061,370,119,11676,475,3865,10420,7748,5330,3231,1122,448,177,32824,237,1476,4708,4028,2863,2001,692,236,51,16291,148,1032,2101,1378,729,399,166,92,26,6072,196,1112,2219,1460,822,543,240,107,39,6722,53,90,36,30,38,30,26,14,10,327,19,140,484,455,345,229,108,65,19,1857,1643,2028,3563,2845,2506,2146,1779,1971,1318,19796,3305,14521,41297,33821,26038,18073,9033,5245,2321,153657
304,129,402,654,576,355,246,86,50,20,2508,13,38,11,7,7,5,4,8,0,102,20,144,240,276,213,179,79,45,14,1204,1124,1092,1265,1281,1277,1039,796,1223,1062,10162,1817,7754,16226,17026,16042,11453,5115,3455,1603,80499,27,568,1211,1136,1013,721,425,176,31,5305,117,264,1025,1022,594,243,44,4,3,3313,59,758,2064,2455,2610,2030,1191,608,171,11937,49,371,799,881,769,606,352,172,43,4031,27,79,326,368,259,166,122,33,10,1393,35,593,1788,2207,2385,1592,934,466,135,10141,9,235,1079,1576,1779,1898,905,316,100,7890,224,1551,3872,4511,3640,2366,1012,395,117,17689,147,949,2405,2566,2060,1840,905,309,69,11249,117,597,1047,799,516,316,154,78,24,3647,106,434,669,619,461,280,134,49,20,2773,18,48,14,9,16,9,7,4,3,115,17,99,228,286,232,178,86,58,18,1206,792,825,1104,1020,1008,923,749,910,1046,8372,1737,7366,17629,19447,17338,13173,7017,3569,1793,89068
305,147,767,1442,906,487,290,89,47,28,4199,18,41,29,10,16,18,16,8,3,158,17,185,476,358,290,175,67,33,9,1616,1623,3513,5201,3385,2813,2244,1512,1744,926,22968,2456,14430,34670,24586,18007,11620,5061,3571,1457,115850,12,672,1861,1109,745,483,226,77,15,5191,93,405,2152,1193,588,243,38,0,0,4711,60,1074,4281,3061,2491,1793,910,433,135,14231,31,567,1964,1398,1081,708,379,163,56,6341,12,121,568,374,271,164,54,26,6,1601,30,1070,4181,3253,2738,1618,799,376,137,14207,11,295,1703,1658,1845,1746,735,243,79,8313,279,2933,9686,7111,4383,2541,844,279,104,28156,135,1537,5691,4007,2824,2107,778,238,41,17352,158,1432,3279,1630,816,446,168,73,24,8018,158,959,1764,993,588,332,135,55,20,5010,24,56,28,22,10,14,10,9,7,185,16,122,503,436,305,199,81,34,10,1710,1036,2225,4575,2618,2092,1726,1104,1014,746,17131,2046,13470,42232,28854,20773,14120,6250,3031,1373,132159
