SA4_CODE_2016,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85_ov,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85_ov,C16_F_CL_CL_nfd_Tot,C16_F_CL_T_15_19,C16_F_CL_T_20_24,C16_F_CL_T_25_34,C16_F_CL_T_35_44,C16_F_CL_T_45_54,C16_F_CL_T_55_64,C16_F_CL_T_65_74,C16_F_CL_T_75_84,C16_F_CL_T_85_ov,C16_F_CL_T_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85o,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85_ov,C16_F_LE_NS_T,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85o,C16_F_T_T,C06_P_Post_Deg_15_19_yrs,C06_P_Post_Deg_20_24_yrs,C06_P_Post_Deg_25_34_yrs,C06_P_Post_Deg_35_44_yrs,C06_P_Post_Deg_45_54_yrs,C06_P_Post_Deg_55_64_yrs,C06_P_Post_Deg_65_74_yrs,C06_P_Post_Deg_75_84_yrs,C06_P_Post_Deg_85o,C06_P_Post_Deg_Tot,C06_P_GrDip_GrCe_15_19,C06_P_GrDip_GrCe_20_24,C06_P_GrDip_GrCe_25_34,C06_P_GrDip_GrCe_35_44,C06_P_GrDip_GrCe_45_54,C06_P_GrDip_GrCe_55_64,C06_P_GrDip_GrCe_65_74,C06_P_GrDip_GrCe_75_84,C06_P_GrDip_GrCe_85ov,C06_P_GrDip_GrCe_Tot,C06_P_BD_15_19,C06_P_BD_20_24,C06_P_BD_25_34,C06_P_BD_35_44,C06_P_BD_45_54,C06_P_BD_55_64,C06_P_BD_65_74,C06_P_BD_75_84,C06_P_BD_85o,C06_P_BD_Tot,C06_P_AdD_DL_15_19,C06_P_AdD_DL_20_24,C06_P_AdD_DL_25_34,C06_P_AdD_DL_35_44,C06_P_AdD_DL_45_54,C06_P_AdD_DL_55_64,C06_P_AdD_DL_65_74,C06_P_AdD_DL_75_84,C06_P_AdD_DL_85o,C06_P_AdD_DL_Tot,C06_P_CL_C_III_IV_15_19,C06_P_CL_C_III_IV_20_24,C06_P_CL_C_III_IV_25_34,C06_P_CL_C_III_IV_35_44,C06_P_CL_C_III_IV_45_54,C06_P_CL_C_III_IV_55_64,C06_P_CL_C_III_IV_65_74,C06_P_CL_C_III_IV_75_84,C06_P_CL_C_III_IV_85_ov,C06_P_CL_C_III_IV_Tot,C06_P_CL_C_I_II_15_19,C06_P_CL_C_I_II_20_24,C06_P_CL_C_I_II_25_34,C06_P_CL_C_I_II_35_44,C06_P_CL_C_I_II_45_54,C06_P_CL_C_I_II_55_64,C06_P_CL_C_I_II_65_74,C06_P_CL_C_I_II_75_84,C06_P_CL_C_I_II_85_ov,C06_P_CL_C_I_II_Tot,C06_P_CL_CL_nfd_15_19,C06_P_CL_CL_nfd_20_24,C06_P_CL_CL_nfd_25_34,C06_P_CL_CL_nfd_35_44,C06_P_CL_CL_nfd_45_54,C06_P_CL_CL_nfd_55_64,C06_P_CL_CL_nfd_65_74,C06_P_CL_CL_nfd_75_84,C06_P_CL_CL_nfd_85_ov,C06_P_CL_CL_nfd_Tot,C06_P_CL_T_15_19,C06_P_CL_T_20_24,C06_P_CL_T_25_34,C06_P_CL_T_35_44,C06_P_CL_T_45_54,C06_P_CL_T_55_64,C06_P_CL_T_65_74,C06_P_CL_T_75_84,C06_P_CL_T_85_ov,C06_P_CL_T_Tot,C06_P_LE_ID_15_19,C06_P_LE_ID_20_24,C06_P_LE_ID_25_34,C06_P_LE_ID_35_44,C06_P_LE_ID_45_54,C06_P_LE_ID_55_64,C06_P_LE_ID_65_74,C06_P_LE_ID_75_84,C06_P_LE_ID_85o,C06_P_LE_ID_Tot,C06_P_LE_NS_15_19,C06_P_LE_NS_20_24,C06_P_LE_NS_25_34,C06_P_LE_NS_35_44,C06_P_LE_NS_45_54,C06_P_LE_NS_55_64,C06_P_LE_NS_65_74,C06_P_LE_NS_75_84,C06_P_LE_NS_85_ov,C06_P_LE_NS_T,C06_P_Tot_15_19_yrs,C06_P_Tot_20_24_yrs,C06_P_Tot_25_34_yrs,C06_P_Tot_35_44_yrs,C06_P_Tot_45_54_yrs,C06_P_Tot_55_64_yrs,C06_P_Tot_65_74_yrs,C06_P_Tot_75_84_yrs,C06_P_Tot_85o,C06_P_T_T,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85o,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85ov,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85o,C11_P_BD_Tot
111,218,319,419,461,413,385,202,55,17,2482,78,233,403,608,912,1055,833,344,124,4585,854,2806,5055,4678,5031,3894,1962,680,281,25235,14,72,133,162,214,305,332,164,76,1474,569,632,1176,1082,1438,1813,2115,2190,2093,13111,1565,6048,17803,16892,15284,13690,8518,4527,2857,87184,0,42,882,1258,1488,1012,393,154,29,5265,0,32,444,721,1078,533,202,62,7,3087,21,2340,7620,5636,5421,3130,1294,540,122,26118,137,1255,3338,4054,4240,2851,1444,827,156,18296,735,3915,8633,9955,9157,6751,4075,2551,461,46236,325,735,837,655,585,388,97,37,10,3670,97,309,823,1099,1214,1045,494,267,47,5393,1156,4960,10290,11714,10961,8181,4667,2854,515,55294,66,230,512,712,932,727,454,281,92,4002,2345,1809,2859,3531,3849,3695,4003,4813,1934,28835,3729,10669,25939,27623,27970,20129,12461,9530,2855,140899,0,70,1508,1926,1798,1478,682,223,50,7739,0,36,573,880,981,961,317,88,11,3855,9,2329,9592,7706,5659,4571,2033,796,213,32907
112,116,190,258,261,327,331,168,35,9,1701,39,136,283,435,666,797,560,233,90,3229,474,1322,2789,3165,3672,3384,1527,485,206,17018,8,18,75,78,141,231,242,134,56,985,798,505,1066,1300,1702,2141,2013,1831,1410,12766,1334,2738,8559,11095,11838,12283,7217,3586,2005,60654,0,12,209,522,817,560,207,83,6,2418,0,16,247,501,779,469,143,39,5,2201,4,598,3025,3673,4084,2332,922,439,92,15174,52,486,1443,2477,3184,2137,1111,546,145,11582,449,1834,4426,6090,6665,4376,2596,1536,271,28239,235,486,530,498,443,215,66,27,7,2511,64,197,483,679,759,544,263,143,30,3159,746,2521,5443,7267,7858,5138,2919,1713,303,33911,45,114,310,579,870,593,406,220,56,3200,1682,919,1683,2470,3098,2672,2970,3641,1459,20583,2528,4668,12357,17489,20681,13906,8680,6685,2069,89064,0,23,311,698,888,954,388,127,18,3405,0,25,279,585,787,831,219,56,11,2794,11,632,3413,4832,4194,3777,1563,575,179,19168
113,75,152,216,211,265,192,109,22,5,1248,33,87,203,231,425,427,273,102,40,1809,342,1235,2355,1944,2247,1752,713,190,87,10871,9,25,66,45,57,110,116,58,21,506,577,407,769,790,920,1196,1166,1043,668,7527,956,2481,6749,6213,6034,5468,3280,1813,929,33927,0,18,232,345,367,247,73,29,0,1303,0,24,229,292,379,175,61,9,0,1162,3,603,2508,1873,1744,949,412,175,27,8290,29,375,1015,1367,1445,969,461,237,51,5946,488,1994,3928,4145,3734,2295,1140,479,98,18295,198,417,414,345,277,129,37,13,0,1828,55,152,361,487,461,299,117,71,12,2009,749,2559,4708,4974,4464,2726,1288,560,106,22128,44,104,244,371,487,320,163,109,25,1869,1190,766,1597,1821,1789,1654,1728,1724,618,12889,2017,4447,10523,11036,10670,7042,4184,2844,836,53593,0,23,277,456,427,341,131,45,3,1710,0,15,190,301,342,284,95,28,0,1250,0,654,2728,2535,1697,1370,575,223,65,9847
114,66,125,184,182,229,217,144,45,10,1196,26,74,167,280,403,536,526,210,76,2291,286,939,1909,1883,2179,2024,1266,430,156,11071,8,6,46,53,84,162,201,73,36,670,412,289,520,575,861,1151,1530,1274,829,7438,727,1756,4811,5691,6497,7120,5767,2822,1242,36440,0,3,116,321,447,420,222,76,4,1612,0,21,110,253,481,278,143,41,7,1337,3,245,1239,1772,2024,1536,817,390,68,8093,26,211,843,1608,1802,1541,952,459,86,7537,276,1280,2944,3801,3826,3094,2306,1190,205,18916,95,229,322,350,264,172,83,31,3,1557,40,91,298,445,504,497,302,120,38,2326,414,1604,3558,4589,4589,3760,2693,1347,243,22800,23,80,171,321,448,433,311,185,39,2011,1031,393,944,1396,1513,1802,2099,2052,679,11909,1491,2563,6987,10259,11305,9770,7240,4555,1132,55298,0,7,173,437,568,619,400,151,19,2371,0,27,167,267,414,500,180,58,9,1627,0,290,1317,2117,2107,2169,1366,548,137,10053
115,68,87,120,277,252,189,130,21,4,1153,37,88,173,414,712,688,488,168,71,2835,285,851,1547,2225,2667,1926,1118,324,144,11087,9,25,85,172,248,274,247,121,48,1236,396,262,541,693,841,859,911,697,742,5951,814,3518,9794,13891,12785,9411,5422,2094,1230,58960,4,77,914,1948,2120,1171,281,73,16,6600,3,38,330,655,816,423,125,32,4,2429,24,2187,5765,6510,6310,3351,969,424,116,25653,131,1036,2652,3914,3903,2643,917,458,126,15776,428,1669,3937,5311,4452,3581,1575,666,163,21782,135,237,346,338,371,240,56,33,10,1777,59,236,533,886,1050,839,267,96,37,3991,623,2144,4812,6535,5874,4663,1900,794,214,27550,40,134,311,663,770,571,229,126,41,2890,1580,817,1379,1916,2089,1890,1207,1111,565,12552,2401,6425,16168,22145,21876,14711,5620,3020,1082,93454,0,118,1446,2602,2696,1680,593,150,23,9316,0,50,396,781,850,722,205,47,18,3063,16,2476,6241,7978,6966,4924,1741,545,183,31072
116,138,210,385,477,387,310,90,19,6,2021,74,208,444,665,717,600,297,83,19,3114,546,1814,4178,4123,3456,2306,805,215,68,17521,18,65,259,303,281,276,149,46,13,1415,777,696,1721,1582,1447,1422,1345,858,436,10285,1510,5720,20109,18318,12671,8611,4196,1583,650,73359,3,92,1178,1390,1006,438,93,26,6,4234,3,36,400,380,337,150,40,5,3,1373,22,1818,6895,5664,4315,1976,463,201,49,21407,124,1357,3772,3529,2629,1218,436,147,39,13255,596,2799,6914,6582,5259,3362,1524,665,91,27795,237,494,823,557,379,159,36,10,3,2710,89,322,988,947,710,442,135,53,11,3687,924,3616,8731,8094,6352,3964,1693,728,104,34193,77,264,685,818,763,410,182,84,22,3303,2650,1885,3864,4150,3756,3121,2402,1714,494,24040,3802,9077,25526,24023,19152,11282,5319,2904,713,101799,3,181,2954,2353,1522,814,229,45,7,8110,3,54,622,684,480,264,61,17,3,2188,17,2210,9401,7891,5468,3312,964,255,56,29578
117,49,118,205,171,160,124,62,13,5,903,30,154,348,379,444,402,257,82,38,2124,227,1136,2542,1778,1587,1182,606,216,80,9348,56,155,349,196,184,171,112,59,17,1291,807,2317,5254,2461,1684,1541,1165,863,584,16670,1273,11940,38837,20304,12066,8369,4624,2001,900,100317,15,485,5727,3921,2409,1293,387,109,35,14371,3,110,1351,1146,772,367,94,27,5,3873,56,5543,20419,9618,4779,2378,834,354,94,44077,148,2105,5451,3808,2243,1354,583,243,67,15990,242,1822,4431,3637,2276,1628,914,464,96,15516,89,348,514,294,179,104,36,17,3,1589,44,234,802,697,526,294,109,51,21,2777,378,2406,5744,4628,2984,2034,1056,528,123,19884,58,278,869,736,508,377,196,117,36,3174,2557,6815,13790,8392,5965,4707,3359,2401,935,48932,3213,17742,53357,32253,19660,12512,6505,3777,1289,150302,3,606,9180,5978,3333,2178,764,165,33,22235,0,121,1699,1471,1037,682,164,36,3,5211,46,6251,27247,12996,6274,3650,1372,495,110,58438
118,35,50,135,124,168,117,79,36,8,749,28,102,277,349,482,481,400,164,119,2404,127,595,1625,1435,1559,1200,944,366,257,8108,21,79,243,199,221,256,233,135,68,1452,518,1028,2933,1917,1536,1359,1427,1278,1032,13018,765,5905,24590,18614,13619,9608,6688,3262,1943,84988,4,253,4244,4079,2816,1943,651,269,56,14328,4,62,1096,1074,796,473,176,87,16,3782,27,4436,17282,10558,6659,4128,1588,902,257,45831,89,1339,4551,3971,2903,2182,1069,631,231,16973,193,1350,3666,3269,2470,2235,1322,930,271,15704,73,207,343,240,174,146,60,34,10,1287,45,207,617,693,529,466,196,144,48,2945,313,1764,4617,4203,3178,2855,1573,1111,325,19937,57,220,692,720,611,544,303,244,96,3480,1997,3087,7295,5338,4330,3945,3050,3242,1464,33748,2500,11154,39781,29944,21309,16062,8412,6479,2437,138082,3,354,5963,5403,3723,2429,1128,346,99,19444,3,65,1235,1276,943,718,257,97,28,4629,34,4630,19920,13287,7947,5235,2323,1062,406,54843
119,144,205,423,592,583,419,165,50,29,2611,67,281,643,1145,1435,1200,722,276,146,5920,576,2006,4813,5259,5194,3596,1701,711,356,24210,31,174,537,474,536,554,345,193,80,2925,1123,1426,3347,2582,2677,2447,2203,2100,1874,19779,2002,10608,36414,28013,21760,14758,7734,4335,2709,128323,8,394,4846,3324,2061,906,330,90,24,11982,3,89,821,899,840,465,157,60,12,3344,61,5050,15538,11385,7477,3499,1440,610,133,45191,287,3110,7621,7392,5313,2796,1359,729,231,28843,825,3701,9090,9664,7804,6136,3822,2771,671,44494,275,622,1062,881,659,293,110,68,7,3983,126,452,1417,1820,1444,990,453,259,79,7043,1229,4774,11571,12367,9911,7426,4386,3096,754,55516,112,445,1214,1514,1299,846,465,369,117,6377,4192,3785,7418,7896,7348,5947,5282,5944,2570,50391,5891,17648,49024,44782,34244,21883,13423,10904,3853,201650,5,500,8107,5025,2936,1559,474,152,34,18784,3,126,1028,1122,908,694,229,60,8,4184,71,5589,20553,13837,9744,5386,2063,867,216,58334
120,38,86,136,176,241,168,81,24,20,968,29,102,270,430,624,595,392,134,94,2671,195,800,1820,1900,2236,1638,880,341,194,10002,16,91,249,210,313,290,201,79,52,1488,402,891,2282,1649,1396,1330,1097,857,681,10588,705,6363,24487,19620,15430,10762,5813,2405,1312,86895,0,436,4550,4207,3036,1654,430,146,22,14481,0,64,1026,1253,1121,555,150,57,9,4237,40,3783,15308,10804,6836,3551,1115,477,153,42069,129,1546,4604,4675,3234,1965,821,420,133,17534,221,1344,3717,4035,3152,2418,1378,832,238,17336,99,234,455,376,273,158,62,28,5,1685,50,188,697,925,715,466,169,144,37,3376,366,1763,4872,5335,4138,3039,1603,1006,279,22397,41,179,676,895,644,515,276,149,70,3446,1755,2162,4389,4016,3625,3010,2410,2629,1371,25375,2332,9929,35434,31194,22640,14283,6804,4882,2038,129533,7,392,6802,5463,3937,2584,842,219,39,20281,3,90,1214,1573,1157,909,249,57,7,5258,26,4051,17712,13172,8206,5138,1832,675,194,51005
121,48,71,113,199,262,274,195,79,24,1264,34,123,255,485,827,917,951,468,285,4348,263,802,1723,2039,2624,2223,1805,804,449,12722,10,66,230,344,399,453,461,288,158,2417,538,649,1982,1776,1601,1495,1527,1360,1468,12404,926,5813,26684,29392,25227,17935,12342,6051,3382,127746,11,246,5026,7154,6156,4148,1520,567,129,24960,3,116,1461,1810,1812,1186,491,204,42,7125,44,5655,20844,18490,14906,9408,4070,2352,608,76382,147,1885,5302,6640,6323,5408,2917,1792,503,30923,306,1665,4091,4296,3461,3032,1764,1236,378,20227,98,272,404,396,406,358,149,88,29,2195,71,257,837,1151,1271,1228,649,374,149,5983,473,2193,5335,5834,5144,4623,2565,1697,556,28408,48,209,801,1153,1185,1047,638,524,205,5810,2253,1989,4600,4000,3871,3610,2673,3366,2294,28666,2969,12289,43372,45083,39405,29443,14873,10497,4341,202268,3,340,7198,9320,7901,5312,2519,831,216,33633,0,90,1671,2319,2094,1657,722,237,51,8835,28,5278,22522,21925,17368,11270,5766,2753,953,87858
122,48,69,130,200,271,179,142,48,30,1108,24,107,240,462,833,716,664,314,175,3535,240,768,1727,2128,2802,2021,1422,577,312,11995,8,21,114,212,274,313,313,182,104,1538,400,399,1023,1154,1119,1081,1285,1235,1285,8976,701,3194,12985,16727,14986,10277,6956,3585,2231,71635,3,56,1447,2442,1803,1200,449,199,27,7631,0,34,590,886,900,517,199,97,15,3240,17,1752,8776,8720,6149,3619,1523,871,215,31645,119,1293,4091,5096,4018,3033,1690,929,260,20525,301,1597,4908,5339,4248,3395,2101,1207,311,23404,106,222,392,427,343,268,125,52,6,1945,45,205,740,999,964,872,459,225,84,4597,446,2021,6040,6768,5557,4538,2683,1485,397,29944,43,157,569,840,855,660,448,319,92,3979,1500,1161,2809,2926,2654,2514,2071,2875,1901,20413,2130,6476,24328,27676,21931,16083,9070,6770,2910,117370,0,98,1973,3414,2589,1524,803,242,66,10708,0,32,641,1187,999,802,293,97,33,4075,4,1950,9394,11367,7692,4787,2421,1001,321,38933
123,148,223,368,399,344,297,120,21,7,1925,69,191,370,576,680,662,357,90,21,3012,597,1962,4096,3720,3297,2504,975,223,71,17449,16,59,154,196,211,225,162,58,22,1088,695,604,1253,1217,1212,1287,1232,868,715,9090,1449,4819,13676,12495,9974,7753,3978,1533,904,56584,0,29,476,686,749,367,84,30,7,2432,0,33,274,363,424,216,42,8,0,1362,10,1262,3799,3081,2628,1319,373,136,32,12632,136,1019,2617,2746,2557,1431,423,162,44,11124,595,2784,6273,6615,6058,3697,1459,551,90,28127,232,509,631,487,399,195,38,12,3,2513,85,260,703,856,841,527,128,55,21,3481,916,3561,7599,7953,7299,4423,1626,628,118,34117,52,192,468,588,683,439,165,68,22,2689,2245,1466,2540,2992,3048,2522,1670,1524,652,18646,3357,7559,17778,18409,17387,10725,4376,2547,876,83004,0,122,972,1065,956,624,177,35,13,3967,0,46,337,439,433,346,98,20,3,1726,14,1372,4749,4145,2899,2077,679,199,35,16182
124,152,254,406,427,373,299,142,42,9,2100,86,208,403,612,720,805,562,163,85,3649,753,2340,5057,4286,4082,3093,1333,364,158,21468,14,37,110,167,213,255,241,108,40,1187,705,714,1563,1422,1501,1566,1574,1160,662,10874,1620,5476,15574,14615,12891,11137,6354,2651,1101,71421,0,42,535,1022,1377,813,255,97,17,4155,4,44,422,610,953,469,124,44,3,2673,21,1627,5197,4567,4479,2458,842,364,87,19635,139,1155,3225,3579,3592,2292,1004,387,84,15454,804,3966,8268,8164,7243,4726,2006,946,174,36307,323,618,799,569,474,271,83,21,4,3160,100,381,879,1026,1071,739,273,144,31,4645,1227,4968,9948,9762,8787,5736,2367,1107,211,44107,73,243,570,739,792,629,285,154,41,3527,2373,1680,3013,3394,3329,2985,2285,2372,1109,22538,3842,9754,22912,23667,23303,15381,7157,4525,1551,112093,3,150,1036,1351,1497,1304,476,132,22,5974,0,52,457,656,850,833,247,51,11,3156,9,1588,5664,5488,4656,3611,1392,494,129,23041
125,105,189,341,387,370,310,126,37,15,1887,56,179,519,714,864,724,454,185,77,3765,440,1485,3864,3604,3361,2354,1115,393,181,16798,21,101,497,365,350,387,301,116,70,2219,842,1183,3380,2306,2027,1775,1508,1349,1061,15438,1512,7719,33212,22936,15558,10686,5736,2856,1606,101815,15,436,4187,2925,1918,898,269,64,11,10727,3,76,746,625,653,341,117,43,7,2616,53,4324,13074,8840,5724,2872,1138,417,100,36538,223,2222,5602,5114,3666,2204,1030,476,116,20661,639,2785,6693,6430,5374,4214,2463,1420,308,30333,215,530,834,656,477,246,96,42,7,3105,105,376,1005,1032,997,745,306,154,31,4747,959,3691,8532,8123,6850,5205,2867,1619,345,38180,92,366,993,1049,893,626,383,211,42,4657,3346,3596,7147,6452,5212,4146,3448,3523,1593,38462,4687,14713,40276,33120,24911,16299,9260,6359,2217,151840,9,515,8631,4641,2759,1436,468,120,21,18598,4,101,1098,981,724,530,169,53,6,3668,55,4424,18776,11424,7198,4277,1752,669,124,48694
126,29,46,77,115,129,116,82,39,16,637,17,70,107,232,434,412,354,192,105,1919,142,488,882,1065,1348,1136,708,360,193,6323,15,52,144,149,188,205,175,105,50,1081,230,376,766,560,559,605,601,677,829,5208,450,3780,12818,11432,9558,7159,4179,2226,1515,53116,3,152,2195,2721,2254,1269,435,171,25,9224,0,51,483,720,717,436,137,49,6,2594,21,2856,7263,6540,5191,2874,1194,621,164,26719,101,1272,2211,2793,2482,1833,945,682,203,12520,154,853,2046,2487,2137,1658,1175,843,210,11569,49,137,201,237,205,151,57,52,5,1104,40,132,322,570,628,510,276,158,51,2690,244,1123,2568,3296,2965,2321,1513,1059,263,15360,24,107,323,486,535,395,211,169,75,2327,1103,1164,1660,1824,1835,1512,1360,1701,942,13096,1505,6715,16700,18372,15980,10631,5797,4456,1677,81840,0,240,3815,3465,2896,1806,679,239,45,13189,6,45,541,748,809,646,222,65,21,3097,27,2887,8835,7584,6009,3865,1773,799,264,32037
127,133,217,469,594,552,335,107,12,3,2419,62,208,501,863,966,662,340,84,40,3718,560,1791,4481,4585,4170,2497,933,237,90,19346,13,93,284,282,370,305,142,64,12,1569,1063,1001,2284,2129,2083,2043,1610,1090,605,13911,1832,7304,20099,16863,12792,8712,4261,1790,799,74455,0,58,671,731,656,291,57,10,5,2491,3,62,263,282,300,124,34,8,0,1071,31,2402,6711,4485,3249,1495,381,120,28,18904,218,2064,4519,3949,2769,1341,458,143,25,15480,754,3210,6961,7472,6012,3999,1872,740,123,31153,267,612,933,648,496,167,46,13,3,3183,109,407,1081,1181,794,448,148,56,14,4222,1130,4226,8969,9302,7302,4618,2071,811,137,38556,78,336,725,1017,807,498,197,82,14,3747,3510,2597,5137,6101,5293,4033,3200,2385,694,32958,4963,11746,27002,25867,20382,12403,6394,3560,913,113212,0,216,1430,1179,877,527,141,27,5,4405,4,76,398,353,326,222,45,8,0,1426,35,2878,8388,5917,4090,2496,704,208,48,24771
128,43,87,152,239,272,249,136,38,14,1242,37,105,239,517,710,821,638,254,142,3472,274,990,2140,2548,2708,2255,1372,531,278,13088,14,40,110,158,214,327,274,162,69,1368,313,265,779,763,811,927,989,966,930,6744,687,3427,11134,12277,10676,8905,5100,2461,1555,56221,0,53,728,1232,1251,722,241,82,11,4305,0,47,422,588,814,364,101,35,10,2377,8,1850,5801,4891,4436,2279,769,413,60,20517,106,1289,3534,3955,3451,2334,941,531,128,16267,418,2298,5846,6104,5419,4145,2492,1512,315,28546,149,296,459,409,388,286,76,41,9,2101,64,241,689,1003,1150,872,364,205,33,4618,627,2833,6984,7520,6959,5308,2928,1759,349,35270,41,141,416,589,708,579,305,188,35,3001,1462,1028,1921,2122,2289,2120,1903,2274,995,16102,2251,7236,19800,20889,19920,13697,7187,5282,1586,97845,0,92,1145,1627,1417,1074,429,118,22,5921,0,44,484,681,773,676,177,59,11,2898,9,2048,6416,6187,4762,3435,1184,522,127,24688
197,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,11,0,0,4,0,3,7,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,14,8,0,47,3,3,17,6,17,29,33,12,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,7,8,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,8,17,7,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3
199,0,14,9,5,7,17,7,0,0,60,3,14,13,11,11,24,16,0,0,92,14,71,99,71,98,101,48,5,0,504,0,3,11,7,7,5,5,0,0,37,55,136,288,194,188,172,109,42,17,1196,71,370,848,485,472,448,262,64,21,3038,0,14,105,74,35,35,8,0,0,281,0,4,30,17,17,27,3,0,0,109,0,174,510,213,117,81,24,7,5,1127,3,61,148,109,93,76,30,11,0,530,20,118,318,276,229,173,88,13,5,1248,15,24,33,16,12,9,0,0,0,116,6,14,42,39,34,16,9,0,0,164,49,151,391,338,278,193,99,18,5,1529,6,25,43,36,23,23,4,0,3,158,60,158,354,276,232,204,134,84,20,1523,126,582,1586,1069,795,652,307,119,33,5250,0,17,162,80,35,43,17,3,0,345,0,3,36,17,31,22,4,0,0,112,3,177,539,225,132,138,51,12,0,1283
201,80,151,212,214,171,157,64,14,4,1064,31,73,190,232,235,244,163,72,24,1254,300,1109,2210,2004,2007,1511,678,194,75,10079,0,20,44,50,74,94,98,33,27,426,498,360,660,706,913,1160,1301,1022,596,7210,833,2533,6858,7116,6962,6239,4088,1897,879,37416,0,20,227,434,511,371,115,40,7,1726,0,34,313,546,632,353,107,24,6,2017,5,881,2467,2101,2117,1343,503,197,40,9663,12,448,1140,1425,1615,1285,610,251,58,6841,407,1564,3126,3702,3375,2378,1310,611,108,16589,176,347,335,230,191,77,25,10,8,1391,55,130,271,260,280,199,78,49,8,1330,638,2041,3731,4195,3851,2654,1408,669,128,19314,27,76,148,219,271,253,166,89,20,1275,998,592,1100,1474,1598,1733,2011,2325,944,12769,1680,4100,9124,10394,10585,7991,4923,3592,1211,53601,0,41,406,584,715,540,244,55,11,2588,0,33,445,638,670,610,218,44,6,2663,7,769,3034,2883,2235,1992,883,283,61,12148
202,50,117,218,183,192,165,71,8,4,1010,26,83,210,234,253,286,203,70,30,1391,262,1084,2104,1887,1918,1612,744,197,74,9874,3,16,51,44,49,88,95,46,29,430,535,325,692,775,926,1127,1207,1067,756,7420,847,2365,6628,7096,6776,6344,4151,2010,1078,37299,3,3,166,343,472,372,113,39,3,1515,0,24,343,507,707,374,96,29,6,2084,3,659,2287,2133,2214,1349,526,226,45,9431,25,324,920,1370,1634,1398,634,295,63,6658,359,1602,3064,3691,3618,2305,1330,572,121,16663,139,321,312,246,200,83,22,4,4,1340,52,120,258,317,295,253,79,52,12,1443,547,2050,3630,4255,4121,2648,1431,634,137,19457,29,65,163,193,257,254,151,100,26,1242,962,587,992,1460,1555,1564,1745,2089,1076,12029,1567,3716,8501,10254,10946,7960,4705,3408,1361,52422,0,17,268,541,607,592,267,49,13,2354,0,37,426,671,741,647,190,40,3,2748,8,709,2808,2862,2303,1935,943,316,70,11959
