SA4_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1346,36331,0,0,0,0,0,0,40,0,0,0,0,45,611,119,23,13,3,759,628,294,168,43,8,1142,102,96,146,66,40,442,31,6,0,4,0,37,1403,514,335,123,47,2425,0,0,0,0,0,0,29,7,0,0,0,41,164,35,9,0,0,210,67,24,14,0,3,109,9,0,3,0,0,19,11,0,0,0,0,12,283,69,31,3,5,387,6,0,0,0,0,11,28,0,0,0,0,28,42,8,7,3,0,56,103,27,28,6,6,168,44,19,18,17,7,102,6,0,0,0,0,10,222,60,49,23,11,362,95,34,28,15,3,176,19339,7887,7674,3362,1415,39682
202,1337,37163,0,0,0,0,0,0,41,3,0,0,0,49,489,91,43,6,3,637,264,125,55,13,0,459,20,11,17,8,3,59,18,5,0,0,0,30,844,238,118,25,10,1233,0,0,0,0,0,0,13,0,0,0,0,19,85,24,10,4,0,123,41,22,9,0,0,67,5,0,0,0,0,10,6,0,0,0,0,4,148,50,24,6,3,228,7,0,0,0,0,6,18,0,0,0,0,18,41,3,0,3,0,46,18,9,11,4,0,43,5,5,0,9,0,19,4,0,0,0,0,3,93,24,12,13,3,141,107,29,20,16,11,182,19003,7894,7372,3316,1361,38945
203,2258,66022,3,0,3,0,0,3,166,17,7,0,0,187,1478,325,65,19,4,1893,1030,396,259,52,20,1758,121,84,98,56,27,390,54,9,8,0,0,75,2849,836,439,129,50,4300,3,0,0,0,0,4,74,12,0,0,0,91,367,93,26,0,0,497,124,53,41,12,0,230,12,11,8,0,0,32,20,8,4,0,0,29,607,182,75,15,3,878,6,0,0,0,0,8,25,0,0,0,0,21,45,10,8,0,0,65,24,12,24,4,0,72,20,12,38,22,12,100,3,0,0,0,0,4,120,37,76,23,11,272,105,41,35,16,4,202,32973,14746,15230,6400,2335,71673
204,1341,41726,0,0,0,0,0,3,49,0,0,0,0,55,542,90,33,9,0,674,195,90,37,9,0,338,14,7,10,9,3,42,27,6,0,0,0,37,831,194,86,27,7,1139,0,0,0,0,0,0,27,9,0,0,0,32,226,45,15,3,0,298,53,31,15,0,3,101,12,3,3,0,0,22,5,3,0,0,0,10,322,91,34,10,5,466,14,0,0,0,0,17,32,3,0,0,0,37,42,9,0,3,0,59,27,4,11,3,0,46,8,10,9,7,0,41,11,3,0,0,0,13,140,40,26,11,6,219,157,57,39,12,13,270,22715,8252,7929,3560,1362,43821
205,2274,66950,0,0,0,0,0,0,78,0,0,0,0,83,603,76,36,7,0,727,235,103,55,14,7,405,28,4,11,11,7,58,36,7,0,0,0,41,981,191,106,30,15,1322,0,0,0,0,0,0,49,4,3,0,0,57,553,94,24,4,0,676,145,47,27,4,0,216,12,3,3,4,0,17,19,3,0,0,0,28,779,149,56,13,0,1002,4,7,0,3,0,17,83,3,0,0,0,83,105,22,3,0,3,136,46,16,13,3,0,75,13,5,9,6,0,26,12,0,3,0,0,12,255,49,27,15,7,344,165,43,56,29,4,294,36585,13155,12190,5689,2294,69914
206,1230,39297,22,4,4,0,0,30,869,76,21,6,4,973,9209,2944,1137,141,21,13449,6265,4101,4004,745,217,15321,944,902,1463,773,252,4332,219,76,51,19,10,382,17521,8104,6681,1677,500,34493,409,49,18,0,3,482,11809,1085,174,21,8,13095,22961,6758,2202,432,139,32487,3663,2083,1418,443,325,7933,184,109,132,74,53,557,581,185,78,24,35,898,39608,10260,4020,1000,564,55449,8,0,0,0,0,8,104,12,3,0,0,119,171,63,16,0,0,258,57,35,36,11,3,141,4,8,16,8,4,46,7,0,0,0,3,12,361,120,78,13,13,585,309,119,84,19,15,544,72226,27330,21802,6689,2319,130369
207,2667,64944,11,0,3,0,0,11,154,16,10,0,0,180,3236,1229,508,62,27,5056,3746,2501,2239,479,94,9065,818,737,1081,525,171,3334,110,45,26,11,6,187,8076,4529,3861,1077,298,17837,39,0,0,0,0,43,1403,151,25,3,0,1579,3836,1390,502,94,22,5843,648,435,304,70,24,1488,47,30,48,27,13,165,107,21,12,3,3,150,6080,2033,896,202,67,9270,0,0,0,0,0,0,10,0,0,0,0,15,33,18,6,3,0,62,18,11,12,3,0,50,8,3,4,3,3,24,0,0,3,0,0,0,74,37,29,12,3,144,110,38,53,14,5,216,36164,20605,23423,9193,3036,92410
208,2265,66602,6,0,3,0,0,11,261,25,10,0,0,290,5200,1767,705,81,20,7767,5244,3181,2783,497,116,11823,791,690,1173,583,156,3397,167,53,30,6,3,259,11670,5710,4705,1169,294,23552,25,5,3,0,0,36,1742,231,49,10,0,2031,5657,1853,706,95,34,8348,1204,764,561,122,41,2690,70,71,133,48,21,342,113,36,8,6,6,166,8817,2964,1451,282,96,13615,3,0,0,0,0,3,54,3,0,0,0,56,140,31,14,9,0,195,41,28,18,4,3,101,4,4,8,8,6,31,0,3,0,0,0,6,243,66,43,15,12,385,144,68,84,33,10,337,42865,22827,26507,9612,2678,104491
209,5294,108794,8,3,7,0,4,25,294,56,16,0,0,367,3450,1375,608,136,42,5608,2784,1998,1559,443,235,7024,407,451,624,305,164,1954,128,54,33,11,13,239,7070,3944,2854,897,449,15216,6,3,3,0,0,16,410,53,10,0,3,477,1622,574,234,80,23,2534,335,257,177,62,25,852,29,14,21,19,13,94,50,14,8,0,8,79,2457,915,452,163,71,4057,0,0,0,0,0,4,10,0,0,0,0,19,31,15,10,0,0,63,13,25,8,8,4,56,3,9,10,8,3,30,0,0,0,0,0,3,65,48,27,10,13,170,119,49,51,17,9,243,47468,29619,32485,13063,5834,128476
210,5962,77934,13,7,0,0,0,18,103,22,4,0,0,127,2444,1117,520,123,32,4229,2193,1652,1336,452,196,5824,246,250,329,234,127,1188,115,43,26,22,16,223,5110,3084,2222,823,375,11616,4,0,0,0,0,7,101,14,4,0,0,121,567,286,161,34,7,1057,269,199,163,77,44,748,13,12,17,5,8,55,16,9,13,9,5,46,964,522,355,136,63,2039,3,0,0,0,0,3,21,0,0,0,0,18,40,12,3,3,0,59,41,36,29,11,12,130,14,13,13,14,3,61,9,3,3,0,4,17,129,65,51,32,19,292,63,49,49,20,14,197,32081,20656,22406,10498,6442,92080
211,5026,121914,7,3,0,0,0,10,186,11,5,0,0,208,2650,729,267,51,19,3721,2047,1295,877,236,74,4530,266,229,313,157,72,1033,107,20,15,4,5,152,5267,2293,1474,446,168,9647,3,0,0,0,0,3,105,10,3,0,0,114,640,155,62,10,6,879,203,88,61,14,5,373,10,14,16,7,0,55,14,5,0,0,0,28,979,275,143,31,9,1440,5,0,0,0,0,5,34,0,0,0,0,34,52,13,9,0,0,74,35,16,17,6,7,83,15,14,27,15,7,63,5,0,3,0,0,9,146,37,54,21,10,271,113,66,45,23,11,262,52299,29783,32994,13234,5228,133533
212,11887,162050,15,12,9,3,0,42,279,76,23,3,0,381,3451,1584,907,228,87,6261,3282,2568,2051,670,351,8924,673,752,976,557,343,3313,180,78,61,32,28,377,7873,5076,4033,1497,820,19294,9,7,0,0,0,23,545,102,25,3,3,680,2148,1152,564,144,22,4032,913,701,584,148,70,2411,109,119,184,98,44,556,78,40,19,6,0,145,3809,2119,1372,396,141,7840,4,0,0,0,0,4,35,8,0,0,0,38,42,18,10,4,0,70,38,41,28,14,9,130,17,13,14,10,16,73,11,5,6,0,0,25,150,88,58,26,32,351,116,89,57,32,7,308,64063,44112,48098,20689,12891,189847
213,10850,149051,17,8,10,0,6,45,213,44,16,8,5,280,3779,1295,546,122,32,5774,5226,3959,3233,945,435,13800,1139,1360,1802,994,611,5907,186,106,76,32,19,426,10557,6788,5685,2092,1101,26229,25,6,4,0,0,32,700,146,38,12,0,891,2407,1041,469,109,32,4053,507,421,307,122,55,1408,39,31,31,22,14,136,75,46,25,3,3,153,3748,1694,862,263,106,6681,0,0,0,0,0,0,43,3,0,0,0,46,64,13,10,4,0,92,25,34,25,18,10,103,4,14,10,11,0,43,0,4,0,0,0,3,142,62,49,32,13,292,116,64,63,29,11,281,60942,43891,46080,19541,12077,182530
214,2408,67039,3,0,0,0,0,6,84,8,0,0,0,97,1954,391,90,18,3,2460,2082,894,455,100,30,3566,225,137,197,85,21,668,79,18,7,3,0,103,4429,1454,750,211,54,6904,3,0,0,0,0,8,57,0,0,0,0,60,637,102,35,14,0,789,389,105,65,7,0,571,26,10,8,3,7,51,23,5,0,0,0,28,1128,224,114,26,6,1500,4,0,0,0,0,10,52,6,0,0,0,56,95,16,6,0,0,112,20,14,4,0,0,45,3,3,5,4,0,17,7,0,0,0,0,6,186,39,16,3,3,253,62,17,20,3,3,110,34664,15969,16195,6510,2472,75813
215,1414,35564,0,0,0,0,0,0,39,4,0,0,0,45,362,74,28,5,0,464,299,79,43,14,5,443,16,8,12,4,5,35,24,3,0,0,0,22,738,169,81,20,6,1015,0,0,0,0,0,3,46,9,5,0,0,62,299,71,25,11,8,406,67,17,21,6,0,114,6,0,0,7,3,12,34,10,0,0,4,43,451,115,51,22,11,647,13,0,0,0,0,20,43,0,0,0,0,45,28,13,9,0,0,53,45,13,11,3,0,78,19,3,4,3,4,29,9,0,0,0,0,11,166,27,23,10,6,230,150,34,39,18,8,249,19426,7111,6416,3311,1449,37704
216,1449,30986,0,0,0,0,0,5,50,12,0,0,0,67,508,143,55,13,11,731,170,64,29,9,7,286,26,13,14,10,9,75,32,3,4,0,3,44,793,239,101,35,25,1197,0,0,0,0,0,0,19,3,0,0,0,16,158,46,13,3,0,225,27,17,10,0,3,56,0,0,0,0,0,5,3,0,0,0,0,9,212,67,23,3,3,309,8,4,3,0,0,10,51,0,0,0,0,50,35,15,4,0,0,54,11,12,11,0,5,37,7,3,5,5,3,22,5,3,0,0,0,12,119,29,24,9,5,188,71,16,21,11,7,127,16023,6267,6024,3005,1490,32811
217,1143,29726,0,0,0,0,0,0,30,0,3,0,0,32,372,58,19,3,0,459,161,56,33,11,3,261,23,4,18,3,3,54,12,3,0,0,0,17,597,120,72,22,9,820,0,0,0,0,0,0,18,0,4,0,0,26,136,28,4,0,0,170,37,21,4,3,3,68,7,6,0,0,0,17,4,0,0,0,0,10,207,58,15,3,3,284,9,0,0,0,0,4,9,0,0,0,0,13,34,3,3,0,0,37,20,14,10,4,3,52,14,7,5,4,0,37,4,0,0,0,0,4,86,31,19,4,4,149,112,46,26,13,10,198,15984,5790,5545,2697,1165,31180
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2431,54252,0,0,0,0,0,3,46,7,0,0,0,58,1082,184,64,3,3,1341,1468,852,443,120,34,2916,71,58,44,27,20,214,34,23,11,0,0,67,2703,1117,570,147,58,4600,3,0,0,0,0,3,63,0,0,0,0,66,626,92,18,3,4,742,278,107,51,10,0,450,17,11,9,3,3,40,16,0,0,0,0,22,999,217,80,19,10,1324,12,0,0,0,0,16,41,0,0,0,0,41,57,6,0,0,0,65,27,5,11,0,0,48,9,3,7,3,0,29,0,3,0,0,0,4,151,14,22,3,3,197,82,24,27,6,7,143,25396,13266,13873,5478,2501,60515
302,1768,44042,0,0,0,0,0,0,66,3,3,0,0,75,1003,262,83,26,10,1373,1546,971,515,157,67,3247,75,57,49,12,11,208,35,13,10,3,7,69,2727,1307,652,196,94,4972,4,0,0,0,0,7,360,37,10,0,0,410,2417,749,265,43,13,3490,478,238,95,44,16,877,8,9,12,4,0,42,48,15,8,4,0,86,3327,1052,390,96,38,4899,0,3,0,0,0,7,22,3,0,0,0,22,14,3,3,0,0,24,12,6,3,4,0,22,3,3,3,0,3,15,0,0,0,0,0,0,53,16,7,7,3,87,74,34,22,9,11,142,23738,12455,11626,4434,1910,54149
303,4164,67358,3,0,3,0,0,13,119,15,6,0,0,143,1203,366,163,33,4,1767,2640,2155,1477,480,201,6954,128,142,161,77,40,542,90,25,24,8,10,151,4180,2695,1840,596,258,9567,14,3,0,0,0,12,550,60,13,3,0,617,3097,929,362,78,9,4475,685,359,227,50,27,1339,39,25,21,17,8,106,60,32,4,3,0,103,4438,1402,625,146,43,6654,12,0,0,0,0,12,44,0,0,0,0,48,59,24,7,6,3,96,25,16,22,6,0,71,8,7,19,6,6,46,3,3,0,0,0,13,157,55,46,18,11,281,114,46,43,12,5,219,32149,19107,20002,8335,4482,84084
304,1518,39606,0,0,0,0,0,0,28,5,0,0,0,37,332,63,36,3,0,430,649,347,216,46,9,1268,61,47,47,33,11,192,13,7,0,0,0,20,1088,463,293,82,19,1950,8,0,0,0,0,9,169,24,9,0,0,209,1740,613,304,52,9,2711,541,259,173,40,9,1015,38,24,20,12,9,106,34,8,5,0,0,50,2525,928,509,107,31,4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,8,0,3,3,0,0,9,0,0,0,0,0,0,3,4,6,0,0,24,49,28,25,12,3,110,17888,10028,11632,4671,1564,45777
305,1121,30355,4,0,0,0,0,4,82,11,3,0,0,93,821,218,73,13,4,1131,1135,680,378,82,26,2297,73,65,87,45,20,290,37,11,4,0,0,50,2153,988,545,144,43,3875,92,10,3,0,0,110,3251,292,49,3,0,3591,9340,2592,1060,163,38,13185,2449,1024,652,132,51,4315,179,73,65,26,20,364,165,53,26,4,5,252,15487,4048,1858,323,112,21822,3,0,0,0,0,3,9,0,0,0,0,9,23,6,3,0,0,32,17,3,4,3,0,25,9,8,9,0,0,33,3,0,0,0,0,3,62,24,13,4,0,106,123,49,27,12,9,211,28324,11708,10962,4090,1282,56365
306,2723,50356,3,0,0,0,0,8,87,19,5,0,0,118,1254,423,173,42,23,1921,309,185,127,47,37,702,36,19,32,13,15,117,58,9,11,3,3,80,1752,661,344,106,78,2938,21,8,0,0,0,23,360,50,12,0,0,424,2146,778,303,88,39,3352,530,291,171,53,38,1087,38,26,16,13,9,105,84,32,22,9,4,153,3175,1183,527,163,93,5136,77,3,0,0,4,81,143,10,3,0,3,162,94,17,10,3,0,121,51,23,17,0,3,88,22,9,9,4,12,53,19,4,4,0,0,28,395,68,35,11,21,538,188,63,43,13,10,319,28104,12304,11180,4793,2920,59294
307,1564,30543,0,0,0,0,0,0,16,3,0,0,0,16,206,30,14,8,0,255,114,55,30,5,6,202,12,18,14,4,4,54,9,0,4,0,0,14,356,106,57,19,10,536,0,0,0,0,0,0,12,3,0,0,0,12,148,30,12,0,0,188,66,35,16,13,0,126,7,4,7,0,0,20,13,3,0,0,0,16,246,72,33,16,4,366,12,4,0,0,0,23,40,3,0,0,0,51,23,16,5,0,0,44,33,11,10,3,0,65,18,9,4,4,3,34,10,0,3,0,0,14,145,36,29,14,5,231,117,43,27,34,15,239,15843,5921,5613,2954,1593,31919
308,2528,51593,0,0,0,0,0,3,35,3,0,0,0,36,511,117,50,4,4,692,409,150,93,20,12,691,39,22,18,17,6,103,16,8,3,0,0,25,1016,298,168,45,22,1542,6,0,0,0,0,6,37,3,0,0,0,44,600,130,58,4,0,793,253,103,65,20,3,448,19,11,16,3,0,55,20,8,0,0,0,33,942,250,139,34,8,1369,47,0,8,0,0,60,133,4,4,0,0,146,77,10,10,3,0,99,47,17,14,3,0,87,23,7,11,13,12,60,18,3,3,0,0,21,344,44,53,20,9,471,186,64,64,24,18,362,24717,11451,11512,5081,2584,55346
309,5244,99654,4,3,3,3,0,12,184,18,10,3,0,218,4508,1179,336,71,16,6104,7854,4858,3033,858,254,16858,723,500,529,251,124,2119,227,70,47,14,11,373,13499,6624,3942,1204,410,25687,44,11,0,0,0,57,2032,196,39,4,4,2275,8723,2254,792,151,35,11952,2268,922,634,165,51,4038,137,82,86,39,25,378,220,59,28,7,7,315,13428,3520,1588,367,117,19019,41,4,0,4,0,48,116,10,0,0,0,125,154,18,7,0,0,180,51,29,4,0,4,91,23,13,13,4,8,52,17,0,0,0,0,25,393,67,28,10,11,515,230,95,67,29,11,435,64443,32288,30773,11996,5794,145300
310,5550,74937,4,7,0,0,0,9,59,0,3,0,0,70,786,191,71,17,4,1067,1201,790,492,177,86,2754,90,79,66,46,39,320,44,17,10,10,3,84,2190,1081,645,250,132,4296,0,0,0,0,0,0,28,3,0,0,0,38,201,43,15,0,0,267,67,34,16,3,5,126,6,10,9,5,0,24,15,0,3,0,0,16,319,93,39,16,3,470,11,3,0,0,0,16,39,3,3,0,0,43,38,16,7,4,0,61,35,31,12,12,9,92,11,3,10,10,10,45,10,0,0,0,0,17,143,52,33,20,18,274,113,54,27,13,9,210,30679,18097,17521,8176,5709,80189
311,6315,71921,3,3,0,0,0,12,58,8,3,0,0,75,1313,477,220,52,14,2078,1248,975,594,254,134,3207,78,67,68,58,58,327,56,22,16,7,3,109,2762,1555,908,376,212,5804,3,0,0,0,0,3,63,7,3,0,0,72,362,116,66,27,4,579,181,99,89,42,19,425,12,19,14,6,7,65,19,0,3,3,0,30,642,236,178,77,32,1168,10,0,0,0,0,13,48,3,0,0,0,52,58,8,3,0,0,71,31,17,15,12,5,83,5,8,3,4,10,27,10,7,0,0,3,12,166,41,29,17,17,263,73,41,29,11,17,172,29085,17804,17348,8505,6590,79330
312,1559,38243,3,0,0,0,0,3,47,4,0,0,0,52,630,165,74,22,4,893,460,210,117,43,18,847,51,36,38,23,5,152,27,4,4,0,0,37,1212,422,233,92,27,1987,0,0,0,0,0,5,57,3,3,0,0,65,460,113,49,13,3,642,278,110,61,21,10,481,22,12,16,7,3,59,25,5,8,0,0,39,842,247,136,49,16,1289,35,0,0,0,0,44,119,7,0,3,3,125,53,8,6,0,0,75,41,4,17,0,4,71,13,3,4,10,9,37,20,3,0,0,0,21,290,34,29,8,15,376,117,39,31,20,7,214,19174,8764,8591,3949,1622,42100
313,3200,54176,6,0,0,0,0,6,65,0,0,0,0,71,1087,172,46,12,3,1315,1415,634,296,123,41,2498,90,55,62,35,32,281,66,14,8,0,3,93,2729,875,407,171,71,4265,3,0,0,0,0,3,87,4,4,0,0,91,904,128,31,12,0,1071,778,184,81,26,8,1083,28,14,11,10,5,71,29,3,3,0,0,34,1826,330,132,51,16,2356,26,0,0,0,0,32,109,0,0,0,0,113,65,12,3,0,0,85,24,11,9,3,0,40,16,7,11,0,3,37,7,3,0,0,0,12,252,34,23,5,3,316,85,31,22,5,7,151,28034,12768,11636,5525,3302,61270
314,2454,47734,8,0,0,0,0,6,46,4,0,0,0,48,792,150,38,8,0,986,1482,957,496,121,61,3117,76,61,63,29,32,259,38,11,9,0,0,64,2433,1185,605,164,91,4481,0,0,0,0,0,0,35,6,0,0,0,39,164,37,10,0,0,218,61,36,16,6,0,125,7,3,4,4,0,15,6,3,0,0,0,10,272,88,30,5,5,404,4,0,0,0,0,4,29,0,0,0,0,26,19,3,0,0,0,20,3,6,0,0,0,14,0,0,3,0,0,6,3,0,0,0,0,3,55,10,4,0,0,70,39,13,16,8,7,77,19771,11794,13226,5420,2555,52763
315,1691,15263,0,0,0,0,0,0,53,10,6,0,0,71,307,128,65,15,10,529,121,60,70,29,14,289,32,14,29,25,8,109,12,8,3,0,0,24,526,221,168,67,33,1013,0,0,0,0,0,0,46,8,0,4,0,48,167,65,25,15,11,282,24,26,11,3,7,80,3,9,7,3,7,25,4,0,0,0,3,9,241,98,45,27,24,441,26,0,0,3,0,34,86,0,0,0,0,97,29,3,8,0,4,49,39,18,20,4,0,75,26,14,6,4,3,60,18,3,0,0,0,26,232,39,36,18,13,335,116,27,35,18,3,200,7165,3364,3179,1783,1761,17253
316,3049,76854,6,0,0,0,0,7,100,13,0,0,0,112,2663,443,96,13,0,3212,2739,885,524,122,30,4293,154,88,86,47,27,407,98,20,11,7,0,131,5754,1444,722,187,57,8162,11,0,0,0,0,8,268,15,3,0,0,286,2784,642,166,34,4,3629,1767,559,305,77,18,2733,110,59,50,24,12,251,86,24,10,0,0,123,5025,1293,540,136,40,7029,50,3,0,0,0,58,191,10,3,0,0,200,178,17,12,3,0,206,50,13,18,3,3,88,25,9,7,10,3,54,23,7,0,0,0,32,520,57,40,16,3,634,227,61,62,27,15,389,46046,18351,18243,7262,3166,93058
317,1792,33854,0,0,0,0,0,3,53,4,3,0,0,60,974,207,62,16,3,1264,641,259,117,39,20,1076,36,26,18,7,5,97,36,5,3,0,0,48,1744,502,205,64,32,2545,0,0,0,0,0,0,11,4,0,0,0,19,432,111,46,7,4,598,182,61,47,20,13,321,18,8,9,3,5,38,9,7,0,0,0,19,655,189,100,36,20,996,8,0,0,0,0,8,19,0,0,0,0,23,13,3,4,3,0,24,59,20,17,5,4,103,38,18,22,14,12,105,7,0,0,0,0,11,136,44,44,29,16,268,69,26,30,17,9,154,17755,7539,7136,3513,1874,37818
318,2553,51909,3,0,0,0,0,3,70,5,0,0,0,72,1189,317,86,36,13,1629,399,213,117,37,4,766,39,31,52,12,7,142,36,10,5,0,0,49,1737,575,260,83,21,2673,0,0,0,0,0,3,105,3,0,0,0,111,986,199,84,16,9,1292,416,178,80,29,9,715,26,6,9,5,3,45,23,3,4,0,0,32,1551,392,183,56,24,2204,48,4,3,0,0,47,137,5,0,0,0,145,29,10,7,6,0,58,34,12,7,5,4,64,9,12,3,7,7,40,14,5,0,0,0,19,274,51,22,19,10,382,90,32,36,7,9,180,26012,12314,11375,5012,2617,57338
