SA4_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
111,2970,81874,0,0,0,0,0,3,202,9,3,3,0,212,2638,480,158,47,3,3324,1939,890,536,163,56,3585,157,124,146,91,40,558,77,27,11,0,11,119,5007,1529,846,299,115,7804,11,0,0,0,0,14,428,43,5,0,0,474,1555,318,105,16,3,1996,607,224,125,27,11,996,41,34,31,6,6,113,48,9,3,7,0,70,2686,630,269,57,27,3668,13,0,0,0,0,10,51,0,0,0,0,51,81,28,5,0,0,118,37,17,13,8,4,75,14,10,7,6,5,40,4,0,0,0,3,12,200,56,35,12,9,308,114,38,21,4,12,187,43088,20140,19716,7765,3127,93845
112,2133,49906,4,0,0,0,0,9,92,11,4,3,0,108,1560,330,132,18,3,2051,2175,909,578,153,42,3854,126,85,92,55,27,379,87,25,10,3,3,124,4046,1359,816,232,67,6522,9,3,0,0,0,10,120,12,3,0,0,133,1329,273,103,15,3,1720,545,248,118,35,9,952,28,16,30,15,15,101,40,11,4,0,0,59,2068,556,253,60,30,2971,43,8,3,0,0,56,228,16,9,0,0,256,330,48,17,3,0,395,108,32,21,15,4,182,23,15,20,22,12,99,38,5,8,0,0,49,770,128,75,38,23,1032,209,70,36,28,16,367,30503,12148,10973,4903,2266,60795
113,1744,36250,0,0,0,0,0,0,22,5,0,0,0,22,257,60,30,7,0,355,140,52,43,4,3,242,8,5,5,0,3,22,16,0,3,0,0,13,438,114,79,19,13,660,3,3,0,0,0,9,53,11,3,0,0,65,573,211,95,29,8,924,130,72,42,8,6,261,12,9,10,3,0,37,29,4,9,0,0,41,801,302,161,46,15,1330,7,0,0,0,0,11,27,0,0,0,0,28,26,9,3,0,0,38,37,15,16,10,3,78,33,15,20,21,12,88,11,3,0,0,0,10,143,35,38,28,10,256,89,37,35,26,12,202,18426,7412,7241,3819,1796,38697
114,1446,36501,0,0,0,0,0,0,24,4,3,0,0,34,526,61,27,3,0,621,413,116,50,16,5,606,45,12,10,10,13,89,24,0,0,0,0,29,1029,199,92,32,19,1377,0,0,0,0,0,0,24,7,3,0,0,32,168,30,7,0,0,213,96,30,13,3,3,152,13,9,3,7,6,33,0,0,0,3,0,7,310,74,32,13,8,439,5,0,0,0,0,10,60,3,4,0,0,66,194,17,10,3,0,220,68,11,10,4,4,95,15,4,13,9,0,36,18,0,3,0,0,18,357,44,30,13,5,444,125,34,37,21,6,226,20890,7095,6474,3036,1490,38987
115,3709,52356,0,0,0,0,0,0,28,3,0,0,0,37,448,110,60,11,5,623,1088,861,860,182,38,3023,318,347,518,247,118,1548,29,7,6,0,5,53,1909,1334,1448,436,157,5288,3,0,3,0,0,3,110,28,0,0,0,138,650,268,125,22,3,1067,298,176,133,30,15,651,12,5,9,7,7,40,20,6,3,0,0,33,1098,482,277,58,26,1940,3,0,0,0,0,4,21,3,0,0,0,18,18,8,3,0,0,31,4,10,12,0,0,27,6,8,10,6,4,38,7,0,0,0,0,6,63,29,23,10,4,129,73,45,39,16,16,180,18113,12712,17171,7985,3911,59893
116,6651,66736,8,3,6,6,7,24,113,16,6,3,3,145,584,343,237,53,29,1239,1820,1951,1919,738,355,6787,885,1035,1721,771,531,4952,76,38,33,21,23,191,3483,3392,3934,1594,941,13340,0,4,3,3,0,17,116,24,6,0,0,147,1072,800,502,132,57,2560,131,177,185,79,32,598,17,18,29,17,13,89,29,26,16,3,4,76,1368,1044,738,228,108,3487,3,0,0,0,0,3,13,0,0,0,0,15,59,23,12,3,3,94,25,20,20,12,4,89,15,9,7,5,4,42,0,0,0,0,0,3,120,53,42,19,18,244,71,71,40,24,18,227,23113,19858,22599,10731,7732,84034
117,666,10125,20,0,0,4,0,27,626,44,17,4,0,699,3489,1233,641,61,16,5441,2644,1953,1888,405,109,6986,599,552,838,429,220,2640,107,62,25,13,18,231,7494,3839,3408,920,360,16022,645,51,10,3,5,717,10137,865,193,37,7,11236,11775,5224,2654,631,281,20560,2096,1345,1134,373,227,5173,108,79,94,55,43,381,346,112,75,38,40,610,25111,7684,4156,1134,603,38682,5,0,0,0,0,5,78,11,0,0,0,89,94,47,28,3,3,172,31,24,38,14,16,118,11,13,14,6,11,47,4,6,0,4,0,16,224,99,76,25,23,454,156,74,47,16,13,306,36305,13959,10440,3220,1669,65587
118,1098,18322,11,3,0,0,0,18,122,15,5,3,0,150,1611,651,426,64,4,2754,2317,1796,2123,485,84,6802,742,802,1441,678,226,3888,65,36,18,12,6,135,4879,3302,4017,1238,315,13753,227,18,0,3,0,256,3959,352,62,7,0,4387,10306,4633,2017,308,50,17319,2413,1512,1374,296,102,5697,159,109,168,114,45,597,273,97,32,9,11,421,17331,6728,3663,742,208,28680,5,0,0,0,0,5,77,13,4,0,0,87,125,53,18,3,4,210,34,35,35,21,5,130,3,9,10,17,6,49,9,3,4,0,0,9,253,112,75,38,20,491,98,45,52,27,19,229,28016,13777,13180,4840,1659,61478
119,8761,81157,15,11,4,3,9,38,221,28,20,0,3,270,1946,988,647,178,65,3819,3055,2515,2549,1099,565,9774,953,1096,1668,1061,873,5650,122,80,58,43,41,345,6314,4712,4940,2381,1551,19899,65,37,20,9,5,140,1916,469,119,31,14,2552,11150,8478,5799,1801,612,27836,1424,1543,1561,793,540,5855,57,72,117,101,95,439,337,191,148,53,30,758,14949,10782,7770,2789,1298,37583,3,0,0,0,0,3,43,13,3,0,3,61,126,106,55,18,9,314,39,44,55,29,36,197,18,11,26,19,24,88,3,8,9,3,0,20,234,170,147,65,66,683,161,93,74,47,34,404,45582,32658,33379,16402,11709,139728
120,1793,28758,8,0,0,0,0,6,243,27,6,7,0,282,2566,1171,695,88,18,4536,2452,1895,2110,482,109,7058,637,624,1065,506,239,3077,61,34,30,6,9,136,5975,3752,3902,1094,376,15095,84,16,13,3,0,122,2745,431,95,16,4,3294,8904,5386,3021,641,175,18121,1853,1402,1286,468,187,5195,111,70,116,76,55,430,195,88,58,37,16,389,13889,7391,4590,1233,434,27550,0,0,0,0,0,0,83,13,0,0,0,100,165,82,25,11,4,287,48,53,44,17,8,180,13,11,15,12,19,67,3,4,0,0,0,12,325,168,89,41,27,648,155,83,68,29,10,348,29246,17661,16960,5887,2640,72397
121,3033,62037,4,0,3,0,0,8,118,14,4,0,0,140,1084,455,220,24,4,1788,2150,1292,1228,305,46,5027,359,322,478,196,62,1413,33,16,7,5,3,68,3754,2100,1945,530,114,8450,210,17,9,3,0,240,4690,646,113,19,4,5471,11750,6205,2934,476,124,21486,3609,2165,1889,420,129,8220,144,94,135,67,17,460,189,110,48,16,7,370,20593,9237,5125,1005,280,36243,4,0,0,0,0,4,22,0,0,0,0,27,39,19,16,0,0,78,11,5,6,4,3,35,0,5,5,3,4,19,3,0,0,0,0,4,83,30,28,10,7,159,107,41,26,19,7,204,43241,24044,26314,10046,3448,107091
122,2374,43858,4,0,0,0,0,4,140,12,3,0,0,159,763,240,132,20,0,1152,1204,663,805,159,35,2860,185,164,292,150,49,843,34,12,3,3,0,53,2322,1094,1236,334,91,5070,43,12,3,0,0,55,2005,202,38,5,0,2255,6111,2892,1369,217,35,10620,1384,727,662,147,35,2953,70,50,87,53,24,286,138,37,26,11,3,219,9760,3909,2185,427,99,16381,0,0,0,0,0,3,23,0,0,0,0,24,73,33,19,0,0,121,31,9,10,3,3,59,4,8,10,3,3,27,3,3,0,0,0,4,131,51,37,7,10,239,100,52,41,20,9,209,25220,13603,17345,7024,2578,65764
123,4842,59195,9,3,3,0,0,16,74,7,3,0,0,90,1178,420,207,60,15,1885,1317,956,707,280,165,3420,142,147,195,146,129,754,65,33,16,12,8,138,2785,1566,1143,495,312,6297,3,0,0,0,0,7,61,9,4,0,0,74,528,198,91,13,7,831,194,74,33,18,13,324,6,5,4,3,0,15,19,4,0,0,0,22,799,289,126,37,19,1270,0,0,0,0,0,6,14,0,0,0,0,18,16,11,4,0,0,24,8,8,12,3,0,35,4,8,4,5,7,35,3,0,0,0,3,4,48,27,23,10,10,118,146,18,21,8,8,198,22309,15090,16472,8018,5189,67078
124,4485,70353,3,3,0,0,0,13,76,8,4,0,0,86,747,190,53,18,3,1019,1924,1226,784,287,124,4341,117,107,139,87,67,511,80,18,13,3,0,122,2953,1554,986,394,194,6087,3,0,0,0,0,7,79,14,0,0,0,94,952,345,170,31,6,1501,120,71,66,21,12,289,6,7,9,0,0,22,31,5,0,3,0,39,1190,442,244,50,20,1954,0,0,0,0,0,0,14,0,0,0,0,20,27,16,0,0,0,43,23,10,3,4,3,43,14,4,5,3,4,28,0,3,0,0,0,4,75,34,8,11,10,135,113,47,36,27,19,245,30077,17681,17895,8389,4731,78778
125,7265,60272,10,3,8,0,8,32,231,38,8,3,6,286,1500,880,598,144,51,3175,2284,2488,2599,1039,532,8940,560,739,1022,622,543,3485,98,57,43,32,29,273,4686,4212,4275,1848,1168,16185,99,28,19,7,3,152,1606,496,120,21,4,2242,8415,6927,4475,1247,433,21503,1182,1284,1329,653,463,4914,49,47,69,45,66,272,247,150,102,41,38,579,11598,8923,6116,2016,1005,29662,0,0,0,0,0,3,12,3,3,0,0,17,51,59,46,25,3,188,25,34,37,33,16,145,11,13,18,17,25,87,3,0,4,0,0,15,107,115,118,72,48,456,119,96,59,40,33,355,33357,26072,25655,12326,9524,106933
126,1896,28559,3,0,3,0,0,6,94,10,0,0,0,109,980,478,247,48,6,1764,1163,952,915,222,74,3338,184,238,316,155,85,979,27,18,18,10,5,74,2453,1701,1500,437,170,6268,22,3,0,3,0,29,1501,262,44,8,0,1814,3796,2420,1306,216,50,7787,462,414,398,129,41,1439,19,17,18,16,10,82,61,33,20,4,0,109,5856,3147,1785,372,104,11265,0,0,0,0,0,3,5,3,0,0,0,10,17,8,4,0,0,28,3,11,7,3,0,27,3,3,0,0,3,11,0,0,0,0,0,0,26,20,19,3,0,73,61,39,39,18,11,161,16936,10943,11685,4578,2187,46321
127,9999,76646,7,3,10,3,5,25,101,9,9,3,0,116,919,459,333,92,29,1833,1669,1731,1723,851,475,6445,208,267,412,294,299,1476,67,58,47,19,19,218,2966,2535,2528,1261,832,10122,25,6,5,0,0,37,328,99,34,3,0,466,2852,2063,1430,409,149,6901,356,401,472,252,132,1625,9,17,23,18,20,95,112,63,32,21,6,230,3686,2655,1994,708,315,9356,0,0,0,0,0,3,12,3,3,0,0,18,29,18,7,3,0,57,34,38,44,28,9,159,12,21,17,21,30,105,4,3,3,3,0,10,96,84,75,57,39,352,117,76,60,33,27,319,25495,21470,24540,14060,11216,96786
128,2101,42198,3,0,0,0,0,3,73,6,0,0,0,86,822,279,104,16,3,1222,2052,1250,1038,238,52,4633,256,215,271,151,52,943,53,6,11,3,0,74,3247,1767,1422,406,114,6956,13,3,0,0,0,16,550,41,3,5,0,600,4126,1578,579,81,10,6374,881,487,299,100,17,1786,28,18,19,13,11,85,77,20,6,4,0,105,5670,2139,916,202,35,8967,4,0,0,0,0,7,19,0,0,0,0,21,41,22,9,0,0,77,12,5,9,7,0,39,10,7,3,3,0,19,4,0,0,0,0,6,89,39,24,9,4,170,51,26,20,7,7,117,22437,12487,14790,6442,2256,58414
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
