SA4_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
111,3,0,0,0,0,5,14,6,28,10,8,4,0,0,2170,2261,94,35,132,88,207,616,944,1572,5556,6317,5498,4730,5050,1961,5303,38101,15,4,22,29,101,46,386,519,1195,840,348,328,123,17,547,4508,7,31,86,196,635,168,775,489,587,206,93,37,24,3,367,3708,5,3,17,20,51,8,60,45,89,46,22,12,10,0,99,487,19,22,88,126,168,46,77,42,53,23,5,3,0,0,74,741,117,75,386,663,1108,499,1080,672,989,305,135,52,31,7,696,6815,4,0,3,3,7,9,8,14,25,7,3,0,0,0,212,295,167,136,590,1029,2069,778,2394,1780,2939,1417,597,437,181,33,1993,16550,545,204,1364,1417,2605,7675,6747,7337,13798,11721,9677,7324,7627,2833,10181,91058,0,0,3,0,6,5,16,27,401,874,1777,1463,1379,753,95,6805,3,0,6,0,32,42,121,138,460,203,141,84,59,74,24,1392,3,0,0,0,12,10,41,108
112,6,0,3,0,3,6,8,10,13,13,0,3,3,0,1459,1529,104,39,158,115,181,791,1110,1786,5093,3780,2546,1554,1365,463,3412,22495,7,11,15,36,114,38,339,353,719,392,103,88,25,3,296,2538,9,19,89,209,702,174,632,416,404,100,45,23,7,0,301,3132,4,8,11,24,35,11,38,36,54,10,5,10,0,0,45,298,14,21,73,148,228,86,79,45,24,4,4,3,0,0,82,809,76,70,270,550,981,402,773,549,581,114,44,21,13,3,509,4953,0,4,6,8,4,5,10,9,12,6,3,0,0,0,149,210,117,131,461,972,2065,723,1871,1402,1794,626,210,147,38,11,1384,11939,481,209,1147,1362,2591,6683,6029,6730,11276,6999,4579,2464,2241,773,7062,60618,20,8,5,0,26,14,51,70,509,669,915,521,441,245,58,3561,6,10,3,3,49,42,140,168,562,264,156,62,56,59,31,1619,8,0,8,0,14,24,56,125
113,3,0,0,0,3,0,7,3,17,8,3,3,0,0,1012,1057,92,37,121,81,132,412,650,999,3347,2900,2285,1307,1248,412,2559,16577,4,13,7,18,59,20,226,223,448,257,80,72,22,0,196,1663,4,14,46,98,292,54,249,155,178,43,18,10,3,0,113,1294,0,0,5,10,24,3,17,21,30,16,0,0,3,0,26,170,3,12,38,75,92,21,31,13,17,0,0,0,0,0,31,344,47,53,191,311,471,196,397,207,289,71,27,20,4,8,239,2526,3,0,4,3,3,0,7,3,4,0,0,0,0,0,94,129,61,91,289,521,942,299,930,625,967,394,123,109,34,7,706,6115,379,169,791,767,1268,3368,3096,3420,6895,5194,3799,2068,1915,655,4692,38480,28,5,3,0,16,14,47,38,513,615,888,518,446,272,86,3491,5,6,0,0,14,19,57,80,219,98,62,38,22,21,22,662,7,3,9,0,13,21,49,99
114,0,0,0,0,0,3,3,7,16,5,0,0,0,0,861,897,44,21,83,45,86,373,554,972,2739,2269,1600,1129,1062,353,2135,13472,0,10,7,22,77,20,185,197,374,213,64,64,16,0,188,1435,3,14,39,102,293,97,325,195,216,49,9,5,8,0,168,1522,3,4,7,5,29,5,33,18,18,15,3,0,0,0,44,188,6,14,41,72,101,29,43,18,14,4,0,0,0,0,34,382,45,47,171,273,493,208,405,267,282,82,23,19,7,0,270,2589,6,0,3,0,4,0,9,0,3,3,0,0,0,0,85,124,57,94,269,476,1002,352,995,701,910,363,110,88,31,3,791,6233,259,147,752,686,1277,4337,3524,4076,6425,4241,2883,1852,1734,621,4556,37366,11,4,0,0,13,3,26,37,261,389,517,345,330,223,48,2216,0,3,3,0,16,26,93,103,317,114,80,45,37,31,15,883,3,0,0,0,11,20,38,71
115,3,0,0,0,4,4,7,13,15,14,4,9,4,3,1773,1844,143,48,143,81,138,276,495,909,3138,4089,3926,5385,6602,4231,4543,34151,3,5,12,12,31,15,122,142,531,424,221,350,176,51,264,2365,3,25,36,63,153,51,183,165,261,140,72,52,27,6,147,1382,0,3,0,6,9,7,12,13,17,33,20,22,12,0,43,195,19,20,21,20,24,19,16,13,16,19,0,3,0,0,12,208,96,49,93,147,184,96,168,168,283,152,96,88,53,11,184,1860,0,0,0,0,0,0,3,0,3,0,3,0,0,0,39,56,126,110,162,249,399,183,504,502,1113,768,406,509,267,77,688,6064,621,193,641,478,713,2041,2195,3116,6663,6769,6245,7492,8780,5211,6530,57694,11,3,3,0,5,3,17,18,165,299,747,687,987,912,87,3943,6,3,3,0,17,18,59,48,231,126,92,72,60,67,14,827,9,0,0,0,7,8,18,57
116,3,0,12,7,12,11,29,22,34,24,21,6,7,4,1885,2077,258,126,362,277,426,1012,1532,2343,7213,7266,6455,4773,4634,1799,4982,43450,11,12,12,17,119,57,381,512,1132,742,387,289,158,27,426,4291,8,27,72,156,390,124,433,331,404,169,87,40,16,3,238,2508,7,5,10,19,45,14,62,38,94,37,22,13,11,3,72,451,29,27,117,150,191,72,111,56,75,28,9,3,3,3,99,980,170,124,479,819,1191,520,916,554,936,369,169,90,51,21,722,7134,10,3,13,12,4,5,19,12,24,3,5,0,0,0,305,414,237,203,699,1172,1942,792,1917,1513,2668,1356,675,434,245,57,1862,15777,968,389,1568,1683,2663,4918,5015,5626,12931,11166,9643,6503,6156,2233,8400,79860,5,4,0,0,3,0,6,24,339,864,1651,1221,1163,545,101,5951,3,3,3,0,15,26,42,72,227,99,71,28,16,12,8,637,0,3,0,0,3,8,25,61
117,3,0,0,0,0,3,9,3,11,5,4,10,0,0,919,969,107,44,115,107,167,384,566,805,2219,2044,1966,2362,2976,1982,2026,17872,10,12,11,20,57,25,163,213,476,382,166,386,124,30,242,2327,4,21,59,67,216,49,225,168,243,105,43,47,21,7,129,1399,0,7,9,8,11,3,15,21,32,39,10,23,8,3,32,213,12,16,46,47,53,23,34,19,31,13,4,4,4,0,40,335,144,79,230,274,347,287,391,294,479,202,102,68,61,10,388,3347,0,0,7,4,5,0,6,11,8,3,0,0,3,0,104,142,182,135,359,410,684,388,835,719,1270,738,322,535,212,50,927,7763,792,249,835,725,1153,2711,2526,2970,6364,5697,6127,5763,8370,5774,5479,55534,4,3,3,0,3,3,14,34,342,916,2432,2503,4030,5006,167,15453,7,5,9,0,46,54,194,243,630,253,157,69,74,104,28,1879,3,3,4,0,7,9,25,80
118,0,0,3,0,0,0,0,9,9,11,6,12,7,7,1438,1515,137,36,88,73,136,201,375,623,1901,2235,2314,4078,4855,4479,3433,24950,10,5,3,16,44,19,113,180,577,490,190,490,144,43,309,2627,17,24,40,60,204,42,242,205,314,162,54,112,39,6,234,1754,0,7,4,8,17,3,16,20,41,21,7,31,6,3,42,220,19,11,34,33,39,15,24,18,26,17,0,4,3,0,33,287,159,63,134,177,276,159,291,256,412,215,114,116,86,31,380,2856,0,0,0,3,0,0,4,3,6,3,0,0,0,0,85,109,201,119,217,292,572,232,698,681,1379,903,367,754,285,84,1078,7855,706,215,624,497,907,1804,2048,2731,5634,5382,5581,7158,9132,7833,6753,56998,9,5,0,0,3,3,10,17,178,464,1263,1356,2343,3250,162,9060,3,5,0,0,20,19,68,107,326,170,134,83,88,183,24,1228,0,0,4,0,0,4,15,43
119,17,4,13,13,23,25,38,57,81,67,23,14,13,4,3435,3831,521,276,798,747,1237,2653,3577,4874,11656,9747,7934,6328,7143,3642,9039,70160,22,26,29,43,207,62,544,623,1463,1045,534,492,233,57,631,6010,11,58,173,244,585,184,610,460,657,296,154,87,54,12,350,3940,12,9,18,17,62,21,79,51,109,58,31,30,13,0,97,602,64,51,142,191,182,88,91,74,87,36,8,17,3,0,93,1129,410,232,663,945,1261,798,1374,1033,1785,778,431,236,144,64,1116,11264,15,3,12,6,10,12,14,18,31,6,4,3,3,0,367,503,534,370,1044,1448,2308,1171,2711,2255,4133,2215,1159,855,449,140,2654,23446,2318,823,3235,2789,4332,11198,10122,11230,21569,16174,12853,9183,9944,4851,15093,135716,6,3,4,0,8,6,28,50,658,1331,2398,1697,1926,1206,142,9451,5,13,17,0,54,59,223,271,742,280,173,77,65,56,41,2070,7,3,0,3,12,18,68,154
120,3,0,3,4,7,7,10,3,20,16,8,5,3,3,1740,1822,182,56,183,167,254,484,872,1179,3390,3497,3163,4287,5394,4428,3921,31448,6,12,14,24,56,23,182,246,714,589,227,520,160,29,355,3165,8,20,48,92,217,73,266,204,333,181,74,79,31,3,163,1812,4,0,7,5,14,10,14,26,42,43,18,24,10,0,37,256,31,13,46,60,65,25,27,19,44,18,5,12,7,0,40,412,217,80,201,244,344,248,357,303,634,272,188,139,73,30,384,3718,3,0,0,3,3,4,4,5,11,3,3,0,0,0,107,149,270,132,321,427,698,380,858,810,1774,1107,517,783,291,65,1086,9510,1044,251,1027,854,1232,3337,3137,3667,8038,7154,6508,7224,9202,7099,7062,66828,3,3,0,0,4,3,22,25,300,691,1448,1456,2340,2692,110,9106,3,9,7,0,30,38,130,134,422,193,130,74,81,89,29,1360,3,3,0,0,0,8,24,68
121,7,0,0,0,0,3,6,10,13,6,5,19,7,9,3144,3235,267,87,205,106,201,389,623,991,3307,4035,3795,9525,10095,9215,6873,49727,16,19,6,14,66,26,180,258,822,766,281,897,287,74,459,4167,15,23,60,92,231,78,308,231,420,293,130,175,62,19,279,2402,0,0,7,6,20,7,17,17,56,39,20,33,17,3,54,288,44,29,39,48,41,27,32,18,40,13,10,26,3,3,32,399,375,115,167,205,274,167,309,275,593,318,239,200,121,48,404,3815,0,0,0,0,0,4,0,3,3,0,0,0,3,0,71,94,452,184,292,364,625,305,844,807,1936,1420,670,1330,494,146,1302,11173,1264,351,960,686,1104,2473,2995,4344,9537,9235,8606,14857,16878,14315,11232,98834,15,5,0,0,8,3,13,21,241,614,1625,1826,3147,4280,164,11957,7,14,5,0,24,26,97,112,393,229,210,147,134,318,24,1724,0,3,3,0,8,10,24,62
122,0,0,0,0,0,0,3,9,12,8,12,15,3,3,1806,1874,120,48,94,82,101,204,419,768,2745,3478,3479,5815,6212,4187,4426,32172,7,10,18,19,45,19,136,230,629,524,233,480,163,35,388,2937,8,25,45,77,230,62,278,242,396,188,78,68,32,8,243,1974,3,3,5,9,9,0,28,17,35,18,13,12,6,0,42,185,7,18,23,21,36,10,23,26,26,12,4,7,3,0,30,241,86,36,103,124,202,137,241,234,429,196,96,81,49,20,272,2306,0,0,0,0,0,3,0,0,13,0,0,0,0,0,71,98,104,90,193,248,525,229,708,751,1524,940,422,648,253,63,1047,7755,476,180,579,479,803,2117,2473,3647,7553,7059,6794,8477,9440,6124,7481,63681,3,0,0,0,7,3,3,12,201,501,1143,1041,1514,1808,123,6376,0,3,4,0,18,16,72,106,384,178,140,95,77,134,24,1245,4,0,4,0,3,4,20,45
123,4,0,0,0,5,13,20,21,43,16,13,7,4,7,1423,1570,146,63,155,113,220,617,991,1520,5144,5423,4958,3584,3647,1537,4136,32259,19,9,8,15,92,40,333,443,975,658,325,233,114,35,399,3698,11,19,51,123,366,97,433,282,360,171,80,30,19,5,246,2301,3,6,9,18,42,17,44,41,61,40,24,10,4,0,64,389,13,25,65,118,142,50,77,33,44,12,6,13,7,0,59,679,70,88,358,613,867,314,608,403,619,219,97,49,17,13,527,4870,3,3,4,7,5,5,6,4,14,0,0,0,0,0,169,225,122,155,494,896,1517,518,1496,1209,2075,1109,535,332,161,57,1472,12153,511,267,1006,1165,1938,3691,3961,4377,10081,9009,7814,5119,4961,1937,7067,62895,5,0,0,0,8,6,9,16,305,748,1437,1117,963,406,99,5123,3,3,6,0,17,19,48,70,183,104,76,26,27,13,5,603,3,0,0,0,3,13,20,63
124,3,0,0,0,4,10,10,10,31,25,13,14,6,3,1665,1797,119,57,150,126,169,520,967,1610,5929,6302,5830,4486,4500,1836,4850,37442,14,17,11,21,95,44,337,522,1232,834,393,340,130,29,558,4581,9,33,94,166,508,120,577,420,523,214,99,61,22,4,278,3121,0,4,13,17,51,11,64,32,82,57,33,8,5,3,76,455,11,19,74,109,201,57,65,41,68,27,9,5,7,0,47,730,104,100,294,530,950,343,759,478,736,280,125,47,34,8,520,5306,3,3,8,3,4,4,8,4,9,0,3,0,0,0,168,236,147,174,488,847,1809,584,1807,1492,2654,1419,659,461,193,43,1653,14433,498,278,1034,1166,2226,4204,4664,5529,12592,11120,9652,6555,6331,2395,8397,76644,8,5,0,0,10,4,21,30,405,979,1893,1344,1304,581,140,6722,6,0,3,0,22,20,68,100,320,176,117,69,40,26,31,1003,6,3,3,0,6,13,36,93
125,4,3,14,10,9,27,24,31,62,36,17,9,10,3,2475,2743,467,203,662,559,881,2158,2868,3625,8666,7359,5879,4963,5015,2482,6263,52046,10,14,22,29,116,55,372,513,1078,761,398,347,195,50,403,4375,13,42,92,168,385,115,391,290,473,238,102,54,35,11,206,2621,7,3,12,16,45,17,33,42,73,64,27,22,11,3,76,449,46,40,89,117,132,64,69,49,65,32,15,12,12,5,66,801,309,168,541,715,913,569,935,682,1176,554,246,176,91,30,797,7881,6,3,3,11,5,13,18,3,15,0,9,0,4,0,279,373,398,274,765,1044,1594,832,1818,1584,2873,1647,789,611,344,101,1827,16502,1760,589,2318,2059,3072,7384,7305,8156,16219,12363,9857,7432,7552,3311,10460,99843,4,3,0,0,13,4,26,36,471,1078,2000,1536,1795,928,104,7999,0,8,3,0,31,38,164,174,497,193,99,55,37,24,27,1351,3,0,3,0,0,14,47,123
126,3,0,0,0,3,5,0,6,3,10,6,7,5,3,1149,1205,136,39,113,72,163,289,515,777,2242,2419,2184,3336,4104,3023,2746,22177,5,3,10,13,40,18,106,128,372,346,160,290,104,40,212,1835,3,10,34,44,118,46,161,126,194,104,46,37,19,6,103,1052,0,3,4,9,10,5,4,13,29,25,7,9,0,0,25,140,22,17,16,27,34,16,17,11,19,9,3,3,0,0,14,211,112,58,90,119,156,119,174,219,355,193,105,78,51,15,210,2046,0,0,0,0,0,3,0,3,0,0,0,0,0,0,49,67,147,95,150,209,353,204,469,504,980,674,325,419,174,66,602,5357,690,180,602,402,697,1917,1989,2575,5135,4617,4130,4942,5957,4069,4411,42308,7,0,0,0,0,3,7,13,161,388,796,794,1026,922,49,4165,0,11,4,0,12,21,50,64,190,85,62,41,44,74,11,663,0,0,0,0,3,4,13,49
127,3,3,14,19,15,25,45,44,86,47,26,16,6,5,2352,2707,439,195,653,495,701,2431,2958,3744,9358,7596,6208,4143,4120,1744,6708,51494,17,22,27,36,148,67,437,504,1094,615,400,251,135,42,421,4220,13,46,161,194,461,141,417,306,455,179,93,45,28,6,251,2799,6,7,19,21,40,8,60,50,90,46,27,15,7,3,85,497,41,33,151,176,168,75,81,74,107,48,20,14,3,4,96,1089,315,188,852,995,1257,734,1195,833,1464,608,314,152,106,28,947,9987,5,4,8,10,11,7,13,21,26,11,3,0,3,0,386,513,394,299,1206,1438,2088,1033,2207,1787,3241,1505,854,482,278,88,2196,19106,1425,599,2695,2228,3194,8347,7041,7653,15678,11300,9087,5502,5297,2094,10803,92941,3,0,0,0,4,4,23,35,398,758,1422,1053,950,386,78,5109,0,5,4,0,21,19,73,82,217,87,70,32,26,11,26,687,3,3,0,0,6,9,29,84
128,0,0,3,0,0,0,4,3,15,8,11,6,3,0,1440,1496,75,42,79,50,89,217,393,701,2820,3790,4008,4568,5697,3048,4027,29608,4,5,8,3,41,16,173,242,638,547,308,331,174,35,372,2911,4,27,43,73,242,64,299,254,300,207,86,40,42,7,205,1902,3,3,10,7,14,3,20,23,42,28,19,10,8,6,42,235,10,3,25,30,57,20,24,20,26,13,6,3,0,0,31,276,57,39,115,177,250,127,255,256,426,176,115,61,53,16,276,2402,0,0,7,3,0,0,3,3,5,0,0,0,0,0,62,91,85,83,199,299,617,235,776,797,1439,972,530,442,276,67,988,7810,371,149,567,484,877,2457,2770,3607,6955,7002,6941,6755,8094,4043,6544,57607,4,3,0,0,0,3,8,11,164,377,986,962,1353,878,74,4814,0,4,0,0,9,11,49,63,218,132,104,49,59,66,10,777,3,3,0,0,3,5,14,38
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,4,7,20,3,3,0,0,0,749,786,50,21,74,59,87,409,679,1099,3389,2714,1966,1322,1089,389,2122,15467,0,3,5,17,55,30,185,198,473,219,82,57,20,3,182,1538,3,17,48,117,302,83,343,222,227,61,15,9,3,0,183,1627,3,3,6,14,33,5,24,16,26,23,6,7,0,0,42,204,8,8,38,68,92,29,25,20,16,7,0,0,0,3,42,343,43,42,166,351,575,196,451,267,313,78,33,12,11,3,283,2823,0,0,3,3,3,0,4,3,16,3,0,0,0,0,88,121,54,78,266,560,1053,340,1035,721,1075,386,140,84,31,6,817,6654,257,128,647,793,1341,3679,3386,3690,7026,4856,3427,1961,1743,597,4294,37827,14,5,3,4,14,9,29,38,307,503,762,467,404,197,46,2793,5,7,4,0,29,26,75,109,273,92,90,32,14,28,12,805,6,7,4,0,21,19,56,97
202,0,0,0,0,0,0,8,11,19,7,3,0,0,0,842,901,42,32,91,67,90,361,623,998,3167,2728,2013,1335,1074,382,2147,15143,4,3,4,12,54,22,202,233,464,257,75,63,16,3,215,1645,3,11,49,104,314,81,347,213,232,62,20,8,3,0,177,1617,3,0,0,8,25,8,34,18,37,19,4,6,0,0,34,194,5,11,44,59,77,24,25,20,15,0,0,0,0,0,28,304,32,37,185,278,523,183,404,262,306,99,35,18,6,4,238,2602,0,3,3,3,5,0,10,3,0,0,0,0,0,0,67,103,47,71,284,465,1002,323,1015,739,1055,438,142,91,23,8,756,6467,224,125,675,657,1272,3303,3200,3701,6731,4879,3504,2024,1719,607,4210,36831,7,12,3,0,20,3,28,46,325,496,679,433,414,193,59,2722,6,4,4,0,27,21,68,99,290,124,85,42,30,25,23,829,8,3,3,0,13,4,46,93
203,4,0,0,0,0,4,8,11,15,11,5,4,3,0,1532,1599,90,49,122,99,144,515,873,1444,5220,5129,4038,3166,2876,936,4134,28845,12,13,14,19,79,45,274,365,761,454,159,172,47,16,383,2802,4,26,68,169,523,161,590,433,413,142,53,32,7,4,321,2954,3,3,17,13,38,11,54,35,58,39,17,9,3,0,57,350,13,12,52,78,134,35,61,33,35,10,3,0,0,0,53,520,49,58,263,438,734,296,594,439,539,181,65,46,13,3,421,4148,3,0,0,3,0,8,6,9,4,0,0,0,0,0,146,183,80,114,420,729,1509,552,1576,1310,1809,825,295,260,79,22,1380,10959,438,210,1081,1054,1976,5354,5033,5852,11050,8899,7021,4785,4330,1394,7784,66267,15,3,0,0,20,5,24,31,359,691,1484,1034,880,464,92,5103,6,8,8,0,39,43,107,160,447,184,145,62,46,64,14,1343,0,3,3,0,5,20,58,108
204,0,0,0,0,3,3,3,8,8,11,0,0,0,0,1053,1095,55,38,93,80,115,461,684,1086,3710,3070,2278,1276,1047,355,2576,16929,5,5,10,29,74,44,225,264,479,195,76,72,16,3,220,1708,6,23,59,124,329,108,382,214,233,65,21,7,0,3,184,1756,0,0,0,8,30,10,21,17,39,19,10,0,0,0,32,177,7,9,47,63,100,20,34,16,12,9,0,0,0,0,37,354,38,55,178,310,524,176,380,223,302,73,31,8,11,3,243,2572,3,0,0,0,3,3,11,13,8,3,0,0,0,0,73,110,56,98,303,530,1057,354,1055,743,1069,353,136,88,32,10,796,6682,349,172,833,831,1457,3936,3666,4202,7968,5565,4102,1992,1711,553,5104,42434,18,18,7,0,32,18,67,78,450,643,906,554,426,206,81,3493,5,10,5,3,37,28,88,126,365,156,109,53,29,45,25,1078,11,6,15,0,11,24,64,137
205,3,0,3,0,0,9,11,10,30,5,3,8,0,0,1756,1834,116,48,160,113,177,743,1161,1834,5336,4521,3106,2352,2001,651,4283,26618,10,4,20,33,94,40,313,314,684,323,116,141,21,13,373,2496,9,23,70,183,605,164,552,338,352,94,28,13,7,3,306,2746,3,3,14,29,38,19,32,30,62,27,4,9,0,0,68,335,15,16,81,124,154,34,63,38,32,4,3,0,0,3,53,625,89,85,308,554,938,339,640,403,436,123,45,19,3,9,512,4506,0,0,7,8,7,8,11,3,7,3,3,0,0,0,167,227,117,139,494,933,1839,601,1614,1118,1565,582,199,183,36,24,1485,10928,577,265,1384,1405,2412,7152,5941,6825,11662,8196,5724,3742,3220,1059,8778,68346,37,21,3,3,39,16,71,108,619,831,1080,654,626,319,128,4561,15,16,7,4,44,48,162,180,521,232,134,68,50,51,46,1580,4,3,7,0,31,40,89,186
