SA4_CODE_2016,Ag_forest_fish_C06_M,Ag_forest_fish_C06_F,Ag_forest_fish_C06_P,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Mining_C06_M,Mining_C06_F,Mining_C06_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Manuf_C06_M,Manuf_C06_F,Manuf_C06_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Ele_gas_wat_was_ser_01_Cen_M,Ele_gas_wat_was_ser_01_Cen_F,Ele_gas_wat_was_ser_01_Cen_P,Ele_gas_wat_was_ser_06_Cen_M,Ele_gas_wat_was_ser_06_Cen_F,Ele_gas_wat_was_ser_06_Cen_P,Ele_gas_wat_was_ser_11_Cen_M,Ele_gas_wat_was_ser_11_Cen_F,Ele_gas_wat_was_ser_11_Cen_P,Constr_C06_M,Constr_C06_F,Constr_C06_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Whlesale_tde_C06_M,Whlesale_tde_C06_F,Whlesale_tde_C06_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Retail_tde_C06_M,Retail_tde_C06_F,Retail_tde_C06_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Accom_food_S_C06_M,Accom_food_S_C06_F,Accom_food_S_C06_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Tpt_post_ware_C06_M,Tpt_post_ware_C06_F,Tpt_post_ware_C06_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Inf_Medi_Tele_C06_M,Inf_Medi_Tele_C06_F,Inf_Medi_Tele_C06_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Finan_Insu_S_C06_M,Finan_Insu_S_C06_F,Finan_Insu_S_C06_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Rent_hir_re_est_S_01_Cen_M,Rent_hir_re_est_S_01_Cen_F,Rent_hir_re_est_S_01_Cen_P,Rent_hir_re_est_S_06_Cen_M,Rent_hir_re_est_S_06_Cen_F,Rent_hir_re_est_S_06_Cen_P,Rent_hir_re_est_S_11_Cen_M,Rent_hir_re_est_S_11_Cen_F,Rent_hir_re_est_S_11_Cen_P,Prof_scie_tech_S_01_Cens_M,Prof_scie_tech_S_01_Cens_F,Prof_scie_tech_S_01_Cens_P,Prof_scie_tech_S_06_Cens_M,Prof_scie_tech_S_06_Cens_F,Prof_scie_tech_S_06_Cens_P,Prof_scie_tech_S_11_Cens_M,Prof_scie_tech_S_11_Cens_F,Prof_scie_tech_S_11_Cens_P,Admin_supp_S_C06_M,Admin_supp_S_C06_F,Admin_supp_S_C06_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Pub_admin_safet_C06_M,Pub_admin_safet_C06_F,Pub_admin_safet_C06_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Educ_trn_C06_M,Educ_trn_C06_F,Educ_trn_C06_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Hea_car_soc_assist_01_Cens_M,Hea_car_soc_assist_01_Cens_F,Hea_car_soc_assist_01_Cens_P,Hea_car_soc_assist_06_Cens_M,Hea_car_soc_assist_06_Cens_F,Hea_car_soc_assist_06_Cens_P,Hea_car_soc_assist_11_Cens_M,Hea_car_soc_assist_11_Cens_F,Hea_car_soc_assist_11_Cens_P,Arts_rec_S_C06_M,Arts_rec_S_C06_F,Arts_rec_S_C06_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Oth_services_C06_M,Oth_services_C06_F,Oth_services_C06_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Inad_descr_Ns_C06_M,Inad_descr_Ns_C06_F,Inad_descr_Ns_C06_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
202,2158,908,3068,1935,809,2743,2039,824,2859,488,60,544,679,87,762,790,121,910,4962,1833,6790,4794,1759,6560,4167,1701,5867,444,141,580,578,219,795,574,202,774,4184,544,4726,4947,584,5527,5149,610,5753,1212,447,1652,1236,461,1697,879,330,1210,3203,4299,7508,3242,4423,7666,3069,4074,7137,1174,2173,3346,1438,2417,3853,1776,2552,4329,1671,486,2157,1907,525,2434,1814,470,2282,611,610,1217,503,371,873,475,348,821,807,1012,1818,930,1131,2053,980,1248,2231,301,262,563,303,315,619,341,363,707,1088,1032,2126,1469,1305,2782,1619,1493,3119,711,651,1358,848,803,1657,834,1008,1842,1970,1647,3611,2051,1977,4025,2138,1962,4098,1597,3266,4866,1766,3814,5582,1781,4227,6005,1601,5816,7418,1935,7195,9131,2155,8371,10529,401,385,784,517,438,960,539,518,1059,1164,905,2064,1280,1005,2293,1337,1072,2412,716,517,1231,711,502,1209,1590,905,2492,30451,26985,57436,33080,30140,63226,34049,32395,66444
203,1388,695,2081,1341,580,1923,1503,676,2181,179,14,195,317,34,353,343,47,390,11152,2841,13990,9957,2527,12484,7046,2088,9130,833,194,1031,1024,299,1321,1101,415,1517,8131,1113,9242,10316,1168,11484,11389,1239,12626,2609,1271,3880,2691,1228,3916,2098,876,2974,5514,7950,13466,5561,8428,13989,5913,8355,14265,2696,3995,6688,3126,4695,7816,3881,5275,9151,3528,825,4352,3933,900,4829,4235,939,5181,847,680,1523,819,603,1421,845,606,1452,1054,1295,2350,1358,1874,3232,1528,1924,3460,689,677,1366,722,780,1495,778,898,1674,2763,2228,4987,3337,2635,5968,3825,3153,6973,1491,1588,3075,1637,1725,3363,1763,2008,3772,2980,2695,5678,3522,3357,6886,3937,3870,7804,2918,5960,8879,3390,7116,10511,3940,8451,12389,2143,9686,11830,2790,12503,15297,3588,15012,18606,786,715,1500,957,848,1805,1210,983,2193,2004,1663,3667,2207,1895,4097,2326,2111,4438,1193,833,2025,1303,878,2182,3067,1775,4836,54884,46933,101814,60319,54055,114376,64319,60706,125026
204,4324,1926,6250,3955,1738,5695,3880,1714,5598,146,15,160,263,39,293,274,29,306,6793,2332,9124,6349,2044,8394,5082,1788,6871,482,66,548,566,80,649,645,94,740,4832,623,5457,5468,741,6208,5877,764,6644,1430,582,2015,1607,521,2130,1224,442,1661,3335,4743,8075,3178,4761,7939,2930,4363,7294,1870,3312,5186,2059,3522,5582,2192,3644,5841,2291,694,2987,2621,765,3380,2739,773,3518,347,302,652,362,276,634,316,248,563,446,672,1120,394,729,1124,358,695,1044,420,421,840,426,433,855,377,450,825,1184,1163,2345,1208,1322,2531,1242,1448,2689,906,905,1807,1004,913,1920,1169,1242,2404,3601,2392,5995,3997,2664,6656,3893,2680,6575,1631,3494,5123,1703,3946,5651,1608,4427,6033,1228,6415,7641,1454,7651,9105,1627,8433,10064,464,325,786,495,407,903,548,501,1046,1480,949,2434,1482,998,2482,1610,1098,2709,982,662,1646,900,639,1534,2020,1100,3120,38203,31993,70195,39488,34183,73668,39607,35941,75545
205,6402,3220,9624,5842,2909,8752,6268,3150,9422,1203,94,1293,1614,119,1740,1354,116,1476,7202,2026,9231,7348,2139,9489,5811,1753,7562,2579,317,2895,2936,450,3389,2963,459,3425,8471,1000,9463,10399,1251,11651,9870,1096,10966,2217,860,3075,2372,893,3264,1691,651,2339,4962,7449,12411,4931,7548,12481,4676,6866,11542,2238,3970,6210,2708,4824,7535,2977,4739,7717,2740,758,3503,3194,898,4088,2910,850,3758,497,495,997,467,419,888,511,425,938,611,1164,1767,611,1169,1781,540,1070,1607,524,566,1089,562,684,1242,553,762,1314,1635,1591,3229,1996,1931,3922,2064,2139,4205,1500,1137,2636,1446,1323,2768,1404,1651,3063,2875,2785,5665,3137,3427,6556,3164,3667,6836,2318,5747,8062,2490,6373,8863,2292,6838,9129,1880,9173,11055,2216,11121,13329,2430,12270,14707,605,616,1220,672,733,1402,776,871,1651,2092,1486,3576,2366,1750,4116,2346,1923,4271,1509,1065,2575,1502,943,2440,2963,1608,4577,54054,45515,99573,58804,50895,109695,57579,52908,110486
206,387,191,578,446,235,680,594,364,961,331,179,511,584,298,880,552,306,852,10455,5117,15574,9886,4980,14869,8176,4543,12717,979,582,1564,1605,1024,2629,1867,1066,2937,7881,1448,9322,10658,1896,12558,12373,2267,14642,6143,4232,10376,6242,4364,10608,4652,3474,8122,9699,11606,21310,9833,12709,22540,11131,15019,26153,9210,8415,17623,10884,9725,20608,14537,13377,27912,5550,2187,7730,5871,2630,8499,6738,2968,9702,5502,4660,10159,5814,4615,10428,6357,4838,11197,8772,7751,16521,10360,8680,19045,10997,8928,19925,2151,1771,3926,2602,2224,4826,3495,2998,6494,19203,15292,34492,24378,19065,43438,27725,22028,49753,4282,5262,9549,4920,5339,10261,5244,5886,11126,6476,7199,13681,7379,8747,16125,7917,9480,17397,7943,14151,22089,9273,16516,25791,11536,20343,31877,7348,17835,25186,8724,22112,30837,10230,25805,36034,3477,3251,6727,4472,3999,8470,5710,5064,10777,3195,3745,6938,3681,4342,8015,3935,5100,9041,3131,2501,5631,3244,2519,5766,7067,5472,12543,122110,117376,239491,140846,136020,276865,160826,159332,320165
207,242,128,370,248,139,383,312,187,507,253,102,352,323,123,447,285,114,402,8487,3738,12219,7408,3352,10755,5464,2736,8197,651,305,954,892,416,1311,950,475,1425,6560,1219,7778,7209,1350,8560,7621,1430,9049,5433,3196,8632,5055,2972,8022,3634,2369,6002,8184,9506,17688,8036,9322,17359,8028,9183,17210,5052,4589,9638,5482,5051,10535,6104,5584,11683,2997,1130,4124,3183,1227,4415,3403,1278,4678,2791,1851,4642,2771,1659,4430,2835,1626,4462,5978,4488,10463,6252,4557,10808,6016,4473,10490,1618,1228,2842,1828,1376,3205,2211,1762,3976,11934,8059,19994,13069,8667,21734,12861,9089,21954,2690,2700,5389,2726,2611,5335,2855,2641,5497,3724,3392,7116,3584,3766,7353,3560,3643,7196,4864,10465,15325,5118,10897,16008,5494,11498,16997,5239,14290,19524,5952,15744,21699,6541,16586,23123,1500,1236,2742,1725,1439,3165,2025,1591,3617,2596,2453,5043,2629,2528,5157,2519,2619,5134,2110,1744,3850,1951,1589,3544,4068,2940,7002,82901,75799,158695,85426,78785,164215,86787,81820,168603
208,243,155,391,278,150,426,388,212,595,259,82,343,335,150,486,337,142,480,11930,5272,17199,10712,4815,15525,7839,3908,11741,742,359,1098,1104,580,1684,1172,688,1858,8780,1557,10342,10589,1810,12398,11428,1996,13428,6493,3831,10323,6289,3724,10012,4667,2941,7614,8853,10595,19448,8764,10541,19297,8893,10398,19293,4434,4442,8877,5007,4875,9885,5653,5354,11000,3904,1328,5228,4063,1485,5554,4293,1564,5856,3032,2046,5075,3148,1972,5122,3193,1977,5168,5851,4616,10475,6517,5040,11552,6790,5117,11909,1664,1488,3149,1922,1705,3623,2305,2141,4447,11807,8360,20166,13862,9837,23700,14580,10553,25132,3003,2983,5987,3384,3113,6494,3251,3451,6700,3980,3837,7815,4244,4596,8841,4389,4841,9225,4571,10792,15364,5178,12221,17396,5950,14077,20021,4460,14364,18824,5168,16736,21903,5749,18354,24104,1806,1388,3198,2115,1703,3822,2672,2020,4692,2936,2759,5693,3015,3000,6018,2996,3217,6211,2571,2037,4603,2353,1889,4240,5168,3524,8688,91323,82280,173599,98036,89941,187981,101708,96470,198179
209,603,475,1071,557,364,924,781,506,1282,160,62,220,274,101,374,324,102,423,17760,6712,24477,16436,6213,22657,12666,5040,17702,960,482,1441,1362,703,2064,1657,804,2464,14262,1912,16176,17908,2381,20295,19773,2504,22282,5874,3134,9013,6029,3175,9208,4633,2541,7177,8977,11743,20724,9512,12910,22425,10417,13258,23674,4201,5176,9376,5135,6015,11147,6663,7043,13704,7011,1863,8872,8381,2313,10693,9420,2642,12063,2386,1558,3939,2533,1569,4102,2790,1575,4369,3523,4084,7608,4134,4398,8532,4477,4383,8853,1141,1062,2200,1332,1317,2651,1621,1668,3287,6409,5437,11845,8244,6649,14891,9104,7491,16596,2941,3018,5965,3544,3364,6909,4028,4002,8029,5654,4840,10492,6504,5989,12497,7376,6578,13952,4617,10203,14816,5291,12266,17561,6272,14991,21267,4221,16309,20531,5309,20478,25787,6421,24317,30735,1370,1303,2668,1659,1593,3255,2160,1903,4062,4139,3142,7280,4215,3394,7608,4730,3877,8613,2939,2053,4988,3057,1992,5051,6915,4154,11072,99143,84559,183708,111425,97195,208621,122228,109382,231609
210,365,248,613,375,237,613,558,292,850,118,32,151,167,48,216,215,53,275,13154,4876,18029,12209,4349,16554,9273,3566,12836,559,235,792,923,423,1348,1127,463,1596,9156,1203,10360,12287,1402,13691,13644,1588,15235,4007,2065,6070,3970,2101,6071,3162,1614,4772,5882,8158,14039,6367,8508,14876,6909,8833,15742,3022,3780,6796,3661,4452,8115,4654,5026,9683,8120,2609,10732,9207,2999,12204,10661,3395,14057,1280,826,2108,1404,858,2260,1582,869,2449,2019,2852,4870,2497,3240,5739,2698,3245,5944,864,822,1690,971,986,1953,1082,1206,2287,3110,3064,6170,4049,3746,7793,5002,4285,9292,2159,2078,4241,2476,2415,4888,2956,2801,5759,3691,3373,7061,4094,4053,8141,4848,4462,9304,2277,5922,8202,2788,7218,10007,3388,9227,12615,1892,8469,10368,2432,10927,13361,3050,13962,17019,854,796,1653,1143,988,2130,1414,1157,2571,2982,1746,4727,3210,2093,5301,3677,2352,6033,2341,1481,3817,2388,1507,3896,5272,2820,8097,67857,54633,122490,76620,62547,139162,85178,71229,156400
211,1340,735,2073,1180,649,1826,1369,855,2219,264,56,320,317,95,416,342,87,425,23164,9921,33083,20876,8889,29762,14967,6698,21660,1350,493,1841,1697,682,2385,1818,695,2508,19510,2843,22351,22651,3196,25843,22888,3194,26080,9410,5741,15146,8919,5357,14273,6471,4092,10560,12972,16824,29793,12039,16242,28281,11988,15125,27109,4632,6420,11055,5000,6854,11859,5829,7461,13293,6201,1864,8064,6280,1958,8234,6243,1982,8221,3076,1885,4962,2964,1738,4702,3064,1722,4790,4579,4553,9133,4633,4604,9237,4476,4111,8582,1443,1618,3068,1498,1691,3193,1766,2062,3832,8689,6922,15610,10226,7808,18027,10638,8164,18806,3894,3854,7750,4130,4105,8236,4327,4189,8508,5575,4839,10414,5832,5567,11391,6128,5550,11673,5231,12174,17404,5751,13911,19659,6325,15825,22153,3994,19596,23585,4729,22805,27534,5508,25225,30734,1610,1610,3220,1807,1729,3540,2170,2014,4183,5845,4083,9921,6138,4553,10690,5787,4690,10476,3123,2317,5447,3173,2336,5509,7419,4481,11906,125899,108353,234256,129839,114761,244593,129527,118197,247729
212,1740,1008,2754,1707,1062,2770,2192,1354,3549,312,90,398,471,97,573,491,116,607,34720,14674,49391,34254,14017,48274,27180,11255,38437,1520,662,2188,2167,925,3092,2471,974,3448,17687,2793,20483,22476,3363,25838,26825,3800,30625,10846,6570,17414,11597,6898,18497,9301,5392,14694,14088,17722,31810,15466,18782,34246,17062,19852,36916,6028,7232,13257,7905,8736,16639,9688,10389,20070,10147,2772,12921,11668,3224,14897,13377,3623,16999,3172,1931,5108,3377,1913,5291,3736,1776,5507,4354,5354,9705,5436,6075,11511,5784,6234,12014,1533,1519,3052,1768,1793,3560,2370,2385,4755,8456,6839,15292,10455,8062,18514,12211,9138,21354,4337,4538,8876,5279,4950,10228,6314,6052,12369,4992,4667,9664,5688,5812,11498,6386,6039,12428,5060,10882,15940,5988,13440,19429,7092,16419,23505,4144,18916,23056,5843,25051,30899,7887,31784,39672,1700,1445,3140,2089,1788,3872,2685,2153,4834,6081,3987,10066,7155,4772,11929,7836,5635,13476,4791,3183,7977,5505,3544,9046,13297,7137,20428,145709,116787,262493,166297,134307,300603,184179,151513,335693
213,785,404,1188,771,383,1147,1223,709,1927,288,96,383,422,150,570,528,139,666,26303,8868,35172,26397,9101,35503,20323,7578,27908,1194,446,1640,1933,841,2774,2611,1097,3711,14730,1994,16725,20305,2736,23040,22448,3112,25563,7512,3948,11453,8666,4601,13264,7316,3801,11120,10496,14298,24796,12904,16543,29445,14803,18227,33030,5583,7322,12906,7990,8980,16965,10825,10993,21820,14499,4608,19106,18553,5721,24271,22719,6780,29498,2768,2171,4936,3476,2212,5689,4088,2361,6448,3897,5751,9650,5806,7278,13077,6727,7538,14262,1405,1441,2848,1807,1866,3672,2401,2380,4785,6200,5991,12198,9528,8001,17534,11804,9339,21146,4341,4702,9047,5470,5492,10960,6422,6375,12796,6608,6064,12676,8137,7888,16022,9307,8737,18048,3830,9344,13170,5214,12649,17860,6737,16720,23452,3356,15065,18420,4932,21543,26477,6654,27736,34390,1917,1868,3789,2680,2564,5242,3254,2867,6126,4674,3242,7913,5701,4245,9940,6607,5004,11612,4383,2793,7179,5021,3199,8224,11525,6385,17907,124775,100422,225193,155704,125980,281683,178323,147887,326215
214,717,446,1165,758,454,1209,908,569,1473,220,35,260,278,40,324,313,47,361,11445,4147,15597,10846,3872,14717,7986,3039,11024,679,185,855,931,252,1187,1077,293,1369,11008,1482,12494,13589,1733,15314,14736,1827,16567,3681,1911,5591,3745,2000,5751,2901,1576,4474,6062,8499,14561,6263,9049,15310,6266,8753,15022,2544,3887,6434,2895,4330,7226,3294,4593,7886,3374,1013,4380,3373,1097,4468,3337,1101,4439,973,679,1653,957,651,1614,931,590,1517,1271,1471,2743,1463,1585,3050,1380,1496,2876,915,1034,1946,955,1101,2057,1030,1306,2344,2887,2629,5513,3496,3133,6629,3746,3515,7264,1887,1766,3652,2163,2129,4300,2357,2487,4845,3346,2376,5722,3554,2791,6343,3816,3135,6949,2343,5536,7876,2644,6751,9397,2934,7829,10763,2155,10203,12357,2636,12390,15020,2953,14343,17293,932,785,1719,1148,976,2123,1383,1276,2659,2558,1990,4544,2804,2279,5082,2680,2453,5134,1690,1213,2906,1861,1229,3093,4170,2464,6633,60688,51275,111967,66366,57841,124210,68196,62709,130907
215,9111,3465,12575,7842,2739,10584,7520,2503,10022,383,55,435,630,71,703,478,55,532,4270,1506,5782,3793,1233,5027,2955,1153,4104,640,115,755,661,147,808,628,150,779,3453,454,3913,3688,432,4116,3719,438,4156,1598,619,2222,1569,581,2158,1226,391,1612,3188,4429,7612,3006,4375,7387,2693,3968,6659,1223,2366,3589,1390,2521,3906,1533,2497,4033,2280,550,2829,2363,584,2950,2110,513,2624,281,224,507,268,247,515,249,214,467,355,722,1079,346,660,1008,314,579,901,241,234,481,222,222,445,227,278,506,781,911,1698,782,963,1752,800,1080,1879,829,823,1659,771,790,1555,821,1112,1931,1874,1640,3510,1944,1744,3689,1969,1744,3709,1304,3332,4633,1235,3390,4620,1229,3682,4916,1225,5959,7184,1454,6836,8290,1588,7323,8916,374,225,598,357,262,623,390,311,704,1287,867,2155,1400,888,2288,1381,879,2267,930,679,1604,894,589,1486,1689,977,2669,35642,29170,64806,34627,29291,63911,33523,29860,63374
216,5181,2343,7525,4363,1783,6149,4414,1830,6238,69,8,79,147,13,161,137,11,151,5757,1904,7659,5554,1789,7343,4693,1508,6202,657,153,805,688,204,893,773,265,1034,3390,483,3874,3782,510,4289,3920,496,4417,1363,533,1901,1257,478,1733,838,311,1154,2728,3756,6482,2623,3830,6455,2363,3474,5833,1097,1967,3064,1209,2104,3319,1302,2160,3462,1709,416,2128,1739,431,2170,1725,437,2162,269,249,513,229,225,454,219,200,418,381,626,1013,333,555,889,275,475,751,252,276,525,208,244,453,233,296,533,759,918,1679,788,1030,1822,865,1046,1904,560,623,1192,570,624,1189,600,861,1466,938,943,1879,1012,1043,2060,1048,1086,2136,1003,2489,3495,1065,2761,3828,1063,2995,4064,850,4936,5784,1107,5941,7041,1245,6337,7580,211,225,437,262,245,504,284,279,561,1071,757,1829,1223,875,2100,1267,941,2211,671,516,1185,792,567,1362,1556,880,2430,28924,24127,53053,28951,25273,54223,28819,25887,54705
217,6429,3037,9473,5873,2650,8525,5981,2525,8502,289,38,330,303,52,354,288,35,319,4622,1243,5864,4628,1242,5875,3897,1198,5097,408,113,522,494,123,624,452,115,564,3580,390,3971,3874,365,4247,3469,335,3802,1394,498,1893,1259,473,1730,1034,370,1404,2658,3660,6323,2399,3683,6079,2142,3310,5451,1225,2389,3608,1479,2627,4107,1596,2449,4045,1810,409,2222,1916,400,2316,1840,421,2263,248,247,495,238,240,478,205,213,422,301,543,846,329,534,865,265,436,707,239,244,490,221,244,468,200,261,464,703,845,1549,790,920,1706,855,963,1813,672,641,1318,764,703,1465,608,770,1382,1275,1315,2592,1336,1423,2757,1299,1427,2718,1167,2640,3813,1197,2951,4142,1166,3115,4278,1058,5079,6136,1245,5974,7216,1316,6417,7727,260,218,477,311,295,607,316,332,650,957,735,1691,953,764,1721,1005,793,1800,791,553,1343,727,521,1243,1393,803,2195,30107,24831,54936,30342,26191,56532,29335,26274,55609
297,3,0,4,0,0,0,0,0,0,9,0,9,3,0,3,7,0,7,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,0,16,13,0,13,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,36,0,39,30,0,33,23,0,23
299,74,31,104,75,31,108,45,18,62,9,0,11,9,4,18,7,6,17,221,49,266,179,49,229,107,24,131,19,6,19,17,6,26,17,4,20,183,11,193,212,24,236,182,20,199,70,33,104,56,31,86,35,12,42,106,98,202,107,101,208,70,62,133,121,143,269,111,124,233,116,130,245,145,37,186,113,31,144,111,23,134,28,14,33,28,18,46,20,9,29,24,41,69,31,28,60,26,22,45,19,15,37,11,20,35,13,13,29,107,72,179,113,88,198,71,59,131,67,44,107,46,49,93,52,37,89,101,64,166,98,77,171,78,36,118,54,72,130,61,76,143,44,70,115,48,135,180,49,177,221,51,139,189,31,30,63,39,37,77,41,28,65,44,34,79,38,35,72,54,38,89,63,33,96,48,30,82,94,50,148,1521,967,2488,1440,1043,2481,1242,786,2033
301,352,210,563,333,163,501,453,285,735,532,116,645,954,269,1224,1051,233,1280,8617,3156,11778,8162,3083,11250,5705,2474,8181,689,195,881,936,284,1224,931,275,1210,7771,1373,9146,9095,1724,10819,10195,1705,11901,3327,1753,5083,3417,1793,5213,2503,1337,3833,4644,6423,11073,4548,6583,11128,4552,6175,10720,1866,2974,4841,2140,3283,5425,2600,3411,6007,4452,1433,5878,4908,1648,6555,4990,1685,6676,855,577,1432,846,594,1442,884,571,1447,1161,1881,3041,1287,1960,3241,1327,1903,3233,916,1012,1925,812,984,1803,943,1191,2136,2777,2569,5347,3905,3356,7259,3741,3293,7031,1586,1579,3164,1695,1796,3492,1700,2092,3790,2855,2710,5562,3103,3375,6472,3186,3356,6535,1726,4450,6169,2017,5559,7573,2229,6919,9141,1668,7770,9434,2187,9995,12190,2418,11059,13474,495,563,1056,587,632,1219,732,745,1482,2035,1768,3807,2312,1953,4270,2366,2155,4521,1464,981,2443,1356,944,2298,2976,1806,4776,49792,43489,93279,54595,49994,104590,55456,52669,108128
302,144,85,227,138,70,208,191,111,305,263,107,373,684,350,1030,834,292,1126,6238,2207,8446,5597,2061,7660,3914,1481,5394,769,265,1038,1012,423,1432,963,406,1363,5611,932,6545,6239,1040,7273,6956,1078,8035,2384,1270,3657,2365,1166,3532,1845,913,2762,4232,5296,9521,4263,5356,9619,4297,5085,9382,2280,2773,5049,2610,3187,5790,3143,3645,6791,4292,1548,5843,4853,1964,6812,5106,2149,7259,938,778,1718,952,680,1631,989,652,1639,1543,2058,3602,1664,1991,3656,1707,2021,3728,812,893,1702,838,832,1667,934,983,1911,2988,2667,5653,4324,3594,7921,4673,3794,8474,1381,1555,2935,1513,1752,3264,1790,1929,3714,3852,3505,7358,4387,4183,8571,4672,4455,9131,1936,4534,6475,2202,5248,7446,2602,6575,9174,2301,7872,10173,3156,10219,13380,3570,11490,15066,633,627,1264,786,648,1430,989,837,1823,1781,1579,3365,1892,1732,3616,1867,1881,3751,1171,842,2013,1157,794,1952,2307,1474,3789,45547,41404,86955,50621,47287,97906,53354,51257,104609
303,315,172,480,247,146,392,417,278,696,438,199,639,1123,554,1681,1056,462,1516,10047,3707,13748,9142,3264,12406,6576,2700,9278,944,380,1319,1174,493,1659,1112,397,1512,8794,1661,10452,9248,1737,10990,9927,1614,11542,4707,2383,7092,4555,2250,6800,3327,1579,4903,7639,8462,16102,7232,8241,15471,7443,8019,15461,4461,5042,9500,5365,5649,11016,6375,6319,12701,4892,1746,6636,5915,1933,7845,6163,1801,7965,1441,984,2424,1419,973,2391,1598,962,2568,2712,3410,6124,2917,3329,6241,3006,3149,6156,1502,1474,2983,1401,1300,2700,1876,1742,3620,6510,5135,11643,8674,6313,14987,8741,6637,15382,2278,2618,4890,2579,2747,5334,3086,3036,6125,5192,5234,10429,5755,5878,11634,5483,5714,11191,4148,8963,13114,4803,10103,14911,5757,11849,17614,4277,12250,16527,5526,15603,21127,6330,17529,23858,964,878,1840,1159,1050,2206,1450,1243,2694,2939,2443,5383,3106,2644,5754,3197,2851,6042,2200,1494,3697,2083,1467,3546,4330,2565,6893,76386,68638,145024,83420,75672,159095,87254,80448,167703
