SA4_CODE_2016,C11_45_49_Mar_DFM_M,C11_45_49_Mar_DFM_F,C11_45_49_N_mar_M,C11_45_49_N_mar_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Mar_RegM_M,C11_50_54_Mar_RegM_F,C11_50_54_Mar_DFM_M,C11_50_54_Mar_DFM_F,C11_50_54_N_mar_M,C11_50_54_N_mar_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Mar_RegM_M,C11_55_59_Mar_RegM_F,C11_55_59_Mar_DFM_M,C11_55_59_Mar_DFM_F,C11_55_59_N_mar_M,C11_55_59_N_mar_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Mar_RegM_M,C11_60_64_Mar_RegM_F,C11_60_64_Mar_DFM_M,C11_60_64_Mar_DFM_F,C11_60_64_N_mar_M,C11_60_64_N_mar_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Mar_RegM_M,C11_65_69_Mar_RegM_F,C11_65_69_Mar_DFM_M,C11_65_69_Mar_DFM_F,C11_65_69_N_mar_M,C11_65_69_N_mar_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Mar_RegM_M,C11_70_74_Mar_RegM_F,C11_70_74_Mar_DFM_M,C11_70_74_Mar_DFM_F,C11_70_74_N_mar_M,C11_70_74_N_mar_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Mar_RegM_M,C11_75_79_Mar_RegM_F,C11_75_79_Mar_DFM_M,C11_75_79_Mar_DFM_F,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Mar_RegM_M,C16_15_19_Mar_RegM_F,C16_15_19_Mar_DFM_M,C16_15_19_Mar_DFM_F,C16_15_19_N_mar_M,C16_15_19_N_mar_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F
201,536,486,1295,1498,4535,4930,9465,2875,2931,418,456,1223,1504,4526,4897,9420,2808,2847,323,318,1195,1441,4324,4605,8928,2881,2750,266,182,1050,1415,4196,4349,8544,2268,2092,127,101,808,1151,3208,3349,6558,1657,1393,84,38,623,1137,2373,2569,4939,1225,919,23,13,495,1077,1742,2011,3747,825,501,6,0,392,1186,1226,1697,2922,435,225,6,0,338,1141,784,1363,2143,25037,25351,5226,5377,20297,24248,50565,54978,105545,0,6,37,78,4309,3906,4349,3985,8334,77,163,568,829,3553,3200,4202,4194,8394,720,1095,1065,1126,1998,1773,3792,3998,7783,1726,2084,775,788,1160,1233,3666,4101,7766,2145,2425,612,613,1011,1158,3767,4197,7969,2439,2587,719,704,1114,1435,4273,4724,8997,2584,2749,605,651,1223,1577,4414,4973,9382,2624,2828,599,573,1377,1679,4593,5074,9665,2824,2832,452,437,1300,1720,4581,4990,9566,2779,2724,349,299,1254,1677,4389,4694,9085,2703,2590,262,173,1121,1616,4084,4387,8470,2049,1794,136,109,839,1324,3026,3226,6244,1415,1048,85,42
202,502,488,1122,1449,4174,4906,9086,2829,2917,429,395,1204,1508,4463,4820,9280,2792,2810,366,300,1123,1422,4277,4533,8807,2803,2630,225,183,1054,1382,4087,4193,8279,2098,1909,137,88,801,1088,3043,3085,6127,1705,1505,65,44,586,1008,2362,2553,4912,1250,931,23,19,437,1027,1713,1977,3696,835,568,18,6,423,1105,1275,1677,2955,459,205,8,3,362,1084,831,1293,2121,24341,24832,4985,5114,19168,22968,48494,52911,101407,3,12,27,88,4243,3965,4267,4058,8328,108,183,611,850,3165,2913,3883,3943,7832,704,1073,980,1070,1833,1703,3522,3851,7365,1708,2092,754,731,1126,1146,3586,3969,7553,2060,2342,598,654,947,1119,3604,4113,7710,2393,2552,617,648,1053,1321,4059,4521,8572,2459,2639,603,604,1236,1487,4301,4727,9027,2569,2864,506,501,1272,1577,4349,4941,9291,2781,2831,403,382,1355,1719,4539,4936,9477,2736,2645,400,312,1217,1577,4351,4532,8879,2665,2443,226,224,1086,1556,3984,4221,8201,1964,1697,142,88,786,1254,2892,3035,5927,1455,1167,75,49
203,713,730,2012,2587,7702,8549,16252,5031,5190,622,600,1899,2533,7551,8324,15876,4859,4901,482,399,1720,2250,7069,7547,14615,4940,4708,331,261,1355,2188,6622,7157,13779,3813,3457,186,125,998,1785,4994,5366,10360,2916,2542,83,64,783,1726,3783,4329,8109,2164,1779,40,24,709,1799,2915,3597,6512,1698,1021,14,7,645,1990,2357,3016,5371,868,469,13,9,611,2090,1493,2568,4062,45570,46162,8080,8358,33166,40537,86817,95055,181877,6,12,42,102,7654,7135,7702,7241,14948,144,306,857,1209,6727,5745,7727,7251,14973,1345,2166,1875,2080,3915,3353,7125,7600,14726,3714,4468,1462,1470,2221,2318,7397,8263,15656,4536,4858,1139,1149,1686,2019,7360,8032,15390,5030,5384,1138,1086,1922,2461,8089,8920,17014,4943,5242,914,956,2039,2597,7895,8801,16693,4830,5078,780,834,2156,2785,7772,8696,16471,4946,5041,684,617,1962,2812,7593,8471,16060,4924,4809,519,426,1776,2555,7218,7792,15009,4717,4462,322,248,1492,2540,6527,7253,13782,3615,3138,208,169,1060,2111,4882,5419,10302,2557,2052,113,61
204,591,599,1326,1503,5064,5518,10581,3253,3638,506,523,1418,1563,5175,5731,10907,3481,3484,422,332,1327,1358,5231,5175,10402,3426,3301,314,246,1225,1293,4967,4843,9808,2755,2496,170,105,901,1223,3829,3825,7651,2101,1688,97,54,653,1157,2858,2901,5755,1451,1126,46,24,530,1157,2031,2305,4332,1038,623,10,9,481,1255,1534,1888,3422,524,248,0,0,400,1210,929,1456,2380,28877,29492,5560,5699,20467,23175,54908,58361,113269,3,10,50,120,4438,4050,4496,4176,8669,87,200,598,834,2835,2177,3522,3208,6737,738,1139,978,1039,1693,1444,3402,3624,7032,1642,2092,796,823,1090,1166,3536,4083,7616,2122,2442,675,712,890,1107,3681,4260,7940,2547,2769,680,703,1089,1361,4309,4833,9140,2755,3016,662,667,1342,1592,4759,5274,10036,3081,3259,623,624,1499,1648,5209,5532,10740,3286,3573,532,524,1556,1766,5377,5855,11228,3400,3321,438,339,1432,1617,5264,5279,10551,3283,3077,321,264,1336,1578,4944,4921,9860,2511,2171,185,123,972,1437,3665,3733,7396,1788,1348,106,49
205,848,877,2085,2353,7549,8354,15906,5100,5585,747,773,2238,2423,8089,8779,16866,5273,5516,642,567,2056,2366,7977,8442,16414,5638,5436,474,389,1910,2229,8017,8052,16071,4607,4240,278,219,1418,1958,6297,6418,12716,3666,2972,120,84,1190,1935,4977,4996,9972,2621,1886,66,28,909,1955,3600,3874,7477,1700,1034,42,17,798,2032,2538,3090,5630,827,391,12,7,680,1946,1522,2343,3863,46024,46995,9165,9574,33277,38235,88470,94811,183276,7,9,63,177,7174,6437,7242,6616,13855,167,310,984,1422,4571,3863,5720,5591,11309,1280,1944,1600,1765,2775,2473,5649,6182,11834,2852,3479,1322,1258,1843,2040,6020,6782,12799,3208,3622,981,1068,1634,1791,5820,6476,12291,3601,4084,1027,1034,1793,2148,6424,7271,13692,4101,4544,1008,1064,2118,2484,7236,8095,15326,4492,4976,922,928,2341,2616,7755,8517,16274,5109,5456,837,822,2433,2801,8379,9082,17454,5315,5406,678,602,2346,2804,8338,8816,17156,5635,5261,500,369,2155,2640,8289,8264,16561,4380,3785,270,207,1477,2307,6133,6296,12424,3105,2268,127,97
206,1995,1601,4651,5379,13295,13572,26861,5851,5901,1593,1327,4200,5365,11646,12587,24236,5366,5354,1121,889,3492,4674,9977,10916,20891,5071,4837,813,494,2984,4303,8861,9640,18497,3967,3470,382,211,2151,3095,6497,6772,13273,3214,2894,165,81,1558,2906,4935,5879,10816,2608,1953,75,45,1269,2873,3948,4870,8822,1924,1053,50,10,1115,2726,3087,3795,6876,1143,517,20,3,922,2823,2091,3345,5437,64512,65235,28815,27347,90874,106734,184209,199316,383521,12,23,152,231,10594,11906,10757,12156,22913,331,828,2658,3852,22182,25642,25173,30318,55491,3571,5740,9164,10455,22202,22384,34939,38575,73513,9779,11066,8526,7540,13418,14024,31720,32641,64357,9418,9285,4919,4070,7692,8554,22033,21906,43935,8069,8189,3335,2761,5533,6733,16936,17684,34616,7522,7699,2632,2169,5128,6360,15287,16230,31514,6538,6426,1904,1561,4702,5648,13142,13637,26779,5785,5724,1559,1230,4110,5551,11456,12503,23958,5089,4946,1050,808,3293,4769,9430,10529,19954,4739,4363,750,479,2668,4284,8158,9123,17278,3577,2956,342,186,1897,3164,5817,6307,12123,2725,2159,173,92
207,684,657,1920,2994,10854,12492,23340,7908,7975,588,471,1852,3101,10345,11548,21893,6825,6807,438,407,1531,2801,8798,10016,18815,6325,6214,325,261,1359,2770,8005,9248,17259,5265,4795,203,118,1049,2430,6510,7341,13847,4375,3887,117,55,810,2440,5296,6375,11673,3564,2536,41,17,751,2590,4363,5140,9499,2452,1550,36,14,806,2995,3298,4558,7858,1487,717,11,0,933,3344,2430,4066,6496,66873,68176,7425,7292,48336,60810,122631,136279,258913,6,8,47,54,11327,11025,11386,11084,22468,141,298,672,981,12659,11249,13475,12532,26004,1848,2817,1972,2169,7922,6789,11748,11774,23516,4865,5829,1537,1346,3700,3444,10094,10620,20720,6198,7197,965,866,2206,2460,9374,10519,19900,7411,8236,798,822,1833,2731,10040,11780,21822,8156,9030,751,805,2095,3152,11002,12979,23978,7993,8069,683,646,1935,3269,10608,11982,22592,7230,7041,576,464,1798,3161,9602,10671,20268,6202,5949,412,367,1456,2862,8076,9175,17254,5627,5417,286,258,1215,2806,7129,8486,15610,4596,4150,196,122,962,2605,5749,6877,12630,3743,3035,123,63
208,1058,973,2573,3552,12365,13579,25944,8080,8025,854,774,2602,3752,11538,12553,24086,6998,6611,694,632,2315,3574,10002,10813,20816,6465,6022,513,381,2054,3461,9032,9858,18890,4748,4317,281,192,1463,2792,6498,7296,13793,3716,3142,117,77,1135,2714,4976,5929,10904,2921,2416,70,34,964,2793,3961,5246,9203,2429,1615,51,20,999,3320,3477,4961,8436,1639,830,36,18,1244,4217,2914,5065,7983,71098,72091,11001,10974,51799,64564,133899,147618,281521,3,5,29,60,11116,10532,11154,10600,21748,144,381,730,1050,10747,10117,11621,11553,23172,1853,3071,2409,2822,6922,6099,11187,11994,23185,5815,7197,2281,2064,3549,3543,11644,12796,24440,7855,8589,1641,1646,2496,2766,11996,13005,24998,9168,9889,1487,1486,2473,3364,13121,14740,27863,9431,10143,1425,1426,2672,3872,13534,15436,28976,8437,8376,1105,1078,2633,3757,12175,13210,25384,7473,7237,933,781,2548,3887,10960,11902,22857,6451,5958,657,581,2224,3619,9330,10151,19478,5752,5342,448,360,1916,3634,8112,9331,17442,4269,3717,286,169,1368,3011,5920,6893,12811,3179,2462,131,88
209,1105,1114,3148,4190,13789,15175,28956,9325,9386,919,829,2922,3970,13165,14180,27346,8443,8333,650,532,2390,3513,11478,12370,23853,7957,7446,375,293,1975,3217,10308,10956,21262,6002,5167,205,130,1345,2582,7544,7877,15422,4624,3716,75,59,987,2534,5684,6311,11994,3387,2419,40,29,911,2635,4338,5084,9418,2133,1254,20,11,844,2655,3002,3917,6920,1112,520,10,3,813,2468,1940,2989,4928,83973,84760,11688,11997,62719,71121,158376,167884,326256,7,25,34,73,13976,12996,14016,13094,27113,297,969,803,1324,14366,12700,15461,15000,30459,3514,5853,2762,3161,10301,7809,16579,16830,33409,9543,11279,2709,2597,5533,4725,17785,18594,36383,10686,11175,2031,2159,3756,3872,16478,17207,33684,10660,10762,1905,1957,3547,4212,16107,16933,33041,10311,10281,1587,1594,3563,4643,15457,16517,31976,9160,9240,1272,1278,3378,4639,13812,15158,28974,8781,8665,1021,879,3094,4435,12896,13984,26885,7857,7590,713,549,2334,3854,10910,11987,22896,7161,6530,426,322,1948,3570,9534,10415,19948,5325,4433,222,150,1323,2921,6875,7499,14374,3820,2865,109,69
210,754,723,2401,3100,10496,11184,21681,6585,6337,592,477,2101,2828,9283,9644,18929,5522,5527,405,342,1746,2385,7670,8258,15932,5307,5169,255,191,1399,2259,6963,7620,14583,4332,3771,129,82,992,1867,5449,5718,11161,3531,2832,54,37,780,1988,4360,4857,9215,2659,1899,35,17,679,2136,3365,4054,7417,1764,1005,15,13,649,1977,2428,2995,5418,838,341,11,0,546,1739,1392,2080,3477,60873,61441,7322,7389,46134,51250,114330,120075,234411,13,45,29,61,11189,10470,11227,10573,21807,319,1139,580,863,10823,8705,11719,10712,22430,2959,4955,1769,1970,7657,5354,12391,12285,24674,7108,8332,1605,1556,4082,3287,12801,13182,25982,7965,8072,1235,1253,2768,2785,11975,12110,24080,7601,7741,1091,1160,2508,3018,11199,11922,23127,7424,7592,1096,1019,2751,3409,11267,12018,23282,7169,6873,889,838,2511,3357,10569,11069,21639,6211,5872,651,584,2200,3108,9062,9557,18622,5243,4976,426,354,1710,2675,7381,8012,15394,4742,4477,277,208,1362,2539,6373,7224,13602,3727,3091,143,117,941,2182,4816,5387,10202,2919,2125,90,62
211,1378,1383,3509,4394,16218,17691,33911,11454,11473,1143,1091,3182,4336,15777,16900,32673,10353,10182,887,747,2677,4199,13914,15136,29047,9906,9298,590,467,2241,4011,12737,13775,26506,7386,6348,293,211,1656,3337,9336,9899,19235,5191,4123,150,85,1290,3016,6630,7228,13858,3601,2626,42,44,1004,2847,4641,5507,10155,2331,1437,34,9,929,2932,3299,4379,7679,1207,632,4,4,890,2850,2105,3489,5589,93969,95020,14192,14465,65724,76233,173880,185724,359602,3,14,57,116,15544,14462,15604,14592,30197,206,482,914,1464,13605,11762,14723,13713,28434,2832,4460,2893,3177,8220,6459,13941,14093,28036,7795,9633,2449,2360,4433,3913,14678,15905,30585,9803,10546,1828,1886,3305,3254,14941,15690,30631,10557,11204,1818,1902,3263,4101,15639,17201,32844,10711,11323,1827,1826,3612,4659,16153,17809,33966,10596,11008,1472,1394,3546,4668,15618,17075,32689,10575,10184,1144,1012,3087,4536,14803,15734,30537,9304,9001,850,690,2600,4459,12753,14151,26905,8537,7771,540,421,2146,4180,11219,12374,23598,6278,5342,268,209,1565,3634,8111,9180,17295,4284,3242,156,68
212,1504,1496,4662,5736,21159,21841,42998,13874,13401,1162,1123,4272,5545,19305,20076,39384,12165,11560,860,696,3548,5028,16573,17284,33859,11143,10403,556,438,2878,4780,14570,15621,30191,8748,7701,286,210,2127,4007,11160,11913,23074,6941,5599,149,78,1629,3825,8714,9504,18220,5123,3603,80,43,1316,3808,6516,7448,13966,3283,1884,45,29,1250,3715,4575,5626,10199,1589,719,22,15,1046,3356,2649,4091,6743,126999,128079,15816,16117,98576,104146,241392,248338,489730,17,62,105,184,24056,21969,24176,22216,46400,751,2182,1538,2289,25540,20451,27825,24921,52743,6288,10351,3603,4085,16174,11457,26061,25897,51954,15107,18397,3107,2974,9175,6765,27385,28138,55522,16946,17542,2197,2201,5965,5334,25108,25070,50182,16347,16620,2085,2124,5406,6005,23833,24752,48585,15699,15657,2001,1956,5423,6584,23126,24197,47321,14658,13843,1574,1479,4923,6387,21165,21705,42868,13258,12476,1224,1149,4288,6174,18775,19798,38571,11399,10598,881,678,3574,5551,15850,16832,32681,9964,9114,555,443,2860,5263,13379,14823,28197,7749,6483,345,260,2144,4415,10234,11152,21390,5801,4330,169,103
213,1673,1475,4817,5782,19313,19663,38977,11607,11330,1249,1160,4235,5564,17097,18060,35153,10444,9924,890,660,3653,4860,14987,15444,30428,9143,8171,494,401,2959,4134,12600,12711,25305,6505,5164,245,146,1807,3267,8558,8569,17127,4738,3582,118,63,1419,2855,6276,6500,12776,3216,2298,51,38,1090,2998,4354,5335,9691,1970,1143,26,9,900,2791,2897,3945,6846,965,446,13,6,850,2539,1823,2999,4819,110568,111649,18456,18419,91509,97127,220539,227194,447731,18,60,88,152,20480,19398,20586,19607,40193,671,2013,1431,2139,21645,17588,23743,21742,45488,6061,10787,4152,4807,16079,11827,26296,27426,53722,16428,19805,4057,3944,9704,7837,30180,31580,61766,18483,18218,3181,3230,6456,6500,28126,27948,56074,16097,15506,2778,2743,5720,6951,24598,25196,49795,13850,13555,2403,2249,5548,7198,21806,22999,44803,12555,11798,1852,1618,5108,6452,19514,19869,39382,11254,10833,1420,1187,4418,6225,17089,18241,35335,9901,9077,926,736,3699,5523,14530,15334,29864,8458,7273,600,462,2879,4699,11934,12435,24370,5810,4406,310,182,1789,3719,7907,8303,16213,3894,2663,139,89
214,981,969,2295,2813,8563,9207,17771,5114,5273,799,742,2197,2715,8108,8734,16841,4839,4863,591,553,1886,2650,7311,8066,15379,5065,4961,440,384,1660,2732,7173,8072,15246,4278,4058,293,207,1291,2386,5858,6650,12508,3368,2891,153,100,1056,2178,4583,5174,9756,2568,1998,71,49,851,2060,3488,4108,7596,1847,1188,44,21,807,2068,2702,3285,5982,1027,512,13,8,742,2142,1784,2656,4438,47799,48395,9890,10131,36576,44254,94271,102780,197052,0,7,50,103,7740,7336,7796,7447,15243,110,258,722,1118,6122,5393,6959,6766,13724,1132,1878,1775,2032,3695,3175,6604,7083,13690,3219,4112,1662,1666,2195,2166,7072,7956,15022,4174,4694,1330,1259,1865,2114,7374,8065,15440,5076,5349,1308,1415,2181,2603,8560,9367,17928,5248,5586,1269,1273,2417,3095,8926,9955,18876,5030,5134,1005,1003,2509,3080,8546,9216,17759,5104,5147,840,770,2303,3051,8246,8971,17214,4843,4818,626,580,1963,2993,7434,8397,15830,4983,4796,487,375,1729,3035,7197,8207,15402,4147,3716,293,218,1265,2685,5707,6622,12329,3000,2377,163,104
215,421,392,1289,1287,4557,4811,9372,3206,3276,348,341,1388,1271,4935,4884,9821,3046,3047,277,232,1236,1120,4559,4399,8956,3033,2898,195,151,1103,1142,4335,4196,8531,2353,2213,109,85,872,1076,3340,3370,6713,2001,1745,56,37,697,1153,2760,2938,5693,1556,1117,36,26,543,1307,2140,2446,4585,1097,707,17,7,541,1393,1659,2109,3765,589,297,10,3,448,1386,1048,1680,2730,26980,27371,4555,4711,19952,21801,51486,53888,105370,3,4,51,108,4167,3714,4223,3831,8059,101,227,571,836,2648,2111,3318,3178,6492,754,1118,949,958,1813,1529,3516,3602,7117,1572,1914,672,621,1049,1056,3294,3597,6892,1814,2066,464,494,930,931,3209,3495,6699,2079,2373,490,503,1026,1114,3601,3984,7581,2426,2687,474,495,1246,1313,4151,4492,8648,2646,2878,395,412,1368,1342,4411,4627,9042,2998,3056,372,324,1454,1394,4828,4769,9603,2914,2843,264,233,1329,1257,4508,4337,8839,2763,2555,226,149,1137,1309,4127,4010,8136,2063,1827,128,83,861,1222,3048,3127,6181,1646,1312,65,39
216,373,387,1004,1122,3858,4188,8042,2599,2598,327,276,1065,1041,3990,3911,7900,2533,2547,225,216,869,991,3637,3755,7392,2440,2361,165,143,815,936,3417,3439,6853,1985,1827,134,74,690,796,2813,2692,5503,1631,1362,67,50,511,828,2205,2240,4444,1201,914,33,18,435,968,1660,1896,3556,830,528,9,13,348,933,1186,1476,2658,442,216,9,6,318,934,763,1155,1919,22737,23014,3937,4046,16284,18126,42962,45189,88146,0,12,28,87,3958,3470,3982,3568,7549,111,244,432,611,2403,1845,2947,2704,5658,697,1045,773,792,1419,1312,2896,3147,6047,1518,1771,532,524,919,898,2972,3194,6169,1625,1906,410,439,782,842,2820,3180,6003,1971,2141,453,446,964,1049,3385,3641,7021,2161,2383,447,412,1104,1097,3716,3894,7606,2349,2484,390,421,1102,1183,3849,4086,7938,2490,2450,328,282,1101,1123,3919,3858,7778,2397,2386,238,240,951,1152,3585,3771,7360,2285,2127,191,147,869,1105,3341,3373,6717,1813,1641,132,79,695,924,2638,2642,5282,1414,1071,66,41
217,383,376,1073,1090,3922,4164,8086,2583,2622,338,324,1016,1139,3929,4089,8021,2630,2608,266,232,937,978,3840,3819,7663,2560,2371,173,129,803,899,3532,3397,6922,1940,1699,95,62,633,869,2667,2629,5296,1451,1272,49,35,476,923,1975,2225,4205,1110,858,28,16,429,1010,1564,1880,3447,761,479,7,4,393,1051,1166,1533,2696,400,199,4,3,328,1057,730,1258,1986,22019,22232,4032,4131,15900,17725,41948,44086,86039,4,7,31,77,3501,3117,3532,3203,6732,68,112,466,682,2332,1718,2865,2513,5371,505,795,781,773,1412,1081,2699,2650,5352,1173,1527,549,571,859,828,2580,2926,5506,1552,1767,480,454,735,727,2766,2952,5715,1899,2045,437,438,849,920,3180,3397,6579,2065,2337,429,466,973,1110,3466,3910,7375,2339,2481,418,415,1067,1163,3822,4060,7883,2431,2482,344,336,1095,1224,3867,4040,7906,2448,2375,293,235,990,1135,3734,3752,7485,2372,2150,167,113,852,1067,3383,3336,6717,1703,1459,94,57,641,1000,2437,2509,4946,1197,985,45,30
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,785,762,1431,1901,7085,7828,14912,4764,4880,594,576,1393,1935,6757,7387,14144,4316,4306,432,367,1242,1765,5983,6443,12428,4142,3786,348,261,1181,1778,5671,5820,11493,3095,2699,180,127,835,1500,4112,4323,8434,2250,1823,82,70,599,1302,2932,3196,6126,1513,1131,52,25,500,1297,2064,2448,4514,1039,692,26,10,474,1370,1541,2071,3613,635,293,15,13,465,1395,1111,1696,2810,39949,40923,7495,7756,26792,32016,74241,80693,154931,7,5,55,122,7049,6443,7114,6573,13681,146,287,710,1020,4916,4162,5770,5468,11244,1110,1704,1269,1488,2679,2163,5059,5357,10409,2861,3663,1254,1188,1775,1550,5888,6405,12293,3705,4358,942,963,1403,1581,6051,6906,12956,4756,5049,944,966,1496,1905,7195,7915,15111,4624,5191,877,877,1574,2059,7076,8125,15199,4825,4837,737,733,1561,2144,7125,7716,14839,4506,4544,584,580,1481,2066,6570,7186,13755,4110,3971,429,355,1325,1978,5861,6303,12165,3810,3528,339,231,1174,1984,5321,5749,11064,2953,2461,164,144,810,1712,3928,4307,8233,1971,1422,90,58
