SA4_CODE_2016,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85_ov,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85_ov,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85_ov,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85o,C16_P_Arch_building_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85o,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85o,C16_P_Healt_To,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85o,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85o,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85o,C16_P_Society_cultur_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85o,C16_P_Creative_arts_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85o,C16_P_Foo_hos_pers_S_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85_ov,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85o,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85o,C16_P_FldStu_NS_T,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85o,C16_P_T_T
208,13,640,1590,1966,1930,1427,829,309,131,8832,23,514,2869,3175,2066,1022,274,36,5,9985,56,869,3907,4228,5062,4226,3170,1961,931,24420,78,691,2387,2106,2036,1489,835,462,195,10289,13,168,471,572,504,309,141,81,30,2286,49,929,4478,4386,4539,3573,2110,1199,574,21838,31,418,2535,3036,3836,4158,2701,1090,348,18149,172,3070,11546,13702,11773,6910,3823,1453,771,53209,165,1607,5127,6307,5819,4472,2678,873,275,27326,135,1247,2983,2556,1793,1118,561,268,141,10801,175,703,2060,1658,1597,850,681,305,134,8153,39,49,40,26,37,45,46,57,25,361,16,260,645,932,907,546,310,129,101,3842,1178,1428,3372,3289,3351,2776,2537,2458,2147,22526,2138,12583,44004,47932,45245,32928,20698,10673,5809,222014
209,24,814,2263,2129,1580,1143,636,199,49,8836,54,580,3545,3270,1381,614,185,12,0,9644,210,1496,6523,6692,6482,5501,3782,1747,552,32992,208,1174,3806,2949,2516,1615,933,501,147,13839,37,252,780,851,571,382,160,56,15,3102,105,1464,5943,4994,3938,3134,1507,605,188,21878,39,692,3804,3728,3440,3468,2028,643,179,18021,263,3134,12339,11238,7935,5001,2438,667,251,43270,335,2321,6902,6908,5427,4014,1740,460,99,28208,155,1237,3166,2532,1379,712,371,134,49,9737,265,1306,3967,2670,2001,1046,611,221,88,12172,44,81,95,83,88,79,97,75,36,665,28,227,981,995,766,459,263,108,40,3872,2144,2249,5462,4603,4327,3721,3474,2776,1715,30465,3909,17027,59583,53634,41826,30882,18223,8208,3404,236708
210,16,499,1190,1169,822,545,248,66,17,4562,28,415,2320,2089,794,336,79,6,0,6062,154,1216,4713,4830,5040,4065,2711,1431,469,24642,167,952,2786,1868,1582,900,549,320,86,9202,20,155,456,489,384,254,110,53,9,1927,82,842,3327,2665,2145,1646,788,327,97,11936,40,584,2582,2543,2333,2012,1067,395,99,11661,241,2109,8569,7585,5259,3156,1391,441,173,28926,262,1787,4832,4328,3445,2115,840,203,56,17863,77,702,1640,1150,636,289,163,73,32,4761,181,846,2754,1836,1435,743,493,171,46,8517,29,50,72,58,63,62,58,57,17,468,19,183,656,635,476,318,143,70,26,2538,1840,1827,4225,3712,3473,2863,2761,2213,1223,24130,3167,12163,40127,34949,27882,19300,11409,5835,2362,157191
211,19,587,1521,1881,1635,1202,772,281,66,7965,54,438,2615,3290,1770,947,306,39,5,9462,171,1426,5847,6899,8193,7023,5224,2715,809,38311,218,1465,4090,3262,3290,2395,1445,838,196,17200,53,380,1075,1191,927,582,274,126,33,4640,98,1553,5238,4663,4714,4000,2246,1013,313,23838,41,655,3673,3837,3936,4321,3103,1169,314,21044,239,2509,10423,11650,9429,7039,3912,1384,513,47102,330,2140,5533,6063,5855,4751,2434,662,191,27965,176,1242,2666,2150,1351,894,572,194,86,9330,382,1284,3047,2480,2200,1330,940,335,109,12110,23,46,53,48,45,62,87,70,24,466,17,155,601,858,765,543,346,136,58,3478,1740,1517,3447,3561,3762,3487,3287,2949,2150,25903,3559,15396,49826,51839,47869,38573,24938,11913,4874,248796
212,39,1302,2916,2699,2052,1349,769,290,103,11518,114,1166,5983,6023,2461,1050,288,34,3,17118,351,2850,10464,10849,11358,8910,5855,3114,885,54644,340,1855,4563,3385,2916,2092,1346,796,198,17489,67,328,1107,1046,792,471,273,98,27,4212,153,2126,7762,6001,4798,3512,2041,972,261,27634,82,1050,4289,4390,4010,3684,2402,1112,282,21304,574,6005,21217,17576,12010,7184,3700,1454,489,70212,545,3577,9272,8729,7183,4888,2121,612,172,37096,229,1410,3152,1982,1147,743,424,186,68,9339,438,1970,6075,3939,2894,1591,952,341,102,18298,124,146,157,107,123,128,150,125,41,1091,50,383,1219,1259,947,658,356,190,69,5132,3435,3830,7813,6729,6361,5464,4816,4113,2677,45236,6549,28007,85989,74711,59056,41721,25480,13430,5371,340313
213,18,1025,2877,2737,1522,934,415,98,27,9651,78,1048,7073,6550,1906,720,137,26,6,17544,328,2424,10247,10584,9645,7801,4525,1744,524,47824,304,1610,4678,3598,2483,1578,876,431,116,15668,33,216,962,878,628,338,148,45,6,3261,166,1793,7526,5681,4088,2693,1190,372,134,23646,89,942,4889,4678,3693,3026,1574,447,122,19460,508,4970,22306,19465,10312,5636,2150,485,188,66025,489,3172,10408,9815,6887,4369,1546,298,64,37043,174,1552,4167,2810,1385,656,248,73,23,11081,464,1943,6701,4313,2563,1329,695,201,65,18271,79,107,154,108,128,151,182,111,30,1037,31,340,1549,1464,933,657,330,99,40,5446,3408,4267,10459,8729,7047,5762,4832,3237,1737,49471,6176,25394,93990,81408,53208,35645,18841,7678,3078,325426
214,12,185,442,605,523,468,395,162,57,2843,30,159,513,767,528,331,164,27,3,2528,151,804,2790,3459,4180,3939,3319,1937,638,21210,130,863,2585,2182,2035,1643,1107,642,173,11364,56,245,679,780,644,362,171,70,36,3030,51,645,2612,2701,2892,2612,1671,873,270,14324,27,418,1891,2195,2196,2567,2142,822,185,12442,149,1099,3804,4991,4575,3525,2695,1111,413,22356,239,1173,2893,3215,3227,2668,1636,469,125,15636,83,437,1051,1030,747,562,431,192,65,4598,202,804,1893,1674,1496,992,811,252,80,8208,15,31,30,26,39,35,46,77,23,329,18,70,257,408,398,280,208,111,40,1787,1367,1202,2387,2649,2996,2879,3130,2790,1662,21063,2528,8131,23826,26685,26468,22850,17926,9539,3770,141726
215,0,35,178,185,156,154,73,19,10,802,10,48,160,103,78,75,33,11,0,522,88,574,1456,1259,1538,1594,1222,492,137,8355,39,275,692,484,585,626,402,181,48,3329,53,287,784,937,934,691,356,119,39,4210,32,306,1234,1032,1356,1512,850,361,127,6813,5,214,920,913,983,1174,863,324,115,5514,103,525,1573,1686,1436,1131,493,138,74,7159,91,536,1149,1250,1378,1270,541,108,16,6339,17,111,263,255,158,116,75,33,15,1045,125,409,935,756,634,473,297,135,32,3791,23,20,34,15,19,29,30,29,16,213,5,28,101,114,103,110,60,36,20,579,1166,844,1873,1747,2154,2370,2324,1901,1109,15493,1769,4223,11344,10737,11517,11322,7613,3882,1756,64162
216,0,55,137,224,164,129,69,23,3,811,8,37,169,131,61,64,15,0,0,480,82,494,1355,1464,1637,1542,1107,553,163,8396,52,298,623,500,592,543,371,189,54,3213,35,155,581,595,623,436,211,86,28,2761,38,325,1228,1024,1131,1112,633,302,102,5901,28,175,766,732,802,947,693,266,74,4480,45,398,1432,1499,1341,980,525,180,76,6481,95,437,1031,1129,1168,996,471,113,25,5460,17,81,200,145,94,101,75,21,10,754,102,447,896,665,558,447,280,97,30,3522,10,13,14,14,23,14,35,31,17,168,9,20,94,139,111,81,64,26,11,545,978,657,1436,1477,1757,1871,2000,1580,817,12568,1503,3596,9955,9734,10054,9262,6539,3472,1418,55530
217,0,51,148,232,162,158,112,35,11,907,8,35,112,102,87,68,34,0,0,435,82,451,1172,1273,1517,1350,952,426,142,7359,52,313,769,592,578,578,365,166,52,3465,86,271,628,852,789,595,330,109,35,3688,26,293,1076,990,1306,1489,804,336,128,6444,17,158,694,837,929,1161,853,297,99,5032,52,367,1191,1393,1275,1035,523,169,59,6063,89,392,899,1049,1227,1180,589,134,43,5602,20,108,236,223,185,181,122,31,13,1129,121,393,877,739,575,372,250,78,28,3436,7,12,20,15,17,15,19,21,4,133,0,23,77,142,141,133,73,31,17,636,881,590,1026,1168,1593,1695,1763,1396,774,10888,1434,3455,8923,9591,10388,10020,6783,3230,1401,55218
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,5,10,0,0,0,25
299,0,22,43,19,12,9,6,3,0,118,0,7,41,18,5,4,3,0,0,80,4,30,123,61,59,50,46,10,0,387,7,17,68,37,27,24,6,4,0,196,0,12,28,14,13,8,3,0,0,78,0,27,91,39,30,32,13,0,0,247,0,16,38,28,18,35,18,3,0,154,5,79,182,85,54,53,21,3,0,481,3,43,147,71,50,48,21,3,0,391,0,20,79,35,19,11,0,0,0,170,3,32,54,39,26,18,3,0,0,171,0,3,0,0,0,0,0,0,0,5,0,13,10,15,9,8,3,0,0,63,87,226,513,501,337,227,113,32,9,2040,114,530,1413,971,670,526,263,61,19,4580
301,7,115,375,522,522,355,278,76,22,2265,61,171,481,789,576,282,95,13,3,2470,160,791,2737,3424,4037,3701,2726,1243,382,19196,90,466,1627,1538,1433,1226,869,435,105,7794,27,88,255,391,354,263,140,55,15,1584,79,531,1654,1923,2254,1850,1035,483,167,9972,42,240,1197,1808,1821,1754,1087,415,101,8460,407,1183,3761,5124,4824,3267,1585,498,187,20832,337,955,2203,2502,2268,1824,1022,265,77,11451,176,448,754,747,510,321,185,102,52,3299,315,618,1314,1305,1033,651,448,133,55,5856,27,26,23,18,20,34,36,45,18,249,10,59,168,300,280,211,125,52,27,1227,734,624,1388,1629,1773,1734,1579,1347,1069,11871,2479,6315,17917,22030,21686,17482,11210,5146,2272,106538
302,10,163,785,753,508,372,186,73,19,2871,79,321,1224,1186,590,286,71,16,0,3776,111,755,3136,3010,2851,2293,1527,1000,310,15007,70,378,1548,1164,986,786,521,301,124,5877,18,102,304,351,281,157,82,34,15,1337,77,793,3057,2512,2073,1580,846,434,189,11568,27,256,1397,1736,1617,1491,958,444,142,8060,298,1560,5804,5768,4343,2668,1239,500,168,22347,287,1036,2990,2831,2101,1491,777,237,77,11817,96,561,1329,930,495,269,125,81,28,3916,212,643,1557,1079,807,451,290,88,35,5172,33,33,40,24,17,23,34,50,34,293,11,76,316,351,260,177,103,45,18,1353,650,971,2141,1776,1624,1309,1159,1232,1297,12165,1978,7648,25624,23482,18544,13358,7928,4537,2450,105561
303,35,765,2027,1565,1132,762,451,131,35,6907,116,700,2691,2486,1201,455,117,9,0,7763,159,1410,5263,4577,4240,3468,2246,1272,408,23045,85,582,2174,1686,1399,1097,632,394,135,8187,28,134,476,514,370,252,135,48,19,1982,110,1510,5727,4232,3268,2368,1260,623,242,19345,44,456,2286,2782,2898,2406,1444,572,156,13042,507,4016,13132,9890,6832,4175,1939,619,233,41348,364,1947,5457,4794,3592,2625,1256,359,98,20491,241,1280,2729,1666,957,514,265,100,40,7803,343,891,2327,1524,1052,597,359,141,55,7279,53,102,84,53,63,52,76,58,27,558,33,154,558,570,434,310,160,72,54,2349,1217,1913,4097,2843,2524,2012,1681,1483,1197,18970,3338,15853,49026,39175,29962,21109,12024,5887,2695,179073
304,27,615,1201,1219,1097,796,576,234,83,5846,62,283,791,1238,854,381,105,17,0,3741,79,788,2339,2505,2572,2065,1534,720,257,12855,47,321,925,936,815,627,423,225,59,4367,21,110,312,369,288,195,141,72,18,1519,52,702,2108,2313,2397,1848,1191,552,204,11368,26,226,1098,1591,1781,1806,1277,515,115,8438,304,1583,3832,4915,4432,2801,1597,474,206,20138,266,1145,2485,3036,2433,1918,1375,448,125,13232,147,654,1121,941,678,401,224,95,35,4307,217,355,637,636,550,255,194,63,28,2927,60,55,18,15,17,18,25,20,16,243,29,101,195,300,265,176,132,48,27,1277,574,881,1198,1135,1132,890,788,743,873,8216,1907,7813,18257,21158,19304,14167,9582,4233,2045,98470
305,26,713,2007,1242,934,626,355,103,21,6028,60,523,2171,1646,868,343,90,7,0,5727,53,1150,5041,3095,2528,1912,1120,515,184,15600,48,577,2309,1460,1184,786,438,199,64,7070,24,138,506,433,312,237,91,42,12,1789,62,1315,5291,3459,3064,2169,1054,464,168,17051,23,329,1781,1648,1895,1857,1128,377,73,9103,332,3368,11207,8180,6203,3392,1427,387,118,34613,212,1819,6273,4410,3406,2435,1311,339,72,20274,189,1730,3632,1790,1188,618,261,88,29,9532,209,860,1947,1021,734,402,214,61,29,5479,79,118,66,22,24,37,20,20,5,393,25,145,484,476,393,237,143,48,23,1982,941,2341,5589,3335,2852,2159,1424,864,724,20230,2288,15135,48308,32220,25591,17225,9077,3504,1514,154864
306,3,108,454,577,490,361,239,78,19,2339,35,136,350,305,244,157,64,18,0,1313,188,928,2976,3262,3822,3671,2555,1038,221,18666,57,333,1268,1344,1421,1486,862,389,71,7232,33,172,574,676,607,458,221,85,14,2846,101,586,2130,2202,2297,2059,1061,405,123,10963,25,251,1343,1865,1952,1898,1074,332,84,8819,312,1041,3550,3802,3465,2338,1196,337,79,16121,199,656,2284,2579,2400,1917,909,195,37,11171,65,184,546,540,457,354,199,64,16,2425,284,762,1874,1688,1364,790,436,131,22,7356,34,27,34,26,34,54,43,30,20,300,24,52,200,243,325,212,103,50,17,1218,1866,1635,3702,3623,3901,3601,2867,1722,728,23640,3229,6881,21289,22728,22778,19358,11821,4880,1453,114413
307,0,28,102,131,112,111,71,31,3,592,15,33,89,84,70,48,23,3,0,371,128,671,1766,1644,1596,1440,967,402,81,8690,41,195,548,463,438,506,347,152,17,2719,129,227,656,762,691,461,236,93,21,3272,30,197,768,762,988,947,582,260,63,4600,18,181,738,847,907,846,541,198,42,4316,159,514,1504,1508,1277,942,405,129,37,6482,143,302,811,834,823,754,425,98,10,4196,29,53,123,132,114,109,78,29,7,672,177,346,728,554,461,320,206,51,8,2862,17,8,18,11,10,27,41,33,13,177,14,18,92,125,126,97,61,19,10,562,1084,659,1500,1584,1870,1845,1816,1262,660,12277,1990,3433,9455,9438,9471,8453,5802,2767,976,51787
308,3,61,322,365,261,221,119,31,7,1387,49,90,282,291,160,108,35,10,0,1025,253,1563,4857,4446,4446,3512,1852,803,168,21900,56,363,1169,1109,1072,1105,595,226,52,5751,67,178,576,596,481,317,134,47,14,2417,59,459,1727,1491,1725,1461,678,261,83,7944,28,330,1513,1752,1630,1338,654,223,64,7522,344,1026,3277,2907,2470,1682,605,171,35,12523,254,666,1677,1588,1438,1176,428,120,21,7371,28,97,319,279,206,126,87,28,5,1182,257,619,1342,1146,910,461,259,86,23,5098,38,20,28,30,32,31,34,31,10,262,32,46,179,251,236,171,85,31,3,1037,1622,1456,3155,3216,3408,2781,1964,1437,829,19873,3090,6990,20415,19473,18479,14482,7532,3514,1324,95288
309,102,571,1068,956,869,702,523,198,57,5048,168,444,1362,1556,922,542,205,33,0,5228,345,1702,5934,6502,7144,6335,5566,2817,815,37161,217,1149,4440,4531,4189,3347,2358,1136,291,21658,51,273,825,1072,844,551,343,138,31,4129,234,1947,6149,5821,5463,4589,2534,1104,345,28179,81,595,3296,4250,3953,3697,2412,850,256,19398,1270,3850,11904,12302,10262,7343,4768,1697,505,53911,901,2735,6530,6750,5795,4269,2416,671,122,30182,407,1337,2804,2144,1333,867,616,253,81,9840,935,1949,4735,4260,3590,2174,1612,504,150,19911,60,110,78,67,91,110,135,83,71,813,64,130,486,701,623,466,305,162,64,2993,3155,3522,7432,6661,6599,5941,5392,4002,2926,45636,7979,20314,57047,57571,51685,40938,29193,13642,5712,284084
310,13,156,694,711,537,355,199,54,18,2732,102,329,1008,992,499,238,69,3,0,3229,255,1314,4590,4479,4498,3753,2452,1142,282,22765,108,542,1657,1345,1161,1033,771,324,73,7011,55,213,551,556,483,314,155,55,14,2391,116,870,2642,2448,2226,1780,1044,432,115,11665,62,356,1836,2056,1908,1584,901,340,77,9122,699,2202,6308,5657,4338,2533,1057,327,102,23221,498,1487,3967,3718,3007,2196,964,219,50,16109,130,462,930,621,415,255,150,68,16,3042,509,1077,2197,1657,1031,654,398,104,30,7663,77,60,63,51,48,59,56,67,18,486,44,86,343,431,349,261,144,57,20,1729,2333,2565,5358,4507,4068,3184,2533,1751,795,27095,4995,11716,32138,29229,24568,18197,10873,4942,1614,138264
311,11,157,490,483,374,274,180,41,9,2027,132,311,925,944,489,217,81,14,0,3118,303,1189,3931,4207,4309,3982,2878,1056,255,22114,171,643,2144,1856,1663,1418,916,343,77,9235,72,152,401,492,401,275,149,51,8,2008,135,670,2204,2046,1899,1644,872,300,100,9868,58,383,1696,2189,1817,1603,950,265,52,9010,688,2263,6140,5545,4387,2845,1442,377,105,23789,532,1512,3683,3582,2808,2029,857,183,35,15211,208,551,916,646,386,292,151,65,13,3226,566,1026,2031,1586,1219,691,505,135,31,7789,48,46,48,54,42,47,62,54,9,409,32,89,337,373,367,261,140,44,15,1661,2055,1841,3718,3487,3475,2952,2349,1411,597,21889,5024,10843,28662,27483,23632,18541,11540,4330,1303,131354
312,0,56,264,255,213,164,77,30,11,1070,17,83,167,173,91,61,34,3,0,620,186,1312,4408,4142,3834,2995,1578,568,139,19155,40,275,1011,876,792,892,530,180,25,4627,32,104,364,336,315,184,78,29,3,1446,31,386,1293,1057,1169,1101,448,167,53,5710,23,242,1069,1218,1166,915,436,168,39,5293,165,801,2712,2281,1960,1178,468,131,43,9740,187,456,1211,1181,1031,820,301,61,13,5264,21,101,328,253,173,120,67,19,0,1076,165,506,1291,1080,792,468,244,56,26,4629,32,12,16,21,22,20,35,26,8,194,13,40,102,172,201,110,53,31,4,732,1186,1327,3297,2867,3009,2443,1666,1065,473,17334,2111,5700,17532,15918,14774,11483,6005,2537,830,76891
313,31,107,224,309,291,240,185,77,16,1484,115,180,378,436,331,216,87,12,4,1763,180,698,2368,2877,3378,3302,2844,1434,335,17417,100,478,1469,1411,1376,1179,1012,458,123,7605,44,136,332,460,405,272,161,74,13,1902,112,463,1349,1669,1942,1895,1197,491,123,9231,31,222,1014,1493,1445,1424,1140,387,107,7262,446,1237,3096,3503,3348,2502,1658,482,128,16402,455,1072,2364,2422,2389,1879,1048,259,52,11946,129,308,466,438,370,228,209,75,33,2262,381,714,1477,1303,997,725,524,175,37,6333,37,36,48,25,18,31,56,47,22,324,38,45,188,235,253,199,142,72,27,1201,1315,1231,2440,2547,2554,2510,2757,2140,1633,19130,3413,6934,17209,19137,19088,16608,13038,6174,2662,104266
314,9,110,417,544,455,289,168,34,9,2031,84,202,641,919,543,230,74,6,0,2694,162,713,2618,3177,3211,2558,1778,612,135,14965,60,440,1379,1342,1077,766,516,212,41,5840,18,86,282,445,281,169,94,28,8,1420,70,548,1853,2220,2017,1368,732,222,61,9095,37,237,1251,1913,1658,1330,763,217,44,7457,344,1212,3961,4966,3970,2349,1093,266,71,18241,307,968,2527,2688,2018,1294,605,121,29,10558,151,388,808,686,403,222,125,58,11,2853,307,620,1396,1151,822,413,277,70,10,5083,25,27,20,17,28,22,25,15,11,179,13,46,187,301,244,167,79,29,10,1081,716,705,1644,1584,1487,1110,990,666,487,9381,2313,6301,18994,21952,18214,12290,7320,2577,919,90876
315,3,26,122,96,69,39,27,7,0,393,14,24,56,45,24,20,10,0,0,199,70,483,1484,1247,1172,909,462,136,19,5994,50,160,460,417,306,308,167,48,7,1924,69,151,337,296,268,201,55,24,7,1412,26,168,548,495,570,547,182,58,13,2605,21,215,699,559,468,379,124,40,13,2519,94,297,967,793,702,436,117,28,10,3442,59,236,633,503,508,361,128,28,3,2458,6,49,115,93,56,42,21,12,3,402,69,151,392,302,251,149,83,13,3,1415,9,7,13,9,19,13,11,7,0,89,10,23,69,72,79,47,23,3,0,335,960,1025,2050,1501,1488,1328,888,392,142,9778,1459,3020,7944,6436,5989,4780,2298,804,221,32950
316,6,153,452,658,604,584,532,200,55,3236,98,225,475,616,436,331,193,26,3,2406,199,945,3068,3909,4843,4726,4550,2394,710,25346,101,614,2477,2933,2831,2557,1685,860,226,14286,53,196,644,950,857,687,422,198,61,4065,139,834,3096,3736,4404,3871,2390,1112,364,19955,67,261,1720,2943,3393,3521,2519,1008,255,15684,566,1422,4360,5741,5956,4782,3475,1266,364,27935,553,1199,2888,3569,3747,3342,2089,649,137,18177,183,562,1191,1244,988,759,555,221,77,5786,545,992,2274,2433,2131,1302,998,285,96,11061,54,38,23,39,27,52,78,83,38,421,35,65,248,392,393,338,244,135,44,1888,1537,1375,2645,3130,3486,3380,3457,2656,1988,23659,4141,8891,25555,32302,34099,30217,23181,11102,4417,173906
317,8,103,292,318,267,215,110,42,14,1361,53,157,353,251,150,93,37,4,0,1102,113,839,2290,1926,1917,1674,1131,519,162,10559,76,366,876,686,646,624,418,194,48,3923,76,174,343,472,389,347,173,80,22,2070,43,447,1610,1363,1511,1442,826,390,118,7749,33,168,979,1251,1403,1324,837,341,80,6397,325,993,2556,2406,2120,1465,742,240,82,10925,230,642,1530,1443,1372,1064,563,168,40,7043,42,195,445,273,223,181,97,53,11,1525,314,525,980,705,565,375,186,54,22,3728,28,24,31,18,21,23,30,31,13,220,21,27,145,155,167,120,71,32,17,741,953,822,1466,1384,1421,1402,1443,1264,961,11117,2305,5468,13891,12643,12171,10340,6652,3402,1579,68460
318,5,244,759,621,469,342,236,52,16,2746,62,205,408,326,227,134,50,6,0,1407,261,1359,3986,3546,3554,3115,2039,855,233,18948,73,392,1289,1146,1107,1126,740,295,62,6232,39,168,427,485,361,256,113,41,10,1903,95,894,2684,2227,2078,1740,774,316,72,10877,29,317,1460,1675,1669,1476,764,297,66,7745,327,1236,3380,3354,2903,1939,726,213,72,14158,272,1099,2479,2244,2045,1515,736,188,20,10595,57,192,505,401,304,202,121,60,11,1860,338,704,1441,1155,944,562,350,94,23,5606,39,26,35,17,23,31,38,28,16,254,36,85,265,277,294,170,87,41,9,1269,1545,1971,3237,2756,2864,2459,2109,1386,632,18953,3173,8905,22346,20223,18840,15068,8876,3871,1252,102558
319,4,48,197,266,288,309,245,95,11,1472,58,141,285,300,220,219,114,15,0,1358,308,938,2462,3046,3610,4504,4458,2050,434,21806,95,302,1038,1133,1422,1797,1571,687,123,8176,91,201,536,779,777,606,361,156,28,3543,46,480,1659,1881,2431,2706,1670,720,193,11790,36,235,1247,1950,2222,2193,1584,580,123,10167,413,1130,2774,3004,3097,2873,1798,555,141,15789,283,758,1977,2427,2577,2534,1280,272,49,12159,50,175,324,301,284,302,280,90,30,1836,413,802,1502,1490,1236,1052,817,233,53,7593,29,20,23,16,29,67,90,87,33,403,40,70,168,208,249,236,184,116,26,1304,1759,1383,2742,3015,3748,4256,4730,3465,1555,26651,3642,6688,16942,19819,22194,23655,19180,9124,2797,124041
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,3,23,3,4,11,12,8,15,15,6,3,71
