SA4_CODE_2016,Pakistan_C06_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Philippines_C06_M,Philippines_C06_F,Philippines_C06_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Poland_C06_M,Poland_C06_F,Poland_C06_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Singapore_C06_M,Singapore_C06_F,Singapore_C06_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,South_Africa_C06_M,South_Africa_C06_F,South_Africa_C06_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,Sri_Lanka_C06_M,Sri_Lanka_C06_F,Sri_Lanka_C06_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Thailand_C06_M,Thailand_C06_F,Thailand_C06_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,F_Y_R_o_Macedonia_C06_M,F_Y_R_o_Macedonia_C06_F,F_Y_R_o_Macedonia_C06_P,F_Y_R_o_Macedonia_C11_M,F_Y_R_o_Macedonia_C11_F,F_Y_R_o_Macedonia_C11_P,F_Y_R_o_Macedonia_C16_M,F_Y_R_o_Macedonia_C16_F,F_Y_R_o_Macedonia_C16_P,Turkey_C06_M,Turkey_C06_F,Turkey_C06_P,Turkey_C11_M,Turkey_C11_F,Turkey_C11_P,Turkey_C16_M,Turkey_C16_F,Turkey_C16_P,Unitd_Kingdom_C06_M,Unitd_Kingdom_C06_F,Unitd_Kingdom_C06_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unit_Sts_Amer_C06_M,Unit_Sts_Amer_C06_F,Unit_Sts_Amer_C06_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Vietnam_C06_M,Vietnam_C06_F,Vietnam_C06_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Zimbabwe_C06_M,Zimbabwe_C06_F,Zimbabwe_C06_P,Zimbabwe_C11_M,Zimbabwe_C11_F,Zimbabwe_C11_P,Zimbabwe_C16_M,Zimbabwe_C16_F,Zimbabwe_C16_P,Born_elsewhere_C06_M,Born_elsewhere_C06_F,Born_elsewhere_C06_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Country_birt_ns_C06_M,Country_birt_ns_C06_F,Country_birt_ns_C06_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
202,12,14,17,31,30,30,63,54,159,213,99,215,315,189,377,563,36,33,73,31,33,59,24,30,57,23,32,59,23,32,54,30,38,68,96,89,183,119,122,247,172,163,341,56,65,115,81,75,159,105,103,215,17,36,49,83,117,200,178,261,436,7,5,11,12,12,21,11,9,18,7,8,18,7,8,13,15,9,22,1985,1984,3971,2169,2164,4328,2179,2095,4270,119,101,218,130,127,255,141,170,311,31,20,47,49,34,88,87,57,145,15,16,31,24,24,48,23,29,53,490,457,951,690,710,1394,1037,1038,2078,3486,3736,7227,3465,3454,6911,6093,6467,12554,64363,68043,132405,68588,72111,140695,74698,78392,153092
203,56,75,43,121,256,143,399,203,511,711,349,688,1033,456,890,1339,303,370,670,239,326,560,188,264,450,139,132,275,127,132,261,128,152,277,265,245,514,326,340,668,381,401,782,96,94,187,155,134,290,230,187,417,75,121,199,165,227,395,221,354,572,415,364,779,371,345,719,323,340,662,78,71,146,80,68,154,88,66,151,5726,6127,11856,5884,6234,12119,5927,6217,12146,216,269,485,293,329,624,362,425,792,182,156,339,196,195,386,282,258,540,79,63,147,89,66,159,94,75,172,2508,2601,5109,2761,2898,5659,3280,3420,6702,6183,6134,12321,5811,5639,11445,8993,9522,18510,112979,118292,231275,122200,128452,250650,135813,143119,278929
204,22,19,6,22,29,22,51,61,221,281,90,291,379,201,438,642,79,100,180,64,84,149,58,55,112,28,30,57,23,37,64,32,42,71,97,110,203,151,140,294,149,148,293,37,48,88,68,76,142,75,75,155,16,44,63,29,82,117,39,133,170,20,10,32,14,17,31,20,10,36,9,6,14,11,6,18,14,14,27,2437,2614,5051,2587,2703,5293,2558,2632,5190,133,142,273,137,151,289,166,195,361,10,13,24,27,20,45,19,32,52,24,18,42,21,26,46,31,29,59,1004,980,1980,1087,1097,2191,1185,1286,2470,4125,4024,8149,3807,3585,7386,7237,7461,14695,75590,77032,152628,78782,80513,159294,83920,86275,170194
205,19,36,25,57,41,40,82,103,503,612,171,658,824,283,796,1076,159,186,349,134,173,304,124,146,278,51,35,90,42,68,111,47,51,96,167,177,343,251,295,547,291,318,608,90,82,169,144,116,252,193,147,341,14,71,90,33,110,143,77,190,269,15,16,31,13,5,27,13,13,22,22,10,33,22,8,36,36,10,44,5324,6046,11365,5565,6230,11796,5446,6163,11613,200,201,401,229,260,487,252,281,531,92,65,154,155,88,241,177,155,333,22,29,53,45,55,102,56,60,115,1346,1286,2634,1701,1635,3334,1737,1809,3545,7214,7508,14724,6789,6565,13359,11904,12522,24427,117545,121459,239008,125947,129912,255858,133172,138247,271416
206,500,487,186,676,708,336,1045,602,942,1543,747,1263,2014,1218,1881,3100,815,1137,1959,674,993,1666,604,976,1577,1108,1471,2586,1269,1683,2954,1516,1821,3334,842,872,1718,1132,1096,2226,1360,1316,2679,692,637,1331,848,812,1662,1101,973,2073,614,905,1519,675,1228,1907,1075,2071,3144,269,290,554,290,318,610,289,332,620,642,690,1334,699,699,1394,719,697,1419,9321,7704,17025,11132,9010,20143,12531,10341,22869,1321,1373,2694,1825,2021,3842,2258,2562,4822,2620,3452,6074,2721,3719,6435,2993,4445,7437,149,137,290,183,162,349,216,189,406,11085,11759,22851,13679,14451,28128,18233,19661,37895,27169,22981,50148,21344,18299,39649,26897,27412,54310,225148,233760,458907,245711,256282,501989,285795,305884,591679
207,310,300,170,475,490,284,773,298,590,883,365,740,1105,555,1031,1591,441,576,1015,347,522,868,292,446,742,794,982,1774,864,1140,2009,1006,1306,2310,1104,1183,2283,1226,1355,2578,1158,1248,2405,1205,1189,2397,1460,1432,2899,1674,1596,3269,272,447,718,290,537,829,286,636,921,184,202,383,188,207,396,202,221,419,171,201,368,181,203,381,197,193,388,5973,5859,11827,5881,5570,11452,5487,5075,10563,753,773,1521,803,853,1658,812,892,1707,1400,1695,3092,1620,2024,3642,1956,2404,4359,147,188,327,171,185,354,140,180,320,5644,6412,12057,5900,6703,12600,6480,7346,13825,8285,8710,16997,6964,6868,13829,7932,8636,16567,157449,171534,328985,163530,176480,340002,172782,186862,359644
208,203,166,87,251,226,116,340,408,828,1232,512,959,1468,685,1315,1996,1489,1884,3373,1254,1754,3015,1042,1504,2548,348,439,785,460,572,1030,545,662,1204,2155,2217,4377,2564,2701,5258,2839,2955,5798,1105,1194,2296,1171,1263,2434,1162,1250,2410,161,398,561,192,502,696,281,663,951,56,78,136,56,65,123,67,92,161,367,320,688,372,338,709,355,323,672,8819,8872,17688,9674,9529,19202,10182,9686,19865,912,1017,1932,1139,1245,2385,1249,1332,2585,443,572,1010,588,802,1397,723,998,1724,155,144,293,160,208,368,179,182,362,9764,10767,20534,10803,12023,22825,11409,12878,24290,11872,12396,24269,8953,8817,17773,10393,11102,21498,172344,186106,358455,182676,195542,378214,194086,209615,403707
209,403,419,315,727,990,610,1599,755,1240,1991,1066,1687,2751,1489,2355,3846,308,424,736,310,431,741,308,437,748,214,306,514,340,479,815,419,571,994,394,437,834,584,606,1192,765,772,1539,1312,1238,2545,1795,1725,3521,2492,2319,4811,153,293,447,248,470,724,296,703,996,3754,3627,7386,3700,3688,7393,3440,3524,6961,496,509,1004,594,573,1159,564,546,1114,5900,5758,11661,6438,6109,12549,6564,6187,12750,379,411,791,509,511,1022,628,657,1288,2030,2190,4216,2375,2751,5126,2865,3510,6375,89,83,173,158,153,313,269,309,578,6927,7146,14075,8379,8674,17046,10824,11189,22016,12017,11707,23724,10601,10202,20806,14737,15576,30315,195006,201553,396563,215140,221904,437046,243480,251875,495353
210,607,1084,585,1670,3194,1609,4800,874,1418,2292,1137,1776,2912,1528,2335,3857,462,584,1049,413,533,942,308,463,775,134,167,293,220,285,504,255,327,578,193,174,372,241,246,487,314,334,645,1154,1134,2287,1704,1683,3387,2108,2096,4204,93,204,300,138,286,425,244,471,707,373,346,718,368,351,716,347,347,695,3481,3453,6935,3902,3926,7830,3752,3753,7507,3874,3864,7735,3814,3893,7710,3820,3800,7624,197,239,437,283,285,575,334,344,677,1233,1363,2592,1278,1513,2791,1356,1778,3134,18,23,40,77,85,163,94,109,210,5666,6110,11778,6722,7089,13810,9180,9518,18694,9575,9728,19307,8751,8587,17341,11977,12028,24007,142439,147281,289715,157321,161164,318481,180073,183294,363371
211,226,188,138,335,367,257,624,632,1207,1840,802,1470,2273,989,1772,2761,645,742,1387,611,753,1370,528,700,1232,523,570,1092,767,819,1586,853,937,1792,1287,1407,2700,1492,1625,3121,1482,1724,3208,1528,1570,3094,2034,2023,4060,2474,2424,4901,166,343,510,256,568,825,398,791,1190,94,106,202,89,102,193,81,102,185,120,130,252,120,131,253,133,118,246,14496,14903,29397,13666,14111,27779,12248,12610,24863,638,626,1267,719,716,1434,749,783,1533,1101,1240,2339,1164,1353,2521,1266,1556,2822,111,109,215,170,187,362,196,196,394,6712,7118,13835,7377,7898,15270,8085,8852,16940,11334,11759,23096,8734,8401,17132,11560,12356,23924,228076,237969,466039,234929,244170,479105,244075,255533,499608
212,1230,1402,1060,2462,3174,2277,5451,1735,2840,4581,2624,3989,6612,3714,5338,9052,1610,1834,3440,1427,1701,3133,1280,1591,2870,906,988,1898,1154,1284,2434,1363,1577,2948,1482,1608,3094,1833,1905,3740,1977,2036,4011,7056,6806,13859,10339,9759,20101,13471,12351,25822,561,836,1393,683,1185,1871,922,1655,2576,802,754,1559,837,807,1644,824,812,1640,1156,1057,2210,1158,1117,2275,1072,988,2063,12154,12240,24390,12358,12386,24745,11462,11501,22954,525,522,1049,673,649,1329,814,729,1543,6972,7561,14534,7567,8712,16283,8519,10201,18720,124,143,268,331,320,649,439,461,898,25864,26313,52170,30459,30631,61095,37374,36457,73826,19685,18388,38072,15643,14326,29974,21539,21357,42897,290727,294282,585010,327765,330248,658018,376466,378804,755265
213,958,1288,785,2076,3484,1798,5279,4059,5427,9485,5936,7706,13650,7608,9858,17466,1361,1718,3070,1194,1584,2782,1092,1457,2553,377,406,780,726,784,1516,904,1048,1954,573,550,1120,959,930,1888,1194,1149,2342,1170,1062,2230,2043,1820,3863,3214,2565,5784,303,545,845,755,1202,1960,1110,1842,2951,3214,3126,6342,3135,3092,6226,2949,3023,5973,678,584,1259,703,646,1352,702,597,1294,8369,8465,16828,9362,9085,18444,9337,8971,18305,449,383,832,681,603,1282,842,857,1706,11294,12675,23971,13213,15453,28666,15402,18839,34239,60,74,135,163,200,362,294,327,623,17285,17219,34508,22091,22001,44094,28475,28583,57059,18505,17487,35987,19551,18162,37712,23724,23847,47572,253084,255972,509056,307529,308526,616059,362540,364901,727443
214,65,48,44,95,68,50,120,202,580,791,322,818,1139,447,1034,1480,237,238,470,271,278,552,258,276,535,74,91,164,81,120,202,107,140,246,445,487,933,629,700,1323,719,820,1541,293,296,590,372,362,731,376,386,762,33,125,163,63,221,284,112,361,476,29,25,49,33,30,62,48,49,94,42,38,81,58,60,120,83,74,157,10921,11787,22708,11556,12257,23813,11216,11954,23167,355,358,711,416,422,838,452,454,915,53,71,121,64,114,181,86,166,249,66,85,154,110,119,230,109,142,256,2697,2731,5424,3097,3271,6374,3343,3636,6975,9626,10031,19650,7274,7748,15018,9558,10231,19788,123762,130518,254283,131893,139167,271066,140290,148846,289142
215,41,38,24,62,81,49,127,48,206,253,176,353,530,238,484,719,34,37,69,31,30,63,34,24,52,9,10,24,14,21,34,14,18,28,101,130,227,104,141,251,121,141,260,36,27,66,69,68,136,104,70,174,22,36,60,53,78,135,85,125,208,6,0,5,3,3,4,4,4,11,281,247,526,211,197,409,171,152,323,1301,1433,2737,1286,1446,2736,1215,1357,2575,52,67,120,57,86,145,72,89,165,99,81,179,134,106,246,172,192,357,32,39,70,40,47,92,36,37,71,839,757,1596,1158,961,2119,1362,1218,2581,4199,4229,8428,4123,3962,8079,7114,7089,14204,73281,74708,147988,73135,74295,147427,74721,75314,150035
216,12,40,33,77,151,98,256,53,224,272,118,322,443,231,504,730,23,23,50,18,28,43,21,29,46,5,8,15,17,14,28,11,19,33,62,68,128,74,69,138,103,80,184,39,41,76,68,52,118,98,90,182,14,42,54,28,76,106,32,98,129,55,41,96,53,43,96,51,41,90,185,179,360,175,166,339,135,126,257,1254,1341,2591,1286,1386,2673,1279,1368,2638,46,63,109,65,83,149,72,105,175,14,7,23,24,14,44,23,25,49,7,12,18,12,21,33,20,28,51,769,724,1496,1200,1092,2289,1457,1369,2830,3583,3573,7156,3618,3632,7253,5853,5987,11840,59779,60599,120384,61841,63054,124893,64500,65469,129971
217,3,0,5,9,12,5,21,29,137,161,47,197,246,138,317,460,30,16,48,17,20,39,18,14,35,10,19,30,12,12,27,13,23,41,64,57,125,98,107,207,99,121,223,15,27,43,53,41,93,75,72,149,3,18,22,15,44,61,31,77,103,0,3,7,9,3,7,4,3,9,5,9,14,8,8,14,4,3,10,1431,1559,2984,1486,1575,3064,1419,1559,2978,61,71,136,83,88,169,88,100,189,20,21,45,13,24,33,20,30,44,42,28,71,42,34,82,38,39,73,321,350,671,401,403,806,578,541,1120,3398,3369,6770,2962,2932,5894,5168,5285,10453,58813,60344,119153,59586,61074,120659,60506,62189,122701
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,3,0,3,3,0,3,49,3,51,36,0,36,28,4,29
299,5,11,8,16,8,3,11,7,4,9,9,24,34,23,24,41,6,8,17,8,7,14,8,4,11,9,8,15,8,13,21,8,7,13,17,14,33,23,16,30,10,13,25,22,21,42,29,14,39,16,6,28,3,4,5,6,13,23,6,11,17,3,0,3,7,3,6,4,0,3,10,9,19,10,8,19,19,7,26,216,135,353,244,179,424,170,135,306,36,34,71,32,25,55,21,19,47,37,28,67,49,47,95,35,47,76,3,3,3,6,3,10,4,3,3,165,160,327,234,215,450,253,263,519,393,290,684,512,360,871,689,476,1162,3598,2798,6394,4672,3636,8307,4331,3238,7565
301,21,23,23,46,36,34,74,245,644,893,408,875,1281,499,1043,1537,137,165,303,121,168,292,107,169,272,72,103,171,95,122,209,101,132,228,834,858,1685,1386,1483,2869,1687,1717,3407,110,108,214,192,188,388,191,190,384,43,116,159,62,184,246,82,276,361,17,22,32,15,15,29,17,17,26,39,41,85,39,36,71,26,21,51,6959,6971,13928,8040,7883,15928,7967,7931,15897,249,286,534,388,380,768,385,388,773,100,133,227,133,194,331,154,237,389,136,131,267,190,181,372,211,206,416,1982,2202,4182,2364,2731,5092,2678,3097,5774,5077,5052,10124,4387,4163,8551,5413,5568,10984,93685,98117,191806,103356,107777,211132,109216,113876,223095
302,48,57,45,96,123,85,212,490,1042,1538,993,1641,2631,1233,2105,3341,133,179,311,121,178,299,121,180,302,89,116,205,124,151,272,144,181,327,397,421,818,633,654,1284,729,736,1459,173,200,376,273,289,559,405,398,802,48,154,204,142,281,424,170,422,590,7,19,27,15,27,43,27,32,58,16,5,21,36,20,53,37,25,58,3751,3400,7148,4168,3714,7875,4219,3709,7924,250,199,447,309,281,588,366,337,698,153,183,339,163,229,393,213,296,513,86,85,170,154,141,291,170,171,349,2204,2376,4578,3226,3406,6631,3789,4279,8063,4868,5326,10193,4567,4461,9028,5192,5750,10935,83911,90508,174412,92920,98131,191051,100252,106264,206522
303,327,431,290,715,922,559,1479,716,1401,2115,1083,1923,3004,1336,2279,3621,304,361,664,263,346,612,238,326,561,373,376,748,462,537,1001,532,613,1149,1107,1190,2297,1566,1563,3134,1527,1594,3127,502,517,1020,886,843,1725,1061,1025,2089,147,282,429,188,456,642,278,629,905,121,125,247,119,142,262,110,135,244,84,68,150,105,88,189,130,95,226,6209,5416,11624,6103,5249,11349,5666,4791,10459,503,428,928,561,553,1108,618,659,1274,1413,1595,3006,1600,1887,3486,1803,2216,4021,433,411,841,526,526,1050,473,448,923,10190,10709,20896,11198,12116,23316,12629,13813,26440,8426,7603,16032,7875,6806,14681,8906,8743,17657,140847,146758,287606,154572,159513,314086,167372,173194,340569
304,67,52,37,89,101,78,180,179,360,539,267,519,781,319,613,928,146,194,340,153,205,356,142,191,325,403,484,895,530,618,1146,576,600,1180,1415,1357,2772,1727,1719,3442,1799,1797,3598,385,411,801,464,475,940,507,555,1063,89,182,274,89,212,306,127,309,439,38,31,70,39,30,68,27,34,64,34,23,63,42,28,67,51,21,73,5063,4748,9815,5636,5125,10753,5610,5065,10675,580,572,1146,684,669,1355,754,749,1501,475,547,1021,550,686,1237,602,757,1358,255,279,534,307,332,639,308,324,627,2744,3125,5869,3252,3638,6889,3677,4284,7964,3978,4053,8026,3183,3193,6376,3595,3679,7281,78122,83100,161221,83414,86941,170353,87361,91627,178991
305,65,77,60,134,167,93,257,267,609,879,463,836,1297,566,1014,1577,167,219,388,167,212,379,173,225,403,318,325,647,344,366,708,370,511,877,540,609,1153,893,894,1791,1031,1005,2034,164,154,319,294,245,543,356,323,676,168,359,530,223,475,701,326,684,1007,27,17,52,23,23,52,28,27,55,61,47,103,97,48,147,104,57,163,5412,4303,9713,6281,4946,11230,6536,5172,11706,617,588,1207,955,964,1915,962,996,1961,310,385,700,384,495,881,494,633,1125,141,143,282,206,194,396,219,191,410,3900,4064,7967,5728,5872,11605,7774,8250,16017,11585,9489,21079,8681,6479,15163,10425,9697,20126,101555,103460,205013,112203,111779,223980,124584,125628,250207
306,35,26,16,47,51,37,85,250,991,1239,476,1396,1869,624,1744,2365,100,114,214,105,119,223,95,116,215,55,64,122,59,78,138,58,102,162,217,260,481,414,461,876,468,476,942,72,72,148,109,111,213,129,125,259,173,325,497,217,390,613,272,545,816,7,3,8,7,3,15,4,0,10,21,25,45,21,19,43,27,28,53,4456,4317,8770,5003,4966,9972,5206,5078,10289,358,372,727,406,447,851,421,464,885,45,67,110,90,120,212,120,180,303,70,89,163,130,161,294,140,160,295,2968,3176,6142,3711,4086,7791,4423,5114,9537,9830,8767,18596,8980,7828,16814,12292,11973,24269,101905,101204,203112,111876,112557,224438,119266,120923,240190
307,14,8,0,8,12,6,23,37,195,240,315,460,770,504,737,1237,22,26,52,17,20,42,15,26,44,6,13,17,17,17,32,15,10,29,124,116,238,240,221,457,245,243,487,14,11,24,17,11,36,33,19,55,0,17,14,9,38,50,7,68,78,5,4,7,3,3,6,3,0,4,3,3,3,0,0,3,5,3,3,1136,1284,2422,1230,1367,2603,1215,1297,2512,70,93,163,82,107,189,94,118,207,4,11,16,6,5,17,16,18,37,60,59,121,78,70,145,77,75,153,422,418,840,531,533,1069,715,699,1414,3461,3213,6671,4319,3666,7984,6327,5943,12270,57934,56928,114867,61682,60590,122274,63708,62579,126289
308,15,29,21,50,54,35,88,155,509,672,486,843,1333,907,1376,2284,44,39,85,35,34,74,37,41,71,27,48,70,43,44,87,42,46,90,332,340,673,689,691,1386,763,781,1545,31,31,61,125,75,199,268,144,408,32,100,131,54,144,196,69,225,289,4,3,6,3,0,4,3,0,3,8,4,12,10,6,16,14,3,19,2565,2402,4973,2617,2452,5066,2504,2374,4880,172,180,353,256,230,482,227,242,471,101,47,146,233,241,475,231,256,489,97,82,178,167,166,337,186,189,373,1107,916,2017,1563,1335,2900,1701,1522,3227,7735,6307,14046,8780,6886,15670,10556,8949,19506,99013,94891,193900,108166,103180,211343,112288,108627,220912
309,123,118,76,198,250,158,409,613,1673,2290,843,2178,3018,1160,2940,4104,389,532,921,391,572,958,412,591,1001,299,397,696,335,455,795,385,506,895,1866,1899,3766,2936,3045,5986,3393,3533,6924,164,178,341,251,233,483,322,319,642,191,467,664,315,764,1084,432,1125,1557,90,89,173,94,107,202,116,115,226,158,130,285,224,139,361,219,158,385,14727,14735,29459,16890,16989,33877,17402,17614,35011,978,842,1822,1229,1143,2375,1286,1307,2589,159,154,310,213,268,484,349,476,829,257,274,530,375,402,776,463,441,908,6803,7399,14206,8508,9235,17738,10478,11843,22319,20507,18571,39079,17740,16692,34439,22281,22647,44931,219427,226761,446185,248045,259600,507641,277160,292835,569997
310,63,80,73,152,138,123,259,367,898,1267,712,1413,2131,1051,1949,2995,180,209,387,160,189,350,170,190,362,87,115,201,108,145,255,127,169,299,470,458,924,751,728,1480,871,858,1732,153,155,304,331,306,638,521,452,977,63,151,217,86,244,326,113,319,438,24,26,51,27,30,56,30,29,55,28,12,41,24,25,51,29,34,58,6081,5911,11990,6287,6189,12472,6073,5980,12056,275,247,519,376,345,719,414,404,812,2765,2958,5729,3063,3501,6558,3571,4319,7891,91,89,184,217,203,426,271,239,509,3608,3604,7215,5395,5472,10865,7516,7775,15293,7828,7478,15307,7980,7317,15290,11840,12058,23897,120436,121272,241707,140754,141039,281788,160806,162258,323069
311,157,231,205,437,496,429,932,387,1223,1608,698,1601,2301,899,2037,2933,214,205,426,222,219,444,179,186,365,127,130,256,168,176,343,149,191,338,756,728,1479,943,975,1911,998,1018,2014,124,133,255,170,186,352,313,242,558,209,281,490,345,483,824,419,663,1085,41,57,97,46,49,95,46,55,98,56,39,93,73,65,139,97,81,172,7773,7820,15592,7708,7783,15494,6996,7263,14262,273,260,532,334,330,665,340,314,654,370,357,726,426,459,887,463,551,1017,184,185,368,257,247,502,278,287,566,5822,5958,11782,7746,7985,15730,9867,9937,19804,9061,8732,17791,8520,7909,16424,10915,11152,22068,129998,131740,261739,144051,146383,290428,156731,160571,317296
312,27,26,15,40,32,29,66,165,493,657,582,938,1516,824,1381,2203,32,35,67,36,41,74,30,41,66,31,24,49,22,18,44,18,27,43,487,432,918,856,778,1635,766,696,1463,29,26,59,62,47,114,84,70,159,21,78,102,31,151,184,63,261,322,0,0,3,0,0,0,3,0,3,22,15,41,14,5,19,12,3,18,2130,2103,4229,2332,2265,4597,2094,2106,4206,128,132,265,163,182,346,144,199,347,25,34,57,38,48,90,62,76,135,153,147,301,247,220,466,246,220,466,848,752,1605,1049,1043,2086,1129,1286,2415,8511,5940,14452,8483,4779,13265,10270,7590,17862,77975,72202,150171,87328,79480,166813,87173,82515,169688
313,38,18,15,33,26,20,44,205,753,957,381,1075,1455,649,1437,2084,94,95,185,89,101,184,91,101,195,38,59,98,45,69,112,57,93,143,292,336,627,521,570,1091,692,749,1442,106,98,202,96,91,190,104,114,217,23,95,117,41,181,225,63,225,292,10,6,19,5,9,11,3,5,10,10,7,14,12,9,26,10,7,25,6063,6054,12123,6797,6965,13763,6714,6941,13660,243,237,484,305,308,610,322,304,626,86,88,167,114,129,244,107,160,269,74,70,149,114,116,231,134,132,264,1704,1804,3509,2100,2283,4380,2499,2925,5425,5764,5867,11627,6611,6264,12873,8343,8981,17327,92385,95469,187850,105646,110104,215751,115312,120771,236091
314,20,34,21,53,41,26,65,155,409,557,376,686,1060,657,1124,1780,75,90,165,79,90,167,83,109,193,73,73,139,85,91,176,105,125,225,649,672,1323,1295,1295,2587,1610,1640,3248,83,82,163,127,135,260,165,163,325,28,59,88,40,116,157,97,230,319,6,3,8,10,10,20,15,12,27,9,8,19,17,8,24,25,9,30,4342,4078,8417,5530,5196,10727,5759,5494,11260,225,174,403,313,260,572,331,305,628,19,35,55,37,68,102,57,97,150,113,113,228,210,230,442,284,312,595,1288,1294,2581,1696,1860,3555,2390,2670,5056,3089,3009,6101,2910,2639,5551,4572,4554,9126,69827,71310,141143,82642,84787,167430,95814,99151,194969
315,20,13,6,15,13,14,26,84,301,383,188,423,610,216,486,699,14,12,23,18,13,29,6,11,19,8,8,19,11,16,23,11,11,17,91,85,171,156,122,275,132,146,278,15,10,24,239,16,257,43,31,71,8,30,43,14,52,67,13,75,90,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,3,3,7,655,549,1201,675,600,1278,590,583,1174,46,60,109,63,72,132,65,65,133,26,23,45,75,69,147,66,73,140,25,34,59,63,67,127,58,54,108,523,411,936,828,507,1333,700,607,1312,3648,2914,6561,4140,3028,7164,4216,3737,7947,41130,37392,78520,43831,39088,82926,41464,38235,79700
316,17,32,24,54,50,34,86,112,562,681,176,747,922,295,1046,1338,118,121,242,107,159,269,129,188,320,89,122,215,102,131,235,105,149,254,778,751,1530,1183,1264,2448,1626,1714,3342,89,72,161,129,86,216,146,114,257,51,171,221,81,311,398,128,469,596,6,11,20,14,19,30,15,17,33,10,11,23,28,13,43,30,17,44,9795,9986,19778,11611,11901,23512,12341,12722,25070,572,569,1140,692,752,1449,793,949,1746,27,50,74,42,97,144,76,157,229,284,298,577,349,379,727,382,408,789,2410,2673,5084,2887,3240,6121,3431,4041,7471,8839,8606,17442,7879,7299,15184,10992,11203,22196,134549,141713,276263,148643,158266,306909,167304,179214,346522
317,22,37,13,52,126,65,194,92,262,349,182,444,622,316,612,933,25,41,65,24,41,63,20,35,58,88,72,159,67,93,167,99,95,191,272,278,548,419,431,849,438,435,866,49,46,93,78,80,158,163,161,324,20,56,74,22,57,84,41,79,118,5,0,7,4,0,3,3,3,6,12,9,24,19,11,26,20,14,33,1683,1832,3514,1799,1841,3639,1683,1837,3523,152,162,318,170,184,348,180,218,403,43,31,75,56,56,116,56,72,127,218,225,439,255,267,521,251,267,520,1163,1068,2232,1650,1577,3228,2165,2279,4445,3669,3491,7159,3560,3625,7182,5150,5395,10543,62906,67000,129911,67840,72381,140220,72238,77279,149512
318,22,28,26,55,48,43,96,192,579,774,446,934,1381,601,1268,1868,50,57,106,43,47,85,41,52,100,59,65,121,65,68,131,74,62,140,349,329,677,501,517,1013,539,557,1096,66,54,120,114,106,227,135,146,276,36,129,171,70,222,287,100,260,362,3,8,10,5,3,7,3,8,11,4,3,7,7,0,8,9,7,19,3163,2850,6010,3376,3260,6644,3280,3187,6468,236,262,497,288,332,617,283,370,647,64,65,133,94,115,213,132,160,289,96,82,181,158,172,331,164,185,348,1655,1653,3305,2141,2202,4349,2458,2708,5165,6679,5904,12581,7612,6273,13890,9621,8546,18167,98927,97744,196672,109044,108855,217896,114674,114358,229031
