SA4_CODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
101,596,256,185,474,4005,224,165,539,654,453,229,189,373,2820,222,227,612,625,466,208,239,691,3295,21839,9716,24159,16111,7094,2372,1622,8155,91060
102,881,310,224,651,6721,469,331,1232,1263,770,292,246,650,5259,501,535,1463,1245,745,320,326,1272,6407,34001,15909,39806,24990,9774,3042,1925,10263,139707
103,627,265,247,473,3801,229,161,526,627,469,275,247,358,2901,248,215,624,629,494,255,292,483,3247,19028,8094,20556,15710,7542,2669,1972,8064,83644
104,478,158,130,289,2962,151,124,483,493,334,167,145,281,2181,155,172,501,498,362,179,163,485,2526,12492,6042,15844,10952,4969,1625,1135,5020,58077
105,359,176,129,281,2116,87,87,253,322,273,141,149,226,1533,104,95,279,332,279,104,165,349,1708,10019,4352,10823,8409,4336,1591,1360,5339,46226
106,636,259,172,426,4185,193,194,654,741,476,201,205,411,3075,237,265,665,622,462,215,222,659,3341,24669,11255,29765,19917,8283,2634,1808,8548,106875
107,706,278,184,452,5299,223,234,1092,1033,536,272,202,471,4056,242,356,1145,994,531,298,258,788,4612,33307,12947,34917,21211,7777,2612,1640,8422,122829
108,817,331,197,561,5532,330,253,894,890,643,286,211,508,4014,390,361,974,874,626,254,240,996,4718,18585,9131,25678,17953,8048,2776,1668,8089,91932
109,427,170,160,289,2394,115,98,292,358,294,172,170,249,1739,124,135,336,387,298,165,164,329,1939,10913,4499,11941,9319,4339,1510,1104,4594,48220
110,597,234,236,442,3623,167,114,453,507,407,235,205,348,2435,172,179,502,522,400,207,266,525,2780,17008,7134,18267,14012,6545,2439,1849,7515,74766
111,849,318,240,602,6407,336,357,1208,1193,746,352,245,680,5116,376,491,1354,1180,706,342,318,1636,6408,42892,17006,43002,25334,9326,2897,1852,10082,152388
112,766,302,224,532,5035,282,255,794,917,591,288,291,521,3929,395,354,1013,980,683,269,327,956,4981,24049,11503,27392,18177,7890,2558,1777,10002,103343
113,516,222,199,304,2801,113,101,353,449,384,204,224,258,2084,164,155,448,473,362,251,251,421,2528,15124,5643,14713,11906,6067,2231,1637,5714,63034
114,531,189,121,362,3683,183,172,606,625,378,157,128,352,2594,199,182,596,579,319,133,139,602,2743,14009,6550,17599,11985,5178,1571,964,5382,63242
115,349,136,73,172,2822,130,125,576,454,239,95,83,193,1895,168,224,588,490,277,125,151,514,2541,25179,10747,29281,15370,4926,1291,817,5021,92620
116,452,231,269,261,3127,114,168,493,472,322,202,261,217,2255,162,224,440,381,300,210,337,258,2314,37183,18123,34958,19090,8440,3250,2934,9169,133145
117,253,95,73,336,2771,232,258,525,347,185,90,101,280,2015,259,223,476,302,193,96,134,425,2111,78907,15173,17654,6702,2338,813,721,17356,139665
118,315,82,59,430,3697,349,292,765,573,272,102,92,386,2839,516,479,1055,637,332,107,141,769,4037,52264,14000,23960,10699,3026,706,548,12325,117535
119,846,320,414,707,8229,491,605,1942,1368,760,367,464,653,6648,720,888,2091,1449,854,402,637,1264,8313,76860,33527,57325,29353,12218,4594,4044,18923,236840
120,378,164,100,287,3789,359,309,906,681,319,132,139,260,3103,503,453,986,676,408,202,242,426,3896,53142,18821,28148,11681,3755,1155,854,10632,128189
121,643,201,99,395,5921,534,370,1218,1112,614,202,165,344,4577,752,609,1602,1334,707,297,225,914,6440,62219,23988,46074,21802,6337,1553,870,11328,174176
122,457,146,49,297,3995,254,235,815,815,405,148,107,356,3124,375,390,1137,893,488,183,158,860,4489,32407,12628,30969,15597,4640,1093,568,7277,105173
123,385,174,162,257,2664,104,127,393,377,279,141,160,269,1844,112,164,351,376,221,127,168,564,2083,28471,12472,27884,17082,7225,2628,1871,7524,105160
124,513,273,214,321,3818,208,245,597,540,413,219,225,274,2718,257,277,756,553,350,203,234,395,3017,35229,15072,33383,20431,8313,2881,2012,8829,126160
125,620,307,355,441,5068,278,294,923,800,528,262,335,412,3841,392,443,1102,840,540,293,505,710,4823,56711,27613,41252,20342,9196,3801,3480,15253,177642
126,328,98,74,196,2706,198,168,549,544,276,109,92,198,2143,332,275,662,606,352,158,169,586,3141,28624,11285,20125,8990,2875,818,565,5030,78304
127,635,369,575,421,4683,179,256,731,661,412,261,592,313,3406,175,269,612,548,424,279,651,480,3432,47500,18285,40201,24473,11073,4474,4562,13174,163744
128,433,128,76,183,3349,192,191,832,698,375,133,111,198,2735,275,355,1141,834,469,193,154,405,3824,26122,10324,27931,15486,4795,1188,657,4810,91312
197,0,0,0,5,14,0,0,0,0,3,0,0,3,10,0,0,3,3,0,0,0,0,7,39,21,65,35,21,6,0,37,220
199,3,3,0,23,78,4,8,4,11,3,0,3,11,38,3,0,15,6,3,4,7,13,48,1744,350,650,414,184,65,57,1134,4590
201,455,226,199,301,2771,153,104,366,391,343,203,213,238,2012,197,168,496,480,319,191,240,362,2456,17931,6632,16512,11364,5228,1899,1490,5496,66545
202,456,199,183,325,2768,138,107,355,429,335,163,190,273,1994,183,169,453,472,323,172,218,511,2500,16926,6649,15973,11272,4997,1709,1324,5766,64603
203,773,303,274,426,4837,215,220,862,909,581,256,252,407,3707,325,371,1061,960,666,304,313,660,4657,32655,12287,31970,20299,7966,2472,1741,8574,117970
204,549,258,201,325,3217,157,123,432,543,380,207,193,322,2361,176,174,530,548,455,226,237,500,2840,16590,6924,18775,13387,5873,2009,1452,6376,71384
205,932,390,333,604,5549,218,187,729,911,712,338,320,529,3937,294,283,841,870,720,366,403,706,4489,25493,10875,29883,22166,10124,3424,2456,10407,114826
206,616,218,215,634,6264,475,453,1410,1025,510,214,245,585,4916,620,623,1368,990,561,316,371,935,5790,150088,26870,39764,17623,5813,1798,1683,28900,272543
207,768,251,180,453,6642,502,372,1451,1290,728,265,208,453,5259,786,611,1820,1434,883,330,340,888,7094,55460,19591,42404,21122,6489,1730,1124,10088,158013
208,675,218,161,533,6374,506,474,1527,1288,645,241,207,475,5357,757,863,2190,1726,879,334,335,978,8064,58508,22174,48385,22902,6743,1854,1269,11557,173391
209,901,314,322,557,6626,287,330,1397,1268,684,307,343,520,5129,342,473,1349,1203,663,363,394,841,5632,64101,24933,56122,29546,10147,3145,2490,14795,205282
210,689,299,306,457,4980,165,275,1023,937,567,260,317,415,3961,244,363,971,868,459,263,346,547,4063,43106,16959,37925,22272,9129,3270,2921,11514,147096
211,1092,391,278,549,7584,316,405,1411,1364,850,364,322,521,5549,454,624,1624,1424,855,423,412,988,6801,61595,25150,60740,33768,11975,3391,2194,12349,211158
212,1309,521,515,783,9797,394,586,1951,1675,1022,480,583,740,7427,554,715,1844,1582,1031,564,713,1256,8254,91265,41243,82778,42111,15984,5716,4725,22044,305863
213,1016,432,495,631,6899,281,330,1337,1130,707,350,516,658,5308,317,483,1217,1083,664,347,573,862,5539,89439,39876,74117,38114,14476,5132,4716,23407,289288
214,787,314,157,528,5728,312,277,983,1022,627,257,203,472,4152,295,413,1184,1025,612,273,213,694,4721,31789,14361,35807,20847,7918,2307,1361,9316,123705
215,605,266,218,380,3148,146,103,373,496,481,261,239,333,2434,216,164,503,577,495,244,277,550,3034,13822,5350,14773,12308,6148,2228,1655,6187,62466
216,460,219,188,294,2531,91,87,299,419,391,197,221,251,1963,139,114,397,439,342,180,220,378,2213,11771,4723,13132,10459,5200,1853,1446,5066,53639
217,417,213,215,282,2453,103,87,284,383,348,179,231,240,1867,156,129,365,445,330,194,277,355,2260,11895,4497,12419,10056,4962,1803,1380,4520,51535
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
299,4,0,0,4,32,0,0,4,3,0,0,3,3,16,3,0,6,6,0,4,5,9,28,1190,232,328,236,96,44,38,716,2883
301,514,224,130,273,3376,167,166,529,576,360,207,186,265,2436,208,213,605,557,399,204,193,610,2985,24610,11240,27172,15463,5941,1945,1236,5345,92945
302,448,193,138,266,3181,271,157,562,565,396,203,190,287,2637,324,262,632,584,452,220,212,747,3436,30369,11381,21551,11677,4625,1588,1165,5894,88246
303,523,241,194,296,3959,258,198,689,732,478,252,223,293,3123,367,361,913,860,515,288,301,547,4150,54385,18380,33750,17176,6196,2210,1742,9492,143334
304,308,118,75,164,2229,140,125,360,372,259,105,87,176,1614,156,176,476,457,289,127,129,550,2375,26676,8063,20294,10784,3535,1001,623,4374,75348
305,234,110,63,207,1960,181,101,313,304,231,106,97,175,1515,247,175,438,394,263,112,128,488,2242,54729,11000,18485,9406,3206,913,605,10298,108640
306,447,198,167,412,3074,144,137,370,442,316,171,165,267,2017,157,154,447,463,305,167,204,406,2298,26859,11580,23558,14405,6276,2387,2196,10623,97882
307,417,173,193,242,2213,108,61,219,301,248,158,174,218,1491,112,98,246,284,240,150,199,346,1661,10535,4582,11868,9574,5076,1876,1574,4995,50080
308,447,215,218,288,2727,107,101,335,362,342,174,211,247,1877,145,130,314,334,248,160,204,412,1960,20389,9133,21797,14958,6809,2491,1955,7839,85375
309,1083,406,254,849,8624,506,508,1489,1295,780,361,246,760,5945,602,825,1694,1359,796,405,337,1393,7405,72099,31122,64720,34086,12649,3885,2360,21431,242352
310,602,309,323,332,3661,159,158,479,509,396,203,273,275,2449,147,170,473,473,372,214,285,434,2567,34421,15340,30332,19285,9341,3712,3508,10872,126812
311,542,250,228,279,3298,136,148,439,495,337,192,236,224,2206,138,186,476,454,356,197,220,260,2288,32473,14909,32120,19794,9591,3711,3199,9852,125648
312,274,169,122,194,1817,85,65,215,290,227,131,146,151,1309,90,91,224,218,225,107,170,215,1336,16319,6912,16726,11140,4859,1806,1247,6423,65432
313,669,308,206,425,4175,211,165,582,607,418,225,233,419,2870,223,205,533,546,351,233,238,906,3226,23447,11098,25909,17212,7875,2950,2032,8039,98562
314,279,119,68,123,1804,93,74,241,270,178,79,86,134,1156,76,116,302,283,193,79,84,265,1407,21700,9505,22595,12498,4600,1421,884,4273,77481
315,100,47,73,81,606,18,19,63,73,68,31,75,44,401,24,23,43,65,53,33,60,67,372,7154,3241,5740,4331,2467,1158,1320,3739,29149
316,961,361,236,511,6740,352,322,1081,1164,771,310,242,518,4764,402,427,1202,1148,735,364,327,979,5580,37925,16755,43430,25526,10030,3061,1794,10589,149112
317,406,182,162,264,2467,152,108,295,415,331,180,205,259,1937,174,126,325,364,320,169,187,573,2231,16903,6198,14832,10830,5083,1842,1456,5148,62298
318,499,244,186,302,2920,123,110,356,463,338,202,177,256,2021,150,143,384,423,314,172,199,312,2101,26172,10189,22173,14658,6617,2456,1884,7955,92109
319,1006,482,355,649,6296,295,234,726,872,704,347,363,503,4044,275,326,782,723,572,371,411,649,4111,25027,12455,31933,22474,11152,4360,3174,10498,121064
397,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,18,18,5,3,0,9,81
399,18,3,8,29,118,4,5,3,9,3,0,0,0,34,3,3,0,7,0,0,0,10,18,1728,366,959,652,307,89,77,1006,5179
401,661,189,111,314,5069,296,266,1049,1030,643,234,147,309,3964,530,510,1456,1282,763,334,240,513,5636,42995,14660,34650,17543,5945,1605,954,7797,126143
402,906,377,303,516,6207,211,318,1087,1119,718,358,322,453,4587,237,397,1146,1053,689,374,382,643,4910,47703,22008,48560,25978,10659,3890,3099,11269,173172
403,760,271,142,433,5841,312,326,1150,1235,710,271,220,432,4665,449,565,1641,1457,844,439,327,805,6533,44397,18827,45933,22962,7879,2447,1524,9147,153114
404,535,215,150,281,4254,223,262,935,849,469,211,206,285,3451,358,423,1216,1005,570,279,273,595,4717,33298,12527,26423,13008,4696,1606,1265,6521,99334
405,400,164,135,171,2266,94,80,326,388,323,151,121,147,1631,155,122,397,410,300,148,171,294,2003,9648,4191,13109,9341,3966,1332,982,3364,45933
406,207,128,65,143,1228,40,32,127,174,200,95,106,113,889,42,62,147,195,170,95,109,208,1024,6963,3294,8522,5917,2696,1040,746,3287,32466
407,667,255,167,362,3997,152,115,528,708,499,249,215,272,2742,168,183,626,705,504,279,291,556,3310,16307,7481,22111,15128,6385,2133,1473,5866,76886
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,8,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,7,370,92,180,99,33,16,11,209,1016
501,506,226,115,311,2744,90,63,318,475,377,193,157,281,1952,95,98,359,421,352,179,188,346,2039,15772,7194,20309,13489,5731,1855,1202,6153,71705
502,377,121,84,219,2215,81,70,302,400,292,121,84,177,1524,71,96,271,308,206,91,87,260,1388,8790,4399,11911,7698,3319,1069,633,3176,40991
503,293,73,65,240,2298,215,105,407,484,268,103,75,197,1853,263,176,564,578,386,142,140,359,2611,30144,7367,15917,8865,2717,686,461,6951,73108
504,474,178,149,304,3008,111,137,420,498,346,159,153,276,2093,118,136,435,437,300,182,172,575,2360,30695,12955,26425,14584,5754,1851,1428,8345,102032
505,962,368,242,566,6866,269,306,1286,1245,833,365,291,567,5170,287,391,1294,1159,793,338,347,973,5585,66642,26480,62133,32408,11511,3468,2466,14985,220096
506,904,320,254,606,5990,264,262,893,994,705,351,326,571,4363,296,345,974,971,668,365,393,1166,5171,62596,24769,50013,27466,11016,3710,2822,15872,198253
507,835,300,171,522,5354,230,257,930,1088,658,288,191,532,4176,241,359,1002,983,653,330,280,992,4854,48056,19784,45505,25385,9441,2912,1786,12788,165658
509,468,189,146,278,2435,82,61,265,377,347,167,125,220,1636,79,79,282,335,290,141,148,299,1655,11097,4857,14168,10664,5006,1749,1213,5323,54073
510,29,14,36,42,215,11,3,11,12,9,6,37,30,118,10,6,12,10,11,7,15,28,98,9040,3594,6094,3753,1821,804,819,4759,30698
511,236,107,95,162,1308,38,40,117,200,175,103,99,113,887,44,38,110,145,134,75,109,138,795,10613,4661,10927,7757,3634,1321,986,5267,45174
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,9,26
599,6,4,0,3,24,0,0,3,0,6,0,0,4,15,0,0,0,0,0,0,0,3,11,753,137,375,233,86,37,17,589,2220
601,535,244,175,329,3846,195,169,621,691,479,233,176,287,2849,269,304,743,676,496,247,241,397,3368,27271,11464,25259,14664,6021,2152,1487,6609,94929
602,424,173,139,252,2650,143,107,361,439,302,163,130,202,1850,190,173,438,479,297,159,155,254,2141,15180,6489,15879,10301,4328,1649,1106,4802,59733
603,94,40,38,66,613,24,29,69,90,47,40,32,45,380,32,26,61,66,52,33,26,35,326,3472,1697,4054,2641,1203,456,334,1290,15142
604,407,206,133,222,2163,97,77,298,326,273,158,138,190,1564,106,103,287,294,241,145,183,231,1587,10247,4877,12455,8583,4054,1568,1073,3471,46325
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,8,0,0,0,0,18
699,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,34,57,46,20,5,0,56,350
701,99,54,62,103,803,34,28,73,68,65,33,72,55,418,17,36,54,61,45,25,55,63,356,16909,6587,11204,6248,2593,873,712,6342,51481
702,45,36,44,60,375,28,16,39,28,38,26,36,54,262,17,12,21,18,34,12,29,35,192,8685,4275,5896,4124,2251,1213,1069,6210,33722
