SA4_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
111,17454,3171,817,21447,11512,5573,448,245,17775,604,311,917,18692,3291,910,22887,11901,5266,416,233,17815,628,285,909,18728,3496,1035,23255,11274,5053,497,217,17039,573,257,834,17874,4391,1040,23307,9721,4802,607,169,15302,491,281,766,16072,6358,1140,23571,5000,3800,426,103,9327,347,275,620,9949,10602,1025,21580,1397,1866,189,62,3506,38,71,111,3613,15462,1073,20144,304,795,63,45,1201,6,25,35,1237,13874,1016,16123,131,357,37,61,585,7,15,22,609,26131,3960,30699,94967,56979,5979,2520,160447,6908,5486,12396,172839,107162,15693,295691
112,9673,2152,990,12819,6240,4037,288,218,10784,407,243,649,11435,2368,1147,14953,6803,4085,272,198,11358,420,226,651,12003,2603,1213,15820,7027,4289,319,196,11837,451,241,689,12529,3261,1379,17163,6430,4608,427,192,11657,408,286,695,12350,4975,1501,18828,3934,3815,400,139,8286,298,268,567,8858,7973,1584,18418,1378,2019,198,86,3679,25,62,88,3768,11702,1345,16816,394,729,51,45,1226,7,36,39,1261,10209,1068,12542,291,389,40,102,818,13,12,20,838,20534,3220,24591,50688,40251,3401,2085,96427,4115,3165,7281,103710,77746,17063,198521
113,6715,1393,614,8724,4840,1984,170,104,7099,206,85,292,7391,1409,656,9457,5207,1893,165,124,7392,200,77,278,7669,1402,686,9759,5242,1976,235,120,7571,191,77,267,7834,1527,759,10123,4823,1956,267,134,7185,171,93,269,7454,2199,802,10451,2945,1633,257,104,4936,115,88,206,5143,3449,779,9369,1170,1026,151,68,2414,14,28,40,2456,5318,710,8482,417,452,70,39,977,6,11,16,995,4956,619,6562,284,352,36,80,749,3,13,12,763,10509,1746,13017,44216,21173,2540,1516,69453,2364,1461,3827,73276,41545,10028,124846
114,5172,1271,443,6881,3806,2031,133,89,6061,188,103,289,6345,1385,524,8256,4095,2127,192,112,6527,176,123,295,6825,1559,580,8961,4317,2252,223,118,6908,185,104,289,7199,1948,648,9789,3837,2481,275,114,6716,178,130,314,7029,3179,652,10859,2232,2101,212,89,4637,132,127,266,4902,5475,734,11111,818,1313,132,49,2302,12,45,62,2360,8975,827,12166,265,613,40,29,953,4,18,23,972,8181,733,9890,140,309,27,54,528,5,8,15,545,14118,1998,16655,31760,21887,2103,1149,56899,1975,1415,3392,60287,53399,8988,122671
115,12424,1915,465,14803,10259,3768,218,210,14453,274,171,445,14899,1934,547,17381,10480,3612,204,180,14476,309,174,484,14958,1921,602,17474,9786,3251,247,160,13437,271,142,411,13856,1881,631,16365,7915,2951,286,122,11278,252,140,389,11662,2762,522,14947,4604,2604,226,85,7523,166,114,278,7804,4741,454,12991,1870,1829,155,67,3918,52,66,115,4035,7114,459,11616,527,812,60,34,1428,7,20,31,1462,6613,410,8487,152,380,32,29,587,3,10,19,602,11066,1293,12969,74727,35844,3021,1724,115320,2542,2781,5320,120642,53064,7082,180785
116,21599,4590,1258,27451,13482,4153,334,370,18340,617,361,984,19326,4021,1102,24452,11909,3552,289,363,16115,606,296,906,17020,3922,1019,21960,10783,3102,340,281,14512,512,245,751,15265,4132,987,20384,8470,2670,316,193,11654,438,279,713,12372,5044,900,18315,4845,2158,258,151,7410,339,235,578,7983,6822,812,15617,1605,1043,101,56,2808,47,48,94,2903,9426,750,13077,269,359,25,25,672,15,14,32,701,7331,608,8636,75,116,18,29,234,7,4,14,246,11926,1134,13310,103247,41615,4175,3648,152682,6738,5265,12002,164680,84353,13282,262316
117,23528,2665,3056,29246,13035,3583,452,218,17292,479,241,716,18008,2278,2293,22582,10469,2896,286,197,13846,534,207,744,14588,2402,1927,18917,8488,2401,260,154,11297,408,203,612,11911,2787,1717,16413,6279,2174,235,126,8809,350,195,550,9355,3395,1545,14293,3531,1972,172,89,5776,238,162,398,6172,4441,1254,11866,1430,1277,105,51,2857,35,63,92,2954,6063,1070,10088,434,517,37,25,1016,15,31,41,1061,5258,768,7079,162,301,23,21,505,9,13,24,533,10133,1812,12480,120248,46416,4777,3013,174465,5098,5487,10583,185043,68742,31507,285297
118,18032,2302,1930,22264,10940,3551,386,207,15079,360,189,543,15628,2222,1518,19372,9671,3303,220,170,13361,334,182,515,13878,2214,1411,17506,8306,2888,243,133,11574,286,150,436,12007,2226,1150,15390,6241,2711,222,122,9294,242,153,392,9686,2740,1031,13455,3759,2410,196,80,6452,149,152,301,6750,3906,973,11630,1900,2007,140,58,4105,22,78,101,4206,6083,995,11280,679,1080,75,46,1880,8,33,37,1919,6027,846,8795,328,707,48,45,1132,4,14,20,1152,14533,2382,18061,91581,38264,3874,2151,135879,3005,3588,6600,142479,63687,20121,226282
119,30320,7531,2179,40026,18516,7485,578,557,27138,919,664,1589,28723,6865,1983,37576,17742,7026,442,594,25806,977,594,1572,27380,6875,1850,36101,16836,6527,485,605,24452,896,581,1477,25925,7879,1872,35680,13454,5707,541,429,20133,770,591,1366,21492,9785,1666,32939,7365,4523,416,260,12571,508,484,993,13567,13032,1532,28129,2624,2424,233,121,5403,72,94,166,5570,17120,1369,24053,630,955,83,58,1723,14,32,45,1771,15662,1146,18581,213,477,51,62,802,11,14,26,831,36173,3652,40654,153900,80217,6791,6504,247411,10238,9483,19722,267126,170586,26617,464334
120,19007,2770,1585,23358,12357,4105,382,240,17089,439,223,668,17752,2495,1315,21567,11318,3645,239,215,15416,418,244,666,16085,2515,1158,19756,10277,3461,280,201,14216,438,226,662,14881,2864,1117,18864,7811,3030,288,179,11309,324,225,549,11857,3576,992,16427,4541,2648,223,121,7527,218,203,413,7942,5266,843,14048,1804,1779,148,69,3795,40,72,119,3912,7475,715,12099,493,765,44,26,1330,10,35,49,1378,6911,620,8916,196,380,23,39,644,8,18,27,673,16566,1356,18592,99543,43771,4173,2624,150117,4439,4299,8740,158859,72147,16064,247072
121,26248,3745,1514,31507,18469,5893,466,276,25098,631,375,1008,26110,3807,1438,31352,17511,5827,362,253,23954,625,313,940,24893,3829,1297,30023,15603,5176,383,231,21393,584,284,871,22266,3785,1132,27186,12274,4744,361,182,17560,443,282,720,18280,4620,1080,23982,6784,4450,333,136,11714,314,259,570,12286,7254,938,20476,3088,3632,235,100,7054,87,127,213,7267,10966,913,19143,975,1953,153,37,3118,21,67,83,3203,10898,801,14903,418,1160,84,57,1714,13,25,38,1760,25120,2348,29220,137197,60125,5740,2668,205722,5010,4744,9752,215480,98024,16868,330375
122,15161,1841,888,17883,11689,4635,361,213,16899,266,185,458,17355,1999,961,20311,11434,4434,285,201,16354,306,189,491,16848,1863,828,19537,10110,4076,284,190,14662,281,147,423,15083,1950,815,17854,7537,3631,318,139,11634,198,129,327,11958,2630,756,15348,4236,3276,225,113,7845,151,154,310,8155,4280,643,13072,1673,2356,175,57,4254,41,86,119,4378,7137,671,12184,535,1171,71,34,1814,7,30,36,1851,7794,611,10256,215,601,39,44,900,11,19,22,926,16972,2125,20020,81286,42657,3831,1908,129685,2204,2441,4642,134320,57546,11157,203023
123,14117,3014,910,18046,10029,3543,290,245,14108,406,268,679,14781,2775,821,18386,9420,3065,264,240,12986,366,225,593,13578,2621,803,17001,8927,3028,314,221,12494,389,182,576,13066,2842,784,16682,7625,2755,334,156,10870,289,160,451,11323,3840,746,15908,4520,2200,315,133,7172,197,131,335,7504,5725,725,13958,1459,1159,143,63,2830,31,40,72,2901,8324,697,11926,269,402,26,38,730,3,17,18,750,6465,585,7801,95,180,17,23,317,5,8,10,326,9621,1503,11457,80656,34744,3831,2572,121806,4660,3491,8152,129960,62868,11255,204085
124,16318,3058,1009,20386,11621,4170,348,241,16382,407,247,660,17037,2935,1003,20970,11430,3978,361,258,16023,381,214,590,16611,2921,1005,20540,10758,3760,387,223,15136,370,176,553,15681,3160,1010,19856,9551,3784,483,185,14004,348,216,560,14568,4499,995,20061,5645,3165,344,132,9280,269,192,460,9738,7088,915,17743,1903,1833,188,72,3994,31,64,96,4091,10759,921,15767,405,687,44,36,1171,15,21,38,1206,8692,693,10588,132,296,30,31,485,3,13,14,501,14381,1439,16313,96218,43755,4692,2670,147331,4781,3651,8431,155762,75849,13186,244791
125,27031,7611,2252,36896,14533,5064,356,408,20366,865,522,1380,21748,6249,1634,29627,12695,4595,284,424,17998,746,437,1187,19186,6015,1501,26703,11869,4173,303,388,16741,714,404,1114,17853,6376,1426,25653,9370,3681,331,299,13677,584,393,973,14656,7475,1347,23482,5404,2914,254,184,8753,391,289,674,9432,9343,1092,19864,1879,1467,141,66,3560,53,67,121,3677,11879,999,16552,422,668,44,38,1174,10,17,29,1201,10292,773,12262,148,278,27,49,504,9,16,28,524,21332,2166,24021,125082,56538,4828,4996,191445,9763,7578,17344,208788,128990,22137,359916
126,11019,1855,514,13394,7202,2414,174,113,9906,252,194,445,10343,1659,467,12469,6766,2404,142,129,9435,243,132,375,9811,1591,420,11818,6625,2268,137,132,9164,282,151,437,9597,1820,400,11818,5172,2154,193,111,7628,230,130,359,7991,2422,360,10765,3000,1797,159,76,5031,134,121,258,5285,3873,362,9516,1196,1196,100,37,2533,28,37,63,2600,5168,316,8086,329,497,43,21,891,3,22,22,910,4661,287,5860,122,317,15,32,494,7,12,21,512,11980,1083,13572,57844,26814,2436,1506,88601,2735,3000,5737,94336,50507,6377,151220
127,18888,6916,1694,27494,12494,4871,352,475,18193,738,548,1288,19479,6754,1547,27783,12248,4558,290,459,17555,745,525,1275,18830,6913,1600,27342,11746,4142,351,453,16701,685,486,1174,17872,7593,1472,26941,9331,3531,330,339,13531,620,481,1106,14636,9058,1404,25095,5265,2418,268,206,8160,388,374,763,8925,10434,1152,20506,1761,1139,100,99,3103,36,72,107,3215,12193,1054,16456,386,407,38,21,856,9,14,23,880,9808,770,11461,101,172,25,41,334,3,8,18,355,18425,1666,20446,104417,46906,4216,4679,160218,8042,6907,14949,175172,126305,19098,320571
128,12223,1403,566,14195,9126,3906,261,159,13448,187,148,336,13783,1489,617,15887,9098,3522,244,172,13033,204,153,358,13390,1401,558,15352,8455,3312,281,184,12237,233,123,360,12591,1734,516,14836,7433,3189,377,124,11114,182,116,302,11421,2526,559,14503,4025,2781,323,91,7219,129,135,263,7482,4723,488,12704,1466,1690,144,40,3339,19,43,68,3409,7308,447,11159,358,756,45,25,1186,6,15,29,1217,7193,364,8774,131,314,33,29,511,8,13,29,534,15514,940,16988,71489,35705,3602,1642,112434,2063,2054,4116,116552,52733,7049,176329
197,9,0,0,9,3,4,11,0,16,0,0,0,16,3,0,21,3,3,9,0,10,0,0,0,10,4,0,16,11,3,11,0,24,0,0,0,24,7,8,35,3,0,3,3,14,0,0,0,14,13,5,35,3,9,0,0,10,0,0,0,15,21,7,42,0,3,4,0,6,0,0,0,6,40,11,63,0,0,0,0,3,0,0,0,3,32,6,46,0,0,0,0,0,0,0,0,3,36,13,55,48,25,43,4,130,3,3,4,130,185,63,374
199,433,231,300,955,188,87,15,18,302,56,10,67,366,212,362,940,154,80,6,11,250,64,14,85,333,254,295,881,138,93,16,10,253,52,8,64,316,287,312,919,124,77,19,8,228,47,17,66,290,326,232,850,69,61,13,3,151,34,14,51,196,457,212,866,29,32,8,0,70,7,5,9,80,536,165,779,8,10,0,0,18,3,0,4,17,322,77,413,7,3,0,3,8,0,3,3,13,255,95,361,1977,1047,148,158,3331,699,245,941,4272,4062,3220,11545
201,6843,1494,515,8847,4521,2474,224,106,7324,214,159,376,7701,1622,573,9895,4844,2483,201,126,7642,256,134,394,8040,1796,619,10445,4869,2464,298,132,7764,262,139,396,8158,2003,682,10845,4216,2420,300,96,7025,206,118,321,7347,2762,694,10806,2477,2086,296,101,4960,166,121,283,5245,4593,692,10530,828,1124,157,48,2156,17,32,50,2214,7081,717,10008,266,396,49,32,737,3,15,21,760,6041,666,7463,152,226,34,47,454,0,7,4,467,10857,1310,12636,37943,25289,2833,1333,67396,2818,2084,4899,72295,47546,8684,128519
202,6597,1520,540,8659,4404,2366,225,110,7096,213,134,351,7441,1524,581,9550,4727,2510,216,99,7556,194,119,307,7865,1560,670,10093,4745,2428,301,113,7581,209,108,317,7898,1801,682,10382,4151,2552,323,119,7144,214,97,309,7454,2549,724,10735,2523,2157,304,84,5064,153,123,275,5341,4125,751,10216,793,1148,159,57,2153,10,34,45,2196,6669,734,9597,238,429,51,22,737,3,20,27,767,5611,632,7009,172,264,25,43,499,5,11,13,517,10611,1715,12837,37281,25072,2880,1215,66444,2362,1897,4258,70699,44834,9245,124780
203,13401,2701,801,16910,8964,4753,419,218,14356,397,268,660,15021,2645,958,18633,8986,4498,395,222,14106,440,210,647,14748,2604,1012,18369,8683,4348,445,177,13652,398,182,578,14225,2925,944,18094,7172,4325,505,176,12181,338,182,519,12696,4244,991,17927,4107,3666,439,126,8339,278,227,508,8847,7325,1010,17180,1284,1955,222,54,3514,15,58,73,3584,11661,1074,16314,316,759,79,42,1206,7,26,34,1239,10099,875,12212,153,362,35,53,612,10,11,28,634,19880,2316,22825,71046,46725,5010,2244,125026,4301,3621,7917,132944,80628,13551,227122
204,6909,1418,622,8951,4865,2537,245,148,7797,230,133,363,8156,1446,722,10329,5572,2625,243,147,8595,215,109,328,8922,1524,768,11220,5839,2740,330,158,9064,230,120,346,9414,1882,852,12147,5227,2929,453,141,8751,215,145,368,9121,2817,880,12815,3376,2583,400,103,6467,186,150,335,6801,4724,944,12465,1333,1484,218,78,3113,17,38,60,3172,7817,891,11885,469,607,68,53,1194,3,9,17,1210,6946,767,8928,347,398,69,65,878,0,0,4,881,12417,1851,15152,44130,26463,3334,1615,75545,2373,1636,4011,79553,49448,10791,139788
205,10447,2535,937,13921,6821,3747,358,183,11109,469,211,678,11791,2559,1075,15420,7638,4198,430,198,12463,497,208,703,13167,2846,1272,17293,7803,4313,611,247,12970,476,196,669,13641,3596,1387,18625,7213,4514,721,237,12690,551,264,813,13504,5134,1463,20106,4570,3974,638,177,9355,380,264,644,10002,8671,1504,20178,1793,2136,307,120,4360,35,72,109,4468,14056,1652,20172,579,900,122,76,1678,6,21,25,1708,12116,1304,15125,401,576,78,111,1163,14,6,21,1180,20980,3212,25376,61524,41270,5299,2391,110486,5163,3068,8227,118717,87069,17812,223600
206,40747,5172,4475,50392,21337,7521,818,369,30055,1015,511,1522,31574,4701,3345,39620,19076,6813,576,326,26799,952,437,1390,28188,4645,2917,35749,15505,5686,550,284,22020,759,366,1120,23145,4855,2597,30598,12088,5301,477,230,18095,595,355,957,19048,6226,2401,27679,6769,4615,429,159,11973,403,286,687,12658,8520,2011,23194,2982,3134,241,109,6467,77,141,220,6684,11707,1811,20196,940,1432,105,62,2539,24,68,90,2632,10369,1315,14312,450,762,70,67,1351,21,22,40,1394,24633,3303,29329,212343,93688,9349,4780,320165,10795,11851,22651,342809,134697,46782,524285
