STE_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
1,569,214,182,111,106,1172,5332,879,537,226,108,7079,71295,21184,10977,2759,932,107137,279770,147570,140653,46191,17521,631711,147209,107463,161044,101170,53339,570220,7554,2748,2480,1469,1322,15575,511737,280057,315865,151922,73319,1332891,121,25,25,10,4,192,2196,173,38,10,9,2419,27488,7867,3181,648,158,39345,34150,21167,16240,4783,1965,78307,4221,3736,5195,2844,1893,17890,1110,427,294,151,100,2080,69285,33401,24970,8443,4122,140233,934,100,29,10,5,1088,16228,1381,248,35,7,17908,79186,31109,13799,3105,881,128078,17579,10299,7794,2367,972,39009,1108,745,915,532,337,3635,2134,770,457,170,88,3628,117171,44402,23248,6218,2294,193329,303,48,48,14,4,405,1462,97,44,17,8,1623,3223,707,336,90,36,4386,1387,643,577,229,108,2942,422,281,355,219,152,1425,242,37,29,15,9,331,7037,1808,1383,576,302,11113,409,203,195,78,44,930,705641,359868,365662,167240,80081,1678500,621,291,273,144,141,1474,5538,1026,587,272,191,7617,66275,19943,10586,2877,1088,100771,276855,142136
2,306,175,160,77,65,783,3293,482,304,129,46,4257,56461,15331,6976,1549,394,80712,266854,143162,140291,39584,13164,603069,92431,72326,112894,75377,34447,387470,6513,2258,2064,1135,823,12791,425858,233737,262690,117844,48947,1089081,44,16,12,10,3,81,1729,101,18,8,0,1862,24535,5884,1826,312,73,32625,20774,11850,8933,2158,690,44402,2363,2060,3045,1829,888,10185,806,228,134,53,35,1255,50250,20141,13971,4357,1690,90416,309,34,10,3,0,352,8383,702,88,20,4,9194,38134,9905,3133,640,187,52007,10710,6309,3997,1198,589,22807,584,427,549,356,188,2098,1085,340,170,74,44,1715,59199,17707,7952,2301,1018,88176,141,21,12,9,3,192,713,55,31,0,4,799,1156,350,166,52,22,1745,785,399,446,159,90,1871,239,157,207,132,77,817,122,21,21,8,12,186,3148,1001,883,369,202,5609,109,41,38,18,6,221,538573,272631,285528,124893,51864,1273493,462,261,241,132,115,1209,3586,605,362,143,82,4773,56305,15702,7464,1594,494,81554,276414,145132
3,539,156,147,69,66,966,4021,610,357,151,78,5210,41019,10640,4855,1297,510,58322,206738,98864,85151,26581,10462,427795,108404,75757,104813,60690,31930,381592,4631,1652,1518,747,776,9318,365348,187686,196834,89523,43815,883205,46,10,0,3,0,65,884,62,23,10,3,976,15376,2884,824,162,46,19290,17045,8243,4561,1134,400,31385,1400,944,1205,698,399,4648,535,162,77,33,13,814,35276,12308,6691,2039,856,57177,168,10,11,0,3,187,4549,305,50,7,3,4913,29755,6503,1819,313,119,38515,9239,3690,1967,526,200,15633,624,296,388,230,121,1666,862,176,91,39,25,1193,45212,10969,4332,1124,470,62104,563,87,74,20,12,756,2071,150,61,20,12,2314,1717,447,229,67,39,2497,1050,373,325,117,54,1924,396,155,199,159,84,997,302,45,22,15,18,403,6111,1262,906,394,219,8888,279,134,98,61,36,603,452226,212354,208863,93137,45399,1011976,577,252,167,81,82,1155,4336,700,343,159,97,5643,40690,9902,4545,1246,497,56880,210032,97504
4,118,35,34,19,15,217,1583,165,98,42,24,1903,23505,5250,2069,399,108,31332,106279,49733,45562,11586,3631,216792,26696,19960,30091,18139,7683,102568,2041,605,491,227,139,3505,160219,75750,78339,30416,11600,356321,19,6,0,0,0,28,544,38,13,0,0,589,8071,1277,311,56,12,9728,9037,4120,2366,733,232,16491,526,374,495,319,279,2001,319,77,56,21,14,497,18522,5895,3240,1132,540,29328,34,12,0,0,0,42,958,64,14,0,0,1038,8475,1684,491,93,25,10772,1847,719,316,93,33,3012,98,52,76,31,12,274,230,45,16,3,4,296,11634,2570,912,227,73,15422,81,8,7,7,5,104,285,10,11,3,0,305,240,75,36,5,0,357,273,132,108,35,11,562,78,52,54,40,24,247,80,16,9,6,3,116,1033,289,227,98,46,1697,90,65,51,17,8,224,191497,84566,82772,31886,12270,402992,156,61,56,21,30,322,1585,199,125,44,24,1975,22244,4659,1992,434,136,29462,110326,49935
5,161,54,47,28,27,321,1252,172,154,42,24,1641,16707,3920,1824,441,170,23062,90552,39378,31617,8652,3387,173585,74916,50297,69031,34882,15280,244416,2451,828,759,455,381,4874,186032,94657,103429,44498,19278,447894,30,10,0,0,0,40,612,43,11,3,0,670,7353,1097,304,70,17,8830,12942,4498,2372,535,177,20523,1494,943,1107,520,225,4280,388,100,56,27,29,601,22819,6691,3846,1150,449,34944,70,11,0,4,0,80,1491,141,27,4,3,1657,6624,1133,296,53,10,8106,4363,1399,720,168,57,6709,248,182,160,77,61,725,255,50,25,11,4,346,13047,2910,1228,308,131,17624,322,37,38,11,14,420,800,57,13,6,9,888,718,143,79,27,12,981,415,121,119,54,28,739,171,61,109,64,29,437,115,12,8,6,11,155,2546,430,364,169,98,3615,105,44,36,19,15,216,224546,104732,108900,46140,19977,504295,210,102,84,53,22,477,1576,209,125,60,39,2002,17419,4192,1923,502,224,24249,93953,41555
6,70,20,19,4,6,119,745,86,47,28,3,908,9541,2230,837,180,58,12855,34706,16416,14934,4384,1417,71859,9399,6071,8425,5336,2633,31871,758,212,154,65,64,1250,55212,25035,24419,9992,4187,118855,4,0,0,0,0,4,146,9,4,0,0,156,1309,261,63,4,0,1645,423,207,126,32,13,803,72,37,70,35,9,229,52,4,3,5,3,66,2011,519,260,83,30,2904,14,3,0,0,0,14,422,27,10,0,0,457,2500,484,105,15,3,3109,444,191,118,40,9,810,63,41,32,25,15,170,92,19,3,3,0,116,3536,758,276,75,38,4676,35,6,7,0,0,56,103,10,3,0,0,116,133,37,32,8,3,212,107,52,48,20,9,231,35,21,27,25,3,112,21,7,0,0,0,28,435,130,124,53,12,755,13,4,0,0,0,17,61204,26456,25084,10199,4264,127206,78,20,15,7,3,127,839,111,67,22,10,1049,9766,2261,836,172,58,13104,36591,16123
7,75,21,10,12,10,133,330,60,57,20,34,507,1224,526,339,166,345,2602,6498,4420,4677,1924,2335,19853,1847,1610,2456,1613,1481,9007,169,90,89,72,164,581,10143,6724,7632,3806,4374,32689,5,3,0,0,0,13,104,18,8,0,0,128,1071,358,117,22,15,1580,530,268,150,31,18,1001,29,28,34,12,0,107,28,12,5,4,3,51,1780,680,311,72,35,2877,27,4,0,0,0,36,184,17,5,5,0,220,1615,487,164,33,24,2322,555,220,117,45,17,942,19,19,22,15,10,80,46,21,12,5,9,86,2448,766,318,101,53,3684,102,23,16,4,21,177,236,21,15,6,7,275,104,38,34,9,13,199,90,30,24,9,15,171,28,14,15,15,4,78,51,16,8,3,27,110,608,143,119,43,86,1003,11,6,0,0,0,15,14987,8315,8378,4029,4548,40265,53,22,15,5,15,119,377,72,39,30,31,551,1346,531,383,188,326,2777,6204,4318
8,9,9,4,0,0,28,109,26,22,13,7,169,1378,324,136,32,3,1870,15087,8121,6789,1720,492,32208,10331,7683,10773,5523,2140,36451,243,80,81,30,23,458,27154,16242,17813,7314,2665,71177,4,0,0,0,0,3,99,3,3,0,0,107,1444,288,84,14,0,1828,3025,1433,679,151,42,5338,326,196,198,79,54,857,40,9,5,3,0,60,4934,1935,977,249,97,8187,19,3,0,0,0,24,550,47,7,0,0,604,1891,425,105,15,3,2436,479,200,103,33,3,816,40,37,30,19,3,128,31,4,3,0,3,50,3016,720,245,67,14,4055,0,0,0,0,0,0,7,0,0,0,0,12,11,5,0,0,0,19,5,3,5,0,0,15,7,4,10,3,0,21,4,0,0,0,0,4,36,19,14,4,0,73,0,0,4,0,0,7,35134,18909,19049,7636,2774,83504,17,10,6,4,0,38,166,31,16,6,4,228,1344,327,143,23,10,1845,14963,8057
9,0,0,0,0,0,0,0,0,0,0,0,3,25,13,17,4,3,61,84,52,70,31,34,265,22,26,19,21,22,107,3,3,0,0,0,10,132,95,105,60,54,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,12,7,9,0,0,24,6,8,11,3,3,34,0,0,0,0,0,4,0,0,0,0,0,0,27,17,19,3,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,169,110,123,62,56,522,0,0,0,0,0,0,4,0,0,0,0,4,23,8,5,0,0,38,68,53
