STE_CODE_2016,Age_19_C06_P,Age_19_C11_M,Age_19_C11_F,Age_19_C11_P,Age_19_C16_M,Age_19_C16_F,Age_19_C16_P,Age_15_19_C06_M,Age_15_19_C06_F,Age_15_19_C06_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_20_C06_M,Age_20_C06_F,Age_20_C06_P,Age_20_C11_M,Age_20_C11_F,Age_20_C11_P,Age_20_C16_M,Age_20_C16_F,Age_20_C16_P,Age_21_C06_M,Age_21_C06_F,Age_21_C06_P,Age_21_C11_M,Age_21_C11_F,Age_21_C11_P,Age_21_C16_M,Age_21_C16_F,Age_21_C16_P,Age_22_C06_M,Age_22_C06_F,Age_22_C06_P,Age_22_C11_M,Age_22_C11_F,Age_22_C11_P,Age_22_C16_M,Age_22_C16_F,Age_22_C16_P,Age_23_C06_M,Age_23_C06_F,Age_23_C06_P,Age_23_C11_M,Age_23_C11_F,Age_23_C11_P,Age_23_C16_M,Age_23_C16_F,Age_23_C16_P,Age_24_C06_M,Age_24_C06_F,Age_24_C06_P,Age_24_C11_M,Age_24_C11_F,Age_24_C11_P,Age_24_C16_M,Age_24_C16_F,Age_24_C16_P,Age_20_24_C06_M,Age_20_24_C06_F,Age_20_24_C06_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_25_C06_M,Age_25_C06_F,Age_25_C06_P,Age_25_C11_M,Age_25_C11_F,Age_25_C11_P,Age_25_C16_M,Age_25_C16_F,Age_25_C16_P,Age_26_C06_M,Age_26_C06_F,Age_26_C06_P,Age_26_C11_M,Age_26_C11_F,Age_26_C11_P,Age_26_C16_M,Age_26_C16_F,Age_26_C16_P,Age_27_C06_M,Age_27_C06_F,Age_27_C06_P,Age_27_C11_M,Age_27_C11_F,Age_27_C11_P,Age_27_C16_M,Age_27_C16_F,Age_27_C16_P,Age_28_C06_M,Age_28_C06_F,Age_28_C06_P,Age_28_C11_M,Age_28_C11_F,Age_28_C11_P,Age_28_C16_M,Age_28_C16_F,Age_28_C16_P,Age_29_C06_M,Age_29_C06_F,Age_29_C06_P,Age_29_C11_M,Age_29_C11_F,Age_29_C11_P,Age_29_C16_M,Age_29_C16_F,Age_29_C16_P,Age_25_29_C06_M,Age_25_29_C06_F,Age_25_29_C06_P,Age_25_29_C11_M,Age_25_29_C11_F,Age_25_29_C11_P,Age_25_29_C16_M,Age_25_29_C16_F,Age_25_29_C16_P,Age_30_C06_M,Age_30_C06_F,Age_30_C06_P,Age_30_C11_M,Age_30_C11_F,Age_30_C11_P,Age_30_C16_M,Age_30_C16_F,Age_30_C16_P,Age_31_C06_M,Age_31_C06_F,Age_31_C06_P,Age_31_C11_M,Age_31_C11_F,Age_31_C11_P,Age_31_C16_M,Age_31_C16_F,Age_31_C16_P,Age_32_C06_M,Age_32_C06_F,Age_32_C06_P,Age_32_C11_M,Age_32_C11_F,Age_32_C11_P,Age_32_C16_M,Age_32_C16_F,Age_32_C16_P,Age_33_C06_M,Age_33_C06_F,Age_33_C06_P,Age_33_C11_M,Age_33_C11_F,Age_33_C11_P,Age_33_C16_M,Age_33_C16_F,Age_33_C16_P,Age_34_C06_M,Age_34_C06_F,Age_34_C06_P,Age_34_C11_M,Age_34_C11_F,Age_34_C11_P,Age_34_C16_M,Age_34_C16_F,Age_34_C16_P,Age_30_34_C06_M,Age_30_34_C06_F,Age_30_34_C06_P,Age_30_34_C11_M,Age_30_34_C11_F,Age_30_34_C11_P,Age_30_34_C16_M,Age_30_34_C16_F,Age_30_34_C16_P,Age_35_C06_M,Age_35_C06_F,Age_35_C06_P,Age_35_C11_M,Age_35_C11_F,Age_35_C11_P,Age_35_C16_M,Age_35_C16_F,Age_35_C16_P,Age_36_C06_M,Age_36_C06_F,Age_36_C06_P,Age_36_C11_M,Age_36_C11_F,Age_36_C11_P,Age_36_C16_M,Age_36_C16_F,Age_36_C16_P,Age_37_C06_M,Age_37_C06_F,Age_37_C06_P,Age_37_C11_M
1,84917,45061,42327,87390,47372,44895,92270,225577,214291,439863,228225,215190,443415,230103,218321,448425,43824,42165,85990,45553,44369,89922,48338,46028,94362,44023,42568,86589,46374,44582,90953,49107,46925,96033,43105,42444,85548,45315,44158,89473,48826,47792,96618,43653,43428,87085,44902,44407,89313,50537,49501,100035,43579,43062,86639,44814,45214,90023,51678,50938,102617,218178,213675,431855,226956,222735,449684,248490,241181,489673,43419,42845,86271,45843,46001,91843,52093,52311,104408,42060,42162,84222,46708,47367,94078,53016,53759,106776,41649,42458,84110,46316,48022,94343,52290,53216,105508,41360,42632,83990,47533,49376,96911,51815,53710,105528,41922,43641,85562,47287,48702,95994,51374,53575,104949,210414,213738,424153,233693,239468,473160,260582,266576,527161,42777,44186,86961,47684,48913,96592,52898,54855,107749,43864,45844,89707,46298,47416,93715,52953,54562,107518,45359,47521,92881,45999,47389,93391,53503,55282,108781,46993,49659,96651,45095,46903,92001,53503,55751,109259,49194,51500,100692,45538,47100,92640,53127,53924,107052,228182,238705,466887,230615,237720,468335,265983,274381,540360,49564,52618,102181,45641,47104,92745,52414,53365,105774,46644,49073,95722,46624,48053,94675,50558,50923,101487,45863,48625,94494,47451
2,66843,35876,34158,70039,39091,37758,76844,171578,163607,335183,177010,168334,345338,181849,174492,356340,34491,33548,68039,37205,35913,73119,40397,39231,79627,34594,34104,68702,38510,37091,75595,41925,40189,82118,34107,33354,67460,38319,36933,75252,42060,40529,82587,34222,33299,67521,38242,37261,75505,42409,41840,84245,33713,33283,66996,38409,37221,75631,42940,42273,85219,171130,167582,338711,190684,184422,375108,209733,204065,413792,33193,32736,65931,38499,37949,76451,43369,43716,87078,32350,32279,64635,38796,39376,78170,43981,44980,88958,31770,32540,64311,38510,39263,77777,42957,44839,87795,31981,32280,64264,39088,39715,78798,43886,45479,89366,31925,32775,64694,38204,39273,77472,43369,44699,88069,161217,162607,323828,193086,195580,388670,217558,223709,441266,32380,33428,65809,38112,38954,77066,44106,46361,90463,33201,34812,68013,37038,38033,75073,44074,46234,90307,34541,36458,70997,36536,37438,73966,43962,45759,89720,35297,37222,72519,36168,36973,73138,44249,45555,89808,37158,39559,76717,36136,36829,72970,43206,44417,87626,172573,181478,354053,183991,188224,372213,219603,228322,447927,37781,41516,79295,35980,37143,73122,42592,43366,85955,36931,38789,75723,36600,38174,74770,40776,41799,82579,36635,38994,75626,37491
3,52023,29238,29124,58365,29777,29550,59327,138175,132125,270300,150428,143487,293919,151196,145089,296287,26869,26880,53753,29548,29356,58903,30954,30218,61171,27097,27106,54200,29997,29694,59696,31822,31676,63495,26843,26829,53679,29280,29171,58446,32081,31239,63324,27610,27063,54674,29315,28886,58200,32290,31987,64282,26821,25780,52599,29432,29172,58601,32136,32450,64591,135243,133663,268905,147568,146279,293845,159280,157576,316860,26106,25463,51568,29755,29796,59553,32270,32609,64879,25051,24890,49943,29898,30455,60350,32440,33150,65587,24161,24541,48695,29824,30377,60205,31229,32321,63554,24041,24893,48926,30146,30956,61104,31118,32211,63330,24556,25249,49803,29710,29783,59497,31061,32334,63396,123915,125033,248949,149337,151372,300709,158128,162626,320753,24866,26002,50869,29527,29847,59371,31777,33157,64934,25777,26597,52373,28426,29309,57735,31765,33445,65212,27012,27728,54746,27894,28606,56498,31919,33304,65222,27881,29206,57090,27382,28707,56090,32533,33944,66473,28954,30626,59579,28015,28992,57005,31726,32366,64099,134494,140158,274655,141245,145453,286696,159727,166214,325943,29786,31456,61246,28251,29514,57765,31235,32169,63400,28293,29797,58091,29272,30150,59422,30266,31398,61660,27866,29379,57246,30333
4,19928,10646,10285,20932,10595,10173,20772,51999,48760,100757,53084,50167,103248,51516,49169,100686,10356,10163,20520,10798,10267,21070,11041,10330,21370,10383,10014,20403,11062,10654,21717,11444,10589,22031,10518,9954,20464,11001,10257,21256,10841,10474,21314,10053,9631,19686,10575,10184,20759,10989,10674,21667,9622,9409,19035,10545,10241,20790,10907,10698,21605,50933,49171,100106,53976,51606,105588,55223,52766,107986,9396,9116,18508,10645,10448,21090,10936,10529,21463,9054,8665,17717,10579,10364,20941,10789,10881,21671,8824,8588,17418,10643,10604,21253,10733,10610,21341,8685,8620,17300,10419,10478,20890,10529,10865,21396,8918,8982,17903,10121,10207,20331,10515,10976,21491,44882,43973,88855,52404,52096,104507,53510,53854,107361,9087,9044,18133,10078,10086,20162,10948,11208,22158,9318,9255,18567,9741,9734,19475,10907,11190,22096,9429,9624,19053,9777,9571,19350,11165,11412,22579,9852,9994,19841,9518,9620,19135,11020,11126,22145,10449,10842,21289,9792,9895,19690,10726,11046,21774,48132,48758,96890,48908,48910,97819,54767,55981,110751,10984,11163,22145,9782,9800,19583,10690,10741,21428,10719,10994,21716,9978,9999,19970,10250,10388,20639,10686,10898,21582,10119
5,27556,15171,14336,29508,15476,14590,30067,71879,68109,139994,76467,71737,148209,77112,72882,149997,14391,13693,28092,15767,14963,30730,16096,14787,30885,14141,13669,27810,16317,15191,31511,16491,15194,31688,13905,13310,27211,16439,15546,31983,16438,15349,31788,13862,12907,26767,16577,15437,32006,16570,16105,32673,13428,12712,26138,17089,15688,32776,16964,16336,33293,69727,66289,136019,82190,76823,159011,82563,77777,160332,12931,12531,25462,17530,16090,33621,17692,17216,34905,12557,12297,24851,17563,16468,34032,18496,18149,36647,12448,12319,24764,17316,16340,33651,18554,18382,36935,12485,12371,24862,17493,16337,33831,18924,18946,37868,12376,12505,24883,16897,15914,32810,19299,19249,38549,62792,62025,124816,86795,81150,167944,92974,91940,184908,12839,12964,25804,16567,16002,32571,20022,19872,39897,12942,13218,26166,16053,15482,31530,19589,19392,38985,13151,13561,26716,15763,15472,31231,19519,19428,38945,13802,14134,27936,15606,14989,30592,19585,19054,38637,14801,15196,29998,15186,15038,30225,19265,18546,37808,67536,69083,136620,79168,76983,156152,97980,96284,194267,15356,15563,30920,15714,15393,31107,18591,18093,36690,14720,15003,29724,15703,15610,31310,17822,17462,35284,14711,15017,29728,15802
6,6113,3141,3014,6159,3093,2927,6021,16859,15962,32821,16840,15844,32687,15960,15118,31078,3049,3011,6059,3084,3064,6151,3035,2961,5991,3004,3033,6041,3146,2875,6022,3186,2950,6139,2884,2945,5834,3002,2970,5979,3168,2880,6053,2868,2732,5597,2817,2894,5712,3002,2910,5914,2680,2736,5422,2869,2844,5719,2901,2870,5773,14489,14457,28945,14922,14650,29578,15289,14574,29865,2495,2668,5165,2772,2833,5607,2853,3010,5864,2460,2539,5000,2755,2958,5713,2938,2849,5789,2501,2618,5116,2722,2880,5609,2770,2899,5673,2426,2608,5033,2774,2806,5578,2789,2936,5727,2373,2566,4938,2667,2905,5572,2741,2909,5650,12256,13004,25255,13692,14384,28073,14095,14611,28703,2680,2677,5359,2629,2961,5585,2857,2965,5823,2613,2884,5499,2578,2803,5381,2819,3105,5928,2742,2872,5619,2658,2815,5472,2838,3036,5869,2751,3139,5894,2585,2849,5440,2918,2950,5864,3015,3405,6424,2607,2730,5336,2817,3026,5844,13803,14982,28783,13054,14152,27210,14245,15083,29328,3184,3550,6736,2810,2893,5704,2702,3109,5813,3180,3376,6557,2759,3104,5868,2698,2950,5650,3282,3419,6698,2998
7,2649,1526,1308,2835,1430,1233,2671,7457,6827,14283,7854,6970,14819,7476,6597,14077,1555,1416,2971,1687,1491,3175,1585,1337,2923,1436,1394,2828,1801,1477,3277,1748,1419,3165,1584,1474,3059,1789,1491,3282,1788,1478,3270,1604,1573,3169,1832,1622,3456,1794,1722,3511,1549,1506,3056,1876,1768,3644,1936,1843,3776,7726,7355,15084,8981,7854,16840,8850,7795,16644,1666,1619,3292,2069,1839,3907,2127,2106,4241,1504,1611,3113,1947,1878,3822,2256,1994,4256,1512,1549,3061,1911,1872,3785,2222,2152,4374,1521,1600,3121,2003,1934,3939,2258,2165,4421,1547,1557,3109,1904,1858,3764,2264,2146,4414,7752,7938,15689,9829,9383,19214,11132,10571,21707,1660,1680,3343,1996,1928,3929,2311,2231,4545,1588,1553,3140,1765,1730,3491,2174,2120,4302,1668,1671,3337,1736,1689,3420,2145,2081,4230,1577,1619,3198,1601,1674,3278,2198,2065,4263,1636,1714,3355,1635,1600,3228,2028,1968,3997,8128,8235,16370,8727,8616,17345,10861,10471,21329,1839,1741,3582,1747,1723,3464,2093,1915,4007,1733,1684,3424,1662,1637,3303,1854,1781,3635,1526,1575,3093,1695
8,5281,2947,2742,5689,2967,2956,5925,12211,11376,23584,12363,11634,23998,12366,12145,24507,2849,2596,5452,3172,3016,6196,3044,2961,6011,2815,2689,5503,3193,3054,6248,3168,3061,6228,2861,2658,5524,3115,3015,6125,3211,3175,6389,2838,2724,5564,3117,2971,6091,3274,3228,6501,2767,2776,5540,3040,3053,6091,3161,3138,6302,14133,13447,27578,15638,15109,30752,15863,15565,31430,2688,2738,5432,3105,3033,6139,3276,3281,6564,2536,2600,5129,3056,3040,6094,3192,3322,6516,2483,2524,4999,3100,3092,6192,3196,3317,6514,2371,2394,4769,3071,2975,6045,3220,3317,6540,2414,2497,4914,2942,3125,6067,3061,3300,6365,12492,12746,25239,15277,15261,30536,15948,16542,32488,2342,2386,4728,2897,2963,5857,3289,3394,6692,2472,2437,4912,2756,2895,5655,3200,3487,6685,2455,2559,5018,2771,2774,5541,3420,3497,6915,2465,2627,5088,2681,2666,5346,3316,3316,6632,2589,2720,5310,2623,2689,5306,3260,3445,6710,12322,12735,25060,13725,13986,27707,16487,17142,33631,2610,2729,5346,2590,2539,5134,3238,3277,6520,2575,2605,5180,2738,2653,5396,3017,3172,6192,2372,2517,4888,2642
9,14,23,11,35,16,21,44,66,56,121,107,51,164,106,110,215,22,10,35,34,16,49,23,8,31,17,5,18,28,11,34,23,11,33,11,20,31,43,13,60,35,11,48,20,17,34,41,21,62,29,20,49,23,11,36,53,11,65,28,18,47,86,67,155,202,68,273,136,72,210,20,16,36,73,14,90,25,11,38,10,10,20,72,11,84,27,15,40,19,14,28,81,22,104,23,24,51,15,16,28,68,17,85,43,24,68,14,11,28,59,15,73,38,26,68,79,62,143,360,69,430,159,99,262,10,17,24,63,10,73,38,23,59,10,8,22,49,12,60,34,30,62,21,17,32,44,23,65,27,36,62,18,21,36,29,12,46,37,31,68,18,18,36,34,17,47,36,23,58,77,71,152,223,73,297,165,142,316,16,16,33,26,11,40,41,31,70,24,24,49,36,10,44,29,22,56,14,26,36,27
