STE_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
1,108683,79966,89036,77762,72587,60542,39628,27585,15026,570812,1332509,893101,941495,971627,950453,810293,541688,336754,139732,6917656,25318,25620,38016,35657,33229,28915,13648,5377,2180,207956,164801,106002,97459,136938,167893,177556,166179,97498,47487,1161810,2164,1348,1639,1458,1546,1369,838,471,142,10964,16492,10522,11371,11984,12711,13246,10340,5595,2385,94647,1636,1172,1110,758,664,454,335,270,136,6533,371883,231426,221397,238039,251838,219121,170940,100384,41420,1846443,1028,604,780,753,832,1063,862,477,219,6623,33180,20601,19152,27046,29147,19973,19186,15289,4872,188442,3475,2186,2654,3189,3183,3296,2664,1500,570,22723,4343,2713,2292,2092,1882,1487,997,436,180,16430,2169,1438,1513,2134,3035,3159,3200,2571,1236,20450,5467,3241,4151,3878,3188,3080,2192,1239,365,26805,4866,3682,4021,3987,4758,4569,3411,1996,1126,32412,17279,11898,11716,10844,10343,8661,4562,1672,431,77402,18921,13483,14232,19862,28017,33399,31294,19513,9622,188330,1956,1416,1271,1577,2041,2582,2338,1437,595,15219,4278,2804,2661,2790,2961,2680,2268,1478,744,22659,27253,20888,18030,21710,29877,35261,33035,20759,10435,217258
2,92024,70764,73923,67260,60658,50778,32659,22572,12319,482958,998793,720446,760878,774615,726475,611249,402224,254360,104994,5354039,26006,26716,33795,31885,27584,21339,9626,3594,1403,181938,59545,43146,37291,56304,82238,87944,86268,51678,26293,530710,569,416,396,367,414,330,152,74,19,2738,14664,9368,9748,10036,10176,9485,7775,4324,1888,77469,871,632,678,405,425,289,210,170,98,3781,261875,170505,163056,179037,198112,165154,127495,79578,32321,1377134,1404,957,865,1041,1329,1683,1810,1208,586,10876,34011,21634,19320,28812,34331,21329,21661,18394,5090,204587,2109,1346,1756,2148,2088,2083,1673,989,423,14630,3012,1986,1636,1457,1378,1100,692,329,117,11713,3902,2308,2245,3046,4024,4098,3708,3088,1481,27902,3698,1958,2564,2514,2006,1522,970,454,147,15834,3090,2496,2824,2798,2983,2869,2411,1354,896,21708,11593,7963,7967,7644,7161,5774,3522,1287,373,53284,8668,7207,7018,9321,15860,23033,23807,14568,7547,117036,1156,847,718,966,1410,1778,1733,1157,523,10284,1963,1392,1376,1417,1373,1150,989,626,301,10605,20772,16023,13307,18474,27724,34507,32847,22196,11723,197572
3,86825,62434,63273,59160,52590,42871,26951,17341,10121,421566,875861,587767,587406,620749,590885,501089,322643,176544,69799,4332737,9716,9083,12805,13340,11178,8763,4322,1220,376,70789,103516,65920,58894,87812,112013,110822,103339,54901,22492,719718,22,12,11,15,16,17,3,0,0,99,17953,10802,10746,11449,12130,10767,8413,3859,1525,87640,707,485,407,346,347,261,247,188,105,3089,213326,129942,123824,134456,143639,120525,90798,48152,17850,1022514,1233,846,598,819,1206,1320,1290,757,304,8378,5415,3748,3659,4350,5142,4056,3065,2064,796,32306,4299,2636,3010,3531,3568,3437,2504,1464,516,24971,6030,3323,2821,2730,2116,1805,1081,472,159,20538,9909,5709,5145,6754,8044,8084,6757,4340,1699,56437,790,439,525,566,290,178,107,34,9,2933,3675,2592,2470,2776,3723,3749,2809,1508,690,23978,17382,10546,10071,9641,9261,8147,4998,1887,548,72478,12705,8943,9191,13962,21732,27441,25158,13543,5938,138614,1601,1096,968,1405,1790,2099,1903,1108,457,12429,3672,2212,2068,2246,2209,2005,1655,975,415,17456,33452,22295,19635,27910,36021,37814,34896,18626,7661,238313
4,29794,21676,20426,20684,20355,17182,11063,7942,4384,153511,286935,208837,202321,216374,224945,199607,133202,86193,38155,1596569,4449,4417,5547,5511,4799,3965,1834,545,222,31289,17381,12528,10135,15214,25411,29485,29767,18421,9317,167658,0,0,0,0,0,0,0,0,0,3,4404,2962,2861,3029,3425,3720,3293,1880,908,26476,187,129,120,94,100,60,68,41,13,817,52343,36096,32624,36872,44356,39857,30960,19449,8471,301034,398,266,229,310,493,889,1104,738,428,4866,6236,4820,4027,4707,7133,4991,4027,3951,1315,41219,742,484,628,729,848,856,837,496,208,5827,624,446,389,375,372,430,349,145,51,3198,8644,5296,4271,5531,7133,7864,6672,4073,2221,51705,491,217,306,318,193,107,60,23,9,1725,683,538,599,570,919,1182,1032,552,512,6584,3819,2641,2328,2431,2471,2460,1843,782,260,19033,1216,995,1031,1307,2294,3529,3909,2393,1119,17783,410,265,240,367,549,741,816,472,236,4097,500,305,341,335,318,316,333,197,91,2738,12748,9304,7272,10129,15687,21231,21972,12941,6939,118229
5,46019,34835,40388,34973,29608,22191,12184,7939,4328,232463,440067,307220,324101,328256,310229,254424,152543,88116,34217,2239171,7088,6497,10204,10192,7943,6371,3232,1007,288,52830,43624,29866,25227,40059,59175,59491,54028,30578,12738,354790,0,11,7,3,8,6,0,0,0,33,9035,5435,5362,5703,5763,4780,3463,1899,682,42116,390,326,332,210,191,128,99,68,35,1785,106967,65180,70031,73094,74982,61465,44261,25086,9290,530361,1267,717,669,818,1014,1033,1097,646,239,7493,3872,2420,2947,3556,3566,3099,2111,1575,571,23711,1788,970,1308,1507,1571,1611,1328,704,289,11089,1697,1045,897,875,798,715,474,214,79,6799,1174,665,655,1018,1220,1201,1083,639,287,7927,754,349,484,511,289,190,93,54,10,2726,2345,1789,2027,2168,2693,2440,1711,915,437,16521,6168,3803,3882,3741,3414,2764,1612,647,163,26195,5045,3330,3666,4553,6961,8318,7151,4132,1633,44788,382,310,308,396,678,812,807,521,175,4383,1516,844,942,923,882,759,679,418,160,7112,6585,4668,4287,5819,8045,10016,9407,5523,2342,56688
6,10408,6580,5733,6017,6081,5427,3844,2560,1168,47809,93871,62259,55283,64852,71555,66823,44764,25697,10247,495351,459,612,711,693,641,542,325,52,21,4049,10367,7899,6401,10319,16236,19619,18216,10460,4309,103839,0,0,0,0,0,0,0,0,0,0,1013,705,606,696,1074,1267,1236,712,266,7573,227,232,159,136,182,123,149,88,54,1343,13728,9014,7859,9248,11912,11846,9081,4970,1798,79454,137,69,56,76,122,172,154,82,47,907,365,263,199,254,375,279,214,198,39,2197,229,167,182,262,311,368,267,190,62,2047,421,168,178,178,171,204,153,68,29,1570,137,68,68,146,178,238,228,187,86,1334,56,33,41,26,24,11,8,0,0,200,271,197,161,212,266,414,344,217,119,2210,1227,758,606,694,710,687,446,174,30,5331,1004,634,673,789,1296,1876,2039,1279,571,10154,150,115,106,128,216,313,261,169,64,1528,124,97,104,99,125,185,140,86,38,1001,1512,1244,942,1579,2668,3862,4022,2424,1081,19341
7,7164,5239,5944,5241,4136,2872,1195,442,142,32372,49141,31661,36556,33161,28577,20754,8567,2833,693,211943,702,460,912,885,774,501,223,85,16,4554,2889,1946,2413,2733,3495,3080,1897,605,173,19234,0,0,0,0,0,0,0,0,0,3,1345,719,838,752,674,472,203,77,14,5101,10,0,3,4,0,3,0,0,0,17,10153,5931,8225,7188,6324,4639,2333,859,191,45843,33,27,27,31,27,27,11,8,0,196,1006,517,594,715,539,386,284,148,20,4207,115,47,79,94,87,56,50,9,4,542,157,98,87,84,92,60,29,5,0,614,1554,898,872,804,770,592,340,143,42,6003,62,10,33,38,9,4,0,0,0,157,659,432,412,313,365,218,118,41,6,2565,772,372,444,456,373,244,97,38,6,2801,228,133,256,294,472,584,432,125,20,2550,55,29,32,53,80,49,27,16,5,342,158,72,89,109,79,62,37,11,3,622,2977,1925,1838,1753,1839,1558,762,254,72,12976
8,5334,5594,5216,4206,3581,2849,1507,984,572,29832,66346,54748,58248,52928,48008,38784,21663,11666,4830,357218,1180,1366,1948,1812,1581,1185,594,189,60,9921,6087,4064,4195,5558,6772,6264,5445,2986,1358,42734,5,3,3,4,7,0,4,0,0,25,653,540,609,585,545,532,385,183,76,4104,7,8,10,0,10,4,3,6,6,53,18007,11642,11920,12374,12160,9542,7384,4043,1542,88619,28,21,33,17,26,62,57,18,17,282,1108,733,612,898,984,632,563,474,119,6133,105,71,81,116,96,96,63,42,12,674,188,127,129,115,92,59,42,25,3,777,241,177,203,269,346,363,333,218,118,2258,200,47,133,138,57,42,14,4,3,627,443,311,379,349,335,235,133,73,42,2309,981,605,687,611,493,381,200,62,15,4018,736,592,677,845,1120,1236,1131,663,360,7364,121,72,59,88,80,90,83,49,15,666,169,82,140,114,64,64,23,24,12,687,1226,832,980,1237,1471,1470,1289,712,377,9610
9,48,188,448,149,49,27,10,0,0,925,496,433,723,445,426,344,120,32,3,3029,33,19,22,44,60,90,63,17,0,346,128,34,28,96,108,122,102,47,24,695,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,69,29,50,61,90,74,38,12,3,434,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,3,0,22,7,4,4,3,0,0,0,0,0,20,8,0,3,10,11,14,11,4,0,64,0,0,0,0,0,3,0,0,0,4,3,0,3,9,3,15,3,10,3,52,35,13,14,30,26,21,40,16,3,200
