STE_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
1,89,23,78,63,96,190,304,337,688,437,211,209,130,78,44982,47926,4270,1840,5464,4323,6890,19342,28327,42338,125442,119462,101513,97166,103912,58342,113223,831853,292,300,364,572,2360,952,7316,8951,20428,13932,6101,7451,2954,687,9478,82147,185,730,1835,3574,10284,2844,10958,7633,9514,3920,1624,1200,578,131,6012,61016,86,100,251,367,905,255,944,791,1426,832,375,361,152,39,1466,8347,526,547,1779,2595,3482,1130,1481,908,1033,410,138,135,49,30,1465,15709,3448,2262,7887,12340,18887,8943,16801,11437,16772,6333,3196,1971,1156,427,13112,124968,93,40,114,134,135,122,231,158,305,74,43,18,12,3,4226,5714,4635,3984,12226,19584,36064,14248,37731,29873,49473,25503,11471,11141,4900,1317,35755,297906,19243,7395,31757,30333,51089,133292,121811,139921,268979,215195,177827,148694,160571,87507,205149,1798775,343,139,79,24,385,204,856,1178,10279,18862,34325,27674,33655,28858,2652,159513,94,160,152,20,734,801,2620,3214,9757,4316,3011,1568,1332,1744,596,30117,136,79,91,26,280,375,1084,2426
2,90,17,74,50,92,164,219,277,640,319,160,150,84,44,32799,35168,3392,1470,4404,3257,5043,14402,22241,34296,108384,102538,81467,72876,72249,35916,89131,651071,261,245,295,501,1751,732,5438,7115,15730,9940,4547,4806,1875,389,7916,61542,173,574,1470,2923,8024,2486,9016,6417,7950,3021,1213,855,311,78,5200,49713,83,76,190,261,598,216,735,582,1110,613,297,239,108,25,1167,6292,390,395,1184,1541,2054,676,924,610,745,283,106,94,43,10,999,10047,2471,1692,5654,8407,12700,6116,11146,8316,12722,4585,2124,1172,682,218,9369,87368,78,31,85,93,94,76,194,124,202,62,28,7,8,3,2883,3956,3455,3009,8880,13728,25218,10302,27458,23164,38453,18503,8311,7173,3029,723,27532,218930,14755,5777,24316,21851,36430,99241,93005,110420,221801,179191,145589,111113,111448,53526,160066,1388535,294,145,59,26,292,177,643,914,8317,16473,30993,23803,25269,17292,2323,127004,95,166,176,31,654,695,2103,2718,7870,3543,2449,1244,925,1301,502,24465,128,84,91,21,267,369,993,2231
3,33,6,27,21,28,69,127,156,362,199,72,115,52,36,36115,37416,2118,894,2599,1884,2972,9454,14758,24202,80441,78413,65397,57092,55277,23686,71999,491198,156,245,260,388,1748,617,6050,7108,15535,9046,3597,3834,1358,271,5690,55881,101,407,1019,2284,7278,1844,8091,5303,6413,2312,856,570,251,59,3465,40255,62,60,144,248,568,172,736,594,1058,513,241,213,95,24,930,5650,298,322,1207,1798,2944,772,1193,668,740,234,85,70,14,12,938,11300,1724,1199,4081,6755,12328,4458,10024,6633,8906,2912,1256,712,369,106,6722,68184,33,17,51,63,90,60,115,93,148,32,11,15,5,0,2525,3272,2366,2259,6759,11533,24951,7934,26201,20405,32795,15052,6041,5411,2094,476,20267,184548,10173,4127,17302,17488,32861,79254,78387,90162,181108,147060,120859,90124,88057,36243,135643,1128847,399,173,75,21,346,169,734,930,8574,15799,26796,19319,19931,12029,1956,107252,54,110,105,28,481,546,1697,2227,6622,2884,1943,1073,786,888,372,19823,104,56,63,20,250,305,894,1866
4,8,7,14,11,14,36,53,76,128,70,28,21,9,5,10290,10780,757,372,1081,757,1235,4508,6534,10095,32425,30127,24234,17565,17611,7182,23949,178439,71,62,85,125,544,248,1827,2394,5378,3141,1278,1180,380,57,2356,19123,48,175,395,947,3006,837,3346,2167,2488,847,314,181,77,18,1479,16327,17,24,54,91,274,70,263,229,392,208,64,62,23,0,267,2039,98,124,398,651,901,225,350,213,212,77,20,13,3,4,331,3627,563,479,1880,3021,4947,2135,3988,2642,3568,1038,444,231,113,42,2797,27882,18,11,24,31,18,25,41,45,49,11,3,3,3,0,805,1086,813,872,2832,4861,9692,3537,9808,7684,12096,5322,2128,1668,600,126,8033,70082,3367,1582,7067,7112,12736,36957,33215,37941,71540,55719,44171,28032,27261,10639,45844,423189,80,34,12,5,119,49,216,335,2636,5023,8658,6063,5659,2785,494,32173,23,40,47,14,231,211,689,948,2760,1141,754,369,285,314,145,7971,36,26,31,11,91,149,316,801
5,19,3,13,6,15,39,63,73,189,119,57,93,33,19,24816,25556,1228,511,1193,883,1309,3771,5637,9332,32575,36940,30722,38854,36175,18527,45228,262886,112,83,115,162,577,212,1934,2645,6556,4609,2129,2667,1126,272,3311,26507,53,234,553,1130,3290,810,3692,2542,3340,1353,574,436,205,54,1913,20191,28,35,56,109,249,69,293,262,467,302,177,167,81,23,483,2816,170,155,493,660,913,251,389,245,306,104,42,38,19,0,418,4210,1024,704,2057,3126,4860,1800,3608,2385,3799,1456,722,499,240,95,3393,29777,34,8,30,39,40,27,37,48,66,19,5,3,7,3,1196,1560,1434,1225,3305,5224,9934,3164,9952,8127,14536,7840,3643,3812,1685,455,10714,85065,5475,2129,8220,7907,13395,33032,31513,37092,76135,69680,60131,60913,60093,28992,80120,574829,118,59,22,9,115,48,191,307,2679,5597,12132,10538,13256,9436,898,55398,46,56,63,12,237,229,851,1080,3355,1704,1301,669,561,689,201,11045,54,19,42,9,84,142,299,690
6,0,0,8,3,7,23,22,38,64,39,18,19,13,7,3056,3306,142,86,285,253,341,1745,2300,3597,10868,9102,7029,4349,4119,1443,7555,53219,18,15,23,59,205,68,634,752,1588,878,288,245,77,11,794,5670,8,47,134,357,1178,305,1130,690,754,263,76,51,18,5,509,5517,0,4,7,42,96,18,88,65,111,45,20,10,4,0,130,646,31,30,153,253,346,92,109,62,58,14,3,3,3,0,120,1275,118,124,682,1173,1904,690,1412,837,1069,260,97,51,23,7,849,9304,3,4,9,10,11,15,23,19,28,0,6,0,0,0,284,415,185,221,1016,1893,3735,1190,3395,2426,3613,1465,492,360,126,26,2684,22822,800,424,2372,2765,4781,13355,11256,12676,23614,16981,12542,7144,6584,2193,14985,132479,30,18,9,4,29,24,90,116,987,1611,2565,1610,1436,662,124,9318,4,13,28,3,80,100,257,338,972,430,253,133,83,84,53,2826,14,14,7,3,28,52,131,301
7,0,0,11,9,3,25,11,17,21,15,7,6,8,0,1988,2125,103,68,524,241,217,963,664,891,2583,2722,2849,2471,2905,1412,3646,22244,6,19,34,42,85,27,223,320,826,581,249,260,115,16,353,3156,6,27,62,97,183,63,164,145,199,85,46,34,5,3,115,1227,3,4,17,11,23,18,32,40,76,25,12,9,7,3,75,359,16,46,84,66,52,18,26,13,33,12,3,3,0,0,36,412,86,255,499,397,376,233,305,151,282,107,54,34,18,7,344,3155,0,0,14,11,3,7,6,8,13,3,0,3,0,0,230,300,122,352,717,615,722,355,766,674,1421,812,367,343,147,34,1157,8613,391,455,1535,1004,1050,2326,2089,2402,5882,5680,5946,4457,5012,2190,6759,47169,14,3,3,0,11,6,20,28,265,611,1415,1360,1731,1329,105,6896,3,3,4,0,13,9,43,53,153,69,71,48,65,40,24,603,0,0,3,0,8,9,5,45
8,0,0,3,0,0,0,6,3,22,28,11,9,3,3,2385,2477,94,49,103,91,130,317,537,878,3282,4721,5520,6197,9407,6650,5222,43196,7,6,14,15,76,22,236,385,1361,1356,567,996,377,79,719,6224,0,22,69,117,300,71,393,304,538,267,122,108,44,13,209,2586,0,3,7,6,44,4,23,39,84,71,47,31,22,3,78,469,17,13,50,74,57,26,25,17,22,17,11,6,3,0,28,361,87,72,280,465,510,191,366,304,553,273,186,86,82,23,341,3816,3,0,3,4,0,5,4,3,7,0,0,0,0,0,111,140,114,118,417,674,984,320,1052,1063,2564,1989,925,1238,538,125,1490,13601,443,208,811,881,1325,2468,3017,4127,10352,10849,11773,11043,15566,9787,9298,91949,9,3,3,0,3,8,13,32,329,776,2058,2337,3286,2717,148,11718,0,8,4,0,20,29,66,107,331,159,166,127,139,126,15,1279,3,3,0,0,4,12,23,55
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,3,0,0,3,3,6,12,14,40,40,31,39,39,17,49,294,0,0,0,0,0,0,0,0,11,4,0,3,0,0,3,28,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,5,4,4,3,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,8,8,16,7,7,3,3,0,10,71,7,3,3,11,10,22,33,38,89,65,67,61,60,19,89,574,0,0,0,0,0,0,3,3,21,13,20,13,7,7,0,98,0,0,0,0,0,0,0,3,17,0,0,3,0,0,0,32,0,0,0,0,0,0,0,13
