STE_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
1,135210,45655,18617,618476,170625,118654,173557,104545,59050,626428,6894,2336,2069,1268,1133,13701,526813,284381,322287,154773,80208,1368469,138,44,37,16,19,260,2789,283,80,28,13,3199,29514,9457,4417,919,234,44542,37228,23665,19888,6285,2500,89559,5673,5201,7343,4121,2720,25059,1072,387,246,143,107,1958,76413,39033,32015,11518,5599,164578,1551,232,139,37,17,1979,22187,2458,499,72,20,25236,88021,39560,19849,4551,1293,153275,20254,12008,9508,3069,1405,46253,1140,784,998,606,338,3872,1818,691,456,157,105,3222,134966,55738,31448,8491,3184,233827,227,36,19,12,7,303,1431,109,35,9,4,1594,2587,608,306,98,28,3622,968,491,403,150,102,2118,285,153,185,111,150,883,193,40,38,6,11,284,5684,1434,993,391,296,8805,873,378,274,137,67,1723,744749,380969,387019,175306,89355,1777399,604,256,230,114,124,1330,5239,1089,766,353,314,7761,57521,16755,9322,2608,1105,87316,258006,131283,123122,41129,17603,571144,189752,131181,190841,112165,67470,691415,8852,3666,3025,1827,1834,19214,519977,284224,327311,158198
2,139362,38865,14081,613852,114204,86456,131997,81832,38805,453290,6035,2125,1825,1071,953,12001,457002,250274,281242,123633,54522,1166680,70,41,24,10,7,147,1976,179,45,13,6,2216,26921,7245,2778,481,136,37555,23815,14049,10940,2668,869,52334,3076,2801,4125,2268,1213,13479,689,204,143,63,56,1156,56540,24511,18056,5500,2286,106886,565,123,33,24,9,756,12789,1312,263,22,16,14405,42984,12415,4599,982,272,61263,12131,7248,4619,1418,723,26144,680,486,621,339,193,2317,980,346,170,84,63,1639,70132,21930,10297,2882,1288,106525,126,29,12,6,0,180,753,49,16,10,4,833,1240,305,148,40,21,1759,494,337,295,92,51,1269,151,92,110,68,42,471,82,17,12,10,4,121,2852,827,595,224,127,4629,240,93,93,32,11,475,586770,297633,310281,132265,58234,1385187,468,240,195,111,114,1123,3284,629,457,198,124,4686,52914,14580,7466,1657,585,77209,266225,139369,131362,36281,13993,587240,131626,100780,151193,87217,43980,514794,8271,3290,2714,1429,1345,17048,462787,258882,293395,126892
3,82133,25109,10435,425219,137252,93955,126901,69505,39209,466819,4627,1688,1401,798,754,9270,397511,203996,215498,96900,51081,964983,59,28,13,3,0,105,1108,96,38,6,0,1250,17166,3806,1183,222,80,22455,20423,10808,6368,1846,664,40108,1743,1169,1405,780,468,5563,563,182,110,56,31,953,41052,16075,9121,2924,1244,70423,284,43,17,3,3,349,6364,577,103,18,8,7066,34263,8809,3004,626,199,46899,11169,4754,2712,749,273,19656,674,329,406,199,144,1753,833,222,120,34,29,1240,53588,14736,6371,1623,646,76967,562,49,45,20,16,700,2104,117,48,13,11,2286,1731,377,154,46,31,2326,851,229,220,83,33,1419,325,78,101,92,58,653,261,26,18,12,3,327,5834,874,589,259,154,7706,452,118,108,52,21,742,498440,235801,231679,101755,53149,1120829,541,195,144,71,80,1025,4218,695,449,221,158,5745,38045,8716,4298,1220,584,52864,203139,93190,76724,22790,9136,404983,157571,107912,142344,74886,43283,526000,6176,2554,2084,1063,1117,12989,409695,213255,226045,100257
4,44482,11356,3735,219835,32629,22565,34092,19648,8560,117489,1851,574,454,231,202,3325,168797,77989,81192,31734,12684,372405,18,14,3,4,3,44,577,39,16,11,0,647,8376,1503,500,86,25,10487,9913,4382,2654,774,311,18033,642,497,570,337,255,2300,296,78,60,30,21,481,19814,6519,3799,1241,618,31989,48,19,3,3,0,73,1324,194,44,6,0,1570,8939,2667,1025,183,41,12853,2099,875,432,143,51,3600,89,39,65,43,13,250,223,60,25,11,5,322,12719,3855,1596,389,109,18665,79,4,4,0,0,88,265,9,6,0,0,282,220,57,18,0,6,299,171,61,50,13,8,298,48,15,25,14,7,116,32,0,4,0,4,35,818,147,105,33,25,1124,96,26,26,14,7,165,202250,88534,86717,33408,13440,424350,135,59,49,20,26,286,1454,227,155,57,51,1943,19409,4065,1784,379,132,25775,107266,47975,42097,10718,3716,211773,37204,24967,36368,20182,9368,128091,2256,820,550,295,253,4180,167723,78114,81000,31656
5,33887,9427,4003,182821,89962,59112,80799,39040,18505,287420,2179,776,727,421,390,4491,205302,105946,117541,49499,23181,501461,29,21,13,0,3,63,799,71,32,11,3,919,8213,1704,510,132,51,10616,14452,6020,3339,903,332,25051,1856,1185,1483,683,339,5551,337,113,66,35,33,584,25695,9125,5451,1763,759,42787,93,16,4,3,3,112,2652,320,64,11,3,3053,8923,2150,754,160,33,12015,5496,2118,1159,356,127,9251,375,217,228,111,56,979,235,69,38,20,11,371,17761,4887,2248,650,237,25785,286,44,29,4,8,370,895,61,24,10,0,993,639,136,65,24,5,870,374,87,75,26,13,563,153,37,51,31,19,292,172,30,9,0,0,214,2512,388,255,99,54,3303,219,74,47,26,9,375,251492,120415,125535,52033,24236,573706,185,66,61,29,42,373,1577,307,167,72,71,2195,16105,3746,1939,517,248,22556,94143,42537,34003,9452,3848,183978,101659,68145,90694,43002,20624,324124,3061,1219,907,486,453,6128,216733,116022,127767,53559
6,14169,4177,1459,72527,11053,6806,9197,5389,2775,35217,650,161,125,57,30,1025,58986,25489,24413,9828,4333,123047,3,0,0,0,0,3,199,25,0,0,0,222,1849,393,112,18,0,2377,570,291,178,55,17,1115,87,58,68,43,34,292,35,3,6,3,0,50,2752,772,371,117,49,4058,17,0,0,0,0,16,463,43,10,0,0,518,2379,533,142,13,0,3068,493,241,146,31,11,926,56,46,35,21,21,181,62,14,8,0,0,84,3462,878,342,72,35,4796,19,6,4,0,0,30,98,3,3,0,0,111,123,33,26,9,3,188,76,42,38,9,4,170,33,15,18,6,12,81,16,7,0,0,0,22,372,113,78,24,16,609,27,17,23,4,3,73,65601,27265,25225,10059,4439,132583,75,27,15,5,7,134,868,107,76,21,12,1080,10379,2203,868,195,52,13691,36669,15775,13141,3803,1343,70728,12216,7283,9373,5225,2731,36836,875,286,224,100,65,1559,61085,25685,23700,9348
7,4212,1783,2353,18864,2236,2026,2882,1878,1870,10893,187,109,104,68,135,596,10402,7081,7636,3947,4726,33792,11,3,0,0,0,15,163,29,7,0,0,199,1091,379,186,35,15,1709,688,383,257,87,36,1451,83,73,94,57,35,344,38,13,7,10,5,76,2076,880,554,192,88,3796,21,7,0,3,0,34,316,56,12,9,5,396,1876,691,336,106,61,3067,744,343,235,69,33,1414,32,18,19,6,10,86,48,17,14,6,6,98,3034,1127,618,199,114,5096,156,32,20,10,24,241,300,24,21,4,9,359,137,40,31,11,13,227,71,33,29,12,18,163,49,18,17,22,14,119,71,12,8,3,3,98,781,169,126,52,74,1204,74,26,26,15,6,151,16382,9283,8960,4406,5018,44045,60,18,10,10,14,115,424,81,61,26,32,623,1224,495,335,201,307,2561,6313,4146,4043,1709,2230,18439,2840,2487,3508,2150,1914,12893,248,125,107,82,114,672,11108,7351,8060,4171
8,6842,1754,524,32138,11997,8473,11837,5665,2412,40386,204,80,58,29,22,398,28698,16976,18900,7491,2970,75029,10,3,0,5,0,12,177,21,3,0,0,199,1678,450,139,18,10,2299,3357,1694,985,264,72,6377,461,327,348,153,70,1363,51,13,14,8,0,89,5738,2505,1493,444,159,10337,22,6,3,0,0,29,1337,139,24,0,0,1494,2650,709,215,39,8,3619,668,313,160,32,12,1186,41,26,35,14,3,125,43,8,0,0,0,53,4763,1207,429,88,20,6505,0,0,0,0,0,0,16,0,0,0,0,16,21,8,3,0,0,32,9,6,3,3,0,17,4,0,0,3,0,5,0,0,0,0,0,0,53,17,3,4,0,75,16,7,8,0,0,33,39259,20707,20836,8030,3146,91979,12,10,3,3,4,36,125,52,24,12,11,227,1182,327,159,34,15,1714,13930,7466,6603,1645,556,30204,13065,9134,12998,5940,2541,43682,358,185,145,54,57,789,28666,17164,19943,7693
9,40,18,8,197,15,20,22,22,33,111,0,0,0,0,0,4,117,84,67,41,40,350,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,22,4,0,0,3,0,15,0,3,0,0,0,3,3,0,0,0,0,3,18,15,5,4,0,42,0,0,0,0,0,0,9,5,0,0,0,13,21,19,5,0,0,46,22,14,11,10,0,63,0,3,0,0,0,5,0,0,0,0,0,4,54,42,20,13,7,129,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,0,0,0,11,199,139,93,64,45,536,0,0,0,0,0,0,14,3,3,3,0,24,93,24,10,9,3,139,194,86,69,34,18,402,79,47,55,36,32,246,7,8,0,3,0,24,396,165,135,80
