STE_CODE_2016,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3
1,82,7,3,9,3,104,380,22,6,5,0,421,7317,296,116,32,8,7769,16141,2750,843,183,43,19959,5608,1488,1341,714,325,9480,845,150,81,38,18,1133,30373,4716,2395,977,394,38857,25,3,3,0,3,36,185,9,7,0,0,197,4283,199,72,28,3,4581,3561,1588,560,98,26,5838,393,306,495,243,98,1539,196,48,30,6,11,298,8646,2152,1174,376,152,12497,212,11,9,0,0,236,1865,108,21,5,0,1994,21195,2117,1012,262,94,24680,2615,2261,873,241,83,6081,143,127,182,143,52,642,646,157,83,38,9,943,26681,4787,2184,689,245,34581,31,3,0,0,0,33,85,3,3,0,0,90,489,22,14,3,3,520,127,69,21,3,0,222,38,17,20,9,4,92,64,11,4,3,0,78,828,130,63,11,6,1044,63,24,18,4,4,115,66598,11809,5827,2061,795,87087,128,22,10,0,3,167,413,40,9,5,0,472,7033,341,49,17,4,7447,16544,3414
2,52,11,6,0,4,76,181,10,6,3,3,205,6639,294,106,22,6,7065,16771,3701,1247,266,84,22069,3628,1195,1280,870,455,7427,768,135,87,56,36,1088,28027,5363,2737,1209,598,37927,9,4,0,0,3,17,118,6,5,0,0,133,4867,272,108,17,4,5264,2588,1890,687,98,25,5288,213,245,420,274,101,1250,180,49,18,11,5,266,7978,2463,1237,404,138,12222,82,6,7,0,0,93,1305,81,28,9,0,1428,12625,1193,423,94,32,14364,1725,1625,553,112,37,4051,103,78,159,55,21,424,383,110,48,17,4,564,16228,3098,1219,284,98,20926,27,0,0,0,0,27,54,0,0,0,0,57,219,14,4,0,0,237,86,48,27,3,0,165,30,13,20,3,3,71,31,3,4,5,5,45,448,75,63,17,13,609,17,3,0,0,0,25,52698,11002,5249,1918,844,71708,88,29,19,8,13,159,242,41,9,8,6,310,6707,415,81,18,7,7227,18171,5634
3,58,17,5,4,3,86,251,19,13,3,3,284,4832,228,79,18,3,5163,16176,3541,1149,199,39,21110,6143,1989,1655,791,340,10917,766,165,90,36,30,1084,28224,5953,2994,1044,420,38644,7,0,0,0,0,10,71,0,0,0,0,76,2646,120,28,10,0,2809,2740,1151,379,56,11,4337,136,66,80,28,19,325,148,35,12,0,0,193,5760,1364,501,96,27,7753,45,6,3,0,0,55,633,21,12,3,0,672,10113,708,216,43,10,11088,1620,1129,343,61,19,3171,102,57,86,30,14,299,323,55,29,10,6,416,12843,1986,689,148,42,15698,68,11,0,0,0,75,106,5,0,0,0,112,280,10,0,0,0,295,93,17,3,3,0,118,25,11,4,3,6,42,63,11,4,0,0,80,635,59,19,9,7,722,43,6,4,0,0,49,47494,9366,4204,1299,502,62865,97,33,9,0,7,149,311,36,15,4,3,364,4782,265,33,15,3,5098,17006,4487
4,20,3,0,0,0,27,71,5,9,3,0,89,2157,81,25,7,3,2284,6177,1131,369,72,21,7761,1047,351,346,163,71,1983,218,57,25,11,4,311,9698,1627,773,257,110,12453,3,0,0,0,0,9,41,0,0,0,0,48,1362,58,20,3,0,1447,966,292,99,12,4,1369,39,24,37,17,3,119,55,8,5,0,0,76,2476,385,159,31,17,3060,3,3,0,0,0,3,151,15,0,0,0,166,2309,179,61,18,5,2575,293,156,70,14,6,534,13,16,48,35,3,110,86,12,8,0,3,103,2859,380,180,62,12,3502,5,0,0,0,0,10,20,0,0,0,0,18,35,0,0,0,0,37,11,0,3,0,0,20,4,3,0,0,0,7,12,0,0,0,0,12,94,7,3,3,0,108,10,3,0,0,0,14,15129,2403,1118,351,134,19136,31,6,9,0,0,54,81,11,3,0,3,95,2028,106,17,6,0,2161,6876,1648
5,17,6,0,0,0,22,82,12,4,0,0,99,1891,106,29,4,3,2040,7192,1253,434,86,12,8977,3436,839,645,297,115,5330,307,66,24,16,13,429,12926,2277,1134,411,147,16892,8,3,0,0,0,7,59,3,0,0,0,66,1305,71,14,0,0,1390,1826,495,161,13,3,2497,142,63,65,29,11,311,69,12,10,0,0,100,3406,646,252,47,17,4375,18,0,0,0,0,16,210,5,0,0,0,213,1877,121,37,0,0,2039,680,251,78,10,3,1022,39,40,68,30,18,191,86,13,3,3,0,112,2906,438,184,45,19,3598,24,0,0,0,0,29,44,0,0,0,0,39,60,4,0,0,0,65,30,10,0,0,0,41,8,3,3,0,0,7,21,0,0,0,0,20,182,17,4,4,0,208,14,4,0,0,0,12,19437,3383,1582,504,188,25088,40,7,5,0,0,56,115,15,9,6,0,142,1980,136,23,0,4,2150,7643,2187
6,10,0,0,0,0,10,34,0,0,0,0,39,871,35,18,3,0,931,1895,377,128,23,7,2429,373,156,185,80,24,817,96,16,10,8,0,123,3286,585,336,110,32,4348,0,0,0,0,0,0,21,0,0,0,0,22,251,8,5,0,0,269,81,65,18,3,0,166,7,12,23,10,0,54,9,3,0,0,0,14,375,93,46,14,3,522,3,0,0,0,0,3,73,0,0,0,0,78,524,29,9,4,0,570,67,53,14,3,0,129,11,6,15,3,6,45,19,5,0,0,0,22,698,94,43,10,6,849,0,0,0,0,0,0,14,0,0,0,0,14,22,0,0,0,0,22,7,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,51,3,0,0,0,51,0,0,0,0,0,0,4401,768,420,136,43,5768,12,0,0,0,0,18,42,0,0,0,0,48,874,49,10,0,0,932,2091,505
7,12,3,0,0,0,8,25,3,0,0,0,24,143,24,0,0,0,172,686,144,56,13,9,908,179,61,46,20,12,318,35,15,5,0,3,53,1072,251,110,39,27,1489,3,0,0,0,0,3,20,0,0,0,0,22,243,23,4,0,0,269,71,33,7,3,5,115,3,3,0,0,0,3,11,0,0,0,0,10,344,58,13,4,8,421,4,0,0,0,0,7,41,0,3,0,0,43,513,31,13,4,0,556,146,75,19,0,0,248,10,4,3,0,0,15,22,6,0,0,0,29,739,119,40,3,0,895,12,4,0,0,0,14,13,0,0,0,0,13,21,4,0,0,0,26,3,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,10,59,7,3,0,0,67,4,0,0,0,0,4,2218,426,160,45,33,2881,9,0,0,0,0,18,22,3,0,0,0,28,161,12,3,0,0,179,696,244
8,0,0,0,0,0,7,8,0,0,0,0,8,189,14,3,0,0,203,1458,492,200,18,3,2168,462,222,224,100,26,1043,27,10,7,3,0,54,2153,738,439,120,33,3481,0,0,0,0,0,0,9,0,0,0,0,9,332,24,3,0,0,359,510,265,90,14,0,887,34,15,24,8,0,81,15,3,3,0,0,22,903,315,121,20,6,1363,7,0,0,0,0,7,79,0,0,0,0,79,881,47,11,0,0,933,149,149,64,11,0,378,4,4,8,6,0,18,14,3,0,0,0,24,1136,200,84,16,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4198,1255,648,161,42,6295,6,4,0,0,0,12,8,3,0,0,0,19,174,12,3,0,0,194,1296,704
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
