STE_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
1,1291,295,926,1450,1022,1641,1912,1497,557,261,375,964,12184,3874,1126,2269,1546,837,1097,800,483,195,92,270,889,13479,25283,5770,9400,6807,2565,2752,1474,725,256,187,981,2817,59008,12580,7173,12899,12074,5012,5199,2572,1011,274,181,721,2192,61887,2659,2097,9638,5041,2386,2498,1216,465,131,67,243,926,27357,6438,3753,15365,20639,11775,13509,7034,2733,721,253,713,2423,85358,3141,1104,6289,12913,8650,10873,6307,2513,662,235,408,1191,54285,2843,859,4912,10849,8480,12050,7732,3337,908,276,413,1157,53828,4107,918,5514,13362,11414,18820,14127,6289,1781,607,741,1565,79232,2227,358,2176,5885,5503,10780,10220,5416,1533,522,560,839,46004,2349,322,2013,5214,5306,11354,13636,8880,2636,888,931,891,54415,1149,111,785,1970,1912,4942,7604,6752,2184,684,691,440,29220,1168,150,558,1178,1162,2968,6279,7704,4036,1842,3035,512,30592,513,36,172,435,362,979,2523,4358,2945,1507,1729,226,15792,198,14,93,113,92,254,551,1212,1281,972,1509,112,6404,2843,1352,4638,6992,4952
2,837,248,897,1772,984,1446,1466,895,217,78,261,798,9903,2149,795,1654,1648,621,646,527,252,86,39,179,641,9242,13149,4064,7248,5537,1547,1287,662,296,114,83,530,1717,36224,7959,5005,10700,10000,2868,2109,941,371,121,71,405,1467,42021,1547,884,5163,3895,1209,947,407,185,51,21,146,518,14978,4414,2674,12162,19018,6990,5534,2370,842,250,113,545,1644,56569,2201,856,6058,13505,5402,4698,1995,754,218,71,366,865,36995,2069,653,4599,12422,5827,5670,2661,981,265,76,353,794,36367,2892,655,5163,15436,9041,9804,5141,1859,445,176,557,1152,52322,1551,259,1877,6638,4763,6669,4188,1470,380,133,329,586,28853,1624,254,1633,6538,5272,8295,6303,2567,642,227,490,708,34551,758,88,594,2226,2061,4282,4377,2119,523,156,317,334,17826,621,93,365,1118,1033,2664,4006,3156,1133,553,973,361,16080,276,30,113,373,404,992,1874,2021,859,333,473,141,7891,150,18,57,105,89,182,416,639,396,195,360,69,2673,1843,841,3113,6445,3739
3,610,129,500,682,454,894,910,484,221,76,148,532,5646,1248,352,958,836,400,589,428,201,63,39,100,381,5597,10145,2299,5712,4165,1403,1572,733,251,91,68,384,1177,28001,6685,3442,9681,8465,3072,3495,1556,391,123,61,379,1125,38482,1565,1038,4000,3263,1374,1418,772,336,119,44,142,495,14558,4454,2542,10654,14823,7713,10049,4905,1348,400,170,472,1598,59135,2566,820,5380,9852,5509,7856,3994,1021,241,100,269,851,38466,2508,729,3933,8584,5488,8781,5021,1493,381,130,341,866,38249,3854,811,4925,11403,8434,15774,10429,2901,704,303,662,1376,61585,2260,390,1859,4902,3939,8746,6952,2227,524,189,450,755,33185,2818,430,1691,4508,4064,9628,9684,3599,806,302,653,876,39058,1375,162,607,1550,1410,3947,5035,2351,597,217,455,436,18132,1720,168,409,810,686,1863,3170,2487,937,458,755,538,14002,744,71,156,252,275,721,1504,1336,542,242,467,199,6512,282,21,83,86,59,156,333,373,214,134,369,110,2221,2490,866,3358,5492,3464
4,365,108,377,546,216,217,234,114,33,11,47,250,2513,1259,399,805,461,140,142,68,37,16,12,76,270,3677,9906,2129,3014,1805,445,298,139,42,30,48,390,915,19153,5831,2760,4493,3485,901,569,158,56,24,17,237,758,19297,889,807,3184,1238,347,233,75,24,17,5,57,243,7109,2416,1575,6702,7140,2219,1474,468,118,42,27,139,707,23016,1077,535,3283,4947,1694,1198,339,102,27,18,55,309,13566,989,479,2404,4178,1678,1360,459,141,44,19,61,286,12090,1312,490,2810,5318,2614,2485,928,234,66,27,99,354,16732,629,179,1072,2230,1353,1484,648,234,58,8,56,216,8155,666,181,853,2033,1437,1873,1025,348,70,26,41,190,8738,303,63,308,695,507,844,614,227,38,20,36,95,3745,257,58,206,347,224,414,557,341,121,69,91,98,2773,99,18,75,115,75,164,230,188,72,36,39,26,1130,26,7,29,28,22,28,60,57,28,11,30,16,339,813,465,1667,2266,1125
5,352,107,386,559,291,359,276,142,56,17,47,265,2852,889,285,628,526,197,192,109,56,21,11,67,212,3181,6550,1451,3082,2086,526,385,163,83,39,27,265,710,15360,4312,1905,4876,4275,1047,770,279,93,26,31,170,603,18389,981,1007,1733,1438,375,299,122,48,13,10,55,233,6308,2581,1547,5704,8031,2698,2005,664,198,50,31,162,697,24374,1501,586,3220,5518,2035,1701,614,153,51,23,86,388,15886,1525,540,2654,5179,2213,2008,765,251,69,22,79,416,15729,2044,672,3106,7115,3570,3569,1586,431,128,52,155,522,22946,1286,306,1409,3386,2089,2525,1297,412,125,55,92,363,13349,1600,395,1455,3513,2328,3176,1892,651,205,88,156,400,15860,829,197,672,1250,1021,1597,1251,453,163,52,85,204,7772,1210,145,460,822,611,1244,1341,864,435,196,419,332,8092,620,71,194,278,252,570,635,484,202,84,175,105,3661,183,20,55,75,57,119,172,155,111,69,128,45,1194,1490,645,1983,3507,1944
6,92,31,99,70,35,34,41,14,6,0,14,56,501,298,100,237,122,42,33,14,7,7,5,14,50,924,2704,571,1272,564,95,80,25,13,9,7,63,218,5624,1892,874,2026,1130,202,147,40,11,0,4,40,186,6556,324,345,930,523,107,75,26,9,3,0,24,64,2433,902,821,2464,2096,561,382,120,24,13,3,50,183,7629,406,253,1243,1153,370,306,100,16,11,4,12,75,3943,366,186,1014,1126,376,323,123,24,5,0,15,67,3637,468,232,1211,1482,594,545,191,60,16,7,11,93,4911,227,63,396,602,294,318,168,33,14,3,9,48,2177,194,51,305,502,263,371,207,73,22,6,7,50,2064,88,17,99,165,80,147,131,56,15,8,3,13,833,107,17,64,77,47,107,97,75,29,12,10,25,658,16,4,14,16,14,34,60,30,11,3,7,7,217,11,3,11,5,0,8,12,16,5,3,6,3,91,306,180,653,634,270
7,59,4,27,20,14,14,18,12,0,0,6,37,209,181,20,37,20,5,11,6,4,0,0,8,31,316,1006,95,124,102,29,16,12,9,7,0,23,109,1516,644,148,218,156,43,67,20,8,3,0,7,81,1395,605,102,80,59,20,17,6,5,0,0,11,64,984,871,203,385,396,155,203,81,32,13,4,11,159,2530,532,97,333,406,218,204,124,30,9,4,6,98,2068,709,93,280,392,203,251,160,51,16,7,19,124,2303,861,124,432,577,329,533,332,147,18,4,24,205,3601,560,62,271,344,174,360,282,137,25,7,9,149,2381,699,80,321,402,198,449,472,229,48,14,16,158,3088,360,45,128,239,91,237,286,170,46,22,19,91,1747,439,41,64,128,45,112,164,164,60,22,27,83,1359,247,24,25,35,21,53,76,101,35,18,16,43,695,82,10,11,11,5,12,23,24,16,12,8,18,231,688,149,330,327,171
8,32,12,32,25,30,30,71,44,9,0,5,32,316,194,61,96,36,17,32,26,20,7,0,4,43,544,1459,288,247,102,62,74,54,24,4,9,32,128,2477,818,448,329,194,85,151,129,32,3,0,24,90,2309,80,95,346,56,26,53,54,17,0,0,3,35,771,304,224,575,441,191,418,383,100,15,3,14,98,2766,127,52,183,427,224,466,384,92,18,0,17,47,2027,115,33,151,298,280,663,642,188,26,8,23,51,2476,139,49,210,418,363,1203,1516,338,54,15,14,76,4404,59,16,90,218,187,787,1103,382,49,19,15,61,2966,86,15,113,235,167,857,1684,656,108,33,19,46,4015,62,7,59,176,91,443,1124,541,81,17,21,40,2666,62,10,39,160,79,267,799,729,178,48,53,50,2466,20,4,11,58,28,96,348,427,172,39,34,26,1262,8,0,7,12,3,17,53,126,72,25,23,6,356,115,68,166,225,100
9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,0,0,0,0,0,0,3,11,6,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,0,0,0,8,13,4,6,0,0,0,0,0,0,0,0,3,26,7,3,13,3,0,0,0,3,0,0,0,3,37,13,3,14,3,0,0,0,0,0,0,0,4,39,26,3,8,3,0,5,0,0,0,0,0,9,67,10,0,9,6,0,3,0,0,0,0,0,5,41,23,7,11,6,0,0,6,0,0,0,0,7,66,11,0,3,6,5,0,0,0,0,0,0,8,28,20,0,8,5,3,0,3,6,0,0,0,3,43,4,0,0,0,0,0,0,0,3,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,8,0
