STE_CODE_2016,C16_SH_Tot_NPGH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPGH_2,C16_SDRTHT_0b_NPGH_3,C16_SDRTHT_0b_NPGH_4,C16_SDRTHT_0b_NPGH_5,C16_SDRTHT_0b_NPGH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPGH_2,C16_FUA_0b_NPGH_3,C16_FUA_0b_NPGH_4,C16_FUA_0b_NPGH_5,C16_FUA_0b_NPGH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPGH_2,C16_FUA_1b_NPGH_3,C16_FUA_1b_NPGH_4,C16_FUA_1b_NPGH_5,C16_FUA_1b_NPGH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPGH_2,C16_FUA_2b_NPGH_3,C16_FUA_2b_NPGH_4,C16_FUA_2b_NPGH_5,C16_FUA_2b_NPGH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPGH_2,C16_FUA_3b_NPGH_3,C16_FUA_3b_NPGH_4,C16_FUA_3b_NPGH_5,C16_FUA_3b_NPGH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPGH_2,C16_FUA_4mb_NPGH_3,C16_FUA_4mb_NPGH_4,C16_FUA_4mb_NPGH_5,C16_FUA_4mb_NPGH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPGH_2,C16_FUA_NB_NS_NPGH_3,C16_FUA_NB_NS_NPGH_4,C16_FUA_NB_NS_NPGH_5,C16_FUA_NB_NS_NPGH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPGH_2,C16_FUA_Tot_NPGH_3,C16_FUA_Tot_NPGH_4,C16_FUA_Tot_NPGH_5,C16_FUA_Tot_NPGH_6_mor,C16_FUA_T_T,C16_OD_0b_NPGH_2,C16_OD_0b_NPGH_3,C16_OD_0b_NPGH_4,C16_OD_0b_NPGH_5,C16_OD_0b_NPGH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_T_T,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_T,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_T_T
1,1155,44306,44,4,0,3,0,55,355,34,4,10,3,404,4557,355,79,18,7,5005,3915,2646,552,111,59,7282,640,534,954,356,211,2690,435,157,52,35,35,711,9937,3719,1641,528,325,16151,316,43,27,13,5,412,2957,251,65,35,21,3327,23388,4398,1941,544,284,30546,2982,4163,1219,423,358,9146,199,197,365,201,142,1105,1120,354,205,100,62,1848,30961,9408,3831,1310,871,46386,25,0,0,0,0,32,119,13,0,0,0,129,519,70,15,3,3,607,177,135,32,16,10,377,45,29,38,17,8,141,78,22,6,9,6,125,968,273,92,48,28,1409,528,118,57,22,21,751,74366,20321,8589,3324,2404,109004
2,1285,45768,30,6,7,6,0,49,302,27,12,3,5,345,6587,615,143,31,18,7403,3930,3776,751,142,73,8676,451,535,1068,425,179,2656,445,170,67,36,25,745,11742,5133,2055,646,295,19877,162,17,13,0,3,197,2181,152,47,10,4,2388,16773,2542,757,201,83,20350,1418,2298,444,127,67,4350,110,129,226,74,37,574,585,218,76,33,19,935,21225,5359,1561,444,215,28797,13,0,0,0,0,18,55,4,3,0,0,61,233,15,0,4,3,257,88,88,19,10,3,204,19,15,35,11,5,83,23,6,3,0,0,35,426,133,61,29,11,659,318,104,35,17,14,483,63884,19104,7867,2894,1827,95588
3,675,45979,22,0,3,0,0,23,143,14,3,0,0,157,3500,214,50,15,6,3782,4101,1998,350,70,43,6552,266,187,199,67,31,749,280,78,22,12,10,404,8305,2487,626,161,84,11669,61,10,3,0,3,76,879,51,11,3,0,945,11128,1173,371,85,32,12788,1798,1920,347,93,64,4221,106,119,153,45,39,461,455,127,42,20,16,657,14435,3395,928,246,150,19148,47,6,6,0,0,58,117,5,4,0,0,126,221,6,3,0,0,233,78,19,3,0,5,102,38,19,12,9,6,78,46,15,5,0,3,72,552,77,31,7,8,668,305,74,28,12,11,431,56045,14225,5029,1669,930,77898
4,256,14496,7,3,0,0,0,11,80,8,3,0,0,87,1692,95,21,3,0,1810,1662,845,135,33,10,2687,103,77,117,41,19,359,148,37,19,0,0,207,3690,1068,296,81,34,5163,16,0,0,0,0,16,129,9,0,0,0,141,1916,208,57,8,5,2195,224,196,46,8,0,477,9,14,23,4,8,55,75,20,3,0,0,95,2376,437,130,24,12,2980,7,0,0,0,0,7,17,0,0,0,0,17,40,0,3,0,0,42,21,10,3,0,0,32,5,5,5,0,0,14,12,0,0,0,0,11,100,12,6,3,4,126,61,18,9,3,0,87,16629,3988,1466,467,298,22855
5,376,21682,9,0,0,0,0,11,127,8,3,3,0,145,1582,98,14,0,3,1704,2636,1182,202,48,17,4079,299,187,233,97,59,876,165,55,21,14,13,270,4825,1526,474,161,89,7077,13,0,0,0,0,10,277,15,3,0,0,298,2027,244,43,7,7,2324,404,259,73,24,11,768,23,16,14,8,8,67,96,28,3,5,0,140,2838,556,142,47,29,3603,25,3,0,0,0,26,32,0,0,0,0,35,47,6,3,0,0,51,29,7,0,0,0,37,11,11,3,0,0,23,19,3,3,0,3,29,157,25,9,0,4,197,71,27,20,5,7,129,22739,6166,2407,880,500,32692
6,58,4974,0,0,0,0,0,0,28,0,0,0,0,31,329,26,8,0,0,352,91,72,7,0,0,180,14,19,15,23,10,72,17,3,0,0,0,23,483,123,31,23,5,665,8,0,0,0,0,8,60,3,0,0,0,63,413,33,3,0,0,454,61,81,6,0,0,154,15,14,15,7,0,50,17,3,3,3,0,29,574,140,30,13,0,750,6,0,0,0,0,7,4,0,0,0,0,4,23,4,0,0,0,22,8,12,0,0,0,18,3,3,3,0,0,11,3,0,0,0,0,3,47,15,0,0,0,67,31,3,6,0,0,40,4922,1019,364,119,66,6492
7,26,1770,0,0,0,0,0,0,25,0,0,0,0,23,238,26,3,3,0,269,100,49,12,3,3,167,6,4,5,0,0,17,14,4,0,0,0,18,383,76,25,9,5,496,0,0,0,0,0,0,39,4,0,0,0,41,446,59,3,0,3,517,210,155,33,7,7,411,10,10,15,0,0,37,41,12,10,0,4,62,743,243,58,9,11,1067,12,3,0,0,0,15,8,0,0,0,0,8,20,0,0,0,0,22,17,6,0,0,0,20,3,3,0,0,0,9,14,0,0,0,0,13,62,15,3,3,0,88,12,0,6,0,0,18,2376,701,244,69,45,3438
8,88,3067,0,0,0,0,0,0,27,3,0,0,0,31,377,32,0,0,0,412,515,419,55,6,4,998,47,57,87,32,12,231,45,12,3,0,0,58,1016,520,145,38,17,1734,4,0,0,0,0,9,172,11,0,0,0,179,1279,122,27,0,3,1430,118,220,28,4,3,377,7,14,17,0,3,36,51,10,3,0,0,66,1634,381,75,12,10,2105,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,17,4,0,0,0,25,4366,1681,581,188,118,6938
9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,20
