STE_CODE_2016,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85o,C11_M_Healt_To,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85o,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85o,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85o,C11_M_Society_cultur_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creat_art_85andOve,C11_M_Creative_arts_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85o,C11_M_Foo_hos_pers_S_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85_ov,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85o,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85o,C11_M_FldStu_NS_T,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85o,C11_M_T_T,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85_ov,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85_ov,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85_ov,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85o,C16_M_Arch_building_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85o,C16_M_AgEnv_RS_Tot,C16_M_Health_15_19,C16_M_Health_20_24,C16_M_Health_25_34,C16_M_Health_35_44,C16_M_Health_45_54,C16_M_Health_55_64,C16_M_Health_65_74,C16_M_Health_75_84,C16_M_Health_85o,C16_M_Healt_To,C16_M_Educ_15_19,C16_M_Educ_20_24,C16_M_Educ_25_34,C16_M_Educ_35_44,C16_M_Educ_45_54,C16_M_Educ_55_64,C16_M_Educ_65_74,C16_M_Educ_75_84,C16_M_Educ_85o,C16_M_Educ_Tot,C16_M_MngtCom_15_19,C16_M_MngtCom_20_24,C16_M_MngtCom_25_34,C16_M_MngtCom_35_44,C16_M_MngtCom_45_54,C16_M_MngtCom_55_64,C16_M_MngtCom_65_74,C16_M_MngtCom_75_84,C16_M_MngtCom_85o,C16_M_MngtCom_Tot,C16_M_Soc_cult_15_19,C16_M_Soc_cult_20_24,C16_M_Soc_cult_25_34,C16_M_Soc_cult_35_44,C16_M_Soc_cult_45_54,C16_M_Soc_cult_55_64,C16_M_Soc_cult_65_74,C16_M_Soc_cult_75_84,C16_M_Soc_cult_85o,C16_M_Society_cultur_Tot,C16_M_Creative_art_15_19,C16_M_Creative_art_20_24,C16_M_Creative_art_25_34,C16_M_Creative_art_35_44,C16_M_Creative_art_45_54,C16_M_Creative_art_55_64,C16_M_Creative_art_65_74,C16_M_Creative_art_75_84,C16_M_Create_art_85andOv,C16_M_Creative_arts_Tot
1,290,3040,12149,13883,13322,10477,5665,3125,952,62894,83,1448,7424,9680,12193,15189,7194,3074,689,56977,1694,18245,65356,60492,48835,36311,17333,6638,1987,256894,929,7276,24093,26581,22129,19218,9216,3758,997,114197,693,5579,14366,9885,6901,4741,2176,876,238,45452,985,6119,15240,12383,8993,6034,3795,1492,387,55430,274,382,282,259,296,262,163,103,42,2060,213,1049,3523,4291,4047,3023,1532,822,344,18836,23612,21895,43814,40312,40045,34485,29792,25525,10799,270282,34652,109243,332527,336162,313748,252717,152634,81909,26609,1640196,128,3381,9761,9757,9835,8823,6818,2593,768,51860,787,6574,30751,30741,14096,6721,2087,273,54,92100,2102,22535,79387,81680,91953,86679,65067,32003,10177,471587,2028,12016,36079,35362,34160,27993,19345,10187,2822,179984,510,2821,8845,10466,10174,8357,5187,2359,630,49353,364,3816,17217,15665,14233,12956,7459,3701,1416,76826,125,1621,9407,10121,10755,15520,10388,4079,1130,63147,1728,19410,80408,72595,57897,43205,27270,9340,2683,314539,1064,8982,30148,28663,26021,22274,14637,5259,1468,138508,822,6335,17005,12362,7934,5867,3439,1294,382,55451
2,170,2476,10288,10717,10386,7703,3713,1992,584,48032,84,1087,6625,7685,9805,11760,6762,2509,535,46848,1400,15120,50277,45046,34795,24755,11174,4346,1405,188318,1014,5872,18104,17973,15174,13370,6376,2346,580,80808,688,5464,13450,8438,5089,3526,1624,568,191,39035,1007,5937,14041,9922,7161,4268,2497,1035,236,46106,173,301,262,179,179,135,113,91,38,1465,159,1145,3938,4133,3534,2714,1332,679,263,17892,17611,16887,31871,29324,28314,24946,22118,19847,8638,199561,27642,92900,273087,259748,230184,180745,107851,58082,19266,1249497,122,3994,8827,8774,8266,7365,5357,1860,602,45168,573,5550,27861,26277,11892,5750,1735,213,36,79889,2130,17959,65251,64525,71752,63091,46109,22209,7237,360274,2035,12666,36802,27517,25159,19818,12676,7018,1972,145657,401,2349,8006,8671,8185,5855,3333,1413,417,38636,298,3303,14872,12747,11305,9720,5342,2381,850,60813,131,1446,8656,8885,8977,11881,9263,3611,888,53736,1360,16645,63252,56312,43671,31038,17933,6155,1922,238270,1421,8381,23545,20956,18619,15964,10300,3489,891,103560,970,6461,16956,10994,6348,4436,2613,886,274,49934
3,180,1899,8224,9627,8775,6119,3125,1516,389,39849,92,787,5011,6306,6973,7657,4406,1398,325,32952,1787,8084,26200,27849,23247,17548,7993,2850,780,116345,1179,4488,12296,12737,10319,8863,4402,1507,339,56127,806,2991,6296,4299,2864,2226,1103,426,106,21107,1203,4234,10207,9289,6230,4368,2334,747,169,38782,205,245,209,143,144,129,122,77,40,1314,201,633,2132,2809,2470,1938,1071,498,153,11903,15618,15098,28553,27810,26314,22254,17952,14428,6329,174365,27935,71892,196064,204869,187807,151841,90352,43482,13400,987649,152,1918,5376,5344,4922,4192,3276,1138,286,26614,1067,3747,11123,11186,6323,3152,1085,157,16,37862,3220,18086,59996,60389,63844,57505,42746,19402,4995,330173,1460,7743,26868,25111,23657,21919,15065,6962,1694,130482,525,1801,5451,7028,6522,4902,2831,1218,301,30580,293,2828,11296,11222,10575,8161,4486,1993,624,51480,116,902,5468,7149,7742,8428,6142,2282,491,38707,2769,10684,32591,33593,29904,21611,13054,4217,1100,149521,2321,6666,15718,15159,13114,10536,7104,2463,530,73606,1173,3971,7619,5216,3522,2607,1708,677,163,26650
4,58,677,3198,3408,3492,2769,1367,731,213,15913,25,333,1734,2042,2668,4108,2112,614,137,13764,427,2906,9998,10382,9225,7540,3543,1437,482,45935,281,1796,4989,4813,4574,4500,2142,797,200,24097,133,1118,2422,1686,1244,950,481,168,44,8254,311,1459,3326,2922,2190,1485,832,298,87,12913,43,69,70,58,50,40,39,31,17,413,68,239,900,967,878,728,374,234,87,4464,4902,4233,7765,7849,8333,7178,6392,6289,2947,55882,7964,24137,66493,68617,66801,58385,35339,19688,6827,354250,14,634,2405,2453,2235,2113,1651,580,161,12249,238,1025,4257,3898,2188,1320,448,58,10,13431,853,5851,19268,19316,22090,20251,16243,8309,2680,114857,623,2807,7291,5509,6024,5740,4324,2458,761,35535,211,871,2730,3019,2764,2059,1209,446,183,13498,75,937,4004,3960,3686,3441,1986,802,352,19238,30,430,2279,2343,2448,3901,3257,932,253,15883,422,2933,11531,12228,10784,8624,5691,2015,624,54858,473,1944,6091,5730,5332,4991,3474,1114,328,29482,248,1072,2678,1953,1376,1138,714,246,69,9498
5,81,998,4277,4735,4342,2991,1635,745,191,19994,61,402,2272,3006,3817,4019,2129,820,192,16714,583,4469,14671,14929,12727,9612,4552,1625,500,63672,469,2251,6138,6180,5384,4670,2210,833,192,28335,390,1606,3427,2227,1525,1252,533,190,52,11206,353,1788,4989,4399,3474,2019,1110,398,92,18626,87,112,90,100,94,82,60,35,17,671,87,325,1060,1315,1246,901,490,243,92,5764,8076,9395,19748,17643,15539,12185,8396,6834,2990,100809,14265,42553,116281,113929,104859,81179,44597,21754,6692,546119,60,1434,4403,4359,3997,3117,2193,677,194,20435,496,1718,6406,6086,3247,1506,470,63,8,19999,1853,12648,43763,41422,40048,33129,21638,9336,2329,206167,931,4606,14779,11248,10875,8958,6143,3328,808,61681,269,905,3145,3532,3214,2521,1654,726,184,16151,127,1266,6009,5847,5336,4053,2241,969,322,26167,88,474,2709,3379,3885,4619,2921,1223,311,19607,868,4469,18358,18053,16035,11295,7191,2448,645,79368,797,2702,8151,7274,6285,5398,3488,1172,316,35573,495,1861,4005,2763,1813,1445,849,309,89,13624
6,9,156,663,852,1004,864,438,202,67,4253,5,72,572,674,943,1227,647,240,60,4448,106,633,2040,2241,2281,2051,943,386,87,10770,44,358,1052,1285,1339,1407,649,213,53,6403,27,212,503,481,402,427,211,83,19,2363,139,461,1146,1059,834,598,325,87,28,4678,12,14,7,8,14,13,11,6,6,103,21,56,220,254,264,266,151,73,26,1334,1598,1161,1935,2219,2492,2576,2485,2059,869,17389,2664,6843,17037,19622,21161,18883,11883,6168,1951,106202,3,152,573,679,726,718,580,190,67,3690,62,399,1186,803,545,336,131,21,4,3487,231,1618,4600,4983,6049,6395,4847,2383,684,31795,161,1018,2663,2019,2475,2646,1703,915,233,13831,75,324,955,1137,1132,844,458,214,56,5192,18,190,839,934,1019,1106,607,267,93,5070,3,78,584,764,824,1208,984,346,91,4876,103,656,2265,2387,2541,2302,1546,535,166,12489,73,502,1262,1378,1503,1528,1132,348,89,7818,34,211,596,556,437,432,377,125,34,2808
7,11,72,475,444,397,280,82,23,9,1788,10,44,246,310,416,442,153,28,3,1652,40,268,1050,1141,884,697,168,26,4,4285,35,213,782,746,614,451,173,38,5,3056,21,74,253,186,142,121,44,11,0,851,45,210,561,434,324,171,52,8,0,1811,9,9,12,16,12,9,0,5,0,71,7,59,200,215,161,91,38,3,0,783,1463,1576,3372,2801,2246,1653,814,345,83,14351,1918,4295,12002,11268,9635,7049,2771,784,139,49848,3,49,227,251,239,194,103,25,5,1091,38,144,459,377,182,114,29,6,0,1338,147,1075,4237,3396,3230,2294,1083,316,55,15833,42,286,1482,1058,867,708,391,131,21,4993,37,113,381,399,371,224,88,26,9,1649,9,97,673,573,480,330,132,28,7,2325,3,29,303,380,389,449,248,61,4,1869,44,306,1453,1281,1140,757,301,51,6,5340,45,235,958,917,792,590,246,69,9,3859,30,73,243,210,138,110,61,13,3,884
8,11,146,649,692,670,500,226,137,38,3068,10,82,561,608,592,665,410,147,26,3097,72,1076,3620,3466,2957,2095,853,272,123,14546,67,973,3616,3099,2767,2695,1422,519,150,15298,44,451,1098,648,476,310,111,50,14,3209,69,358,785,642,384,201,106,57,11,2622,9,31,10,7,0,15,0,4,0,91,12,92,295,364,336,254,140,87,26,1612,1018,1341,2039,1625,1407,1064,786,635,322,10232,1590,7196,22108,20080,17712,13964,7343,3450,1124,94557,14,450,1336,1179,1276,1197,933,356,127,6870,101,677,3033,3261,2045,1181,355,32,0,10682,54,870,3551,3514,3341,2831,2109,1037,356,17670,73,611,1990,1545,1260,1023,774,436,134,7850,6,109,458,487,448,377,221,117,29,2259,13,183,1133,936,742,610,287,144,57,4101,13,104,630,726,587,633,465,240,69,3457,89,1113,4282,4195,3468,2396,1337,410,141,17435,105,1030,4168,3594,2996,2701,2148,733,228,17704,60,385,1151,855,575,385,186,59,13,3663
9,0,0,6,3,0,4,0,0,0,9,0,0,3,11,9,6,0,0,0,28,0,3,13,10,8,3,4,0,0,45,0,3,9,16,7,0,0,0,0,40,0,0,0,0,3,0,0,0,0,7,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,8,53,145,447,132,55,34,10,8,0,881,52,166,526,227,161,104,31,10,0,1284,0,0,8,6,6,6,4,3,0,41,0,0,8,6,5,0,0,0,0,12,3,11,46,57,78,68,47,9,5,323,3,3,12,24,32,42,11,11,0,130,0,3,4,9,11,7,3,0,0,42,0,0,0,4,3,3,7,3,0,28,0,0,3,13,8,3,7,3,0,40,0,3,17,25,19,9,11,3,0,89,3,6,22,13,10,11,10,0,0,73,0,0,0,0,3,0,5,0,0,11
