STE_CODE_2016,Age_0_C06_M,Age_0_C06_F,Age_0_C06_P,Age_0_C11_M,Age_0_C11_F,Age_0_C11_P,Age_0_C16_M,Age_0_C16_F,Age_0_C16_P,Age_1_C06_M,Age_1_C06_F,Age_1_C06_P,Age_1_C11_M,Age_1_C11_F,Age_1_C11_P,Age_1_C16_M,Age_1_C16_F,Age_1_C16_P,Age_2_C06_M,Age_2_C06_F,Age_2_C06_P,Age_2_C11_M,Age_2_C11_F,Age_2_C11_P,Age_2_C16_M,Age_2_C16_F,Age_2_C16_P,Age_3_C06_M,Age_3_C06_F,Age_3_C06_P,Age_3_C11_M,Age_3_C11_F,Age_3_C11_P,Age_3_C16_M,Age_3_C16_F,Age_3_C16_P,Age_4_C06_M,Age_4_C06_F,Age_4_C06_P,Age_4_C11_M,Age_4_C11_F,Age_4_C11_P,Age_4_C16_M,Age_4_C16_F,Age_4_C16_P,Age_0_4_C06_M,Age_0_4_C06_F,Age_0_4_C06_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_5_C06_M,Age_5_C06_F,Age_5_C06_P,Age_5_C11_M,Age_5_C11_F,Age_5_C11_P,Age_5_C16_M,Age_5_C16_F,Age_5_C16_P,Age_6_C06_M,Age_6_C06_F,Age_6_C06_P,Age_6_C11_M,Age_6_C11_F,Age_6_C11_P,Age_6_C16_M,Age_6_C16_F,Age_6_C16_P,Age_7_C06_M,Age_7_C06_F,Age_7_C06_P,Age_7_C11_M,Age_7_C11_F,Age_7_C11_P,Age_7_C16_M,Age_7_C16_F,Age_7_C16_P,Age_8_C06_M,Age_8_C06_F,Age_8_C06_P,Age_8_C11_M,Age_8_C11_F,Age_8_C11_P,Age_8_C16_M,Age_8_C16_F,Age_8_C16_P,Age_9_C06_M,Age_9_C06_F,Age_9_C06_P,Age_9_C11_M,Age_9_C11_F,Age_9_C11_P,Age_9_C16_M,Age_9_C16_F,Age_9_C16_P,Age_5_9_C06_M,Age_5_9_C06_F,Age_5_9_C06_P,Age_5_9_C11_M,Age_5_9_C11_F,Age_5_9_C11_P,Age_5_9_C16_M,Age_5_9_C16_F,Age_5_9_C16_P,Age_10_C06_M,Age_10_C06_F,Age_10_C06_P,Age_10_C11_M,Age_10_C11_F,Age_10_C11_P,Age_10_C16_M,Age_10_C16_F,Age_10_C16_P,Age_11_C06_M,Age_11_C06_F,Age_11_C06_P,Age_11_C11_M,Age_11_C11_F,Age_11_C11_P,Age_11_C16_M,Age_11_C16_F,Age_11_C16_P,Age_12_C06_M,Age_12_C06_F,Age_12_C06_P,Age_12_C11_M,Age_12_C11_F,Age_12_C11_P,Age_12_C16_M,Age_12_C16_F,Age_12_C16_P,Age_13_C06_M,Age_13_C06_F,Age_13_C06_P,Age_13_C11_M,Age_13_C11_F,Age_13_C11_P,Age_13_C16_M,Age_13_C16_F,Age_13_C16_P,Age_14_C06_M,Age_14_C06_F,Age_14_C06_P,Age_14_C11_M,Age_14_C11_F,Age_14_C11_P,Age_14_C16_M,Age_14_C16_F,Age_14_C16_P,Age_10_14_C06_M,Age_10_14_C06_F,Age_10_14_C06_P,Age_10_14_C11_M,Age_10_14_C11_F,Age_10_14_C11_P,Age_10_14_C16_M,Age_10_14_C16_F,Age_10_14_C16_P,Age_15_C06_M,Age_15_C06_F,Age_15_C06_P,Age_15_C11_M,Age_15_C11_F,Age_15_C11_P,Age_15_C16_M,Age_15_C16_F,Age_15_C16_P,Age_16_C06_M,Age_16_C06_F,Age_16_C06_P,Age_16_C11_M,Age_16_C11_F,Age_16_C11_P,Age_16_C16_M,Age_16_C16_F,Age_16_C16_P,Age_17_C06_M,Age_17_C06_F,Age_17_C06_P,Age_17_C11_M,Age_17_C11_F,Age_17_C11_P,Age_17_C16_M,Age_17_C16_F,Age_17_C16_P,Age_18_C06_M,Age_18_C06_F,Age_18_C06_P,Age_18_C11_M,Age_18_C11_F,Age_18_C11_P,Age_18_C16_M,Age_18_C16_F,Age_18_C16_P,Age_19_C06_M,Age_19_C06_F
1,44708,42464,87167,45904,43394,89294,44928,42778,87707,43463,40423,83883,47391,45225,92614,47803,45072,92878,42659,40138,82791,46958,44600,91562,47859,45726,93582,43094,40570,83670,47259,45030,92282,49065,46121,95180,42601,40321,82923,47830,45157,92985,49213,46583,95789,216514,203914,420434,235335,223400,458736,238859,226279,465135,44218,41444,85661,46494,43850,90351,48880,46340,95215,44625,42414,87043,45290,42378,87665,49383,47089,96479,44088,41842,85932,44212,41533,85750,48834,46311,95144,44038,42078,86121,44127,41842,85967,49053,46778,95835,44784,42388,87173,43554,41317,84878,49062,46453,95516,221753,210171,431927,223687,210923,434607,245208,232974,478184,44874,42552,87425,44856,42205,87063,47390,44759,92148,45785,43867,89649,44971,42897,87868,45935,43143,89075,45912,43591,89504,45002,42707,87707,45387,42422,87810,46154,43818,89973,44987,42693,87682,44965,42632,87595,46592,43420,90012,45735,43118,88849,44213,42169,86381,229319,217242,446564,225549,213621,439168,227884,215130,443009,46621,44219,90836,45551,42873,88425,45396,42763,88157,46850,43876,90731,46347,43814,90160,45861,43560,89423,45460,43234,88696,45988,43767,89748,45665,43464,89129,43436,41255,84686,45290,42406,87696,45810,43637,89445,43207,41702
2,32286,30919,63199,34632,32488,67125,36400,34518,70926,31072,29521,60588,35611,34109,69714,38453,36271,74723,31184,29741,60924,35256,33362,68621,38150,36327,74475,31174,29423,60606,35633,33756,69385,38999,37013,76016,30951,29670,60617,35968,33920,69893,38593,36488,75086,156664,149270,305939,177098,167636,344733,190593,180626,371220,32079,30166,62242,35072,33263,68333,37834,35636,73469,31803,30861,62663,33581,31730,65319,38156,36628,74777,32419,30789,63209,33269,31631,64897,37604,35786,73389,32485,30260,62745,32811,31082,63885,37664,35711,73374,32931,31039,63970,32503,31184,63684,37820,35807,73624,161713,153115,314825,167232,158884,326121,189076,179563,368631,33087,31307,64390,33170,31241,64413,36461,34791,71251,33993,32304,66302,33095,32062,65158,34967,33154,68121,34108,32218,66328,33706,32081,65787,35116,33076,68187,33897,32541,66435,34047,31626,65672,34452,32673,67125,34067,32108,66170,34444,32473,66911,33908,32478,66383,169151,160477,329626,168458,159482,327939,174905,166160,341063,34664,32740,67406,34603,32694,67295,34736,32753,67489,34647,33096,67740,35444,33595,69035,34950,34202,69150,34195,32638,66833,35720,33802,69525,35792,34391,70182,33780,32578,66361,35368,34083,69446,37274,35396,72672,34288,32555
3,27264,25750,53014,29305,28157,57456,27767,26699,54465,26719,24957,51674,30585,28994,59576,30250,28761,59013,25932,24782,50713,30827,29077,59905,30943,29224,60160,25775,24337,50113,31124,29234,60359,31430,29661,61089,26474,25086,51562,31382,29206,60589,31648,30084,61734,132171,124911,257076,153228,144670,297895,152036,144432,296466,27347,26150,53500,30733,28961,59692,31600,30385,61987,27368,25852,53215,30082,28172,58257,32391,31130,63520,27377,25755,53127,29066,27706,56776,32674,30882,63558,27473,26368,53840,28529,26958,55485,33063,31093,64153,27661,26573,54229,29177,27607,56779,33089,30832,63921,137221,130693,267918,147587,139399,286990,162807,154331,317138,28120,26823,54945,29832,28403,58232,32185,30446,62633,28898,27597,56501,29764,27951,57707,30908,29252,60163,29157,27319,56473,29554,28305,57861,30563,28954,59511,29263,27374,56640,29955,28612,58566,29836,28318,58150,29045,27936,56983,29833,28785,58617,30183,28452,58638,144489,137053,281541,148929,142048,290982,153683,145417,299097,29089,27795,56881,30297,28693,58991,30994,29318,60308,28848,27310,56156,30880,29263,60144,30669,29091,59758,27352,26215,53567,30355,28531,58885,29947,28537,58477,26482,25188,51676,29654,27872,57526,29808,28602,58412,26400,25621
4,9009,8425,17434,9537,9119,18652,9274,8865,18143,8836,8406,17244,9853,9281,19139,9891,9360,19254,9053,8397,17454,9876,9404,19280,10067,9522,19589,8907,8568,17477,9948,9511,19457,10267,9593,19859,9076,8645,17727,9932,9685,19619,10416,9814,20231,44882,42455,87332,49137,47000,96143,49910,47163,97072,9074,8958,18030,9905,9202,19110,10134,9617,19748,9668,8951,18618,9438,9168,18605,10483,9691,20174,9675,9289,18965,9672,8880,18551,10307,9801,20109,9629,9215,18841,9358,9014,18372,10292,9930,20221,9790,9371,19158,9556,9016,18568,10220,10003,20218,47829,45785,93613,47924,45279,93203,51430,49040,100466,10127,9540,19671,9577,9202,18782,10054,9461,19517,10390,9674,20063,10031,9388,19423,9788,9266,19056,9997,9690,19683,10077,9706,19783,9816,9242,19062,10343,9787,20127,10085,9621,19709,9627,9178,18805,10423,9899,20324,10128,9765,19893,9788,9239,19025,51288,48592,99877,49906,47686,97590,49076,46384,95461,10555,9747,20304,10506,9855,20363,9866,9531,19389,10477,9953,20425,10874,10023,20891,10326,9683,20010,10684,9655,20342,10495,10031,20527,10457,9915,20367,10148,9613,19761,10562,9965,20533,10278,9870,20148,10133,9793
5,13135,12817,25952,15088,14328,29415,16086,15011,31102,12691,12029,24717,15637,14791,30428,16925,15830,32757,12778,11878,24656,15544,14347,29894,16629,15997,32629,12427,12109,24534,15570,14981,30551,16941,15844,32783,12847,12114,24955,16009,14967,30974,16576,15887,32463,63876,60935,124812,77856,73409,151263,83155,78574,161727,13358,12612,25967,15298,14721,30017,16839,16071,32908,13224,12696,25919,14724,13925,28646,16906,16045,32955,13786,13082,26871,14657,13638,28288,16752,15576,32321,13591,12871,26455,14204,13790,27993,16871,16181,33053,13917,13036,26948,14222,13596,27821,16913,16003,32910,67873,64297,132166,73098,69676,142775,84279,79873,164153,14153,13076,27227,14695,14003,28695,16276,15573,31849,14387,13543,27927,14720,14119,28842,15588,14709,30299,14578,13650,28224,15378,14501,29878,15562,14455,30011,14363,13606,27967,15081,14209,29286,14905,14512,29416,14387,13714,28101,15117,14219,29333,14971,14263,29228,71863,67591,139457,74985,71054,146034,77298,73510,150806,14598,13909,28506,15408,14329,29736,15413,14523,29934,14770,13997,28774,15451,14512,29962,15321,14788,30107,14362,13773,28137,15351,14368,29718,15710,14730,30441,13965,13056,27024,15098,14194,29291,15197,14253,29448,14187,13369
6,3025,2828,5852,3093,2853,5947,2792,2563,5352,2955,2704,5657,3142,2942,6088,2895,2756,5649,2924,2731,5662,3231,3090,6319,2913,2837,5749,2868,2717,5583,3280,3089,6369,2987,2861,5849,3034,2879,5910,3274,3183,6456,2968,2914,5877,14803,13860,28662,16016,15164,31184,14544,13929,28469,3173,2965,6140,3212,3079,6291,3191,2937,6130,3203,3034,6237,3182,2902,6083,3156,2940,6102,3293,3176,6467,3019,2836,5857,3262,3135,6393,3216,2998,6214,3017,2870,5886,3306,3134,6438,3353,3207,6560,3119,3004,6124,3275,3173,6450,16240,15377,31620,15546,14685,30231,16188,15324,31514,3366,3215,6577,3236,3036,6276,3248,3058,6308,3569,3341,6912,3282,3161,6438,3138,2962,6097,3551,3272,6825,3366,3289,6654,3046,2840,5882,3495,3264,6758,3304,3121,6423,2945,2896,5841,3384,3285,6673,3382,3285,6671,3121,2971,6094,17363,16378,33743,16569,15890,32454,15495,14729,30219,3530,3468,6996,3404,3256,6658,3186,3013,6201,3613,3212,6828,3578,3351,6930,3279,3045,6327,3432,3220,6654,3454,3146,6599,3273,3179,6458,3147,3079,6228,3259,3080,6340,3128,2950,6073,3131,2980
7,1587,1527,3110,1726,1572,3300,1709,1653,3362,1631,1527,3155,1825,1703,3533,1944,1768,3707,1584,1539,3118,1742,1662,3407,1820,1703,3522,1687,1589,3273,1748,1695,3437,1726,1749,3481,1637,1577,3208,1787,1657,3448,1803,1757,3564,8121,7749,15866,8831,8286,17119,9005,8623,17630,1787,1753,3546,1784,1697,3482,1832,1677,3510,1663,1559,3221,1717,1622,3338,1806,1659,3468,1596,1494,3097,1591,1562,3154,1750,1606,3352,1706,1555,3264,1661,1634,3303,1688,1628,3321,1611,1445,3049,1578,1561,3145,1612,1559,3177,8366,7808,16178,8333,8078,16415,8687,8129,16822,1639,1510,3143,1710,1657,3366,1645,1540,3180,1666,1513,3179,1584,1500,3087,1523,1423,2943,1553,1501,3050,1554,1480,3035,1501,1373,2877,1592,1545,3134,1646,1459,3103,1570,1467,3037,1575,1472,3050,1563,1450,3010,1539,1456,2991,8027,7533,15564,8057,7546,15608,7778,7251,15029,1595,1477,3074,1583,1392,2976,1592,1414,3005,1602,1501,3100,1690,1464,3157,1532,1391,2926,1459,1303,2760,1555,1398,2952,1424,1314,2739,1433,1275,2703,1500,1402,2900,1492,1245,2737,1374,1273
8,2222,2128,4345,2486,2244,4733,2663,2460,5126,2025,1955,3980,2578,2477,5052,2840,2638,5485,2100,1948,4045,2513,2283,4793,2819,2565,5382,2035,1862,3893,2417,2224,4646,2755,2669,5427,1936,1925,3861,2391,2229,4622,2817,2561,5376,10311,9818,20126,12388,11458,23843,13901,12898,26795,2033,1992,4028,2412,2257,4665,2745,2510,5259,2039,2013,4054,2252,2106,4364,2791,2579,5366,2039,2061,4104,2176,2038,4213,2651,2439,5082,2075,1998,4073,2199,1976,4178,2557,2393,4950,2108,2056,4165,2027,1964,3991,2476,2309,4785,10298,10123,20422,11067,10347,21411,13224,12220,25451,2068,2030,4097,2069,2049,4118,2519,2340,4853,2213,2094,4313,2161,2065,4227,2263,2217,4484,2215,2114,4329,2187,2109,4297,2254,2121,4374,2201,2074,4282,2149,2046,4196,2251,2063,4315,2231,2145,4379,2193,2059,4256,2112,2096,4207,10932,10451,21382,10757,10335,21088,11389,10843,22235,2309,2133,4444,2126,2118,4239,2205,2103,4306,2346,2187,4533,2340,2111,4454,2202,2154,4362,2282,2283,4568,2312,2305,4618,2341,2296,4636,2510,2250,4758,2631,2360,4992,2643,2631,5269,2760,2515
9,17,17,33,15,8,22,15,27,45,11,21,31,19,14,34,26,24,47,7,16,28,10,12,28,33,25,63,15,14,31,19,16,35,28,21,51,15,23,35,14,7,25,35,27,56,72,86,154,79,66,142,140,126,262,17,12,30,16,10,30,32,26,58,20,26,40,18,16,40,30,28,62,25,15,41,12,18,30,30,28,54,19,21,43,24,20,42,29,27,59,24,29,54,20,21,37,32,22,58,100,102,206,84,87,177,156,131,285,28,12,33,19,20,38,33,31,68,24,17,37,15,26,40,19,24,43,16,18,36,25,14,33,17,25,46,18,29,47,17,17,33,22,26,47,14,18,35,20,19,44,28,26,60,98,90,190,92,93,183,126,138,263,17,17,32,25,13,33,14,22,40,11,10,19,29,8,36,25,20,45,0,12,12,19,8,29,22,21,44,23,17,37,18,11,28,26,13,42,16,5
