STE_CODE_2016,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Sep_M,C16_45_49_Sep_F,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Married_M,C16_85o_Married_F
1,47883,91852,139732,1378618,1380236,77091,93335,195190,265956,67186,257333,1006224,863979,2724304,2860841,5585150,649,1006,81,109,124,89,78,89,229170,217023,230103,218321,448425,8751,19269,458,1156,282,558,162,181,238833,220024,248490,241181,489673,58545,88802,2389,4627,2092,3637,237,322,197324,169195,260582,266576,527161,133454,155491,5453,8383,6087,9693,236,595,120755,100212,265983,274381,540360,152644,159321,7482,10704,10328,15895,363,1091,76547,65353,247360,252361,499724,157038,161285,9819,13191,16813,25771,638,2007,62596,54017,246903,256264,503169,150640,156165,11022,14122,23577,35507,1092,3741,53266,43316,239599,252842,492440,150905,151110,11493,13689,29550,41273,1922,6337,44983,34277,238859,246685,485546,147679,147472,10920,12242,32511,44282,3041,10773,34620,26176,228777,240946,469726,137342,132933,9158,9546,30395,39548,4433,16539,22957,17192,204285,215760,420044,131292,118850,8151,7225,26708,34161,6872,24640,15344,11221,188363,196098,384470,101489,85037,5150,4137,17653,22447,8398,32065,9423,6768,142102,150452,292556,72702,55910,3077,2148,10174,12712,10263,40020,5809,4488,102028,115280,217308,47290,30824,1552,1117,5084,6994,11416,44898,3530,3099,68882,86922,155806,34136,17238
2,36269,68727,104994,1067645,1069286,56350,69092,141556,197945,49475,193145,804802,705957,2119823,2235423,4355243,488,731,64,75,93,82,65,92,181127,173509,181849,174492,356340,5962,13320,315,789,189,371,129,166,203137,189413,209733,204065,413792,45782,69610,1868,3439,1391,2539,159,244,168366,147873,217558,223709,441266,110478,127581,4063,6369,4376,7151,218,493,100474,86727,219603,228322,447927,123668,127683,5777,8205,7667,11622,331,828,62476,55765,199919,204112,404026,125129,128157,7667,10579,12527,19699,512,1578,50222,45827,196059,205832,401887,123648,127470,9297,11869,18728,28446,908,2821,42189,36663,194774,207268,402043,118910,119337,9129,10838,22751,32634,1467,4623,32342,26344,184595,193778,378371,114295,113879,8193,9357,24376,33685,2333,7912,23970,19614,173172,184447,357616,105858,102791,6790,7282,22118,30399,3508,12165,16124,12801,154397,165445,319840,100196,93594,5800,5369,18529,25913,5029,18544,10540,7887,140089,151307,291397,77007,66043,3472,3066,11909,16003,6109,23602,6250,4744,104739,113466,218203,56828,43651,2104,1662,6788,9031,7423,30678,3777,3173,76920,88198,165115,37009,24562,1091,809,3367,4820,8796,35037,2271,2131,52533,67356,119895,26729,13734
3,24650,45152,69799,826708,828536,52786,61645,138549,176131,36863,136605,643571,555480,1698472,1758400,3456876,333,492,54,74,61,47,65,76,150684,144402,151196,145089,296287,5692,10686,419,920,187,304,106,145,152872,145528,159280,157576,316860,34259,49742,2022,3647,1283,2203,149,245,120415,106784,158128,162626,320753,73561,87284,4233,6375,4114,6269,164,432,77664,65859,159727,166214,325943,84830,91914,5725,8116,7309,10734,295,811,51285,44204,149443,155774,305218,94079,98896,7798,10102,12479,18245,453,1440,42896,36516,157705,165197,322901,95371,98558,8601,10631,17672,25325,832,2288,35048,28651,157520,165460,322982,92552,94296,8244,9461,21510,29492,1273,4060,27436,20397,151016,157709,308727,90602,90879,7313,7991,23023,30084,2050,6344,19738,14180,142727,149472,292198,84858,82071,5902,6023,21409,26636,2813,9664,12585,8731,127555,133128,260685,82603,74618,5203,4555,19137,22995,4298,14815,8429,5545,119667,122526,242192,62795,52210,3312,2645,12426,14705,5233,18606,5163,3316,88925,91484,180406,43029,31726,1905,1254,6841,7973,5912,22099,3141,2206,60824,65259,126084,25423,16268,968,587,3305,3969,6308,23458,1875,1565,37883,45851,83731,17398,8895
4,13008,25146,38155,316694,316748,18158,20806,51310,67422,17075,65926,237014,198487,640247,669388,1309638,151,207,18,15,38,31,26,25,51288,48884,51516,49169,100686,1788,3627,103,242,53,70,37,45,53229,48780,55223,52766,107986,11226,17185,551,1056,370,650,50,64,41312,34897,53510,53854,107361,25782,30366,1253,1935,1268,2031,53,181,26400,21469,54767,55981,110751,29519,31037,1786,2525,2281,3287,95,265,17433,14592,51116,51696,102818,31132,31961,2385,3080,3870,5689,142,498,15543,12357,53067,53580,106650,32652,33612,2851,3518,6125,8410,317,905,14245,10996,56188,57433,113619,33107,33571,2908,3229,7793,10568,445,1501,11678,8466,55936,57339,113272,33872,34363,2546,2767,8966,11526,768,2410,8517,6166,54667,57228,111896,32746,32394,2211,2043,8146,10458,1175,3724,5236,3910,49499,52525,102028,32939,30989,1761,1498,7002,8838,1696,5973,3251,2342,46649,49640,96286,25489,22341,1040,880,4330,5625,2007,7640,1814,1408,34666,37896,72563,18514,14778,596,442,2391,3023,2451,9832,1052,798,25008,28879,53885,12257,8071,326,236,1231,1820,2991,11272,628,544,17432,21938,39374,9143,4809
5,11922,22296,34217,441165,435582,25550,28266,66339,84463,17269,65906,349921,284646,900239,898860,1799102,221,333,28,35,43,24,28,18,76801,72477,77112,72882,149997,3032,6019,169,403,79,138,51,59,79233,71156,82563,77777,160332,20090,30100,990,1728,593,1126,79,124,71218,58858,92974,91940,184908,46523,53400,2176,3105,2082,3110,96,240,47097,36431,97980,96284,194267,52409,53986,2897,3756,3597,4915,128,420,28270,22661,87306,85735,173041,54472,54578,3650,4470,5723,8128,228,664,22143,17945,86213,85786,171996,54997,53847,4265,4873,8477,11824,381,1157,18461,14243,86580,85943,172520,52101,50528,4140,4400,10586,13836,671,1878,14046,10248,81546,80893,162438,48705,47371,3453,3673,11178,14660,990,3138,9792,6939,74118,75781,149899,44180,42440,2828,2722,10263,13029,1360,4757,6202,4354,64835,67311,132145,41299,36669,2304,2058,8567,10713,1939,6897,3789,2524,57906,58856,116755,29809,24502,1473,1160,5184,6652,2224,8279,2168,1463,40855,42054,82911,21388,16162,734,603,3016,4052,2590,10659,1327,984,29057,32451,61509,13258,8919,394,291,1469,2098,2980,11868,709,610,18803,23782,42590,9180,4552
6,3513,6736,10247,95436,95463,6109,6978,17257,22336,5792,20454,69949,61707,194545,206939,401482,26,40,11,15,8,0,6,8,15906,15042,15960,15118,31078,519,892,35,90,9,23,7,20,14718,13545,15289,14574,29865,2721,3971,153,324,112,182,13,24,11096,10106,14095,14611,28703,5987,7190,338,594,381,517,12,75,7527,6717,14245,15083,29328,6941,7834,529,759,644,1030,35,95,5378,5096,13522,14811,28333,8052,9027,760,926,1242,1872,52,181,4974,4415,15077,16419,31495,9174,9812,912,1109,2062,2927,74,291,4413,3723,16644,17863,34512,9808,10387,988,1129,2652,3491,182,535,3618,2739,17250,18291,35538,11019,11484,945,971,3130,3932,300,857,2676,2064,18075,19309,37378,11010,10876,771,724,2930,3636,428,1315,1858,1226,16993,17781,34778,11209,10208,655,592,2492,3108,676,2064,1148,791,16175,16768,32945,8424,7130,405,296,1581,1927,828,2718,653,464,11894,12539,24434,5902,4355,220,151,874,1037,956,3428,381,306,8332,9279,17613,3551,2293,121,50,379,540,1065,3574,220,187,5347,6648,11994,2314,1186
7,255,441,693,35611,34544,2795,2733,6541,6732,1246,3957,38106,30543,84290,78510,162803,213,390,16,11,5,7,10,7,7236,6185,7476,6597,14077,1122,1525,58,84,29,28,13,14,7625,6145,8850,7795,16644,3018,3706,136,209,86,129,19,33,7877,6499,11132,10571,21707,5049,5402,224,318,231,329,18,41,5347,4376,10861,10471,21329,5206,5036,245,312,374,484,25,78,3421,2832,9274,8746,18012,4979,4499,333,354,545,590,47,118,2683,2469,8577,8039,16615,4746,4380,423,423,830,894,82,214,2463,2004,8538,7920,16456,4316,3780,415,389,1020,1039,103,410,1845,1537,7697,7155,14854,3764,3359,338,359,1043,1151,108,404,1347,1012,6602,6289,12886,3188,2555,327,275,947,904,165,579,875,591,5505,4899,10407,2329,1661,232,176,751,652,200,594,485,282,3999,3364,7364,1342,900,166,77,362,347,169,519,274,148,2311,1985,4300,747,402,72,27,213,197,164,492,126,73,1317,1197,2516,300,163,11,10,80,82,114,395,64,41,569,688,1258,165,81
8,1657,3174,4830,68822,68686,3400,4134,9025,14069,2287,9064,58996,52392,142538,148336,290878,28,32,8,8,7,6,10,3,12316,12098,12366,12145,24507,403,864,25,49,17,20,0,13,15415,14625,15863,15565,31430,3251,5162,119,241,117,182,12,16,12455,10944,15948,16542,32488,8458,9981,293,420,367,554,20,25,7342,6169,16487,17142,33631,9532,9740,382,500,602,889,28,53,4472,3984,15014,15176,30193,9204,9106,475,578,885,1389,27,100,3335,3113,13924,14288,28216,8533,8274,569,624,1258,1888,68,150,2730,2450,13162,13394,26556,7760,7625,489,598,1464,2252,97,268,2032,1848,11841,12590,24433,7215,7021,467,478,1486,2222,123,472,1507,1372,10794,11559,22357,6435,6109,320,377,1241,2045,172,665,937,842,9109,10037,19144,6054,5468,247,303,1098,1780,260,1019,544,504,8212,9078,17285,4377,3571,144,150,590,1140,324,1280,305,290,5737,6435,12168,2957,2294,86,87,373,634,351,1473,134,137,3901,4623,8519,1847,1227,44,45,177,330,401,1581,70,110,2541,3292,5839,1366,706
9,5,0,3,837,498,39,14,60,31,16,43,751,233,1713,822,2530,0,0,0,0,0,0,0,0,106,110,106,110,215,6,12,0,0,0,0,0,0,135,61,136,72,210,25,51,0,0,0,0,3,0,128,52,159,99,262,77,80,5,9,4,0,0,4,84,61,165,142,316,105,90,10,3,6,9,0,0,58,40,176,143,321,92,90,10,7,15,8,0,0,47,46,169,152,325,81,90,7,12,22,16,0,4,58,41,170,161,332,136,112,4,9,25,16,0,7,39,28,207,170,378,110,113,12,9,33,29,0,16,33,24,195,184,376,110,108,6,4,34,23,4,15,19,20,166,162,335,138,77,6,6,12,20,7,19,13,7,173,124,295,67,54,0,0,11,7,7,15,5,5,92,86,180,48,26,0,0,12,6,8,20,0,3,66,54,122,19,13,0,0,5,3,4,18,0,3,26,38,68,19,7
