STE_CODE_2016,C06_AP_15_19_NCB_0,C06_AP_15_19_NCB_1,C06_AP_15_19_NCB_2,C06_AP_15_19_NCB_3,C06_AP_15_19_NCB_4,C06_AP_15_19_NCB_5,C06_AP_15_19_NCB_6m,C06_AP_15_19_NCB_NS,C06_AP_15_19_Tot,C06_AP_20_24_NCB_0,C06_AP_20_24_NCB_1,C06_AP_20_24_NCB_2,C06_AP_20_24_NCB_3,C06_AP_20_24_NCB_4,C06_AP_20_24_NCB_5,C06_AP_20_24_NCB_6m,C06_AP_20_24_NCB_NS,C06_AP_20_24_Tot,C06_AP_25_29_NCB_0,C06_AP_25_29_NCB_1,C06_AP_25_29_NCB_2,C06_AP_25_29_NCB_3,C06_AP_25_29_NCB_4,C06_AP_25_29_NCB_5,C06_AP_25_29_NCB_6m,C06_AP_25_29_NCB_NS,C06_AP_25_29_Tot,C06_AP_30_34_NCB_0,C06_AP_30_34_NCB_1,C06_AP_30_34_NCB_2,C06_AP_30_34_NCB_3,C06_AP_30_34_NCB_4,C06_AP_30_34_NCB_5,C06_AP_30_34_NCB_6m,C06_AP_30_34_NCB_NS,C06_AP_30_34_Tot,C06_AP_35_39_NCB_0,C06_AP_35_39_NCB_1,C06_AP_35_39_NCB_2,C06_AP_35_39_NCB_3,C06_AP_35_39_NCB_4,C06_AP_35_39_NCB_5,C06_AP_35_39_NCB_6m,C06_AP_35_39_NCB_NS,C06_AP_35_39_Tot,C06_AP_40_44_NCB_0,C06_AP_40_44_NCB_1,C06_AP_40_44_NCB_2,C06_AP_40_44_NCB_3,C06_AP_40_44_NCB_4,C06_AP_40_44_NCB_5,C06_AP_40_44_NCB_6m,C06_AP_40_44_NCB_NS,C06_AP_40_44_Tot,C06_AP_45_49_NCB_0,C06_AP_45_49_NCB_1,C06_AP_45_49_NCB_2,C06_AP_45_49_NCB_3,C06_AP_45_49_NCB_4,C06_AP_45_49_NCB_5,C06_AP_45_49_NCB_6m,C06_AP_45_49_NCB_NS,C06_AP_45_49_Tot,C06_AP_50_54_NCB_0,C06_AP_50_54_NCB_1,C06_AP_50_54_NCB_2,C06_AP_50_54_NCB_3,C06_AP_50_54_NCB_4,C06_AP_50_54_NCB_5,C06_AP_50_54_NCB_6m,C06_AP_50_54_NCB_NS,C06_AP_50_54_Tot,C06_AP_55_59_NCB_0,C06_AP_55_59_NCB_1,C06_AP_55_59_NCB_2,C06_AP_55_59_NCB_3,C06_AP_55_59_NCB_4,C06_AP_55_59_NCB_5,C06_AP_55_59_NCB_6m,C06_AP_55_59_NCB_NS,C06_AP_55_59_Tot,C06_AP_60_64_NCB_0,C06_AP_60_64_NCB_1,C06_AP_60_64_NCB_2,C06_AP_60_64_NCB_3,C06_AP_60_64_NCB_4,C06_AP_60_64_NCB_5,C06_AP_60_64_NCB_6m,C06_AP_60_64_NCB_NS,C06_AP_60_64_Tot,C06_AP_65_69_NCB_0,C06_AP_65_69_NCB_1,C06_AP_65_69_NCB_2,C06_AP_65_69_NCB_3,C06_AP_65_69_NCB_4,C06_AP_65_69_NCB_5,C06_AP_65_69_NCB_6m,C06_AP_65_69_NCB_NS,C06_AP_65_69_Tot,C06_AP_70_74_NCB_0,C06_AP_70_74_NCB_1,C06_AP_70_74_NCB_2,C06_AP_70_74_NCB_3,C06_AP_70_74_NCB_4,C06_AP_70_74_NCB_5,C06_AP_70_74_NCB_6m,C06_AP_70_74_NCB_NS,C06_AP_70_74_Tot,C06_AP_75_79_NCB_0,C06_AP_75_79_NCB_1,C06_AP_75_79_NCB_2,C06_AP_75_79_NCB_3,C06_AP_75_79_NCB_4,C06_AP_75_79_NCB_5,C06_AP_75_79_NCB_6m,C06_AP_75_79_NCB_NS,C06_AP_75_79_Tot,C06_AP_80_84_NCB_0,C06_AP_80_84_NCB_1,C06_AP_80_84_NCB_2,C06_AP_80_84_NCB_3,C06_AP_80_84_NCB_4,C06_AP_80_84_NCB_5,C06_AP_80_84_NCB_6m,C06_AP_80_84_NCB_NS,C06_AP_80_84_Tot,C06_AP_85andover_N_c_b_0,C06_AP_85andover_N_c_b_1,C06_AP_85andover_N_c_b_2,C06_AP_85andover_N_c_b_3,C06_AP_85andover_N_c_b_4,C06_AP_85andover_N_c_b_5,C06_AP_85ov_N_c_b_6mor,C06_AP_85andover_N_c_b_NS,C06_AP_85_andover_Tot,C06_AP_Tot_NCB_0,C06_AP_Tot_NCB_1,C06_AP_Tot_NCB_2,C06_AP_Tot_NCB_3,C06_AP_Tot_NCB_4,C06_AP_Tot_NCB_5,C06_AP_Tot_N_c_b_6mor,C06_AP_Tot_NCB_NS,C06_AP_T_T,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6m,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6m,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6m,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6m,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6m,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6m,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1
1,187038,3464,554,127,60,32,64,22952,214291,167742,17879,7650,1812,413,79,96,18004,213675,125127,33892,25333,9191,2632,745,348,16474,213738,82018,46122,59019,24791,7684,2254,1164,15651,238705,48974,37214,81676,41463,13780,3948,2349,14205,243615,37058,31864,87748,49365,17525,5116,3126,13428,245236,33492,29271,84801,52390,19795,5612,3309,12626,241289,28145,24236,76210,49613,19017,5472,3139,11588,217424,22973,19820,72402,47360,18714,5502,3328,10843,200945,16655,13726,53335,38666,17264,5658,3939,9206,158454,12299,9761,36585,31956,17471,6990,5882,8514,129462,10272,8609,26728,25299,15825,7404,7557,8653,110353,10342,8984,24463,21474,13817,6898,7627,9366,102966,8966,8810,20296,15952,9587,4802,5632,9569,83619,8882,9329,17855,12755,7298,3523,4188,11794,75625,799968,302988,674672,422210,180896,64041,51739,192875,2689393,192139,2976,414,99,53,15,63,19426,215190,180144,17376,7250,1711,368,85,94,15702,222735,149284,36927,25125,9016,2574,718,380,15444,239468,87894,48484,54449,22696,7427,2191,1253,13334,237720,51904,40264,83725,41059,13442,3927,2516,12378,249210,39697,34420,90049,48098,16505,4997,3248,11596,248615,36263,32288
2,144574,1757,278,92,46,17,52,16787,163607,139039,10682,4159,925,202,39,77,12464,167582,106560,23246,15489,5108,1400,385,158,10260,162607,69990,36017,42950,16213,4582,1239,642,9854,181478,42276,29724,66986,31855,9331,2432,1379,9452,193440,29794,23042,69414,39034,12445,3249,1967,8669,187615,26054,20404,66238,40869,14333,3627,2180,8174,181878,20869,17139,60153,38562,14068,3736,2023,7799,164353,16147,13931,56658,37760,14570,4177,2291,7643,153181,10808,9168,39569,30428,13593,4499,3106,6544,117713,7994,6705,26860,24361,13773,5558,4681,6458,96395,6568,5894,20164,19551,12456,5835,6037,6499,83008,6733,6338,17797,16315,10707,5311,6198,7519,76917,6016,6016,14884,12083,7410,3824,4330,8003,62573,6286,6411,12885,9355,5444,2697,3214,10502,56802,639706,216486,514475,322523,134371,46624,38330,136632,2049149,151515,1590,276,82,33,14,62,14757,168334,155886,11130,4219,904,169,45,96,11968,184422,132765,27898,16373,5380,1487,354,155,11160,195580,77789,39584,40663,14756,4295,1241,689,9200,188224,45467,32642,66678,30254,8690,2490,1498,8421,196145,34425,27394,76147,38279,11660,3170,2061,8264,201391,29382,23808
3,115077,2999,455,78,40,20,38,13420,132125,101341,14078,6099,1573,325,75,58,10113,133663,67897,21886,17673,6556,2185,613,294,7917,125033,43415,26845,37181,16665,5566,1697,1036,7761,140158,27618,21857,49854,26163,9377,2879,1862,7727,147331,21368,18171,52227,30635,11754,3697,2283,7687,147822,18444,15808,50016,32994,12978,3731,2308,7283,143561,15317,13374,45401,30552,12480,3704,2172,6866,129869,12783,11332,43075,29647,12643,3793,2318,6575,122170,9135,7926,30045,23740,11390,4118,2751,5416,94529,6771,5113,18216,18058,10950,4741,3931,4808,72587,5215,4085,12059,12940,9166,4770,4694,4519,57454,4880,4153,10622,10576,7513,4177,4567,5346,51827,3905,3875,8565,7658,5255,2771,3246,5618,40895,3599,4001,7518,6073,3715,2037,2438,8091,37473,456779,175507,389004,253908,115331,42827,34004,109143,1576497,127544,3083,441,80,36,18,47,12241,143487,112664,15099,6583,1653,373,60,75,9772,146279,86387,25754,19403,7485,2400,714,347,8883,151372,48035,28492,36228,16170,5715,1899,1154,7764,145453,29830,24700,53111,26917,9496,3134,2285,7539,157016,24384,21445,57422,31039,11394,3663,2724,7580,159653,21874,19016
4,43067,882,146,32,7,10,18,4599,48760,39317,4579,1863,409,84,14,20,2888,49171,25624,7683,5848,1982,548,122,66,2102,43973,15610,10190,13455,5200,1591,428,198,2088,48758,10412,8471,19860,9382,2719,748,487,2230,54312,8728,7256,21811,11026,3659,1075,601,2180,56338,7984,6742,22340,12002,4063,1072,621,2244,57070,6771,5924,21352,11518,3907,972,508,2054,53005,5282,5070,20911,11837,3939,1052,528,2083,50693,3545,3198,14766,10282,3997,1185,725,1878,39587,2470,2178,9408,8736,4757,1774,1229,1738,32287,2015,1866,6710,6990,4519,1973,1747,1835,27656,2164,2170,6323,6069,4024,2051,1982,2280,27062,1960,2189,5471,4822,3096,1495,1484,2377,22884,2178,2528,5040,3836,2180,985,1050,2932,20739,177128,70918,175311,104114,43093,14951,11265,35518,632304,45314,813,111,31,18,3,21,3870,50167,42021,4421,1865,424,77,24,19,2749,51606,31493,9116,6255,2103,589,156,72,2321,52096,16462,10619,12619,5043,1475,479,254,1952,48910,10131,8793,19152,8499,2571,787,513,1912,52358,8906,8067,21865,10890,3335,897,690,2003,56644,8717,7467
5,58952,1417,203,52,18,12,30,7428,68109,51292,6288,2564,624,128,27,35,5337,66289,35509,10024,7848,2898,918,216,95,4518,62025,22569,13471,18009,7237,2314,697,397,4387,69083,14032,11111,26225,12680,4149,1163,761,4554,74668,10479,8741,27979,15679,5452,1500,918,4494,75249,8992,7544,27398,16965,6150,1671,933,4128,73777,7361,6746,25102,16206,5882,1567,887,3776,67527,5583,5305,23092,15063,5704,1536,823,3504,60609,3590,3397,15058,11732,5185,1577,974,2750,44268,2586,2273,9365,9699,5579,2129,1481,2528,35645,2055,1733,6334,7327,5075,2325,1869,2311,29026,1804,1712,5428,5828,4248,2081,1963,2412,25482,1567,1650,4355,4105,2781,1397,1414,2457,19725,1588,1943,4160,3401,2203,1030,1096,3224,18652,227958,83353,203117,129495,55783,18935,13675,57821,790142,63762,1298,172,27,28,12,23,6414,71737,60376,6969,3039,721,138,31,48,5498,76823,48579,13041,9524,3197,942,239,120,5511,81150,27011,15565,18601,7363,2535,728,446,4732,76983,15514,12614,28231,13126,4056,1235,890,4541,80198,12381,10957,31552,15832,5234,1594,1110,4364,83019,10784,9393
6,13943,408,51,13,18,0,3,1524,15962,10656,1840,843,206,52,6,8,840,14457,6477,2516,2217,860,282,61,38,559,13004,4106,3000,4337,1862,710,190,118,658,14982,2875,2533,6098,3166,1048,344,189,692,16942,2359,2148,6591,3719,1365,439,283,688,17586,2431,2054,6689,4231,1629,519,265,718,18545,1998,1787,6243,4164,1616,449,239,691,17192,1753,1565,5861,4138,1670,537,249,692,16467,1273,1022,4077,3343,1639,561,379,673,12963,902,740,2606,2682,1663,767,604,610,10568,694,564,1853,1988,1450,795,682,645,8659,735,605,1589,1643,1150,670,735,675,7805,639,595,1390,1281,903,472,538,676,6498,681,654,1280,1020,654,341,401,827,5848,51516,22033,51714,34298,15849,6160,4731,11180,197480,14159,385,69,10,9,0,4,1204,15844,11019,1825,822,192,38,5,6,748,14650,7397,2749,2339,963,283,79,30,546,14384,4118,2911,3883,1749,654,194,118,517,14152,2913,2524,5748,2781,992,351,240,571,16116,2651,2450,6495,3502,1266,424,262,564,17616,2547,2238
7,4911,459,88,17,5,3,5,1335,6827,4292,1112,629,192,64,11,5,1051,7355,3546,1274,1185,600,224,82,40,990,7938,2583,1354,1655,947,436,169,107,988,8235,1575,1103,2122,1313,570,250,167,916,8016,1282,842,2019,1328,543,193,188,814,7209,1004,774,1922,1329,608,246,184,763,6834,772,618,1784,1192,584,232,167,675,6028,482,425,1355,1002,481,212,172,497,4628,318,249,771,622,347,146,185,311,2950,180,123,359,316,241,131,185,199,1745,121,71,161,165,151,95,175,157,1086,82,65,96,109,103,61,122,112,747,41,40,87,53,60,34,70,85,461,30,60,61,60,36,33,42,59,380,21214,8559,14297,9255,4461,1895,1817,8940,70441,5346,402,59,19,3,0,9,1139,6970,4785,1254,651,193,49,8,5,917,7854,4611,1543,1217,601,241,81,41,1050,9383,2777,1488,1816,945,453,168,95,875,8616,1779,1224,2140,1195,602,264,177,906,8294,1378,997,2264,1429,648,293,214,886,8105,1242,828
8,10297,139,20,4,0,4,3,910,11376,11508,738,268,64,9,3,4,852,13447,8798,1730,1099,308,84,13,9,703,12746,5171,2584,3015,1025,283,58,29,562,12735,3052,2016,4409,1883,563,130,75,468,12591,2249,1627,4630,2367,771,196,74,516,12438,1996,1562,4610,2617,869,207,113,491,12478,1499,1260,4288,2649,931,231,91,472,11423,1184,1085,3881,2513,864,217,135,407,10289,698,624,2485,1799,767,231,116,293,7019,431,428,1472,1303,693,270,186,284,5069,364,296,965,1013,594,256,238,219,3935,276,281,757,742,506,247,237,248,3293,207,299,679,614,397,201,201,274,2869,204,324,571,444,240,95,114,301,2293,47942,14995,33152,19351,7570,2360,1618,6995,133989,10631,114,21,4,0,0,0,867,11634,13040,760,288,57,8,0,3,957,15109,10964,1989,1132,320,81,29,21,726,15261,5981,3042,3013,1020,252,77,30,573,13986,3307,2332,4824,1923,549,127,77,474,13605,2510,1940,5078,2242,682,168,97,455,13182,2228,1650
9,49,6,0,0,0,0,0,7,56,46,8,3,0,0,0,0,9,67,34,7,13,3,3,0,0,0,62,24,13,16,12,0,0,0,0,71,20,6,40,23,4,4,0,3,106,16,6,27,19,10,7,0,4,94,18,9,33,19,6,3,0,0,90,10,5,35,22,9,3,3,3,86,8,3,8,15,6,3,4,3,53,6,4,7,10,4,4,5,0,38,3,0,4,4,5,0,4,0,21,0,0,0,4,3,0,5,0,15,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,227,86,184,128,55,26,27,34,773,46,0,0,0,0,0,0,7,51,38,12,12,0,0,0,0,8,68,37,12,11,0,0,0,0,7,69,23,12,13,17,0,0,4,9,73,19,13,18,17,3,3,0,4,76,15,18,25,22,4,4,4,9,95,14,10
