STE_CODE_2016,Age_37_C11_F,Age_37_C11_P,Age_37_C16_M,Age_37_C16_F,Age_37_C16_P,Age_38_C06_M,Age_38_C06_F,Age_38_C06_P,Age_38_C11_M,Age_38_C11_F,Age_38_C11_P,Age_38_C16_M,Age_38_C16_F,Age_38_C16_P,Age_39_C06_M,Age_39_C06_F,Age_39_C06_P,Age_39_C11_M,Age_39_C11_F,Age_39_C11_P,Age_39_C16_M,Age_39_C16_F,Age_39_C16_P,Age_35_39_C06_M,Age_35_39_C06_F,Age_35_39_C06_P,Age_35_39_C11_M,Age_35_39_C11_F,Age_35_39_C11_P,Age_35_39_C16_M,Age_35_39_C16_F,Age_35_39_C16_P,Age_40_C06_M,Age_40_C06_F,Age_40_C06_P,Age_40_C11_M,Age_40_C11_F,Age_40_C11_P,Age_40_C16_M,Age_40_C16_F,Age_40_C16_P,Age_41_C06_M,Age_41_C06_F,Age_41_C06_P,Age_41_C11_M,Age_41_C11_F,Age_41_C11_P,Age_41_C16_M,Age_41_C16_F,Age_41_C16_P,Age_42_C06_M,Age_42_C06_F,Age_42_C06_P,Age_42_C11_M,Age_42_C11_F,Age_42_C11_P,Age_42_C16_M,Age_42_C16_F,Age_42_C16_P,Age_43_C06_M,Age_43_C06_F,Age_43_C06_P,Age_43_C11_M,Age_43_C11_F,Age_43_C11_P,Age_43_C16_M,Age_43_C16_F,Age_43_C16_P,Age_44_C06_M,Age_44_C06_F,Age_44_C06_P,Age_44_C11_M,Age_44_C11_F,Age_44_C11_P,Age_44_C16_M,Age_44_C16_F,Age_44_C16_P,Age_40_44_C06_M,Age_40_44_C06_F,Age_40_44_C06_P,Age_40_44_C11_M,Age_40_44_C11_F,Age_40_44_C11_P,Age_40_44_C16_M,Age_40_44_C16_F,Age_40_44_C16_P,Age_45_C06_M,Age_45_C06_F,Age_45_C06_P,Age_45_C11_M,Age_45_C11_F,Age_45_C11_P,Age_45_C16_M,Age_45_C16_F,Age_45_C16_P,Age_46_C06_M,Age_46_C06_F,Age_46_C06_P,Age_46_C11_M,Age_46_C11_F,Age_46_C11_P,Age_46_C16_M,Age_46_C16_F,Age_46_C16_P,Age_47_C06_M,Age_47_C06_F,Age_47_C06_P,Age_47_C11_M,Age_47_C11_F,Age_47_C11_P,Age_47_C16_M,Age_47_C16_F,Age_47_C16_P,Age_48_C06_M,Age_48_C06_F,Age_48_C06_P,Age_48_C11_M,Age_48_C11_F,Age_48_C11_P,Age_48_C16_M,Age_48_C16_F,Age_48_C16_P,Age_49_C06_M,Age_49_C06_F,Age_49_C06_P,Age_49_C11_M,Age_49_C11_F,Age_49_C11_P,Age_49_C16_M,Age_49_C16_F,Age_49_C16_P,Age_45_49_C06_M,Age_45_49_C06_F,Age_45_49_C06_P,Age_45_49_C11_M,Age_45_49_C11_F,Age_45_49_C11_P,Age_45_49_C16_M,Age_45_49_C16_F,Age_45_49_C16_P,Age_50_C06_M,Age_50_C06_F,Age_50_C06_P,Age_50_C11_M,Age_50_C11_F,Age_50_C11_P,Age_50_C16_M,Age_50_C16_F,Age_50_C16_P,Age_51_C06_M,Age_51_C06_F,Age_51_C06_P,Age_51_C11_M,Age_51_C11_F,Age_51_C11_P,Age_51_C16_M,Age_51_C16_F,Age_51_C16_P,Age_52_C06_M,Age_52_C06_F,Age_52_C06_P,Age_52_C11_M,Age_52_C11_F,Age_52_C11_P,Age_52_C16_M,Age_52_C16_F,Age_52_C16_P,Age_53_C06_M,Age_53_C06_F,Age_53_C06_P,Age_53_C11_M,Age_53_C11_F,Age_53_C11_P,Age_53_C16_M,Age_53_C16_F,Age_53_C16_P,Age_54_C06_M,Age_54_C06_F,Age_54_C06_P,Age_54_C11_M,Age_54_C11_F,Age_54_C11_P,Age_54_C16_M,Age_54_C16_F,Age_54_C16_P,Age_50_54_C06_M,Age_50_54_C06_F,Age_50_54_C06_P,Age_50_54_C11_M,Age_50_54_C11_F,Age_50_54_C11_P,Age_50_54_C16_M,Age_50_54_C16_F,Age_50_54_C16_P,Age_55_C06_M,Age_55_C06_F,Age_55_C06_P,Age_55_C11_M,Age_55_C11_F,Age_55_C11_P
1,49651,97105,48794,49958,98758,44581,46807,91388,48507,51193,99700,48057,49319,97379,44419,46489,90903,50694,53211,103906,47532,48793,96328,231071,243615,474681,238916,249210,488123,247360,252361,499724,45243,46647,91887,50873,54093,104963,47804,49534,97336,45854,47440,93291,47375,50090,97470,47983,49214,97196,48276,49709,97991,46719,49862,96582,49417,50948,100365,49053,50846,99898,45134,47664,92798,49909,52440,102345,49500,50591,100089,44785,46901,91694,51779,54134,105914,237925,245236,483155,234889,248615,483503,246903,256264,503169,48924,50366,99288,45381,46737,92122,52173,55371,107542,47412,49467,96881,45881,47710,93593,48442,50783,99228,46504,47779,94284,47972,49549,97520,47494,50438,97935,45810,47577,93385,48735,50656,99387,46159,48983,95137,45294,46098,91394,48912,49900,98812,45330,47266,92593,233943,241289,475231,236879,244548,481427,239599,252842,492440,44234,45282,89516,48580,50243,98820,46196,47493,93687,42941,44464,87401,46737,48455,95186,45871,47604,93479,42051,43134,85185,45842,47271,93113,48432,50098,98531,41944,43106,85049,44894,47127,92016,49112,51005,100117,40511,41444,81954,44274,45610,89887,49247,50481,99734,211672,217424,429105,230328,238693,469022,238859,246685,485546,40317,40888,81209,43133,44383,87515
2,39351,76846,39486,40474,79964,35603,37538,73141,37962,39701,77662,38883,39458,78336,34661,36601,71264,39241,41782,81021,38183,39005,77189,181602,193440,375041,187277,196145,383415,199919,204112,404026,34585,36847,71436,40059,43523,83582,38428,39486,77916,35000,36790,71792,38535,40777,79306,38269,39927,78200,35805,37719,73519,38408,40565,78980,39284,41230,80515,36725,38176,74903,37178,39035,76220,39293,41647,80937,36576,38079,74655,35624,37489,73117,40781,43533,84316,178692,187615,366304,189809,201391,391197,196059,205832,401887,36300,37882,74178,35631,37697,73333,41397,45202,86602,35378,37162,72540,35892,37659,73552,39511,41877,81388,35435,36404,71833,36449,38165,74613,39140,41607,80747,34178,35628,69810,37069,38438,75507,38282,40152,78434,33332,34814,68144,37044,38318,75361,36444,38425,74868,174622,181878,356498,182084,190276,372367,194774,207268,402043,33694,34459,68158,36495,38080,74582,36727,38641,75364,32092,33434,65529,34948,36824,71776,36065,37903,73963,31238,32540,63773,35165,36345,71515,37168,39280,76447,31166,32625,63793,33697,35262,68957,37550,39255,76805,30472,31301,61772,32802,34479,67279,37084,38703,75790,158666,164353,323017,173117,180994,354111,184595,193778,378371,29722,31187,60911,33009,34119,67132
3,30964,61298,29437,30601,60038,26973,28427,55404,31104,32535,63639,29020,30756,59773,26890,28268,55152,32210,33848,66056,29485,30862,60351,139805,147331,287141,151169,157016,308180,149443,155774,305218,26895,28199,55090,33023,34631,67657,29963,31419,61384,27294,28793,56090,31114,32455,63565,30245,31675,61921,28585,29737,58316,30475,31922,62394,31798,32920,64713,28680,30459,59138,29234,30546,59780,32424,34075,66501,29155,30641,59795,29069,30102,59167,33276,35118,68388,140603,147822,288429,152916,159653,312568,157705,165197,322901,29016,30191,59208,28659,29851,58507,34113,36050,70163,28343,29200,57541,28980,30161,59139,32031,33624,65653,27681,28567,56243,30380,31015,61395,31274,32807,64083,26816,28233,55052,30221,31576,61793,30316,31634,61950,26530,27370,53900,30418,31495,61908,29792,31339,61132,138385,143561,281948,148659,154090,302744,157520,165460,322982,26376,26888,53265,30251,31119,61372,29352,30713,60065,25675,26487,52161,28928,29927,58852,29456,30545,59997,24874,25861,50734,28323,29327,57644,30826,31974,62797,25366,25704,51072,27352,28631,55987,30718,32228,62938,25079,24934,50019,26801,27474,54280,30668,32254,62926,127368,129869,257241,141656,146485,288140,151016,157709,308727,24594,24721,49320,26633,27221,53859
4,10230,20350,10143,10174,20316,10617,10681,21296,10548,10787,21339,9905,10083,19995,10348,10580,20931,11173,11544,22726,10134,10303,20431,53354,54312,107673,51605,52358,103966,51116,51696,102818,10576,10919,21495,11684,11845,23533,10216,10164,20383,10791,10959,21747,11266,11404,22671,10315,10316,20629,11112,11294,22408,11199,11428,22627,10440,10522,20968,11400,11532,22932,10959,11101,22058,10706,11038,21748,11168,11632,22809,10657,10868,21528,11388,11541,22923,55057,56338,111393,55767,56644,112406,53067,53580,106650,11619,11785,23405,10883,11088,21973,11755,12045,23802,11303,11613,22923,11062,11275,22342,11353,11686,23042,11043,11461,22506,11386,11439,22824,11222,11463,22683,10948,11042,21989,11428,11497,22926,11146,11363,22504,10688,11165,21857,11312,11710,23017,10707,10885,21593,55606,57070,112671,56073,57012,113085,56188,57433,113619,10546,11010,21560,11677,11843,23528,10928,11183,22113,10555,10491,21048,11166,11473,22638,10988,11217,22207,10062,10572,20632,11008,11489,22493,11287,11566,22854,10194,10579,20769,10825,10952,21776,11500,11700,23196,9860,10347,20206,10446,10979,21423,11227,11675,22898,51210,53005,104216,55121,56735,111857,55936,57339,113272,9785,10333,20114,10301,10815,21119
5,15804,31607,17154,17144,34293,14253,14616,28866,16536,16143,32676,17037,16611,33647,14168,14471,28638,17572,17253,34819,16694,16433,33124,73206,74668,147875,81323,80198,161526,87306,85735,173041,14205,14672,28876,17886,17810,35702,16831,16737,33567,14136,14849,28984,16971,16735,33703,16711,16714,33430,14916,15120,30034,16749,16797,33550,16902,16984,33888,15192,15429,30624,16186,15993,32185,17452,17154,34604,15064,15179,30240,15918,15679,31599,18311,18195,36509,73517,75249,148762,83710,83019,166730,86213,85786,171996,15014,15404,30418,15808,15621,31429,18502,18586,37094,14729,15101,29829,15861,15790,31656,17486,17321,34806,14385,14798,29190,16325,15878,32207,17487,17346,34835,14054,14395,28447,16432,16211,32649,16746,16551,33291,13956,14073,28035,16063,15857,31920,16360,16141,32495,72144,73777,145926,80490,79362,159860,86580,85943,172520,14144,14285,28431,15925,15880,31804,16336,16063,32402,13270,13813,27082,15292,15354,30640,16091,16078,32172,13025,13314,26334,15094,15041,30140,16505,16262,32763,13033,13315,26345,14618,14495,29113,16454,16422,32874,12775,12803,25579,14378,14297,28673,16160,16066,32224,66252,67527,133778,75307,75059,150369,81546,80893,162438,12766,12569,25335,14370,14354,28724
6,3181,6182,2757,2921,5679,3084,3283,6373,2972,3341,6312,2703,2989,5693,2960,3319,6274,3254,3592,6839,2658,2839,5502,15698,16942,32641,14790,16116,30908,13522,14811,28333,3001,3201,6199,3369,3697,7062,2810,2943,5749,3181,3336,6514,3295,3491,6785,2900,3156,6055,3428,3650,7074,3413,3622,7032,2997,3233,6232,3424,3661,7081,3190,3417,6610,3067,3441,6507,3644,3742,7383,3066,3387,6453,3304,3651,6954,16667,17586,34255,16327,17616,33943,15077,16419,31495,3638,3936,7577,3082,3321,6403,3478,3770,7252,3576,3802,7383,3224,3441,6668,3393,3513,6903,3471,3684,7155,3591,3689,7280,3424,3598,7020,3563,3523,7088,3471,3722,7190,3253,3511,6765,3404,3596,6999,3708,3774,7484,3103,3466,6566,17653,18545,36199,17084,17944,35030,16644,17863,34512,3546,3556,7095,3695,3951,7649,3105,3368,6472,3291,3424,6711,3571,3836,7403,3244,3462,6698,3155,3428,6581,3509,3732,7241,3620,3825,7445,3349,3463,6805,3567,3611,7182,3573,3774,7342,3304,3333,6635,3410,3651,7058,3709,3860,7571,16642,17192,33832,17746,18782,36528,17250,18291,35538,3231,3283,6515,3516,3551,7065
7,1633,3324,1840,1738,3577,1559,1553,3114,1706,1676,3385,1745,1708,3455,1490,1461,2949,1717,1628,3349,1744,1602,3346,8145,8016,16166,8529,8294,16829,9274,8746,18012,1637,1546,3184,1875,1843,3712,1865,1775,3642,1498,1356,2855,1680,1686,3370,1602,1492,3090,1534,1457,2993,1610,1582,3193,1772,1650,3420,1569,1460,3031,1549,1510,3059,1642,1481,3123,1544,1388,2934,1523,1476,2998,1701,1635,3341,7778,7209,14994,8234,8105,16331,8577,8039,16615,1590,1522,3113,1575,1493,3063,1992,1728,3717,1483,1391,2879,1491,1386,2883,1666,1637,3299,1408,1300,2706,1441,1435,2873,1635,1542,3176,1421,1321,2740,1537,1467,3007,1609,1539,3145,1349,1299,2647,1566,1409,2975,1638,1477,3118,7251,6834,14088,7610,7189,14799,8538,7920,16456,1370,1313,2683,1565,1500,3071,1660,1598,3261,1262,1250,2509,1374,1325,2696,1471,1303,2775,1266,1191,2458,1394,1329,2723,1525,1394,2923,1252,1190,2446,1373,1355,2735,1554,1433,2992,1211,1081,2291,1314,1239,2559,1484,1421,2906,6362,6028,12390,7029,6747,13775,7697,7155,14854,1248,1063,2306,1323,1218,2546
8,2732,5375,3072,3013,6089,2292,2434,4725,2673,2792,5467,2843,2843,5685,2327,2300,4629,2710,2877,5593,2842,2866,5708,12176,12591,24770,13357,13605,26960,15014,15176,30193,2235,2471,4709,2794,2889,5678,2776,2739,5517,2328,2385,4712,2669,2633,5305,2811,2784,5597,2325,2572,4892,2502,2699,5202,2795,2841,5639,2390,2432,4820,2455,2546,5003,2722,2946,5670,2439,2584,5023,2380,2411,4792,2816,2980,5796,11711,12438,24147,12793,13182,25972,13924,14288,28216,2379,2560,4941,2321,2552,4875,2923,2974,5891,2359,2497,4851,2394,2463,4858,2743,2730,5477,2304,2538,4841,2358,2605,4956,2571,2771,5336,2196,2430,4627,2397,2421,4823,2544,2513,5054,2265,2453,4716,2476,2614,5090,2382,2404,4790,11499,12478,23971,11945,12653,24603,13162,13394,26556,2129,2347,4475,2400,2543,4944,2374,2598,4971,2068,2284,4349,2365,2425,4795,2289,2480,4765,2144,2275,4419,2204,2455,4662,2379,2556,4932,2159,2252,4413,2215,2346,4562,2398,2391,4789,2103,2256,4361,2144,2300,4438,2410,2564,4968,10607,11423,22030,11333,12072,23405,11841,12590,24433,2013,2197,4209,2060,2237,4293
9,18,49,51,35,79,17,23,35,18,21,39,28,26,56,27,17,42,43,20,56,35,27,56,97,106,203,151,76,226,176,143,321,22,22,44,32,20,60,33,28,59,19,25,48,31,14,52,28,28,55,28,16,46,13,28,36,38,26,65,28,12,36,19,15,34,33,43,76,21,14,37,25,11,34,41,31,76,120,94,211,123,95,221,169,152,325,18,16,38,32,20,47,45,33,76,27,17,39,23,18,42,37,33,74,11,17,25,27,19,41,26,43,71,29,14,45,21,15,38,25,25,53,17,26,39,32,21,52,34,23,64,100,90,191,133,93,227,170,161,332,18,21,31,21,27,43,39,40,76,13,20,37,32,13,47,42,35,78,25,17,41,21,13,39,36,33,68,25,23,49,12,20,37,41,28,71,18,11,28,24,13,38,53,42,96,103,86,191,110,94,198,207,170,378,33,13,45,19,17,32
