STE_CODE_2016,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T,C16_SH_0b_NPGH_2,C16_SH_0b_NPGH_3,C16_SH_0b_NPGH_4,C16_SH_0b_NPGH_5,C16_SH_0b_NPGH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5
1,488,114,46,20605,6530,1979,1649,701,375,11231,902,189,87,40,35,1254,31556,5986,2291,876,466,41179,44,12,3,5,0,74,252,19,4,0,0,279,4536,307,56,12,7,4919,3782,2213,373,67,26,6459,545,423,703,226,99,2004,230,64,36,17,11,355,9388,3044,1182,326,144,14080,343,78,36,10,5,474,2208,131,27,4,0,2370,21940,3087,1225,254,69,26572,2797,3211,755,251,122,7143,189,166,257,115,49,781,583,176,98,37,11,909,28056,6846,2398,681,258,38243,21,4,0,3,0,32,95,3,0,0,3,101,485,38,14,4,0,540,108,79,20,0,4,210,30,18,29,10,0,94,58,12,8,0,0,74,797,151,64,16,11,1042,138,40,20,6,3,202,69932,16068,5955,1909,883,94746,119,37,10,10,17,185,516,70,17,11,15,639,6267,387,67,19,20,6763,16308,3479,654,202,160,20805,7424,2465,2061,1061,822,13823,1337,363,158,111,124,2092,31974,6807,2964,1407
2,1045,293,120,25264,4974,1995,2199,987,533,10689,811,239,148,61,60,1320,30998,8356,3505,1375,743,44971,25,7,6,3,0,44,165,7,5,0,0,175,4856,410,83,19,6,5382,2778,2737,480,101,22,6119,295,326,682,223,88,1622,191,49,27,12,6,287,8306,3547,1287,359,132,13625,169,38,3,3,3,218,1598,112,23,0,3,1744,13590,1585,407,80,21,15690,1908,2228,403,76,22,4634,117,110,194,85,28,530,374,86,38,17,3,520,17760,4158,1067,269,74,23330,14,0,0,0,0,13,58,0,0,0,0,60,259,17,7,0,0,276,71,76,13,0,3,161,20,14,17,7,7,66,37,5,3,0,3,54,463,117,38,14,12,637,39,20,8,4,3,62,57557,16198,5902,2016,961,82628,66,25,16,5,12,131,287,73,35,14,13,419,5770,404,95,26,30,6319,17229,5163,1223,385,226,24222,5584,2336,2585,1219,886,12613,1236,383,204,124,118,2068,30181,8386,4155,1763
3,587,106,33,22224,8490,3349,2397,803,281,15329,820,244,139,44,42,1288,31507,8414,3181,976,371,44450,17,4,4,0,0,29,85,3,3,0,0,93,2926,170,28,3,0,3125,3385,1826,305,53,14,5587,221,168,176,53,21,635,154,41,27,9,0,227,6792,2214,544,112,36,9703,71,17,6,0,0,98,737,46,9,0,0,791,10670,980,261,36,6,11945,2108,1772,311,63,20,4275,150,115,132,41,12,448,350,78,43,12,3,487,14087,3007,753,144,45,18045,49,4,3,0,0,55,132,7,0,0,0,140,291,14,0,0,0,310,62,8,0,0,0,73,23,6,0,0,0,34,76,6,4,0,3,84,636,48,14,3,5,699,50,17,4,0,0,72,53074,13701,4498,1238,457,72966,123,28,9,8,7,168,384,62,28,12,12,495,4363,257,48,11,9,4682,16664,3875,588,116,54,21293,9690,3644,2574,1029,527,17459,1228,336,173,65,71,1883,32460,8197,3413,1236
4,249,43,34,8854,1477,612,581,226,117,3005,216,60,38,20,10,348,10712,2450,894,289,165,14514,10,4,0,0,0,14,43,3,0,0,0,51,1428,84,16,0,0,1529,1187,543,86,15,6,1840,68,44,79,49,5,242,52,14,6,0,0,80,2783,696,188,66,10,3745,13,8,8,0,0,26,166,9,3,0,0,179,2319,243,73,6,3,2647,340,228,31,3,0,603,31,18,39,10,0,95,78,9,5,0,0,94,2941,520,153,19,8,3645,9,0,0,0,0,10,8,0,0,0,0,8,44,3,0,0,0,47,9,4,0,0,0,14,6,0,0,3,0,7,6,3,0,0,0,13,90,8,0,3,0,100,6,4,4,0,0,17,16531,3682,1246,379,183,22018,36,13,3,0,0,59,97,16,13,3,5,129,1755,85,15,3,6,1870,6527,1585,257,49,54,8473,1632,684,693,278,165,3456,353,74,41,18,20,518,10403,2458,1021,360
5,369,60,35,10287,4586,1584,1061,397,203,7830,366,109,48,19,9,552,14726,4038,1513,480,261,21020,7,4,5,0,0,18,72,4,0,0,0,81,1272,87,17,3,0,1376,2165,996,142,35,8,3346,207,146,157,69,33,607,103,38,20,5,3,163,3828,1279,338,112,47,5600,19,12,0,0,0,29,295,11,0,0,0,304,2326,247,44,8,3,2625,888,484,92,20,3,1487,75,57,66,34,17,241,58,15,12,4,0,88,3653,819,223,58,23,4785,29,0,0,0,0,32,26,3,0,0,0,32,64,0,0,0,0,67,24,10,3,0,0,37,18,6,0,0,3,32,51,10,0,3,0,62,215,28,4,3,3,254,33,3,3,3,0,37,22452,6165,2078,658,332,31691,42,11,4,0,7,58,135,14,9,3,3,163,1647,117,35,3,3,1806,7351,1922,352,97,56,9776,5117,1798,1295,518,278,9009,565,166,66,40,33,869,14853,4028,1762,660
6,59,6,3,2658,452,208,221,67,31,972,78,17,17,3,4,113,3544,775,302,75,39,4733,3,0,0,0,0,0,17,0,0,0,0,17,306,12,0,0,0,321,94,70,6,0,0,178,10,19,24,10,3,66,8,0,0,0,0,8,437,111,30,13,3,591,7,0,0,0,0,5,49,3,0,0,0,51,470,45,5,0,0,520,91,61,15,0,0,168,17,12,20,9,11,69,7,4,0,0,0,12,634,123,36,9,15,820,4,0,0,0,0,4,6,0,0,0,0,6,22,0,0,0,0,23,12,6,0,0,0,15,0,3,0,0,0,10,3,0,0,0,0,3,43,7,0,0,0,53,3,3,0,0,0,6,4658,1019,375,92,54,6206,25,0,0,0,0,28,59,4,3,0,0,67,992,42,3,3,3,1045,2069,476,50,11,4,2609,510,192,230,62,50,1039,145,26,8,5,4,187,3794,737,298,85
7,30,5,0,978,228,123,90,29,11,486,63,11,9,8,5,93,1183,401,130,44,19,1782,0,0,0,0,0,0,21,0,0,0,0,20,257,17,3,0,0,277,117,66,15,0,0,205,5,11,9,3,0,27,15,0,0,0,0,16,416,94,34,5,0,545,9,0,0,0,0,9,48,4,0,0,0,50,514,56,11,3,0,585,178,144,29,3,4,356,12,7,6,0,0,22,33,0,0,4,3,42,796,208,43,10,5,1062,18,0,0,0,0,20,17,0,0,0,0,16,25,0,0,0,0,25,3,0,0,0,0,6,3,0,0,0,0,3,21,3,10,3,5,39,90,10,9,4,3,120,12,0,0,0,0,11,2494,712,221,70,33,3528,16,0,0,0,0,20,27,6,3,0,0,33,167,8,3,3,0,186,639,164,31,8,9,850,253,160,105,42,8,569,70,25,3,0,6,107,1172,367,156,53
8,104,4,3,2121,559,300,343,100,50,1350,33,17,6,3,0,57,2079,1051,460,113,53,3755,0,0,0,0,0,0,16,3,0,0,0,13,339,21,0,0,0,361,528,366,55,5,0,949,60,51,64,18,4,191,15,4,3,0,0,26,947,453,122,24,9,1544,4,0,0,0,0,3,135,0,0,0,0,135,1144,91,3,0,0,1237,164,265,21,7,0,462,4,9,11,3,0,24,21,3,0,0,0,23,1466,372,44,9,0,1883,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,3,4507,1870,622,144,58,7198,6,3,0,0,3,11,24,4,0,3,3,33,140,6,3,0,0,149,955,472,64,12,6,1507,512,270,282,117,73,1247,63,26,14,3,4,119,1695,780,364,138
9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0
