STE_CODE_2016,C11_M_LE_NS_15_19,C11_M_LE_NS_20_24,C11_M_LE_NS_25_34,C11_M_LE_NS_35_44,C11_M_LE_NS_45_54,C11_M_LE_NS_55_64,C11_M_LE_NS_65_74,C11_M_LE_NS_75_84,C11_M_LE_NS_85_ov,C11_M_LE_NS_T,C11_M_Tot_15_19_yrs,C11_M_Tot_20_24_yrs,C11_M_Tot_25_34_yrs,C11_M_Tot_35_44_yrs,C11_M_Tot_45_54_yrs,C11_M_Tot_55_64_yrs,C11_M_Tot_65_74_yrs,C11_M_Tot_75_84_yrs,C11_M_Tot_85o,C11_M_T_T,C16_M_Post_Deg_15_19_yrs,C16_M_Post_Deg_20_24_yrs,C16_M_Post_Deg_25_34_yrs,C16_M_Post_Deg_35_44_yrs,C16_M_Post_Deg_45_54_yrs,C16_M_Post_Deg_55_64_yrs,C16_M_Post_Deg_65_74_yrs,C16_M_Post_Deg_75_84_yrs,C16_M_Post_Deg_85o,C16_M_Post_Deg_Tot,C16_M_GrDip_GrCe_15_19,C16_M_GrDip_GrCe_20_24,C16_M_GrDip_GrCe_25_34,C16_M_GrDip_GrCe_35_44,C16_M_GrDip_GrCe_45_54,C16_M_GrDip_GrCe_55_64,C16_M_GrDip_GrCe_65_74,C16_M_GrDip_GrCe_75_84,C16_M_GrDip_GrCe_85ov,C16_M_GrDip_GrCe_Tot,C16_M_BD_15_19,C16_M_BD_20_24,C16_M_BD_25_34,C16_M_BD_35_44,C16_M_BD_45_54,C16_M_BD_55_64,C16_M_BD_65_74,C16_M_BD_75_84,C16_M_BD_85o,C16_M_BD_Tot,C16_M_AdD_DL_15_19,C16_M_AdD_DL_20_24,C16_M_AdD_DL_25_34,C16_M_AdD_DL_35_44,C16_M_AdD_DL_45_54,C16_M_AdD_DL_55_64,C16_M_AdD_DL_65_74,C16_M_AdD_DL_75_84,C16_M_AdD_DL_85o,C16_M_AdD_DL_Tot,C16_M_CL_C_III_IV_15_19,C16_M_CL_C_III_IV_20_24,C16_M_CL_C_III_IV_25_34,C16_M_CL_C_III_IV_35_44,C16_M_CL_C_III_IV_45_54,C16_M_CL_C_III_IV_55_64,C16_M_CL_C_III_IV_65_74,C16_M_CL_C_III_IV_75_84,C16_M_CL_C_III_IV_85_ov,C16_M_CL_C_III_IV_Tot,C16_M_CL_C_I_II_15_19,C16_M_CL_C_I_II_20_24,C16_M_CL_C_I_II_25_34,C16_M_CL_C_I_II_35_44,C16_M_CL_C_I_II_45_54,C16_M_CL_C_I_II_55_64,C16_M_CL_C_I_II_65_74,C16_M_CL_C_I_II_75_84,C16_M_CL_C_I_II_85_ov,C16_M_CL_C_I_II_Tot,C16_M_CL_CL_nfd_15_19,C16_M_CL_CL_nfd_20_24,C16_M_CL_CL_nfd_25_34,C16_M_CL_CL_nfd_35_44,C16_M_CL_CL_nfd_45_54,C16_M_CL_CL_nfd_55_64,C16_M_CL_CL_nfd_65_74,C16_M_CL_CL_nfd_75_84,C16_M_CL_CL_nfd_85_ov,C16_M_CL_CL_nfd_Tot,C16_M_CL_T_15_19,C16_M_CL_T_20_24,C16_M_CL_T_25_34,C16_M_CL_T_35_44,C16_M_CL_T_45_54,C16_M_CL_T_55_64,C16_M_CL_T_65_74,C16_M_CL_T_75_84,C16_M_CL_T_85_ov,C16_M_CL_T_Tot,C16_M_LE_ID_15_19,C16_M_LE_ID_20_24,C16_M_LE_ID_25_34,C16_M_LE_ID_35_44,C16_M_LE_ID_45_54,C16_M_LE_ID_55_64,C16_M_LE_ID_65_74,C16_M_LE_ID_75_84,C16_M_LE_ID_85o,C16_M_LE_ID_Tot,C16_M_LE_NS_15_19,C16_M_LE_NS_20_24,C16_M_LE_NS_25_34,C16_M_LE_NS_35_44,C16_M_LE_NS_45_54,C16_M_LE_NS_55_64,C16_M_LE_NS_65_74,C16_M_LE_NS_75_84,C16_M_LE_NS_85_ov,C16_M_LE_NS_T,C16_M_Tot_15_19_yrs,C16_M_Tot_20_24_yrs,C16_M_Tot_25_34_yrs,C16_M_Tot_35_44_yrs,C16_M_Tot_45_54_yrs,C16_M_Tot_55_64_yrs,C16_M_Tot_65_74_yrs,C16_M_Tot_75_84_yrs,C16_M_Tot_85o,C16_M_T_T,C06_F_Post_Deg_15_19_yrs,C06_F_Post_Deg_20_24_yrs,C06_F_Post_Deg_25_34_yrs,C06_F_Post_Deg_35_44_yrs,C06_F_Post_Deg_45_54_yrs,C06_F_Post_Deg_55_64_yrs,C06_F_Post_Deg_65_74_yrs,C06_F_Post_Deg_75_84_yrs,C06_F_Post_Deg_85o,C06_F_Post_Deg_Tot,C06_F_GrDip_GrCe_15_19,C06_F_GrDip_GrCe_20_24,C06_F_GrDip_GrCe_25_34,C06_F_GrDip_GrCe_35_44,C06_F_GrDip_GrCe_45_54,C06_F_GrDip_GrCe_55_64,C06_F_GrDip_GrCe_65_74,C06_F_GrDip_GrCe_75_84,C06_F_GrDip_GrCe_85ov,C06_F_GrDip_GrCe_Tot,C06_F_BD_15_19,C06_F_BD_20_24,C06_F_BD_25_34,C06_F_BD_35_44,C06_F_BD_45_54,C06_F_BD_55_64,C06_F_BD_65_74,C06_F_BD_75_84,C06_F_BD_85o,C06_F_BD_Tot,C06_F_AdD_DL_15_19,C06_F_AdD_DL_20_24,C06_F_AdD_DL_25_34,C06_F_AdD_DL_35_44,C06_F_AdD_DL_45_54,C06_F_AdD_DL_55_64,C06_F_AdD_DL_65_74,C06_F_AdD_DL_75_84,C06_F_AdD_DL_85o,C06_F_AdD_DL_Tot,C06_F_CL_C_III_IV_15_19,C06_F_CL_C_III_IV_20_24,C06_F_CL_C_III_IV_25_34,C06_F_CL_C_III_IV_35_44,C06_F_CL_C_III_IV_45_54,C06_F_CL_C_III_IV_55_64,C06_F_CL_C_III_IV_65_74,C06_F_CL_C_III_IV_75_84,C06_F_CL_C_III_IV_85_ov,C06_F_CL_C_III_IV_Tot,C06_F_CL_C_I_II_15_19,C06_F_CL_C_I_II_20_24,C06_F_CL_C_I_II_25_34,C06_F_CL_C_I_II_35_44,C06_F_CL_C_I_II_45_54,C06_F_CL_C_I_II_55_64,C06_F_CL_C_I_II_65_74,C06_F_CL_C_I_II_75_84,C06_F_CL_C_I_II_85_ov,C06_F_CL_C_I_II_Tot,C06_F_CL_CL_nfd_15_19,C06_F_CL_CL_nfd_20_24,C06_F_CL_CL_nfd_25_34,C06_F_CL_CL_nfd_35_44,C06_F_CL_CL_nfd_45_54,C06_F_CL_CL_nfd_55_64,C06_F_CL_CL_nfd_65_74,C06_F_CL_CL_nfd_75_84,C06_F_CL_CL_nfd_85_ov,C06_F_CL_CL_nfd_Tot
1,22919,20785,41869,37970,37917,34021,29611,25237,10920,261250,34652,109243,332527,336162,313748,252717,152634,81909,26609,1640196,24,1957,43374,47768,33845,25445,15429,5057,1197,174102,33,494,6305,8941,8189,8359,4530,1234,266,38346,293,31089,120938,98479,71757,58358,35110,12988,3936,432949,1087,12600,45129,48629,46301,36269,22865,9167,2991,225035,7180,41208,110301,108265,116612,103763,75297,37988,11373,611985,1733,3426,4818,3752,3397,2699,1815,608,161,22406,834,2584,6500,7655,8938,9698,8410,3791,1110,49518,9750,47216,121620,119673,128944,116157,85513,42391,12642,683907,435,1469,4462,4362,4060,3830,3368,1821,658,24461,19067,21235,48414,41257,40412,38196,35297,25645,13292,282811,30693,116063,390242,369112,333511,286604,202113,98291,34986,1861620,35,1644,21037,20182,15965,8654,2308,699,147,70675,32,840,8370,10559,12301,6391,2019,682,135,41329,274,33576,112563,82643,62510,32146,12169,5647,1563,343088,1882,17434,48213,54044,49400,32396,15039,7291,2099,227797,6167,25416,46141,43268,33672,17350,6618,4194,1327,184157,3357,6904,10633,9457,7579,3657,1056,518,116,43276,1203,3920,12338,16353,14885,10407,4387,2365,736,66597
2,17104,16172,31360,28217,27426,25431,22527,20139,9000,197381,27642,92900,273087,259748,230184,180745,107851,58082,19266,1249497,27,2247,36415,35299,23749,17064,10414,3270,728,129212,23,586,7212,9715,9337,8807,4578,1056,216,41542,201,28429,104934,83222,56778,42891,24803,8764,2757,352775,982,13187,42692,39179,35076,29015,20655,8096,2538,191424,7252,35197,93320,84200,92093,75251,50048,25722,7718,470796,1470,2737,3509,2790,2211,1623,950,295,66,15649,557,1987,4919,5447,5802,5675,4354,1908,656,31307,9280,39916,101741,92438,100103,82557,55353,27919,8438,517755,283,1110,3356,3129,2676,2465,2182,1329,479,17015,14609,16450,36849,31223,30558,28437,26616,19383,9599,213729,25411,101935,333207,294205,258284,211238,144605,69823,24754,1463464,15,1028,13707,13253,10414,5771,1430,482,117,46212,19,1020,11071,13728,12731,6254,1758,475,93,47146,213,28907,93874,65204,48477,25067,9688,4317,1180,276925,1036,14695,36073,38164,33838,22954,10452,5200,1491,163909,4212,18138,32361,31832,24575,13912,5099,2890,866,133900,2044,4788,6627,5008,4030,1857,478,248,71,25146,786,3186,7915,8803,7208,4912,2039,1236,354,36447
3,15056,14613,28049,27002,25570,22435,18437,14778,6573,172501,27935,71892,196064,204869,187807,151841,90352,43482,13400,987649,13,703,13999,17393,14556,10914,6787,2202,432,67014,11,475,3872,5237,5712,4856,2422,644,102,23342,158,14814,53294,47665,35829,26525,16849,5803,1430,202370,1275,7755,22819,28240,29705,23945,15250,5415,1403,135808,9579,33871,91609,86602,86356,75025,52224,23228,5812,464294,3465,3723,3712,2613,1923,1302,843,274,46,17904,927,1843,4293,4889,4954,4897,4110,1901,504,28329,13969,39440,99617,94102,93236,81227,57170,25405,6357,510527,261,760,2082,2176,2048,1939,1897,1168,364,12696,13570,15279,32253,29256,29636,26706,23759,15778,7330,193557,29260,79234,227949,224075,210724,176098,124136,56406,17418,1145303,17,556,6606,7796,6745,3545,837,240,62,26399,12,427,4651,6656,6346,3250,1066,255,38,22712,156,19739,56325,41610,31708,17138,6357,2790,728,176555,1267,9120,24635,28879,25298,16490,7365,3051,823,116936,4924,17319,29420,27885,23021,12063,3542,1701,507,120380,3080,5220,5771,4057,3098,1520,412,139,33,23334,924,2773,7414,7157,6031,3828,1378,668,191,30362
4,4837,4115,7699,7818,8189,7492,6624,6415,3066,56252,7964,24137,66493,68617,66801,58385,35339,19688,6827,354250,7,264,5762,6530,4941,4040,2744,1035,257,25568,3,109,1284,1844,2032,2139,1224,292,55,8979,41,5158,19691,17360,12449,10690,7395,2367,842,75993,150,1951,7841,9295,10371,9366,6840,2383,746,48941,2337,10478,28659,25834,28990,25945,18823,9799,3007,153873,774,1463,1941,1299,934,691,430,125,36,7688,238,603,1475,1760,2032,2144,1894,842,261,11244,3352,12548,32075,28884,31961,28779,21141,10768,3301,172808,95,280,829,862,838,867,818,471,210,5249,3910,3905,8428,7984,8734,8446,7725,5669,3086,57880,7552,24212,75902,72754,71319,64333,47886,22969,8501,395426,8,167,2203,2550,2574,1591,362,114,26,9591,0,133,1810,2589,3082,1777,481,139,41,10058,43,7401,20263,14615,13170,7537,2814,1402,431,67675,194,2503,7452,10556,11319,7389,2925,1590,574,44494,1332,6397,11403,11144,9174,4873,1792,1137,314,47570,1145,2245,2516,1723,1178,551,177,79,15,9638,322,1039,3155,2973,2490,1710,750,379,107,12922
5,7412,8820,18657,16389,14206,11116,7579,6133,2732,93031,14265,42553,116281,113929,104859,81179,44597,21754,6692,546119,3,389,8933,11073,8478,6011,3661,1203,270,40017,3,236,2506,3199,3307,2636,1282,303,56,13535,64,8818,35694,30367,22408,16205,9397,3172,897,127017,507,4100,15281,15979,15585,12940,8805,3408,854,77449,3803,17778,51410,44815,45863,37502,23718,11134,2694,238718,1839,1800,2123,1353,1034,695,351,107,29,9329,340,834,2297,2645,2748,2486,2023,973,261,14614,5988,20407,55825,48817,49648,40687,26094,12213,2979,262654,149,421,1419,1476,1310,1096,1021,498,176,7562,6562,7767,21405,17919,16654,13670,10873,7570,3675,106102,13269,42131,141059,128832,117376,93242,61137,28375,8913,634332,0,213,3130,3820,3346,1778,459,137,15,12905,13,401,3141,3752,3484,1631,495,147,30,13089,75,9930,28851,23094,17485,9554,3951,1583,422,94950,864,5001,12513,16276,15917,9523,4272,1768,460,66585,2814,8559,13852,13071,10586,5745,1914,1024,352,57922,1366,2268,2541,2106,1664,904,287,107,15,11256,542,1412,4009,4375,3870,2434,1035,515,137,18324
6,1545,1117,1893,2162,2465,2646,2517,2151,884,17378,2664,6843,17037,19622,21161,18883,11883,6168,1951,106202,4,38,1099,1282,1303,1268,1006,324,91,6411,3,36,356,476,658,619,384,95,14,2643,6,925,4009,3909,3326,3404,2307,752,275,18908,24,382,1527,2248,2801,2873,2149,825,231,13058,596,3579,8868,8251,9494,9278,6119,2982,770,49936,242,505,565,356,231,215,120,45,14,2290,63,170,352,464,535,602,509,270,72,3039,898,4256,9787,9069,10267,10089,6745,3295,854,55266,15,59,153,161,192,217,241,170,52,1265,1547,1261,2450,2381,3026,3291,3284,2206,859,20311,2501,6960,19389,19523,21573,21759,16123,7673,2372,117870,0,15,456,711,828,510,139,45,10,2719,0,32,421,683,787,551,151,51,14,2684,9,1792,5046,4564,4710,2607,1009,459,123,20327,57,541,1893,2675,3001,2453,1353,621,181,12773,463,2210,3656,3661,3117,1460,465,241,84,15357,421,793,746,622,463,180,87,42,4,3347,83,282,713,883,911,555,258,156,44,3888
7,1426,1540,3309,2717,2260,1658,810,358,80,14164,1918,4295,12002,11268,9635,7049,2771,784,139,49848,0,24,730,767,584,465,243,46,4,2863,0,12,206,277,286,229,85,18,0,1108,3,440,2746,2038,1394,1062,473,117,23,8299,12,221,1285,1433,1460,987,410,108,7,5922,288,1624,5633,4362,4170,2962,1363,378,67,20843,146,194,306,235,170,87,30,7,0,1176,48,104,298,309,259,202,122,32,10,1386,482,1924,6237,4906,4599,3243,1519,418,80,23412,6,41,133,118,105,93,41,22,8,570,1433,1819,4334,3294,2932,2129,1172,390,105,17613,1937,4477,15679,12841,11363,8210,3933,1118,220,59779,0,9,247,461,428,233,39,9,0,1423,3,18,344,416,421,171,36,7,4,1421,0,615,2746,1904,1536,766,176,52,14,7808,15,260,1060,1342,1158,619,178,41,6,4677,200,788,1589,1300,839,396,75,23,5,5224,149,334,422,261,216,86,15,0,0,1494,35,122,335,326,263,133,35,6,4,1266
8,989,1270,1919,1465,1285,992,746,600,315,9574,1590,7196,22108,20080,17712,13964,7343,3450,1124,94557,3,132,3841,5105,3943,3037,1857,665,190,18775,4,77,997,1103,1212,1168,594,105,19,5280,13,2623,9152,7037,5093,4095,2849,1101,373,32332,49,680,2838,3090,2788,2015,1227,446,163,13283,330,1929,5481,4428,3957,3003,2089,1137,344,22699,154,258,313,181,125,75,45,21,13,1186,33,115,260,341,303,310,258,100,39,1763,519,2308,6050,4958,4376,3389,2391,1264,394,25643,32,82,223,205,196,176,162,114,52,1235,683,1127,2499,1978,1688,1300,1146,838,447,11705,1295,7031,25600,23476,19289,15181,10221,4533,1628,108258,0,100,1756,2072,1779,1019,260,82,20,7080,0,99,1198,1384,1523,947,211,58,9,5428,15,2956,8470,6054,5195,2947,1059,429,117,27252,66,950,2472,2730,2767,1994,911,458,151,12497,287,1148,2174,1665,1420,755,263,160,54,7918,191,341,485,309,255,160,48,18,5,1811,71,205,634,765,752,573,200,150,40,3387
9,48,145,448,131,53,38,9,10,0,881,52,166,526,227,161,104,31,10,0,1284,0,0,8,6,0,5,8,3,0,33,0,0,3,10,4,0,0,0,0,22,0,7,26,34,20,29,15,0,3,135,0,3,15,24,28,17,13,3,0,100,3,11,60,87,110,117,51,16,3,462,6,0,4,5,3,0,3,0,0,27,0,0,8,6,6,9,6,4,0,38,8,13,73,100,117,124,61,18,6,527,0,4,4,3,3,0,0,0,0,18,18,60,146,97,88,66,44,30,3,548,33,90,273,273,269,244,146,52,13,1386,0,4,5,3,3,0,0,0,0,9,0,0,3,7,6,0,0,0,0,13,0,10,21,23,15,3,0,0,0,71,0,3,7,13,3,3,0,0,0,39,0,9,14,14,12,3,0,0,0,53,3,6,3,6,4,0,0,0,0,17,0,3,5,6,5,0,0,0,0,22
