STE_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
1,370,549,2607,4578,629,4065,964,661,838,202,69,78,14,17,1723,17374,2729,2862,11716,19623,6697,26451,7265,8225,13227,3944,1386,1200,540,217,13370,119451,87,58,174,229,131,401,160,219,316,93,20,32,14,13,4425,6376,3648,4416,17138,33446,8279,53603,25248,22763,42966,15220,5771,5524,2067,538,35178,275796,15531,19218,27442,45721,111423,162086,85369,103959,339218,198336,129593,112049,89379,38678,209058,1687068,820,42,484,163,144,833,1340,4101,15672,24595,36086,17733,31155,19035,2172,154376,186,15,416,284,304,1919,2587,4865,6062,3079,2299,993,1492,789,488,25777,323,34,259,174,286,1107,2213,5688,19656,16658,13109,6311,9665,2772,1336,79599,91,12,75,78,99,326,511,1011,2770,2527,2667,1288,2026,950,717,15150,374,112,299,463,1662,1613,7351,8335,17568,10748,3490,9296,3101,1265,2329,68016,241,364,1154,1645,2472,6104,6479,5850,7201,3166,1692,1371,1057,546,1099,40451,112,55,143,184,313,673,815,997,1570,889,351,610,255,124,584,7682,89,3,75,32,23,197,218,406
2,276,397,1675,2897,432,2499,603,458,573,154,45,39,12,3,1129,11198,1676,1885,8003,13231,4564,17999,5322,6224,9927,2703,890,649,256,109,9294,82739,60,51,111,117,108,270,118,171,216,47,14,7,6,5,2995,4294,2334,3084,11916,23088,5770,38537,19289,17689,32359,10596,3696,3290,1156,250,25954,199002,10495,14575,19294,31790,81164,118841,66619,84083,277881,159492,97004,74529,55815,20888,157946,1270415,593,20,330,110,96,651,1116,3268,13187,21974,32636,14805,21749,11063,2108,123712,162,15,356,261,263,1809,2143,4000,4925,2622,1763,708,1031,557,425,21047,275,24,207,172,191,889,2012,4978,17477,14872,11318,4837,7042,1797,1314,67407,69,7,63,50,65,277,411,829,2387,2247,2331,1071,1385,590,569,12348,345,89,258,375,1289,1167,6116,6901,14105,7847,2619,6280,2016,808,1988,52203,199,371,1008,1379,1960,4883,5048,4945,5745,2308,1181,1013,754,420,952,32184,90,47,131,142,248,540,739,772,1291,651,276,452,176,78,547,6174,58,0,66,18,15,165,183,374
3,169,237,1167,2801,269,2874,601,429,463,96,21,26,5,8,886,10047,1246,1173,5154,10864,2909,16435,4164,4649,6657,1572,474,412,143,61,6594,62519,37,34,81,118,74,224,109,117,146,44,14,8,3,0,2479,3487,1746,2049,8100,19858,3726,37135,18100,15290,25957,7658,2488,2094,707,177,19146,164218,7582,9245,12982,26009,61972,101259,55123,68802,236955,130778,76712,52195,35819,13044,126330,1014813,716,35,364,114,124,700,1074,3174,12933,21039,28959,12605,18795,7773,1896,110314,150,18,272,191,194,1330,1801,3475,4278,2031,1523,603,759,416,362,17412,221,27,176,137,156,709,1560,4174,16224,13471,10369,4526,5925,1402,1142,60220,75,3,34,54,58,248,368,681,2178,2198,2218,1067,1471,484,566,11704,302,89,222,286,893,1136,4827,6000,12462,7549,2339,5949,1517,524,1783,45873,165,229,700,978,1540,4422,4404,3918,4368,1775,783,694,472,231,708,25382,90,29,90,112,152,485,649,670,1192,677,266,509,136,57,423,5528,77,5,46,19,13,125,148,312
4,41,96,535,963,127,856,202,129,148,30,4,8,4,0,327,3480,387,562,2895,5010,1559,6578,1677,1923,2709,566,175,144,48,26,2768,27018,10,12,34,41,32,84,31,39,58,3,3,0,5,0,865,1222,528,883,4181,8455,1956,14256,6771,5851,10091,2840,890,747,235,46,7878,65609,2573,4179,6309,10944,31086,44321,23119,28095,92564,49669,28475,17388,11956,4153,46091,400920,193,7,127,33,35,241,387,1034,4250,7284,9951,4172,5098,1814,475,35097,49,8,111,82,82,610,734,1535,1858,922,520,224,304,171,120,7310,82,13,57,53,60,278,685,1833,6729,5562,4098,1461,1898,498,346,23631,25,0,18,19,28,75,139,318,905,826,808,343,412,125,177,4217,75,23,87,98,303,454,1956,2445,4769,2615,792,1655,508,152,507,16430,58,100,275,392,587,2091,2042,1815,2017,837,396,262,199,101,247,11430,22,13,35,37,58,193,238,263,437,244,68,132,51,27,123,1937,25,0,23,5,9,53,73,106
5,53,111,469,984,78,900,187,155,184,48,20,17,3,0,358,3565,695,691,2636,4904,1287,6411,1796,1990,2994,776,248,227,84,23,3221,27985,16,7,40,55,41,85,45,36,83,17,3,0,3,0,1178,1622,887,1124,4090,8867,1648,14983,7532,6826,12480,4290,1470,1413,481,92,9835,75997,3735,4560,6293,11623,27318,43623,23974,30583,107414,65696,41147,34264,23888,8285,70654,503047,325,15,116,38,40,238,333,920,3925,7735,14126,7342,13031,6699,779,55665,88,11,143,94,81,568,864,1613,2166,1214,958,439,640,323,150,9358,128,17,69,52,61,242,567,1479,6413,6845,6010,3175,4794,1083,440,31368,35,3,20,31,24,93,151,296,924,1086,1207,714,1135,454,256,6427,129,23,63,91,370,341,1648,2348,5997,4166,1220,4645,1087,446,804,23378,92,101,348,448,683,1914,2104,2032,2461,1101,468,543,382,175,407,13267,35,10,51,58,79,194,265,323,596,400,148,395,105,28,208,2906,35,3,18,4,16,68,57,138
6,6,35,224,454,57,329,68,47,50,12,0,0,0,0,142,1428,90,132,937,1835,539,2377,521,573,714,112,34,28,9,6,914,8814,10,0,14,21,8,37,12,16,26,4,0,3,0,0,313,465,129,238,1394,3330,689,5134,2120,1831,2902,642,184,154,39,15,2680,21471,611,1216,2067,4159,10841,15686,8211,10051,29882,13848,7512,3977,2619,896,15342,126919,45,0,42,10,13,101,140,391,1545,2203,2620,1070,1199,381,130,9887,13,0,36,36,25,218,256,487,617,324,214,56,81,38,37,2440,19,3,30,16,24,119,264,662,2356,1755,1195,505,588,114,104,7767,8,3,7,11,5,39,76,122,345,293,247,100,105,30,47,1452,32,8,10,49,114,175,648,745,1398,801,255,423,147,21,156,4991,20,35,114,143,256,904,765,637,714,320,129,90,44,25,106,4291,13,3,16,27,25,108,94,111,145,75,30,31,6,0,43,727,6,0,9,3,3,35,17,52
7,11,4,65,103,19,66,19,18,25,3,3,5,0,0,41,387,84,73,544,600,201,537,189,179,260,75,12,17,3,0,328,3111,3,4,17,9,3,22,8,9,13,3,3,0,0,0,287,379,115,128,819,956,295,1211,822,722,1365,417,131,122,26,6,1154,8296,285,391,1161,1181,2259,3244,1975,2353,8107,5833,4255,2960,1909,529,6167,42585,28,0,10,4,0,28,33,122,442,974,1740,969,1309,551,100,6311,4,0,12,0,3,45,45,75,103,79,70,27,41,15,12,537,15,0,3,4,7,23,34,72,394,443,426,212,278,73,31,2015,0,0,0,8,3,3,13,25,72,110,183,83,136,38,26,713,9,0,7,12,22,38,127,138,431,324,135,232,96,27,61,1651,0,8,21,33,33,82,71,79,96,55,35,33,13,4,14,573,3,0,3,5,5,18,17,19,41,24,21,24,3,3,17,218,3,0,5,0,0,5,4,4
8,12,16,80,106,15,83,24,11,20,7,0,0,0,0,40,406,67,75,378,630,133,660,210,254,482,216,78,44,26,6,385,3640,3,0,0,0,4,10,0,7,14,6,0,3,0,0,93,134,92,138,547,1072,177,1559,1021,1150,2952,1348,537,539,182,24,1457,12792,312,444,751,1359,1919,3948,2819,3839,14979,11837,10451,9549,8409,3200,9345,83164,27,0,3,0,3,10,17,72,445,1067,2802,1704,3360,2109,69,11699,3,0,5,7,4,40,48,142,192,166,195,86,174,63,6,1128,4,0,0,4,3,18,48,130,628,763,824,483,854,316,22,4094,0,0,0,4,0,8,8,18,108,155,237,122,272,167,22,1118,16,3,8,13,36,29,153,218,730,670,353,736,453,105,56,3590,3,13,32,30,67,117,166,214,419,297,232,151,128,46,39,1958,6,4,4,0,6,16,18,28,85,69,61,55,49,12,14,439,0,0,0,0,0,0,3,11
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,7,0,3,6,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,9,4,5,17,7,0,3,0,0,0,59,6,10,5,9,26,34,32,45,126,72,53,29,20,3,89,555,0,0,0,0,0,0,0,0,4,14,17,11,11,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,5,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,3,9,4,0,5,0,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
