STE_CODE_2016,C06_M_15_19_Em_FT,C06_M_15_19_Em_PT,C06_M_15_19_Em_AFW,C06_M_15_19_Em_Hrs_NS,C06_M_15_19_Em_Tot,C06_M_15_19_Unem_Look_FT,C06_M_15_19_Unem_Look_PT,C06_M_15_19_Unem_Tot,C06_M_15_19_Tot_LF,C06_M_15_19_Notin_LF,C06_M_15_19_LF_NS,C06_M_15_19_Tot,C06_M_20_24_Em_FT,C06_M_20_24_Em_PT,C06_M_20_24_Em_AFW,C06_M_20_24_Em_Hrs_NS,C06_M_20_24_Em_Tot,C06_M_20_24_Unem_Look_FT,C06_M_20_24_Unem_Look_PT,C06_M_20_24_Unem_Tot,C06_M_20_24_Tot_LF,C06_M_20_24_Notin_LF,C06_M_20_24_LF_NS,C06_M_20_24_Tot,C06_M_25_29_Em_FT,C06_M_25_29_Em_PT,C06_M_25_29_Em_AFW,C06_M_25_29_Em_Hrs_NS,C06_M_25_29_Em_Tot,C06_M_25_29_Unem_Look_FT,C06_M_25_29_Unem_Look_PT,C06_M_25_29_Unem_Tot,C06_M_25_29_Tot_LF,C06_M_25_29_Notin_LF,C06_M_25_29_LF_NS,C06_M_25_29_Tot,C06_M_30_34_Em_FT,C06_M_30_34_Em_PT,C06_M_30_34_Em_AFW,C06_M_30_34_Em_Hrs_NS,C06_M_30_34_Em_Tot,C06_M_30_34_Unem_Look_FT,C06_M_30_34_Unem_Look_PT,C06_M_30_34_Unem_Tot,C06_M_30_34_Tot_LF,C06_M_30_34_Notin_LF,C06_M_30_34_LF_NS,C06_M_30_34_Tot,C06_M_35_39_Em_FT,C06_M_35_39_Em_PT,C06_M_35_39_Em_AFW,C06_M_35_39_Em_Hrs_NS,C06_M_35_39_Em_Tot,C06_M_35_39_Unem_Look_FT,C06_M_35_39_Unem_Look_PT,C06_M_35_39_Unem_Tot,C06_M_35_39_Tot_LF,C06_M_35_39_Notin_LF,C06_M_35_39_LF_NS,C06_M_35_39_Tot,C06_M_40_44_Em_FT,C06_M_40_44_Em_PT,C06_M_40_44_Em_AFW,C06_M_40_44_Em_Hrs_NS,C06_M_40_44_Em_Tot,C06_M_40_44_Unem_Look_FT,C06_M_40_44_Unem_Look_PT,C06_M_40_44_Unem_Tot,C06_M_40_44_Tot_LF,C06_M_40_44_Notin_LF,C06_M_40_44_LF_NS,C06_M_40_44_Tot,C06_M_45_49_Em_FT,C06_M_45_49_Em_PT,C06_M_45_49_Em_AFW,C06_M_45_49_Em_Hrs_NS,C06_M_45_49_Em_Tot,C06_M_45_49_Unem_Look_FT,C06_M_45_49_Unem_Look_PT,C06_M_45_49_Unem_Tot,C06_M_45_49_Tot_LF,C06_M_45_49_Notin_LF,C06_M_45_49_LF_NS,C06_M_45_49_Tot,C06_M_50_54_Em_FT,C06_M_50_54_Em_PT,C06_M_50_54_Em_AFW,C06_M_50_54_Em_Hrs_NS,C06_M_50_54_Em_Tot,C06_M_50_54_Unem_Look_FT,C06_M_50_54_Unem_Look_PT,C06_M_50_54_Unem_Tot,C06_M_50_54_Tot_LF,C06_M_50_54_Notin_LF,C06_M_50_54_LF_NS,C06_M_50_54_Tot,C06_M_55_59_Em_FT,C06_M_55_59_Em_PT,C06_M_55_59_Em_AFW,C06_M_55_59_Em_Hrs_NS,C06_M_55_59_Em_Tot,C06_M_55_59_Unem_Look_FT,C06_M_55_59_Unem_Look_PT,C06_M_55_59_Unem_Tot,C06_M_55_59_Tot_LF,C06_M_55_59_Notin_LF,C06_M_55_59_LF_NS,C06_M_55_59_Tot,C06_M_60_64_Em_FT,C06_M_60_64_Em_PT,C06_M_60_64_Em_AFW,C06_M_60_64_Em_Hrs_NS,C06_M_60_64_Em_Tot,C06_M_60_64_Unem_Look_FT,C06_M_60_64_Unem_Look_PT,C06_M_60_64_Unem_Tot,C06_M_60_64_Tot_LF,C06_M_60_64_Notin_LF,C06_M_60_64_LF_NS,C06_M_60_64_Tot,C06_M_65_69_Em_FT,C06_M_65_69_Em_PT,C06_M_65_69_Em_AFW,C06_M_65_69_Em_Hrs_NS,C06_M_65_69_Em_Tot,C06_M_65_69_Unem_Look_FT,C06_M_65_69_Unem_Look_PT,C06_M_65_69_Unem_Tot,C06_M_65_69_Tot_LF,C06_M_65_69_Notin_LF,C06_M_65_69_LF_NS,C06_M_65_69_Tot,C06_M_70_74_Em_FT,C06_M_70_74_Em_PT,C06_M_70_74_Em_AFW,C06_M_70_74_Em_Hrs_NS,C06_M_70_74_Em_Tot,C06_M_70_74_Unem_Look_FT,C06_M_70_74_Unem_Look_PT,C06_M_70_74_Unem_Tot,C06_M_70_74_Tot_LF,C06_M_70_74_Notin_LF,C06_M_70_74_LF_NS,C06_M_70_74_Tot,C06_M_75over_Em_FT,C06_M_75over_Em_PT,C06_M_75ov_Em_AFW,C06_M_75ov_Em_Hrs_NS,C06_M_75ov_Em_Tot,C06_M_75ov_Unem_Look_FT,C06_M_75ov_Unem_Look_PT,C06_M_75ov_Unem_Tot,C06_M_75over_Tot_LF,C06_M_75ove_Notin_LF,C06_M_75over_LF_NS,C06_M_75over_Tot,C06_M_Tot_Em_FT,C06_M_Tot_Em_PT,C06_M_Tot_Em_AFW,C06_M_Tot_Em_Hrs_NS,C06_M_Tot_Em_Tot,C06_M_Tot_Unem_Look_FT,C06_M_Tot_Unem_Look_PT,C06_M_Tot_Unem_Tot,C06_M_T_T_labo_for,C06_M_Tot_Notin_LF,C06_M_Tot_LF_NS,C06_M_T_T,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Notin_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Notin_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot
1,33843,42832,3477,4678,84829,8666,7466,16126,100957,111875,12740,225577,98531,39454,4274,6639,148895,12009,4925,16934,165834,34722,17627,218178,129189,22305,4187,5434,161108,9164,2001,11163,172278,20128,18010,210414,153465,19731,5012,5427,183636,8126,1495,9622,193256,18008,16922,228182,155917,20223,4959,5738,186832,7629,1457,9085,195917,19671,15486,231071,159063,21730,4968,5721,191480,7325,1471,8797,200277,22415,15232,237925,154211,21989,4922,5289,186407,6807,1441,8251,194656,24954,14328,233943,133021,21089,4909,4241,163261,5925,1490,7415,170673,28602,12398,211672,105586,22089,5170,3226,136067,5075,1713,6790,142855,46202,11918,200974,53141,19872,3199,1897,78111,3225,1644,4865,82983,66496,9696,159174,16487,11429,1470,887,30273,272,423,697,30965,85155,8839,124959,4683,5378,618,410,11098,70,133,207,11299,80732,8514,100549,3356,3923,564,605,8450,97,96,199,8649,148538,21059,178240,1200491,272048,47723,50186,1570447,74391,25754,100146,1670596,707500,182768,2560866,28741,43270,3483,3250,78743,7695,9759,17456,96198,121053,10972,228225,94783,46088,4519,5409,150793,12144,6797,18948,169742,42394,14821,226956,143327,28557,4465,5040,181396,9429,2627,12050
2,22710,36165,2242,3610,64730,4946,6074,11023,75753,87135,8695,171578,74353,34509,3178,5166,117203,8356,4347,12701,129903,29038,12185,171130,102969,17228,3330,3899,127429,6541,1582,8126,135553,14383,11279,161217,119998,14715,3908,4046,142671,5856,989,6843,149512,12630,10432,172573,127737,15296,4124,4311,151463,5275,851,6124,157588,13793,10224,181602,124880,15186,3914,4274,148256,4946,847,5794,154052,14987,9657,178692,121432,15029,3750,3898,144106,4478,781,5261,149364,16129,9128,174622,105084,14282,4035,3268,126674,4144,836,4980,131652,18866,8149,158666,80649,16606,3950,2443,103645,3691,1131,4822,108468,31461,7773,147702,41651,15476,2891,1478,61501,2205,1080,3283,64781,44558,6548,115891,12484,9097,1205,701,23483,178,251,427,23916,61836,6202,91948,3295,3973,511,330,8110,52,88,144,8249,59582,6341,74177,2507,2799,487,480,6268,80,67,145,6414,109457,17217,133092,939739,210354,37528,37915,1225535,50754,18915,69673,1295204,513856,123828,1932887,20091,36944,2398,2630,62060,4568,8188,12759,74816,94708,7482,177010,77899,42057,3732,4599,128285,8705,5619,14323,142611,36795,11279,190684,120824,24815,3748,4203,153589,7153,2094,9240
3,28956,34079,2040,3475,68544,4665,4290,8956,77503,52328,8339,138175,71399,22244,2627,3920,100186,5774,2096,7865,108054,16085,11098,135243,80290,12620,2670,3230,98808,4079,940,5014,103819,10341,9749,123915,92925,11832,3164,3303,111222,3517,694,4206,115431,9915,9150,134494,97720,11756,3238,3467,116182,3033,712,3743,119925,10872,9012,139805,97682,11643,3127,3280,115732,2930,661,3587,119325,12197,9080,140603,94629,11757,3270,2956,112609,2624,615,3241,115847,13706,8830,138385,83021,11525,3274,2406,100220,2465,615,3077,103298,15978,8090,127368,66040,13175,3365,1859,84439,2230,768,3000,87441,28527,7596,123571,34902,11193,2145,1137,49377,1598,799,2394,51769,39486,6036,97287,9750,6240,744,519,17259,164,215,372,17630,50862,5347,73839,2637,2632,280,274,5816,40,65,106,5922,44662,4962,55545,1716,1761,302,395,4169,35,30,63,4233,76079,12961,93268,761645,162452,30233,30238,984566,33144,12489,45637,1030204,381036,110256,1521500,24165,36023,2368,2515,65067,7121,7295,14410,79473,62974,7976,150428,70037,27106,3284,3512,103940,8953,3354,12306,116244,20636,10688,147568,93251,17365,3380,3098,117096,6410,1508,7924
4,8216,11575,767,1123,21678,1991,1841,3831,25512,24110,2373,51999,24123,9849,1178,1409,36556,2769,1000,3767,40328,7722,2884,50933,27930,5226,1096,1037,35290,2109,428,2535,37820,4614,2441,44882,32170,4699,1259,1050,39178,1724,338,2065,41236,4647,2251,48132,35787,4872,1462,1208,43332,1664,306,1975,45301,5483,2567,53354,36826,5170,1380,1061,44439,1660,301,1956,46391,6033,2629,55057,37269,5170,1521,1092,45055,1306,256,1560,46620,6435,2550,55606,33063,4861,1579,861,40366,1159,290,1449,41818,7090,2304,51210,26271,5468,1504,673,33916,951,354,1310,35228,11911,2094,49227,12901,4777,886,382,18940,593,332,921,19860,16771,1684,38312,3405,2704,364,195,6680,40,57,106,6779,21702,1682,30169,918,1154,124,110,2306,14,20,37,2345,20942,1691,24979,658,811,125,146,1744,16,16,31,1776,40514,5054,47342,279530,66339,13250,10338,369463,16006,5544,21551,391015,177979,32217,601214,6777,12247,795,755,20567,1920,2381,4296,24869,26167,2044,53084,22857,11639,1230,1104,36823,3130,1491,4618,41444,9884,2651,53976,31828,7010,1348,944,41132,2330,633,2971
5,16133,16371,1194,1945,35644,1770,1745,3516,39159,27939,4789,71879,35099,12156,1624,2255,51131,2219,1036,3253,54385,9335,6010,69727,40281,6186,1838,1755,50060,1724,398,2125,52184,5183,5427,62792,46105,5620,2169,1750,55649,1527,280,1805,57453,4895,5194,67536,50573,6019,2376,1744,60701,1453,296,1746,62450,5151,5606,73206,51136,5950,2282,1743,61109,1227,257,1484,62595,5603,5319,73517,49808,6120,2303,1595,59822,1189,262,1451,61276,5817,5055,72144,44194,5720,2437,1274,53621,946,244,1190,54810,6826,4614,66252,35622,6634,2163,955,45373,859,327,1186,46560,11628,4004,62197,17814,6244,1351,583,25998,613,351,964,26960,16149,3117,46226,4858,3709,539,286,9390,68,94,168,9557,23181,2646,35381,1079,1574,193,114,2958,18,25,41,3004,21602,2290,26886,737,1014,130,154,2036,16,28,43,2084,37078,5597,44758,393441,83312,20590,16156,513497,13625,5346,18966,532466,180372,59672,772508,13947,16814,1356,1294,33413,2677,2879,5549,38963,33121,4388,76467,38942,15227,2260,1818,58251,3547,1756,5301,63553,11952,6692,82190,54898,9112,2691,1646,68342,2706,703,3413
6,3115,3033,231,344,6718,778,537,1315,8032,8015,810,16859,6709,2460,353,413,9929,1075,311,1390,11323,2361,804,14489,7380,1361,324,325,9383,719,158,874,10261,1362,634,12256,8725,1519,394,335,10983,627,117,743,11724,1426,654,13803,10176,1609,436,367,12587,598,120,718,13304,1656,739,15698,10847,1699,441,395,13381,543,120,668,14046,1905,723,16667,11354,1801,484,376,14008,501,105,597,14608,2218,823,17653,10089,1796,467,275,12625,476,112,590,13212,2731,690,16642,7494,2029,499,246,10276,431,147,583,10859,4667,686,16208,3637,1562,324,127,5645,318,158,480,6126,6202,613,12941,972,861,128,61,2024,10,20,35,2057,7571,608,10238,254,362,38,28,685,8,4,10,696,6663,631,7985,239,248,37,43,563,3,5,7,574,11301,1658,13541,80987,20327,4160,3338,108808,6097,1917,8016,116826,58068,10075,184974,2619,3205,287,209,6323,742,659,1403,7725,8505,613,16840,6595,2789,389,273,10045,1103,387,1489,11535,2678,711,14922,8169,1788,333,253,10539,762,171,933
7,1243,1403,108,173,2932,192,128,313,3247,3255,959,7457,3599,1032,176,256,5061,280,74,347,5411,1326,996,7726,4213,839,211,181,5440,223,61,291,5732,1106,917,7752,4502,827,245,206,5784,203,46,252,6036,1107,988,8128,4749,824,235,181,5998,167,53,222,6220,1014,917,8145,4578,687,262,144,5667,148,27,182,5847,966,965,7778,4316,630,214,141,5297,149,27,173,5472,884,904,7251,3794,494,224,122,4636,106,18,126,4767,792,803,6362,2881,516,207,90,3695,103,42,144,3844,1157,636,5637,1399,375,114,50,1942,51,29,81,2022,1243,476,3739,416,194,53,30,689,11,8,15,701,1304,294,2294,67,70,12,8,154,0,0,0,154,842,194,1190,52,40,4,7,103,4,3,4,110,1035,236,1378,35813,7924,2066,1600,47399,1632,520,2147,49549,16017,9287,74854,1304,1190,108,140,2743,316,213,528,3272,3702,878,7854,4235,865,363,238,5703,414,112,528,6232,1721,1030,8981,5267,843,367,201,6679,326,93,419
8,1850,3459,211,239,5750,274,559,837,6583,5096,534,12211,6968,3203,248,302,10724,406,302,710,11428,1851,854,14133,8444,1408,274,237,10361,260,113,370,10734,965,796,12492,8890,1113,354,263,10621,232,68,300,10923,740,667,12322,9049,1087,307,206,10659,200,55,251,10906,702,565,12176,8711,922,367,213,10214,197,58,247,10462,679,578,11711,8688,881,336,178,10085,170,39,208,10293,693,509,11499,7816,841,337,156,9149,164,33,193,9340,815,455,10607,5586,1245,298,102,7235,137,58,195,7432,2045,450,9923,2575,1021,220,61,3881,83,75,150,4035,2586,310,6926,667,597,73,26,1356,8,17,23,1383,3096,248,4722,162,248,26,8,449,3,4,12,463,2813,240,3514,99,125,10,16,247,0,3,4,253,5124,488,5866,69499,16147,3066,2011,90723,2131,1382,3505,94231,27198,6689,128117,1708,3410,264,162,5542,265,645,908,6448,5392,521,12363,7020,3551,379,269,11220,400,489,889,12105,2506,1020,15638,10565,1603,380,223,12771,319,146,461
9,15,3,0,0,21,3,3,5,26,33,8,66,50,8,0,5,62,7,5,5,67,6,18,86,47,4,0,0,52,3,0,0,56,9,13,79,41,11,0,3,52,4,0,5,57,7,8,77,75,11,0,3,82,0,0,0,82,9,3,97,86,10,3,4,101,3,0,3,103,3,12,120,63,13,3,0,82,0,0,3,90,10,8,100,69,7,5,7,84,0,0,0,88,12,7,103,69,6,9,6,86,3,0,7,95,17,10,117,28,10,0,0,42,4,0,4,43,20,3,69,10,0,0,0,11,0,0,0,17,27,6,46,0,3,0,0,3,0,0,0,3,16,4,20,0,0,0,0,3,0,0,0,3,10,0,12,550,84,21,32,687,22,13,38,722,178,97,991,22,10,0,0,30,3,0,4,32,72,3,107,44,5,0,3,53,0,0,0,57,144,4,202,51,6,3,4,63,8,0,8
