STE_CODE_2016,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Notin_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Notin_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75ov_Em_FT,C11_P_75ov_Em_PT,C11_P_75ov_Emp_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Notin_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Notin_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot,C16_P_25_29_Em_FT,C16_P_25_29_Em_PT,C16_P_25_29_Em_AFW,C16_P_25_29_Em_Hrs_NS,C16_P_25_29_Em_Tot,C16_P_25_29_Unem_Look_FT,C16_P_25_29_Unem_Look_PT,C16_P_25_29_Unem_Tot,C16_P_25_29_Tot_LF,C16_P_25_29_Notin_LF,C16_P_25_29_LF_NS,C16_P_25_29_Tot,C16_P_30_34_Em_FT,C16_P_30_34_Em_PT,C16_P_30_34_Em_AFW,C16_P_30_34_Em_Hrs_NS,C16_P_30_34_Em_Tot,C16_P_30_34_Unem_Look_FT,C16_P_30_34_Unem_Look_PT,C16_P_30_34_Unem_Tot,C16_P_30_34_Tot_LF,C16_P_30_34_Notin_LF,C16_P_30_34_LF_NS,C16_P_30_34_Tot,C16_P_35_39_Em_FT,C16_P_35_39_Em_PT,C16_P_35_39_Em_AFW,C16_P_35_39_Em_Hrs_NS,C16_P_35_39_Em_Tot,C16_P_35_39_Unem_Look_FT,C16_P_35_39_Unem_Look_PT,C16_P_35_39_Unem_Tot
1,249573,73164,13134,7956,343827,15457,6932,22387,366213,77277,29672,473160,242654,78062,16690,6674,344085,12086,5951,18035,362123,79717,26495,468335,245565,95571,14283,7079,362500,11486,6385,17878,380379,82827,24919,488123,245968,99659,10706,7429,363762,11218,6345,17566,381328,78716,23455,483503,251181,96199,10277,7483,365138,11123,5520,16643,381776,77085,22568,481427,237036,89691,11635,6586,344949,9941,4790,14728,359675,87012,22333,469022,178770,77083,11400,4972,272227,7599,4171,11768,283992,115703,19916,419611,102980,65112,8295,3501,179894,4892,3790,8679,188566,183044,19068,390678,32817,32326,3564,1656,70360,532,1023,1553,71910,215497,16913,304325,8644,13034,1316,869,23868,142,375,519,24383,197327,15653,237361,4107,7394,1113,1116,13740,86,237,322,14065,413085,49341,476491,2007927,939466,120120,70820,3138332,116695,79828,196527,3334856,1933275,317016,5585150,35319,115455,6389,4908,162062,10504,25849,36357,198417,228161,21846,448425,159903,134291,8481,8743,311421,19451,18915,38373,349793,108944,30936,489673,266632,92542,12072,8344,379583,16475,9651,26124,405712,84588,36859,527161,279470,95012,17715,7689,399890,13611,7434,21043,420925,84189,35243,540360,256218,97679,12693,6534,373124,11945,6817,18764
2,211609,62464,10777,6601,291451,12030,5435,17468,308917,58111,21638,388670,196887,63050,13408,5221,278566,9101,4462,13567,292129,61599,18481,372213,190849,78952,11964,5603,287369,8201,4734,12940,300307,65923,17187,383415,197061,87375,9189,5985,299606,8155,4706,12863,312465,61897,16832,391197,195665,80304,8367,5776,290108,7508,3874,11375,301489,55284,15592,372367,181451,73043,9849,5174,269519,6531,3205,9730,279252,60084,14771,354111,136336,63680,9229,3752,212995,5210,2866,8076,221070,82860,13507,317439,77689,54253,7541,2753,142234,3210,2393,5601,147840,132509,13461,293810,23777,25875,3037,1356,54045,351,670,1018,55062,157518,12333,224911,5989,10020,1088,703,17810,109,243,356,18163,147245,11906,177315,2922,5477,865,872,10130,78,116,202,10330,310148,38881,359351,1583264,791835,98786,56741,2530635,82663,62181,144843,2675477,1451593,228176,4355243,19907,96643,4293,3751,124594,6751,25304,32052,156651,182855,16832,356340,119296,123036,6949,6922,256201,16751,19301,36050,292244,96916,24629,413792,221336,81395,9859,6902,319497,15378,8613,23991,343484,68959,28825,441266,230106,81078,15338,6068,332586,12097,6145,18246,350831,69058,28037,447927,201701,83831,11301,5053,301878,9973,5540,15516
3,157411,48847,9315,4718,220293,10259,4459,14717,235010,46675,19017,300709,146298,50988,10275,4030,211587,7764,3891,11659,223248,46983,16471,286696,155730,61599,9030,4621,230982,7680,4038,11717,242701,48878,16601,308180,163671,64880,7444,4778,240769,7646,3669,11310,252079,43970,16515,312568,162437,60041,7454,4580,234520,7160,3070,10234,244755,42334,15660,302744,149753,54685,8024,3867,216330,6310,2600,8911,225241,48152,14742,288140,112479,47467,7593,2971,170496,4993,2307,7298,177798,67395,12766,257964,68330,39109,5873,2276,115596,3209,2105,5311,120904,109770,12443,243125,20396,18984,2205,1052,42635,421,645,1065,43698,131608,10449,185758,5060,6937,727,532,13253,113,205,319,13572,113824,9489,136884,2258,3392,536,680,6866,58,100,158,7018,209962,29358,246341,1302955,611294,80395,44634,2039275,82019,49781,131800,2171073,1079304,206496,3456876,26646,91921,3963,3318,125844,11493,21956,33450,159298,120777,16214,296287,113014,83276,5665,4718,206670,17822,11330,29148,235822,58439,22597,316860,156202,59036,8570,4440,228252,12954,6247,19198,247448,49156,24139,320753,161045,61184,11368,4044,237634,10488,5194,15683,253315,49644,22986,325943,151452,62931,7953,3668,226009,9011,4567,13578
4,52864,19149,3601,1466,77080,3597,1657,5254,82332,17641,4531,104507,47514,19453,4102,1272,72345,2786,1374,4161,76502,17367,3947,97819,49441,23738,3461,1316,77960,2687,1352,4038,81998,18009,3964,103966,55519,26494,2975,1454,86431,2577,1301,3879,90309,17923,4179,112406,57410,25787,2982,1425,87605,2521,1143,3658,91261,17645,4179,113085,55916,23903,3575,1277,84662,2131,931,3062,87724,20001,4132,111857,43861,20820,3379,958,69022,1605,859,2467,71488,26884,3640,102010,25364,17711,2540,770,46383,917,705,1625,48008,45762,3828,97598,6890,8265,980,318,16452,87,163,248,16697,54697,3271,74667,1656,2982,355,174,5166,35,58,96,5260,49957,3319,58536,742,1485,242,268,2739,23,29,50,2794,109876,11676,124348,445075,247599,32615,14063,739359,27147,17823,44968,784327,466428,58878,1309638,5919,28945,1293,919,37074,2772,7524,10299,47372,49288,4029,100686,31645,32572,2217,1463,67907,5880,4556,10436,78342,24419,5222,107986,49668,21850,3180,1389,76082,4685,2246,6931,83013,18722,5630,107361,51431,23816,4347,1311,80910,3948,1708,5655,86569,18530,5651,110751,47356,24276,3027,1072,75726,3443,1687,5135
5,90684,24848,5672,2412,123618,4280,2032,6306,129927,25238,12779,167944,79139,26150,6211,2091,113590,3261,1818,5073,118663,26654,10839,156152,79243,31920,5699,2377,119240,3038,1809,4851,124086,27041,10391,161526,84877,35754,5132,2392,128152,3033,1865,4901,133053,23488,10191,166730,85529,32880,5228,2213,125848,2850,1365,4210,130056,20590,9213,159860,79262,29626,5436,1936,116263,2419,1108,3527,119791,22109,8477,150369,61142,26246,5018,1514,93918,1867,921,2790,96699,29804,7388,133893,36299,22878,3848,1116,64142,1186,856,2044,66185,47956,6392,120530,10594,11203,1483,518,23798,195,300,493,24296,57268,4759,86322,2346,4354,468,233,7402,50,101,157,7553,54306,4357,66218,900,2088,301,277,3564,27,58,82,3651,105193,13491,122330,699412,324256,51744,22463,1097879,32427,21893,54315,1152197,529554,117348,1799102,12005,42780,1838,1474,58101,4742,10976,15725,73820,68430,7751,149997,55229,44547,3301,2535,105605,8569,6180,14745,120351,29056,10923,160332,91337,32058,5363,2465,131234,7545,3592,11145,142373,27434,15101,184908,95175,34812,7067,2345,139398,6586,3194,9778,149177,30220,14869,194267,82852,35243,5137,1960,125191,5807,2872,8680
6,13288,5327,974,375,19965,1099,459,1560,21523,5464,1085,28073,12091,5928,1155,354,19531,866,403,1265,20791,5354,1059,27210,13656,7750,1031,381,22815,886,406,1295,24108,5662,1140,30908,15758,8585,941,427,25723,894,442,1338,27061,5670,1215,33943,17093,8326,1041,442,26900,828,348,1177,28077,5743,1208,35030,17311,8190,1249,439,27187,826,334,1162,28352,6878,1297,36528,12681,7297,1149,327,21459,649,372,1023,22479,10329,1285,34089,7022,5791,878,248,13936,390,324,715,14653,16714,1364,32732,1875,2522,308,117,4816,30,75,101,4917,19157,1237,25312,488,955,98,49,1595,6,18,22,1615,16654,1178,19448,226,444,78,70,808,5,13,21,829,31616,3493,35939,126465,76384,10351,4100,217295,9378,5448,14825,232126,151380,17979,401482,2476,8617,495,347,11936,1002,1935,2939,14870,14696,1508,31078,9606,8091,712,378,18787,1745,1047,2797,21582,6536,1741,29865,12516,5984,898,345,19747,1181,625,1809,21553,5436,1715,28703,12811,6746,1207,351,21110,862,472,1338,22454,5204,1676,29328,12217,7233,870,303,20622,813,406,1216
7,9181,2231,779,346,12537,565,212,783,13314,3800,2098,19214,8308,2268,707,317,11603,483,157,640,12241,3390,1716,17345,8148,2398,638,307,11488,426,170,588,12078,3039,1710,16829,8396,2287,514,281,11478,366,109,473,11953,2628,1751,16331,8097,1880,522,255,10755,306,88,394,11157,2139,1508,14799,7500,1714,528,224,9963,217,77,292,10256,2134,1380,13775,5839,1361,419,168,7780,165,53,221,7998,2456,1172,11633,3407,1150,305,99,4964,99,48,149,5111,3080,930,9119,1020,516,104,57,1700,19,25,44,1741,2974,572,5285,251,221,38,21,534,8,13,20,548,2326,401,3280,69,88,8,16,184,12,4,16,199,2794,543,3530,69544,20876,5343,2706,98479,3904,1586,5489,103967,41688,17148,162803,1492,2683,152,204,4530,599,460,1054,5582,6861,1631,14077,6414,2213,368,357,9355,929,289,1220,10578,3820,2253,16644,10320,2326,607,370,13623,753,267,1023,14641,3996,3069,21707,10190,2538,701,351,13775,665,247,911,14691,3929,2705,21329,8760,2292,530,246,11832,565,202,764
8,19293,4108,1172,361,24931,521,300,821,25753,3280,1502,30536,16424,4409,1574,295,22702,396,226,624,23322,3203,1183,27707,15687,5070,1247,274,22281,352,235,586,22869,3074,1016,26960,15842,4886,954,280,21974,344,155,493,22464,2539,970,25972,15815,4125,810,303,21051,329,138,467,21520,2237,842,24603,14931,3572,923,234,19669,281,120,405,20069,2567,762,23405,10405,3455,861,157,14884,178,129,310,15194,4533,688,20409,5842,3199,607,123,9773,124,117,243,10019,7782,578,18372,1533,1702,233,48,3517,28,62,89,3609,8533,530,12672,318,620,75,17,1032,5,18,29,1060,7466,472,8992,109,279,28,24,442,7,9,16,453,14571,1473,16495,132042,51028,9908,2912,195891,3610,3707,7316,203206,74891,12777,290878,2014,7985,409,331,10740,379,1958,2342,13084,10453,969,24507,10855,8891,671,534,20950,801,1122,1922,22871,6779,1776,31430,19058,4981,1035,369,25436,680,428,1110,26550,3940,2001,32488,19415,5701,1720,355,27193,617,338,954,28148,3507,1978,33631,17428,5853,1170,333,24785,527,267,799
9,79,18,6,6,109,8,0,7,122,293,13,430,74,23,7,7,107,6,4,6,117,174,8,297,81,30,4,4,115,3,3,7,119,90,16,226,103,26,5,0,139,5,0,5,141,66,18,221,117,35,12,3,169,0,0,0,172,45,11,227,103,37,4,3,143,3,0,5,145,52,3,198,99,19,4,3,130,0,3,3,131,57,6,196,70,12,3,6,94,0,0,0,98,43,8,146,14,3,0,0,16,0,0,0,20,49,5,67,10,0,0,0,10,0,0,0,10,40,0,49,0,0,0,0,0,0,0,0,0,36,7,38,869,230,52,39,1180,35,14,50,1228,1202,101,2530,18,41,3,9,70,5,0,9,79,105,24,215,71,28,9,6,119,4,0,7,119,57,30,210,101,30,12,0,146,3,0,5,153,74,34,262,116,54,14,4,189,4,0,3,191,83,38,316,147,50,12,6,225,3,0,3
