STE_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
1,78,3187,10846,10592,8453,5289,2188,745,232,41617,199,1243,9341,7870,5244,2365,627,108,11,27008,138,1515,7126,7433,7283,4352,3272,2635,1128,34884,75,1200,4196,3537,2446,1215,462,165,46,13334,453,1517,4419,4265,3222,1659,645,202,52,16450,1139,11064,40214,43690,47737,35487,17791,8541,2831,208510,236,6164,30662,35143,37033,36288,16902,6972,2012,171416,4858,32298,103418,96433,73684,47234,20706,8721,3626,390982,2591,18040,54635,50972,42286,28202,10321,3309,836,211205,783,8655,22773,16688,10663,6103,3010,1489,533,70690,3304,12258,24641,21026,13476,8713,3946,1704,550,89624,286,346,302,333,421,345,206,152,71,2467,143,1250,4136,4604,3517,2331,1060,505,193,17743,20376,16634,33769,33840,33470,31993,32388,34604,23729,260796,34672,115397,350489,336416,288934,211581,113540,69856,35847,1556728,123,4213,12606,11983,9899,7111,3742,1253,349,51274,109,1342,10078,10054,6160,3316,1191,212,26,32486,199,2128,9849,8125,7766,5843,3791,3031,1527,42252,129,1521,5427,4318,3197,1822,736,275,71,17495,422,1747,4441,4719,3836,2455,1098,353,80,19155
2,80,3572,11732,9836,6316,3537,1213,468,179,36933,86,1020,8283,6220,3762,1521,303,39,10,21240,199,1573,6893,6442,4715,2893,2342,1957,709,27722,67,1314,4119,3306,1863,850,333,101,29,11998,304,1297,4301,3700,2524,1007,402,113,45,13697,575,11153,37752,37384,36907,27396,13833,6848,2208,174067,153,4190,23736,26828,29622,29804,14664,5115,1594,135702,3264,23207,75601,63217,41490,23453,9599,4583,1987,246403,2018,14779,45933,43828,35907,24754,8276,2458,608,178554,669,7253,18448,12319,7126,4111,1960,1025,356,53267,3275,11759,22572,17640,11338,7545,3606,1432,422,79591,176,280,222,199,205,172,130,100,47,1535,117,1528,5004,5039,3496,2234,907,454,185,18954,15737,12355,23937,24032,23967,23477,24782,27233,18848,194380,26718,95297,288526,259990,209238,152758,82348,51929,27230,1194037,154,5434,13349,12305,8224,5026,2211,733,278,47724,63,1299,9686,8677,4586,2412,744,86,27,27575,220,2077,8930,7582,5774,3865,2732,2356,1037,34571,99,1678,5728,3963,2725,1317,530,153,59,16266,336,1580,4337,4351,3033,1738,645,232,81,16320
3,111,2068,6175,5003,3494,2096,875,299,87,20198,513,597,2958,2793,1823,876,211,25,5,9808,235,1223,4252,4013,3187,1982,1417,1018,357,17690,96,778,2337,1975,1153,593,200,59,15,7202,445,1048,3629,2820,1855,783,227,73,18,10902,811,8006,26292,29040,31103,21743,10959,4708,1481,134142,222,3707,20027,24852,24366,20341,9395,3152,955,107023,5646,20039,53736,47482,35135,20635,7881,2950,951,194458,2969,10889,32473,29860,24421,16703,5466,1364,291,124429,944,4632,9918,7394,4400,2631,1415,715,214,32270,3695,9551,17534,15747,9592,6273,2701,932,270,66294,231,233,216,187,192,183,152,81,47,1512,128,524,2015,2335,1963,1195,558,236,84,9041,13384,10425,19836,20696,19958,18464,18204,18680,13051,152701,29434,73728,201392,194189,162637,114496,59670,34299,17831,887679,164,2403,6905,6284,4573,2937,1492,455,130,25339,312,831,3024,3406,2182,1221,469,69,8,11521,320,1509,5443,4753,3865,2642,1735,1228,536,22021,131,875,3034,2316,1706,835,397,112,33,9447,415,1220,3289,3444,2279,1332,483,130,31,12628
4,15,733,2546,2044,1477,978,368,133,49,8354,49,208,1178,922,633,342,76,8,0,3414,59,389,1521,1498,1081,719,680,631,273,6851,18,321,754,713,437,254,84,36,16,2618,100,482,1321,1138,795,355,112,29,7,4343,254,3211,10893,11703,13731,10076,4508,2230,783,57390,26,1145,5885,6454,7445,8789,4221,1467,622,36060,1240,6284,18370,15713,11595,6812,2757,1203,479,64451,755,4142,12082,11672,10742,7724,2637,744,190,50686,125,1287,3297,2412,1589,984,551,248,104,10585,1082,3162,5972,5146,3363,2355,1110,468,129,22780,42,94,90,114,121,96,57,44,18,679,30,208,804,880,712,508,257,132,51,3580,4235,2947,5370,5888,6428,6632,7282,8860,6511,54157,8030,24615,70090,66293,60152,46623,24701,16233,9227,325956,21,889,2763,2593,1823,1272,644,213,78,10301,42,160,1244,1171,753,446,155,36,4,4003,78,511,1816,1638,1408,956,798,637,356,8193,42,404,1090,770,589,326,161,49,13,3445,130,453,1304,1255,971,553,231,58,12,4970
5,58,1459,4736,3775,2510,1261,445,179,53,14486,105,331,1723,1422,1093,436,87,12,0,5212,154,871,3224,2572,1767,1016,739,636,256,11236,58,571,1391,1081,686,330,93,34,6,4244,234,695,2403,1807,1089,501,141,47,13,6935,423,4629,14660,14884,15906,11505,5966,2651,777,71395,391,2483,10683,13838,14239,11135,4954,1798,636,60153,2189,9562,27362,24347,17802,10963,5084,2135,702,100139,1256,5550,16098,14797,12635,8876,3090,973,213,63495,469,2480,5497,3782,2352,1570,829,370,122,17459,1467,4963,8731,7915,4835,3204,1390,499,152,33159,102,109,111,98,106,111,79,39,30,783,39,288,980,1055,852,553,298,113,46,4222,6758,5802,11870,11793,10674,9867,8716,9541,6108,81127,13699,39781,109469,103161,86552,61331,31914,19029,9124,474061,65,2088,5735,4943,3258,1920,790,225,87,19113,96,388,2123,1945,1241,680,223,44,0,6751,168,1121,4397,3608,2259,1398,799,718,331,14797,58,627,2018,1406,978,503,174,43,12,5824,178,696,2331,2272,1487,776,284,95,23,8142
6,3,165,624,654,465,318,108,49,6,2394,12,51,238,206,181,115,29,8,0,839,27,91,354,435,413,275,190,138,44,1975,10,70,163,175,116,59,24,3,0,626,32,118,426,478,355,148,50,16,7,1635,43,754,2299,2786,3781,3312,1660,736,284,15653,12,255,1730,2123,2794,2898,1701,725,243,12486,434,1787,4696,4144,3688,2416,938,442,172,18710,287,1172,3244,3743,3642,2647,810,239,56,15848,45,267,762,767,667,517,279,123,52,3485,393,1184,1871,1689,1052,750,344,118,36,7441,8,17,17,8,16,15,21,10,7,122,9,74,202,243,229,196,92,30,14,1086,1418,801,1477,1869,2089,2395,2782,2853,1581,17258,2734,6804,18116,19330,19482,16076,9030,5487,2497,99551,3,169,695,763,563,393,219,69,27,2898,7,61,163,223,177,144,79,12,0,864,21,107,312,442,407,311,253,159,79,2093,5,78,189,179,146,114,36,5,5,767,43,156,394,489,430,263,94,27,7,1906
7,0,55,323,243,165,88,21,0,0,896,10,30,167,133,111,49,13,3,0,514,13,71,235,170,128,80,33,15,4,757,4,23,87,65,30,17,3,0,0,229,40,91,316,225,144,43,8,3,0,876,30,314,1609,1357,1361,892,259,89,15,5929,11,173,1073,1166,1199,943,322,50,12,4952,148,739,2468,2047,1487,796,183,28,12,7915,81,438,1523,1438,1210,754,189,32,6,5671,12,103,379,270,198,110,31,4,3,1114,133,420,738,566,351,145,45,15,10,2418,3,6,16,17,6,7,5,0,0,71,3,21,117,134,67,59,11,6,0,425,1148,1014,2186,2111,1673,1178,641,328,135,10416,1652,3503,11246,9937,8146,5161,1760,584,193,42187,0,77,298,314,196,102,34,0,0,1031,3,26,171,166,80,67,16,0,0,534,22,79,304,231,172,92,47,15,3,975,0,21,125,81,61,25,4,0,0,325,35,102,284,285,146,80,17,3,0,953
8,10,444,1388,1133,907,582,231,90,33,4823,37,148,803,716,602,265,44,7,0,2625,14,107,452,342,289,182,115,97,37,1646,6,103,228,228,184,107,22,9,0,887,9,101,364,388,216,115,35,11,0,1252,24,531,2172,2160,2402,1772,919,424,169,10564,10,283,1776,1804,1995,2141,1213,413,122,9751,203,1868,5614,5059,3996,2677,1002,386,186,20998,111,1718,6014,4637,4008,2954,1163,384,95,21095,51,537,1564,1074,686,380,171,77,42,4583,175,592,1065,908,526,306,166,69,17,3824,9,24,7,9,10,3,7,6,0,83,16,110,388,387,342,220,87,34,16,1598,914,933,1432,1221,1084,992,922,992,783,9270,1584,7504,23273,20078,17250,12706,6099,2997,1503,92995,22,551,1506,1373,1083,699,401,115,56,5808,36,167,884,826,701,419,118,14,0,3165,14,151,590,443,282,251,148,104,59,2033,7,98,328,242,205,120,55,10,0,1067,12,122,365,383,261,137,68,26,3,1377
9,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,11,14,11,0,0,0,40,0,0,16,23,20,11,0,0,0,70,5,7,22,22,23,3,0,0,0,88,0,7,17,17,11,3,0,0,0,50,0,3,5,0,4,0,0,0,0,10,0,6,7,8,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,8,19,22,22,16,4,7,0,108,15,33,101,110,99,48,5,6,0,425,0,0,5,9,3,0,0,0,0,16,0,0,4,0,3,0,0,0,0,13,3,0,3,4,0,5,0,4,0,16,0,0,0,0,3,0,0,0,0,5,0,0,3,4,5,3,0,0,0,17
