STE_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
1,232,973,1551,4418,201188,188387,202975,193777,396746,7733,19769,18179,27589,159709,140188,185618,187539,373161,46725,72600,32729,35120,101264,83895,180729,191619,372343,102088,125539,31371,28520,67217,64215,200674,218277,418952,126637,144495,24274,22649,55143,58545,206052,225694,431745,140696,149997,20557,19412,53051,59684,214305,229093,443396,143113,147849,16997,16140,51530,61322,211636,225309,436949,132948,133342,13354,12096,45275,55903,191582,201339,392913,130050,122897,10419,8306,40268,52746,180730,183946,364677,105392,94215,6195,4155,30997,44938,142587,143308,285900,83518,72732,3276,1996,24439,42060,111237,116787,228022,67201,54234,1750,961,20588,44249,89544,99446,188990,54702,39077,1007,622,19439,51027,75145,90727,165874,32966,20562,473,288,15192,48121,48637,68977,117610,15011,7133,297,199,11845,40435,27152,47770,74917,1189017,1205416,182425,182477,897149,1035729,2268590,2423614,4692203,119,585,1482,3661,205385,191699,206982,195944,402925,7138,18360,17840,27237,170949,150948,195927,196542,392466,50181,79259,36885,41145,117282,96761,204346,217160,421511,103028,124393,32514,30249,70157,64595,205702,219234,424941,132698,146346,27272,25082,55747,61396,215721,232822,448544,136449,148252,23440,22314,52956,63008,212838,233569,446409,140492,144817
2,150,551,961,2545,155723,145918,156840,149008,305852,4552,11939,13808,21012,130724,115765,149090,148714,297802,33089,50387,27429,29607,81818,68075,142341,148065,290404,76607,93481,25724,23766,53033,50805,155364,168048,323411,101282,114850,20191,18799,43689,47508,165166,181154,346318,108914,116329,15315,14517,39270,46006,163497,176857,340352,110097,113387,12469,11594,37540,46268,160107,171246,331359,102478,102984,9682,8573,33042,41752,145201,153313,298509,98899,95752,6937,5742,28253,39167,134083,140657,274741,78986,71277,3963,2626,21021,31943,103960,105848,209811,62584,54233,1966,1168,16327,30094,80879,85491,166372,49818,40347,970,599,13783,32341,64576,73289,137860,40412,28635,603,360,13749,37542,54759,66531,121290,24156,15069,292,155,11029,35234,35481,50457,85933,10863,5144,206,141,8578,29344,19650,34634,54278,902892,914372,140511,141181,687580,797769,1730985,1853319,3584308,110,441,899,2137,162070,151360,163075,153934,317005,4929,12539,14343,21654,148552,130574,167825,164769,332594,38307,60299,33080,36992,100307,81720,171691,179017,350711,81678,95964,28346,26589,56457,52342,166480,174901,341381,104233,114135,23095,21450,43715,48655,171046,184237,355282,111924,120668,19512,18673,42697,51116,174131,190456,364593,110734,114248
3,139,416,1698,4914,120523,112434,122354,117767,240126,5528,11827,18199,26716,89234,78300,112965,116836,229802,27086,40443,26340,27538,51829,44622,105252,112591,217848,57216,71139,23439,21600,36858,36210,117511,128941,246453,73018,84655,18420,17364,31763,34986,123204,137002,260203,79071,87686,14517,14087,30862,35851,124444,137626,262066,80847,86057,11664,11624,30096,35455,122603,133141,255743,76722,78251,9019,8475,26809,32123,112547,118851,231401,76707,73920,7439,5833,24838,30649,108984,110402,219385,62705,56071,4395,3030,18907,25753,85999,84850,170846,47959,40833,2266,1403,14694,22699,64923,64939,129861,36285,28594,1144,676,11808,22454,49235,51725,100956,28257,19952,608,365,10393,25212,39258,45525,84784,16716,10166,305,167,8060,23114,25075,33451,58530,7791,3674,189,128,6105,19414,14080,23213,37298,676037,693666,139640,143918,512773,579272,1328449,1416864,2745312,121,408,1982,4883,132103,123100,134199,128394,262591,5295,11328,19840,29299,98902,87932,124035,128562,252601,31195,46943,32240,35521,63470,54110,126899,136573,263474,57877,71527,25828,24340,39165,37895,122875,133765,256645,77220,88222,21448,20350,34285,37737,132954,146304,279255,83420,91799,17915,17541,33550,39680,134891,149014,283905,82652,88752
4,53,156,455,1333,46913,42898,47424,44385,91805,1689,3846,5370,8406,37289,31683,44351,43935,88284,9395,14369,8760,9235,21414,16710,39571,40311,79882,20131,25025,7871,7219,15275,13157,43276,45405,88680,27406,31105,6573,6187,14283,13813,48273,51110,99377,30648,33228,5542,5348,13828,14642,50017,53221,103234,32548,34266,4529,4409,13582,14973,50658,53650,104310,31333,32180,3536,3447,11584,13701,46457,49324,95783,31964,31506,2692,2177,9780,12883,44432,46561,90999,25866,24113,1482,1040,6887,10444,34241,35598,69846,20576,18772,766,457,5275,9744,26624,28981,55604,17263,13985,401,263,4474,10490,22144,24732,46880,14553,10459,294,151,4711,13174,19562,23788,43347,8937,5750,110,86,3916,12854,12961,18688,31655,3967,1931,78,52,3145,10458,7192,12440,19635,276331,280696,48467,49809,212379,241628,537182,572134,1109310,35,138,482,1264,48061,44366,48579,45764,94342,1486,3641,5508,8526,40277,34002,47270,46168,93441,10719,16723,10316,11178,25075,19896,46110,47794,93910,20758,24995,7910,7446,15067,13255,43737,45691,89431,26475,29666,6694,6508,13467,13246,46635,49423,96058,29939,32356,6309,6155,14380,15110,50628,53623,104249,30988,32455
5,106,272,775,2243,62654,58034,63535,60547,124084,2223,5149,8159,12632,47217,39699,57594,57475,115067,12070,19135,12921,14220,26644,21465,51632,54821,106454,27131,35144,11599,10745,18141,16569,56868,62454,119322,37171,43502,9334,8841,16044,16211,62549,68557,131100,41168,45360,7303,7211,15112,16753,63588,69318,132905,41820,44756,5960,5750,14758,17247,62537,67751,130289,39793,41246,4527,4201,13313,16074,57629,61520,119151,39070,36954,3368,2710,11791,14737,54232,54402,108638,29813,26235,1875,1300,8408,11662,40093,39194,79291,23163,19935,962,598,6451,10914,30567,31456,62026,17802,14481,461,305,5153,10993,23424,25778,49195,14035,10022,293,156,4610,12145,18934,22319,41262,8252,4851,127,66,3519,11226,11901,16142,28040,3677,1760,92,53,2696,9715,6465,11531,17998,337290,348794,67750,71032,256513,283437,661551,703275,1364824,50,222,749,1943,67594,62164,68401,64327,132725,2289,5811,8916,14490,55809,46681,67010,66980,133991,15419,25024,16898,18938,36670,27522,68987,71487,140477,30564,38683,13064,12648,21168,18139,64792,69468,134266,40439,46628,10357,10080,17080,17022,67878,73733,141614,44655,49367,8937,8995,16820,18463,70410,76830,147237,44296,46944
6,16,42,200,596,14798,13537,15017,14171,29189,538,1153,2136,3083,9659,8390,12336,12621,24955,2616,3939,2916,3134,5321,4814,10852,11890,22743,5661,7296,2758,2693,3961,3983,12380,13974,26347,8114,9418,2437,2348,3684,4127,14243,15900,30136,9184,10175,2087,1917,3959,4465,15229,16557,31786,10389,10963,1667,1607,4037,4705,16086,17279,33366,10058,10409,1286,1152,3776,4228,15120,15794,30918,10377,9966,998,730,3189,4111,14563,14808,29372,8389,7569,566,408,2478,3446,11430,11431,22857,6683,5756,291,193,1935,3364,8907,9318,18225,5166,4108,153,82,1687,3409,7013,7601,14615,4045,2804,82,37,1487,3941,5613,6791,12399,2449,1579,32,22,1217,3681,3705,5284,8985,1083,522,35,14,930,3090,2046,3621,5668,84779,85710,17636,18021,62109,73293,164524,177027,341555,13,37,256,554,14920,13486,15190,14077,29267,439,945,2207,3162,10065,8759,12712,12866,25574,2774,4090,3394,3782,5798,5282,11963,13152,25112,5120,6451,2785,2717,3777,4009,11684,13183,24868,7121,8397,2607,2596,3666,4135,13393,15133,28520,8548,9615,2357,2325,3901,4685,14808,16618,31428,9131,9905
7,115,274,110,317,5848,5136,6077,5728,11803,699,1074,1007,1450,4010,3481,5712,6012,11728,1666,2365,1427,1557,2848,2720,5935,6647,12581,2724,3264,1341,1405,2305,2369,6372,7035,13410,3216,3774,1191,1186,2161,2027,6565,6991,13556,3292,3412,1017,977,1914,1872,6219,6270,12491,3126,3234,794,719,1841,1869,5759,5816,11575,2822,2818,570,547,1658,1732,5042,5091,10135,2619,2147,406,321,1446,1351,4471,3818,8287,1747,1261,230,136,996,1057,2966,2447,5418,1042,639,85,45,681,763,1810,1446,3256,520,325,47,27,395,538,956,895,1848,313,162,13,4,310,420,638,593,1230,152,64,3,7,138,271,289,334,627,57,43,4,4,88,213,148,263,410,24101,24856,8227,8707,26643,25821,58975,59380,118354,113,240,107,269,6086,5318,6306,5821,12131,767,1174,1099,1591,4439,3722,6304,6482,12787,1972,2763,1680,1911,3519,3132,7174,7804,14979,2924,3639,1406,1433,2407,2332,6739,7410,14154,3499,3771,1270,1261,1952,2076,6718,7108,13830,3426,3818,1111,1079,1959,2084,6495,6976,13475,3294,3255
8,6,33,77,223,10529,9699,10615,9956,20573,393,861,1341,1979,9597,8311,11330,11148,22476,2478,3726,2457,2547,5828,5078,10759,11351,22115,5421,6507,1978,1813,3541,3346,10936,11668,22603,6688,7332,1490,1459,2846,2950,11018,11746,22764,6930,7500,1185,1140,2494,3046,10603,11681,22287,7083,7454,971,947,2427,3279,10481,11678,22161,6855,6899,742,703,2067,3018,9661,10626,20286,6650,6200,588,441,1678,2784,8910,9428,18332,4803,3990,270,204,1110,2112,6177,6302,12485,3234,2715,126,62,782,1689,4134,4461,8602,2375,1918,59,32,644,1539,3075,3481,6557,1870,1304,32,12,523,1548,2428,2866,5293,1188,730,13,8,427,1620,1623,2356,3982,481,259,8,7,355,1220,843,1486,2328,56450,57414,11323,11573,44841,51234,112606,120225,232833,0,22,69,192,10471,9762,10544,9979,20523,331,854,1389,2136,10238,9031,11957,12024,23977,2958,4620,3088,3264,7153,5830,13205,13717,26929,6089,7199,2259,2122,3984,3583,12336,12903,25236,7418,7935,1685,1590,3052,3224,12157,12749,24903,7505,7771,1423,1398,2735,3222,11661,12391,24054,7190,7443
9,0,0,0,0,42,44,42,43,83,10,15,0,3,37,35,41,50,92,18,31,8,11,26,14,56,50,105,37,41,6,5,19,20,58,69,130,51,77,11,6,26,13,86,98,187,69,63,4,5,23,12,100,81,180,57,62,12,7,22,19,91,90,174,59,59,3,3,26,11,90,73,165,66,29,0,3,33,12,101,40,146,38,33,3,0,22,4,59,33,94,26,13,0,0,16,4,42,18,57,13,3,0,0,7,7,16,14,31,0,0,0,0,3,5,5,7,9,0,0,0,0,3,3,3,3,4,0,0,0,0,3,4,6,4,9,445,436,46,43,298,196,787,674,1462,0,0,0,0,66,42,71,38,110,0,14,3,5,33,31,40,46,89,29,30,4,14,30,9,64,53,110,28,40,4,6,21,15,53,59,112,35,49,7,4,19,16,60,65,130,44,59,4,4,22,19,70,81,157,78,63
