STE_CODE_2016,Tot_persons_C06_M,Tot_persons_C06_F,Tot_persons_C06_P,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Age_0_4_C06_M,Age_0_4_C06_F,Age_0_4_C06_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_5_14_C06_M,Age_5_14_C06_F,Age_5_14_C06_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_15_19_C06_M,Age_15_19_C06_F,Age_15_19_C06_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_20_24_C06_M,Age_20_24_C06_F,Age_20_24_C06_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_25_34_C06_M,Age_25_34_C06_F,Age_25_34_C06_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_35_44_C06_M,Age_35_44_C06_F,Age_35_44_C06_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_45_54_C06_M,Age_45_54_C06_F,Age_45_54_C06_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_55_64_C06_M,Age_55_64_C06_F,Age_55_64_C06_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_65_74_C06_M,Age_65_74_C06_F,Age_65_74_C06_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_75_84_C06_M,Age_75_84_C06_F,Age_75_84_C06_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_grp_85ov_C06_M,Age_grp_85ov_C06_F,Age_grp_85ov_C06_P,Age_grp_85ov_C11_M,Age_grp_85ov_C11_F,Age_grp_85ov_C11_P,Age_grp_85ov_C16_M,Age_grp_85ov_C16_F,Age_grp_85ov_C16_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,IP_Abor_C06_M,IP_Abor_C06_F,IP_Abor_C06_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Tor_Strt_Is_2006_Ce_M,IP_Tor_Strt_Is_2006_Ce_F,IP_Tor_Strt_Is_2006_Ce_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2006_Ce_M,IP_B_Ab_To_St_Is_2006_Ce_F,IP_B_Ab_To_St_Is_2006_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_Tot_2006_Ce_M,IP_Tot_2006_Ce_F,IP_Tot_2006_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,Brthplace_Aust_2006_Ce_M,Brthplace_Aust_2006_Ce_F,Brthplace_Aust_2006_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Elsewhere_2006_Ce_M,Brthplace_Elsewhere_2006_Ce_F,Brthplace_Elsewhere_2006_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,LSH_Eng_only_2006_Ce_M,LSH_Eng_only_2006_Ce_F,LSH_Eng_only_2006_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Oth_Lan_2006_Ce_M,LSH_Oth_Lan_2006_Ce_F,LSH_Oth_Lan_2006_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,Aust_citiz_C06_M,Aust_citiz_C06_F,Aust_citiz_C06_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P
1,3228451,3320726,6549174,3408880,3508782,6917656,3686014,3794217,7480228,216514,203914,420434,235335,223400,458736,238859,226279,465135,451071,427415,878484,449234,424538,873778,473094,448106,921195,225577,214291,439863,228225,215190,443415,230103,218321,448425,218178,213675,431855,226956,222735,449684,248490,241181,489673,438598,452444,891043,464305,477188,941495,526560,540962,1067524,468994,488847,957841,473804,497826,971627,494264,508625,1002886,445616,458722,904334,467204,483242,950453,478458,499528,977984,360149,359399,719546,400129,410158,810293,433059,456703,889763,225505,239816,465325,265087,276600,541688,330471,346555,677020,142213,186585,328797,150698,186058,336754,170912,202200,373115,36034,75625,111653,47883,91852,139732,61753,105755,167506,26668,30374,57047,28888,33196,62084,42709,53204,95913,64493,66291,130788,81012,83603,164611,102826,104424,207256,2460,2314,4774,2443,2331,4770,2492,2348,4839,1524,1422,2950,1633,1615,3244,2052,2028,4080,68478,70029,138509,85080,87540,172625,107368,108809,216176,2224780,2296372,4521157,2340131,2407240,4747374,2425532,2473670,4899202,762119,793729,1555842,866974,911570,1778545,1007742,1064716,2072454,2383863,2462813,4846669,2470013,2543331,5013345,2536108,2590527,5126633,637441,677111,1314554,751040,803295,1554332,908327,973694,1882015,2752172,2863787,5615963,2900771,3013500,5914269,3040659,3145454,6186119
2,2420415,2512009,4932422,2632617,2721423,5354039,2908077,3018549,5926624,156664,149270,305939,177098,167636,344733,190593,180626,371220,330864,313592,644447,335694,318365,654062,363984,345717,709702,171578,163607,335183,177010,168334,345338,181849,174492,356340,171130,167582,338711,190684,184422,375108,209733,204065,413792,333795,344085,677880,377081,383800,760878,437167,452031,889190,360299,381052,741352,377081,397535,774615,395979,409936,805920,333284,346234,679517,355201,371274,726475,379374,401040,780420,263586,270899,534487,298227,313023,611249,327567,349886,677453,166127,179400,345528,194910,207318,402224,244826,264772,509599,106018,139487,245510,113371,140987,254360,129451,155554,285006,27075,56802,83872,36269,68727,104994,47567,80427,127993,16103,18333,34440,20411,23746,44149,31460,41662,73120,13207,13863,27074,17139,17810,34947,22003,22587,44592,1126,1097,2220,1092,1073,2158,1037,985,2024,413,443,855,450,434,881,582,593,1171,14742,15397,30143,18673,19315,37992,23622,24159,47788,1681219,1753251,3434472,1802125,1868815,3670934,1893746,1951765,3845510,574559,598647,1173202,687898,717438,1405337,817124,863136,1680256,1795947,1872334,3668284,1902396,1972464,3874861,1981356,2045460,4026811,489934,517504,1007437,600907,634527,1235435,744745,794087,1538835,2078400,2179341,4257742,2225603,2323975,4549575,2370577,2467552,4838131
3,1935378,1969151,3904531,2148221,2184520,4332737,2321889,2381308,4703193,132171,124911,257076,153228,144670,297895,152036,144432,296466,281716,267745,549461,296519,281451,577967,316486,299749,616236,138175,132125,270300,150428,143487,293919,151196,145089,296287,135243,133663,268905,147568,146279,293845,159280,157576,316860,258408,265190,523600,290581,296830,587406,317852,328837,646694,280412,295155,575567,304085,316670,620749,307148,320977,628124,265749,273435,539185,290313,300571,590885,308537,323168,631705,220854,216694,437547,249210,251881,501089,270282,282601,552886,129383,130039,259428,160860,161785,322643,208597,214009,422601,74087,92717,166808,80789,95749,176544,98704,111109,209818,19179,37473,56657,24650,45152,69799,31767,53759,85528,34230,38692,72921,30717,35096,65814,37056,46890,83946,48237,50479,98719,60360,62535,122897,73503,75437,148943,9299,9078,18376,10049,10045,20095,10518,10538,21053,5159,5335,10489,6334,6505,12831,8153,8334,16493,62690,64893,127581,76743,79082,155826,92176,94311,186482,1451358,1483896,2935258,1579167,1612950,3192114,1658125,1685693,3343819,342660,356786,699449,434154,454481,888634,489325,526551,1015875,1666250,1705439,3371683,1817073,1858888,3675958,1889220,1931413,3820632,144058,159032,303098,202074,221773,423839,263298,294389,557690,1655318,1706733,3362045,1802120,1859408,3661526,1917145,1974180,3891330
4,745209,769131,1514340,787217,809351,1596569,825997,850652,1676653,44882,42455,87332,49137,47000,96143,49910,47163,97072,99119,94375,193494,97827,92962,190790,100505,95419,195930,51999,48760,100757,53084,50167,103248,51516,49169,100686,50933,49171,100106,53976,51606,105588,55223,52766,107986,93015,92727,185748,101319,101011,202321,108274,109837,218107,108412,110647,219062,107372,109001,216374,104188,105275,209468,106817,110075,216887,111189,113752,224945,112117,114770,226891,87541,90282,177822,97737,101870,199607,104169,109756,213923,55148,59948,115099,64118,69085,133202,81316,87533,168852,37481,49954,87436,38441,47753,86193,42437,50821,93258,9861,20739,30594,13008,25146,38155,16340,28143,44479,4204,5037,9239,4885,5557,10446,6326,8037,14362,11707,12376,24081,14200,14631,28831,16100,16517,32616,524,519,1041,492,551,1039,476,465,938,223,214,431,279,280,559,317,317,629,12451,13110,25554,14970,15458,30432,16891,17292,34184,550986,569095,1120083,577877,592916,1170789,590563,601986,1192551,149995,157684,307676,171635,181370,352998,185620,198482,384097,620009,642772,1262778,641614,661447,1303066,646641,664893,1311533,89283,95233,184517,111012,118537,229550,132339,141774,274115,654694,681666,1336356,682145,707194,1389339,706219,729288,1435503
5,976122,982963,1959087,1126175,1112991,2239171,1238419,1235994,2474410,63876,60935,124812,77856,73409,151263,83155,78574,161727,139730,131891,271622,148084,140728,288809,161574,153378,314955,71879,68109,139994,76467,71737,148209,77112,72882,149997,69727,66289,136019,82190,76823,159011,82563,77777,160332,130329,131102,261434,165967,158133,324101,190956,188224,379178,146725,149921,296643,165038,163220,328256,173520,171523,345038,138397,141304,279698,155802,154428,310229,168121,166831,334959,108429,104881,213305,127317,127105,254424,138950,143084,282042,62268,64670,126940,75832,76706,152543,98758,100911,199669,35924,45209,81133,39707,48410,88116,47859,56237,104095,8828,18652,27477,11922,22296,34217,15846,26579,42420,10468,10792,21266,12488,12411,24902,13852,17393,31243,27873,28775,56649,33078,33987,67063,36439,36481,72924,603,451,1059,707,601,1309,767,666,1434,516,494,1007,640,657,1296,813,810,1628,28989,29721,58709,34418,35248,69664,38027,37959,75978,636115,643104,1279222,702299,705513,1407808,748850,744012,1492859,261297,270449,531747,344397,343822,688220,393619,404078,797695,795770,807269,1603043,887442,888504,1775951,931004,930034,1861041,108999,117832,226833,158432,166622,325055,211101,224239,435339,807733,827170,1634900,896193,909749,1805940,972305,982368,1954676
6,233383,243100,476481,242675,252677,495351,249478,260482,509965,14803,13860,28662,16016,15164,31184,14544,13929,28469,33608,31753,65364,32112,30577,62688,31685,30056,61739,16859,15962,32821,16840,15844,32687,15960,15118,31078,14489,14457,28945,14922,14650,29578,15289,14574,29865,26056,27981,54040,26739,28538,55283,28338,29695,58034,32363,34534,66898,31124,33727,64852,28598,31227,59830,34294,35734,70028,34836,36727,71555,33896,36154,70050,29155,29429,58580,32942,33877,66823,35070,37087,72160,18226,19227,37454,22081,22674,44764,28078,29305,57381,10851,14298,25152,11537,14154,25697,13679,15926,29604,2688,5848,8539,3513,6736,10247,4347,7413,11767,851,951,1801,1017,1174,2192,1382,1588,2964,7376,7499,14877,8716,9026,17742,10583,10989,21570,621,636,1256,569,602,1171,576,542,1119,302,328,629,342,369,713,422,468,889,8307,8460,16768,9631,9998,19625,11578,11993,23572,193845,202817,396659,202456,211812,414260,201535,209956,411492,24962,25577,50539,28312,29336,57653,29672,31568,61240,214121,224043,438166,221986,232133,454119,220342,230075,450411,7972,8707,16681,10556,11591,22149,12895,14397,27294,211074,221374,432448,219832,230664,450499,221540,232315,453855
7,99372,93532,192899,109519,102428,211943,118570,110266,228833,8121,7749,15866,8831,8286,17119,9005,8623,17630,16398,15346,31740,16390,15630,32022,16463,15386,31845,7457,6827,14283,7854,6970,14819,7476,6597,14077,7726,7355,15084,8981,7854,16840,8850,7795,16644,15886,16175,32056,18556,18003,36556,21992,21045,43036,15930,15231,31152,16760,16395,33161,17847,16781,34630,13617,12859,26475,14637,13936,28577,16238,15072,31310,9375,7578,16953,11105,9642,20754,12108,11193,23296,3488,2833,6315,4722,3839,8567,6312,5349,11661,1163,1207,2371,1410,1428,2833,1891,1878,3771,218,380,594,255,441,693,392,545,938,3278,3385,6661,2963,3196,6162,5093,3887,8980,25374,26327,51705,26922,27653,54571,27889,27919,55805,340,272,616,368,303,675,392,347,744,655,688,1348,748,785,1532,848,851,1699,26369,27295,53661,28037,28741,56779,29129,29118,58248,76101,72066,148169,81338,76690,158033,81677,75851,157533,13285,13254,26539,17627,17553,35177,22636,22767,45403,65750,61527,127282,68936,64083,133015,69200,63434,132634,21769,22950,44722,27484,29195,56680,33063,34491,67559,83678,80461,164139,89297,85780,175076,92335,87634,179967
8,159654,164382,324034,176747,180477,357218,195739,201653,397397,10311,9818,20126,12388,11458,23843,13901,12898,26795,21232,20575,41803,21820,20679,42496,24619,23063,47684,12211,11376,23584,12363,11634,23998,12366,12145,24507,14133,13447,27578,15638,15109,30752,15863,15565,31430,24817,25482,50301,28997,29247,58248,32435,33679,66119,23892,25026,48918,26151,26783,52928,28940,29460,58407,22108,23896,46006,23277,24729,48008,25003,25979,50989,16851,17301,34154,18841,19944,38784,19908,21597,41506,8239,9003,17245,10422,11246,21663,13946,15506,29453,4707,6159,10868,5196,6468,11666,6445,7916,14363,1154,2293,3446,1657,3174,4830,2316,3841,6158,1400,1517,2919,1746,1910,3656,2095,2777,4878,1787,1813,3603,2478,2377,4859,3087,3051,6140,85,80,164,97,86,190,88,92,183,54,52,104,75,58,138,96,93,183,1927,1943,3876,2656,2531,5184,3267,3236,6508,116576,119883,236459,126433,128617,255052,134014,136021,270037,34107,36259,70366,41801,44522,86324,50617,54552,105161,129246,133205,262450,137596,140446,278042,143048,145943,288986,22676,24492,47164,31056,33615,64668,41487,45182,86669,142548,147596,290146,154792,158961,313753,165648,170301,335949
9,1261,1052,2320,1967,1061,3029,2462,2120,4587,72,86,154,79,66,142,140,126,262,201,194,396,180,180,360,281,269,547,66,56,121,107,51,164,106,110,215,86,67,155,202,68,273,136,72,210,155,133,289,579,143,723,330,244,573,216,199,412,275,177,445,345,296,642,201,177,376,241,189,426,376,334,711,182,89,276,210,130,344,364,350,709,73,36,103,78,45,120,263,214,478,5,12,16,11,18,32,95,91,182,10,4,11,5,0,3,28,33,58,53,20,73,17,22,41,58,55,118,110,106,210,117,121,236,105,110,215,7,6,12,5,0,8,4,3,13,0,0,0,0,0,4,0,3,3,116,111,225,120,126,246,115,118,231,779,699,1475,784,694,1475,1313,1215,2535,364,307,671,962,299,1265,832,646,1480,549,428,972,524,418,945,896,833,1732,605,597,1201,638,587,1222,1062,1068,2129,972,851,1825,992,841,1830,1714,1594,3305
