STE_CODE_2016,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Govt_C16_M,Infan_Prim_Govt_C16_F,Infan_Prim_Govt_C16_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Infan_Prim_Cath_C16_M,Infan_Prim_Cath_C16_F,Infan_Prim_Cath_C16_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Pri_Oth_No_Gov_C16_M,Inf_Pri_Oth_No_Gov_C16_F,Inf_Pri_Oth_No_Gov_C16_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Inf_Primary_Tot_C16_M,Inf_Primary_Tot_C16_F,Inf_Primary_Tot_C16_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Sec_Tot_C16_M,Sec_Tot_C16_F,Sec_Tot_C16_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_15_24_C16_M,Tech_FTS_15_24_C16_F,Tech_FTS_15_24_C16_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_FTS_25ove_C16_M,Tech_FTS_25ove_C16_F,Tech_FTS_25ove_C16_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Tech_PTS_15_24_C16_M,Tech_PTS_15_24_C16_F,Tech_PTS_15_24_C16_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Techn_PTS_25over_C16_M,Techn_PTS_25over_C16_F,Techn_PTS_25over_C16_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tec_F_Pt_stu_st_ns_C16_M,Tec_F_Pt_stu_st_ns_C16_F,Tec_F_Pt_stu_st_ns_C16_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,Tech_Tot_C16_M,Tech_Tot_C16_F,Tech_Tot_C16_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_15_24_16_C_M,U_Ft_s_15_24_16_C_F,U_Ft_s_15_24_16_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Ft_s_25over_16_C_M,U_Ft_s_25over_16_C_F,U_Ft_s_25over_16_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_15_24_16_C_M,U_Pt_s_15_24_16_C_F,U_Pt_s_15_24_16_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_Pt_s_25over_16_C_M,U_Pt_s_25over_16_C_F,U_Pt_s_25over_16_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_F_Pt_s_s_ns_16_C_M,U_F_Pt_s_s_ns_16_C_F,U_F_Pt_s_s_ns_16_C_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,U_Tot_C16_M,U_Tot_C16_F,U_Tot_C16_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F
1,59750,54273,114023,65859,60747,126603,69074,62969,132047,193523,182437,375963,192013,180063,372074,215390,202074,417465,58028,56416,114441,58733,56995,115728,61456,60637,122099,29105,27640,56743,31742,29805,61544,34787,32819,67611,280652,266492,547146,282485,266863,549346,311633,295536,607171,134480,132105,266591,137488,133694,271181,136348,132910,269249,52376,52189,104568,54736,54677,109410,59322,58369,117689,33522,33535,67066,35858,35480,71343,40419,39496,79915,220377,217837,438218,228081,223848,451935,236087,230771,466858,14373,14922,29295,14489,14540,29029,10637,11719,22356,6593,11442,18040,8848,16035,24886,9415,16601,26015,31563,16007,47571,28799,15340,44143,23906,13194,37100,25325,37931,63257,26408,41382,67792,21209,35973,57178,1418,1243,2660,1149,1012,2164,732,707,1445,79278,81541,160820,79703,88303,168003,65909,78196,144103,54069,67748,121815,70133,86654,156784,91510,106327,197840,16977,19264,36245,22849,26911,49762,33631,38320,71955,7451,9423,16874,8953,11139,20091,11513,13913,25427,26547,35690,62234,30102,44416,74516,30444,48855,79296,893,983,1877,887,1029,1922,711,903,1613,105932,133106,239039,132927,170142,303070,167817,208318,376133,5192,6481,11673,7548,8923,16469,10728,13450,24175,9881,19734
2,40473,37622,78097,46597,43215,89820,49380,45587,94970,141637,131806,273444,141327,130671,271995,162852,151027,313881,44482,43488,87967,46767,46407,93173,51860,50916,102778,19803,19876,39684,22580,23266,45851,25692,26349,52041,205926,195168,401095,210669,200345,411016,240402,228296,468702,98702,95606,194308,99439,94336,193776,103536,97636,201166,36575,39042,75612,40107,42123,82224,43643,45360,88999,31610,32031,63638,34159,35308,69461,36511,37462,73973,166884,166678,333558,173698,171768,345465,183685,180457,364142,15467,13995,29462,16193,14886,31087,13024,12418,25440,5033,7394,12421,7636,10491,18131,8251,12512,20768,16673,7771,24449,18036,9283,27313,14771,7412,22178,14057,20337,34388,16355,23659,40013,14413,19964,34373,945,637,1582,819,591,1412,502,422,925,52176,50128,102307,59036,58912,117952,50951,52733,103685,50370,61531,111905,61671,76152,137816,85336,99922,185256,13658,15246,28909,18535,22902,41433,29274,34412,63689,4299,6289,10590,5279,7806,13086,7297,9692,16989,18768,27392,46162,19948,32848,52793,21513,36314,57827,747,723,1462,717,701,1415,532,755,1289,87841,111178,199023,106146,140404,246549,143954,181094,325051,5029,5750,10771,7849,8619,16469,10046,11910,21950,8389,17008
3,30623,28119,58750,26181,24436,50611,29424,27216,56639,127832,120503,248335,134132,124481,258616,143027,133438,276468,30430,29175,59604,37121,35590,72714,37005,36838,73844,20491,20088,40573,24296,24156,48448,25231,24969,50202,178753,169763,348516,195551,184225,379781,205259,195251,400511,73721,71742,145466,78698,75432,154132,90392,85747,176138,22299,22781,45081,26061,25907,51966,32321,30755,63080,22578,23559,46139,25869,26584,52452,29571,29361,58927,118600,118086,236682,130624,127929,258554,152283,145862,298146,5336,5989,11325,6897,7296,14190,6335,7484,13823,2622,5348,7966,3956,7330,11292,5171,10381,15551,10817,7680,18504,10177,8295,18471,8429,7433,15870,10448,18847,29297,11854,22511,34367,10599,20491,31090,547,468,1012,474,437,912,308,348,657,29775,38333,68106,33361,45876,79243,30849,46138,76992,28805,39605,68413,36245,50246,86494,46004,59414,105412,9868,13450,23321,13125,18510,31633,18125,24349,42468,4023,5912,9932,4548,7081,11625,5568,8557,14129,14079,21340,35417,15751,27110,42860,18086,32394,50483,348,412,762,372,445,815,291,436,730,57128,80715,137846,70041,103391,173432,88080,125146,213221,2556,3305,5865,4122,4664,8790,5599,7342,12943,5119,10972
4,9585,8991,18577,10493,10089,20579,10412,9880,20292,48396,45111,93508,45602,42178,87779,49026,45501,94526,12638,12804,25447,13169,12996,26164,13268,12932,26196,10401,10158,20557,11356,11242,22599,11329,11253,22589,71438,68074,139515,70127,66409,136539,73621,69685,143307,26632,25405,52037,26635,25590,52220,27086,25631,52721,8410,8915,17322,9264,9643,18906,9601,9881,19484,8854,9084,17938,9788,10041,19825,10572,10482,21053,43896,43403,87298,45680,45272,90949,47262,45996,93259,2728,2858,5583,3068,3156,6220,2648,2754,5410,1464,2538,3997,2151,3701,5855,2431,4180,6608,4865,3232,8101,4423,3232,7659,3360,2713,6074,5741,8879,14624,5713,9010,14715,4877,8164,13043,237,203,442,217,177,390,128,126,259,15026,17717,32751,15570,19275,34845,13445,17943,31394,12184,15531,27713,15257,19349,34609,18839,22955,41795,4284,5111,9393,5682,6928,12614,7604,9155,16761,1248,1799,3046,1385,2225,3612,1890,2475,4368,5295,7969,13265,5668,9105,14774,5717,9843,15559,164,150,316,169,181,353,110,188,296,23169,30559,53729,28157,37795,65955,34162,44621,78780,1069,1583,2654,1578,1896,3469,1798,2241,4044,2248,4596
5,14012,13162,27173,16635,15790,32430,15645,14605,30247,61591,56854,118445,66939,62359,129300,75089,69898,144988,16107,15868,31977,16866,16715,33578,18532,18336,36865,9774,9671,19446,12941,12808,25743,14043,14001,28046,87478,82395,169873,96741,91886,188624,107654,102235,209889,34338,33152,67493,33216,30858,64074,45471,42701,88176,11989,12410,24393,14637,15097,29741,16923,17144,34065,12021,12461,24482,14719,15148,29866,17351,17419,34773,58347,58013,116368,62572,61113,123683,79743,77271,157010,4704,4871,9579,5778,5249,11024,5409,4891,10302,1686,3296,4990,2933,4677,7610,3761,5808,9567,7431,3761,11190,7420,4139,11562,5972,3688,9663,5735,8705,14439,6884,11182,18065,6270,10609,16882,334,247,582,294,204,501,222,197,418,19889,20882,40770,23310,25447,48761,21640,25197,46835,17178,21434,38613,21761,26889,48653,24753,28749,53499,5052,6744,11795,6653,8519,15168,9524,11967,21494,1812,2526,4339,2347,3604,5952,3086,4243,7324,7086,10791,17873,8359,13356,21722,8989,15060,24051,228,243,477,213,224,442,178,274,447,31356,41740,73090,39343,52600,91935,46521,60290,106811,1266,1513,2779,2145,2139,4281,3004,3423,6428,2257,4615
6,2056,1968,4024,2186,2029,4215,1933,1803,3736,16933,15719,32651,15500,14550,30052,16197,15035,31234,3580,3636,7213,3836,3830,7668,4012,4064,8077,2030,1895,3924,2212,2138,4350,2266,2196,4467,22535,21244,43782,21552,20516,42071,22482,21298,43778,9779,9540,19318,9405,8768,18173,9339,8635,17971,2770,2964,5735,3065,3412,6482,3237,3398,6630,2478,2387,4866,2505,2444,4953,2438,2401,4840,15020,14897,29916,14975,14629,29608,15019,14430,29443,1597,1762,3353,2020,2158,4172,1570,1633,3200,476,892,1369,586,1047,1632,589,1028,1619,1710,969,2678,1691,1025,2714,1291,888,2184,1959,2902,4864,1700,2525,4222,1343,2196,3543,91,85,177,74,57,131,48,37,86,5837,6605,12436,6066,6800,12866,4837,5789,10630,3049,3796,6849,3360,4121,7479,3637,4204,7839,1262,1499,2762,1451,1848,3299,1911,2210,4118,292,402,695,342,571,907,368,575,938,1381,2408,3793,1597,3180,4785,1704,3584,5281,37,34,68,29,37,61,24,42,68,6019,8145,14162,6779,9755,16529,7641,10609,18250,259,389,649,355,490,848,397,511,910,480,1097
7,1487,1330,2811,1708,1630,3339,1869,1841,3707,7883,7347,15228,7790,7383,15168,7833,7326,15160,1292,1257,2547,1280,1303,2588,1388,1244,2632,978,951,1921,1062,1086,2153,1287,1280,2570,10149,9550,19699,10138,9774,19906,10512,9844,20355,3434,3295,6733,4181,3822,8006,4247,3984,8233,734,771,1503,905,873,1779,1081,990,2070,886,870,1754,1354,1473,2825,1403,1502,2911,5045,4938,9986,6441,6167,12605,6738,6475,13208,146,112,257,152,91,245,170,129,303,76,105,179,126,180,308,143,212,351,390,244,634,414,310,723,344,268,608,426,669,1093,602,827,1431,625,1106,1728,18,8,29,17,13,24,24,23,49,1058,1141,2192,1318,1412,2726,1308,1737,3045,401,670,1072,480,747,1232,728,929,1659,356,622,979,436,711,1146,699,1096,1801,205,347,554,261,460,715,243,438,677,1128,2044,3167,1133,2419,3554,1252,2612,3864,24,19,40,16,20,33,15,29,43,2106,3712,5820,2323,4355,6679,2946,5103,8054,146,157,303,222,237,459,205,209,417,252,546
8,2199,2124,4322,2785,2412,5204,3109,2791,5904,8524,8221,16742,8530,8068,16598,10719,10011,20728,3840,3699,7541,3827,3624,7450,4216,3906,8123,1337,1327,2660,1819,1842,3662,2002,1964,3969,13697,13242,26942,14174,13535,27709,16944,15882,32822,6530,6224,12757,6326,6059,12384,6909,6704,13606,3328,3241,6567,3333,3298,6638,3295,3074,6372,1837,1821,3659,2035,2057,4100,2066,2139,4207,11692,11284,22981,11694,11420,23113,12269,11918,24186,889,953,1840,790,824,1623,597,606,1205,287,452,730,433,637,1067,593,777,1374,1417,822,2236,1441,892,2331,1183,768,1949,1485,2221,3708,1760,2340,4100,1438,2155,3596,49,51,96,36,25,64,29,24,51,4128,4488,8618,4462,4718,9181,3835,4329,8163,5061,5561,10621,6704,7271,13981,8148,9004,17152,1869,1796,3658,2358,2193,4556,3390,3127,6518,587,729,1319,682,943,1628,765,976,1742,3065,3956,7024,3522,4559,8084,3685,5096,8780,45,40,87,59,39,94,43,51,93,10630,12081,22709,13329,15010,28338,16021,18265,34291,494,278,777,497,288,786,459,441,895,673,1118
9,18,24,46,23,15,38,44,34,74,122,105,226,96,98,195,176,167,348,0,0,0,0,0,0,0,0,0,0,5,5,7,7,12,4,0,4,123,107,234,104,103,211,177,167,345,60,73,138,65,62,126,113,127,240,0,0,0,0,4,3,0,0,3,0,0,0,3,0,3,0,9,6,62,78,142,71,63,131,118,130,247,0,3,5,0,3,3,0,0,0,0,0,0,0,0,5,3,4,6,5,3,6,3,0,4,8,0,10,5,15,21,3,14,16,9,8,17,0,0,0,0,0,0,0,0,0,10,20,33,6,16,27,19,14,36,3,3,4,0,3,6,3,4,4,0,0,0,0,0,3,3,7,4,0,0,0,0,0,0,0,0,0,4,9,17,3,14,17,8,11,25,0,0,3,0,0,0,0,0,0,10,13,23,12,19,32,18,24,42,8,9,14,5,0,5,7,3,9,0,10
