STE_CODE_2016,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_T_T_labo_for,C16_F_Tot_Notin_LF,C16_F_Tot_LF_NS,C16_F_T_T,C06_P_15_19_Em_FT,C06_P_15_19_Em_PT,C06_P_15_19_Em_AFW,C06_P_15_19_Em_Hrs_NS,C06_P_15_19_Em_Tot,C06_P_15_19_Unem_Look_FT,C06_P_15_19_Unem_Look_PT,C06_P_15_19_Unem_Tot,C06_P_15_19_Tot_LF,C06_P_15_19_Notin_LF,C06_P_15_19_LF_NS,C06_P_15_19_Tot,C06_P_20_24_Em_FT,C06_P_20_24_Em_PT,C06_P_20_24_Em_AFW,C06_P_20_24_Em_Hrs_NS,C06_P_20_24_Em_Tot,C06_P_20_24_Unem_Look_FT,C06_P_20_24_Unem_Look_PT,C06_P_20_24_Unem_Tot,C06_P_20_24_Tot_LF,C06_P_20_24_Notin_LF,C06_P_20_24_LF_NS,C06_P_20_24_Tot,C06_P_25_29_Em_FT,C06_P_25_29_Em_PT,C06_P_25_29_Em_AFW,C06_P_25_29_Em_Hrs_NS,C06_P_25_29_Em_Tot,C06_P_25_29_Unem_Look_FT,C06_P_25_29_Unem_Look_PT,C06_P_25_29_Unem_Tot,C06_P_25_29_Tot_LF,C06_P_25_29_Notin_LF,C06_P_25_29_LF_NS,C06_P_25_29_Tot,C06_P_30_34_Em_FT,C06_P_30_34_Em_PT,C06_P_30_34_Em_AFW,C06_P_30_34_Em_Hrs_NS,C06_P_30_34_Em_Tot,C06_P_30_34_Unem_Look_FT,C06_P_30_34_Unem_Look_PT,C06_P_30_34_Unem_Tot,C06_P_30_34_Tot_LF,C06_P_30_34_Notin_LF,C06_P_30_34_LF_NS,C06_P_30_34_Tot,C06_P_35_39_Em_FT,C06_P_35_39_Em_PT,C06_P_35_39_Em_AFW,C06_P_35_39_Em_Hrs_NS,C06_P_35_39_Em_Tot,C06_P_35_39_Unem_Look_FT,C06_P_35_39_Unem_Look_PT,C06_P_35_39_Unem_Tot,C06_P_35_39_Tot_LF,C06_P_35_39_Notin_LF,C06_P_35_39_LF_NS,C06_P_35_39_Tot,C06_P_40_44_Em_FT,C06_P_40_44_Em_PT,C06_P_40_44_Em_AFW,C06_P_40_44_Em_Hrs_NS,C06_P_40_44_Em_Tot,C06_P_40_44_Unem_Look_FT,C06_P_40_44_Unem_Look_PT,C06_P_40_44_Unem_Tot,C06_P_40_44_Tot_LF,C06_P_40_44_Notin_LF,C06_P_40_44_LF_NS,C06_P_40_44_Tot,C06_P_45_49_Em_FT,C06_P_45_49_Em_PT,C06_P_45_49_Em_AFW,C06_P_45_49_Em_Hrs_NS,C06_P_45_49_Em_Tot,C06_P_45_49_Unem_Look_FT,C06_P_45_49_Unem_Look_PT,C06_P_45_49_Unem_Tot,C06_P_45_49_Tot_LF,C06_P_45_49_Notin_LF,C06_P_45_49_LF_NS,C06_P_45_49_Tot,C06_P_50_54_Em_FT,C06_P_50_54_Em_PT,C06_P_50_54_Em_AFW,C06_P_50_54_Em_Hrs_NS,C06_P_50_54_Em_Tot,C06_P_50_54_Unem_Look_FT,C06_P_50_54_Unem_Look_PT,C06_P_50_54_Unem_Tot,C06_P_50_54_Tot_LF,C06_P_50_54_Notin_LF,C06_P_50_54_LF_NS,C06_P_50_54_Tot,C06_P_55_59_Em_FT,C06_P_55_59_Em_PT,C06_P_55_59_Em_AFW,C06_P_55_59_Em_Hrs_NS,C06_P_55_59_Em_Tot,C06_P_55_59_Unem_Look_FT,C06_P_55_59_Unem_Look_PT,C06_P_55_59_Unem_Tot,C06_P_55_59_Tot_LF,C06_P_55_59_Notin_LF,C06_P_55_59_LF_NS,C06_P_55_59_Tot,C06_P_60_64_Em_FT,C06_P_60_64_Em_PT,C06_P_60_64_Em_AFW,C06_P_60_64_Em_Hrs_NS,C06_P_60_64_Em_Tot,C06_P_60_64_Unem_Look_FT,C06_P_60_64_Unem_Look_PT,C06_P_60_64_Unem_Tot,C06_P_60_64_Tot_LF,C06_P_60_64_Notin_LF,C06_P_60_64_LF_NS,C06_P_60_64_Tot,C06_P_65_69_Em_FT,C06_P_65_69_Em_PT,C06_P_65_69_Em_AFW,C06_P_65_69_Em_Hrs_NS,C06_P_65_69_Em_Tot,C06_P_65_69_Unem_Look_FT,C06_P_65_69_Unem_Look_PT,C06_P_65_69_Unem_Tot,C06_P_65_69_Tot_LF,C06_P_65_69_Notin_LF,C06_P_65_69_LF_NS,C06_P_65_69_Tot,C06_P_70_74_Em_FT,C06_P_70_74_Em_PT,C06_P_70_74_Em_AFW,C06_P_70_74_Em_Hrs_NS,C06_P_70_74_Em_Tot,C06_P_70_74_Unem_Look_FT,C06_P_70_74_Unem_Look_PT,C06_P_70_74_Unem_Tot,C06_P_70_74_Tot_LF,C06_P_70_74_Notin_LF,C06_P_70_74_LF_NS,C06_P_70_74_Tot,C06_P_75ov_Em_FT,C06_P_75ov_Em_PT,C06_P_75ov_Em_Aw_fr_w,C06_P_75ov_Emp_H_wor_ns,C06_P_75ov_Em_Tot,C06_P_75ov_Unem_Lo_ft_wor,C06_P_75ov_Unem_Lo_pt_wor,C06_P_75ov_Unemp_Tot,C06_P_75ov_Tot_lab_for,C06_P_75over_N_lab_forc,C06_P_75over_LF_NS,C06_P_75over_Tot,C06_P_Tot_Em_FT,C06_P_Tot_Em_PT,C06_P_Tot_Em_AFW,C06_P_Tot_Em_Hrs_NS,C06_P_Tot_Em_Tot,C06_P_Tot_Unem_Look_FT,C06_P_Tot_Unem_Look_PT,C06_P_Tot_Unem_Tot,C06_P_T_T_labo_for,C06_P_Tot_Notin_LF,C06_P_Tot_LF_NS,C06_P_T_T,C11_P_15_19_Em_FT,C11_P_15_19_Em_PT,C11_P_15_19_Em_AFW,C11_P_15_19_Em_Hrs_NS,C11_P_15_19_Em_Tot,C11_P_15_19_Unem_Look_FT,C11_P_15_19_Unem_Look_PT,C11_P_15_19_Unem_Tot,C11_P_15_19_Tot_LF,C11_P_15_19_Notin_LF,C11_P_15_19_LF_NS,C11_P_15_19_Tot,C11_P_20_24_Em_FT,C11_P_20_24_Em_PT,C11_P_20_24_Em_AFW,C11_P_20_24_Em_Hrs_NS,C11_P_20_24_Em_Tot,C11_P_20_24_Unem_Look_FT,C11_P_20_24_Unem_Look_PT,C11_P_20_24_Unem_Tot,C11_P_20_24_Tot_LF,C11_P_20_24_Notin_LF,C11_P_20_24_LF_NS,C11_P_20_24_Tot
1,1601282,46849,59397,106247,1707533,1211012,201292,3119834,52313,103533,7468,9105,172418,14738,15840,30578,202997,213522,23344,439863,175656,92788,8768,11307,288511,18859,10647,29505,318019,82092,31747,431855,223768,60304,10687,8481,303243,13990,5760,19746,322989,68525,32633,424153,236545,76562,14178,8288,335569,12131,5845,17978,353550,81672,31669,466887,230066,91359,12033,8915,342375,11677,6582,18260,360635,84921,29120,474681,240571,98376,10038,9371,358360,11780,6414,18198,376553,78613,27987,483155,245087,92942,10135,8888,357048,11022,5280,16299,373342,75789,26101,475231,212223,78278,10224,7229,307948,9142,4172,13317,321267,84741,23094,429105,157823,67899,9859,5522,241099,7189,3812,11005,252108,127747,22068,401922,73414,45270,5762,3083,127537,4024,2654,6678,134210,164856,18564,317623,21486,20760,2408,1423,46079,341,607,944,47028,189704,17694,254423,6137,8633,1007,754,16530,103,212,316,16844,176066,17992,210902,4539,6010,970,1202,12720,171,168,336,13053,372774,54625,440451,1879627,842713,103525,83577,2909444,115165,67995,183156,3092604,1801010,356646,5250262,43168,104626,7682,6204,161681,12513,20189,32700,194381,229089,19951,443415,165460,107537,10021,9293,292306,19635,14118,33752,326063,96886,26736,449684
2,1296007,38970,53428,92396,1388406,947863,155941,2492203,32806,88398,4854,7050,133101,8457,13242,21700,154802,164392,15988,335183,132390,81857,6654,8851,229755,13759,9174,22939,252691,64620,21405,338711,180253,46540,8055,6167,241012,10324,4230,14562,255573,48235,20019,323828,183630,58613,11102,6218,259561,8940,4054,12994,272552,61993,19503,354053,182741,75751,10189,6853,275537,8210,4477,12690,288226,67436,19380,375041,184345,79015,8170,7051,278585,7893,4329,12224,290811,57523,17974,366304,187847,73843,7977,6858,276518,7330,3424,10753,287272,52423,16801,356498,164001,61256,8692,5624,239564,6455,2672,9132,248696,58989,15331,323017,118637,55057,8022,4201,185924,5082,2631,7719,193636,92205,15038,300888,55683,35846,5152,2447,99132,2667,1725,4395,103529,117095,12978,233598,15662,15963,2001,1101,34726,227,372,594,35324,140150,12879,188348,4228,6275,813,569,11895,73,131,200,12100,131450,13633,157179,3238,4183,810,896,9127,129,137,263,9392,273856,46131,329378,1445460,682602,82495,63887,2274447,79562,50596,130159,2404604,1330370,247062,3982037,28407,89459,5230,5055,128151,7658,17545,25202,153347,178152,13836,345338,134624,97893,8242,7890,248648,14519,11938,26454,275105,80258,19750,375108
3,1026477,39543,41924,81469,1107939,695490,133693,1937126,45305,82353,4308,6643,138608,8161,9351,17520,156124,98956,15219,270300,123578,56854,5394,6348,192181,9709,5122,14838,207016,42516,19369,268905,132878,38501,6423,4796,182599,6545,3137,9684,192282,39646,17018,248949,139656,48564,8216,5016,201451,5691,3244,8934,210380,47764,16506,274655,143491,57668,7319,5457,213932,5249,3570,8818,222754,47958,16430,287141,149745,59532,6385,5452,221113,5193,3210,8400,229515,42441,16471,288429,150946,54892,6461,5160,217463,4731,2447,7186,224648,41578,15721,281948,131005,46615,6867,4086,188576,4124,2034,6161,194733,48041,14469,257241,98338,41588,6246,3198,149369,3427,1913,5336,154703,77328,13704,245734,47560,25928,3684,1915,79084,1992,1332,3317,82404,98038,11369,191810,12576,11207,1250,878,25912,188,296,486,26401,109653,10374,146426,3455,4194,465,456,8573,65,89,153,8730,94138,10141,113003,2353,2612,486,691,6132,65,64,127,6263,183782,33422,223463,1180891,530501,63506,50096,1824998,55142,35811,90951,1915945,971827,210220,3097997,37856,87386,4905,4897,135042,11985,14983,26969,162010,117438,14467,293919,121269,66993,7015,5626,200906,14417,7701,22123,223032,52306,18510,293845
4,358582,11902,14421,26328,384911,285630,37533,708074,12302,28114,1618,2151,44184,3279,3900,7185,51367,45126,4263,100757,41253,24325,2383,2355,70319,4267,2170,6438,76754,18428,4926,100106,46308,15002,2604,1593,65504,3067,1179,4247,69752,14915,4186,88855,46971,18838,3261,1656,70732,2494,1181,3680,74412,18312,4173,96890,50518,23969,3131,1902,79515,2472,1345,3814,83335,19678,4660,107673,54626,25888,2795,1841,85153,2509,1216,3727,88881,17883,4629,111393,58539,24123,3137,1906,87703,2038,954,2998,90695,17436,4537,112671,52461,20612,3178,1518,77770,1708,768,2481,80252,19846,4119,104216,39140,18466,2929,1180,61715,1327,765,2095,63810,32144,3971,99921,17686,11326,1578,657,31247,709,549,1254,32505,41933,3464,77902,4346,4834,600,306,10084,53,91,150,10230,48739,3485,62454,1155,1855,213,198,3427,26,25,54,3481,45376,3784,52642,866,1187,214,288,2548,27,32,61,2609,101998,13426,118028,426181,218542,27635,17542,689897,23985,14193,38176,728073,441818,63621,1233516,9740,29910,1762,1480,42892,3213,5068,8282,51174,48407,3668,103248,38168,27899,2663,1898,70624,4973,3181,8154,78782,22263,4546,105588
5,538133,20286,23618,43906,582044,352667,69337,1004041,25400,39870,2368,3654,71297,3115,3872,6988,78285,52880,8826,139994,60827,29350,3289,3627,97091,3546,2288,5830,102925,22830,10267,136019,66649,18318,3691,2627,91289,2650,1308,3952,95237,20131,9448,124816,67149,23438,4694,2585,97864,2273,1332,3603,101470,25784,9368,136620,70298,30374,4653,2676,108003,2291,1485,3776,111775,26050,10049,147875,74654,32020,4271,2858,113806,2004,1418,3420,117228,21892,9646,148762,76653,30028,4523,2732,113926,1937,1140,3074,117002,19957,8963,145926,68242,25622,4768,2191,100817,1488,841,2327,103149,22478,8153,133778,51709,22319,4066,1639,79737,1185,818,2003,81735,33855,7219,122808,23589,14243,2299,967,41098,745,571,1321,42412,42305,5776,90497,6133,6513,860,466,13975,89,137,221,14195,51684,5144,71026,1392,2397,298,196,4278,19,41,68,4348,46811,4762,55917,983,1460,216,294,2951,30,45,70,3020,91598,13995,108617,593676,275951,40002,26509,936130,21366,15291,36660,972791,478243,111620,1562653,21795,40733,2786,2416,67730,4574,5965,10534,78264,61974,7966,148209,67599,35581,4466,2977,110613,5660,3695,9353,119974,27932,11112,159011
6,106099,3072,3804,6875,112972,89930,13596,216496,4713,7874,521,668,13772,1318,1278,2594,16364,15038,1421,32821,11472,6317,786,637,19211,1659,684,2344,21555,5974,1417,28945,11918,4368,763,487,17536,1081,421,1498,19033,5084,1141,25255,12543,6067,1064,505,20183,910,448,1358,21533,5989,1260,28783,14390,7761,979,563,23687,912,454,1365,25052,6194,1393,32641,16123,8234,927,652,25935,897,453,1345,27284,5614,1355,34255,17964,7932,1016,647,27562,849,374,1217,28783,5963,1450,36199,15765,6926,1011,501,24196,743,311,1057,25257,7281,1300,33832,11127,6027,1014,422,18582,615,338,952,19539,11824,1311,32677,4944,3421,560,218,9150,371,239,606,9755,14907,1243,25909,1248,1511,215,115,3085,14,34,50,3129,16454,1219,20805,316,587,73,60,1028,10,11,18,1050,14205,1397,16645,304,359,64,82,803,11,5,22,825,28590,4277,33691,122815,67383,9003,5545,204739,9384,5038,14423,219159,143108,20188,382453,3882,8308,625,406,13223,1238,1463,2696,15923,15588,1173,32687,11092,6964,829,453,19339,1665,786,2451,21796,6543,1247,29578
7,47597,2216,1225,3439,51039,24940,10284,86254,2065,2950,206,325,5545,360,290,649,6195,6302,1794,14283,6357,2178,316,412,9266,452,174,627,9891,3333,1859,15084,7318,2041,455,323,10139,380,157,542,10679,3199,1811,15689,7477,2337,555,333,10705,367,140,508,11207,3294,1863,16370,7666,2541,535,316,11050,294,139,433,11485,2939,1737,16166,7635,2170,484,274,10574,266,100,363,10935,2318,1731,14994,7551,1931,428,268,10173,206,77,282,10455,2031,1601,14088,6618,1433,450,216,8712,161,58,219,8934,2056,1398,12390,4613,1246,393,163,6414,146,75,220,6634,2552,1087,10269,2034,823,186,100,3144,59,56,110,3258,2672,755,6686,568,357,81,45,1048,14,14,28,1081,2482,478,4037,102,107,14,13,241,3,0,3,240,1693,341,2280,77,67,10,18,170,8,3,9,182,2281,504,2966,60090,20179,4103,2807,87179,2716,1286,4006,91182,37147,16959,145290,2192,2676,204,262,5325,525,403,931,6261,6989,1573,14819,7136,2098,567,362,10165,711,240,944,11111,3935,1791,16840
8,100905,1938,2871,4808,105719,50674,9306,165694,3104,7782,436,465,11781,421,1084,1507,13288,9364,940,23584,12571,7332,555,516,20978,626,593,1213,22191,3881,1508,27578,15525,3633,868,381,20401,408,231,634,21037,2808,1400,25239,14606,4022,1211,425,20255,349,204,557,20810,3066,1183,25060,14181,4759,1002,351,20299,298,187,482,20776,2975,1016,24770,14498,4544,789,388,20213,301,177,484,20695,2415,1035,24147,15209,4079,759,352,20396,271,145,416,20814,2218,940,23971,13717,3429,782,300,18232,245,91,335,18566,2596,867,22030,9379,3598,679,196,13857,173,116,293,14149,5244,823,20214,3940,2274,424,98,6740,100,119,216,6956,6410,578,13946,868,1074,121,42,2104,12,29,39,2139,7127,527,9794,217,384,35,20,648,3,13,15,670,6315,466,7452,143,194,18,25,384,0,7,7,390,12664,1256,14315,117945,47106,7684,3551,176286,3215,2991,6207,182487,67078,12542,262107,2843,7769,535,351,11506,415,1278,1689,13198,9825,979,23998,12987,7830,875,430,22122,636,915,1548,23674,5282,1793,30752
9,982,20,12,34,1014,513,203,1730,15,8,0,3,30,8,8,11,43,69,7,121,76,15,6,4,98,12,5,11,111,23,14,155,81,19,0,0,95,6,0,8,104,20,13,143,65,29,3,4,96,8,0,6,105,32,15,152,108,29,3,11,149,0,4,3,152,44,7,203,113,30,4,12,159,3,0,7,171,27,21,211,92,41,10,3,145,3,0,3,145,36,8,191,96,21,5,8,121,4,3,5,132,53,8,191,78,16,9,6,100,3,4,6,110,51,9,169,37,10,0,0,46,4,0,4,48,55,5,106,10,0,0,0,11,0,0,0,17,49,8,68,0,3,0,0,3,0,0,0,3,29,3,36,0,0,0,0,3,0,0,0,3,24,0,31,763,216,38,49,1065,41,30,68,1135,512,119,1762,35,12,0,4,52,3,0,8,55,105,3,164,78,11,3,8,99,4,0,4,100,163,10,273
