STE_CODE_2016,C06_F_55_59_Em_FT,C06_F_55_59_Em_PT,C06_F_55_59_Em_AFW,C06_F_55_59_Em_Hrs_NS,C06_F_55_59_Em_Tot,C06_F_55_59_Unem_Look_FT,C06_F_55_59_Unem_Look_PT,C06_F_55_59_Unem_Tot,C06_F_55_59_Tot_LF,C06_F_55_59_Notin_LF,C06_F_55_59_LF_NS,C06_F_55_59_Tot,C06_F_60_64_Em_FT,C06_F_60_64_Em_PT,C06_F_60_64_Em_AFW,C06_F_60_64_Em_Hrs_NS,C06_F_60_64_Em_Tot,C06_F_60_64_Unem_Look_FT,C06_F_60_64_Unem_Look_PT,C06_F_60_64_Unem_Tot,C06_F_60_64_Tot_LF,C06_F_60_64_Notin_LF,C06_F_60_64_LF_NS,C06_F_60_64_Tot,C06_F_65_69_Em_FT,C06_F_65_69_Em_PT,C06_F_65_69_Em_AFW,C06_F_65_69_Em_Hrs_NS,C06_F_65_69_Em_Tot,C06_F_65_69_Unem_Look_FT,C06_F_65_69_Unem_Look_PT,C06_F_65_69_Unem_Tot,C06_F_65_69_Tot_LF,C06_F_65_69_Notin_LF,C06_F_65_69_LF_NS,C06_F_65_69_Tot,C06_F_70_74_Em_FT,C06_F_70_74_Em_PT,C06_F_70_74_Em_AFW,C06_F_70_74_Em_Hrs_NS,C06_F_70_74_Em_Tot,C06_F_70_74_Unem_Look_FT,C06_F_70_74_Unem_Look_PT,C06_F_70_74_Unem_Tot,C06_F_70_74_Tot_LF,C06_F_70_74_Notin_LF,C06_F_70_74_LF_NS,C06_F_70_74_Tot,C06_F_75ov_Em_FT,C06_F_75ov_Em_PT,C06_F_75ov_Em_AFW,C06_F_75ov_Em_Hrs_NS,C06_F_75andOver_Em_Tot,C06_F_75over_Unem_Lo_ft_wo,C06_F_75ov_Unem_Lo_pt_wor,C06_F_75andOver_Unemp_Tot,C06_F_75over_Tot_lab_for,C06_F_75over_N_lab_forc,C06_F_75over_LF_NS,C06_F_75over_Tot,C06_F_Tot_Em_FT,C06_F_Tot_Em_PT,C06_F_Tot_Em_AFW,C06_F_Tot_Em_Hrs_NS,C06_F_Tot_Em_Tot,C06_F_Tot_Unem_Look_FT,C06_F_Tot_Unem_Look_PT,C06_F_Tot_Unem_Tot,C06_F_T_T_labo_for,C06_F_Tot_Notin_LF,C06_F_Tot_LF_NS,C06_F_T_T,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Notin_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Notin_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Notin_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Notin_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Notin_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Notin_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Notin_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Notin_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot,C11_F_55_59_Em_FT,C11_F_55_59_Em_PT,C11_F_55_59_Em_AFW,C11_F_55_59_Em_Hrs_NS,C11_F_55_59_Em_Tot,C11_F_55_59_Unem_Look_FT,C11_F_55_59_Unem_Look_PT,C11_F_55_59_Unem_Tot,C11_F_55_59_Tot_LF,C11_F_55_59_Notin_LF,C11_F_55_59_LF_NS,C11_F_55_59_Tot,C11_F_60_64_Em_FT,C11_F_60_64_Em_PT,C11_F_60_64_Em_AFW,C11_F_60_64_Em_Hrs_NS,C11_F_60_64_Em_Tot,C11_F_60_64_Unem_Look_FT,C11_F_60_64_Unem_Look_PT,C11_F_60_64_Unem_Tot,C11_F_60_64_Tot_LF,C11_F_60_64_Notin_LF,C11_F_60_64_LF_NS,C11_F_60_64_Tot,C11_F_65_69_Em_FT,C11_F_65_69_Em_PT,C11_F_65_69_Em_AFW,C11_F_65_69_Em_Hrs_NS,C11_F_65_69_Em_Tot,C11_F_65_69_Unem_Look_FT,C11_F_65_69_Unem_Look_PT,C11_F_65_69_Unem_Tot
1,52234,45810,4690,2302,105033,2115,2103,4218,109251,81540,10156,200945,20278,25394,2561,1190,49420,797,1014,1811,51229,98359,8865,158454,5002,9334,940,537,15809,68,183,255,16059,104549,8858,129462,1454,3255,389,343,5440,33,77,107,5543,95330,9477,110353,1183,2087,411,592,4276,66,69,134,4409,224235,33561,262208,679139,570666,55802,33393,1338996,40770,42237,83010,1422006,1093506,173880,2689393,14425,61355,4197,2959,82934,4814,10430,15244,98177,108032,8979,215190,70670,61455,5502,3881,141512,7487,7324,14813,156323,54498,11914,222735,106245,44606,8665,2918,162431,6031,4307,10337,172767,53420,13290,239468,86190,56083,11792,2305,156364,4587,4319,8900,165271,60332,12119,237720,79737,74198,9273,2540,165749,4329,4938,9269,175011,62671,11525,249210,86082,78104,5746,2846,172785,4244,4871,9116,181898,55943,10767,248615,93670,73445,5224,3033,175375,4390,4020,8411,183784,50517,10250,244548,90790,66212,6168,2719,165882,3724,3221,6949,172829,55876,9988,238693,64804,53417,5701,2015,125936,2300,2410,4706,130642,73591,9271,213508,32108,38609,3915,1419,76044,1072,1669,2738,78786,108827,9037,196652,8769,15453,1521,675,26419,81,345,429
2,37991,38455,4071,1761,82273,1396,1505,2900,85174,60745,7266,153181,14032,20375,2263,965,37633,470,648,1115,38746,72544,6427,117713,3179,6868,803,404,11244,45,116,166,11411,78310,6674,96395,934,2307,304,241,3784,21,39,59,3846,71868,7291,83008,729,1387,321,419,2863,48,67,117,2977,164399,28911,196287,505723,472251,44969,25977,1048913,28806,31684,60483,1109398,816513,123235,2049149,8312,52515,2838,2424,66090,3083,9354,12441,78531,83445,6357,168334,56720,55835,4512,3290,120367,5813,6320,12127,132491,43457,8467,184422,90787,37648,7028,2397,137856,4876,3343,8223,146081,40046,9454,195580,69131,45496,9346,1805,125776,3467,3216,6680,132458,47438,8328,188224,58723,62171,7667,2050,130609,2997,3669,6666,137271,51044,7825,196145,64192,70135,5045,2312,141679,3048,3661,6714,148392,45239,7762,201391,69573,63567,4388,2461,139990,2858,2971,5826,145817,37406,7059,190276,65804,56314,5273,2188,129577,2400,2240,4643,134225,39921,6853,180994,46939,45429,4762,1570,98702,1627,1734,3359,102064,53961,6373,162397,22717,32692,3499,1124,60034,700,1083,1783,61814,82208,6594,150621,5569,12190,1283,572,19611,60,236,296
3,32300,28406,2885,1337,64929,1193,1144,2334,67267,48794,6107,122170,12663,14733,1538,775,29709,394,530,924,30636,58560,5334,94529,2823,4970,502,352,8657,25,84,114,8772,58791,5029,72587,822,1566,187,184,2753,23,25,49,2808,49469,5181,57454,639,849,189,297,1967,27,32,59,2029,107706,20465,130193,419245,368052,33275,19859,840428,21995,23319,45316,885743,590793,99965,1576497,13690,51362,2535,2388,69972,4869,7688,12560,82534,54466,6489,143487,51236,39886,3735,2118,96966,5467,4345,9817,106786,31678,7823,146279,64166,31480,5932,1618,103196,3849,2949,6801,109995,33476,7904,151372,50380,37668,6917,1399,96366,2889,2894,5779,102139,36162,7150,145453,51121,48328,5498,1647,106596,2988,3215,6203,112799,37073,7143,157016,58358,51344,3905,1875,115484,3154,2916,6071,121550,31054,7048,159653,61978,46870,3825,1840,114521,3011,2271,5281,119799,27762,6530,154090,57799,41213,4125,1678,104820,2490,1860,4348,109166,31027,6286,146485,40555,33396,3682,1238,78863,1636,1410,3048,81911,43012,5550,130477,21063,24029,2620,922,48635,732,1011,1741,50378,65438,5585,121406,5280,9172,909,426,15784,67,228,303
4,12874,12998,1422,511,27799,378,407,783,28582,20233,1883,50693,4787,6550,695,277,12306,115,220,336,12642,25166,1778,39587,945,2128,233,102,3404,10,36,45,3451,27032,1804,32287,242,705,94,87,1119,14,7,17,1137,24432,2093,27656,211,372,92,142,811,17,13,27,838,61479,8373,70689,146645,152200,14379,7205,320430,7981,8648,16627,337059,263836,31407,632304,2966,17663,965,730,22323,1293,2690,3988,26311,22242,1619,50167,15310,16258,1431,798,33798,1840,1690,3536,37330,12381,1896,51606,21034,12141,2253,521,35949,1266,1024,2285,38237,11923,1940,52096,15234,14269,2738,435,32674,929,970,1896,34572,12629,1713,48910,14822,18503,2067,521,35922,956,1016,1972,37900,12746,1718,52358,18041,20979,1557,600,41174,917,935,1852,43023,11820,1799,56644,20800,19952,1521,609,42883,855,793,1645,44532,10707,1781,57012,20914,18136,1868,552,41474,725,617,1342,42821,12137,1782,56735,15777,14933,1686,397,32794,463,489,957,33753,16700,1676,52128,7834,10812,1213,342,20196,187,294,481,20676,27230,1833,49743,1762,3934,404,139,6230,18,53,74
5,16086,15689,1906,682,34359,327,487,818,35179,22221,3210,60609,5779,7992,949,380,15103,129,219,348,15454,26159,2659,44268,1273,2803,326,177,4584,17,44,61,4637,28506,2500,35645,316,824,107,80,1325,3,13,18,1345,25211,2473,29026,252,446,83,131,913,9,18,28,941,54515,8404,63857,200236,192636,19418,10349,422636,7744,9949,17691,440326,297878,51945,790142,7850,23918,1436,1123,34323,1900,3087,4980,39300,28857,3583,71737,28655,20349,2202,1158,52365,2113,1945,4056,56418,15984,4422,76823,35792,15735,2980,768,55278,1574,1322,2894,58173,18061,4916,81150,25287,19456,3639,671,49054,1185,1394,2577,51632,20958,4399,76983,22626,25484,2928,799,51834,1109,1475,2587,54424,21464,4310,80198,26550,28902,2359,917,58731,1210,1522,2728,61463,17500,4054,83019,29618,26270,2384,883,59151,1157,1069,2224,61376,14373,3621,79362,28516,22898,2641,814,54868,905,801,1704,56565,15127,3371,75059,20849,19226,2368,663,43107,494,596,1087,44199,20072,3062,67336,10334,13962,1716,427,26446,244,397,639,27081,29810,2879,59773,2479,5247,590,191,8508,34,108,141
6,3637,3995,510,175,8312,186,190,368,8679,7163,628,16467,1310,1864,236,88,3499,46,77,125,3622,8703,628,12963,270,653,85,53,1058,3,12,16,1072,8888,611,10568,63,220,29,32,350,3,3,4,354,7541,767,8659,64,104,32,35,240,5,4,8,249,17283,2615,20151,41826,47058,4841,2205,95932,3282,3114,6398,102331,85035,10117,197480,1265,5099,334,198,6895,498,801,1302,8195,7085,564,15844,4492,4181,444,184,9297,567,397,962,10258,3866,532,14650,5113,3539,647,126,9426,331,295,622,10052,3851,484,14384,3819,4420,778,127,9142,268,293,568,9707,3938,506,14152,4206,6060,610,155,11034,283,283,567,11601,3959,552,16116,5350,6752,469,169,12738,307,314,615,13353,3719,542,17616,6408,6327,518,179,13429,311,239,558,13982,3436,527,17944,6581,6056,687,190,13511,292,216,503,14020,4162,601,18782,4403,5036,608,152,10201,188,184,372,10570,6220,596,17385,2068,3372,431,94,5968,82,136,219,6187,9674,628,16493,454,1174,123,53,1805,4,27,29
7,1731,727,177,74,2716,41,32,72,2786,1393,448,4628,637,443,71,52,1199,11,23,35,1233,1434,280,2950,153,165,26,16,361,10,5,14,375,1177,189,1745,35,39,4,4,85,3,0,3,91,847,150,1086,26,34,5,5,68,4,0,4,74,1253,262,1588,24278,12253,2037,1213,39776,1090,762,1852,41633,21132,7672,70441,886,1485,95,115,2581,208,196,405,2987,3289,692,6970,2897,1232,205,127,4456,292,130,419,4880,2215,763,7854,3914,1389,408,150,5859,237,128,362,6218,2256,909,9383,3341,1524,437,133,5431,197,110,306,5737,2129,752,8616,3180,1678,328,121,5314,167,115,284,5599,1901,795,8294,3571,1589,235,116,5506,146,66,210,5720,1578,810,8105,3539,1279,236,112,5161,123,58,181,5347,1170,679,7189,3367,1097,273,99,4840,71,42,110,4950,1211,592,6747,2407,872,208,73,3560,54,36,84,3643,1404,500,5552,1226,633,130,39,2029,16,22,37,2069,1657,367,4098,324,233,30,28,616,3,8,13
8,3794,2360,380,90,6620,39,60,102,6719,3196,365,10289,1360,1250,203,39,2855,21,44,67,2920,3829,265,7019,203,478,49,17,745,0,8,13,757,4034,276,5069,51,133,7,10,200,0,5,5,206,3507,228,3935,47,67,7,17,131,0,0,3,136,7537,770,8449,48443,30960,4613,1547,85564,1085,1610,2694,88260,39880,5851,133989,1138,4357,271,189,5961,152,636,787,6748,4435,456,11634,5970,4277,501,167,10907,228,430,662,11565,2773,775,15109,8728,2505,794,133,12160,202,157,353,12521,2123,621,15261,6442,3114,1187,107,10845,166,149,313,11156,2306,522,13986,5778,3837,859,108,10587,132,168,301,10889,2286,427,13605,6236,3832,582,104,10748,139,120,259,11010,1762,416,13182,6868,3176,430,135,10614,135,104,241,10853,1447,351,12653,6609,2658,493,104,9866,103,76,180,10049,1693,331,12072,4395,2369,463,79,7313,55,56,112,7423,2807,305,10530,2161,1865,302,63,4393,30,56,88,4479,4665,264,9406,459,815,115,21,1403,0,24,30
9,8,4,0,0,13,0,3,3,16,30,4,53,4,0,0,0,9,0,0,0,9,27,0,38,0,0,0,0,0,0,0,0,0,25,0,21,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,14,0,14,210,129,18,21,379,24,14,38,410,335,25,773,14,8,0,3,24,0,0,0,23,30,0,51,31,5,3,0,41,3,0,3,43,19,3,68,27,9,3,3,49,0,0,4,47,14,5,69,28,16,4,0,52,0,3,3,56,18,3,73,27,25,0,0,56,3,0,3,57,18,6,76,42,17,3,0,67,0,0,0,67,19,6,95,38,24,5,3,71,0,0,0,74,23,3,93,41,14,0,0,58,0,0,0,58,28,0,94,25,9,3,0,40,0,0,3,41,41,3,87,13,6,0,0,19,0,0,0,23,19,6,47,4,0,0,0,3,0,0,0
