STE_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
1,833024,545884,533288,633770,622081,537708,371678,267390,89629,4434448,15012,11473,18201,12976,9013,4239,1992,824,162,73888,52040,31342,31666,24400,15946,8611,3299,1206,268,168789,6291,4243,4488,4595,5345,4850,2742,2783,1369,36717,159,92,106,124,104,55,10,0,0,653,2660,2157,2602,1844,1304,551,357,132,29,11635,3526,3920,4728,4669,4100,2155,856,394,112,24455,6353,6171,7437,6645,5504,2762,1220,528,140,36743,218897,148970,160258,145156,126606,79178,36087,20603,5889,941654,139611,99625,107065,98884,89795,67651,41489,31716,13055,688890,1298917,871713,891043,957841,904334,719546,465325,328797,111653,6549174,29002,26914,35666,34754,35101,24031,9187,4916,1464,201032,217089,136912,134778,186974,201862,201627,152886,100246,46012,1378387,1679,1273,1287,1174,1343,961,579,337,74,8707,18140,12475,12421,13310,14710,12871,8681,5004,2272,99877,1862,1384,988,764,796,579,458,359,176,7367,398852,251669,232919,263696,262664,214493,149920,94339,33843,1902393,1239,886,790,955,1237,1166,869,522,241,7911,38934,22537,25271,35668,27832,23346,21330,13445,3325,211686,4056,2556,3278,3444,3432,3258,2211,1231,493,23956
2,514968,353838,342543,442802,427895,375990,269836,193395,64293,2985570,7494,8440,12166,6413,4494,2018,855,347,94,42309,32247,20628,20313,16406,10317,5932,2449,890,190,109369,7097,4990,5034,4595,5853,5593,3076,3321,1555,41109,58,32,41,47,39,14,3,0,0,241,1548,2525,2502,1055,776,364,187,84,23,9070,1908,2814,3875,3338,2731,1486,617,231,59,17068,3520,5373,6420,4443,3551,1867,806,320,82,26377,239776,170403,182185,158012,129958,77649,31494,18501,5552,1013537,121219,87903,85706,84640,76215,55544,32641,26291,11363,581516,950384,673893,677880,741352,679517,534487,345528,245510,83872,4932422,26761,26957,32153,29102,26121,17162,6245,3173,960,168637,85071,59672,55708,88562,103189,105478,79701,53927,25397,656703,399,278,238,285,258,156,90,44,14,1759,14379,10199,9821,10549,11059,9489,6601,3920,1842,77853,1072,882,589,463,546,357,315,237,102,4575,281329,188970,176510,206875,202507,160578,112599,73707,25686,1428758,1988,1334,1169,1471,1925,2346,1909,1242,585,13979,40807,24053,25610,40968,31297,24836,25058,15454,3068,231136,2382,1516,2173,2174,2157,2120,1398,931,336,15179
3,488074,326146,307895,382276,376052,325519,205325,134061,43962,2589309,2714,2406,3131,2467,1933,828,412,138,31,14058,5495,3918,3944,3179,2077,1075,432,172,28,20322,548,427,443,507,614,547,281,272,104,3732,135,75,78,79,64,27,8,4,3,467,626,423,521,442,300,179,83,34,19,2634,1934,2342,2956,2591,2152,1309,515,203,56,14057,2697,2836,3559,3111,2526,1509,606,243,80,17157,194573,123434,126568,107750,86321,55758,23288,11757,3384,732841,105333,72186,69355,67652,61411,47865,27481,19479,8855,479607,806538,539201,523600,575567,539185,437547,259428,166808,56657,3904531,9363,9545,12926,12026,10478,7618,2773,936,269,65939,130642,81308,79799,118206,125844,121985,89470,50250,20329,817833,23,16,8,7,18,11,3,3,0,84,18238,11605,11123,12203,12540,10446,6613,3162,1339,87270,1122,677,546,499,536,458,407,263,125,4634,221141,142390,131563,148224,143124,115169,75261,41992,14066,1032927,1707,1034,841,1237,1430,1487,1176,658,296,9861,6052,4266,4150,5389,5344,3909,3111,1930,616,34763,4787,2973,3414,3638,3692,3227,2127,1179,395,25428
4,143095,101147,89002,125689,137255,125129,90004,69968,24546,905848,865,1039,1542,802,436,265,109,41,11,5116,2966,2067,2165,1592,944,476,214,72,18,10518,134,129,123,124,173,175,75,77,46,1056,40,28,32,31,27,9,5,0,0,174,231,279,287,150,131,78,37,20,3,1225,919,1218,1398,1562,1273,688,294,156,53,7558,1193,1526,1709,1742,1433,773,335,178,60,8964,87427,62442,61958,57485,47494,30281,12530,7648,2324,369598,41207,28269,25311,27644,25264,18705,11138,9034,3470,190037,280824,200868,185748,219062,216887,177822,115099,87436,30594,1514340,4436,4777,5433,5023,4360,3267,1083,466,151,28996,23421,16139,13888,23745,32702,34741,27795,19147,8862,200439,0,0,3,0,0,0,0,0,0,5,4326,3248,2981,3277,3799,4092,2878,1741,839,27178,254,197,182,124,146,127,99,46,17,1191,57762,41141,36255,43807,47544,39073,27050,18466,6866,317959,559,387,348,474,798,1144,1097,853,422,6074,7605,5168,4507,6929,7168,4679,4677,3652,882,45258,868,642,819,806,957,929,658,453,164,6300
5,203007,141075,129915,175103,178395,150875,98249,64467,21335,1162434,1502,1532,1701,1438,1116,549,213,98,12,8160,7287,4723,4116,3737,2383,1201,516,154,61,24188,863,686,508,651,915,750,377,376,174,5294,197,136,96,93,53,41,16,11,6,653,270,264,234,212,211,114,66,24,3,1393,1076,1472,1848,1730,1445,847,372,189,52,9024,1544,1870,2175,2042,1708,997,449,220,64,11075,118628,79628,77746,68854,54571,31453,12412,6328,1834,451445,58581,40541,39288,39008,34480,24070,13406,8935,3840,262144,396434,276015,261434,296643,279698,213305,126940,81133,27477,1959087,6452,7145,9304,8341,7371,5815,2004,771,201,47396,59598,37956,35974,60626,70049,67672,48296,29196,11713,421092,0,3,0,5,3,3,0,0,0,8,9160,5795,5164,6059,5755,4714,2853,1589,580,41674,480,395,308,208,213,189,132,98,45,2069,109700,71643,70599,77242,74235,59013,36879,22208,7600,529118,1920,1095,998,1305,1339,1463,1153,587,254,10112,4596,3211,3651,4269,4078,3405,2080,1512,536,27348,1920,1169,1504,1538,1660,1608,1032,599,197,11225
6,49304,34384,29917,42902,48597,43548,29932,20528,6943,306060,143,125,155,152,114,65,28,6,0,783,282,220,191,158,102,54,18,11,6,1051,40,19,34,35,32,39,15,17,3,232,5,6,4,3,6,0,0,0,0,26,17,6,12,12,7,3,3,0,0,68,175,275,300,320,282,161,70,21,6,1616,205,293,314,343,291,168,71,21,6,1711,29026,17433,15630,14703,12684,8244,3331,1727,468,103245,14814,8783,7362,8153,7685,6130,3949,2813,1094,60779,94026,61770,54040,66898,70028,58580,37454,25152,8539,476481,337,635,658,613,609,525,175,35,11,3598,15768,11303,9902,16506,21701,22503,16710,10144,4169,128711,0,0,0,0,0,0,0,0,0,0,1233,881,727,1035,1332,1424,1098,631,233,8597,350,287,164,201,224,187,189,124,70,1798,16810,11259,9442,11885,13719,11744,8023,4452,1498,88838,178,127,83,125,204,250,142,104,37,1254,418,248,230,360,346,234,274,155,35,2297,305,189,261,259,356,358,255,168,44,2182
7,24646,15386,16322,17069,15132,10577,4267,1607,376,105396,89,70,116,92,81,41,23,4,0,532,285,165,194,173,145,103,25,0,0,1088,20,13,17,22,25,12,4,3,0,118,999,637,572,413,243,138,74,27,14,3118,3,4,12,3,4,4,4,0,0,40,75,104,164,163,109,59,19,8,3,713,1083,741,742,588,361,204,95,35,17,3863,12155,7150,8462,7243,5620,3031,844,294,73,44865,8871,5533,5745,5372,4587,2663,931,387,107,34196,47605,29372,32056,31152,26475,16953,6315,2371,594,192899,574,475,705,706,600,408,157,53,16,3686,4269,2773,3197,3943,4193,3519,1621,493,131,24145,0,0,0,0,0,0,0,0,0,0,1592,888,946,814,676,442,188,92,20,5648,7,4,7,3,0,0,0,0,0,18,10790,6914,7715,7074,6248,4325,1854,720,127,45763,45,18,29,41,25,23,11,0,0,186,912,451,614,616,457,384,235,85,15,3771,145,82,113,107,92,86,35,7,0,661
8,35897,28194,26642,29149,28258,22864,12999,8424,2695,195132,635,489,737,580,464,210,98,54,5,3277,1110,780,965,677,472,248,78,38,5,4374,80,92,83,73,78,97,38,21,9,574,8,3,7,8,8,9,0,0,0,38,90,51,69,63,43,25,16,5,0,357,170,310,377,353,243,139,53,16,5,1676,264,360,455,423,289,171,70,26,5,2072,15719,13882,14430,11537,10369,6622,2218,1198,287,76269,7108,6225,5744,5125,4817,3306,1499,989,400,35203,61935,51170,50301,48918,46006,34154,17245,10868,3446,324034,1274,1508,1734,1715,1549,1016,347,138,49,9336,7896,6020,6085,7812,8082,7507,4788,2839,1361,52382,4,0,4,7,4,3,0,0,0,24,768,605,618,660,687,538,315,131,76,4385,13,16,8,8,16,5,4,7,3,80,19209,14009,12915,13641,12532,10033,6255,3473,1223,93303,30,18,30,22,54,79,40,26,14,312,1236,777,872,1162,902,711,653,405,93,6808,104,74,101,101,111,102,62,33,13,696
9,141,82,93,124,108,64,18,3,3,631,0,0,0,0,0,0,0,0,0,0,190,91,78,110,96,77,37,8,5,699,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,3,3,6,3,5,0,0,0,19,89,29,44,73,42,27,9,0,0,316,52,40,47,37,37,20,7,0,0,240,552,270,289,412,376,276,103,16,11,2320,35,33,29,48,62,113,38,4,0,353,39,21,24,34,48,27,12,0,0,207,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,43,34,18,36,45,23,9,3,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
