STE_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
1,251,138,242,186,679,2058,4560,10132,34399,32792,27910,10603,19464,16686,10264,170364,179,200,700,709,1646,3082,4136,5565,10656,6298,4270,2349,2612,2377,4212,48973,107,41,93,83,201,363,510,840,2084,1570,1207,550,826,671,1750,10908,43,20,10,6,21,46,82,138,693,801,951,878,1084,1126,1565,7478,3183,913,1562,897,4164,4060,7019,7433,17741,10897,7309,3943,3880,2844,9698,85534,68,18,29,24,62,83,145,174,494,330,273,166,182,157,45489,47702,4345,1586,2950,2046,7458,10967,19339,30622,108040,116529,123486,94738,120686,134000,110581,887358,152,105,188,298,556,1883,4312,7394,20499,16842,12502,5239,5996,3041,9863,88881,153,414,1607,2245,3918,8489,8544,8381,12907,5954,3158,1326,1187,516,5977,64770,70,68,172,187,364,663,673,690,1314,847,566,228,292,131,1360,7638,860,402,1497,1462,2099,2780,1614,1205,1585,638,275,127,163,77,1464,16256,5113,1721,5163,6458,10749,14539,15457,14167,21737,9899,5255,2635,1714,1387,13828,129819,42,18,41,52,80,81,151,130
2,301,151,245,232,599,1893,4295,9581,31904,28226,22250,8082,13530,11455,8863,141610,165,251,643,596,1358,2577,3378,4604,8800,5040,3150,1716,1658,1494,3235,38667,92,52,88,64,152,310,465,733,1769,1215,910,435,560,425,1307,8572,67,14,7,3,24,28,77,142,628,829,868,680,760,679,1313,6123,2899,864,1436,824,3642,3134,5241,5806,13235,8266,5151,2411,2232,1583,7416,64142,50,14,30,12,44,65,126,169,441,317,249,124,123,105,34365,36236,4143,1607,2814,1837,6538,9344,16549,27360,96511,103167,103708,75677,85669,86799,88242,709965,171,112,198,300,508,1558,3260,5764,15679,12489,8619,3454,3676,1749,7974,65509,174,426,1333,1844,3271,7090,7166,7287,10825,4717,2386,884,780,386,5282,53863,76,51,142,166,285,577,562,582,1080,647,396,158,161,84,1105,6067,735,374,1212,1060,1543,1976,1146,837,1238,485,231,85,116,43,1150,12235,4512,1449,4072,4973,7765,10556,10890,10271,15667,7004,3419,1581,971,770,10332,94233,28,15,50,27,64,73,100,103
3,172,85,116,123,273,892,2310,5749,22966,20909,15962,5681,8935,6779,5377,96317,95,120,275,288,721,1453,2078,3254,6697,3765,2276,1129,1050,848,2019,26067,57,31,45,15,97,159,281,495,1376,1089,920,378,530,332,905,6697,32,9,13,6,11,15,47,59,433,525,648,559,559,504,842,4261,1348,493,723,421,2296,2205,3877,4627,9637,5201,3030,1312,1233,920,4374,41702,15,14,10,11,22,38,65,88,274,205,160,93,78,77,34581,35725,2115,952,1412,943,3887,5540,10552,18123,69543,76614,78630,58730,66079,56523,68846,518494,122,62,142,206,413,1396,3505,6261,16189,11639,7614,2771,2524,1153,6058,60030,115,288,856,1404,2700,6357,6556,6240,9355,3893,1636,621,468,185,3654,44326,42,52,93,152,245,510,465,526,951,584,382,141,137,46,825,5150,623,289,1193,1291,1993,2648,1630,1029,1322,407,194,82,85,52,1097,13920,2582,952,2879,4110,6800,10384,10160,8832,12705,4943,2240,970,650,462,7138,75815,32,14,28,32,56,60,92,75
4,52,23,55,49,118,382,1029,2327,8246,6867,4468,1761,2161,1754,1860,31152,35,62,146,131,364,710,987,1510,2729,1395,856,423,336,256,766,10707,15,9,23,10,35,67,96,203,520,335,241,107,103,75,272,2108,8,3,4,0,4,9,23,31,222,248,272,233,226,155,258,1685,601,206,311,185,1156,1034,1693,1884,3848,2023,1083,508,372,261,1742,16913,11,4,13,5,13,17,28,32,83,68,64,31,37,23,10469,10889,859,381,659,400,1900,2569,4723,7815,28014,28780,27727,20232,20871,16379,23431,184733,34,24,59,48,134,432,1009,1965,5095,4016,2383,889,725,340,2452,19611,37,121,356,573,1106,2639,2668,2427,3650,1403,629,222,145,63,1654,17706,19,27,26,53,89,199,182,201,361,205,115,37,38,20,289,1856,178,106,447,459,660,820,445,324,345,98,52,16,23,12,398,4374,798,358,1217,1733,2723,3986,4007,3385,4584,1786,735,297,181,139,2894,28832,3,8,4,9,11,24,43,32
5,113,49,66,60,150,509,1100,2684,11134,12377,12176,3776,8354,6273,3326,62146,61,87,195,185,436,778,1086,1474,3207,2040,1467,825,896,934,1191,14860,32,11,20,21,51,94,131,214,671,727,714,263,496,357,578,4395,13,4,0,3,6,9,19,41,173,289,303,360,380,418,464,2471,1003,298,508,269,1289,1172,1752,1843,3887,2464,1644,789,886,732,2431,20979,12,8,8,6,5,14,22,42,103,93,89,55,47,41,25669,26227,1426,544,918,583,2149,2941,4899,7944,30464,36953,42216,31725,40866,42963,45548,292133,69,37,64,73,144,514,1174,2118,6590,5429,4260,1656,1751,919,3349,28142,55,173,543,802,1322,2778,2924,2974,4610,1960,1084,402,373,158,1974,22139,19,18,52,64,93,199,213,219,427,284,218,90,122,51,432,2512,416,175,657,618,869,1048,564,419,652,241,168,66,73,23,589,6588,1655,561,1641,2039,3059,4202,3889,3110,4751,2189,1099,591,369,281,3519,32939,21,11,25,12,23,34,35,29
6,4,4,9,5,17,79,232,662,2416,1767,1057,406,393,324,527,7904,4,15,21,22,74,205,322,474,874,382,216,99,83,51,264,3105,3,0,6,0,13,22,36,86,173,113,68,20,22,18,116,686,4,0,0,0,4,6,3,14,65,63,81,65,49,35,78,462,96,33,64,34,325,329,577,618,1185,519,268,110,80,66,545,4855,4,0,0,0,3,6,15,17,48,42,33,17,6,18,2732,2940,143,80,129,77,502,741,1440,2476,8822,8524,7811,5353,5079,3329,6772,51286,11,3,9,24,40,171,364,631,1558,1139,679,197,140,63,743,5773,7,22,113,212,426,971,914,828,1144,392,178,40,34,16,595,5887,14,8,18,25,40,71,83,67,134,65,31,10,10,6,105,676,26,25,135,173,226,259,144,80,83,17,8,0,9,3,122,1302,167,87,400,694,978,1521,1378,1133,1443,451,157,80,66,41,940,9517,0,0,3,3,6,8,13,12
7,6,13,11,7,38,77,123,215,739,798,737,237,614,318,268,4208,6,11,19,5,66,65,90,119,192,91,60,36,41,36,130,968,9,0,4,3,15,6,6,17,51,57,54,14,37,18,73,379,0,3,0,0,10,3,5,3,20,27,41,39,50,53,60,315,44,137,211,62,583,232,312,298,348,168,93,49,55,28,503,3127,0,6,7,0,11,5,4,12,20,5,6,7,7,5,1643,1740,75,175,270,84,738,423,606,775,2031,2365,3020,2458,3736,3380,3681,23815,5,9,19,10,29,69,121,227,734,592,468,182,192,89,346,3093,0,17,64,42,76,120,136,140,198,108,57,27,16,10,134,1148,0,10,11,10,11,20,13,17,40,37,30,14,21,7,56,294,17,27,92,46,63,64,37,36,34,15,16,3,4,0,86,533,101,124,435,234,346,294,297,234,342,169,86,51,28,21,483,3249,0,4,13,4,4,8,4,0
8,4,0,3,9,9,46,109,269,1162,1373,1482,560,1039,1011,360,7442,10,10,19,25,35,75,103,135,314,238,177,126,157,154,107,1672,0,3,0,0,3,15,14,22,74,78,63,29,43,39,51,427,0,0,0,0,0,0,7,3,15,35,55,74,135,118,55,511,81,25,33,21,98,94,126,144,391,311,324,210,216,149,261,2476,0,0,0,0,0,0,3,8,14,17,18,5,26,21,2636,2758,109,43,64,56,162,254,444,722,3144,4230,5997,5900,10022,11617,5242,48008,8,3,0,6,15,67,142,251,1022,1346,1252,505,583,290,666,6171,4,18,36,70,124,237,311,313,573,382,224,87,76,28,214,2687,3,0,3,11,7,27,22,25,75,67,58,30,23,10,66,425,15,12,56,59,62,61,32,29,52,29,14,6,6,0,33,472,123,59,195,269,371,455,369,320,694,420,265,169,115,66,406,4295,0,3,0,5,3,3,3,4
9,0,0,0,0,0,0,0,5,8,17,16,3,0,4,4,74,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,7,3,6,3,3,0,0,0,6,27,0,0,0,0,0,0,0,0,3,0,3,0,0,0,29,34,0,3,3,0,4,7,12,11,75,75,56,42,39,33,68,430,0,0,0,0,0,0,8,7,16,8,3,3,5,0,6,53,0,0,0,0,3,3,0,6,6,0,3,0,0,0,8,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,3,6,9,0,0,0,0,15,43,0,0,0,0,0,0,0,0
