SA3_NAME16	Year	IndustryOfEmployment	workers
Barkly	2006	Public administration and safety	421
Barkly	2006	Rental hiring and real estate services	11
Barkly	2006	Retail trade	142
Barkly	2006	Transport postal and warehousing	20
Barkly	2006	Wholesale trade	20
Barkly	2011		76
Barkly	2011	Accommodation and food services	97
Barkly	2011	Administrative and support services	48
Barkly	2011	Agriculture forestry and fishing	208
Barkly	2011	Arts and recreation services	34
Barkly	2011	Construction	103
Barkly	2011	Education and training	238
Barkly	2011	Electricity gas water and waste services	20
Barkly	2011	Financial and insurance services	7
Barkly	2011	Health care and social assistance	193
Barkly	2011	Information media and telecommunications	11
Barkly	2011	Manufacturing	5
Barkly	2011	Mining	47
Barkly	2011	Other services	77
Barkly	2011	Professional scientific and technical services	23
Barkly	2011	Public administration and safety	467
Barkly	2011	Rental hiring and real estate services	15
Barkly	2011	Retail trade	124
Barkly	2011	Transport postal and warehousing	38
Barkly	2011	Wholesale trade	12
Barkly	2016		123
Barkly	2016	Accommodation and food services	85
Barkly	2016	Administrative and support services	41
Barkly	2016	Agriculture forestry and fishing	232
Barkly	2016	Arts and recreation services	37
Barkly	2016	Construction	89
Barkly	2016	Education and training	201
Barkly	2016	Electricity gas water and waste services	24
Barkly	2016	Financial and insurance services	7
Barkly	2016	Health care and social assistance	301
Barkly	2016	Information media and telecommunications	0
Barkly	2016	Manufacturing	3
Barkly	2016	Mining	4
Barkly	2016	Other services	99
Barkly	2016	Professional scientific and technical services	22
Barkly	2016	Public administration and safety	301
Barkly	2016	Rental hiring and real estate services	9
Barkly	2016	Retail trade	136
Barkly	2016	Transport postal and warehousing	30
Barkly	2016	Wholesale trade	8
Daly - Tiwi - West Arnhem	2006		372
Daly - Tiwi - West Arnhem	2006	Accommodation and food services	278
Daly - Tiwi - West Arnhem	2006	Administrative and support services	90
Daly - Tiwi - West Arnhem	2006	Agriculture forestry and fishing	235
Daly - Tiwi - West Arnhem	2006	Arts and recreation services	85
Daly - Tiwi - West Arnhem	2006	Construction	124
Daly - Tiwi - West Arnhem	2006	Education and training	483
Daly - Tiwi - West Arnhem	2006	Electricity gas water and waste services	22
Daly - Tiwi - West Arnhem	2006	Financial and insurance services	36
Daly - Tiwi - West Arnhem	2006	Health care and social assistance	542
Daly - Tiwi - West Arnhem	2006	Information media and telecommunications	12
Daly - Tiwi - West Arnhem	2006	Manufacturing	57
Daly - Tiwi - West Arnhem	2006	Mining	248
Daly - Tiwi - West Arnhem	2006	Other services	101
Daly - Tiwi - West Arnhem	2006	Professional scientific and technical services	58
Daly - Tiwi - West Arnhem	2006	Public administration and safety	1164
Daly - Tiwi - West Arnhem	2006	Rental hiring and real estate services	17
Daly - Tiwi - West Arnhem	2006	Retail trade	167
Daly - Tiwi - West Arnhem	2006	Transport postal and warehousing	81
Daly - Tiwi - West Arnhem	2006	Wholesale trade	26
Daly - Tiwi - West Arnhem	2011		144
Daly - Tiwi - West Arnhem	2011	Accommodation and food services	357
Daly - Tiwi - West Arnhem	2011	Administrative and support services	128
Daly - Tiwi - West Arnhem	2011	Agriculture forestry and fishing	251
Daly - Tiwi - West Arnhem	2011	Arts and recreation services	215
Daly - Tiwi - West Arnhem	2011	Construction	360
Daly - Tiwi - West Arnhem	2011	Education and training	711
Daly - Tiwi - West Arnhem	2011	Electricity gas water and waste services	31
Daly - Tiwi - West Arnhem	2011	Financial and insurance services	24
Daly - Tiwi - West Arnhem	2011	Health care and social assistance	313
Daly - Tiwi - West Arnhem	2011	Information media and telecommunications	6
Daly - Tiwi - West Arnhem	2011	Manufacturing	77
Daly - Tiwi - West Arnhem	2011	Mining	412
Daly - Tiwi - West Arnhem	2011	Other services	669
Daly - Tiwi - West Arnhem	2011	Professional scientific and technical services	85
Daly - Tiwi - West Arnhem	2011	Public administration and safety	926
Daly - Tiwi - West Arnhem	2011	Rental hiring and real estate services	19
Daly - Tiwi - West Arnhem	2011	Retail trade	215
Daly - Tiwi - West Arnhem	2011	Transport postal and warehousing	93
Daly - Tiwi - West Arnhem	2011	Wholesale trade	33
Daly - Tiwi - West Arnhem	2016		300
Daly - Tiwi - West Arnhem	2016	Accommodation and food services	270
Daly - Tiwi - West Arnhem	2016	Administrative and support services	101
Daly - Tiwi - West Arnhem	2016	Agriculture forestry and fishing	266
Daly - Tiwi - West Arnhem	2016	Arts and recreation services	126
Daly - Tiwi - West Arnhem	2016	Construction	160
Daly - Tiwi - West Arnhem	2016	Education and training	690
Daly - Tiwi - West Arnhem	2016	Electricity gas water and waste services	18
Daly - Tiwi - West Arnhem	2016	Financial and insurance services	15
Daly - Tiwi - West Arnhem	2016	Health care and social assistance	397
Daly - Tiwi - West Arnhem	2016	Information media and telecommunications	12
Daly - Tiwi - West Arnhem	2016	Manufacturing	31
Daly - Tiwi - West Arnhem	2016	Mining	248
Daly - Tiwi - West Arnhem	2016	Other services	348
Daly - Tiwi - West Arnhem	2016	Professional scientific and technical services	77
Daly - Tiwi - West Arnhem	2016	Public administration and safety	502
Daly - Tiwi - West Arnhem	2016	Rental hiring and real estate services	16
Daly - Tiwi - West Arnhem	2016	Retail trade	254
Daly - Tiwi - West Arnhem	2016	Transport postal and warehousing	108
Daly - Tiwi - West Arnhem	2016	Wholesale trade	22
East Arnhem	2006		321
East Arnhem	2006	Accommodation and food services	182
East Arnhem	2006	Administrative and support services	125
East Arnhem	2006	Agriculture forestry and fishing	18
East Arnhem	2006	Arts and recreation services	20
East Arnhem	2006	Construction	413
East Arnhem	2006	Education and training	344
East Arnhem	2006	Electricity gas water and waste services	21
East Arnhem	2006	Financial and insurance services	22
East Arnhem	2006	Health care and social assistance	505
East Arnhem	2006	Information media and telecommunications	20
East Arnhem	2006	Manufacturing	713
East Arnhem	2006	Mining	345
East Arnhem	2006	Other services	97
East Arnhem	2006	Professional scientific and technical services	74
East Arnhem	2006	Public administration and safety	1046
East Arnhem	2006	Rental hiring and real estate services	15
East Arnhem	2006	Retail trade	251
East Arnhem	2006	Transport postal and warehousing	147
East Arnhem	2006	Wholesale trade	20
East Arnhem	2011		163
East Arnhem	2011	Accommodation and food services	169
East Arnhem	2011	Administrative and support services	127
East Arnhem	2011	Agriculture forestry and fishing	15
East Arnhem	2011	Arts and recreation services	88
East Arnhem	2011	Construction	327
East Arnhem	2011	Education and training	613
East Arnhem	2011	Electricity gas water and waste services	13
East Arnhem	2011	Financial and insurance services	17
East Arnhem	2011	Health care and social assistance	462
East Arnhem	2011	Information media and telecommunications	11
East Arnhem	2011	Manufacturing	683
East Arnhem	2011	Mining	419
East Arnhem	2011	Other services	512
East Arnhem	2011	Professional scientific and technical services	60
East Arnhem	2011	Public administration and safety	696
East Arnhem	2011	Rental hiring and real estate services	23
East Arnhem	2011	Retail trade	315
East Arnhem	2011	Transport postal and warehousing	126
East Arnhem	2011	Wholesale trade	16
East Arnhem	2016		181
East Arnhem	2016	Accommodation and food services	110
East Arnhem	2016	Administrative and support services	117
East Arnhem	2016	Agriculture forestry and fishing	28
East Arnhem	2016	Arts and recreation services	69
East Arnhem	2016	Construction	176
East Arnhem	2016	Education and training	553
East Arnhem	2016	Electricity gas water and waste services	26
East Arnhem	2016	Financial and insurance services	25
East Arnhem	2016	Health care and social assistance	495
East Arnhem	2016	Information media and telecommunications	12
East Arnhem	2016	Manufacturing	64
East Arnhem	2016	Mining	521
East Arnhem	2016	Other services	265
East Arnhem	2016	Professional scientific and technical services	37
East Arnhem	2016	Public administration and safety	431
East Arnhem	2016	Rental hiring and real estate services	22
East Arnhem	2016	Retail trade	248
East Arnhem	2016	Transport postal and warehousing	136
East Arnhem	2016	Wholesale trade	13
Katherine	2006		325
Katherine	2006	Accommodation and food services	305
Katherine	2006	Administrative and support services	220
Katherine	2006	Agriculture forestry and fishing	495
Katherine	2006	Arts and recreation services	80
Katherine	2006	Construction	297
Katherine	2006	Education and training	528
Katherine	2006	Electricity gas water and waste services	40
Katherine	2006	Financial and insurance services	61
Katherine	2006	Health care and social assistance	859
Katherine	2006	Information media and telecommunications	43
Katherine	2006	Manufacturing	91
Katherine	2006	Mining	59
Katherine	2006	Other services	170
Katherine	2006	Professional scientific and technical services	86
Katherine	2006	Public administration and safety	1905
Katherine	2006	Rental hiring and real estate services	40
Katherine	2006	Retail trade	474
Katherine	2006	Transport postal and warehousing	141
Katherine	2006	Wholesale trade	84
Katherine	2011		232
Katherine	2011	Accommodation and food services	394
Katherine	2011	Administrative and support services	203
Katherine	2011	Agriculture forestry and fishing	563
Katherine	2011	Arts and recreation services	84
Katherine	2011	Construction	339
Katherine	2011	Education and training	680
Katherine	2011	Electricity gas water and waste services	77
Katherine	2011	Financial and insurance services	51
Katherine	2011	Health care and social assistance	759
Katherine	2011	Information media and telecommunications	30
Katherine	2011	Manufacturing	103
Katherine	2011	Mining	115
Katherine	2011	Other services	406
Katherine	2011	Professional scientific and technical services	152
Katherine	2011	Public administration and safety	1839
Katherine	2011	Rental hiring and real estate services	54
Katherine	2011	Retail trade	489
Katherine	2011	Transport postal and warehousing	185
Katherine	2011	Wholesale trade	57
Katherine	2016		284
Katherine	2016	Accommodation and food services	351
Katherine	2016	Administrative and support services	167
Katherine	2016	Agriculture forestry and fishing	507
Katherine	2016	Arts and recreation services	80
Katherine	2016	Construction	414
Katherine	2016	Education and training	722
Katherine	2016	Electricity gas water and waste services	60
Katherine	2016	Financial and insurance services	32
Katherine	2016	Health care and social assistance	830
Katherine	2016	Information media and telecommunications	24
Katherine	2016	Manufacturing	77
Katherine	2016	Mining	125
Katherine	2016	Other services	342
Katherine	2016	Professional scientific and technical services	145
Katherine	2016	Public administration and safety	1338
Katherine	2016	Rental hiring and real estate services	47
Katherine	2016	Retail trade	356
Katherine	2016	Transport postal and warehousing	178
Katherine	2016	Wholesale trade	65
Migratory - Offshore - Shipping (NT)	2006		0
Migratory - Offshore - Shipping (NT)	2006	Accommodation and food services	0
Migratory - Offshore - Shipping (NT)	2006	Administrative and support services	0
Migratory - Offshore - Shipping (NT)	2006	Agriculture forestry and fishing	32
Migratory - Offshore - Shipping (NT)	2006	Arts and recreation services	0
Migratory - Offshore - Shipping (NT)	2006	Construction	3
Migratory - Offshore - Shipping (NT)	2006	Education and training	0
Migratory - Offshore - Shipping (NT)	2006	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (NT)	2006	Financial and insurance services	0
Migratory - Offshore - Shipping (NT)	2006	Health care and social assistance	0
