SA3_NAME16	Year	IndigenousStatus	persons
Sunnybank	2006	Non-indigenous	42746
Sunnybank	2006	Torres Strait Islander	26
Sunnybank	2011	Aboriginal	382
Sunnybank	2011	Both Aboriginal & Torres Strait Islander	34
Sunnybank	2011	Non-indigenous	45608
Sunnybank	2011	Torres Strait Islander	41
Sunnybank	2016	Aboriginal	375
Sunnybank	2016	Both Aboriginal & Torres Strait Islander	31
Sunnybank	2016	Non-indigenous	49370
Sunnybank	2016	Torres Strait Islander	29
Centenary	2006	Aboriginal	143
Centenary	2006	Both Aboriginal & Torres Strait Islander	11
Centenary	2006	Non-indigenous	31632
Centenary	2006	Torres Strait Islander	17
Centenary	2011	Aboriginal	164
Centenary	2011	Both Aboriginal & Torres Strait Islander	3
Centenary	2011	Non-indigenous	31881
Centenary	2011	Torres Strait Islander	16
Centenary	2016	Aboriginal	267
Centenary	2016	Both Aboriginal & Torres Strait Islander	11
Centenary	2016	Non-indigenous	32234
Centenary	2016	Torres Strait Islander	17
Kenmore - Brookfield - Moggill	2006	Aboriginal	92
Kenmore - Brookfield - Moggill	2006	Both Aboriginal & Torres Strait Islander	3
Kenmore - Brookfield - Moggill	2006	Non-indigenous	40294
Kenmore - Brookfield - Moggill	2006	Torres Strait Islander	15
Kenmore - Brookfield - Moggill	2011	Aboriginal	136
Kenmore - Brookfield - Moggill	2011	Both Aboriginal & Torres Strait Islander	19
Kenmore - Brookfield - Moggill	2011	Non-indigenous	43449
Kenmore - Brookfield - Moggill	2011	Torres Strait Islander	17
Kenmore - Brookfield - Moggill	2016	Aboriginal	190
Kenmore - Brookfield - Moggill	2016	Both Aboriginal & Torres Strait Islander	10
Kenmore - Brookfield - Moggill	2016	Non-indigenous	45161
Kenmore - Brookfield - Moggill	2016	Torres Strait Islander	13
Sherwood - Indooroopilly	2006	Aboriginal	150
Sherwood - Indooroopilly	2006	Both Aboriginal & Torres Strait Islander	15
Sherwood - Indooroopilly	2006	Non-indigenous	44526
Sherwood - Indooroopilly	2006	Torres Strait Islander	19
Sherwood - Indooroopilly	2011	Aboriginal	169
Sherwood - Indooroopilly	2011	Both Aboriginal & Torres Strait Islander	15
Sherwood - Indooroopilly	2011	Non-indigenous	47092
Sherwood - Indooroopilly	2011	Torres Strait Islander	19
Sherwood - Indooroopilly	2016	Aboriginal	256
Sherwood - Indooroopilly	2016	Both Aboriginal & Torres Strait Islander	12
Sherwood - Indooroopilly	2016	Non-indigenous	50777
Sherwood - Indooroopilly	2016	Torres Strait Islander	34
The Gap - Enoggera	2006	Aboriginal	523
The Gap - Enoggera	2006	Both Aboriginal & Torres Strait Islander	20
The Gap - Enoggera	2006	Non-indigenous	43698
The Gap - Enoggera	2006	Torres Strait Islander	62
The Gap - Enoggera	2011	Aboriginal	627
The Gap - Enoggera	2011	Both Aboriginal & Torres Strait Islander	20
The Gap - Enoggera	2011	Non-indigenous	46643
The Gap - Enoggera	2011	Torres Strait Islander	84
The Gap - Enoggera	2016	Aboriginal	745
The Gap - Enoggera	2016	Both Aboriginal & Torres Strait Islander	40
The Gap - Enoggera	2016	Non-indigenous	49133
The Gap - Enoggera	2016	Torres Strait Islander	92
Brisbane Inner	2006	Aboriginal	546
Brisbane Inner	2006	Both Aboriginal & Torres Strait Islander	28
Brisbane Inner	2006	Non-indigenous	50910
Brisbane Inner	2006	Torres Strait Islander	58
Brisbane Inner	2011	Aboriginal	459
Brisbane Inner	2011	Both Aboriginal & Torres Strait Islander	28
Brisbane Inner	2011	Non-indigenous	57050
Brisbane Inner	2011	Torres Strait Islander	44
Brisbane Inner	2016	Aboriginal	569
Brisbane Inner	2016	Both Aboriginal & Torres Strait Islander	50
Brisbane Inner	2016	Non-indigenous	66914
Brisbane Inner	2016	Torres Strait Islander	50
Brisbane Inner - East	2006	Aboriginal	311
Brisbane Inner - East	2006	Both Aboriginal & Torres Strait Islander	45
Brisbane Inner - East	2006	Non-indigenous	33308
Brisbane Inner - East	2006	Torres Strait Islander	31
Brisbane Inner - East	2011	Aboriginal	363
Brisbane Inner - East	2011	Both Aboriginal & Torres Strait Islander	26
Brisbane Inner - East	2011	Non-indigenous	37158
Brisbane Inner - East	2011	Torres Strait Islander	29
Brisbane Inner - East	2016	Aboriginal	447
Brisbane Inner - East	2016	Both Aboriginal & Torres Strait Islander	26
Brisbane Inner - East	2016	Non-indigenous	40084
Brisbane Inner - East	2016	Torres Strait Islander	37
Brisbane Inner - North	2006	Aboriginal	572
Brisbane Inner - North	2006	Both Aboriginal & Torres Strait Islander	39
Brisbane Inner - North	2006	Non-indigenous	68496
Brisbane Inner - North	2006	Torres Strait Islander	69
Brisbane Inner - North	2011	Aboriginal	670
Brisbane Inner - North	2011	Both Aboriginal & Torres Strait Islander	38
Brisbane Inner - North	2011	Non-indigenous	74483
Brisbane Inner - North	2011	Torres Strait Islander	84
Brisbane Inner - North	2016	Aboriginal	825
Brisbane Inner - North	2016	Both Aboriginal & Torres Strait Islander	47
Brisbane Inner - North	2016	Non-indigenous	85228
Brisbane Inner - North	2016	Torres Strait Islander	63
Brisbane Inner - West	2006	Aboriginal	294
Brisbane Inner - West	2006	Both Aboriginal & Torres Strait Islander	16
Brisbane Inner - West	2006	Non-indigenous	50239
Brisbane Inner - West	2006	Torres Strait Islander	42
Brisbane Inner - West	2011	Aboriginal	281
Brisbane Inner - West	2011	Both Aboriginal & Torres Strait Islander	27
Brisbane Inner - West	2011	Non-indigenous	53199
Brisbane Inner - West	2011	Torres Strait Islander	36
Brisbane Inner - West	2016	Aboriginal	401
Brisbane Inner - West	2016	Both Aboriginal & Torres Strait Islander	30
Brisbane Inner - West	2016	Non-indigenous	55402
Brisbane Inner - West	2016	Torres Strait Islander	32
Cairns - North	2006	Aboriginal	794
Cairns - North	2006	Both Aboriginal & Torres Strait Islander	221
Cairns - North	2006	Non-indigenous	38058
Cairns - North	2006	Torres Strait Islander	409
Cairns - North	2011	Aboriginal	1082
Cairns - North	2011	Both Aboriginal & Torres Strait Islander	242
Cairns - North	2011	Non-indigenous	45470
Cairns - North	2011	Torres Strait Islander	424
Cairns - North	2016	Aboriginal	1318
Cairns - North	2016	Both Aboriginal & Torres Strait Islander	323
Cairns - North	2016	Non-indigenous	50542
Cairns - North	2016	Torres Strait Islander	473
Cairns - South	2006	Aboriginal	4217
Cairns - South	2006	Both Aboriginal & Torres Strait Islander	1329
Cairns - South	2006	Non-indigenous	76187
Cairns - South	2006	Torres Strait Islander	2675
Cairns - South	2011	Aboriginal	5740
Cairns - South	2011	Both Aboriginal & Torres Strait Islander	1978
Cairns - South	2011	Non-indigenous	83310
Cairns - South	2011	Torres Strait Islander	3701
Cairns - South	2016	Aboriginal	5747
Cairns - South	2016	Both Aboriginal & Torres Strait Islander	2377
Cairns - South	2016	Non-indigenous	89099
Cairns - South	2016	Torres Strait Islander	3568
Innisfail - Cassowary Coast	2006	Aboriginal	3984
Innisfail - Cassowary Coast	2006	Both Aboriginal & Torres Strait Islander	425
Innisfail - Cassowary Coast	2006	Non-indigenous	28823
Innisfail - Cassowary Coast	2006	Torres Strait Islander	472
Innisfail - Cassowary Coast	2011	Aboriginal	4235
Innisfail - Cassowary Coast	2011	Both Aboriginal & Torres Strait Islander	498
Innisfail - Cassowary Coast	2011	Non-indigenous	28220
Innisfail - Cassowary Coast	2011	Torres Strait Islander	510
Innisfail - Cassowary Coast	2016	Aboriginal	4500
Innisfail - Cassowary Coast	2016	Both Aboriginal & Torres Strait Islander	612
Innisfail - Cassowary Coast	2016	Non-indigenous	29147
Innisfail - Cassowary Coast	2016	Torres Strait Islander	472
Port Douglas - Daintree	2006	Aboriginal	599
Port Douglas - Daintree	2006	Both Aboriginal & Torres Strait Islander	153
Port Douglas - Daintree	2006	Non-indigenous	9332
Port Douglas - Daintree	2006	Torres Strait Islander	68
Port Douglas - Daintree	2011	Aboriginal	706
Port Douglas - Daintree	2011	Both Aboriginal & Torres Strait Islander	120
Port Douglas - Daintree	2011	Non-indigenous	9882
Port Douglas - Daintree	2011	Torres Strait Islander	78
Port Douglas - Daintree	2016	Aboriginal	671
Port Douglas - Daintree	2016	Both Aboriginal & Torres Strait Islander	145
Port Douglas - Daintree	2016	Non-indigenous	10741
Port Douglas - Daintree	2016	Torres Strait Islander	52
Tablelands (East) - Kuranda	2006	Aboriginal	2533
Tablelands (East) - Kuranda	2006	Both Aboriginal & Torres Strait Islander	226
Tablelands (East) - Kuranda	2006	Non-indigenous	32426
Tablelands (East) - Kuranda	2006	Torres Strait Islander	183
Tablelands (East) - Kuranda	2011	Aboriginal	3216
Tablelands (East) - Kuranda	2011	Both Aboriginal & Torres Strait Islander	324
Tablelands (East) - Kuranda	2011	Non-indigenous	34439
Tablelands (East) - Kuranda	2011	Torres Strait Islander	257
Tablelands (East) - Kuranda	2016	Aboriginal	3108
Tablelands (East) - Kuranda	2016	Both Aboriginal & Torres Strait Islander	347
Tablelands (East) - Kuranda	2016	Non-indigenous	36700
Tablelands (East) - Kuranda	2016	Torres Strait Islander	246
Darling Downs (West) - Maranoa	2006	Aboriginal	2330
Darling Downs (West) - Maranoa	2006	Both Aboriginal & Torres Strait Islander	49
Darling Downs (West) - Maranoa	2006	Non-indigenous	38003
Darling Downs (West) - Maranoa	2006	Torres Strait Islander	50
Darling Downs (West) - Maranoa	2011	Aboriginal	2770
Darling Downs (West) - Maranoa	2011	Both Aboriginal & Torres Strait Islander	66
Darling Downs (West) - Maranoa	2011	Non-indigenous	40525
Darling Downs (West) - Maranoa	2011	Torres Strait Islander	48
Darling Downs (West) - Maranoa	2016	Aboriginal	2886
Darling Downs (West) - Maranoa	2016	Both Aboriginal & Torres Strait Islander	68
Darling Downs (West) - Maranoa	2016	Non-indigenous	41043
Darling Downs (West) - Maranoa	2016	Torres Strait Islander	65
Darling Downs - East	2006	Aboriginal	1419
Darling Downs - East	2006	Both Aboriginal & Torres Strait Islander	36
Darling Downs - East	2006	Non-indigenous	36759
Darling Downs - East	2006	Torres Strait Islander	38
Darling Downs - East	2011	Aboriginal	1574
Darling Downs - East	2011	Both Aboriginal & Torres Strait Islander	22
Darling Downs - East	2011	Non-indigenous	38723
Darling Downs - East	2011	Torres Strait Islander	42
Darling Downs - East	2016	Aboriginal	2021
Darling Downs - East	2016	Both Aboriginal & Torres Strait Islander	50
Darling Downs - East	2016	Non-indigenous	40013
Darling Downs - East	2016	Torres Strait Islander	39
Granite Belt	2006	Aboriginal	796
Granite Belt	2006	Both Aboriginal & Torres Strait Islander	40
Granite Belt	2006	Non-indigenous	35303
Granite Belt	2006	Torres Strait Islander	44
Granite Belt	2011	Aboriginal	1122
Granite Belt	2011	Both Aboriginal & Torres Strait Islander	42
Granite Belt	2011	Non-indigenous	37274
Granite Belt	2011	Torres Strait Islander	62
Granite Belt	2016	Aboriginal	1618
Granite Belt	2016	Both Aboriginal & Torres Strait Islander	41
Granite Belt	2016	Non-indigenous	38388
Granite Belt	2016	Torres Strait Islander	54
Central Highlands (Qld)	2006	Aboriginal	1576
Central Highlands (Qld)	2006	Both Aboriginal & Torres Strait Islander	92
Central Highlands (Qld)	2006	Non-indigenous	25626
Central Highlands (Qld)	2006	Torres Strait Islander	35
Central Highlands (Qld)	2011	Aboriginal	1754
Central Highlands (Qld)	2011	Both Aboriginal & Torres Strait Islander	87
Central Highlands (Qld)	2011	Non-indigenous	27769
Central Highlands (Qld)	2011	Torres Strait Islander	51
Central Highlands (Qld)	2016	Aboriginal	1956
Central Highlands (Qld)	2016	Both Aboriginal & Torres Strait Islander	115
Central Highlands (Qld)	2016	Non-indigenous	26845
Central Highlands (Qld)	2016	Torres Strait Islander	44
Rockhampton	2006	Aboriginal	4513
Rockhampton	2006	Both Aboriginal & Torres Strait Islander	308
Rockhampton	2006	Non-indigenous	95900
Rockhampton	2006	Torres Strait Islander	451
Rockhampton	2011	Aboriginal	5158
Rockhampton	2011	Both Aboriginal & Torres Strait Islander	380
Rockhampton	2011	Non-indigenous	103345
Rockhampton	2011	Torres Strait Islander	454
Rockhampton	2016	Aboriginal	6535
Rockhampton	2016	Both Aboriginal & Torres Strait Islander	498
Rockhampton	2016	Non-indigenous	108521
Rockhampton	2016	Torres Strait Islander	446
Biloela	2006	Aboriginal	427
Biloela	2006	Both Aboriginal & Torres Strait Islander	14
Biloela	2006	Non-indigenous	14191
Biloela	2006	Torres Strait Islander	19
Biloela	2011	Aboriginal	544
Biloela	2011	Both Aboriginal & Torres Strait Islander	27
Biloela	2011	Non-indigenous	13871
Biloela	2011	Torres Strait Islander	12
Biloela	2016	Aboriginal	519
Biloela	2016	Both Aboriginal & Torres Strait Islander	44
Biloela	2016	Non-indigenous	13739
Biloela	2016	Torres Strait Islander	17
Gladstone	2006	Aboriginal	1332
Gladstone	2006	Both Aboriginal & Torres Strait Islander	147
Gladstone	2006	Non-indigenous	49195
Gladstone	2006	Torres Strait Islander	85
Gladstone	2011	Aboriginal	1724
Gladstone	2011	Both Aboriginal & Torres Strait Islander	187
Gladstone	2011	Non-indigenous	55849
Gladstone	2011	Torres Strait Islander	132
Gladstone	2016	Aboriginal	2205
Gladstone	2016	Both Aboriginal & Torres Strait Islander	209
Gladstone	2016	Non-indigenous	59144
Gladstone	2016	Torres Strait Islander	82
Broadbeach - Burleigh	2006	Aboriginal	327
Broadbeach - Burleigh	2006	Both Aboriginal & Torres Strait Islander	15
Broadbeach - Burleigh	2006	Non-indigenous	54688
Broadbeach - Burleigh	2006	Torres Strait Islander	39
Broadbeach - Burleigh	2011	Aboriginal	465
Broadbeach - Burleigh	2011	Both Aboriginal & Torres Strait Islander	33
Broadbeach - Burleigh	2011	Non-indigenous	57388
Broadbeach - Burleigh	2011	Torres Strait Islander	33
Broadbeach - Burleigh	2016	Aboriginal	651
Broadbeach - Burleigh	2016	Both Aboriginal & Torres Strait Islander	24
Broadbeach - Burleigh	2016	Non-indigenous	60925
Broadbeach - Burleigh	2016	Torres Strait Islander	35
Coolangatta	2006	Aboriginal	626
Coolangatta	2006	Both Aboriginal & Torres Strait Islander	44
Coolangatta	2006	Non-indigenous	47853
Coolangatta	2006	Torres Strait Islander	60
Coolangatta	2011	Aboriginal	840
Coolangatta	2011	Both Aboriginal & Torres Strait Islander	73
Coolangatta	2011	Non-indigenous	49099
Coolangatta	2011	Torres Strait Islander	88
Coolangatta	2016	Aboriginal	1067
Coolangatta	2016	Both Aboriginal & Torres Strait Islander	72
Coolangatta	2016	Non-indigenous	51986
Coolangatta	2016	Torres Strait Islander	64
Gold Coast - North	2006	Aboriginal	469
Gold Coast - North	2006	Both Aboriginal & Torres Strait Islander	24
Gold Coast - North	2006	Non-indigenous	54971
Gold Coast - North	2006	Torres Strait Islander	62
Gold Coast - North	2011	Aboriginal	661
Gold Coast - North	2011	Both Aboriginal & Torres Strait Islander	23
Gold Coast - North	2011	Non-indigenous	58878
Gold Coast - North	2011	Torres Strait Islander	44
Gold Coast - North	2016	Aboriginal	961
Gold Coast - North	2016	Both Aboriginal & Torres Strait Islander	36
Gold Coast - North	2016	Non-indigenous	64848
Gold Coast - North	2016	Torres Strait Islander	57
Gold Coast Hinterland	2006	Aboriginal	133
Gold Coast Hinterland	2006	Both Aboriginal & Torres Strait Islander	9
Gold Coast Hinterland	2006	Non-indigenous	16041
Gold Coast Hinterland	2006	Torres Strait Islander	17
Gold Coast Hinterland	2011	Aboriginal	196
Gold Coast Hinterland	2011	Both Aboriginal & Torres Strait Islander	3
Gold Coast Hinterland	2011	Non-indigenous	16925
Gold Coast Hinterland	2011	Torres Strait Islander	11
Gold Coast Hinterland	2016	Aboriginal	285
Gold Coast Hinterland	2016	Both Aboriginal & Torres Strait Islander	19
Gold Coast Hinterland	2016	Non-indigenous	18198
Gold Coast Hinterland	2016	Torres Strait Islander	10
Mudgeeraba - Tallebudgera	2006	Aboriginal	239
Mudgeeraba - Tallebudgera	2006	Both Aboriginal & Torres Strait Islander	17
Mudgeeraba - Tallebudgera	2006	Non-indigenous	26614
Mudgeeraba - Tallebudgera	2006	Torres Strait Islander	29
Mudgeeraba - Tallebudgera	2011	Aboriginal	285
Mudgeeraba - Tallebudgera	2011	Both Aboriginal & Torres Strait Islander	18
Mudgeeraba - Tallebudgera	2011	Non-indigenous	30750
Mudgeeraba - Tallebudgera	2011	Torres Strait Islander	21
Mudgeeraba - Tallebudgera	2016	Aboriginal	459
Mudgeeraba - Tallebudgera	2016	Both Aboriginal & Torres Strait Islander	32
Mudgeeraba - Tallebudgera	2016	Non-indigenous	32856
Mudgeeraba - Tallebudgera	2016	Torres Strait Islander	35
Nerang	2006	Aboriginal	652
Nerang	2006	Both Aboriginal & Torres Strait Islander	27
Nerang	2006	Non-indigenous	54197
Nerang	2006	Torres Strait Islander	56
Nerang	2011	Aboriginal	787
Nerang	2011	Both Aboriginal & Torres Strait Islander	28
Nerang	2011	Non-indigenous	61794
Nerang	2011	Torres Strait Islander	66
Nerang	2016	Aboriginal	1188
Nerang	2016	Both Aboriginal & Torres Strait Islander	44
Nerang	2016	Non-indigenous	66012
Nerang	2016	Torres Strait Islander	41
Ormeau - Oxenford	2006	Aboriginal	730
Ormeau - Oxenford	2006	Both Aboriginal & Torres Strait Islander	36
Ormeau - Oxenford	2006	Non-indigenous	64528
Ormeau - Oxenford	2006	Torres Strait Islander	43
Ormeau - Oxenford	2011	Aboriginal	1135
Ormeau - Oxenford	2011	Both Aboriginal & Torres Strait Islander	33
Ormeau - Oxenford	2011	Non-indigenous	92804
Ormeau - Oxenford	2011	Torres Strait Islander	84
Ormeau - Oxenford	2016	Aboriginal	2177
Ormeau - Oxenford	2016	Both Aboriginal & Torres Strait Islander	73
Ormeau - Oxenford	2016	Non-indigenous	118531
Ormeau - Oxenford	2016	Torres Strait Islander	102
Robina	2006	Aboriginal	257
Robina	2006	Both Aboriginal & Torres Strait Islander	6
Robina	2006	Non-indigenous	40471
Robina	2006	Torres Strait Islander	32
Robina	2011	Aboriginal	385
Robina	2011	Both Aboriginal & Torres Strait Islander	23
Robina	2011	Non-indigenous	44761
Robina	2011	Torres Strait Islander	21
Robina	2016	Aboriginal	588
Robina	2016	Both Aboriginal & Torres Strait Islander	17
Robina	2016	Non-indigenous	48842
Robina	2016	Torres Strait Islander	30
Southport	2006	Aboriginal	503
Southport	2006	Both Aboriginal & Torres Strait Islander	15
Southport	2006	Non-indigenous	49134
Southport	2006	Torres Strait Islander	33
Southport	2011	Aboriginal	667
Southport	2011	Both Aboriginal & Torres Strait Islander	16
Southport	2011	Non-indigenous	53826
Southport	2011	Torres Strait Islander	37
Southport	2016	Aboriginal	1003
Southport	2016	Both Aboriginal & Torres Strait Islander	29
Southport	2016	Non-indigenous	57812
Southport	2016	Torres Strait Islander	52
Surfers Paradise	2006	Aboriginal	157
Surfers Paradise	2006	Both Aboriginal & Torres Strait Islander	3
Surfers Paradise	2006	Non-indigenous	33011
Surfers Paradise	2006	Torres Strait Islander	24
Surfers Paradise	2011	Aboriginal	223
Surfers Paradise	2011	Both Aboriginal & Torres Strait Islander	9
Surfers Paradise	2011	Non-indigenous	35075
Surfers Paradise	2011	Torres Strait Islander	22
Surfers Paradise	2016	Aboriginal	315
Surfers Paradise	2016	Both Aboriginal & Torres Strait Islander	13
Surfers Paradise	2016	Non-indigenous	40486
Surfers Paradise	2016	Torres Strait Islander	22
Forest Lake - Oxley	2006	Aboriginal	1712
Forest Lake - Oxley	2006	Both Aboriginal & Torres Strait Islander	107
Forest Lake - Oxley	2006	Non-indigenous	55714
Forest Lake - Oxley	2006	Torres Strait Islander	203
Forest Lake - Oxley	2011	Aboriginal	1996
Forest Lake - Oxley	2011	Both Aboriginal & Torres Strait Islander	122
Forest Lake - Oxley	2011	Non-indigenous	61299
Forest Lake - Oxley	2011	Torres Strait Islander	154
Forest Lake - Oxley	2016	Aboriginal	2228
Forest Lake - Oxley	2016	Both Aboriginal & Torres Strait Islander	163
Forest Lake - Oxley	2016	Non-indigenous	69699
Forest Lake - Oxley	2016	Torres Strait Islander	140
Ipswich Hinterland	2006	Aboriginal	1031
Ipswich Hinterland	2006	Both Aboriginal & Torres Strait Islander	41
Ipswich Hinterland	2006	Non-indigenous	48480
Ipswich Hinterland	2006	Torres Strait Islander	109
Ipswich Hinterland	2011	Aboriginal	1545
Ipswich Hinterland	2011	Both Aboriginal & Torres Strait Islander	58
Ipswich Hinterland	2011	Non-indigenous	55227
Ipswich Hinterland	2011	Torres Strait Islander	118
Ipswich Hinterland	2016	Aboriginal	2188
Ipswich Hinterland	2016	Both Aboriginal & Torres Strait Islander	129
Ipswich Hinterland	2016	Non-indigenous	60309
Ipswich Hinterland	2016	Torres Strait Islander	100
Ipswich Inner	2006	Aboriginal	2605
Ipswich Inner	2006	Both Aboriginal & Torres Strait Islander	150
Ipswich Inner	2006	Non-indigenous	83145
Ipswich Inner	2006	Torres Strait Islander	93
Ipswich Inner	2011	Aboriginal	3451
Ipswich Inner	2011	Both Aboriginal & Torres Strait Islander	160
Ipswich Inner	2011	Non-indigenous	91152
Ipswich Inner	2011	Torres Strait Islander	150
Ipswich Inner	2016	Aboriginal	4652
Ipswich Inner	2016	Both Aboriginal & Torres Strait Islander	191
Ipswich Inner	2016	Non-indigenous	99160
Ipswich Inner	2016	Torres Strait Islander	204
Springfield - Redbank	2006	Aboriginal	1364
Springfield - Redbank	2006	Both Aboriginal & Torres Strait Islander	95
Springfield - Redbank	2006	Non-indigenous	46743
Springfield - Redbank	2006	Torres Strait Islander	113
Springfield - Redbank	2011	Aboriginal	1989
Springfield - Redbank	2011	Both Aboriginal & Torres Strait Islander	112
Springfield - Redbank	2011	Non-indigenous	64132
Springfield - Redbank	2011	Torres Strait Islander	126
Springfield - Redbank	2016	Aboriginal	2687
Springfield - Redbank	2016	Both Aboriginal & Torres Strait Islander	134
Springfield - Redbank	2016	Non-indigenous	80900
Springfield - Redbank	2016	Torres Strait Islander	189
Beaudesert	2006	Aboriginal	349
Beaudesert	2006	Both Aboriginal & Torres Strait Islander	23
Beaudesert	2006	Non-indigenous	10471
Beaudesert	2006	Torres Strait Islander	31
Beaudesert	2011	Aboriginal	572
Beaudesert	2011	Both Aboriginal & Torres Strait Islander	18
Beaudesert	2011	Non-indigenous	11764
Beaudesert	2011	Torres Strait Islander	25
Beaudesert	2016	Aboriginal	666
Beaudesert	2016	Both Aboriginal & Torres Strait Islander	39
Beaudesert	2016	Non-indigenous	13183
Beaudesert	2016	Torres Strait Islander	27
Beenleigh	2006	Aboriginal	844
Beenleigh	2006	Both Aboriginal & Torres Strait Islander	44
Beenleigh	2006	Non-indigenous	31723
Beenleigh	2006	Torres Strait Islander	82
Beenleigh	2011	Aboriginal	989
Beenleigh	2011	Both Aboriginal & Torres Strait Islander	62
Beenleigh	2011	Non-indigenous	36623
Beenleigh	2011	Torres Strait Islander	83
Beenleigh	2016	Aboriginal	1362
Beenleigh	2016	Both Aboriginal & Torres Strait Islander	54
Beenleigh	2016	Non-indigenous	39417
Beenleigh	2016	Torres Strait Islander	95
Browns Plains	2006	Aboriginal	1343
Browns Plains	2006	Both Aboriginal & Torres Strait Islander	64
Browns Plains	2006	Non-indigenous	64281
Browns Plains	2006	Torres Strait Islander	132
Browns Plains	2011	Aboriginal	1814
Browns Plains	2011	Both Aboriginal & Torres Strait Islander	118
Browns Plains	2011	Non-indigenous	70628
Browns Plains	2011	Torres Strait Islander	153
Browns Plains	2016	Aboriginal	2253
Browns Plains	2016	Both Aboriginal & Torres Strait Islander	165
Browns Plains	2016	Non-indigenous	77268
Browns Plains	2016	Torres Strait Islander	126
Jimboomba	2006	Aboriginal	497
Jimboomba	2006	Both Aboriginal & Torres Strait Islander	31
Jimboomba	2006	Non-indigenous	30655
Jimboomba	2006	Torres Strait Islander	31
Jimboomba	2011	Aboriginal	739
Jimboomba	2011	Both Aboriginal & Torres Strait Islander	20
Jimboomba	2011	Non-indigenous	36527
Jimboomba	2011	Torres Strait Islander	57
Jimboomba	2016	Aboriginal	1264
Jimboomba	2016	Both Aboriginal & Torres Strait Islander	44
Jimboomba	2016	Non-indigenous	44199
Jimboomba	2016	Torres Strait Islander	80
Loganlea - Carbrook	2006	Aboriginal	813
Loganlea - Carbrook	2006	Both Aboriginal & Torres Strait Islander	44
Loganlea - Carbrook	2006	Non-indigenous	48226
Loganlea - Carbrook	2006	Torres Strait Islander	83
Loganlea - Carbrook	2011	Aboriginal	1141
Loganlea - Carbrook	2011	Both Aboriginal & Torres Strait Islander	83
Loganlea - Carbrook	2011	Non-indigenous	53559
Loganlea - Carbrook	2011	Torres Strait Islander	98
Loganlea - Carbrook	2016	Aboriginal	1436
Loganlea - Carbrook	2016	Both Aboriginal & Torres Strait Islander	114
Loganlea - Carbrook	2016	Non-indigenous	58131
Loganlea - Carbrook	2016	Torres Strait Islander	98
Springwood - Kingston	2006	Aboriginal	1761
Springwood - Kingston	2006	Both Aboriginal & Torres Strait Islander	153
Springwood - Kingston	2006	Non-indigenous	69851
Springwood - Kingston	2006	Torres Strait Islander	218
Springwood - Kingston	2011	Aboriginal	1974
Springwood - Kingston	2011	Both Aboriginal & Torres Strait Islander	179
Springwood - Kingston	2011	Non-indigenous	72941
Springwood - Kingston	2011	Torres Strait Islander	261
Springwood - Kingston	2016	Aboriginal	2302
Springwood - Kingston	2016	Both Aboriginal & Torres Strait Islander	181
Springwood - Kingston	2016	Non-indigenous	74565
Springwood - Kingston	2016	Torres Strait Islander	232
Bowen Basin - North	2006	Aboriginal	1017
Bowen Basin - North	2006	Both Aboriginal & Torres Strait Islander	90
Bowen Basin - North	2006	Non-indigenous	30974
Bowen Basin - North	2006	Torres Strait Islander	116
Bowen Basin - North	2011	Aboriginal	1193
Bowen Basin - North	2011	Both Aboriginal & Torres Strait Islander	155
Bowen Basin - North	2011	Non-indigenous	34018
Bowen Basin - North	2011	Torres Strait Islander	115
Bowen Basin - North	2016	Aboriginal	1481
Bowen Basin - North	2016	Both Aboriginal & Torres Strait Islander	150
Bowen Basin - North	2016	Non-indigenous	31699
Bowen Basin - North	2016	Torres Strait Islander	164
Mackay	2006	Aboriginal	2237
Mackay	2006	Both Aboriginal & Torres Strait Islander	548
Mackay	2006	Non-indigenous	97080
Mackay	2006	Torres Strait Islander	1151
Mackay	2011	Aboriginal	2909
Mackay	2011	Both Aboriginal & Torres Strait Islander	706
Mackay	2011	Non-indigenous	107877
Mackay	2011	Torres Strait Islander	1305
Mackay	2016	Aboriginal	3664
Mackay	2016	Both Aboriginal & Torres Strait Islander	946
Mackay	2016	Non-indigenous	109067
Mackay	2016	Torres Strait Islander	1292
Whitsunday	2006	Aboriginal	239
Whitsunday	2006	Both Aboriginal & Torres Strait Islander	30
Whitsunday	2006	Non-indigenous	16627
Whitsunday	2006	Torres Strait Islander	58
Whitsunday	2011	Aboriginal	367
Whitsunday	2011	Both Aboriginal & Torres Strait Islander	33
Whitsunday	2011	Non-indigenous	18064
Whitsunday	2011	Torres Strait Islander	69
Whitsunday	2016	Aboriginal	479
Whitsunday	2016	Both Aboriginal & Torres Strait Islander	48
Whitsunday	2016	Non-indigenous	20633
Whitsunday	2016	Torres Strait Islander	64
Bribie - Beachmere	2006	Aboriginal	435
Bribie - Beachmere	2006	Both Aboriginal & Torres Strait Islander	15
Bribie - Beachmere	2006	Non-indigenous	26879
Bribie - Beachmere	2006	Torres Strait Islander	25
Bribie - Beachmere	2011	Aboriginal	603
Bribie - Beachmere	2011	Both Aboriginal & Torres Strait Islander	24
Bribie - Beachmere	2011	Non-indigenous	29868
Bribie - Beachmere	2011	Torres Strait Islander	40
Bribie - Beachmere	2016	Aboriginal	840
Bribie - Beachmere	2016	Both Aboriginal & Torres Strait Islander	33
Bribie - Beachmere	2016	Non-indigenous	32132
Bribie - Beachmere	2016	Torres Strait Islander	38
