SA3_NAME16	Year	LanguageSpoken	Sex	persons
Queanbeyan	2006		F	1326
Queanbeyan	2006		M	1545
Queanbeyan	2006	(Other)	F	387
Queanbeyan	2006	(Other)	M	387
Queanbeyan	2006	Afrikaans	F	10
Queanbeyan	2006	Afrikaans	M	10
Queanbeyan	2006	Arabic	F	39
Queanbeyan	2006	Arabic	M	35
Queanbeyan	2006	Australian_Indigenous_Languages	F	3
Queanbeyan	2006	Australian_Indigenous_Languages	M	3
Queanbeyan	2006	Chinese_languages_Bengali	F	4
Queanbeyan	2006	Chinese_languages_Bengali	M	4
Queanbeyan	2006	Chinese_languages_Cantonese	F	34
Queanbeyan	2006	Chinese_languages_Cantonese	M	33
Queanbeyan	2006	Chinese_languages_Mandarin	F	70
Queanbeyan	2006	Chinese_languages_Mandarin	M	48
Queanbeyan	2006	Chinese_languages_Other	F	4
Queanbeyan	2006	Chinese_languages_Other	M	3
Queanbeyan	2006	Croatian	F	152
Queanbeyan	2006	Croatian	M	164
Queanbeyan	2006	Dutch	F	34
Queanbeyan	2006	Dutch	M	31
Queanbeyan	2006	English	F	20628
Queanbeyan	2006	English	M	20524
Queanbeyan	2006	Filipino	F	42
Queanbeyan	2006	Filipino	M	22
Queanbeyan	2006	French	F	56
Queanbeyan	2006	French	M	52
Queanbeyan	2006	German	F	118
Queanbeyan	2006	German	M	105
Queanbeyan	2006	Greek	F	127
Queanbeyan	2006	Greek	M	132
Queanbeyan	2006	Hindi	F	38
Queanbeyan	2006	Hindi	M	27
Queanbeyan	2006	Indonesian	F	44
Queanbeyan	2006	Indonesian	M	47
Queanbeyan	2006	Italian	F	337
Queanbeyan	2006	Italian	M	366
Queanbeyan	2006	Japanese	F	15
Queanbeyan	2006	Japanese	M	8
Queanbeyan	2006	Korean	F	8
Queanbeyan	2006	Korean	M	14
Queanbeyan	2006	Macedonian	F	477
Queanbeyan	2006	Macedonian	M	507
Queanbeyan	2006	Persian_includes_Dari	F	7
Queanbeyan	2006	Persian_includes_Dari	M	10
Queanbeyan	2006	Polish	F	81
Queanbeyan	2006	Polish	M	67
Queanbeyan	2006	Punjabi	F	17
Queanbeyan	2006	Punjabi	M	12
Queanbeyan	2006	Russian	F	32
Queanbeyan	2006	Russian	M	34
Queanbeyan	2006	Samoan	F	25
Queanbeyan	2006	Samoan	M	26
Queanbeyan	2006	Serbian	F	153
Queanbeyan	2006	Serbian	M	161
Queanbeyan	2006	Sinhalese	F	14
Queanbeyan	2006	Sinhalese	M	17
Queanbeyan	2006	Spanish	F	80
Queanbeyan	2006	Spanish	M	77
Queanbeyan	2006	Tagalog	F	59
Queanbeyan	2006	Tagalog	M	27
Queanbeyan	2006	Tamil	F	9
Queanbeyan	2006	Tamil	M	11
Queanbeyan	2006	Thai	F	28
Queanbeyan	2006	Thai	M	19
Queanbeyan	2006	Turkish	F	3
Queanbeyan	2006	Turkish	M	9
Queanbeyan	2006	Urdu	F	10
Queanbeyan	2006	Urdu	M	8
Queanbeyan	2006	Vietnamese	F	39
Queanbeyan	2006	Vietnamese	M	44
Queanbeyan	2011		F	1174
Queanbeyan	2011		M	1424
Queanbeyan	2011	(Other)	F	518
Queanbeyan	2011	(Other)	M	488
Queanbeyan	2011	Afrikaans	F	25
Queanbeyan	2011	Afrikaans	M	19
Queanbeyan	2011	Arabic	F	59
Queanbeyan	2011	Arabic	M	74
Queanbeyan	2011	Australian_Indigenous_Languages	F	6
Queanbeyan	2011	Australian_Indigenous_Languages	M	7
Queanbeyan	2011	Chinese_languages_Bengali	F	39
Queanbeyan	2011	Chinese_languages_Bengali	M	54
Queanbeyan	2011	Chinese_languages_Cantonese	F	67
Queanbeyan	2011	Chinese_languages_Cantonese	M	57
Queanbeyan	2011	Chinese_languages_Mandarin	F	96
Queanbeyan	2011	Chinese_languages_Mandarin	M	77
Queanbeyan	2011	Chinese_languages_Other	F	13
Queanbeyan	2011	Chinese_languages_Other	M	12
Queanbeyan	2011	Croatian	F	144
Queanbeyan	2011	Croatian	M	142
Queanbeyan	2011	Dutch	F	34
Queanbeyan	2011	Dutch	M	24
Queanbeyan	2011	English	F	22431
Queanbeyan	2011	English	M	22446
Queanbeyan	2011	Filipino	F	79
Queanbeyan	2011	Filipino	M	36
Queanbeyan	2011	French	F	68
Queanbeyan	2011	French	M	49
Queanbeyan	2011	German	F	112
Queanbeyan	2011	German	M	89
Queanbeyan	2011	Greek	F	130
Queanbeyan	2011	Greek	M	139
Queanbeyan	2011	Hindi	F	99
Queanbeyan	2011	Hindi	M	98
Queanbeyan	2011	Indonesian	F	54
Queanbeyan	2011	Indonesian	M	37
Queanbeyan	2011	Italian	F	325
Queanbeyan	2011	Italian	M	346
Queanbeyan	2011	Japanese	F	24
Queanbeyan	2011	Japanese	M	12
Queanbeyan	2011	Korean	F	18
Queanbeyan	2011	Korean	M	22
Queanbeyan	2011	Macedonian	F	454
Queanbeyan	2011	Macedonian	M	500
Queanbeyan	2011	Persian_includes_Dari	F	11
Queanbeyan	2011	Persian_includes_Dari	M	17
Queanbeyan	2011	Polish	F	73
Queanbeyan	2011	Polish	M	65
Queanbeyan	2011	Punjabi	F	73
Queanbeyan	2011	Punjabi	M	97
Queanbeyan	2011	Russian	F	40
Queanbeyan	2011	Russian	M	27
Queanbeyan	2011	Samoan	F	38
Queanbeyan	2011	Samoan	M	41
Queanbeyan	2011	Serbian	F	141
Queanbeyan	2011	Serbian	M	150
Queanbeyan	2011	Sinhalese	F	28
Queanbeyan	2011	Sinhalese	M	22
Queanbeyan	2011	Spanish	F	78
Queanbeyan	2011	Spanish	M	91
Queanbeyan	2011	Tagalog	F	78
Queanbeyan	2011	Tagalog	M	53
Queanbeyan	2011	Tamil	F	16
Queanbeyan	2011	Tamil	M	18
Queanbeyan	2011	Thai	F	37
Queanbeyan	2011	Thai	M	19
Queanbeyan	2011	Turkish	F	11
Queanbeyan	2011	Turkish	M	18
Queanbeyan	2011	Urdu	F	33
Queanbeyan	2011	Urdu	M	44
Queanbeyan	2011	Vietnamese	F	50
Queanbeyan	2011	Vietnamese	M	37
Queanbeyan	2016		F	2005
Queanbeyan	2016		M	2129
Queanbeyan	2016	(Other)	F	672
Queanbeyan	2016	(Other)	M	621
Queanbeyan	2016	Afrikaans	F	24
Queanbeyan	2016	Afrikaans	M	22
Queanbeyan	2016	Arabic	F	54
Queanbeyan	2016	Arabic	M	79
Queanbeyan	2016	Australian_Indigenous_Languages	F	9
Queanbeyan	2016	Australian_Indigenous_Languages	M	8
Queanbeyan	2016	Chinese_languages_Bengali	F	83
Queanbeyan	2016	Chinese_languages_Bengali	M	99
Queanbeyan	2016	Chinese_languages_Cantonese	F	63
Queanbeyan	2016	Chinese_languages_Cantonese	M	54
Queanbeyan	2016	Chinese_languages_Mandarin	F	149
Queanbeyan	2016	Chinese_languages_Mandarin	M	110
Queanbeyan	2016	Chinese_languages_Other	F	9
Queanbeyan	2016	Chinese_languages_Other	M	4
Queanbeyan	2016	Croatian	F	125
Queanbeyan	2016	Croatian	M	123
Queanbeyan	2016	Dutch	F	39
Queanbeyan	2016	Dutch	M	31
Queanbeyan	2016	English	F	23001
Queanbeyan	2016	English	M	23342
Queanbeyan	2016	Filipino	F	75
Queanbeyan	2016	Filipino	M	48
Queanbeyan	2016	French	F	64
Queanbeyan	2016	French	M	76
Queanbeyan	2016	German	F	101
Queanbeyan	2016	German	M	83
Queanbeyan	2016	Greek	F	108
Queanbeyan	2016	Greek	M	112
Queanbeyan	2016	Hindi	F	125
Queanbeyan	2016	Hindi	M	123
Queanbeyan	2016	Indonesian	F	41
Queanbeyan	2016	Indonesian	M	30
Queanbeyan	2016	Italian	F	322
Queanbeyan	2016	Italian	M	319
Queanbeyan	2016	Japanese	F	23
Queanbeyan	2016	Japanese	M	16
Queanbeyan	2016	Korean	F	25
Queanbeyan	2016	Korean	M	22
Queanbeyan	2016	Macedonian	F	420
Queanbeyan	2016	Macedonian	M	479
Queanbeyan	2016	Persian_includes_Dari	F	19
Queanbeyan	2016	Persian_includes_Dari	M	17
Queanbeyan	2016	Polish	F	64
Queanbeyan	2016	Polish	M	40
Queanbeyan	2016	Punjabi	F	207
Queanbeyan	2016	Punjabi	M	239
Queanbeyan	2016	Russian	F	36
Queanbeyan	2016	Russian	M	29
Queanbeyan	2016	Samoan	F	30
Queanbeyan	2016	Samoan	M	35
Queanbeyan	2016	Serbian	F	128
Queanbeyan	2016	Serbian	M	137
Queanbeyan	2016	Sinhalese	F	28
Queanbeyan	2016	Sinhalese	M	35
Queanbeyan	2016	Spanish	F	101
Queanbeyan	2016	Spanish	M	92
Queanbeyan	2016	Tagalog	F	140
Queanbeyan	2016	Tagalog	M	87
Queanbeyan	2016	Tamil	F	31
Queanbeyan	2016	Tamil	M	30
Queanbeyan	2016	Thai	F	58
Queanbeyan	2016	Thai	M	25
Queanbeyan	2016	Turkish	F	10
Queanbeyan	2016	Turkish	M	18
Queanbeyan	2016	Urdu	F	56
Queanbeyan	2016	Urdu	M	77
Queanbeyan	2016	Vietnamese	F	58
Queanbeyan	2016	Vietnamese	M	45
Snowy Mountains	2006		F	800
Snowy Mountains	2006		M	1159
Snowy Mountains	2006	(Other)	F	80
Snowy Mountains	2006	(Other)	M	77
Snowy Mountains	2006	Afrikaans	F	3
Snowy Mountains	2006	Afrikaans	M	3
Snowy Mountains	2006	Arabic	F	12
Snowy Mountains	2006	Arabic	M	22
Snowy Mountains	2006	Australian_Indigenous_Languages	F	4
Snowy Mountains	2006	Australian_Indigenous_Languages	M	0
Snowy Mountains	2006	Chinese_languages_Bengali	F	0
Snowy Mountains	2006	Chinese_languages_Bengali	M	0
Snowy Mountains	2006	Chinese_languages_Cantonese	F	14
Snowy Mountains	2006	Chinese_languages_Cantonese	M	24
Snowy Mountains	2006	Chinese_languages_Mandarin	F	5
Snowy Mountains	2006	Chinese_languages_Mandarin	M	12
Snowy Mountains	2006	Chinese_languages_Other	F	0
Snowy Mountains	2006	Chinese_languages_Other	M	0
Snowy Mountains	2006	Croatian	F	8
Snowy Mountains	2006	Croatian	M	4
Snowy Mountains	2006	Dutch	F	30
Snowy Mountains	2006	Dutch	M	15
Snowy Mountains	2006	English	F	7756
Snowy Mountains	2006	English	M	7899
Snowy Mountains	2006	Filipino	F	5
Snowy Mountains	2006	Filipino	M	0
Snowy Mountains	2006	French	F	15
Snowy Mountains	2006	French	M	21
Snowy Mountains	2006	German	F	90
Snowy Mountains	2006	German	M	89
Snowy Mountains	2006	Greek	F	23
Snowy Mountains	2006	Greek	M	23
Snowy Mountains	2006	Hindi	F	0
Snowy Mountains	2006	Hindi	M	3
Snowy Mountains	2006	Indonesian	F	8
Snowy Mountains	2006	Indonesian	M	0
Snowy Mountains	2006	Italian	F	52
Snowy Mountains	2006	Italian	M	69
Snowy Mountains	2006	Japanese	F	13
Snowy Mountains	2006	Japanese	M	10
Snowy Mountains	2006	Korean	F	8
Snowy Mountains	2006	Korean	M	7
Snowy Mountains	2006	Macedonian	F	3
Snowy Mountains	2006	Macedonian	M	3
Snowy Mountains	2006	Persian_includes_Dari	F	0
Snowy Mountains	2006	Persian_includes_Dari	M	0
Snowy Mountains	2006	Polish	F	9
Snowy Mountains	2006	Polish	M	10
Snowy Mountains	2006	Punjabi	F	0
Snowy Mountains	2006	Punjabi	M	0
Snowy Mountains	2006	Russian	F	14
Snowy Mountains	2006	Russian	M	7
Snowy Mountains	2006	Samoan	F	0
Snowy Mountains	2006	Samoan	M	0
Snowy Mountains	2006	Serbian	F	4
Snowy Mountains	2006	Serbian	M	3
Snowy Mountains	2006	Sinhalese	F	6
Snowy Mountains	2006	Sinhalese	M	3
Snowy Mountains	2006	Spanish	F	7
Snowy Mountains	2006	Spanish	M	9
Snowy Mountains	2006	Tagalog	F	4
Snowy Mountains	2006	Tagalog	M	4
Snowy Mountains	2006	Tamil	F	0
Snowy Mountains	2006	Tamil	M	0
Snowy Mountains	2006	Thai	F	9
Snowy Mountains	2006	Thai	M	7
Snowy Mountains	2006	Turkish	F	4
Snowy Mountains	2006	Turkish	M	3
Snowy Mountains	2006	Urdu	F	0
Snowy Mountains	2006	Urdu	M	0
Snowy Mountains	2006	Vietnamese	F	3
Snowy Mountains	2006	Vietnamese	M	4
Snowy Mountains	2011		F	577
Snowy Mountains	2011		M	892
Snowy Mountains	2011	(Other)	F	99
Snowy Mountains	2011	(Other)	M	79
Snowy Mountains	2011	Afrikaans	F	3
Snowy Mountains	2011	Afrikaans	M	4
Snowy Mountains	2011	Arabic	F	22
Snowy Mountains	2011	Arabic	M	30
Snowy Mountains	2011	Australian_Indigenous_Languages	F	4
Snowy Mountains	2011	Australian_Indigenous_Languages	M	3
Snowy Mountains	2011	Chinese_languages_Bengali	F	0
Snowy Mountains	2011	Chinese_languages_Bengali	M	0
Snowy Mountains	2011	Chinese_languages_Cantonese	F	8
Snowy Mountains	2011	Chinese_languages_Cantonese	M	13
Snowy Mountains	2011	Chinese_languages_Mandarin	F	24
Snowy Mountains	2011	Chinese_languages_Mandarin	M	9
Snowy Mountains	2011	Chinese_languages_Other	F	3
