SA3_NAME16	Year	DwellingStructure	occupied_private_dwellings
Cairns - North	2006		5
Cairns - North	2006	(Other)	154
Cairns - North	2006	Flat/apartment	1668
Cairns - North	2006	Semi-detached, row/terrace house, townhouse etc.	1077
Cairns - North	2006	Separate house	11236
Cairns - North	2011		6
Cairns - North	2011	(Other)	131
Cairns - North	2011	Flat/apartment	2599
Cairns - North	2011	Semi-detached, row/terrace house, townhouse etc.	1270
Cairns - North	2011	Separate house	13391
Cairns - North	2016		155
Cairns - North	2016	(Other)	151
Cairns - North	2016	Flat/apartment	2149
Cairns - North	2016	Semi-detached, row/terrace house, townhouse etc.	1630
Cairns - North	2016	Separate house	14799
Cairns - South	2006		24
Cairns - South	2006	(Other)	530
Cairns - South	2006	Flat/apartment	6135
Cairns - South	2006	Semi-detached, row/terrace house, townhouse etc.	2444
Cairns - South	2006	Separate house	20932
Cairns - South	2011		72
Cairns - South	2011	(Other)	407
Cairns - South	2011	Flat/apartment	8083
Cairns - South	2011	Semi-detached, row/terrace house, townhouse etc.	2577
Cairns - South	2011	Separate house	23217
Cairns - South	2016		250
Cairns - South	2016	(Other)	353
Cairns - South	2016	Flat/apartment	7419
Cairns - South	2016	Semi-detached, row/terrace house, townhouse etc.	3690
Cairns - South	2016	Separate house	23879
Innisfail - Cassowary Coast	2006		9
Innisfail - Cassowary Coast	2006	(Other)	448
Innisfail - Cassowary Coast	2006	Flat/apartment	798
Innisfail - Cassowary Coast	2006	Semi-detached, row/terrace house, townhouse etc.	374
Innisfail - Cassowary Coast	2006	Separate house	9874
Innisfail - Cassowary Coast	2011		12
Innisfail - Cassowary Coast	2011	(Other)	396
Innisfail - Cassowary Coast	2011	Flat/apartment	977
Innisfail - Cassowary Coast	2011	Semi-detached, row/terrace house, townhouse etc.	203
Innisfail - Cassowary Coast	2011	Separate house	10445
Innisfail - Cassowary Coast	2016		101
Innisfail - Cassowary Coast	2016	(Other)	464
Innisfail - Cassowary Coast	2016	Flat/apartment	804
Innisfail - Cassowary Coast	2016	Semi-detached, row/terrace house, townhouse etc.	295
Innisfail - Cassowary Coast	2016	Separate house	10747
Port Douglas - Daintree	2006		4
Port Douglas - Daintree	2006	(Other)	180
Port Douglas - Daintree	2006	Flat/apartment	612
Port Douglas - Daintree	2006	Semi-detached, row/terrace house, townhouse etc.	569
Port Douglas - Daintree	2006	Separate house	2458
Port Douglas - Daintree	2011		11
Port Douglas - Daintree	2011	(Other)	148
Port Douglas - Daintree	2011	Flat/apartment	552
Port Douglas - Daintree	2011	Semi-detached, row/terrace house, townhouse etc.	463
Port Douglas - Daintree	2011	Separate house	2882
Port Douglas - Daintree	2016		75
Port Douglas - Daintree	2016	(Other)	144
Port Douglas - Daintree	2016	Flat/apartment	480
Port Douglas - Daintree	2016	Semi-detached, row/terrace house, townhouse etc.	475
Port Douglas - Daintree	2016	Separate house	3000
Tablelands (East) - Kuranda	2006		10
Tablelands (East) - Kuranda	2006	(Other)	442
Tablelands (East) - Kuranda	2006	Flat/apartment	667
Tablelands (East) - Kuranda	2006	Semi-detached, row/terrace house, townhouse etc.	316
Tablelands (East) - Kuranda	2006	Separate house	11608
Tablelands (East) - Kuranda	2011		14
Tablelands (East) - Kuranda	2011	(Other)	451
Tablelands (East) - Kuranda	2011	Flat/apartment	857
Tablelands (East) - Kuranda	2011	Semi-detached, row/terrace house, townhouse etc.	288
Tablelands (East) - Kuranda	2011	Separate house	12833
Tablelands (East) - Kuranda	2016		87
Tablelands (East) - Kuranda	2016	(Other)	362
Tablelands (East) - Kuranda	2016	Flat/apartment	655
Tablelands (East) - Kuranda	2016	Semi-detached, row/terrace house, townhouse etc.	359
Tablelands (East) - Kuranda	2016	Separate house	13530
Darling Downs (West) - Maranoa	2006		9
Darling Downs (West) - Maranoa	2006	(Other)	429
Darling Downs (West) - Maranoa	2006	Flat/apartment	766
Darling Downs (West) - Maranoa	2006	Semi-detached, row/terrace house, townhouse etc.	309
Darling Downs (West) - Maranoa	2006	Separate house	13067
Darling Downs (West) - Maranoa	2011		41
Darling Downs (West) - Maranoa	2011	(Other)	335
Darling Downs (West) - Maranoa	2011	Flat/apartment	692
Darling Downs (West) - Maranoa	2011	Semi-detached, row/terrace house, townhouse etc.	284
Darling Downs (West) - Maranoa	2011	Separate house	13901
Darling Downs (West) - Maranoa	2016		164
Darling Downs (West) - Maranoa	2016	(Other)	232
Darling Downs (West) - Maranoa	2016	Flat/apartment	557
Darling Downs (West) - Maranoa	2016	Semi-detached, row/terrace house, townhouse etc.	481
Darling Downs (West) - Maranoa	2016	Separate house	13789
Darling Downs - East	2006		4
Darling Downs - East	2006	(Other)	249
Darling Downs - East	2006	Flat/apartment	439
Darling Downs - East	2006	Semi-detached, row/terrace house, townhouse etc.	137
Darling Downs - East	2006	Separate house	12698
Darling Downs - East	2011		28
Darling Downs - East	2011	(Other)	172
Darling Downs - East	2011	Flat/apartment	401
Darling Downs - East	2011	Semi-detached, row/terrace house, townhouse etc.	139
Darling Downs - East	2011	Separate house	13347
Darling Downs - East	2016		121
Darling Downs - East	2016	(Other)	159
Darling Downs - East	2016	Flat/apartment	317
Darling Downs - East	2016	Semi-detached, row/terrace house, townhouse etc.	276
Darling Downs - East	2016	Separate house	13871
Granite Belt	2006		12
Granite Belt	2006	(Other)	154
Granite Belt	2006	Flat/apartment	629
Granite Belt	2006	Semi-detached, row/terrace house, townhouse etc.	212
Granite Belt	2006	Separate house	12391
Granite Belt	2011		21
Granite Belt	2011	(Other)	148
Granite Belt	2011	Flat/apartment	679
Granite Belt	2011	Semi-detached, row/terrace house, townhouse etc.	291
Granite Belt	2011	Separate house	13422
Granite Belt	2016		93
Granite Belt	2016	(Other)	206
Granite Belt	2016	Flat/apartment	344
Granite Belt	2016	Semi-detached, row/terrace house, townhouse etc.	740
Granite Belt	2016	Separate house	13764
Central Highlands (Qld)	2006		3
Central Highlands (Qld)	2006	(Other)	466
Central Highlands (Qld)	2006	Flat/apartment	538
Central Highlands (Qld)	2006	Semi-detached, row/terrace house, townhouse etc.	135
Central Highlands (Qld)	2006	Separate house	7593
Central Highlands (Qld)	2011		27
Central Highlands (Qld)	2011	(Other)	440
Central Highlands (Qld)	2011	Flat/apartment	592
Central Highlands (Qld)	2011	Semi-detached, row/terrace house, townhouse etc.	258
Central Highlands (Qld)	2011	Separate house	7877
Central Highlands (Qld)	2016		311
Central Highlands (Qld)	2016	(Other)	238
Central Highlands (Qld)	2016	Flat/apartment	516
Central Highlands (Qld)	2016	Semi-detached, row/terrace house, townhouse etc.	351
Central Highlands (Qld)	2016	Separate house	7734
Rockhampton	2006		50
Rockhampton	2006	(Other)	769
Rockhampton	2006	Flat/apartment	2348
Rockhampton	2006	Semi-detached, row/terrace house, townhouse etc.	1154
Rockhampton	2006	Separate house	31091
Rockhampton	2011		27
Rockhampton	2011	(Other)	644
Rockhampton	2011	Flat/apartment	2846
Rockhampton	2011	Semi-detached, row/terrace house, townhouse etc.	1202
Rockhampton	2011	Separate house	33825
Rockhampton	2016		281
Rockhampton	2016	(Other)	565
Rockhampton	2016	Flat/apartment	1909
Rockhampton	2016	Semi-detached, row/terrace house, townhouse etc.	2465
Rockhampton	2016	Separate house	35801
Biloela	2006		0
Biloela	2006	(Other)	170
Biloela	2006	Flat/apartment	233
Biloela	2006	Semi-detached, row/terrace house, townhouse etc.	122
Biloela	2006	Separate house	4683
Biloela	2011		11
Biloela	2011	(Other)	126
Biloela	2011	Flat/apartment	226
Biloela	2011	Semi-detached, row/terrace house, townhouse etc.	52
Biloela	2011	Separate house	4747
Biloela	2016		42
Biloela	2016	(Other)	83
Biloela	2016	Flat/apartment	183
Biloela	2016	Semi-detached, row/terrace house, townhouse etc.	64
Biloela	2016	Separate house	4602
Gladstone	2006		18
Gladstone	2006	(Other)	586
Gladstone	2006	Flat/apartment	1287
Gladstone	2006	Semi-detached, row/terrace house, townhouse etc.	366
Gladstone	2006	Separate house	15131
Gladstone	2011		21
Gladstone	2011	(Other)	581
Gladstone	2011	Flat/apartment	1154
Gladstone	2011	Semi-detached, row/terrace house, townhouse etc.	598
Gladstone	2011	Separate house	17050
Gladstone	2016		69
Gladstone	2016	(Other)	357
Gladstone	2016	Flat/apartment	1340
Gladstone	2016	Semi-detached, row/terrace house, townhouse etc.	989
Gladstone	2016	Separate house	18624
Broadbeach - Burleigh	2006		26
Broadbeach - Burleigh	2006	(Other)	156
Broadbeach - Burleigh	2006	Flat/apartment	6855
Broadbeach - Burleigh	2006	Semi-detached, row/terrace house, townhouse etc.	2905
Broadbeach - Burleigh	2006	Separate house	11856
Broadbeach - Burleigh	2011		19
Broadbeach - Burleigh	2011	(Other)	133
Broadbeach - Burleigh	2011	Flat/apartment	7442
Broadbeach - Burleigh	2011	Semi-detached, row/terrace house, townhouse etc.	4184
Broadbeach - Burleigh	2011	Separate house	11395
Broadbeach - Burleigh	2016		85
Broadbeach - Burleigh	2016	(Other)	116
Broadbeach - Burleigh	2016	Flat/apartment	7643
Broadbeach - Burleigh	2016	Semi-detached, row/terrace house, townhouse etc.	4856
Broadbeach - Burleigh	2016	Separate house	11520
Coolangatta	2006		10
Coolangatta	2006	(Other)	239
Coolangatta	2006	Flat/apartment	5496
Coolangatta	2006	Semi-detached, row/terrace house, townhouse etc.	2430
Coolangatta	2006	Separate house	10877
Coolangatta	2011		24
Coolangatta	2011	(Other)	216
Coolangatta	2011	Flat/apartment	5457
Coolangatta	2011	Semi-detached, row/terrace house, townhouse etc.	3146
Coolangatta	2011	Separate house	11108
Coolangatta	2016		85
Coolangatta	2016	(Other)	141
Coolangatta	2016	Flat/apartment	5841
Coolangatta	2016	Semi-detached, row/terrace house, townhouse etc.	3746
Coolangatta	2016	Separate house	10718
Gold Coast - North	2006		64
Gold Coast - North	2006	(Other)	440
Gold Coast - North	2006	Flat/apartment	4256
Gold Coast - North	2006	Semi-detached, row/terrace house, townhouse etc.	7014
Gold Coast - North	2006	Separate house	11053
Gold Coast - North	2011		44
Gold Coast - North	2011	(Other)	457
Gold Coast - North	2011	Flat/apartment	5763
Gold Coast - North	2011	Semi-detached, row/terrace house, townhouse etc.	7042
Gold Coast - North	2011	Separate house	11034
Gold Coast - North	2016		139
Gold Coast - North	2016	(Other)	304
Gold Coast - North	2016	Flat/apartment	5825
Gold Coast - North	2016	Semi-detached, row/terrace house, townhouse etc.	8535
Gold Coast - North	2016	Separate house	11536
Gold Coast Hinterland	2006		0
Gold Coast Hinterland	2006	(Other)	125
Gold Coast Hinterland	2006	Flat/apartment	63
Gold Coast Hinterland	2006	Semi-detached, row/terrace house, townhouse etc.	45
Gold Coast Hinterland	2006	Separate house	5588
Gold Coast Hinterland	2011		4
Gold Coast Hinterland	2011	(Other)	103
Gold Coast Hinterland	2011	Flat/apartment	65
Gold Coast Hinterland	2011	Semi-detached, row/terrace house, townhouse etc.	73
Gold Coast Hinterland	2011	Separate house	5992
Gold Coast Hinterland	2016		23
Gold Coast Hinterland	2016	(Other)	102
Gold Coast Hinterland	2016	Flat/apartment	31
Gold Coast Hinterland	2016	Semi-detached, row/terrace house, townhouse etc.	67
Gold Coast Hinterland	2016	Separate house	6174
Mudgeeraba - Tallebudgera	2006		0
Mudgeeraba - Tallebudgera	2006	(Other)	62
Mudgeeraba - Tallebudgera	2006	Flat/apartment	124
Mudgeeraba - Tallebudgera	2006	Semi-detached, row/terrace house, townhouse etc.	1362
Mudgeeraba - Tallebudgera	2006	Separate house	7004
Mudgeeraba - Tallebudgera	2011		4
Mudgeeraba - Tallebudgera	2011	(Other)	44
Mudgeeraba - Tallebudgera	2011	Flat/apartment	137
Mudgeeraba - Tallebudgera	2011	Semi-detached, row/terrace house, townhouse etc.	1415
Mudgeeraba - Tallebudgera	2011	Separate house	8435
Mudgeeraba - Tallebudgera	2016		22
Mudgeeraba - Tallebudgera	2016	(Other)	44
Mudgeeraba - Tallebudgera	2016	Flat/apartment	53
Mudgeeraba - Tallebudgera	2016	Semi-detached, row/terrace house, townhouse etc.	1476
Mudgeeraba - Tallebudgera	2016	Separate house	8851
Nerang	2006		21
Nerang	2006	(Other)	544
Nerang	2006	Flat/apartment	620
Nerang	2006	Semi-detached, row/terrace house, townhouse etc.	3020
Nerang	2006	Separate house	14607
Nerang	2011		0
Nerang	2011	(Other)	525
Nerang	2011	Flat/apartment	513
Nerang	2011	Semi-detached, row/terrace house, townhouse etc.	4095
Nerang	2011	Separate house	16083
Nerang	2016		163
Nerang	2016	(Other)	416
Nerang	2016	Flat/apartment	960
Nerang	2016	Semi-detached, row/terrace house, townhouse etc.	4697
Nerang	2016	Separate house	16481
Ormeau - Oxenford	2006		5
Ormeau - Oxenford	2006	(Other)	399
Ormeau - Oxenford	2006	Flat/apartment	379
Ormeau - Oxenford	2006	Semi-detached, row/terrace house, townhouse etc.	3522
Ormeau - Oxenford	2006	Separate house	17217
Ormeau - Oxenford	2011		11
Ormeau - Oxenford	2011	(Other)	406
Ormeau - Oxenford	2011	Flat/apartment	1031
Ormeau - Oxenford	2011	Semi-detached, row/terrace house, townhouse etc.	4689
Ormeau - Oxenford	2011	Separate house	24609
Ormeau - Oxenford	2016		118
Ormeau - Oxenford	2016	(Other)	261
Ormeau - Oxenford	2016	Flat/apartment	1002
Ormeau - Oxenford	2016	Semi-detached, row/terrace house, townhouse etc.	5901
Ormeau - Oxenford	2016	Separate house	30472
Robina	2006		4
Robina	2006	(Other)	29
Robina	2006	Flat/apartment	897
Robina	2006	Semi-detached, row/terrace house, townhouse etc.	3848
Robina	2006	Separate house	9476
Robina	2011		25
Robina	2011	(Other)	26
Robina	2011	Flat/apartment	1639
Robina	2011	Semi-detached, row/terrace house, townhouse etc.	4058
Robina	2011	Separate house	10166
Robina	2016		24
Robina	2016	(Other)	9
Robina	2016	Flat/apartment	2156
Robina	2016	Semi-detached, row/terrace house, townhouse etc.	5666
Robina	2016	Separate house	9591
Southport	2006		8
Southport	2006	(Other)	135
Southport	2006	Flat/apartment	3661
Southport	2006	Semi-detached, row/terrace house, townhouse etc.	3877
Southport	2006	Separate house	11030
Southport	2011		13
Southport	2011	(Other)	88
Southport	2011	Flat/apartment	5768
Southport	2011	Semi-detached, row/terrace house, townhouse etc.	3510
Southport	2011	Separate house	11081
Southport	2016		154
Southport	2016	(Other)	69
Southport	2016	Flat/apartment	6603
Southport	2016	Semi-detached, row/terrace house, townhouse etc.	4281
Southport	2016	Separate house	10794
Surfers Paradise	2006		4
Surfers Paradise	2006	(Other)	76
Surfers Paradise	2006	Flat/apartment	6724
Surfers Paradise	2006	Semi-detached, row/terrace house, townhouse etc.	1348
Surfers Paradise	2006	Separate house	4400
Surfers Paradise	2011		42
Surfers Paradise	2011	(Other)	31
Surfers Paradise	2011	Flat/apartment	7821
Surfers Paradise	2011	Semi-detached, row/terrace house, townhouse etc.	2077
Surfers Paradise	2011	Separate house	4390
Surfers Paradise	2016		136
Surfers Paradise	2016	(Other)	73
Surfers Paradise	2016	Flat/apartment	9393
Surfers Paradise	2016	Semi-detached, row/terrace house, townhouse etc.	1868
Surfers Paradise	2016	Separate house	4395
Forest Lake - Oxley	2006		7
Forest Lake - Oxley	2006	(Other)	275
Forest Lake - Oxley	2006	Flat/apartment	572
Forest Lake - Oxley	2006	Semi-detached, row/terrace house, townhouse etc.	751
Forest Lake - Oxley	2006	Separate house	17330
Forest Lake - Oxley	2011		13
Forest Lake - Oxley	2011	(Other)	324
Forest Lake - Oxley	2011	Flat/apartment	507
Forest Lake - Oxley	2011	Semi-detached, row/terrace house, townhouse etc.	1655
Forest Lake - Oxley	2011	Separate house	17914
Forest Lake - Oxley	2016		83
Forest Lake - Oxley	2016	(Other)	207
Forest Lake - Oxley	2016	Flat/apartment	495
Forest Lake - Oxley	2016	Semi-detached, row/terrace house, townhouse etc.	2579
Forest Lake - Oxley	2016	Separate house	18875
Ipswich Hinterland	2006		3
Ipswich Hinterland	2006	(Other)	430
Ipswich Hinterland	2006	Flat/apartment	259
Ipswich Hinterland	2006	Semi-detached, row/terrace house, townhouse etc.	71
Ipswich Hinterland	2006	Separate house	16563
Ipswich Hinterland	2011		44
Ipswich Hinterland	2011	(Other)	421
Ipswich Hinterland	2011	Flat/apartment	219
Ipswich Hinterland	2011	Semi-detached, row/terrace house, townhouse etc.	195
Ipswich Hinterland	2011	Separate house	19018
Ipswich Hinterland	2016		124
Ipswich Hinterland	2016	(Other)	369
Ipswich Hinterland	2016	Flat/apartment	196
Ipswich Hinterland	2016	Semi-detached, row/terrace house, townhouse etc.	261
Ipswich Hinterland	2016	Separate house	20413
Ipswich Inner	2006		28
Ipswich Inner	2006	(Other)	161
Ipswich Inner	2006	Flat/apartment	1399
Ipswich Inner	2006	Semi-detached, row/terrace house, townhouse etc.	843
Ipswich Inner	2006	Separate house	27633
Ipswich Inner	2011		10
Ipswich Inner	2011	(Other)	165
Ipswich Inner	2011	Flat/apartment	1293
Ipswich Inner	2011	Semi-detached, row/terrace house, townhouse etc.	1673
Ipswich Inner	2011	Separate house	30121
Ipswich Inner	2016		98
Ipswich Inner	2016	(Other)	122
Ipswich Inner	2016	Flat/apartment	799
Ipswich Inner	2016	Semi-detached, row/terrace house, townhouse etc.	3027
Ipswich Inner	2016	Separate house	32146
Springfield - Redbank	2006		34
Springfield - Redbank	2006	(Other)	140
Springfield - Redbank	2006	Flat/apartment	361
Springfield - Redbank	2006	Semi-detached, row/terrace house, townhouse etc.	784
Springfield - Redbank	2006	Separate house	14288
Springfield - Redbank	2011		4
Springfield - Redbank	2011	(Other)	83
Springfield - Redbank	2011	Flat/apartment	453
Springfield - Redbank	2011	Semi-detached, row/terrace house, townhouse etc.	1248
Springfield - Redbank	2011	Separate house	19466
Springfield - Redbank	2016		54
Springfield - Redbank	2016	(Other)	77
Springfield - Redbank	2016	Flat/apartment	98
Springfield - Redbank	2016	Semi-detached, row/terrace house, townhouse etc.	2205
Springfield - Redbank	2016	Separate house	23226
Beaudesert	2006		0
Beaudesert	2006	(Other)	67
Beaudesert	2006	Flat/apartment	239
Beaudesert	2006	Semi-detached, row/terrace house, townhouse etc.	94
Beaudesert	2006	Separate house	3502
Beaudesert	2011		0
Beaudesert	2011	(Other)	82
Beaudesert	2011	Flat/apartment	252
Beaudesert	2011	Semi-detached, row/terrace house, townhouse etc.	157
Beaudesert	2011	Separate house	3949
Beaudesert	2016		16
Beaudesert	2016	(Other)	74
Beaudesert	2016	Flat/apartment	123
Beaudesert	2016	Semi-detached, row/terrace house, townhouse etc.	403
Beaudesert	2016	Separate house	4253
Beenleigh	2006		0
Beenleigh	2006	(Other)	87
Beenleigh	2006	Flat/apartment	1135
Beenleigh	2006	Semi-detached, row/terrace house, townhouse etc.	708
Beenleigh	2006	Separate house	9701
Beenleigh	2011		9
Beenleigh	2011	(Other)	27
Beenleigh	2011	Flat/apartment	705
Beenleigh	2011	Semi-detached, row/terrace house, townhouse etc.	1848
Beenleigh	2011	Separate house	10582
Beenleigh	2016		24
Beenleigh	2016	(Other)	20
Beenleigh	2016	Flat/apartment	763
Beenleigh	2016	Semi-detached, row/terrace house, townhouse etc.	2203
Beenleigh	2016	Separate house	11468
Browns Plains	2006		0
Browns Plains	2006	(Other)	183
Browns Plains	2006	Flat/apartment	178
Browns Plains	2006	Semi-detached, row/terrace house, townhouse etc.	430
Browns Plains	2006	Separate house	19745
Browns Plains	2011		7
Browns Plains	2011	(Other)	177
Browns Plains	2011	Flat/apartment	204
Browns Plains	2011	Semi-detached, row/terrace house, townhouse etc.	749
Browns Plains	2011	Separate house	21651
Browns Plains	2016		66
Browns Plains	2016	(Other)	237
Browns Plains	2016	Flat/apartment	129
Browns Plains	2016	Semi-detached, row/terrace house, townhouse etc.	1697
Browns Plains	2016	Separate house	22097
Jimboomba	2006		0
Jimboomba	2006	(Other)	31
Jimboomba	2006	Flat/apartment	24
Jimboomba	2006	Semi-detached, row/terrace house, townhouse etc.	63
Jimboomba	2006	Separate house	9147
Jimboomba	2011		7
Jimboomba	2011	(Other)	14
Jimboomba	2011	Flat/apartment	87
Jimboomba	2011	Semi-detached, row/terrace house, townhouse etc.	40
Jimboomba	2011	Separate house	11072
Jimboomba	2016		42
Jimboomba	2016	(Other)	17
Jimboomba	2016	Flat/apartment	3
Jimboomba	2016	Semi-detached, row/terrace house, townhouse etc.	172
Jimboomba	2016	Separate house	13139
Loganlea - Carbrook	2006		0
Loganlea - Carbrook	2006	(Other)	205
Loganlea - Carbrook	2006	Flat/apartment	631
Loganlea - Carbrook	2006	Semi-detached, row/terrace house, townhouse etc.	1772
Loganlea - Carbrook	2006	Separate house	13809
Loganlea - Carbrook	2011		3
Loganlea - Carbrook	2011	(Other)	162
Loganlea - Carbrook	2011	Flat/apartment	184
Loganlea - Carbrook	2011	Semi-detached, row/terrace house, townhouse etc.	1591
Loganlea - Carbrook	2011	Separate house	16449
Loganlea - Carbrook	2016		71
Loganlea - Carbrook	2016	(Other)	147
Loganlea - Carbrook	2016	Flat/apartment	816
Loganlea - Carbrook	2016	Semi-detached, row/terrace house, townhouse etc.	1661
Loganlea - Carbrook	2016	Separate house	16941
Springwood - Kingston	2006		7
Springwood - Kingston	2006	(Other)	150
Springwood - Kingston	2006	Flat/apartment	1251
Springwood - Kingston	2006	Semi-detached, row/terrace house, townhouse etc.	3683
Springwood - Kingston	2006	Separate house	19751
Springwood - Kingston	2011		10
Springwood - Kingston	2011	(Other)	122
Springwood - Kingston	2011	Flat/apartment	1595
Springwood - Kingston	2011	Semi-detached, row/terrace house, townhouse etc.	3546
Springwood - Kingston	2011	Separate house	20458
Springwood - Kingston	2016		83
Springwood - Kingston	2016	(Other)	183
Springwood - Kingston	2016	Flat/apartment	950
Springwood - Kingston	2016	Semi-detached, row/terrace house, townhouse etc.	4395
Springwood - Kingston	2016	Separate house	19890
Bowen Basin - North	2006		9
Bowen Basin - North	2006	(Other)	593
Bowen Basin - North	2006	Flat/apartment	519
Bowen Basin - North	2006	Semi-detached, row/terrace house, townhouse etc.	549
Bowen Basin - North	2006	Separate house	8751
Bowen Basin - North	2011		24
Bowen Basin - North	2011	(Other)	517
Bowen Basin - North	2011	Flat/apartment	568
Bowen Basin - North	2011	Semi-detached, row/terrace house, townhouse etc.	610
Bowen Basin - North	2011	Separate house	9471
Bowen Basin - North	2016		94
Bowen Basin - North	2016	(Other)	268
Bowen Basin - North	2016	Flat/apartment	526
Bowen Basin - North	2016	Semi-detached, row/terrace house, townhouse etc.	619
Bowen Basin - North	2016	Separate house	9216
Mackay	2006		24
Mackay	2006	(Other)	797
Mackay	2006	Flat/apartment	3109
Mackay	2006	Semi-detached, row/terrace house, townhouse etc.	1416
Mackay	2006	Separate house	28624
Mackay	2011		45
Mackay	2011	(Other)	791
Mackay	2011	Flat/apartment	2968
Mackay	2011	Semi-detached, row/terrace house, townhouse etc.	1911
Mackay	2011	Separate house	32840
Mackay	2016		242
Mackay	2016	(Other)	545
Mackay	2016	Flat/apartment	1871
Mackay	2016	Semi-detached, row/terrace house, townhouse etc.	3428
Mackay	2016	Separate house	34580
Whitsunday	2006		5
Whitsunday	2006	(Other)	303
Whitsunday	2006	Flat/apartment	814
Whitsunday	2006	Semi-detached, row/terrace house, townhouse etc.	363
Whitsunday	2006	Separate house	4143
Whitsunday	2011		15
Whitsunday	2011	(Other)	245
Whitsunday	2011	Flat/apartment	1173
Whitsunday	2011	Semi-detached, row/terrace house, townhouse etc.	309
Whitsunday	2011	Separate house	4575
Whitsunday	2016		154
Whitsunday	2016	(Other)	134
Whitsunday	2016	Flat/apartment	758
Whitsunday	2016	Semi-detached, row/terrace house, townhouse etc.	652
Whitsunday	2016	Separate house	5024
Bribie - Beachmere	2006		0
Bribie - Beachmere	2006	(Other)	463
Bribie - Beachmere	2006	Flat/apartment	919
Bribie - Beachmere	2006	Semi-detached, row/terrace house, townhouse etc.	897
Bribie - Beachmere	2006	Separate house	8955
Bribie - Beachmere	2011		0
Bribie - Beachmere	2011	(Other)	445
Bribie - Beachmere	2011	Flat/apartment	1019
Bribie - Beachmere	2011	Semi-detached, row/terrace house, townhouse etc.	964
Bribie - Beachmere	2011	Separate house	10196
Bribie - Beachmere	2016		50
Bribie - Beachmere	2016	(Other)	494
Bribie - Beachmere	2016	Flat/apartment	636
Bribie - Beachmere	2016	Semi-detached, row/terrace house, townhouse etc.	2158
Bribie - Beachmere	2016	Separate house	10433
Caboolture	2006		3
Caboolture	2006	(Other)	110
Caboolture	2006	Flat/apartment	770
Caboolture	2006	Semi-detached, row/terrace house, townhouse etc.	863
Caboolture	2006	Separate house	14032
Caboolture	2011		13
Caboolture	2011	(Other)	119
Caboolture	2011	Flat/apartment	890
Caboolture	2011	Semi-detached, row/terrace house, townhouse etc.	1313
Caboolture	2011	Separate house	17372
Caboolture	2016		67
Caboolture	2016	(Other)	97
Caboolture	2016	Flat/apartment	791
Caboolture	2016	Semi-detached, row/terrace house, townhouse etc.	2502
Caboolture	2016	Separate house	18904
Caboolture Hinterland	2006		3
Caboolture Hinterland	2006	(Other)	102
Caboolture Hinterland	2006	Flat/apartment	11
Caboolture Hinterland	2006	Semi-detached, row/terrace house, townhouse etc.	213
Caboolture Hinterland	2006	Separate house	2994
Caboolture Hinterland	2011		0
Caboolture Hinterland	2011	(Other)	39
Caboolture Hinterland	2011	Flat/apartment	28
Caboolture Hinterland	2011	Semi-detached, row/terrace house, townhouse etc.	33
Caboolture Hinterland	2011	Separate house	3738
Caboolture Hinterland	2016		28
Caboolture Hinterland	2016	(Other)	79
Caboolture Hinterland	2016	Flat/apartment	16
Caboolture Hinterland	2016	Semi-detached, row/terrace house, townhouse etc.	36
Caboolture Hinterland	2016	Separate house	4095
Narangba - Burpengary	2006		6
Narangba - Burpengary	2006	(Other)	286
Narangba - Burpengary	2006	Flat/apartment	228
Narangba - Burpengary	2006	Semi-detached, row/terrace house, townhouse etc.	616
Narangba - Burpengary	2006	Separate house	15912
Narangba - Burpengary	2011		7
Narangba - Burpengary	2011	(Other)	179
Narangba - Burpengary	2011	Flat/apartment	324
Narangba - Burpengary	2011	Semi-detached, row/terrace house, townhouse etc.	1316
Narangba - Burpengary	2011	Separate house	17342
Narangba - Burpengary	2016		48
Narangba - Burpengary	2016	(Other)	105
Narangba - Burpengary	2016	Flat/apartment	247
Narangba - Burpengary	2016	Semi-detached, row/terrace house, townhouse etc.	1238
Narangba - Burpengary	2016	Separate house	18871
Redcliffe	2006		9
Redcliffe	2006	(Other)	216
Redcliffe	2006	Flat/apartment	3477
Redcliffe	2006	Semi-detached, row/terrace house, townhouse etc.	1406
Redcliffe	2006	Separate house	15558
Redcliffe	2011		5
Redcliffe	2011	(Other)	254
Redcliffe	2011	Flat/apartment	3875
Redcliffe	2011	Semi-detached, row/terrace house, townhouse etc.	2232
Redcliffe	2011	Separate house	16194
Redcliffe	2016		78
Redcliffe	2016	(Other)	220
Redcliffe	2016	Flat/apartment	4564
Redcliffe	2016	Semi-detached, row/terrace house, townhouse etc.	2506
Redcliffe	2016	Separate house	16299
The Hills District	2006		0
The Hills District	2006	(Other)	57
The Hills District	2006	Flat/apartment	302
The Hills District	2006	Semi-detached, row/terrace house, townhouse etc.	591
The Hills District	2006	Separate house	22382
The Hills District	2011		3
The Hills District	2011	(Other)	37
The Hills District	2011	Flat/apartment	288
The Hills District	2011	Semi-detached, row/terrace house, townhouse etc.	1024
The Hills District	2011	Separate house	24832
The Hills District	2016		38
The Hills District	2016	(Other)	36
The Hills District	2016	Flat/apartment	268
The Hills District	2016	Semi-detached, row/terrace house, townhouse etc.	1383
The Hills District	2016	Separate house	26245
North Lakes	2006		0
North Lakes	2006	(Other)	223
North Lakes	2006	Flat/apartment	317
North Lakes	2006	Semi-detached, row/terrace house, townhouse etc.	698
North Lakes	2006	Separate house	10475
