SA3_NAME16	Year	CountryOfBirth	persons
Young - Yass	2006	EGY	6
Young - Yass	2006	FJI	18
Young - Yass	2006	GBR	1041
Young - Yass	2006	GRC	18
Young - Yass	2006	HKG	9
Young - Yass	2006	HRV	26
Young - Yass	2006	IDN	8
Young - Yass	2006	IND	36
Young - Yass	2006	IRL	38
Young - Yass	2006	IRN	4
Young - Yass	2006	IRQ	7
Young - Yass	2006	ITA	49
Young - Yass	2006	JPN	9
Young - Yass	2006	KOR	7
Young - Yass	2006	LBN	36
Young - Yass	2006	LKA	15
Young - Yass	2006	MKD	3
Young - Yass	2006	MLT	19
Young - Yass	2006	MYS	21
Young - Yass	2006	NLD	121
Young - Yass	2006	NZL	264
Young - Yass	2006	PAK	0
Young - Yass	2006	PHL	32
Young - Yass	2006	POL	11
Young - Yass	2006	SGP	10
Young - Yass	2006	THA	22
Young - Yass	2006	TUR	0
Young - Yass	2006	USA	72
Young - Yass	2006	VNM	3
Young - Yass	2006	ZAF	23
Young - Yass	2006	ZWE	12
Young - Yass	2011		2265
Young - Yass	2011	AUS	29778
Young - Yass	2011	CAN	45
Young - Yass	2011	CHN	52
Young - Yass	2011	DEU	115
Young - Yass	2011	EGY	4
Young - Yass	2011	FJI	21
Young - Yass	2011	GBR	1042
Young - Yass	2011	GRC	23
Young - Yass	2011	HKG	8
Young - Yass	2011	HRV	40
Young - Yass	2011	IDN	6
Young - Yass	2011	IND	28
Young - Yass	2011	IRL	50
Young - Yass	2011	IRN	3
Young - Yass	2011	IRQ	0
Young - Yass	2011	ITA	43
Young - Yass	2011	JPN	4
Young - Yass	2011	KOR	15
Young - Yass	2011	LBN	45
Young - Yass	2011	LKA	11
Young - Yass	2011	MKD	3
Young - Yass	2011	MLT	19
Young - Yass	2011	MYS	28
Young - Yass	2011	NLD	123
Young - Yass	2011	NZL	312
Young - Yass	2011	PAK	6
Young - Yass	2011	PHL	74
Young - Yass	2011	POL	18
Young - Yass	2011	SGP	20
Young - Yass	2011	THA	13
Young - Yass	2011	TUR	0
Young - Yass	2011	USA	97
Young - Yass	2011	VNM	25
Young - Yass	2011	ZAF	54
Young - Yass	2011	ZWE	13
Young - Yass	2016		3184
Young - Yass	2016	AUS	30228
Young - Yass	2016	CAN	43
Young - Yass	2016	CHN	61
Young - Yass	2016	DEU	109
Young - Yass	2016	EGY	7
Young - Yass	2016	FJI	17
Young - Yass	2016	GBR	1052
Young - Yass	2016	GRC	21
Young - Yass	2016	HKG	11
Young - Yass	2016	HRV	35
Young - Yass	2016	IDN	18
Young - Yass	2016	IND	58
Young - Yass	2016	IRL	61
Young - Yass	2016	IRN	3
Young - Yass	2016	IRQ	3
Young - Yass	2016	ITA	48
Young - Yass	2016	JPN	4
Young - Yass	2016	KOR	7
Young - Yass	2016	LBN	78
Young - Yass	2016	LKA	11
Young - Yass	2016	MKD	6
Young - Yass	2016	MLT	15
Young - Yass	2016	MYS	18
Young - Yass	2016	NLD	120
Young - Yass	2016	NZL	363
Young - Yass	2016	PAK	4
Young - Yass	2016	PHL	78
Young - Yass	2016	POL	17
Young - Yass	2016	SGP	10
Young - Yass	2016	THA	16
Young - Yass	2016	TUR	9
Young - Yass	2016	USA	109
Young - Yass	2016	VNM	14
Young - Yass	2016	ZAF	62
Young - Yass	2016	ZWE	19
Gosford	2006		14851
Gosford	2006	AUS	123657
Gosford	2006	CAN	296
Gosford	2006	CHN	379
Gosford	2006	DEU	651
Gosford	2006	EGY	169
Gosford	2006	FJI	188
Gosford	2006	GBR	10140
Gosford	2006	GRC	204
Gosford	2006	HKG	149
Gosford	2006	HRV	135
Gosford	2006	IDN	156
Gosford	2006	IND	327
Gosford	2006	IRL	486
Gosford	2006	IRN	54
Gosford	2006	IRQ	19
Gosford	2006	ITA	388
Gosford	2006	JPN	94
Gosford	2006	KOR	175
Gosford	2006	LBN	87
Gosford	2006	LKA	133
Gosford	2006	MKD	20
Gosford	2006	MLT	207
Gosford	2006	MYS	186
Gosford	2006	NLD	631
Gosford	2006	NZL	2770
Gosford	2006	PAK	39
Gosford	2006	PHL	545
Gosford	2006	POL	173
Gosford	2006	SGP	90
Gosford	2006	THA	129
Gosford	2006	TUR	44
Gosford	2006	USA	478
Gosford	2006	VNM	64
Gosford	2006	ZAF	760
Gosford	2006	ZWE	71
Gosford	2011		12349
Gosford	2011	AUS	128113
Gosford	2011	CAN	333
Gosford	2011	CHN	596
Gosford	2011	DEU	693
Gosford	2011	EGY	192
Gosford	2011	FJI	217
Gosford	2011	GBR	10765
Gosford	2011	GRC	185
Gosford	2011	HKG	162
Gosford	2011	HRV	145
Gosford	2011	IDN	181
Gosford	2011	IND	451
Gosford	2011	IRL	549
Gosford	2011	IRN	65
Gosford	2011	IRQ	29
Gosford	2011	ITA	414
Gosford	2011	JPN	137
Gosford	2011	KOR	254
Gosford	2011	LBN	80
Gosford	2011	LKA	126
Gosford	2011	MKD	12
Gosford	2011	MLT	246
Gosford	2011	MYS	219
Gosford	2011	NLD	621
Gosford	2011	NZL	2935
Gosford	2011	PAK	45
Gosford	2011	PHL	651
Gosford	2011	POL	187
Gosford	2011	SGP	102
Gosford	2011	THA	222
Gosford	2011	TUR	44
Gosford	2011	USA	593
Gosford	2011	VNM	94
Gosford	2011	ZAF	989
Gosford	2011	ZWE	110
Gosford	2016		14197
Gosford	2016	AUS	129785
Gosford	2016	CAN	400
Gosford	2016	CHN	1043
Gosford	2016	DEU	699
Gosford	2016	EGY	213
Gosford	2016	FJI	226
Gosford	2016	GBR	10807
Gosford	2016	GRC	180
Gosford	2016	HKG	183
Gosford	2016	HRV	151
Gosford	2016	IDN	227
Gosford	2016	IND	851
Gosford	2016	IRL	611
Gosford	2016	IRN	80
Gosford	2016	IRQ	32
Gosford	2016	ITA	439
Gosford	2016	JPN	210
Gosford	2016	KOR	440
Gosford	2016	LBN	92
Gosford	2016	LKA	173
Gosford	2016	MKD	13
Gosford	2016	MLT	240
Gosford	2016	MYS	241
Gosford	2016	NLD	546
Gosford	2016	NZL	2972
Gosford	2016	PAK	70
Gosford	2016	PHL	937
Gosford	2016	POL	231
Gosford	2016	SGP	134
Gosford	2016	THA	352
Gosford	2016	TUR	65
Gosford	2016	USA	709
Gosford	2016	VNM	182
Gosford	2016	ZAF	1161
Gosford	2016	ZWE	153
Wyong	2006		10631
Wyong	2006	AUS	113605
Wyong	2006	CAN	149
Wyong	2006	CHN	229
Wyong	2006	DEU	462
Wyong	2006	EGY	138
Wyong	2006	FJI	112
Wyong	2006	GBR	7354
Wyong	2006	GRC	142
Wyong	2006	HKG	68
Wyong	2006	HRV	113
Wyong	2006	IDN	113
Wyong	2006	IND	213
Wyong	2006	IRL	373
Wyong	2006	IRN	30
Wyong	2006	IRQ	15
Wyong	2006	ITA	428
Wyong	2006	JPN	51
Wyong	2006	KOR	43
Wyong	2006	LBN	66
Wyong	2006	LKA	33
Wyong	2006	MKD	13
Wyong	2006	MLT	397
Wyong	2006	MYS	109
Wyong	2006	NLD	497
Wyong	2006	NZL	2192
Wyong	2006	PAK	43
Wyong	2006	PHL	449
Wyong	2006	POL	111
Wyong	2006	SGP	47
Wyong	2006	THA	73
Wyong	2006	TUR	35
Wyong	2006	USA	279
Wyong	2006	VNM	36
Wyong	2006	ZAF	314
Wyong	2006	ZWE	71
Wyong	2011		9631
Wyong	2011	AUS	123527
Wyong	2011	CAN	179
Wyong	2011	CHN	312
Wyong	2011	DEU	486
Wyong	2011	EGY	160
Wyong	2011	FJI	118
Wyong	2011	GBR	7353
Wyong	2011	GRC	134
Wyong	2011	HKG	83
Wyong	2011	HRV	118
Wyong	2011	IDN	135
Wyong	2011	IND	319
Wyong	2011	IRL	400
Wyong	2011	IRN	40
Wyong	2011	IRQ	25
Wyong	2011	ITA	415
Wyong	2011	JPN	64
Wyong	2011	KOR	64
Wyong	2011	LBN	80
Wyong	2011	LKA	36
Wyong	2011	MKD	20
Wyong	2011	MLT	392
Wyong	2011	MYS	126
Wyong	2011	NLD	500
Wyong	2011	NZL	2477
Wyong	2011	PAK	34
Wyong	2011	PHL	627
Wyong	2011	POL	99
Wyong	2011	SGP	51
Wyong	2011	THA	131
Wyong	2011	TUR	40
Wyong	2011	USA	339
Wyong	2011	VNM	71
Wyong	2011	ZAF	388
Wyong	2011	ZWE	96
Wyong	2016		13264
Wyong	2016	AUS	128598
Wyong	2016	CAN	164
Wyong	2016	CHN	455
Wyong	2016	DEU	477
Wyong	2016	EGY	134
Wyong	2016	FJI	157
Wyong	2016	GBR	7169
Wyong	2016	GRC	151
Wyong	2016	HKG	86
Wyong	2016	HRV	112
Wyong	2016	IDN	158
Wyong	2016	IND	541
Wyong	2016	IRL	442
Wyong	2016	IRN	41
Wyong	2016	IRQ	26
Wyong	2016	ITA	444
Wyong	2016	JPN	71
Wyong	2016	KOR	137
Wyong	2016	LBN	97
Wyong	2016	LKA	63
Wyong	2016	MKD	26
Wyong	2016	MLT	395
Wyong	2016	MYS	175
Wyong	2016	NLD	460
Wyong	2016	NZL	2531
Wyong	2016	PAK	69
Wyong	2016	PHL	814
Wyong	2016	POL	107
Wyong	2016	SGP	61
Wyong	2016	THA	211
Wyong	2016	TUR	26
Wyong	2016	USA	348
Wyong	2016	VNM	124
Wyong	2016	ZAF	454
Wyong	2016	ZWE	125
Bathurst	2006		2437
Bathurst	2006	AUS	35696
Bathurst	2006	CAN	45
Bathurst	2006	CHN	72
Bathurst	2006	DEU	151
Bathurst	2006	EGY	7
Bathurst	2006	FJI	40
Bathurst	2006	GBR	1104
Bathurst	2006	GRC	21
Bathurst	2006	HKG	34
Bathurst	2006	HRV	24
Bathurst	2006	IDN	14
Bathurst	2006	IND	34
Bathurst	2006	IRL	41
Bathurst	2006	IRN	5
Bathurst	2006	IRQ	3
Bathurst	2006	ITA	59
Bathurst	2006	JPN	27
Bathurst	2006	KOR	40
Bathurst	2006	LBN	45
Bathurst	2006	LKA	16
Bathurst	2006	MKD	9
Bathurst	2006	MLT	26
Bathurst	2006	MYS	35
Bathurst	2006	NLD	136
Bathurst	2006	NZL	432
Bathurst	2006	PAK	3
Bathurst	2006	PHL	80
Bathurst	2006	POL	25
Bathurst	2006	SGP	15
Bathurst	2006	THA	14
Bathurst	2006	TUR	3
Bathurst	2006	USA	84
Bathurst	2006	VNM	26
Bathurst	2006	ZAF	82
Bathurst	2006	ZWE	6
Bathurst	2011		2915
Bathurst	2011	AUS	37485
Bathurst	2011	CAN	60
Bathurst	2011	CHN	120
Bathurst	2011	DEU	137
Bathurst	2011	EGY	13
Bathurst	2011	FJI	53
Bathurst	2011	GBR	1150
Bathurst	2011	GRC	18
Bathurst	2011	HKG	27
Bathurst	2011	HRV	28
Bathurst	2011	IDN	17
Bathurst	2011	IND	70
Bathurst	2011	IRL	61
Bathurst	2011	IRN	11
Bathurst	2011	IRQ	13
Bathurst	2011	ITA	64
Bathurst	2011	JPN	20
Bathurst	2011	KOR	19
Bathurst	2011	LBN	50
Bathurst	2011	LKA	41
Bathurst	2011	MKD	6
Bathurst	2011	MLT	25
Bathurst	2011	MYS	39
Bathurst	2011	NLD	125
Bathurst	2011	NZL	579
Bathurst	2011	PAK	8
Bathurst	2011	PHL	103
Bathurst	2011	POL	19
Bathurst	2011	SGP	20
Bathurst	2011	THA	21
Bathurst	2011	TUR	4
Bathurst	2011	USA	72
Bathurst	2011	VNM	45
Bathurst	2011	ZAF	102
Bathurst	2011	ZWE	16
Bathurst	2016		4429
Bathurst	2016	AUS	38707
Bathurst	2016	CAN	56
Bathurst	2016	CHN	134
Bathurst	2016	DEU	125
Bathurst	2016	EGY	19
Bathurst	2016	FJI	49
Bathurst	2016	GBR	1170
Bathurst	2016	GRC	18
Bathurst	2016	HKG	24
Bathurst	2016	HRV	28
Bathurst	2016	IDN	20
Bathurst	2016	IND	182
Bathurst	2016	IRL	73
Bathurst	2016	IRN	29
Bathurst	2016	IRQ	20
Bathurst	2016	ITA	59
Bathurst	2016	JPN	26
Bathurst	2016	KOR	33
Bathurst	2016	LBN	38
Bathurst	2016	LKA	57
Bathurst	2016	MKD	10
Bathurst	2016	MLT	26
Bathurst	2016	MYS	46
Bathurst	2016	NLD	121
Bathurst	2016	NZL	525
Bathurst	2016	PAK	27
Bathurst	2016	PHL	163
Bathurst	2016	POL	23
Bathurst	2016	SGP	22
Bathurst	2016	THA	51
Bathurst	2016	TUR	0
Bathurst	2016	USA	77
