SA3_NAME16	Year	CountryOfBirth	persons
Queanbeyan	2006		4852
Queanbeyan	2006	AUS	37634
Queanbeyan	2006	CAN	86
Queanbeyan	2006	CHN	112
Queanbeyan	2006	DEU	366
Queanbeyan	2006	EGY	21
Queanbeyan	2006	FJI	63
Queanbeyan	2006	GBR	2084
Queanbeyan	2006	GRC	198
Queanbeyan	2006	HKG	31
Queanbeyan	2006	HRV	229
Queanbeyan	2006	IDN	102
Queanbeyan	2006	IND	131
Queanbeyan	2006	IRL	79
Queanbeyan	2006	IRN	13
Queanbeyan	2006	IRQ	4
Queanbeyan	2006	ITA	475
Queanbeyan	2006	JPN	16
Queanbeyan	2006	KOR	24
Queanbeyan	2006	LBN	15
Queanbeyan	2006	LKA	57
Queanbeyan	2006	MKD	549
Queanbeyan	2006	MLT	93
Queanbeyan	2006	MYS	115
Queanbeyan	2006	NLD	159
Queanbeyan	2006	NZL	697
Queanbeyan	2006	PAK	12
Queanbeyan	2006	PHL	214
Queanbeyan	2006	POL	122
Queanbeyan	2006	SGP	37
Queanbeyan	2006	THA	56
Queanbeyan	2006	TUR	10
Queanbeyan	2006	USA	225
Queanbeyan	2006	VNM	57
Queanbeyan	2006	ZAF	93
Queanbeyan	2006	ZWE	38
Queanbeyan	2011		4523
Queanbeyan	2011	AUS	41312
Queanbeyan	2011	CAN	113
Queanbeyan	2011	CHN	201
Queanbeyan	2011	DEU	322
Queanbeyan	2011	EGY	40
Queanbeyan	2011	FJI	145
Queanbeyan	2011	GBR	2140
Queanbeyan	2011	GRC	172
Queanbeyan	2011	HKG	39
Queanbeyan	2011	HRV	214
Queanbeyan	2011	IDN	92
Queanbeyan	2011	IND	492
Queanbeyan	2011	IRL	91
Queanbeyan	2011	IRN	25
Queanbeyan	2011	IRQ	16
Queanbeyan	2011	ITA	449
Queanbeyan	2011	JPN	19
Queanbeyan	2011	KOR	41
Queanbeyan	2011	LBN	16
Queanbeyan	2011	LKA	83
Queanbeyan	2011	MKD	559
Queanbeyan	2011	MLT	87
Queanbeyan	2011	MYS	120
Queanbeyan	2011	NLD	145
Queanbeyan	2011	NZL	823
Queanbeyan	2011	PAK	83
Queanbeyan	2011	PHL	323
Queanbeyan	2011	POL	121
Queanbeyan	2011	SGP	43
Queanbeyan	2011	THA	69
Queanbeyan	2011	TUR	14
Queanbeyan	2011	USA	276
Queanbeyan	2011	VNM	79
Queanbeyan	2011	ZAF	163
Queanbeyan	2011	ZWE	62
Queanbeyan	2016		6283
Queanbeyan	2016	AUS	43014
Queanbeyan	2016	CAN	117
Queanbeyan	2016	CHN	210
Queanbeyan	2016	DEU	295
Queanbeyan	2016	EGY	48
Queanbeyan	2016	FJI	123
Queanbeyan	2016	GBR	2081
Queanbeyan	2016	GRC	136
Queanbeyan	2016	HKG	43
Queanbeyan	2016	HRV	170
Queanbeyan	2016	IDN	85
Queanbeyan	2016	IND	848
Queanbeyan	2016	IRL	104
Queanbeyan	2016	IRN	36
Queanbeyan	2016	IRQ	21
Queanbeyan	2016	ITA	396
Queanbeyan	2016	JPN	32
Queanbeyan	2016	KOR	50
Queanbeyan	2016	LBN	27
Queanbeyan	2016	LKA	100
Queanbeyan	2016	MKD	526
Queanbeyan	2016	MLT	80
Queanbeyan	2016	MYS	118
Queanbeyan	2016	NLD	123
Queanbeyan	2016	NZL	796
Queanbeyan	2016	PAK	98
Queanbeyan	2016	PHL	456
Queanbeyan	2016	POL	92
Queanbeyan	2016	SGP	50
Queanbeyan	2016	THA	90
Queanbeyan	2016	TUR	19
Queanbeyan	2016	USA	305
Queanbeyan	2016	VNM	86
Queanbeyan	2016	ZAF	206
Queanbeyan	2016	ZWE	49
Snowy Mountains	2006		2510
Snowy Mountains	2006	AUS	14141
Snowy Mountains	2006	CAN	38
Snowy Mountains	2006	CHN	25
Snowy Mountains	2006	DEU	236
Snowy Mountains	2006	EGY	4
Snowy Mountains	2006	FJI	6
Snowy Mountains	2006	GBR	741
Snowy Mountains	2006	GRC	9
Snowy Mountains	2006	HKG	17
Snowy Mountains	2006	HRV	21
Snowy Mountains	2006	IDN	15
Snowy Mountains	2006	IND	25
Snowy Mountains	2006	IRL	26
Snowy Mountains	2006	IRN	0
Snowy Mountains	2006	IRQ	0
Snowy Mountains	2006	ITA	108
Snowy Mountains	2006	JPN	12
Snowy Mountains	2006	KOR	4
Snowy Mountains	2006	LBN	24
Snowy Mountains	2006	LKA	10
Snowy Mountains	2006	MKD	3
Snowy Mountains	2006	MLT	5
Snowy Mountains	2006	MYS	17
Snowy Mountains	2006	NLD	99
Snowy Mountains	2006	NZL	202
Snowy Mountains	2006	PAK	3
Snowy Mountains	2006	PHL	28
Snowy Mountains	2006	POL	32
Snowy Mountains	2006	SGP	11
Snowy Mountains	2006	THA	15
Snowy Mountains	2006	TUR	3
Snowy Mountains	2006	USA	56
Snowy Mountains	2006	VNM	5
Snowy Mountains	2006	ZAF	30
Snowy Mountains	2006	ZWE	10
Snowy Mountains	2011		1938
Snowy Mountains	2011	AUS	15055
Snowy Mountains	2011	CAN	30
Snowy Mountains	2011	CHN	35
Snowy Mountains	2011	DEU	223
Snowy Mountains	2011	EGY	3
Snowy Mountains	2011	FJI	17
Snowy Mountains	2011	GBR	753
Snowy Mountains	2011	GRC	10
Snowy Mountains	2011	HKG	7
Snowy Mountains	2011	HRV	20
Snowy Mountains	2011	IDN	14
Snowy Mountains	2011	IND	38
Snowy Mountains	2011	IRL	28
Snowy Mountains	2011	IRN	3
Snowy Mountains	2011	IRQ	4
Snowy Mountains	2011	ITA	84
Snowy Mountains	2011	JPN	10
Snowy Mountains	2011	KOR	8
Snowy Mountains	2011	LBN	30
Snowy Mountains	2011	LKA	19
Snowy Mountains	2011	MKD	7
Snowy Mountains	2011	MLT	9
Snowy Mountains	2011	MYS	23
Snowy Mountains	2011	NLD	90
Snowy Mountains	2011	NZL	240
Snowy Mountains	2011	PAK	0
Snowy Mountains	2011	PHL	35
Snowy Mountains	2011	POL	24
Snowy Mountains	2011	SGP	12
Snowy Mountains	2011	THA	31
Snowy Mountains	2011	TUR	10
Snowy Mountains	2011	USA	69
Snowy Mountains	2011	VNM	3
Snowy Mountains	2011	ZAF	57
Snowy Mountains	2011	ZWE	5
Snowy Mountains	2016		2345
Snowy Mountains	2016	AUS	14974
Snowy Mountains	2016	CAN	58
Snowy Mountains	2016	CHN	48
Snowy Mountains	2016	DEU	187
Snowy Mountains	2016	EGY	4
Snowy Mountains	2016	FJI	14
Snowy Mountains	2016	GBR	762
Snowy Mountains	2016	GRC	20
Snowy Mountains	2016	HKG	31
Snowy Mountains	2016	HRV	17
Snowy Mountains	2016	IDN	28
Snowy Mountains	2016	IND	32
Snowy Mountains	2016	IRL	34
Snowy Mountains	2016	IRN	3
Snowy Mountains	2016	IRQ	0
Snowy Mountains	2016	ITA	84
Snowy Mountains	2016	JPN	11
Snowy Mountains	2016	KOR	20
Snowy Mountains	2016	LBN	19
Snowy Mountains	2016	LKA	23
Snowy Mountains	2016	MKD	10
Snowy Mountains	2016	MLT	6
Snowy Mountains	2016	MYS	20
Snowy Mountains	2016	NLD	81
Snowy Mountains	2016	NZL	260
Snowy Mountains	2016	PAK	8
Snowy Mountains	2016	PHL	37
Snowy Mountains	2016	POL	29
Snowy Mountains	2016	SGP	10
Snowy Mountains	2016	THA	45
Snowy Mountains	2016	TUR	12
Snowy Mountains	2016	USA	72
Snowy Mountains	2016	VNM	20
Snowy Mountains	2016	ZAF	44
Snowy Mountains	2016	ZWE	6
South Coast	2006		4542
South Coast	2006	AUS	54239
South Coast	2006	CAN	94
South Coast	2006	CHN	51
South Coast	2006	DEU	585
South Coast	2006	EGY	28
South Coast	2006	FJI	22
South Coast	2006	GBR	3879
South Coast	2006	GRC	76
South Coast	2006	HKG	27
South Coast	2006	HRV	153
South Coast	2006	IDN	32
South Coast	2006	IND	43
South Coast	2006	IRL	104
South Coast	2006	IRN	5
South Coast	2006	IRQ	4
South Coast	2006	ITA	156
South Coast	2006	JPN	31
South Coast	2006	KOR	13
South Coast	2006	LBN	13
South Coast	2006	LKA	20
South Coast	2006	MKD	8
South Coast	2006	MLT	102
South Coast	2006	MYS	39
South Coast	2006	NLD	443
South Coast	2006	NZL	759
South Coast	2006	PAK	3
South Coast	2006	PHL	123
South Coast	2006	POL	60
South Coast	2006	SGP	19
South Coast	2006	THA	28
South Coast	2006	TUR	10
South Coast	2006	USA	176
South Coast	2006	VNM	52
South Coast	2006	ZAF	125
South Coast	2006	ZWE	21
South Coast	2011		4907
South Coast	2011	AUS	55283
South Coast	2011	CAN	106
South Coast	2011	CHN	66
South Coast	2011	DEU	597
South Coast	2011	EGY	23
South Coast	2011	FJI	35
South Coast	2011	GBR	3949
South Coast	2011	GRC	68
South Coast	2011	HKG	17
South Coast	2011	HRV	152
South Coast	2011	IDN	35
South Coast	2011	IND	62
South Coast	2011	IRL	122
South Coast	2011	IRN	8
South Coast	2011	IRQ	4
South Coast	2011	ITA	175
South Coast	2011	JPN	34
South Coast	2011	KOR	13
South Coast	2011	LBN	14
South Coast	2011	LKA	16
South Coast	2011	MKD	14
South Coast	2011	MLT	91
South Coast	2011	MYS	46
South Coast	2011	NLD	424
South Coast	2011	NZL	822
South Coast	2011	PAK	3
South Coast	2011	PHL	160
South Coast	2011	POL	55
South Coast	2011	SGP	20
South Coast	2011	THA	51
South Coast	2011	TUR	10
South Coast	2011	USA	236
South Coast	2011	VNM	57
South Coast	2011	ZAF	162
South Coast	2011	ZWE	29
South Coast	2016		7415
South Coast	2016	AUS	55451
South Coast	2016	CAN	125
South Coast	2016	CHN	76
South Coast	2016	DEU	557
South Coast	2016	EGY	29
South Coast	2016	FJI	32
South Coast	2016	GBR	3864
South Coast	2016	GRC	63
South Coast	2016	HKG	24
South Coast	2016	HRV	123
South Coast	2016	IDN	46
South Coast	2016	IND	121
South Coast	2016	IRL	137
South Coast	2016	IRN	14
South Coast	2016	IRQ	0
South Coast	2016	ITA	160
South Coast	2016	JPN	33
South Coast	2016	KOR	25
South Coast	2016	LBN	12
South Coast	2016	LKA	24
South Coast	2016	MKD	16
South Coast	2016	MLT	89
South Coast	2016	MYS	58
South Coast	2016	NLD	389
South Coast	2016	NZL	826
South Coast	2016	PAK	5
South Coast	2016	PHL	219
South Coast	2016	POL	57
South Coast	2016	SGP	29
South Coast	2016	THA	85
South Coast	2016	TUR	8
South Coast	2016	USA	252
South Coast	2016	VNM	56
South Coast	2016	ZAF	205
South Coast	2016	ZWE	25
Goulburn - Mulwaree	2006		2340
Goulburn - Mulwaree	2006	AUS	27702
Goulburn - Mulwaree	2006	CAN	19
Goulburn - Mulwaree	2006	CHN	24
Goulburn - Mulwaree	2006	DEU	113
Goulburn - Mulwaree	2006	EGY	19
Goulburn - Mulwaree	2006	FJI	23
Goulburn - Mulwaree	2006	GBR	930
Goulburn - Mulwaree	2006	GRC	58
Goulburn - Mulwaree	2006	HKG	11
Goulburn - Mulwaree	2006	HRV	24
Goulburn - Mulwaree	2006	IDN	14
Goulburn - Mulwaree	2006	IND	23
Goulburn - Mulwaree	2006	IRL	38
Goulburn - Mulwaree	2006	IRN	3
Goulburn - Mulwaree	2006	IRQ	8
Goulburn - Mulwaree	2006	ITA	59
Goulburn - Mulwaree	2006	JPN	3
Goulburn - Mulwaree	2006	KOR	3
Goulburn - Mulwaree	2006	LBN	25
Goulburn - Mulwaree	2006	LKA	4
Goulburn - Mulwaree	2006	MKD	9
Goulburn - Mulwaree	2006	MLT	23
Goulburn - Mulwaree	2006	MYS	15
Goulburn - Mulwaree	2006	NLD	100
Goulburn - Mulwaree	2006	NZL	265
Goulburn - Mulwaree	2006	PAK	3
Goulburn - Mulwaree	2006	PHL	53
Goulburn - Mulwaree	2006	POL	18
Goulburn - Mulwaree	2006	SGP	8
Goulburn - Mulwaree	2006	THA	10
Goulburn - Mulwaree	2006	TUR	7
Goulburn - Mulwaree	2006	USA	36
Goulburn - Mulwaree	2006	VNM	40
Goulburn - Mulwaree	2006	ZAF	38
Goulburn - Mulwaree	2006	ZWE	8
Goulburn - Mulwaree	2011		2050
Goulburn - Mulwaree	2011	AUS	28778
Goulburn - Mulwaree	2011	CAN	30
Goulburn - Mulwaree	2011	CHN	51
Goulburn - Mulwaree	2011	DEU	112
Goulburn - Mulwaree	2011	EGY	17
Goulburn - Mulwaree	2011	FJI	24
Goulburn - Mulwaree	2011	GBR	989
Goulburn - Mulwaree	2011	GRC	45
Goulburn - Mulwaree	2011	HKG	13
Goulburn - Mulwaree	2011	HRV	24
Goulburn - Mulwaree	2011	IDN	17
Goulburn - Mulwaree	2011	IND	58
Goulburn - Mulwaree	2011	IRL	36
Goulburn - Mulwaree	2011	IRN	3
Goulburn - Mulwaree	2011	IRQ	5
Goulburn - Mulwaree	2011	ITA	65
Goulburn - Mulwaree	2011	JPN	6
Goulburn - Mulwaree	2011	KOR	16
Goulburn - Mulwaree	2011	LBN	21
Goulburn - Mulwaree	2011	LKA	10
Goulburn - Mulwaree	2011	MKD	3
Goulburn - Mulwaree	2011	MLT	28
Goulburn - Mulwaree	2011	MYS	19
Goulburn - Mulwaree	2011	NLD	90
Goulburn - Mulwaree	2011	NZL	292
Goulburn - Mulwaree	2011	PAK	4
Goulburn - Mulwaree	2011	PHL	80
Goulburn - Mulwaree	2011	POL	22
Goulburn - Mulwaree	2011	SGP	9
Goulburn - Mulwaree	2011	THA	34
Goulburn - Mulwaree	2011	TUR	10
Goulburn - Mulwaree	2011	USA	58
Goulburn - Mulwaree	2011	VNM	31
Goulburn - Mulwaree	2011	ZAF	32
Goulburn - Mulwaree	2011	ZWE	21
Goulburn - Mulwaree	2016		3334
Goulburn - Mulwaree	2016	AUS	29448
Goulburn - Mulwaree	2016	CAN	33
Goulburn - Mulwaree	2016	CHN	82
Goulburn - Mulwaree	2016	DEU	121
Goulburn - Mulwaree	2016	EGY	20
Goulburn - Mulwaree	2016	FJI	34
Goulburn - Mulwaree	2016	GBR	1001
Goulburn - Mulwaree	2016	GRC	32
Goulburn - Mulwaree	2016	HKG	18
Goulburn - Mulwaree	2016	HRV	23
Goulburn - Mulwaree	2016	IDN	29
Goulburn - Mulwaree	2016	IND	148
Goulburn - Mulwaree	2016	IRL	51
Goulburn - Mulwaree	2016	IRN	23
Goulburn - Mulwaree	2016	IRQ	11
Goulburn - Mulwaree	2016	ITA	63
Goulburn - Mulwaree	2016	JPN	12
Goulburn - Mulwaree	2016	KOR	66
Goulburn - Mulwaree	2016	LBN	35
Goulburn - Mulwaree	2016	LKA	18
Goulburn - Mulwaree	2016	MKD	10
Goulburn - Mulwaree	2016	MLT	29
Goulburn - Mulwaree	2016	MYS	29
Goulburn - Mulwaree	2016	NLD	94
Goulburn - Mulwaree	2016	NZL	363
Goulburn - Mulwaree	2016	PAK	24
Goulburn - Mulwaree	2016	PHL	158
Goulburn - Mulwaree	2016	POL	24
Goulburn - Mulwaree	2016	SGP	11
Goulburn - Mulwaree	2016	THA	41
Goulburn - Mulwaree	2016	TUR	9
Goulburn - Mulwaree	2016	USA	79
Goulburn - Mulwaree	2016	VNM	24
Goulburn - Mulwaree	2016	ZAF	53
Goulburn - Mulwaree	2016	ZWE	28
Young - Yass	2006		1900
Young - Yass	2006	AUS	28195
Young - Yass	2006	CAN	38
Young - Yass	2006	CHN	33
Young - Yass	2006	DEU	119
