SA3_NAME16	Year	Sex	employmentToPopulation
Whittlesea - Wallan	2016	F	51.7
Whittlesea - Wallan	2016	M	63.4
Keilor	2006	F	49.8
Keilor	2006	M	62
Keilor	2011	F	51.4
Keilor	2011	M	62.2
Keilor	2016	F	51.7
Keilor	2016	M	60.8
Macedon Ranges	2006	F	57.1
Macedon Ranges	2006	M	71.3
Macedon Ranges	2011	F	59.3
Macedon Ranges	2011	M	71
Macedon Ranges	2016	F	57.2
Macedon Ranges	2016	M	65.9
Moreland - North	2006	F	39.5
Moreland - North	2006	M	54
Moreland - North	2011	F	43.8
Moreland - North	2011	M	57.4
Moreland - North	2016	F	46.9
Moreland - North	2016	M	59.6
Sunbury	2006	F	57.4
Sunbury	2006	M	72.2
Sunbury	2011	F	58.8
Sunbury	2011	M	71.2
Sunbury	2016	F	57.6
Sunbury	2016	M	66.3
Tullamarine - Broadmeadows	2006	F	44.1
Tullamarine - Broadmeadows	2006	M	60.4
Tullamarine - Broadmeadows	2011	F	44.3
Tullamarine - Broadmeadows	2011	M	60
Tullamarine - Broadmeadows	2016	F	43.8
Tullamarine - Broadmeadows	2016	M	57.7
Knox	2006	F	57.8
Knox	2006	M	71.9
Knox	2011	F	58.1
Knox	2011	M	69.8
Knox	2016	F	56.2
Knox	2016	M	65.9
Manningham - East	2006	F	58.3
Manningham - East	2006	M	70.4
Manningham - East	2011	F	59
Manningham - East	2011	M	69.9
Manningham - East	2016	F	55.4
Manningham - East	2016	M	65.7
Maroondah	2006	F	55.5
Maroondah	2006	M	68.8
Maroondah	2011	F	57.1
Maroondah	2011	M	69.1
Maroondah	2016	F	56.3
Maroondah	2016	M	66.6
Whitehorse - East	2006	F	53.3
Whitehorse - East	2006	M	66.6
Whitehorse - East	2011	F	53.7
Whitehorse - East	2011	M	65.8
Whitehorse - East	2016	F	52.7
Whitehorse - East	2016	M	63.2
Yarra Ranges	2006	F	56.7
Yarra Ranges	2006	M	70
Yarra Ranges	2011	F	57.9
Yarra Ranges	2011	M	69.5
Yarra Ranges	2016	F	57
Yarra Ranges	2016	M	66.2
Cardinia	2006	F	55.6
Cardinia	2006	M	71.1
Cardinia	2011	F	56.9
Cardinia	2011	M	71
Cardinia	2016	F	56.3
Cardinia	2016	M	68.2
Casey - North	2006	F	53.7
Casey - North	2006	M	69.2
Casey - North	2011	F	53.5
Casey - North	2011	M	67.7
Casey - North	2016	F	51.6
Casey - North	2016	M	64.2
Casey - South	2006	F	54.2
Casey - South	2006	M	71.9
Casey - South	2011	F	55.1
Casey - South	2011	M	71
Casey - South	2016	F	54.4
Casey - South	2016	M	67.8
Dandenong	2006	F	41.8
Dandenong	2006	M	56.6
Dandenong	2011	F	42.8
Dandenong	2011	M	57.5
Dandenong	2016	F	42.8
Dandenong	2016	M	56.1
Monash	2006	F	49.4
Monash	2006	M	60.1
Monash	2011	F	49.5
Monash	2011	M	59.9
Monash	2016	F	47.3
Monash	2016	M	56.8
Brimbank	2006	F	43.1
Brimbank	2006	M	57.9
Brimbank	2011	F	44.4
Brimbank	2011	M	58.2
Brimbank	2016	F	44.1
Brimbank	2016	M	56.5
Hobsons Bay	2006	F	50.3
Hobsons Bay	2006	M	62.6
Hobsons Bay	2011	F	52.3
Hobsons Bay	2011	M	63.7
Hobsons Bay	2016	F	53.6
Hobsons Bay	2016	M	63.3
Maribyrnong	2006	F	48.6
Maribyrnong	2006	M	58.4
Maribyrnong	2011	F	53.8
Maribyrnong	2011	M	62.1
Maribyrnong	2016	F	56.7
Maribyrnong	2016	M	63.9
Melton - Bacchus Marsh	2006	F	54.3
Melton - Bacchus Marsh	2006	M	69.9
Melton - Bacchus Marsh	2011	F	54.6
Melton - Bacchus Marsh	2011	M	68.8
Melton - Bacchus Marsh	2016	F	52.9
Melton - Bacchus Marsh	2016	M	64.5
Wyndham	2006	F	54.8
Wyndham	2006	M	69
Wyndham	2011	F	55
Wyndham	2011	M	69.8
Wyndham	2016	F	53
Wyndham	2016	M	67.3
Frankston	2006	F	51.1
Frankston	2006	M	65
Frankston	2011	F	53.4
Frankston	2011	M	65.7
Frankston	2016	F	53.5
Frankston	2016	M	63.1
Mornington Peninsula	2006	F	45.9
Mornington Peninsula	2006	M	59.1
Mornington Peninsula	2011	F	48.2
Mornington Peninsula	2011	M	60.2
Mornington Peninsula	2016	F	48.3
Mornington Peninsula	2016	M	57.4
Grampians	2006	F	48.7
Grampians	2006	M	61.5
Grampians	2011	F	49.1
Grampians	2011	M	60.1
Grampians	2016	F	48.5
Grampians	2016	M	55.3
Mildura	2006	F	49.8
Mildura	2006	M	61.9
Mildura	2011	F	49
Mildura	2011	M	57.9
Mildura	2016	F	48.4
Mildura	2016	M	54.9
Murray River - Swan Hill	2006	F	48.1
Murray River - Swan Hill	2006	M	62.2
Murray River - Swan Hill	2011	F	47.1
Murray River - Swan Hill	2011	M	60.2
Murray River - Swan Hill	2016	F	45.8
Murray River - Swan Hill	2016	M	54.9
Campaspe	2006	F	49.7
Campaspe	2006	M	62.8
Campaspe	2011	F	49.9
Campaspe	2011	M	60
Campaspe	2016	F	48.7
Campaspe	2016	M	56.4
Moira	2006	F	47.5
Moira	2006	M	59.7
Moira	2011	F	46.7
Moira	2011	M	56.2
Moira	2016	F	45.6
Moira	2016	M	53
Shepparton	2006	F	51.8
Shepparton	2006	M	63.4
Shepparton	2011	F	51.4
Shepparton	2011	M	60.9
Shepparton	2016	F	49.3
Shepparton	2016	M	56.3
Glenelg - Southern Grampians	2006	F	50.3
Glenelg - Southern Grampians	2006	M	65
Glenelg - Southern Grampians	2011	F	51
Glenelg - Southern Grampians	2011	M	62.3
Glenelg - Southern Grampians	2016	F	48.5
Glenelg - Southern Grampians	2016	M	57
Colac - Corangamite	2006	F	51
Colac - Corangamite	2006	M	64.9
Colac - Corangamite	2011	F	52.1
Colac - Corangamite	2011	M	63.7
Colac - Corangamite	2016	F	50.6
Colac - Corangamite	2016	M	59.4
Warrnambool	2006	F	52.7
Warrnambool	2006	M	66
Warrnambool	2011	F	54.8
Warrnambool	2011	M	65.6
Warrnambool	2016	F	53.1
Warrnambool	2016	M	61.9
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	73.5
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	94.4
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	70.4
No usual address (Vic.)	2006	F	39.7
No usual address (Vic.)	2006	M	47.5
No usual address (Vic.)	2011	F	33.1
No usual address (Vic.)	2011	M	34.8
No usual address (Vic.)	2016	F	27.4
No usual address (Vic.)	2016	M	31.5
Capalaba	2006	F	59.1
Capalaba	2006	M	72.1
Capalaba	2011	F	60.5
Capalaba	2011	M	70.3
Capalaba	2016	F	59.4
Capalaba	2016	M	66.6
Cleveland - Stradbroke	2006	F	51.6
Cleveland - Stradbroke	2006	M	63.8
Cleveland - Stradbroke	2011	F	53.7
Cleveland - Stradbroke	2011	M	63.2
Cleveland - Stradbroke	2016	F	52.4
Cleveland - Stradbroke	2016	M	59.5
Wynnum - Manly	2006	F	55.4
Wynnum - Manly	2006	M	68.4
Wynnum - Manly	2011	F	59
Wynnum - Manly	2011	M	69.3
Wynnum - Manly	2016	F	59.1
Wynnum - Manly	2016	M	66.5
Bald Hills - Everton Park	2006	F	58.6
Bald Hills - Everton Park	2006	M	71.4
Bald Hills - Everton Park	2011	F	59.9
Bald Hills - Everton Park	2011	M	70.3
Bald Hills - Everton Park	2016	F	58.9
Bald Hills - Everton Park	2016	M	66.7
Chermside	2006	F	55
Chermside	2006	M	67.4
Chermside	2011	F	57.5
Chermside	2011	M	67
Chermside	2016	F	58.2
Chermside	2016	M	65.5
Nundah	2006	F	57
Nundah	2006	M	67.6
Nundah	2011	F	60.5
Nundah	2011	M	68.3
Nundah	2016	F	60.9
Nundah	2016	M	68
Sandgate	2006	F	52.7
Sandgate	2006	M	64.8
Sandgate	2011	F	56.1
Sandgate	2011	M	65.1
Sandgate	2016	F	55.5
Sandgate	2016	M	63.6
Carindale	2006	F	60.2
Carindale	2006	M	71.5
Carindale	2011	F	61.3
Carindale	2011	M	71
Carindale	2016	F	60.8
Carindale	2016	M	68.5
Holland Park - Yeronga	2006	F	61.3
Holland Park - Yeronga	2006	M	68.8
Holland Park - Yeronga	2011	F	63.2
Holland Park - Yeronga	2011	M	69.1
Holland Park - Yeronga	2016	F	62.3
Holland Park - Yeronga	2016	M	66.5
Mt Gravatt	2006	F	54.9
Mt Gravatt	2006	M	66
Mt Gravatt	2011	F	54.4
Mt Gravatt	2011	M	64
Mt Gravatt	2016	F	52.8
Mt Gravatt	2016	M	62
Nathan	2006	F	53.1
Nathan	2006	M	62.4
Nathan	2011	F	54.4
Nathan	2011	M	62.8
Nathan	2016	F	56.1
Nathan	2016	M	62.7
Rocklea - Acacia Ridge	2006	F	57.8
Rocklea - Acacia Ridge	2006	M	71
Rocklea - Acacia Ridge	2011	F	58.2
Rocklea - Acacia Ridge	2011	M	68.2
Rocklea - Acacia Ridge	2016	F	55.3
Rocklea - Acacia Ridge	2016	M	65
Sunnybank	2006	F	52.5
Sunnybank	2006	M	64.8
Sunnybank	2011	F	51
Sunnybank	2011	M	62.4
Sunnybank	2016	F	47.8
Sunnybank	2016	M	59.1
Centenary	2006	F	62
Centenary	2006	M	74.3
Centenary	2011	F	62
Centenary	2011	M	72.6
Centenary	2016	F	60.5
Centenary	2016	M	68
Kenmore - Brookfield - Moggill	2006	F	60.1
Kenmore - Brookfield - Moggill	2006	M	72.6
Kenmore - Brookfield - Moggill	2011	F	59.6
Kenmore - Brookfield - Moggill	2011	M	70
Kenmore - Brookfield - Moggill	2016	F	58.2
Kenmore - Brookfield - Moggill	2016	M	65.5
Sherwood - Indooroopilly	2006	F	56.9
Sherwood - Indooroopilly	2006	M	64.5
Sherwood - Indooroopilly	2011	F	54.8
Sherwood - Indooroopilly	2011	M	61.9
Sherwood - Indooroopilly	2016	F	51.9
Sherwood - Indooroopilly	2016	M	59.1
The Gap - Enoggera	2006	F	58.8
The Gap - Enoggera	2006	M	70.7
The Gap - Enoggera	2011	F	60.3
The Gap - Enoggera	2011	M	71.1
The Gap - Enoggera	2016	F	59.1
The Gap - Enoggera	2016	M	67.3
Brisbane Inner	2006	F	55.4
Brisbane Inner	2006	M	58
Brisbane Inner	2011	F	59.8
Brisbane Inner	2011	M	63.4
Brisbane Inner	2016	F	58.7
Brisbane Inner	2016	M	62.9
Brisbane Inner - East	2006	F	64.6
Brisbane Inner - East	2006	M	71.6
Brisbane Inner - East	2011	F	67.8
Brisbane Inner - East	2011	M	73.9
Brisbane Inner - East	2016	F	67.2
Brisbane Inner - East	2016	M	72.3
Brisbane Inner - North	2006	F	62.4
Brisbane Inner - North	2006	M	70.5
Brisbane Inner - North	2011	F	65
Brisbane Inner - North	2011	M	71.6
Brisbane Inner - North	2016	F	62.9
Brisbane Inner - North	2016	M	68.5
Brisbane Inner - West	2006	F	65
Brisbane Inner - West	2006	M	70.9
Brisbane Inner - West	2011	F	67.2
Brisbane Inner - West	2011	M	72.7
Brisbane Inner - West	2016	F	64.4
Brisbane Inner - West	2016	M	68.8
Cairns - North	2006	F	64.2
Cairns - North	2006	M	72.4
Cairns - North	2011	F	64.5
Cairns - North	2011	M	69.5
Cairns - North	2016	F	62
Cairns - North	2016	M	64.2
Cairns - South	2006	F	56.6
Cairns - South	2006	M	65.4
Cairns - South	2011	F	54.9
Cairns - South	2011	M	61.7
Cairns - South	2016	F	53.6
Cairns - South	2016	M	57.7
Innisfail - Cassowary Coast	2006	F	50
Innisfail - Cassowary Coast	2006	M	62.6
Innisfail - Cassowary Coast	2011	F	48.8
Innisfail - Cassowary Coast	2011	M	58.3
Innisfail - Cassowary Coast	2016	F	47.3
Innisfail - Cassowary Coast	2016	M	52
Port Douglas - Daintree	2006	F	63
Port Douglas - Daintree	2006	M	66.9
Port Douglas - Daintree	2011	F	59.1
Port Douglas - Daintree	2011	M	61.2
Port Douglas - Daintree	2016	F	55.7
Port Douglas - Daintree	2016	M	57.4
Tablelands (East) - Kuranda	2006	F	47.4
Tablelands (East) - Kuranda	2006	M	56.5
Tablelands (East) - Kuranda	2011	F	48
Tablelands (East) - Kuranda	2011	M	54.8
Tablelands (East) - Kuranda	2016	F	46.2
Tablelands (East) - Kuranda	2016	M	50.2
Darling Downs (West) - Maranoa	2006	F	57.3
Darling Downs (West) - Maranoa	2006	M	70.5
Darling Downs (West) - Maranoa	2011	F	57.5
Darling Downs (West) - Maranoa	2011	M	68.8
Darling Downs (West) - Maranoa	2016	F	54.1
Darling Downs (West) - Maranoa	2016	M	62.3
Darling Downs - East	2006	F	50.8
Darling Downs - East	2006	M	67.3
Darling Downs - East	2011	F	50.4
Darling Downs - East	2011	M	64.5
Darling Downs - East	2016	F	49.8
Darling Downs - East	2016	M	60.8
Granite Belt	2006	F	48.6
Granite Belt	2006	M	61.5
Granite Belt	2011	F	48.6
Granite Belt	2011	M	59.2
Granite Belt	2016	F	46.2
Granite Belt	2016	M	54
Central Highlands (Qld)	2006	F	61.6
Central Highlands (Qld)	2006	M	78.3
Central Highlands (Qld)	2011	F	62.2
Central Highlands (Qld)	2011	M	75.7
Central Highlands (Qld)	2016	F	57.4
Central Highlands (Qld)	2016	M	67.7
Rockhampton	2006	F	49.9
Rockhampton	2006	M	60.9
Rockhampton	2011	F	53.2
Rockhampton	2011	M	62.1
Rockhampton	2016	F	51.5
Rockhampton	2016	M	55.9
Biloela	2006	F	58.4
Biloela	2006	M	77.3
Biloela	2011	F	59.4
Biloela	2011	M	76.2
Biloela	2016	F	57.9
Biloela	2016	M	70.6
Gladstone	2006	F	52.9
Gladstone	2006	M	70.2
Gladstone	2011	F	55.3
Gladstone	2011	M	70.7
Gladstone	2016	F	51.1
Gladstone	2016	M	62.1
Broadbeach - Burleigh	2006	F	49
Broadbeach - Burleigh	2006	M	56.9
Broadbeach - Burleigh	2011	F	52.7
Broadbeach - Burleigh	2011	M	59.9
Broadbeach - Burleigh	2016	F	55.4
Broadbeach - Burleigh	2016	M	61.7
Coolangatta	2006	F	49
Coolangatta	2006	M	57.9
Coolangatta	2011	F	51.9
Coolangatta	2011	M	58.2
Coolangatta	2016	F	53
Coolangatta	2016	M	58.5
Gold Coast - North	2006	F	47.4
Gold Coast - North	2006	M	57.8
Gold Coast - North	2011	F	48.3
Gold Coast - North	2011	M	56.3
Gold Coast - North	2016	F	47.2
Gold Coast - North	2016	M	54
Gold Coast Hinterland	2006	F	53.7
Gold Coast Hinterland	2006	M	63.8
Gold Coast Hinterland	2011	F	53.6
Gold Coast Hinterland	2011	M	61.7
Gold Coast Hinterland	2016	F	52.2
Gold Coast Hinterland	2016	M	58.2
Mudgeeraba - Tallebudgera	2006	F	57.4
Mudgeeraba - Tallebudgera	2006	M	69.1
Mudgeeraba - Tallebudgera	2011	F	59.1
Mudgeeraba - Tallebudgera	2011	M	67.7
Mudgeeraba - Tallebudgera	2016	F	60.4
Mudgeeraba - Tallebudgera	2016	M	66.7
Nerang	2006	F	56.6
Nerang	2006	M	69.1
Nerang	2011	F	56.3
Nerang	2011	M	65.7
Nerang	2016	F	56.4
Nerang	2016	M	63.8
Ormeau - Oxenford	2006	F	57.6
Ormeau - Oxenford	2006	M	71.3
Ormeau - Oxenford	2011	F	58.4
Ormeau - Oxenford	2011	M	69.8
Ormeau - Oxenford	2016	F	57.9
Ormeau - Oxenford	2016	M	67.4
Robina	2006	F	53.1
Robina	2006	M	63.5
Robina	2011	F	52.7
Robina	2011	M	61.1
Robina	2016	F	53.7
Robina	2016	M	61.3
Southport	2006	F	51.7
Southport	2006	M	61.5
Southport	2011	F	50.2
Southport	2011	M	57.5
Southport	2016	F	49.4
Southport	2016	M	56.3
Surfers Paradise	2006	F	46.9
Surfers Paradise	2006	M	53.4
Surfers Paradise	2011	F	50.4
Surfers Paradise	2011	M	57.8
Surfers Paradise	2016	F	49.9
Surfers Paradise	2016	M	56.4
Forest Lake - Oxley	2006	F	48.1
Forest Lake - Oxley	2006	M	59.1
Forest Lake - Oxley	2011	F	49.1
Forest Lake - Oxley	2011	M	56.8
Forest Lake - Oxley	2016	F	47.8
Forest Lake - Oxley	2016	M	52.6
Ipswich Hinterland	2006	F	47.7
Ipswich Hinterland	2006	M	59.3
Ipswich Hinterland	2011	F	48.4
Ipswich Hinterland	2011	M	57.4
Ipswich Hinterland	2016	F	46.8
Ipswich Hinterland	2016	M	52.9
Ipswich Inner	2006	F	50.7
Ipswich Inner	2006	M	64.9
Ipswich Inner	2011	F	51.7
Ipswich Inner	2011	M	62
Ipswich Inner	2016	F	50.7
Ipswich Inner	2016	M	59
Springfield - Redbank	2006	F	56.1
Springfield - Redbank	2006	M	70.6
Springfield - Redbank	2011	F	57.1
Springfield - Redbank	2011	M	70.8
Springfield - Redbank	2016	F	56.2
Springfield - Redbank	2016	M	66.5
Beaudesert	2006	F	48
Beaudesert	2006	M	59.8
Beaudesert	2011	F	48.2
Beaudesert	2011	M	57.8
Beaudesert	2016	F	44.2
Beaudesert	2016	M	52.1
Beenleigh	2006	F	48.5
Beenleigh	2006	M	63.8
Beenleigh	2011	F	48.6
Beenleigh	2011	M	60.3
Beenleigh	2016	F	46.2
Beenleigh	2016	M	57.1
Browns Plains	2006	F	54.2
Browns Plains	2006	M	70
Browns Plains	2011	F	54.2
Browns Plains	2011	M	67.9
Browns Plains	2016	F	51.2
Browns Plains	2016	M	62.9
Jimboomba	2006	F	58.7
Jimboomba	2006	M	73.8
Jimboomba	2011	F	60.9
Jimboomba	2011	M	72.1
Jimboomba	2016	F	59.5
Jimboomba	2016	M	67.8
Loganlea - Carbrook	2006	F	57.4
Loganlea - Carbrook	2006	M	70.7
Loganlea - Carbrook	2011	F	56.8
Loganlea - Carbrook	2011	M	67.4
Loganlea - Carbrook	2016	F	53.5
Loganlea - Carbrook	2016	M	62.8
Springwood - Kingston	2006	F	50.7
Springwood - Kingston	2006	M	65.3
Springwood - Kingston	2011	F	50.9
Springwood - Kingston	2011	M	61.7
Springwood - Kingston	2016	F	46.9
Springwood - Kingston	2016	M	57.7
Bowen Basin - North	2006	F	55.3
Bowen Basin - North	2006	M	69.4
Bowen Basin - North	2011	F	58.8
Bowen Basin - North	2011	M	71.4
Bowen Basin - North	2016	F	53.7
Bowen Basin - North	2016	M	63.5
Mackay	2006	F	53.3
Mackay	2006	M	68.7
Mackay	2011	F	57.8
Mackay	2011	M	70.9
Mackay	2016	F	53.7
Mackay	2016	M	61.9
Whitsunday	2006	F	62.5
Whitsunday	2006	M	67.3
Whitsunday	2011	F	59.9
Whitsunday	2011	M	66.5
Whitsunday	2016	F	57.7
Whitsunday	2016	M	61.5
Bribie - Beachmere	2006	F	34.8
Bribie - Beachmere	2006	M	43.2
Bribie - Beachmere	2011	F	36.3
Bribie - Beachmere	2011	M	43.1
Bribie - Beachmere	2016	F	34.2
Bribie - Beachmere	2016	M	39.3
Caboolture	2006	F	48.4
Caboolture	2006	M	62.4
Caboolture	2011	F	48.5
Caboolture	2011	M	59.6
Caboolture	2016	F	47.2
Caboolture	2016	M	56.3
Caboolture Hinterland	2006	F	48.5
Caboolture Hinterland	2006	M	48.9
Caboolture Hinterland	2011	F	49.8
Caboolture Hinterland	2011	M	53
Caboolture Hinterland	2016	F	47.6
Caboolture Hinterland	2016	M	46.5
Narangba - Burpengary	2006	F	53.3
Narangba - Burpengary	2006	M	67.5
Narangba - Burpengary	2011	F	54.4
Narangba - Burpengary	2011	M	65.1
Narangba - Burpengary	2016	F	52.8
Narangba - Burpengary	2016	M	61.6
Redcliffe	2006	F	44.5
Redcliffe	2006	M	57.5
Redcliffe	2011	F	47.6
Redcliffe	2011	M	57.6
Redcliffe	2016	F	45.8
Redcliffe	2016	M	54
The Hills District	2006	F	66.3
The Hills District	2006	M	77.6
The Hills District	2011	F	65.6
The Hills District	2011	M	74.9
The Hills District	2016	F	63.9
The Hills District	2016	M	70.4
North Lakes	2006	F	58.3
North Lakes	2006	M	73.4
North Lakes	2011	F	59.9
North Lakes	2011	M	73
North Lakes	2016	F	58.2
North Lakes	2016	M	69.5
Strathpine	2006	F	57.1
Strathpine	2006	M	70.7
Strathpine	2011	F	58.3
Strathpine	2011	M	69.1
Strathpine	2016	F	55
Strathpine	2016	M	63.6
Far North	2006	F	54.8
Far North	2006	M	62.4
Far North	2011	F	50.3
Far North	2011	M	53.4
Far North	2016	F	45.1
Far North	2016	M	46
Outback - North	2006	F	56.4
Outback - North	2006	M	70
Outback - North	2011	F	56.9
Outback - North	2011	M	67.1
Outback - North	2016	F	57.2
Outback - North	2016	M	65
Outback - South	2006	F	60.8
Outback - South	2006	M	70.1
Outback - South	2011	F	61
Outback - South	2011	M	70.1
Outback - South	2016	F	60.1
Outback - South	2016	M	64.5
Buderim	2006	F	50.8
Buderim	2006	M	61.9
Buderim	2011	F	53
Buderim	2011	M	62.4
Buderim	2016	F	53.1
Buderim	2016	M	60.2
Caloundra	2006	F	45.2
Caloundra	2006	M	56.6
Caloundra	2011	F	47.9
Caloundra	2011	M	56.5
Caloundra	2016	F	48.3
Caloundra	2016	M	55.8
Maroochy	2006	F	51.1
Maroochy	2006	M	60.3
Maroochy	2011	F	52.8
Maroochy	2011	M	59.4
Maroochy	2016	F	51.6
Maroochy	2016	M	57.6
Noosa	2006	F	47
Noosa	2006	M	55.2
Noosa	2011	F	48.1
Noosa	2011	M	55.8
Noosa	2016	F	48.2
Noosa	2016	M	54
Sunshine Coast Hinterland	2006	F	50.5
Sunshine Coast Hinterland	2006	M	60.4
Sunshine Coast Hinterland	2011	F	50.7
Sunshine Coast Hinterland	2011	M	58.7
Sunshine Coast Hinterland	2016	F	50.2
Sunshine Coast Hinterland	2016	M	55.8
Nambour	2006	F	50.3
Nambour	2006	M	61.6
Nambour	2011	F	51.8
Nambour	2011	M	59.5
Nambour	2016	F	50.7
Nambour	2016	M	57.2
Noosa Hinterland	2006	F	48.9
Noosa Hinterland	2006	M	57.7
Noosa Hinterland	2011	F	50.3
Noosa Hinterland	2011	M	55.8
Noosa Hinterland	2016	F	50.3
Noosa Hinterland	2016	M	53.8
Toowoomba	2006	F	51.7
Toowoomba	2006	M	64.9
Toowoomba	2011	F	52.8
Toowoomba	2011	M	64.2
Toowoomba	2016	F	51.6
Toowoomba	2016	M	60.1
Charters Towers - Ayr - Ingham	2006	F	47.8
Charters Towers - Ayr - Ingham	2006	M	62.9
Charters Towers - Ayr - Ingham	2011	F	48.9
Charters Towers - Ayr - Ingham	2011	M	61.8
Charters Towers - Ayr - Ingham	2016	F	47.5
Charters Towers - Ayr - Ingham	2016	M	54.6
Townsville	2006	F	57.4
Townsville	2006	M	68.7
Townsville	2011	F	59.4
Townsville	2011	M	67.1
Townsville	2016	F	56.1
Townsville	2016	M	60
Bundaberg	2006	F	43
Bundaberg	2006	M	53.1
Bundaberg	2011	F	43.7
Bundaberg	2011	M	51.2
Bundaberg	2016	F	42.5
Bundaberg	2016	M	47.5
Burnett	2006	F	45.6
Burnett	2006	M	56.2
Burnett	2011	F	44.5
Burnett	2011	M	53
Burnett	2016	F	42.1
Burnett	2016	M	46.8
Gympie - Cooloola	2006	F	43.9
Gympie - Cooloola	2006	M	54.5
Gympie - Cooloola	2011	F	43.9
Gympie - Cooloola	2011	M	51.6
Gympie - Cooloola	2016	F	40.7
Gympie - Cooloola	2016	M	45.8
Hervey Bay	2006	F	39.1
Hervey Bay	2006	M	47.2
Hervey Bay	2011	F	39
Hervey Bay	2011	M	43.5
Hervey Bay	2016	F	37.9
Hervey Bay	2016	M	40.5
Maryborough	2006	F	40.2
Maryborough	2006	M	47.9
Maryborough	2011	F	40.3
Maryborough	2011	M	45
Maryborough	2016	F	36.4
Maryborough	2016	M	37.6
Migratory - Offshore - Shipping (Qld)	2006	F	63.6
Migratory - Offshore - Shipping (Qld)	2006	M	88
Migratory - Offshore - Shipping (Qld)	2011	F	40.6
Migratory - Offshore - Shipping (Qld)	2011	M	58.5
Migratory - Offshore - Shipping (Qld)	2016	F	43.2
Migratory - Offshore - Shipping (Qld)	2016	M	52.3
No usual address (Qld)	2006	F	30.3
No usual address (Qld)	2006	M	39.2
No usual address (Qld)	2011	F	28.6
No usual address (Qld)	2011	M	33.3
No usual address (Qld)	2016	F	25.9
No usual address (Qld)	2016	M	26.7
Adelaide City	2006	F	47.4
Adelaide City	2006	M	51.2
Adelaide City	2011	F	47.8
Adelaide City	2011	M	50.4
Adelaide City	2016	F	43.6
Adelaide City	2016	M	45.3
Adelaide Hills	2006	F	59.7
Adelaide Hills	2006	M	70.2
Adelaide Hills	2011	F	60.7
Adelaide Hills	2011	M	70.1
Adelaide Hills	2016	F	58.4
Adelaide Hills	2016	M	65
Burnside	2006	F	51.9
Burnside	2006	M	63.2
Burnside	2011	F	52.9
Burnside	2011	M	62.2
Burnside	2016	F	51.2
Burnside	2016	M	60
Campbelltown (SA)	2006	F	49.4
Campbelltown (SA)	2006	M	59.8
Campbelltown (SA)	2011	F	50.8
Campbelltown (SA)	2011	M	60.5
Campbelltown (SA)	2016	F	51
Campbelltown (SA)	2016	M	58.8
Norwood - Payneham - St Peters	2006	F	51.9
Norwood - Payneham - St Peters	2006	M	60.5
Norwood - Payneham - St Peters	2011	F	53.9
Norwood - Payneham - St Peters	2011	M	61.4
Norwood - Payneham - St Peters	2016	F	52.9
Norwood - Payneham - St Peters	2016	M	59.5
Prospect - Walkerville	2006	F	56
Prospect - Walkerville	2006	M	64.9
Prospect - Walkerville	2011	F	57.6
Prospect - Walkerville	2011	M	65
Prospect - Walkerville	2016	F	56.5
Prospect - Walkerville	2016	M	62.8
Unley	2006	F	56.7
Unley	2006	M	66.5
Unley	2011	F	57
Unley	2011	M	66
Unley	2016	F	54.9
Unley	2016	M	62.1
Gawler - Two Wells	2006	F	51.7
Gawler - Two Wells	2006	M	64.1
Gawler - Two Wells	2011	F	54.2
Gawler - Two Wells	2011	M	64
Gawler - Two Wells	2016	F	52.7
Gawler - Two Wells	2016	M	59.1
Playford	2006	F	41.7
Playford	2006	M	56.3
Playford	2011	F	44
Playford	2011	M	56.2
Playford	2016	F	42.5
Playford	2016	M	52.1
Port Adelaide - East	2006	F	45.4
Port Adelaide - East	2006	M	54.7
Port Adelaide - East	2011	F	48.3
Port Adelaide - East	2011	M	56.7
Port Adelaide - East	2016	F	48.8
Port Adelaide - East	2016	M	55.5
Salisbury	2006	F	49.3
Salisbury	2006	M	63.1
Salisbury	2011	F	49.6
Salisbury	2011	M	61.2
Salisbury	2016	F	47.7
Salisbury	2016	M	56.6
Tea Tree Gully	2006	F	57.6
Tea Tree Gully	2006	M	69.1
Tea Tree Gully	2011	F	57.8
Tea Tree Gully	2011	M	66.7
Tea Tree Gully	2016	F	55.5
Tea Tree Gully	2016	M	62.2
Holdfast Bay	2006	F	49.9
Holdfast Bay	2006	M	60.5
Holdfast Bay	2011	F	51.9
Holdfast Bay	2011	M	61.7
Holdfast Bay	2016	F	52.1
Holdfast Bay	2016	M	58.5
Marion	2006	F	51.5
Marion	2006	M	61.6
Marion	2011	F	53.9
Marion	2011	M	62.3
Marion	2016	F	53.5
Marion	2016	M	59.6
Mitcham	2006	F	54.6
Mitcham	2006	M	64.9
Mitcham	2011	F	55.9
Mitcham	2011	M	64.4
Mitcham	2016	F	55.1
Mitcham	2016	M	60.8
Onkaparinga	2006	F	53.9
Onkaparinga	2006	M	64.5
Onkaparinga	2011	F	54.7
Onkaparinga	2011	M	63.8
Onkaparinga	2016	F	52.2
Onkaparinga	2016	M	58.7
Charles Sturt	2006	F	47.3
Charles Sturt	2006	M	57.5
