SA3_NAME16	Year	Sex	unemployment
Macedon Ranges	2006	M	2.7
Macedon Ranges	2011	F	3.7
Macedon Ranges	2011	M	3.1
Macedon Ranges	2016	F	4.4
Macedon Ranges	2016	M	4.2
Moreland - North	2006	F	6.2
Moreland - North	2006	M	7.1
Moreland - North	2011	F	5.9
Moreland - North	2011	M	6.2
Moreland - North	2016	F	7.5
Moreland - North	2016	M	7.9
Sunbury	2006	F	4.8
Sunbury	2006	M	4.2
Sunbury	2011	F	5
Sunbury	2011	M	3.8
Sunbury	2016	F	6.2
Sunbury	2016	M	6
Tullamarine - Broadmeadows	2006	F	8.2
Tullamarine - Broadmeadows	2006	M	7.7
Tullamarine - Broadmeadows	2011	F	8
Tullamarine - Broadmeadows	2011	M	7.3
Tullamarine - Broadmeadows	2016	F	9.9
Tullamarine - Broadmeadows	2016	M	9.1
Knox	2006	F	4.3
Knox	2006	M	4.1
Knox	2011	F	4.6
Knox	2011	M	4.5
Knox	2016	F	5.5
Knox	2016	M	5.7
Manningham - East	2006	F	3.5
Manningham - East	2006	M	3.2
Manningham - East	2011	F	3.6
Manningham - East	2011	M	3.7
Manningham - East	2016	F	4.5
Manningham - East	2016	M	4.4
Maroondah	2006	F	3.9
Maroondah	2006	M	3.9
Maroondah	2011	F	4.3
Maroondah	2011	M	4.3
Maroondah	2016	F	5.2
Maroondah	2016	M	5.3
Whitehorse - East	2006	F	3.9
Whitehorse - East	2006	M	3.9
Whitehorse - East	2011	F	4.5
Whitehorse - East	2011	M	4.4
Whitehorse - East	2016	F	5.8
Whitehorse - East	2016	M	6.1
Yarra Ranges	2006	F	4.3
Yarra Ranges	2006	M	3.9
Yarra Ranges	2011	F	4.3
Yarra Ranges	2011	M	3.7
Yarra Ranges	2016	F	4.7
Yarra Ranges	2016	M	4.5
Cardinia	2006	F	4.9
Cardinia	2006	M	3.7
Cardinia	2011	F	5.2
Cardinia	2011	M	4
Cardinia	2016	F	6.2
Cardinia	2016	M	4.8
Casey - North	2006	F	5.9
Casey - North	2006	M	4.9
Casey - North	2011	F	6.6
Casey - North	2011	M	5.2
Casey - North	2016	F	7.6
Casey - North	2016	M	6.9
Casey - South	2006	F	6.5
Casey - South	2006	M	4.4
Casey - South	2011	F	6.9
Casey - South	2011	M	5.1
Casey - South	2016	F	8.1
Casey - South	2016	M	6.4
Dandenong	2006	F	9.1
Dandenong	2006	M	8.3
Dandenong	2011	F	8.9
Dandenong	2011	M	7.6
Dandenong	2016	F	10.1
Dandenong	2016	M	9.1
Monash	2006	F	5.5
Monash	2006	M	5.7
Monash	2011	F	6.2
Monash	2011	M	6.2
Monash	2016	F	8.4
Monash	2016	M	7.6
Brimbank	2006	F	9.8
Brimbank	2006	M	8.8
Brimbank	2011	F	9.2
Brimbank	2011	M	8
Brimbank	2016	F	11.5
Brimbank	2016	M	10
Hobsons Bay	2006	F	5.3
Hobsons Bay	2006	M	5.7
Hobsons Bay	2011	F	5.2
Hobsons Bay	2011	M	5.6
Hobsons Bay	2016	F	6.3
Hobsons Bay	2016	M	6.3
Maribyrnong	2006	F	8.4
Maribyrnong	2006	M	8.6
Maribyrnong	2011	F	7.1
Maribyrnong	2011	M	6.9
Maribyrnong	2016	F	8.2
Maribyrnong	2016	M	8.4
Melton - Bacchus Marsh	2006	F	6.4
Melton - Bacchus Marsh	2006	M	5.2
Melton - Bacchus Marsh	2011	F	6.5
Melton - Bacchus Marsh	2011	M	5.4
Melton - Bacchus Marsh	2016	F	8
Melton - Bacchus Marsh	2016	M	6.9
Wyndham	2006	F	6.2
Wyndham	2006	M	5.2
Wyndham	2011	F	7.4
Wyndham	2011	M	5.5
Wyndham	2016	F	9.7
Wyndham	2016	M	7.1
Frankston	2006	F	6.3
Frankston	2006	M	5.7
Frankston	2011	F	6.1
Frankston	2011	M	5.3
Frankston	2016	F	6.7
Frankston	2016	M	6.2
Mornington Peninsula	2006	F	4.8
Mornington Peninsula	2006	M	4.6
Mornington Peninsula	2011	F	4.6
Mornington Peninsula	2011	M	4.4
Mornington Peninsula	2016	F	5
Mornington Peninsula	2016	M	4.9
Grampians	2006	F	5
Grampians	2006	M	4.9
Grampians	2011	F	3.8
Grampians	2011	M	3.8
Grampians	2016	F	4.3
Grampians	2016	M	5.5
Mildura	2006	F	5.9
Mildura	2006	M	5.5
Mildura	2011	F	6.1
Mildura	2011	M	7
Mildura	2016	F	6.7
Mildura	2016	M	7.9
Murray River - Swan Hill	2006	F	4.2
Murray River - Swan Hill	2006	M	4.3
Murray River - Swan Hill	2011	F	4.6
Murray River - Swan Hill	2011	M	4.3
Murray River - Swan Hill	2016	F	4.5
Murray River - Swan Hill	2016	M	5.2
Campaspe	2006	F	4.8
Campaspe	2006	M	4.6
Campaspe	2011	F	4.2
Campaspe	2011	M	4.7
Campaspe	2016	F	4.7
Campaspe	2016	M	5.1
Moira	2006	F	4.9
Moira	2006	M	4.6
Moira	2011	F	4.6
Moira	2011	M	5
Moira	2016	F	5.3
Moira	2016	M	4.8
Shepparton	2006	F	6.2
Shepparton	2006	M	5.9
Shepparton	2011	F	5.3
Shepparton	2011	M	5.7
Shepparton	2016	F	5.9
Shepparton	2016	M	6.9
Glenelg - Southern Grampians	2006	F	5.5
Glenelg - Southern Grampians	2006	M	5.1
Glenelg - Southern Grampians	2011	F	4.3
Glenelg - Southern Grampians	2011	M	4.5
Glenelg - Southern Grampians	2016	F	4.8
Glenelg - Southern Grampians	2016	M	5.6
Colac - Corangamite	2006	F	4.3
Colac - Corangamite	2006	M	4.1
Colac - Corangamite	2011	F	3.2
Colac - Corangamite	2011	M	3.4
Colac - Corangamite	2016	F	3.6
Colac - Corangamite	2016	M	4.2
Warrnambool	2006	F	5
Warrnambool	2006	M	4.2
Warrnambool	2011	F	4.3
Warrnambool	2011	M	4.7
Warrnambool	2016	F	4.8
Warrnambool	2016	M	4.7
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	0
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	0
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	0
No usual address (Vic.)	2006	F	17.1
No usual address (Vic.)	2006	M	18.8
No usual address (Vic.)	2011	F	22.1
No usual address (Vic.)	2011	M	21.8
No usual address (Vic.)	2016	F	24.2
No usual address (Vic.)	2016	M	22.8
Capalaba	2006	F	4.3
Capalaba	2006	M	3.5
Capalaba	2011	F	5.1
Capalaba	2011	M	5.2
Capalaba	2016	F	5.5
Capalaba	2016	M	6.4
Cleveland - Stradbroke	2006	F	4.9
Cleveland - Stradbroke	2006	M	3.7
Cleveland - Stradbroke	2011	F	5.5
Cleveland - Stradbroke	2011	M	5.3
Cleveland - Stradbroke	2016	F	5.9
Cleveland - Stradbroke	2016	M	6.4
Wynnum - Manly	2006	F	4.4
Wynnum - Manly	2006	M	3.6
Wynnum - Manly	2011	F	5
Wynnum - Manly	2011	M	4.9
Wynnum - Manly	2016	F	5.6
Wynnum - Manly	2016	M	6.4
Bald Hills - Everton Park	2006	F	2.9
Bald Hills - Everton Park	2006	M	2.5
Bald Hills - Everton Park	2011	F	3.7
Bald Hills - Everton Park	2011	M	4.1
Bald Hills - Everton Park	2016	F	5.1
Bald Hills - Everton Park	2016	M	6.1
Chermside	2006	F	3.7
Chermside	2006	M	3.5
Chermside	2011	F	4.5
Chermside	2011	M	5.3
Chermside	2016	F	5.1
Chermside	2016	M	6.4
Nundah	2006	F	3.9
Nundah	2006	M	3.8
Nundah	2011	F	4.9
Nundah	2011	M	5.4
Nundah	2016	F	6.1
Nundah	2016	M	6.3
Sandgate	2006	F	4.4
Sandgate	2006	M	4
Sandgate	2011	F	4.8
Sandgate	2011	M	5.4
Sandgate	2016	F	6.6
Sandgate	2016	M	7
Carindale	2006	F	3
Carindale	2006	M	3
Carindale	2011	F	4
Carindale	2011	M	4.3
Carindale	2016	F	4.8
Carindale	2016	M	5.5
Holland Park - Yeronga	2006	F	3.7
Holland Park - Yeronga	2006	M	4.3
Holland Park - Yeronga	2011	F	4.7
Holland Park - Yeronga	2011	M	5.3
Holland Park - Yeronga	2016	F	5.9
Holland Park - Yeronga	2016	M	7.1
Mt Gravatt	2006	F	4.2
Mt Gravatt	2006	M	4.3
Mt Gravatt	2011	F	5.8
Mt Gravatt	2011	M	6.2
Mt Gravatt	2016	F	7.9
Mt Gravatt	2016	M	7.5
Nathan	2006	F	4.6
Nathan	2006	M	4.9
Nathan	2011	F	6.2
Nathan	2011	M	6.5
Nathan	2016	F	7.3
Nathan	2016	M	8
Rocklea - Acacia Ridge	2006	F	4.9
Rocklea - Acacia Ridge	2006	M	4
Rocklea - Acacia Ridge	2011	F	6
Rocklea - Acacia Ridge	2011	M	5.9
Rocklea - Acacia Ridge	2016	F	8.4
Rocklea - Acacia Ridge	2016	M	8.3
Sunnybank	2006	F	5.9
Sunnybank	2006	M	5.2
Sunnybank	2011	F	7.8
Sunnybank	2011	M	7.5
Sunnybank	2016	F	9.8
Sunnybank	2016	M	10.1
Centenary	2006	F	3.3
Centenary	2006	M	3.1
Centenary	2011	F	4.3
Centenary	2011	M	4.6
Centenary	2016	F	5.4
Centenary	2016	M	6.2
Kenmore - Brookfield - Moggill	2006	F	3.2
Kenmore - Brookfield - Moggill	2006	M	2.7
Kenmore - Brookfield - Moggill	2011	F	3.9
Kenmore - Brookfield - Moggill	2011	M	4.1
Kenmore - Brookfield - Moggill	2016	F	5.7
Kenmore - Brookfield - Moggill	2016	M	6.3
Sherwood - Indooroopilly	2006	F	4.8
Sherwood - Indooroopilly	2006	M	5
Sherwood - Indooroopilly	2011	F	7.3
Sherwood - Indooroopilly	2011	M	7.4
Sherwood - Indooroopilly	2016	F	9.4
Sherwood - Indooroopilly	2016	M	9.3
The Gap - Enoggera	2006	F	3.1
The Gap - Enoggera	2006	M	3.3
The Gap - Enoggera	2011	F	4.1
The Gap - Enoggera	2011	M	4.3
The Gap - Enoggera	2016	F	5.5
The Gap - Enoggera	2016	M	6.4
Brisbane Inner	2006	F	4.7
Brisbane Inner	2006	M	5.5
Brisbane Inner	2011	F	6.1
Brisbane Inner	2011	M	6.3
Brisbane Inner	2016	F	7.6
Brisbane Inner	2016	M	8
Brisbane Inner - East	2006	F	3.1
Brisbane Inner - East	2006	M	3.6
Brisbane Inner - East	2011	F	3.9
Brisbane Inner - East	2011	M	4.1
Brisbane Inner - East	2016	F	4.6
Brisbane Inner - East	2016	M	5
Brisbane Inner - North	2006	F	3.2
Brisbane Inner - North	2006	M	3.4
Brisbane Inner - North	2011	F	4.3
Brisbane Inner - North	2011	M	4.7
Brisbane Inner - North	2016	F	5.5
Brisbane Inner - North	2016	M	6
Brisbane Inner - West	2006	F	3.5
Brisbane Inner - West	2006	M	3.7
Brisbane Inner - West	2011	F	4.4
Brisbane Inner - West	2011	M	4.6
Brisbane Inner - West	2016	F	5.5
Brisbane Inner - West	2016	M	6.2
Cairns - North	2006	F	3.8
Cairns - North	2006	M	3.4
Cairns - North	2011	F	5.1
Cairns - North	2011	M	5.5
Cairns - North	2016	F	5.4
Cairns - North	2016	M	7
Cairns - South	2006	F	4.7
Cairns - South	2006	M	4.7
Cairns - South	2011	F	7.1
Cairns - South	2011	M	7.9
Cairns - South	2016	F	7.8
Cairns - South	2016	M	9.3
Innisfail - Cassowary Coast	2006	F	5.9
Innisfail - Cassowary Coast	2006	M	3.8
Innisfail - Cassowary Coast	2011	F	8.8
Innisfail - Cassowary Coast	2011	M	9
Innisfail - Cassowary Coast	2016	F	8.3
Innisfail - Cassowary Coast	2016	M	10.4
Port Douglas - Daintree	2006	F	2.4
Port Douglas - Daintree	2006	M	2.3
Port Douglas - Daintree	2011	F	4.3
Port Douglas - Daintree	2011	M	5.8
Port Douglas - Daintree	2016	F	4
Port Douglas - Daintree	2016	M	5.9
Tablelands (East) - Kuranda	2006	F	5.4
Tablelands (East) - Kuranda	2006	M	5.4
Tablelands (East) - Kuranda	2011	F	6.4
Tablelands (East) - Kuranda	2011	M	7.2
Tablelands (East) - Kuranda	2016	F	7.1
Tablelands (East) - Kuranda	2016	M	8.8
Darling Downs (West) - Maranoa	2006	F	3.7
Darling Downs (West) - Maranoa	2006	M	3.2
Darling Downs (West) - Maranoa	2011	F	3.3
Darling Downs (West) - Maranoa	2011	M	3.1
Darling Downs (West) - Maranoa	2016	F	4.3
Darling Downs (West) - Maranoa	2016	M	4.9
Darling Downs - East	2006	F	5
Darling Downs - East	2006	M	3.8
Darling Downs - East	2011	F	4.2
Darling Downs - East	2011	M	3.5
Darling Downs - East	2016	F	6.4
Darling Downs - East	2016	M	5.5
Granite Belt	2006	F	5.3
Granite Belt	2006	M	4.9
Granite Belt	2011	F	5.2
Granite Belt	2011	M	5
Granite Belt	2016	F	6
Granite Belt	2016	M	6.2
Central Highlands (Qld)	2006	F	3.4
Central Highlands (Qld)	2006	M	1.7
Central Highlands (Qld)	2011	F	3.7
Central Highlands (Qld)	2011	M	2.3
Central Highlands (Qld)	2016	F	6.4
Central Highlands (Qld)	2016	M	5
Rockhampton	2006	F	5.5
Rockhampton	2006	M	5
Rockhampton	2011	F	5.1
Rockhampton	2011	M	5.1
Rockhampton	2016	F	7.7
Rockhampton	2016	M	9.8
Biloela	2006	F	2.6
Biloela	2006	M	2
Biloela	2011	F	3
Biloela	2011	M	2.3
Biloela	2016	F	4.2
Biloela	2016	M	3.9
Gladstone	2006	F	6.7
Gladstone	2006	M	4.4
Gladstone	2011	F	5.4
Gladstone	2011	M	3.8
Gladstone	2016	F	10.7
Gladstone	2016	M	11.3
Broadbeach - Burleigh	2006	F	5.1
Broadbeach - Burleigh	2006	M	4.8
Broadbeach - Burleigh	2011	F	6.3
Broadbeach - Burleigh	2011	M	7
Broadbeach - Burleigh	2016	F	5.5
Broadbeach - Burleigh	2016	M	6
Coolangatta	2006	F	5.6
Coolangatta	2006	M	5.8
Coolangatta	2011	F	7.2
Coolangatta	2011	M	8.6
Coolangatta	2016	F	5.6
Coolangatta	2016	M	7.1
Gold Coast - North	2006	F	6.1
Gold Coast - North	2006	M	5.7
Gold Coast - North	2011	F	7.5
Gold Coast - North	2011	M	8.6
Gold Coast - North	2016	F	7.7
Gold Coast - North	2016	M	8.4
Gold Coast Hinterland	2006	F	4.3
Gold Coast Hinterland	2006	M	4
Gold Coast Hinterland	2011	F	5.8
Gold Coast Hinterland	2011	M	6.4
Gold Coast Hinterland	2016	F	5.3
Gold Coast Hinterland	2016	M	5.7
Mudgeeraba - Tallebudgera	2006	F	5.2
Mudgeeraba - Tallebudgera	2006	M	4.1
Mudgeeraba - Tallebudgera	2011	F	6.2
Mudgeeraba - Tallebudgera	2011	M	6.7
Mudgeeraba - Tallebudgera	2016	F	5.4
Mudgeeraba - Tallebudgera	2016	M	5.8
Nerang	2006	F	5.7
Nerang	2006	M	4.5
Nerang	2011	F	7.3
Nerang	2011	M	7.6
Nerang	2016	F	7
Nerang	2016	M	6.9
Ormeau - Oxenford	2006	F	5.3
Ormeau - Oxenford	2006	M	4
Ormeau - Oxenford	2011	F	7
Ormeau - Oxenford	2011	M	6.1
Ormeau - Oxenford	2016	F	7.3
Ormeau - Oxenford	2016	M	6.4
Robina	2006	F	5.7
Robina	2006	M	4.9
Robina	2011	F	7.6
Robina	2011	M	7.4
Robina	2016	F	6.8
Robina	2016	M	6.9
Southport	2006	F	5.8
Southport	2006	M	5.9
Southport	2011	F	8.2
Southport	2011	M	9.3
Southport	2016	F	8.7
Southport	2016	M	9.1
Surfers Paradise	2006	F	5.5
Surfers Paradise	2006	M	5.1
Surfers Paradise	2011	F	8
Surfers Paradise	2011	M	8.2
Surfers Paradise	2016	F	8.2
Surfers Paradise	2016	M	7.3
Forest Lake - Oxley	2006	F	6.2
Forest Lake - Oxley	2006	M	5.1
Forest Lake - Oxley	2011	F	8
Forest Lake - Oxley	2011	M	7.3
Forest Lake - Oxley	2016	F	9.8
Forest Lake - Oxley	2016	M	10.2
Ipswich Hinterland	2006	F	5.7
Ipswich Hinterland	2006	M	4.3
Ipswich Hinterland	2011	F	6.6
Ipswich Hinterland	2011	M	6.1
Ipswich Hinterland	2016	F	7.9
Ipswich Hinterland	2016	M	7.3
Ipswich Inner	2006	F	5.7
Ipswich Inner	2006	M	4.5
Ipswich Inner	2011	F	7
Ipswich Inner	2011	M	7.1
Ipswich Inner	2016	F	8.6
Ipswich Inner	2016	M	8.6
Springfield - Redbank	2006	F	6.2
Springfield - Redbank	2006	M	4.4
Springfield - Redbank	2011	F	8.1
Springfield - Redbank	2011	M	6.8
Springfield - Redbank	2016	F	9.9
Springfield - Redbank	2016	M	9
Beaudesert	2006	F	5.4
Beaudesert	2006	M	3.7
Beaudesert	2011	F	7
Beaudesert	2011	M	6.6
Beaudesert	2016	F	8
Beaudesert	2016	M	7.7
Beenleigh	2006	F	7.3
Beenleigh	2006	M	5.3
Beenleigh	2011	F	8.7
Beenleigh	2011	M	7.8
Beenleigh	2016	F	10.7
Beenleigh	2016	M	9.7
Browns Plains	2006	F	6.8
Browns Plains	2006	M	4.9
Browns Plains	2011	F	7.7
Browns Plains	2011	M	6.8
Browns Plains	2016	F	9.8
Browns Plains	2016	M	8.6
Jimboomba	2006	F	4.3
Jimboomba	2006	M	3
Jimboomba	2011	F	5.9
Jimboomba	2011	M	4.9
Jimboomba	2016	F	6.6
Jimboomba	2016	M	5.6
Loganlea - Carbrook	2006	F	5.5
Loganlea - Carbrook	2006	M	3.9
Loganlea - Carbrook	2011	F	6.5
Loganlea - Carbrook	2011	M	6.2
Loganlea - Carbrook	2016	F	7.7
Loganlea - Carbrook	2016	M	7.6
Springwood - Kingston	2006	F	7.5
Springwood - Kingston	2006	M	5.7
Springwood - Kingston	2011	F	8.2
Springwood - Kingston	2011	M	8.2
Springwood - Kingston	2016	F	11.1
Springwood - Kingston	2016	M	10.4
Bowen Basin - North	2006	F	3.7
Bowen Basin - North	2006	M	2.5
Bowen Basin - North	2011	F	4.1
Bowen Basin - North	2011	M	2.2
Bowen Basin - North	2016	F	7.1
Bowen Basin - North	2016	M	5.4
Mackay	2006	F	4.7
Mackay	2006	M	3
Mackay	2011	F	4.6
Mackay	2011	M	2.8
Mackay	2016	F	8.8
Mackay	2016	M	8.4
Whitsunday	2006	F	3.2
Whitsunday	2006	M	3.2
Whitsunday	2011	F	5.1
Whitsunday	2011	M	4.2
Whitsunday	2016	F	5.3
Whitsunday	2016	M	6.2
Bribie - Beachmere	2006	F	7.4
Bribie - Beachmere	2006	M	7.1
Bribie - Beachmere	2011	F	8.4
Bribie - Beachmere	2011	M	8.4
Bribie - Beachmere	2016	F	9.2
Bribie - Beachmere	2016	M	9.7
Caboolture	2006	F	7.8
Caboolture	2006	M	5.7
Caboolture	2011	F	8.9
Caboolture	2011	M	8.8
Caboolture	2016	F	10.9
Caboolture	2016	M	10.5
Caboolture Hinterland	2006	F	5.1
Caboolture Hinterland	2006	M	4.3
Caboolture Hinterland	2011	F	5.3
Caboolture Hinterland	2011	M	5
Caboolture Hinterland	2016	F	6.6
Caboolture Hinterland	2016	M	6.4
Narangba - Burpengary	2006	F	6
Narangba - Burpengary	2006	M	4.6
Narangba - Burpengary	2011	F	6.8
Narangba - Burpengary	2011	M	6.6
Narangba - Burpengary	2016	F	8.2
Narangba - Burpengary	2016	M	8.2
Redcliffe	2006	F	6.1
Redcliffe	2006	M	5.9
Redcliffe	2011	F	6.7
Redcliffe	2011	M	7.2
Redcliffe	2016	F	8.2
Redcliffe	2016	M	8.6
The Hills District	2006	F	2.7
The Hills District	2006	M	2.3
The Hills District	2011	F	3.8
The Hills District	2011	M	3.9
The Hills District	2016	F	4.4
The Hills District	2016	M	5.1
North Lakes	2006	F	4.7
North Lakes	2006	M	3.2
North Lakes	2011	F	6
North Lakes	2011	M	4.7
North Lakes	2016	F	8.3
North Lakes	2016	M	6.9
Strathpine	2006	F	4.9
Strathpine	2006	M	4.1
Strathpine	2011	F	5.9
Strathpine	2011	M	6.4
Strathpine	2016	F	8.3
Strathpine	2016	M	8
Far North	2006	F	4.3
Far North	2006	M	4.6
Far North	2011	F	7.8
Far North	2011	M	8.1
Far North	2016	F	11.7
Far North	2016	M	13
Outback - North	2006	F	3.9
Outback - North	2006	M	3.5
Outback - North	2011	F	5
Outback - North	2011	M	4.4
Outback - North	2016	F	6.5
Outback - North	2016	M	6.5
Outback - South	2006	F	3.5
Outback - South	2006	M	3
Outback - South	2011	F	3.4
Outback - South	2011	M	3.3
Outback - South	2016	F	3.3
Outback - South	2016	M	4.6
Buderim	2006	F	6
Buderim	2006	M	4.7
Buderim	2011	F	6.6
Buderim	2011	M	6.6
Buderim	2016	F	7.4
Buderim	2016	M	7.4
Caloundra	2006	F	6.2
Caloundra	2006	M	5.5
Caloundra	2011	F	6.8
Caloundra	2011	M	7.4
Caloundra	2016	F	6.9
Caloundra	2016	M	7.2
Maroochy	2006	F	6.6
Maroochy	2006	M	5.9
Maroochy	2011	F	7.4
Maroochy	2011	M	7.8
Maroochy	2016	F	6.8
Maroochy	2016	M	7.4
Noosa	2006	F	6.2
Noosa	2006	M	5.5
Noosa	2011	F	6.6
Noosa	2011	M	7.6
Noosa	2016	F	6
Noosa	2016	M	6.8
Sunshine Coast Hinterland	2006	F	5.3
Sunshine Coast Hinterland	2006	M	5
Sunshine Coast Hinterland	2011	F	6.3
Sunshine Coast Hinterland	2011	M	6.5
Sunshine Coast Hinterland	2016	F	6.8
Sunshine Coast Hinterland	2016	M	7
Nambour	2006	F	5.8
Nambour	2006	M	5.5
Nambour	2011	F	7.1
Nambour	2011	M	7.6
Nambour	2016	F	7.4
Nambour	2016	M	7.9
Noosa Hinterland	2006	F	7.2
Noosa Hinterland	2006	M	6.1
Noosa Hinterland	2011	F	7.3
Noosa Hinterland	2011	M	7.5
Noosa Hinterland	2016	F	6.3
Noosa Hinterland	2016	M	7.6
Toowoomba	2006	F	4.8
Toowoomba	2006	M	4.2
Toowoomba	2011	F	5.1
Toowoomba	2011	M	4.9
Toowoomba	2016	F	6.7
Toowoomba	2016	M	7.4
Charters Towers - Ayr - Ingham	2006	F	5.4
Charters Towers - Ayr - Ingham	2006	M	3.9
Charters Towers - Ayr - Ingham	2011	F	5.6
Charters Towers - Ayr - Ingham	2011	M	5
Charters Towers - Ayr - Ingham	2016	F	7.2
Charters Towers - Ayr - Ingham	2016	M	7.9
Townsville	2006	F	5
Townsville	2006	M	3.9
Townsville	2011	F	5.4
Townsville	2011	M	4.9
Townsville	2016	F	8.2
Townsville	2016	M	9.6
Bundaberg	2006	F	8.2
Bundaberg	2006	M	7.2
Bundaberg	2011	F	8.5
Bundaberg	2011	M	9.1
Bundaberg	2016	F	9.3
Bundaberg	2016	M	11.5
Burnett	2006	F	5.8
Burnett	2006	M	5.5
Burnett	2011	F	6.4
Burnett	2011	M	7.3
Burnett	2016	F	7.5
Burnett	2016	M	8.4
Gympie - Cooloola	2006	F	8.1
Gympie - Cooloola	2006	M	7.3
Gympie - Cooloola	2011	F	7.4
Gympie - Cooloola	2011	M	7.9
Gympie - Cooloola	2016	F	9.1
Gympie - Cooloola	2016	M	10.1
Hervey Bay	2006	F	9
Hervey Bay	2006	M	8
Hervey Bay	2011	F	10.5
Hervey Bay	2011	M	12.2
Hervey Bay	2016	F	10.5
Hervey Bay	2016	M	12.9
Maryborough	2006	F	8.4
Maryborough	2006	M	8.3
Maryborough	2011	F	8.8
Maryborough	2011	M	9.9
Maryborough	2016	F	10.7
Maryborough	2016	M	14
Migratory - Offshore - Shipping (Qld)	2006	F	0
Migratory - Offshore - Shipping (Qld)	2006	M	5.6
Migratory - Offshore - Shipping (Qld)	2011	F	3.4
Migratory - Offshore - Shipping (Qld)	2011	M	5.1
Migratory - Offshore - Shipping (Qld)	2016	F	0
Migratory - Offshore - Shipping (Qld)	2016	M	0
No usual address (Qld)	2006	F	20.5
No usual address (Qld)	2006	M	16.3
No usual address (Qld)	2011	F	22.2
No usual address (Qld)	2011	M	20.6
No usual address (Qld)	2016	F	21.9
No usual address (Qld)	2016	M	25.9
Adelaide City	2006	F	7.5
Adelaide City	2006	M	8.1
Adelaide City	2011	F	9.2
Adelaide City	2011	M	9.2
Adelaide City	2016	F	11.8
Adelaide City	2016	M	11.9
Adelaide Hills	2006	F	3.4
Adelaide Hills	2006	M	3.3
Adelaide Hills	2011	F	3.9
Adelaide Hills	2011	M	4
Adelaide Hills	2016	F	4.7
Adelaide Hills	2016	M	4.8
Burnside	2006	F	3.5
Burnside	2006	M	3.7
Burnside	2011	F	4.3
Burnside	2011	M	4.5
Burnside	2016	F	5.7
Burnside	2016	M	6.1
Campbelltown (SA)	2006	F	4.2
Campbelltown (SA)	2006	M	4.9
Campbelltown (SA)	2011	F	5.1
Campbelltown (SA)	2011	M	5.3
Campbelltown (SA)	2016	F	6.7
Campbelltown (SA)	2016	M	7.1
Norwood - Payneham - St Peters	2006	F	4
Norwood - Payneham - St Peters	2006	M	4.9
Norwood - Payneham - St Peters	2011	F	4.9
Norwood - Payneham - St Peters	2011	M	5.5
Norwood - Payneham - St Peters	2016	F	6.3
Norwood - Payneham - St Peters	2016	M	7
Prospect - Walkerville	2006	F	3.2
Prospect - Walkerville	2006	M	5
Prospect - Walkerville	2011	F	4
Prospect - Walkerville	2011	M	4.9
Prospect - Walkerville	2016	F	5.6
Prospect - Walkerville	2016	M	6.9
Unley	2006	F	3.4
Unley	2006	M	4.3
Unley	2011	F	4.4
Unley	2011	M	4.9
Unley	2016	F	5.3
Unley	2016	M	6.3
Gawler - Two Wells	2006	F	5.4
Gawler - Two Wells	2006	M	4.7
Gawler - Two Wells	2011	F	5.7
Gawler - Two Wells	2011	M	5
Gawler - Two Wells	2016	F	7.3
Gawler - Two Wells	2016	M	7.7
Playford	2006	F	8.2
Playford	2006	M	8.8
Playford	2011	F	9.4
Playford	2011	M	9.6
Playford	2016	F	12.1
Playford	2016	M	13.3
Port Adelaide - East	2006	F	6.1
Port Adelaide - East	2006	M	7.5
Port Adelaide - East	2011	F	6.3
Port Adelaide - East	2011	M	7.3
Port Adelaide - East	2016	F	8.4
Port Adelaide - East	2016	M	10.3
Salisbury	2006	F	5.9
Salisbury	2006	M	5.6
Salisbury	2011	F	7.3
Salisbury	2011	M	7.2
Salisbury	2016	F	9.3
Salisbury	2016	M	10.6
Tea Tree Gully	2006	F	4
Tea Tree Gully	2006	M	4
Tea Tree Gully	2011	F	4.5
Tea Tree Gully	2011	M	4.8
Tea Tree Gully	2016	F	5.8
Tea Tree Gully	2016	M	7
Holdfast Bay	2006	F	3.8
Holdfast Bay	2006	M	4.6
Holdfast Bay	2011	F	4.2
Holdfast Bay	2011	M	5
Holdfast Bay	2016	F	4.9
Holdfast Bay	2016	M	6.3
Marion	2006	F	4.5
Marion	2006	M	5.5
Marion	2011	F	5
Marion	2011	M	5.7
Marion	2016	F	6.1
Marion	2016	M	7.9
Mitcham	2006	F	3.6
Mitcham	2006	M	4.1
Mitcham	2011	F	4.2
Mitcham	2011	M	4.7
Mitcham	2016	F	5.2
Mitcham	2016	M	6.7
Onkaparinga	2006	F	5.3
Onkaparinga	2006	M	5.8
Onkaparinga	2011	F	5.6
Onkaparinga	2011	M	6.2
Onkaparinga	2016	F	7
Onkaparinga	2016	M	8.2
Charles Sturt	2006	F	4.8
Charles Sturt	2006	M	5.8
Charles Sturt	2011	F	5.1
Charles Sturt	2011	M	6.1
Charles Sturt	2016	F	6.4
Charles Sturt	2016	M	7.8
Port Adelaide - West	2006	F	6.4
Port Adelaide - West	2006	M	7.2
Port Adelaide - West	2011	F	5.9
Port Adelaide - West	2011	M	7.4
Port Adelaide - West	2016	F	8.2
