SA3_NAME16	Year	Age	Sex	persons
Blue Mountains - South	2011	15-19	M	0
Blue Mountains - South	2011	20-24	F	0
Blue Mountains - South	2011	20-24	M	0
Blue Mountains - South	2011	25-34	F	0
Blue Mountains - South	2011	25-34	M	0
Blue Mountains - South	2011	35-44	F	0
Blue Mountains - South	2011	35-44	M	0
Blue Mountains - South	2011	45-54	F	0
Blue Mountains - South	2011	45-54	M	0
Blue Mountains - South	2011	55-64	F	0
Blue Mountains - South	2011	55-64	M	0
Blue Mountains - South	2011	65-74	F	0
Blue Mountains - South	2011	65-74	M	0
Blue Mountains - South	2011	75-84	F	0
Blue Mountains - South	2011	75-84	M	0
Blue Mountains - South	2011	85+	F	0
Blue Mountains - South	2011	85+	M	0
Blue Mountains - South	2016	0-4	F	0
Blue Mountains - South	2016	0-4	M	0
Blue Mountains - South	2016	5-14	F	0
Blue Mountains - South	2016	5-14	M	0
Blue Mountains - South	2016	15-19	F	0
Blue Mountains - South	2016	15-19	M	0
Blue Mountains - South	2016	20-24	F	0
Blue Mountains - South	2016	20-24	M	0
Blue Mountains - South	2016	25-34	F	0
Blue Mountains - South	2016	25-34	M	0
Blue Mountains - South	2016	35-44	F	0
Blue Mountains - South	2016	35-44	M	0
Blue Mountains - South	2016	45-54	F	0
Blue Mountains - South	2016	45-54	M	3
Blue Mountains - South	2016	55-64	F	0
Blue Mountains - South	2016	55-64	M	0
Blue Mountains - South	2016	65-74	F	0
Blue Mountains - South	2016	65-74	M	3
Blue Mountains - South	2016	75-84	F	0
Blue Mountains - South	2016	75-84	M	0
Blue Mountains - South	2016	85+	F	0
Blue Mountains - South	2016	85+	M	0
Penrith	2006	0-4	F	4449
Penrith	2006	0-4	M	4753
Penrith	2006	5-14	F	8967
Penrith	2006	5-14	M	9249
Penrith	2006	15-19	F	4524
Penrith	2006	15-19	M	4515
Penrith	2006	20-24	F	4571
Penrith	2006	20-24	M	4499
Penrith	2006	25-34	F	9370
Penrith	2006	25-34	M	9041
Penrith	2006	35-44	F	8719
Penrith	2006	35-44	M	8297
Penrith	2006	45-54	F	8395
Penrith	2006	45-54	M	7918
Penrith	2006	55-64	F	5831
Penrith	2006	55-64	M	6028
Penrith	2006	65-74	F	2814
Penrith	2006	65-74	M	2676
Penrith	2006	75-84	F	2071
Penrith	2006	75-84	M	1348
Penrith	2006	85+	F	791
Penrith	2006	85+	M	321
Penrith	2011	0-4	F	4651
Penrith	2011	0-4	M	4934
Penrith	2011	5-14	F	8637
Penrith	2011	5-14	M	9177
Penrith	2011	15-19	F	4423
Penrith	2011	15-19	M	4429
Penrith	2011	20-24	F	4491
Penrith	2011	20-24	M	4403
Penrith	2011	25-34	F	9530
Penrith	2011	25-34	M	8917
Penrith	2011	35-44	F	9266
Penrith	2011	35-44	M	8776
Penrith	2011	45-54	F	8532
Penrith	2011	45-54	M	7901
Penrith	2011	55-64	F	7256
Penrith	2011	55-64	M	6990
Penrith	2011	65-74	F	3684
Penrith	2011	65-74	M	3628
Penrith	2011	75-84	F	2039
Penrith	2011	75-84	M	1587
Penrith	2011	85+	F	987
Penrith	2011	85+	M	428
Penrith	2016	0-4	F	5096
Penrith	2016	0-4	M	5484
Penrith	2016	5-14	F	9573
Penrith	2016	5-14	M	9880
Penrith	2016	15-19	F	4441
Penrith	2016	15-19	M	4813
Penrith	2016	20-24	F	4784
Penrith	2016	20-24	M	4718
Penrith	2016	25-34	F	11141
Penrith	2016	25-34	M	10442
Penrith	2016	35-44	F	10199
Penrith	2016	35-44	M	9765
Penrith	2016	45-54	F	8980
Penrith	2016	45-54	M	8417
Penrith	2016	55-64	F	7950
Penrith	2016	55-64	M	7326
Penrith	2016	65-74	F	5366
Penrith	2016	65-74	M	5119
Penrith	2016	75-84	F	2480
Penrith	2016	75-84	M	2000
Penrith	2016	85+	F	1127
Penrith	2016	85+	M	591
Richmond - Windsor	2006	0-4	F	1283
Richmond - Windsor	2006	0-4	M	1303
Richmond - Windsor	2006	5-14	F	2673
Richmond - Windsor	2006	5-14	M	2768
Richmond - Windsor	2006	15-19	F	1310
Richmond - Windsor	2006	15-19	M	1366
Richmond - Windsor	2006	20-24	F	1372
Richmond - Windsor	2006	20-24	M	1618
Richmond - Windsor	2006	25-34	F	2562
Richmond - Windsor	2006	25-34	M	2622
Richmond - Windsor	2006	35-44	F	2697
Richmond - Windsor	2006	35-44	M	2530
Richmond - Windsor	2006	45-54	F	2258
Richmond - Windsor	2006	45-54	M	2237
Richmond - Windsor	2006	55-64	F	1543
Richmond - Windsor	2006	55-64	M	1549
Richmond - Windsor	2006	65-74	F	981
Richmond - Windsor	2006	65-74	M	821
Richmond - Windsor	2006	75-84	F	703
Richmond - Windsor	2006	75-84	M	501
Richmond - Windsor	2006	85+	F	348
Richmond - Windsor	2006	85+	M	136
Richmond - Windsor	2011	0-4	F	1264
Richmond - Windsor	2011	0-4	M	1349
Richmond - Windsor	2011	5-14	F	2489
Richmond - Windsor	2011	5-14	M	2486
Richmond - Windsor	2011	15-19	F	1272
Richmond - Windsor	2011	15-19	M	1387
Richmond - Windsor	2011	20-24	F	1371
Richmond - Windsor	2011	20-24	M	1646
Richmond - Windsor	2011	25-34	F	2413
Richmond - Windsor	2011	25-34	M	2521
Richmond - Windsor	2011	35-44	F	2546
Richmond - Windsor	2011	35-44	M	2349
Richmond - Windsor	2011	45-54	F	2488
Richmond - Windsor	2011	45-54	M	2343
Richmond - Windsor	2011	55-64	F	1863
Richmond - Windsor	2011	55-64	M	1864
Richmond - Windsor	2011	65-74	F	1188
Richmond - Windsor	2011	65-74	M	1034
Richmond - Windsor	2011	75-84	F	736
Richmond - Windsor	2011	75-84	M	540
Richmond - Windsor	2011	85+	F	392
Richmond - Windsor	2011	85+	M	192
Richmond - Windsor	2016	0-4	F	1103
Richmond - Windsor	2016	0-4	M	1164
Richmond - Windsor	2016	5-14	F	2277
Richmond - Windsor	2016	5-14	M	2396
Richmond - Windsor	2016	15-19	F	1235
Richmond - Windsor	2016	15-19	M	1270
Richmond - Windsor	2016	20-24	F	1356
Richmond - Windsor	2016	20-24	M	1508
Richmond - Windsor	2016	25-34	F	2608
Richmond - Windsor	2016	25-34	M	2707
Richmond - Windsor	2016	35-44	F	2286
Richmond - Windsor	2016	35-44	M	2341
Richmond - Windsor	2016	45-54	F	2580
Richmond - Windsor	2016	45-54	M	2448
Richmond - Windsor	2016	55-64	F	2083
Richmond - Windsor	2016	55-64	M	1992
Richmond - Windsor	2016	65-74	F	1504
Richmond - Windsor	2016	65-74	M	1368
Richmond - Windsor	2016	75-84	F	931
Richmond - Windsor	2016	75-84	M	703
Richmond - Windsor	2016	85+	F	456
Richmond - Windsor	2016	85+	M	237
St Marys	2006	0-4	F	1794
St Marys	2006	0-4	M	1872
St Marys	2006	5-14	F	4029
St Marys	2006	5-14	M	4216
St Marys	2006	15-19	F	2118
St Marys	2006	15-19	M	2171
St Marys	2006	20-24	F	1936
St Marys	2006	20-24	M	2026
St Marys	2006	25-34	F	3562
St Marys	2006	25-34	M	3393
St Marys	2006	35-44	F	3861
St Marys	2006	35-44	M	3702
St Marys	2006	45-54	F	3810
St Marys	2006	45-54	M	3740
St Marys	2006	55-64	F	2309
St Marys	2006	55-64	M	2505
St Marys	2006	65-74	F	1115
St Marys	2006	65-74	M	1044
St Marys	2006	75-84	F	770
St Marys	2006	75-84	M	557
St Marys	2006	85+	F	211
St Marys	2006	85+	M	87
St Marys	2011	0-4	F	1951
St Marys	2011	0-4	M	1986
St Marys	2011	5-14	F	3568
St Marys	2011	5-14	M	3686
St Marys	2011	15-19	F	2008
St Marys	2011	15-19	M	2118
St Marys	2011	20-24	F	2035
St Marys	2011	20-24	M	2052
St Marys	2011	25-34	F	3854
St Marys	2011	25-34	M	3719
St Marys	2011	35-44	F	3538
St Marys	2011	35-44	M	3457
St Marys	2011	45-54	F	4001
St Marys	2011	45-54	M	3695
St Marys	2011	55-64	F	2811
St Marys	2011	55-64	M	3022
St Marys	2011	65-74	F	1369
St Marys	2011	65-74	M	1432
St Marys	2011	75-84	F	760
St Marys	2011	75-84	M	544
St Marys	2011	85+	F	305
St Marys	2011	85+	M	150
St Marys	2016	0-4	F	1902
St Marys	2016	0-4	M	1995
St Marys	2016	5-14	F	3510
St Marys	2016	5-14	M	3723
St Marys	2016	15-19	F	1823
St Marys	2016	15-19	M	1834
St Marys	2016	20-24	F	2123
St Marys	2016	20-24	M	2175
St Marys	2016	25-34	F	4187
St Marys	2016	25-34	M	4027
St Marys	2016	35-44	F	3562
St Marys	2016	35-44	M	3549
St Marys	2016	45-54	F	3591
St Marys	2016	45-54	M	3426
St Marys	2016	55-64	F	3449
St Marys	2016	55-64	M	3278
St Marys	2016	65-74	F	1844
St Marys	2016	65-74	M	1919
St Marys	2016	75-84	F	869
St Marys	2016	75-84	M	673
St Marys	2016	85+	F	359
St Marys	2016	85+	M	179
Auburn	2006	0-4	F	2429
Auburn	2006	0-4	M	2557
Auburn	2006	5-14	F	4337
Auburn	2006	5-14	M	4582
Auburn	2006	15-19	F	2271
Auburn	2006	15-19	M	2591
Auburn	2006	20-24	F	2869
Auburn	2006	20-24	M	3261
Auburn	2006	25-34	F	5303
Auburn	2006	25-34	M	6348
Auburn	2006	35-44	F	4759
Auburn	2006	35-44	M	5323
Auburn	2006	45-54	F	4006
Auburn	2006	45-54	M	4263
Auburn	2006	55-64	F	2452
Auburn	2006	55-64	M	2793
Auburn	2006	65-74	F	1520
Auburn	2006	65-74	M	1558
Auburn	2006	75-84	F	1282
Auburn	2006	75-84	M	896
Auburn	2006	85+	F	489
Auburn	2006	85+	M	246
Auburn	2011	0-4	F	2794
Auburn	2011	0-4	M	2895
Auburn	2011	5-14	F	4279
Auburn	2011	5-14	M	4659
Auburn	2011	15-19	F	2234
Auburn	2011	15-19	M	2489
Auburn	2011	20-24	F	3175
Auburn	2011	20-24	M	3709
Auburn	2011	25-34	F	7042
Auburn	2011	25-34	M	8158
Auburn	2011	35-44	F	5093
Auburn	2011	35-44	M	5483
Auburn	2011	45-54	F	4580
Auburn	2011	45-54	M	4820
Auburn	2011	55-64	F	3259
Auburn	2011	55-64	M	3355
Auburn	2011	65-74	F	1700
Auburn	2011	65-74	M	1764
Auburn	2011	75-84	F	1101
Auburn	2011	75-84	M	939
Auburn	2011	85+	F	586
Auburn	2011	85+	M	286
Auburn	2016	0-4	F	3124
Auburn	2016	0-4	M	3277
Auburn	2016	5-14	F	4503
Auburn	2016	5-14	M	4750
Auburn	2016	15-19	F	2289
Auburn	2016	15-19	M	2465
Auburn	2016	20-24	F	3519
Auburn	2016	20-24	M	4609
Auburn	2016	25-34	F	9571
Auburn	2016	25-34	M	12315
Auburn	2016	35-44	F	5693
Auburn	2016	35-44	M	7160
Auburn	2016	45-54	F	5041
Auburn	2016	45-54	M	5246
Auburn	2016	55-64	F	4192
Auburn	2016	55-64	M	4212
Auburn	2016	65-74	F	2174
Auburn	2016	65-74	M	2276
Auburn	2016	75-84	F	1176
Auburn	2016	75-84	M	1092
Auburn	2016	85+	F	646
Auburn	2016	85+	M	348
Carlingford	2006	0-4	F	1614
Carlingford	2006	0-4	M	1625
Carlingford	2006	5-14	F	3646
Carlingford	2006	5-14	M	3965
Carlingford	2006	15-19	F	1886
Carlingford	2006	15-19	M	2025
Carlingford	2006	20-24	F	1654
Carlingford	2006	20-24	M	1804
Carlingford	2006	25-34	F	3297
Carlingford	2006	25-34	M	3119
Carlingford	2006	35-44	F	4646
Carlingford	2006	35-44	M	4148
Carlingford	2006	45-54	F	4166
Carlingford	2006	45-54	M	4072
Carlingford	2006	55-64	F	3084
Carlingford	2006	55-64	M	2913
Carlingford	2006	65-74	F	2208
Carlingford	2006	65-74	M	2079
Carlingford	2006	75-84	F	1601
Carlingford	2006	75-84	M	1279
Carlingford	2006	85+	F	583
Carlingford	2006	85+	M	263
Carlingford	2011	0-4	F	1780
Carlingford	2011	0-4	M	1872
Carlingford	2011	5-14	F	3626
Carlingford	2011	5-14	M	4021
Carlingford	2011	15-19	F	1909
Carlingford	2011	15-19	M	2079
Carlingford	2011	20-24	F	1867
Carlingford	2011	20-24	M	2038
Carlingford	2011	25-34	F	3637
Carlingford	2011	25-34	M	3495
Carlingford	2011	35-44	F	4594
Carlingford	2011	35-44	M	3999
Carlingford	2011	45-54	F	4688
Carlingford	2011	45-54	M	4460
Carlingford	2011	55-64	F	3427
Carlingford	2011	55-64	M	3405
Carlingford	2011	65-74	F	2408
Carlingford	2011	65-74	M	2223
Carlingford	2011	75-84	F	1606
Carlingford	2011	75-84	M	1413
Carlingford	2011	85+	F	675
Carlingford	2011	85+	M	382
Carlingford	2016	0-4	F	2142
Carlingford	2016	0-4	M	2196
Carlingford	2016	5-14	F	4042
Carlingford	2016	5-14	M	4338
Carlingford	2016	15-19	F	2028
Carlingford	2016	15-19	M	2293
Carlingford	2016	20-24	F	1956
Carlingford	2016	20-24	M	2098
Carlingford	2016	25-34	F	4604
Carlingford	2016	25-34	M	4321
Carlingford	2016	35-44	F	4953
Carlingford	2016	35-44	M	4559
Carlingford	2016	45-54	F	4939
Carlingford	2016	45-54	M	4453
Carlingford	2016	55-64	F	4009
Carlingford	2016	55-64	M	3903
Carlingford	2016	65-74	F	2717
Carlingford	2016	65-74	M	2525
Carlingford	2016	75-84	F	1673
Carlingford	2016	75-84	M	1543
Carlingford	2016	85+	F	787
Carlingford	2016	85+	M	503
Merrylands - Guildford	2006	0-4	F	4433
Merrylands - Guildford	2006	0-4	M	4790
Merrylands - Guildford	2006	5-14	F	8524
Merrylands - Guildford	2006	5-14	M	9087
Merrylands - Guildford	2006	15-19	F	4359
Merrylands - Guildford	2006	15-19	M	4560
Merrylands - Guildford	2006	20-24	F	4743
Merrylands - Guildford	2006	20-24	M	4505
Merrylands - Guildford	2006	25-34	F	9194
Merrylands - Guildford	2006	25-34	M	9084
Merrylands - Guildford	2006	35-44	F	8652
Merrylands - Guildford	2006	35-44	M	8603
Merrylands - Guildford	2006	45-54	F	7698
Merrylands - Guildford	2006	45-54	M	7799
Merrylands - Guildford	2006	55-64	F	5848
Merrylands - Guildford	2006	55-64	M	6294
Merrylands - Guildford	2006	65-74	F	4043
Merrylands - Guildford	2006	65-74	M	3849
Merrylands - Guildford	2006	75-84	F	3421
Merrylands - Guildford	2006	75-84	M	2400
Merrylands - Guildford	2006	85+	F	1117
Merrylands - Guildford	2006	85+	M	564
Merrylands - Guildford	2011	0-4	F	5439
Merrylands - Guildford	2011	0-4	M	5668
Merrylands - Guildford	2011	5-14	F	8888
Merrylands - Guildford	2011	5-14	M	9437
Merrylands - Guildford	2011	15-19	F	4534
Merrylands - Guildford	2011	15-19	M	4836
Merrylands - Guildford	2011	20-24	F	5069
Merrylands - Guildford	2011	20-24	M	5104
Merrylands - Guildford	2011	25-34	F	10970
Merrylands - Guildford	2011	25-34	M	10707
Merrylands - Guildford	2011	35-44	F	9180
Merrylands - Guildford	2011	35-44	M	9132
Merrylands - Guildford	2011	45-54	F	8395
Merrylands - Guildford	2011	45-54	M	8322
Merrylands - Guildford	2011	55-64	F	6815
Merrylands - Guildford	2011	55-64	M	6876
Merrylands - Guildford	2011	65-74	F	4287
Merrylands - Guildford	2011	65-74	M	4270
Merrylands - Guildford	2011	75-84	F	3223
Merrylands - Guildford	2011	75-84	M	2488
Merrylands - Guildford	2011	85+	F	1477
Merrylands - Guildford	2011	85+	M	780
Merrylands - Guildford	2016	0-4	F	5906
Merrylands - Guildford	2016	0-4	M	6105
Merrylands - Guildford	2016	5-14	F	10079
Merrylands - Guildford	2016	5-14	M	10648
Merrylands - Guildford	2016	15-19	F	4627
Merrylands - Guildford	2016	15-19	M	4843
Merrylands - Guildford	2016	20-24	F	5427
Merrylands - Guildford	2016	20-24	M	5988
Merrylands - Guildford	2016	25-34	F	12518
Merrylands - Guildford	2016	25-34	M	13022
Merrylands - Guildford	2016	35-44	F	10024
Merrylands - Guildford	2016	35-44	M	10490
Merrylands - Guildford	2016	45-54	F	8966
Merrylands - Guildford	2016	45-54	M	9009
Merrylands - Guildford	2016	55-64	F	7494
Merrylands - Guildford	2016	55-64	M	7420
Merrylands - Guildford	2016	65-74	F	5114
Merrylands - Guildford	2016	65-74	M	5178
Merrylands - Guildford	2016	75-84	F	3147
Merrylands - Guildford	2016	75-84	M	2550
Merrylands - Guildford	2016	85+	F	1729
Merrylands - Guildford	2016	85+	M	985
Parramatta	2006	0-4	F	3765
Parramatta	2006	0-4	M	3802
Parramatta	2006	5-14	F	5863
Parramatta	2006	5-14	M	6382
Parramatta	2006	15-19	F	2975
Parramatta	2006	15-19	M	3381
Parramatta	2006	20-24	F	4221
Parramatta	2006	20-24	M	4713
Parramatta	2006	25-34	F	10632
Parramatta	2006	25-34	M	11314
Parramatta	2006	35-44	F	8301
Parramatta	2006	35-44	M	8838
Parramatta	2006	45-54	F	6433
Parramatta	2006	45-54	M	6462
Parramatta	2006	55-64	F	5257
Parramatta	2006	55-64	M	5166
Parramatta	2006	65-74	F	3352
Parramatta	2006	65-74	M	3134
Parramatta	2006	75-84	F	2753
Parramatta	2006	75-84	M	1804
Parramatta	2006	85+	F	1347
Parramatta	2006	85+	M	527
Parramatta	2011	0-4	F	4675
Parramatta	2011	0-4	M	4949
Parramatta	2011	5-14	F	6515
Parramatta	2011	5-14	M	6828
Parramatta	2011	15-19	F	2890
Parramatta	2011	15-19	M	3385
Parramatta	2011	20-24	F	4332
Parramatta	2011	20-24	M	4559
Parramatta	2011	25-34	F	13587
Parramatta	2011	25-34	M	14243
Parramatta	2011	35-44	F	9049
Parramatta	2011	35-44	M	9901
Parramatta	2011	45-54	F	7058
Parramatta	2011	45-54	M	7166
Parramatta	2011	55-64	F	5820
Parramatta	2011	55-64	M	5309
Parramatta	2011	65-74	F	3861
Parramatta	2011	65-74	M	3668
Parramatta	2011	75-84	F	2635
Parramatta	2011	75-84	M	2055
Parramatta	2011	85+	F	1655
Parramatta	2011	85+	M	642
Parramatta	2016	0-4	F	5699
Parramatta	2016	0-4	M	5737
Parramatta	2016	5-14	F	7685
Parramatta	2016	5-14	M	8240
Parramatta	2016	15-19	F	2919
Parramatta	2016	15-19	M	3205
Parramatta	2016	20-24	F	3928
Parramatta	2016	20-24	M	4659
Parramatta	2016	25-34	F	16019
Parramatta	2016	25-34	M	15631
Parramatta	2016	35-44	F	10796
Parramatta	2016	35-44	M	12844
Parramatta	2016	45-54	F	7347
Parramatta	2016	45-54	M	7368
Parramatta	2016	55-64	F	6354
Parramatta	2016	55-64	M	5764
Parramatta	2016	65-74	F	4707
Parramatta	2016	65-74	M	4124
Parramatta	2016	75-84	F	2914
Parramatta	2016	75-84	M	2345
Parramatta	2016	85+	F	1661
Parramatta	2016	85+	M	935
Pennant Hills - Epping	2006	0-4	F	1026
Pennant Hills - Epping	2006	0-4	M	1083
Pennant Hills - Epping	2006	5-14	F	2775
Pennant Hills - Epping	2006	5-14	M	2817
Pennant Hills - Epping	2006	15-19	F	1606
Pennant Hills - Epping	2006	15-19	M	1553
Pennant Hills - Epping	2006	20-24	F	1433
Pennant Hills - Epping	2006	20-24	M	1658
Pennant Hills - Epping	2006	25-34	F	2071
Pennant Hills - Epping	2006	25-34	M	2058
Pennant Hills - Epping	2006	35-44	F	3154
Pennant Hills - Epping	2006	35-44	M	2693
Pennant Hills - Epping	2006	45-54	F	3373
Pennant Hills - Epping	2006	45-54	M	3088
Pennant Hills - Epping	2006	55-64	F	2342
Pennant Hills - Epping	2006	55-64	M	2373
Pennant Hills - Epping	2006	65-74	F	1564
Pennant Hills - Epping	2006	65-74	M	1325
Pennant Hills - Epping	2006	75-84	F	1236
Pennant Hills - Epping	2006	75-84	M	988
Pennant Hills - Epping	2006	85+	F	573
Pennant Hills - Epping	2006	85+	M	246
Pennant Hills - Epping	2011	0-4	F	1124
Pennant Hills - Epping	2011	0-4	M	1123
Pennant Hills - Epping	2011	5-14	F	2659
Pennant Hills - Epping	2011	5-14	M	2790
Pennant Hills - Epping	2011	15-19	F	1664
Pennant Hills - Epping	2011	15-19	M	1621
Pennant Hills - Epping	2011	20-24	F	1524
Pennant Hills - Epping	2011	20-24	M	1629
Pennant Hills - Epping	2011	25-34	F	2286
Pennant Hills - Epping	2011	25-34	M	2303
Pennant Hills - Epping	2011	35-44	F	3017
Pennant Hills - Epping	2011	35-44	M	2589
Pennant Hills - Epping	2011	45-54	F	3589
Pennant Hills - Epping	2011	45-54	M	3269
Pennant Hills - Epping	2011	55-64	F	2671
Pennant Hills - Epping	2011	55-64	M	2683
Pennant Hills - Epping	2011	65-74	F	1771
Pennant Hills - Epping	2011	65-74	M	1513
Pennant Hills - Epping	2011	75-84	F	1207
Pennant Hills - Epping	2011	75-84	M	991
Pennant Hills - Epping	2011	85+	F	641
Pennant Hills - Epping	2011	85+	M	333
Pennant Hills - Epping	2016	0-4	F	1254
Pennant Hills - Epping	2016	0-4	M	1336
Pennant Hills - Epping	2016	5-14	F	3029
Pennant Hills - Epping	2016	5-14	M	3046
Pennant Hills - Epping	2016	15-19	F	1571
Pennant Hills - Epping	2016	15-19	M	1702
Pennant Hills - Epping	2016	20-24	F	1738
Pennant Hills - Epping	2016	20-24	M	1803
Pennant Hills - Epping	2016	25-34	F	2828
Pennant Hills - Epping	2016	25-34	M	2891
Pennant Hills - Epping	2016	35-44	F	3396
Pennant Hills - Epping	2016	35-44	M	3085
Pennant Hills - Epping	2016	45-54	F	3494
Pennant Hills - Epping	2016	45-54	M	3158
Pennant Hills - Epping	2016	55-64	F	3030
Pennant Hills - Epping	2016	55-64	M	2850
Pennant Hills - Epping	2016	65-74	F	1967
Pennant Hills - Epping	2016	65-74	M	1922
Pennant Hills - Epping	2016	75-84	F	1296
Pennant Hills - Epping	2016	75-84	M	1035
Pennant Hills - Epping	2016	85+	F	711
Pennant Hills - Epping	2016	85+	M	438
Ryde - Hunters Hill	2006	0-4	F	3160
Ryde - Hunters Hill	2006	0-4	M	3394
Ryde - Hunters Hill	2006	5-14	F	6034
Ryde - Hunters Hill	2006	5-14	M	6740
Ryde - Hunters Hill	2006	15-19	F	3198
Ryde - Hunters Hill	2006	15-19	M	3875
Ryde - Hunters Hill	2006	20-24	F	4769
Ryde - Hunters Hill	2006	20-24	M	4531
Ryde - Hunters Hill	2006	25-34	F	8457
Ryde - Hunters Hill	2006	25-34	M	8039
Ryde - Hunters Hill	2006	35-44	F	9145
Ryde - Hunters Hill	2006	35-44	M	8457
Ryde - Hunters Hill	2006	45-54	F	8010
Ryde - Hunters Hill	2006	45-54	M	7500
Ryde - Hunters Hill	2006	55-64	F	5920
Ryde - Hunters Hill	2006	55-64	M	5668
Ryde - Hunters Hill	2006	65-74	F	4167
Ryde - Hunters Hill	2006	65-74	M	3573
Ryde - Hunters Hill	2006	75-84	F	3999
Ryde - Hunters Hill	2006	75-84	M	2704
Ryde - Hunters Hill	2006	85+	F	1869
Ryde - Hunters Hill	2006	85+	M	808
Ryde - Hunters Hill	2011	0-4	F	3535
Ryde - Hunters Hill	2011	0-4	M	3781
Ryde - Hunters Hill	2011	5-14	F	6067
Ryde - Hunters Hill	2011	5-14	M	6788
Ryde - Hunters Hill	2011	15-19	F	3175
Ryde - Hunters Hill	2011	15-19	M	3794
Ryde - Hunters Hill	2011	20-24	F	5160
Ryde - Hunters Hill	2011	20-24	M	4798
Ryde - Hunters Hill	2011	25-34	F	9363
Ryde - Hunters Hill	2011	25-34	M	9171
Ryde - Hunters Hill	2011	35-44	F	9073
Ryde - Hunters Hill	2011	35-44	M	8425
Ryde - Hunters Hill	2011	45-54	F	8280
Ryde - Hunters Hill	2011	45-54	M	7835
Ryde - Hunters Hill	2011	55-64	F	6689
Ryde - Hunters Hill	2011	55-64	M	6222
Ryde - Hunters Hill	2011	65-74	F	4384
Ryde - Hunters Hill	2011	65-74	M	3826
Ryde - Hunters Hill	2011	75-84	F	3587
Ryde - Hunters Hill	2011	75-84	M	2681
Ryde - Hunters Hill	2011	85+	F	2166
Ryde - Hunters Hill	2011	85+	M	1049
Ryde - Hunters Hill	2016	0-4	F	3953
Ryde - Hunters Hill	2016	0-4	M	4122
Ryde - Hunters Hill	2016	5-14	F	6741
Ryde - Hunters Hill	2016	5-14	M	7416
Ryde - Hunters Hill	2016	15-19	F	3449
Ryde - Hunters Hill	2016	15-19	M	4116
Ryde - Hunters Hill	2016	20-24	F	5434
Ryde - Hunters Hill	2016	20-24	M	5263
Ryde - Hunters Hill	2016	25-34	F	11871
Ryde - Hunters Hill	2016	25-34	M	11257
Ryde - Hunters Hill	2016	35-44	F	9847
Ryde - Hunters Hill	2016	35-44	M	9535
Ryde - Hunters Hill	2016	45-54	F	8812
Ryde - Hunters Hill	2016	45-54	M	8172
Ryde - Hunters Hill	2016	55-64	F	7621
Ryde - Hunters Hill	2016	55-64	M	6776
Ryde - Hunters Hill	2016	65-74	F	5260
Ryde - Hunters Hill	2016	65-74	M	4796
Ryde - Hunters Hill	2016	75-84	F	3550
Ryde - Hunters Hill	2016	75-84	M	2755
Ryde - Hunters Hill	2016	85+	F	2428
Ryde - Hunters Hill	2016	85+	M	1355
Bringelly - Green Valley	2006	0-4	F	3001
Bringelly - Green Valley	2006	0-4	M	3229
Bringelly - Green Valley	2006	5-14	F	6510
Bringelly - Green Valley	2006	5-14	M	6980
Bringelly - Green Valley	2006	15-19	F	2874
Bringelly - Green Valley	2006	15-19	M	3046
Bringelly - Green Valley	2006	20-24	F	2668
Bringelly - Green Valley	2006	20-24	M	2588
Bringelly - Green Valley	2006	25-34	F	5471
Bringelly - Green Valley	2006	25-34	M	4931
Bringelly - Green Valley	2006	35-44	F	6175
Bringelly - Green Valley	2006	35-44	M	5898
Bringelly - Green Valley	2006	45-54	F	4905
Bringelly - Green Valley	2006	45-54	M	4818
Bringelly - Green Valley	2006	55-64	F	2913
Bringelly - Green Valley	2006	55-64	M	3155
Bringelly - Green Valley	2006	65-74	F	1837
Bringelly - Green Valley	2006	65-74	M	1748
Bringelly - Green Valley	2006	75-84	F	949
Bringelly - Green Valley	2006	75-84	M	730
Bringelly - Green Valley	2006	85+	F	238
Bringelly - Green Valley	2006	85+	M	125
Bringelly - Green Valley	2011	0-4	F	2837
Bringelly - Green Valley	2011	0-4	M	2967
Bringelly - Green Valley	2011	5-14	F	6460
Bringelly - Green Valley	2011	5-14	M	7002
Bringelly - Green Valley	2011	15-19	F	3370
Bringelly - Green Valley	2011	15-19	M	3484
Bringelly - Green Valley	2011	20-24	F	2835
Bringelly - Green Valley	2011	20-24	M	2790
Bringelly - Green Valley	2011	25-34	F	5479
Bringelly - Green Valley	2011	25-34	M	5198
Bringelly - Green Valley	2011	35-44	F	6168
Bringelly - Green Valley	2011	35-44	M	5537
Bringelly - Green Valley	2011	45-54	F	5829
Bringelly - Green Valley	2011	45-54	M	5808
Bringelly - Green Valley	2011	55-64	F	3875
Bringelly - Green Valley	2011	55-64	M	3900
Bringelly - Green Valley	2011	65-74	F	2130
Bringelly - Green Valley	2011	65-74	M	2102
Bringelly - Green Valley	2011	75-84	F	1108
Bringelly - Green Valley	2011	75-84	M	935
Bringelly - Green Valley	2011	85+	F	341
Bringelly - Green Valley	2011	85+	M	186
Bringelly - Green Valley	2016	0-4	F	3792
Bringelly - Green Valley	2016	0-4	M	4087
Bringelly - Green Valley	2016	5-14	F	7889
Bringelly - Green Valley	2016	5-14	M	8232
Bringelly - Green Valley	2016	15-19	F	3834
Bringelly - Green Valley	2016	15-19	M	4085
Bringelly - Green Valley	2016	20-24	F	3737
Bringelly - Green Valley	2016	20-24	M	3682
Bringelly - Green Valley	2016	25-34	F	7800
Bringelly - Green Valley	2016	25-34	M	7245
Bringelly - Green Valley	2016	35-44	F	7511
