SA3_NAME16	Year	AustCitizen	persons
Maroondah	2016	0	15704
Maroondah	2016	1	94229
Whitehorse - East	2006	0	6720
Whitehorse - East	2006	1	48778
Whitehorse - East	2011	0	8280
Whitehorse - East	2011	1	48854
Whitehorse - East	2016	0	11566
Whitehorse - East	2016	1	49203
Yarra Ranges	2006	0	14926
Yarra Ranges	2006	1	124676
Yarra Ranges	2011	0	14206
Yarra Ranges	2011	1	129504
Yarra Ranges	2016	0	16434
Yarra Ranges	2016	1	132326
Cardinia	2006	0	6281
Cardinia	2006	1	50820
Cardinia	2011	0	8387
Cardinia	2011	1	65951
Cardinia	2016	0	12777
Cardinia	2016	1	81511
Casey - North	2006	0	16045
Casey - North	2006	1	97664
Casey - North	2011	0	18930
Casey - North	2011	1	105092
Casey - North	2016	0	23075
Casey - North	2016	1	108044
Casey - South	2006	0	16177
Casey - South	2006	1	85077
Casey - South	2011	0	22260
Casey - South	2011	1	106101
Casey - South	2016	0	35045
Casey - South	2016	1	133132
Dandenong	2006	0	31209
Dandenong	2006	1	126997
Dandenong	2011	0	40574
Dandenong	2011	1	128493
Dandenong	2016	0	52351
Dandenong	2016	1	134272
Monash	2006	0	31019
Monash	2006	1	123724
Monash	2011	0	37363
Monash	2011	1	124866
Monash	2016	0	50338
Monash	2016	1	124718
Brimbank	2006	0	24442
Brimbank	2006	1	134984
Brimbank	2011	0	35258
Brimbank	2011	1	139164
Brimbank	2016	0	43384
Brimbank	2016	1	142432
Hobsons Bay	2006	0	11113
Hobsons Bay	2006	1	66065
Hobsons Bay	2011	0	12274
Hobsons Bay	2011	1	67141
Hobsons Bay	2016	0	13968
Hobsons Bay	2016	1	70038
Maribyrnong	2006	0	13423
Maribyrnong	2006	1	49720
Maribyrnong	2011	0	17113
Maribyrnong	2011	1	54520
Maribyrnong	2016	0	21354
Maribyrnong	2016	1	60934
Melton - Bacchus Marsh	2006	0	11668
Melton - Bacchus Marsh	2006	1	80663
Melton - Bacchus Marsh	2011	0	17525
Melton - Bacchus Marsh	2011	1	107037
Melton - Bacchus Marsh	2016	0	24730
Melton - Bacchus Marsh	2016	1	128708
Wyndham	2006	0	18436
Wyndham	2006	1	98545
Wyndham	2011	0	35829
Wyndham	2011	1	130191
Wyndham	2016	0	58911
Wyndham	2016	1	162984
Frankston	2006	0	17638
Frankston	2006	1	100165
Frankston	2011	0	18135
Frankston	2011	1	108321
Frankston	2016	0	20073
Frankston	2016	1	114070
Mornington Peninsula	2006	0	18594
Mornington Peninsula	2006	1	117889
Mornington Peninsula	2011	0	16954
Mornington Peninsula	2011	1	127654
Mornington Peninsula	2016	0	18277
Mornington Peninsula	2016	1	136722
Grampians	2006	0	3880
Grampians	2006	1	55514
Grampians	2011	0	4721
Grampians	2011	1	54526
Grampians	2016	0	6137
Grampians	2016	1	52683
Mildura	2006	0	4419
Mildura	2006	1	45395
Mildura	2011	0	5144
Mildura	2011	1	45835
Mildura	2016	0	7272
Mildura	2016	1	46606
Murray River - Swan Hill	2006	0	3338
Murray River - Swan Hill	2006	1	35446
Murray River - Swan Hill	2011	0	3695
Murray River - Swan Hill	2011	1	33508
Murray River - Swan Hill	2016	0	5396
Murray River - Swan Hill	2016	1	31940
Campaspe	2006	0	2439
Campaspe	2006	1	33770
Campaspe	2011	0	2918
Campaspe	2011	1	33631
Campaspe	2016	0	3757
Campaspe	2016	1	33451
Moira	2006	0	2380
Moira	2006	1	24703
Moira	2011	0	2778
Moira	2011	1	25346
Moira	2016	0	3499
Moira	2016	1	25613
Shepparton	2006	0	5715
Shepparton	2006	1	51375
Shepparton	2011	0	7218
Shepparton	2011	1	53004
Shepparton	2016	0	10076
Shepparton	2016	1	53573
Glenelg - Southern Grampians	2006	0	2557
Glenelg - Southern Grampians	2006	1	33842
Glenelg - Southern Grampians	2011	0	2724
Glenelg - Southern Grampians	2011	1	33270
Glenelg - Southern Grampians	2016	0	3593
Glenelg - Southern Grampians	2016	1	31965
Colac - Corangamite	2006	0	2840
Colac - Corangamite	2006	1	34071
Colac - Corangamite	2011	0	2793
Colac - Corangamite	2011	1	33901
Colac - Corangamite	2016	0	4013
Colac - Corangamite	2016	1	33027
Warrnambool	2006	0	3669
Warrnambool	2006	1	42178
Warrnambool	2011	0	4150
Warrnambool	2011	1	43824
Warrnambool	2016	0	5689
Warrnambool	2016	1	44410
Migratory - Offshore - Shipping (Vic.)	2006	0	14
Migratory - Offshore - Shipping (Vic.)	2006	1	37
Migratory - Offshore - Shipping (Vic.)	2011	0	8
Migratory - Offshore - Shipping (Vic.)	2011	1	28
Migratory - Offshore - Shipping (Vic.)	2016	0	2
Migratory - Offshore - Shipping (Vic.)	2016	1	27
No usual address (Vic.)	2006	0	1643
No usual address (Vic.)	2006	1	4751
No usual address (Vic.)	2011	0	3069
No usual address (Vic.)	2011	1	5238
No usual address (Vic.)	2016	0	3210
No usual address (Vic.)	2016	1	4355
Capalaba	2006	0	8203
Capalaba	2006	1	60145
Capalaba	2011	0	8437
Capalaba	2011	1	61505
Capalaba	2016	0	9172
Capalaba	2016	1	62397
Cleveland - Stradbroke	2006	0	8828
Cleveland - Stradbroke	2006	1	57081
Cleveland - Stradbroke	2011	0	10702
Cleveland - Stradbroke	2011	1	65462
Cleveland - Stradbroke	2016	0	11221
Cleveland - Stradbroke	2016	1	71593
Wynnum - Manly	2006	0	7630
Wynnum - Manly	2006	1	49919
Wynnum - Manly	2011	0	10024
Wynnum - Manly	2011	1	55004
Wynnum - Manly	2016	0	11116
Wynnum - Manly	2016	1	57587
Bald Hills - Everton Park	2006	0	3213
Bald Hills - Everton Park	2006	1	31296
Bald Hills - Everton Park	2011	0	4327
Bald Hills - Everton Park	2011	1	33437
Bald Hills - Everton Park	2016	0	5165
Bald Hills - Everton Park	2016	1	35625
Chermside	2006	0	6797
Chermside	2006	1	54238
Chermside	2011	0	9465
Chermside	2011	1	56425
Chermside	2016	0	10818
Chermside	2016	1	58251
Nundah	2006	0	3961
Nundah	2006	1	26225
Nundah	2011	0	6366
Nundah	2011	1	28201
Nundah	2016	0	7609
Nundah	2016	1	31057
Sandgate	2006	0	6542
Sandgate	2006	1	42142
Sandgate	2011	0	7970
Sandgate	2011	1	44852
Sandgate	2016	0	9796
Sandgate	2016	1	48197
Carindale	2006	0	4653
Carindale	2006	1	39348
Carindale	2011	0	6144
Carindale	2011	1	40866
Carindale	2016	0	7357
Carindale	2016	1	42822
Holland Park - Yeronga	2006	0	8838
Holland Park - Yeronga	2006	1	51254
Holland Park - Yeronga	2011	0	12124
Holland Park - Yeronga	2011	1	53063
Holland Park - Yeronga	2016	0	14406
Holland Park - Yeronga	2016	1	56577
Mt Gravatt	2006	0	9187
Mt Gravatt	2006	1	52064
Mt Gravatt	2011	0	13092
Mt Gravatt	2011	1	52569
Mt Gravatt	2016	0	17141
Mt Gravatt	2016	1	54067
Nathan	2006	0	6005
Nathan	2006	1	28375
Nathan	2011	0	7161
Nathan	2011	1	29362
Nathan	2016	0	8297
Nathan	2016	1	30575
Rocklea - Acacia Ridge	2006	0	7490
Rocklea - Acacia Ridge	2006	1	37213
Rocklea - Acacia Ridge	2011	0	11563
Rocklea - Acacia Ridge	2011	1	42079
Rocklea - Acacia Ridge	2016	0	15061
Rocklea - Acacia Ridge	2016	1	44469
Sunnybank	2006	0	8810
Sunnybank	2006	1	34365
Sunnybank	2011	0	12519
Sunnybank	2011	1	33546
Sunnybank	2016	0	16506
Sunnybank	2016	1	33299
Centenary	2006	0	4341
Centenary	2006	1	27462
Centenary	2011	0	4073
Centenary	2011	1	27991
Centenary	2016	0	4260
Centenary	2016	1	28269
Kenmore - Brookfield - Moggill	2006	0	4920
Kenmore - Brookfield - Moggill	2006	1	35484
Kenmore - Brookfield - Moggill	2011	0	6077
Kenmore - Brookfield - Moggill	2011	1	37544
Kenmore - Brookfield - Moggill	2016	0	6137
Kenmore - Brookfield - Moggill	2016	1	39237
Sherwood - Indooroopilly	2006	0	8852
Sherwood - Indooroopilly	2006	1	35858
Sherwood - Indooroopilly	2011	0	11148
Sherwood - Indooroopilly	2011	1	36147
Sherwood - Indooroopilly	2016	0	13640
Sherwood - Indooroopilly	2016	1	37439
The Gap - Enoggera	2006	0	4737
The Gap - Enoggera	2006	1	39566
The Gap - Enoggera	2011	0	4817
The Gap - Enoggera	2011	1	42557
The Gap - Enoggera	2016	0	5673
The Gap - Enoggera	2016	1	44337
Brisbane Inner	2006	0	17326
Brisbane Inner	2006	1	34216
Brisbane Inner	2011	0	19693
Brisbane Inner	2011	1	37888
Brisbane Inner	2016	0	25138
Brisbane Inner	2016	1	42445
Brisbane Inner - East	2006	0	5285
Brisbane Inner - East	2006	1	28410
Brisbane Inner - East	2011	0	6744
Brisbane Inner - East	2011	1	30832
Brisbane Inner - East	2016	0	7275
Brisbane Inner - East	2016	1	33319
Brisbane Inner - North	2006	0	11180
Brisbane Inner - North	2006	1	57996
Brisbane Inner - North	2011	0	13467
Brisbane Inner - North	2011	1	61808
Brisbane Inner - North	2016	0	19424
Brisbane Inner - North	2016	1	66739
Brisbane Inner - West	2006	0	7834
Brisbane Inner - West	2006	1	42757
Brisbane Inner - West	2011	0	8548
Brisbane Inner - West	2011	1	44995
Brisbane Inner - West	2016	0	9643
Brisbane Inner - West	2016	1	46222
Cairns - North	2006	0	6159
Cairns - North	2006	1	33323
Cairns - North	2011	0	7292
Cairns - North	2011	1	39926
Cairns - North	2016	0	9279
Cairns - North	2016	1	43377
Cairns - South	2006	0	14962
Cairns - South	2006	1	69446
Cairns - South	2011	0	17629
Cairns - South	2011	1	77100
Cairns - South	2016	0	20132
Cairns - South	2016	1	80659
Innisfail - Cassowary Coast	2006	0	3411
Innisfail - Cassowary Coast	2006	1	30293
Innisfail - Cassowary Coast	2011	0	3399
Innisfail - Cassowary Coast	2011	1	30064
Innisfail - Cassowary Coast	2016	0	4808
Innisfail - Cassowary Coast	2016	1	29923
Port Douglas - Daintree	2006	0	1799
Port Douglas - Daintree	2006	1	8353
Port Douglas - Daintree	2011	0	2122
Port Douglas - Daintree	2011	1	8664
Port Douglas - Daintree	2016	0	2664
Port Douglas - Daintree	2016	1	8945
Tablelands (East) - Kuranda	2006	0	4109
Tablelands (East) - Kuranda	2006	1	31259
Tablelands (East) - Kuranda	2011	0	4170
Tablelands (East) - Kuranda	2011	1	34066
Tablelands (East) - Kuranda	2016	0	5555
Tablelands (East) - Kuranda	2016	1	34846
Darling Downs (West) - Maranoa	2006	0	3220
Darling Downs (West) - Maranoa	2006	1	37212
Darling Downs (West) - Maranoa	2011	0	4777
Darling Downs (West) - Maranoa	2011	1	38632
Darling Downs (West) - Maranoa	2016	0	6630
Darling Downs (West) - Maranoa	2016	1	37432
Darling Downs - East	2006	0	2874
Darling Downs - East	2006	1	35378
Darling Downs - East	2011	0	4424
Darling Downs - East	2011	1	35937
Darling Downs - East	2016	0	4895
Darling Downs - East	2016	1	37228
Granite Belt	2006	0	2728
Granite Belt	2006	1	33455
Granite Belt	2011	0	2980
Granite Belt	2011	1	35520
Granite Belt	2016	0	3964
Granite Belt	2016	1	36137
Central Highlands (Qld)	2006	0	3253
Central Highlands (Qld)	2006	1	24076
Central Highlands (Qld)	2011	0	4488
Central Highlands (Qld)	2011	1	25173
Central Highlands (Qld)	2016	0	5247
Central Highlands (Qld)	2016	1	23713
Rockhampton	2006	0	11320
Rockhampton	2006	1	89852
Rockhampton	2011	0	13839
Rockhampton	2011	1	95498
Rockhampton	2016	0	14555
Rockhampton	2016	1	101445
Biloela	2006	0	1282
Biloela	2006	1	13369
Biloela	2011	0	1494
Biloela	2011	1	12960
Biloela	2016	0	1823
Biloela	2016	1	12496
Gladstone	2006	0	5671
Gladstone	2006	1	45088
Gladstone	2011	0	8260
Gladstone	2011	1	49632
Gladstone	2016	0	9534
Gladstone	2016	1	52106
Broadbeach - Burleigh	2006	0	11503
Broadbeach - Burleigh	2006	1	43566
Broadbeach - Burleigh	2011	0	11744
Broadbeach - Burleigh	2011	1	46175
Broadbeach - Burleigh	2016	0	12263
Broadbeach - Burleigh	2016	1	49372
Coolangatta	2006	0	7049
Coolangatta	2006	1	41534
Coolangatta	2011	0	7074
Coolangatta	2011	1	43026
Coolangatta	2016	0	7929
Coolangatta	2016	1	45260
Gold Coast - North	2006	0	11337
Gold Coast - North	2006	1	44189
Gold Coast - North	2011	0	12841
Gold Coast - North	2011	1	46765
Gold Coast - North	2016	0	14995
Gold Coast - North	2016	1	50907
Gold Coast Hinterland	2006	0	2223
Gold Coast Hinterland	2006	1	13977
Gold Coast Hinterland	2011	0	2244
Gold Coast Hinterland	2011	1	14891
Gold Coast Hinterland	2016	0	3060
Gold Coast Hinterland	2016	1	15452
Mudgeeraba - Tallebudgera	2006	0	4086
Mudgeeraba - Tallebudgera	2006	1	22813
Mudgeeraba - Tallebudgera	2011	0	4462
Mudgeeraba - Tallebudgera	2011	1	26612
Mudgeeraba - Tallebudgera	2016	0	5056
Mudgeeraba - Tallebudgera	2016	1	28326
Nerang	2006	0	9258
Nerang	2006	1	45674
Nerang	2011	0	12270
Nerang	2011	1	50405
Nerang	2016	0	13146
Nerang	2016	1	54139
Ormeau - Oxenford	2006	0	11325
Ormeau - Oxenford	2006	1	54012
Ormeau - Oxenford	2011	0	19371
Ormeau - Oxenford	2011	1	74685
Ormeau - Oxenford	2016	0	26744
Ormeau - Oxenford	2016	1	94139
Robina	2006	0	8924
Robina	2006	1	31842
Robina	2011	0	10261
Robina	2011	1	34929
Robina	2016	0	11448
Robina	2016	1	38029
Southport	2006	0	10602
Southport	2006	1	39083
Southport	2011	0	13734
Southport	2011	1	40812
Southport	2016	0	15863
Southport	2016	1	43033
Surfers Paradise	2006	0	10615
Surfers Paradise	2006	1	22580
Surfers Paradise	2011	0	10387
Surfers Paradise	2011	1	24942
Surfers Paradise	2016	0	13689
Surfers Paradise	2016	1	27147
Forest Lake - Oxley	2006	0	10937
Forest Lake - Oxley	2006	1	46799
Forest Lake - Oxley	2011	0	14842
Forest Lake - Oxley	2011	1	48729
Forest Lake - Oxley	2016	0	19259
Forest Lake - Oxley	2016	1	52971
Ipswich Hinterland	2006	0	5247
Ipswich Hinterland	2006	1	44414
Ipswich Hinterland	2011	0	5996
Ipswich Hinterland	2011	1	50952
Ipswich Hinterland	2016	0	7773
Ipswich Hinterland	2016	1	54953
Ipswich Inner	2006	0	8784
Ipswich Inner	2006	1	77209
Ipswich Inner	2011	0	10612
Ipswich Inner	2011	1	84301
Ipswich Inner	2016	0	13069
Ipswich Inner	2016	1	91138
Springfield - Redbank	2006	0	7987
Springfield - Redbank	2006	1	40328
Springfield - Redbank	2011	0	13534
Springfield - Redbank	2011	1	52825
Springfield - Redbank	2016	0	19420
Springfield - Redbank	2016	1	64490
Beaudesert	2006	0	1235
Beaudesert	2006	1	9639
Beaudesert	2011	0	1306
Beaudesert	2011	1	11073
Beaudesert	2016	0	1815
Beaudesert	2016	1	12100
Beenleigh	2006	0	5112
Beenleigh	2006	1	27581
Beenleigh	2011	0	7239
Beenleigh	2011	1	30518
Beenleigh	2016	0	8156
Beenleigh	2016	1	32772
Browns Plains	2006	0	10400
Browns Plains	2006	1	55420
Browns Plains	2011	0	13178
Browns Plains	2011	1	59535
Browns Plains	2016	0	17169
Browns Plains	2016	1	62643
Jimboomba	2006	0	4267
Jimboomba	2006	1	26947
Jimboomba	2011	0	4336
Jimboomba	2011	1	33007
Jimboomba	2016	0	6111
Jimboomba	2016	1	39476
Loganlea - Carbrook	2006	0	7542
Loganlea - Carbrook	2006	1	41624
Loganlea - Carbrook	2011	0	9391
Loganlea - Carbrook	2011	1	45490
Loganlea - Carbrook	2016	0	11772
Loganlea - Carbrook	2016	1	48007
Springwood - Kingston	2006	0	13786
Springwood - Kingston	2006	1	58197
Springwood - Kingston	2011	0	16372
Springwood - Kingston	2011	1	58983
Springwood - Kingston	2016	0	18959
Springwood - Kingston	2016	1	58321
Bowen Basin - North	2006	0	4996
Bowen Basin - North	2006	1	27201
Bowen Basin - North	2011	0	6021
Bowen Basin - North	2011	1	29460
Bowen Basin - North	2016	0	6585
Bowen Basin - North	2016	1	26909
Mackay	2006	0	12536
Mackay	2006	1	88480
Mackay	2011	0	14873
Mackay	2011	1	97924
Mackay	2016	0	15528
Mackay	2016	1	99441
Whitsunday	2006	0	3079
Whitsunday	2006	1	13875
Whitsunday	2011	0	3487
Whitsunday	2011	1	15046
Whitsunday	2016	0	4905
Whitsunday	2016	1	16319
Bribie - Beachmere	2006	0	3239
Bribie - Beachmere	2006	1	24115
Bribie - Beachmere	2011	0	3767
Bribie - Beachmere	2011	1	26768
Bribie - Beachmere	2016	0	4251
Bribie - Beachmere	2016	1	28792
Caboolture	2006	0	5452
Caboolture	2006	1	41146
Caboolture	2011	0	8942
Caboolture	2011	1	50275
Caboolture	2016	0	10811
Caboolture	2016	1	56649
Caboolture Hinterland	2006	0	1853
Caboolture Hinterland	2006	1	8222
Caboolture Hinterland	2011	0	1800
Caboolture Hinterland	2011	1	9490
Caboolture Hinterland	2016	0	2813
Caboolture Hinterland	2016	1	10419
Narangba - Burpengary	2006	0	6370
Narangba - Burpengary	2006	1	46033
Narangba - Burpengary	2011	0	7794
Narangba - Burpengary	2011	1	50631
Narangba - Burpengary	2016	0	8690
Narangba - Burpengary	2016	1	54194
Redcliffe	2006	0	6848
Redcliffe	2006	1	44576
Redcliffe	2011	0	8554
Redcliffe	2011	1	47730
Redcliffe	2016	0	9428
Redcliffe	2016	1	50041
The Hills District	2006	0	6497
The Hills District	2006	1	66062
The Hills District	2011	0	7541
The Hills District	2011	1	72972
The Hills District	2016	0	8504
The Hills District	2016	1	77690
North Lakes	2006	0	4406
North Lakes	2006	1	29876
North Lakes	2011	0	8867
North Lakes	2011	1	42701
North Lakes	2016	0	13806
North Lakes	2016	1	57754
Strathpine	2006	0	4062
Strathpine	2006	1	30236
Strathpine	2011	0	4374
Strathpine	2011	1	30979
Strathpine	2016	0	5125
Strathpine	2016	1	32090
Far North	2006	0	2452
Far North	2006	1	25492
Far North	2011	0	3476
Far North	2011	1	26404
Far North	2016	0	4427
Far North	2016	1	27963
Outback - North	2006	0	5174
Outback - North	2006	1	25764
Outback - North	2011	0	6553
Outback - North	2011	1	26578
Outback - North	2016	0	5432
Outback - North	2016	1	24219
Outback - South	2006	0	1733
Outback - South	2006	1	17898
Outback - South	2011	0	1840
Outback - South	2011	1	18072
Outback - South	2016	0	1930
Outback - South	2016	1	15729
Buderim	2006	0	5565
Buderim	2006	1	35342
Buderim	2011	0	5796
Buderim	2011	1	39945
Buderim	2016	0	8054
Buderim	2016	1	46429
Caloundra	2006	0	7463
Caloundra	2006	1	53940
Caloundra	2011	0	9160
Caloundra	2011	1	60878
Caloundra	2016	0	10757
Caloundra	2016	1	69755
Maroochy	2006	0	7297
Maroochy	2006	1	40365
Maroochy	2011	0	7754
Maroochy	2011	1	43332
Maroochy	2016	0	9595
Maroochy	2016	1	46713
Noosa	2006	0	5212
Noosa	2006	1	26928
Noosa	2011	0	5532
Noosa	2011	1	30365
Noosa	2016	0	6567
Noosa	2016	1	34585
Sunshine Coast Hinterland	2006	0	4771
Sunshine Coast Hinterland	2006	1	36438
Sunshine Coast Hinterland	2011	0	5258
Sunshine Coast Hinterland	2011	1	41038
Sunshine Coast Hinterland	2016	0	5866
Sunshine Coast Hinterland	2016	1	43716
Nambour	2006	0	3365
Nambour	2006	1	30572
Nambour	2011	0	4086
Nambour	2011	1	33521
Nambour	2016	0	5115
Nambour	2016	1	37509
Noosa Hinterland	2006	0	2276
Noosa Hinterland	2006	1	16727
Noosa Hinterland	2011	0	2416
Noosa Hinterland	2011	1	17838
Noosa Hinterland	2016	0	2639
Noosa Hinterland	2016	1	19213
Toowoomba	2006	0	12599
Toowoomba	2006	1	117312
Toowoomba	2011	0	14920
Toowoomba	2011	1	125300
Toowoomba	2016	0	19514
Toowoomba	2016	1	129998
Charters Towers - Ayr - Ingham	2006	0	2731
Charters Towers - Ayr - Ingham	2006	1	39308
Charters Towers - Ayr - Ingham	2011	0	3438
Charters Towers - Ayr - Ingham	2011	1	39933
Charters Towers - Ayr - Ingham	2016	0	4309
Charters Towers - Ayr - Ingham	2016	1	37917
Townsville	2006	0	17742
Townsville	2006	1	136886
Townsville	2011	0	23270
Townsville	2011	1	151259
Townsville	2016	0	26107
Townsville	2016	1	160701
Bundaberg	2006	0	7896
Bundaberg	2006	1	70498
Bundaberg	2011	0	8574
Bundaberg	2011	1	76166
Bundaberg	2016	0	10420
Bundaberg	2016	1	77345
Burnett	2006	0	3940
Burnett	2006	1	40985
Burnett	2011	0	4202
Burnett	2011	1	43269
Burnett	2016	0	5826
Burnett	2016	1	43241
Gympie - Cooloola	2006	0	3594
Gympie - Cooloola	2006	1	38275
Gympie - Cooloola	2011	0	4582
Gympie - Cooloola	2011	1	41105
Gympie - Cooloola	2016	0	5936
Gympie - Cooloola	2016	1	43550
Hervey Bay	2006	0	4833
Hervey Bay	2006	1	40661
Hervey Bay	2011	0	5648
Hervey Bay	2011	1	47191
Hervey Bay	2016	0	7293
Hervey Bay	2016	1	49385
Maryborough	2006	0	3610
Maryborough	2006	1	35236
Maryborough	2011	0	4235
Maryborough	2011	1	38287
Maryborough	2016	0	5492
Maryborough	2016	1	39401
Migratory - Offshore - Shipping (Qld)	2006	0	18
Migratory - Offshore - Shipping (Qld)	2006	1	81
Migratory - Offshore - Shipping (Qld)	2011	0	144
Migratory - Offshore - Shipping (Qld)	2011	1	329
Migratory - Offshore - Shipping (Qld)	2016	0	34
Migratory - Offshore - Shipping (Qld)	2016	1	116
No usual address (Qld)	2006	0	3234
No usual address (Qld)	2006	1	9572
No usual address (Qld)	2011	0	3761
No usual address (Qld)	2011	1	8782
No usual address (Qld)	2016	0	4460
No usual address (Qld)	2016	1	8050
Adelaide City	2006	0	5970
Adelaide City	2006	1	10688
Adelaide City	2011	0	7755
Adelaide City	2011	1	11883
Adelaide City	2016	0	9568
Adelaide City	2016	1	12495
Adelaide Hills	2006	0	5700
Adelaide Hills	2006	1	58241
Adelaide Hills	2011	0	5635
Adelaide Hills	2011	1	62420
Adelaide Hills	2016	0	6639
Adelaide Hills	2016	1	65253
Burnside	2006	0	5223
Burnside	2006	1	36732
Burnside	2011	0	6079
Burnside	2011	1	36113
Burnside	2016	0	7501
Burnside	2016	1	36410
Campbelltown (SA)	2006	0	6309
Campbelltown (SA)	2006	1	40206
Campbelltown (SA)	2011	0	7801
Campbelltown (SA)	2011	1	40701
Campbelltown (SA)	2016	0	8652
Campbelltown (SA)	2016	1	41873
Norwood - Payneham - St Peters	2006	0	5289
Norwood - Payneham - St Peters	2006	1	28440
Norwood - Payneham - St Peters	2011	0	6365
Norwood - Payneham - St Peters	2011	1	28522
Norwood - Payneham - St Peters	2016	0	6911
Norwood - Payneham - St Peters	2016	1	28451
Prospect - Walkerville	2006	0	3407
Prospect - Walkerville	2006	1	22848
Prospect - Walkerville	2011	0	4149
Prospect - Walkerville	2011	1	22802
Prospect - Walkerville	2016	0	4552
Prospect - Walkerville	2016	1	23527
Unley	2006	0	4290
Unley	2006	1	31709
Unley	2011	0	5264
Unley	2011	1	31574
Unley	2016	0	5937
Unley	2016	1	31784
Gawler - Two Wells	2006	0	2963
Gawler - Two Wells	2006	1	25319
Gawler - Two Wells	2011	0	3177
Gawler - Two Wells	2011	1	28462
Gawler - Two Wells	2016	0	3590
Gawler - Two Wells	2016	1	31042
Playford	2006	0	10141
Playford	2006	1	60477
Playford	2011	0	10862
Playford	2011	1	69009
Playford	2016	0	13161
Playford	2016	1	76993
Port Adelaide - East	2006	0	9245
Port Adelaide - East	2006	1	45970
Port Adelaide - East	2011	0	12353
Port Adelaide - East	2011	1	48582
Port Adelaide - East	2016	0	15849
Port Adelaide - East	2016	1	52207
Salisbury	2006	0	14710
Salisbury	2006	1	102165
Salisbury	2011	0	18747
Salisbury	2011	1	108916
Salisbury	2016	0	21930
Salisbury	2016	1	114705
Tea Tree Gully	2006	0	9420
Tea Tree Gully	2006	1	82657
Tea Tree Gully	2011	0	9457
Tea Tree Gully	2011	1	82082
Tea Tree Gully	2016	0	10538
Tea Tree Gully	2016	1	83066
Holdfast Bay	2006	0	3974
Holdfast Bay	2006	1	28057
Holdfast Bay	2011	0	4832
Holdfast Bay	2011	1	28234
Holdfast Bay	2016	0	4964
Holdfast Bay	2016	1	28739
Marion	2006	0	9189
Marion	2006	1	70780
Marion	2011	0	11624
Marion	2011	1	72703
Marion	2016	0	14233
Marion	2016	1	75834
Mitcham	2006	0	6305
Mitcham	2006	1	54594
Mitcham	2011	0	6977
Mitcham	2011	1	54679
Mitcham	2016	0	8002
Mitcham	2016	1	55527
Onkaparinga	2006	0	16619
Onkaparinga	2006	1	134070
Onkaparinga	2011	0	18392
Onkaparinga	2011	1	142425
Onkaparinga	2016	0	19949
Onkaparinga	2016	1	148092
Charles Sturt	2006	0	11706
Charles Sturt	2006	1	86263
Charles Sturt	2011	0	13805
Charles Sturt	2011	1	88424
Charles Sturt	2016	0	15701
Charles Sturt	2016	1	92990
Port Adelaide - West	2006	0	6685
Port Adelaide - West	2006	1	45865
Port Adelaide - West	2011	0	8835
Port Adelaide - West	2011	1	47763
Port Adelaide - West	2016	0	8734
Port Adelaide - West	2016	1	49231
West Torrens	2006	0	7472
West Torrens	2006	1	47243
West Torrens	2011	0	9929
West Torrens	2011	1	47895
West Torrens	2016	0	11874
West Torrens	2016	1	49212
Barossa	2006	0	2502
Barossa	2006	1	28942
Barossa	2011	0	2521
Barossa	2011	1	30679
Barossa	2016	0	3124
Barossa	2016	1	32372
Lower North	2006	0	1685
Lower North	2006	1	19560
Lower North	2011	0	1651
Lower North	2011	1	20403
Lower North	2016	0	2204
Lower North	2016	1	20341
Mid North	2006	0	2039
Mid North	2006	1	25431
Mid North	2011	0	1990
Mid North	2011	1	25273
Mid North	2016	0	2501
Mid North	2016	1	24767
Yorke Peninsula	2006	0	1668
Yorke Peninsula	2006	1	20971
Yorke Peninsula	2011	0	1577
Yorke Peninsula	2011	1	22420
Yorke Peninsula	2016	0	2283
Yorke Peninsula	2016	1	22919
Eyre Peninsula and South West	2006	0	5535
Eyre Peninsula and South West	2006	1	49342
Eyre Peninsula and South West	2011	0	5502
Eyre Peninsula and South West	2011	1	50893
Eyre Peninsula and South West	2016	0	6650
Eyre Peninsula and South West	2016	1	49963
Outback - North and East	2006	0	3351
Outback - North and East	2006	1	23614
Outback - North and East	2011	0	4056
Outback - North and East	2011	1	24140
Outback - North and East	2016	0	3961
Outback - North and East	2016	1	22242
Fleurieu - Kangaroo Island	2006	0	4673
Fleurieu - Kangaroo Island	2006	1	36470
Fleurieu - Kangaroo Island	2011	0	4467
Fleurieu - Kangaroo Island	2011	1	41881
Fleurieu - Kangaroo Island	2016	0	5432
Fleurieu - Kangaroo Island	2016	1	44965
Limestone Coast	2006	0	5262
Limestone Coast	2006	1	56956
Limestone Coast	2011	0	5231
Limestone Coast	2011	1	57848
Limestone Coast	2016	0	7130
Limestone Coast	2016	1	57658
Murray and Mallee	2006	0	6026
Murray and Mallee	2006	1	60736
Murray and Mallee	2011	0	7327
Murray and Mallee	2011	1	60399
Murray and Mallee	2016	0	8639
Murray and Mallee	2016	1	60915
Migratory - Offshore - Shipping (SA)	2006	0	3
Migratory - Offshore - Shipping (SA)	2006	1	3
Migratory - Offshore - Shipping (SA)	2011	0	5
Migratory - Offshore - Shipping (SA)	2011	1	0
Migratory - Offshore - Shipping (SA)	2016	0	-3
Migratory - Offshore - Shipping (SA)	2016	1	6
No usual address (SA)	2006	0	605
No usual address (SA)	2006	1	2013
No usual address (SA)	2011	0	873
No usual address (SA)	2011	1	2196
No usual address (SA)	2016	0	922
