SA3_NAME16	Year	Age	persons
Bald Hills - Everton Park	2016	65-74	3607
Bald Hills - Everton Park	2016	75-84	2072
Bald Hills - Everton Park	2016	85+	1007
Chermside	2006	0-4	4007
Chermside	2006	5-14	6903
Chermside	2006	15-19	3586
Chermside	2006	20-24	4165
Chermside	2006	25-34	9377
Chermside	2006	35-44	9072
Chermside	2006	45-54	7669
Chermside	2006	55-64	5851
Chermside	2006	65-74	4635
Chermside	2006	75-84	4160
Chermside	2006	85+	1604
Chermside	2011	0-4	4562
Chermside	2011	5-14	7318
Chermside	2011	15-19	3759
Chermside	2011	20-24	4755
Chermside	2011	25-34	10482
Chermside	2011	35-44	10142
Chermside	2011	45-54	8156
Chermside	2011	55-64	6425
Chermside	2011	65-74	4493
Chermside	2011	75-84	3886
Chermside	2011	85+	1919
Chermside	2016	0-4	4325
Chermside	2016	5-14	7943
Chermside	2016	15-19	3609
Chermside	2016	20-24	4921
Chermside	2016	25-34	11481
Chermside	2016	35-44	10199
Chermside	2016	45-54	8871
Chermside	2016	55-64	6944
Chermside	2016	65-74	4984
Chermside	2016	75-84	3704
Chermside	2016	85+	2093
Nundah	2006	0-4	1854
Nundah	2006	5-14	3363
Nundah	2006	15-19	2007
Nundah	2006	20-24	2277
Nundah	2006	25-34	4797
Nundah	2006	35-44	4487
Nundah	2006	45-54	4150
Nundah	2006	55-64	3189
Nundah	2006	65-74	1918
Nundah	2006	75-84	1553
Nundah	2006	85+	597
Nundah	2011	0-4	2120
Nundah	2011	5-14	3489
Nundah	2011	15-19	2179
Nundah	2011	20-24	2693
Nundah	2011	25-34	6339
Nundah	2011	35-44	5428
Nundah	2011	45-54	4415
Nundah	2011	55-64	3651
Nundah	2011	65-74	2174
Nundah	2011	75-84	1356
Nundah	2011	85+	725
Nundah	2016	0-4	2396
Nundah	2016	5-14	3862
Nundah	2016	15-19	1964
Nundah	2016	20-24	2961
Nundah	2016	25-34	7646
Nundah	2016	35-44	6016
Nundah	2016	45-54	4823
Nundah	2016	55-64	4092
Nundah	2016	65-74	2674
Nundah	2016	75-84	1461
Nundah	2016	85+	773
Sandgate	2006	0-4	3131
Sandgate	2006	5-14	6349
Sandgate	2006	15-19	3144
Sandgate	2006	20-24	2951
Sandgate	2006	25-34	6571
Sandgate	2006	35-44	7168
Sandgate	2006	45-54	6678
Sandgate	2006	55-64	5331
Sandgate	2006	65-74	3345
Sandgate	2006	75-84	2828
Sandgate	2006	85+	1172
Sandgate	2011	0-4	3549
Sandgate	2011	5-14	6387
Sandgate	2011	15-19	3376
Sandgate	2011	20-24	3231
Sandgate	2011	25-34	7325
Sandgate	2011	35-44	7905
Sandgate	2011	45-54	7223
Sandgate	2011	55-64	5964
Sandgate	2011	65-74	3903
Sandgate	2011	75-84	2755
Sandgate	2011	85+	1212
Sandgate	2016	0-4	3884
Sandgate	2016	5-14	7058
Sandgate	2016	15-19	3285
Sandgate	2016	20-24	3535
Sandgate	2016	25-34	8335
Sandgate	2016	35-44	8543
Sandgate	2016	45-54	7914
Sandgate	2016	55-64	6494
Sandgate	2016	65-74	4806
Sandgate	2016	75-84	2803
Sandgate	2016	85+	1333
Carindale	2006	0-4	2956
Carindale	2006	5-14	5679
Carindale	2006	15-19	2983
Carindale	2006	20-24	3133
Carindale	2006	25-34	6178
Carindale	2006	35-44	6848
Carindale	2006	45-54	6250
Carindale	2006	55-64	4271
Carindale	2006	65-74	2606
Carindale	2006	75-84	2379
Carindale	2006	85+	721
Carindale	2011	0-4	3127
Carindale	2011	5-14	5814
Carindale	2011	15-19	3098
Carindale	2011	20-24	3419
Carindale	2011	25-34	6780
Carindale	2011	35-44	7306
Carindale	2011	45-54	6400
Carindale	2011	55-64	4972
Carindale	2011	65-74	2911
Carindale	2011	75-84	2213
Carindale	2011	85+	977
Carindale	2016	0-4	3189
Carindale	2016	5-14	6095
Carindale	2016	15-19	3128
Carindale	2016	20-24	3662
Carindale	2016	25-34	7466
Carindale	2016	35-44	7429
Carindale	2016	45-54	6843
Carindale	2016	55-64	5547
Carindale	2016	65-74	3530
Carindale	2016	75-84	2106
Carindale	2016	85+	1175
Holland Park - Yeronga	2006	0-4	3748
Holland Park - Yeronga	2006	5-14	5861
Holland Park - Yeronga	2006	15-19	3331
Holland Park - Yeronga	2006	20-24	5965
Holland Park - Yeronga	2006	25-34	12014
Holland Park - Yeronga	2006	35-44	9790
Holland Park - Yeronga	2006	45-54	7265
Holland Park - Yeronga	2006	55-64	5070
Holland Park - Yeronga	2006	65-74	3111
Holland Park - Yeronga	2006	75-84	2802
Holland Park - Yeronga	2006	85+	1153
Holland Park - Yeronga	2011	0-4	3963
Holland Park - Yeronga	2011	5-14	6283
Holland Park - Yeronga	2011	15-19	3327
Holland Park - Yeronga	2011	20-24	6780
Holland Park - Yeronga	2011	25-34	13962
Holland Park - Yeronga	2011	35-44	10432
Holland Park - Yeronga	2011	45-54	7860
Holland Park - Yeronga	2011	55-64	5847
Holland Park - Yeronga	2011	65-74	3233
Holland Park - Yeronga	2011	75-84	2374
Holland Park - Yeronga	2011	85+	1132
Holland Park - Yeronga	2016	0-4	3849
Holland Park - Yeronga	2016	5-14	6782
Holland Park - Yeronga	2016	15-19	3755
Holland Park - Yeronga	2016	20-24	7527
Holland Park - Yeronga	2016	25-34	15467
Holland Park - Yeronga	2016	35-44	10661
Holland Park - Yeronga	2016	45-54	8692
Holland Park - Yeronga	2016	55-64	6514
Holland Park - Yeronga	2016	65-74	3987
Holland Park - Yeronga	2016	75-84	2405
Holland Park - Yeronga	2016	85+	1336
Mt Gravatt	2006	0-4	3661
Mt Gravatt	2006	5-14	7390
Mt Gravatt	2006	15-19	4584
Mt Gravatt	2006	20-24	5599
Mt Gravatt	2006	25-34	8794
Mt Gravatt	2006	35-44	8438
Mt Gravatt	2006	45-54	7841
Mt Gravatt	2006	55-64	6712
Mt Gravatt	2006	65-74	4367
Mt Gravatt	2006	75-84	2840
Mt Gravatt	2006	85+	1028
Mt Gravatt	2011	0-4	3944
Mt Gravatt	2011	5-14	7526
Mt Gravatt	2011	15-19	4557
Mt Gravatt	2011	20-24	6098
Mt Gravatt	2011	25-34	10350
Mt Gravatt	2011	35-44	9075
Mt Gravatt	2011	45-54	8257
Mt Gravatt	2011	55-64	6823
Mt Gravatt	2011	65-74	4743
Mt Gravatt	2011	75-84	3019
Mt Gravatt	2011	85+	1274
Mt Gravatt	2016	0-4	4163
Mt Gravatt	2016	5-14	8472
Mt Gravatt	2016	15-19	4743
Mt Gravatt	2016	20-24	6506
Mt Gravatt	2016	25-34	11786
Mt Gravatt	2016	35-44	9885
Mt Gravatt	2016	45-54	8803
Mt Gravatt	2016	55-64	6826
Mt Gravatt	2016	65-74	5411
Mt Gravatt	2016	75-84	3202
Mt Gravatt	2016	85+	1407
Nathan	2006	0-4	2292
Nathan	2006	5-14	3920
Nathan	2006	15-19	2305
Nathan	2006	20-24	3163
Nathan	2006	25-34	5331
Nathan	2006	35-44	5158
Nathan	2006	45-54	4008
Nathan	2006	55-64	3179
Nathan	2006	65-74	2369
Nathan	2006	75-84	2026
Nathan	2006	85+	642
Nathan	2011	0-4	2495
Nathan	2011	5-14	3963
Nathan	2011	15-19	2385
Nathan	2011	20-24	3319
Nathan	2011	25-34	6121
Nathan	2011	35-44	5630
Nathan	2011	45-54	4430
Nathan	2011	55-64	3313
Nathan	2011	65-74	2345
Nathan	2011	75-84	1726
Nathan	2011	85+	782
Nathan	2016	0-4	2574
Nathan	2016	5-14	4440
Nathan	2016	15-19	2331
Nathan	2016	20-24	3500
Nathan	2016	25-34	6785
Nathan	2016	35-44	5840
Nathan	2016	45-54	4940
Nathan	2016	55-64	3578
Nathan	2016	65-74	2465
Nathan	2016	75-84	1636
Nathan	2016	85+	783
Rocklea - Acacia Ridge	2006	0-4	3265
Rocklea - Acacia Ridge	2006	5-14	6934
Rocklea - Acacia Ridge	2006	15-19	3275
Rocklea - Acacia Ridge	2006	20-24	3263
Rocklea - Acacia Ridge	2006	25-34	6885
Rocklea - Acacia Ridge	2006	35-44	7075
Rocklea - Acacia Ridge	2006	45-54	6232
Rocklea - Acacia Ridge	2006	55-64	4267
Rocklea - Acacia Ridge	2006	65-74	2025
Rocklea - Acacia Ridge	2006	75-84	1111
Rocklea - Acacia Ridge	2006	85+	374
Rocklea - Acacia Ridge	2011	0-4	3936
Rocklea - Acacia Ridge	2011	5-14	7469
Rocklea - Acacia Ridge	2011	15-19	3987
Rocklea - Acacia Ridge	2011	20-24	4047
Rocklea - Acacia Ridge	2011	25-34	8944
Rocklea - Acacia Ridge	2011	35-44	8065
Rocklea - Acacia Ridge	2011	45-54	7171
Rocklea - Acacia Ridge	2011	55-64	5392
Rocklea - Acacia Ridge	2011	65-74	2696
Rocklea - Acacia Ridge	2011	75-84	1314
Rocklea - Acacia Ridge	2011	85+	613
Rocklea - Acacia Ridge	2016	0-4	4664
Rocklea - Acacia Ridge	2016	5-14	7946
Rocklea - Acacia Ridge	2016	15-19	3929
Rocklea - Acacia Ridge	2016	20-24	4266
Rocklea - Acacia Ridge	2016	25-34	10375
Rocklea - Acacia Ridge	2016	35-44	8868
Rocklea - Acacia Ridge	2016	45-54	7494
Rocklea - Acacia Ridge	2016	55-64	6018
Rocklea - Acacia Ridge	2016	65-74	3625
Rocklea - Acacia Ridge	2016	75-84	1617
Rocklea - Acacia Ridge	2016	85+	731
Sunnybank	2006	0-4	2663
Sunnybank	2006	5-14	5622
Sunnybank	2006	15-19	3332
Sunnybank	2006	20-24	4288
Sunnybank	2006	25-34	6453
Sunnybank	2006	35-44	5790
Sunnybank	2006	45-54	6094
Sunnybank	2006	55-64	4705
Sunnybank	2006	65-74	2242
Sunnybank	2006	75-84	1407
Sunnybank	2006	85+	574
Sunnybank	2011	0-4	2845
Sunnybank	2011	5-14	5374
Sunnybank	2011	15-19	3239
Sunnybank	2011	20-24	4927
Sunnybank	2011	25-34	7806
Sunnybank	2011	35-44	6128
Sunnybank	2011	45-54	5747
Sunnybank	2011	55-64	5069
Sunnybank	2011	65-74	2847
Sunnybank	2011	75-84	1452
Sunnybank	2011	85+	645
Sunnybank	2016	0-4	3238
Sunnybank	2016	5-14	5631
Sunnybank	2016	15-19	3036
Sunnybank	2016	20-24	4738
Sunnybank	2016	25-34	9503
Sunnybank	2016	35-44	6821
Sunnybank	2016	45-54	5454
Sunnybank	2016	55-64	5090
Sunnybank	2016	65-74	3682
Sunnybank	2016	75-84	1718
Sunnybank	2016	85+	887
Centenary	2006	0-4	2120
Centenary	2006	5-14	4527
Centenary	2006	15-19	2416
Centenary	2006	20-24	2110
Centenary	2006	25-34	4022
Centenary	2006	35-44	4954
Centenary	2006	45-54	4924
Centenary	2006	55-64	3695
Centenary	2006	65-74	1534
Centenary	2006	75-84	979
Centenary	2006	85+	528
Centenary	2011	0-4	2164
Centenary	2011	5-14	4295
Centenary	2011	15-19	2269
Centenary	2011	20-24	1940
Centenary	2011	25-34	3856
Centenary	2011	35-44	4904
Centenary	2011	45-54	4835
Centenary	2011	55-64	4119
Centenary	2011	65-74	2079
Centenary	2011	75-84	1027
Centenary	2011	85+	571
Centenary	2016	0-4	2052
Centenary	2016	5-14	4473
Centenary	2016	15-19	2175
Centenary	2016	20-24	1819
Centenary	2016	25-34	3688
Centenary	2016	35-44	4745
Centenary	2016	45-54	4678
Centenary	2016	55-64	4136
Centenary	2016	65-74	2977
Centenary	2016	75-84	1204
Centenary	2016	85+	586
Kenmore - Brookfield - Moggill	2006	0-4	2416
Kenmore - Brookfield - Moggill	2006	5-14	6466
Kenmore - Brookfield - Moggill	2006	15-19	3257
Kenmore - Brookfield - Moggill	2006	20-24	2426
Kenmore - Brookfield - Moggill	2006	25-34	3568
Kenmore - Brookfield - Moggill	2006	35-44	6227
Kenmore - Brookfield - Moggill	2006	45-54	6317
Kenmore - Brookfield - Moggill	2006	55-64	5072
Kenmore - Brookfield - Moggill	2006	65-74	2546
Kenmore - Brookfield - Moggill	2006	75-84	1491
Kenmore - Brookfield - Moggill	2006	85+	623
Kenmore - Brookfield - Moggill	2011	0-4	2555
Kenmore - Brookfield - Moggill	2011	5-14	6742
Kenmore - Brookfield - Moggill	2011	15-19	3569
Kenmore - Brookfield - Moggill	2011	20-24	2599
Kenmore - Brookfield - Moggill	2011	25-34	3575
Kenmore - Brookfield - Moggill	2011	35-44	6435
Kenmore - Brookfield - Moggill	2011	45-54	6799
Kenmore - Brookfield - Moggill	2011	55-64	5399
Kenmore - Brookfield - Moggill	2011	65-74	3431
Kenmore - Brookfield - Moggill	2011	75-84	1700
Kenmore - Brookfield - Moggill	2011	85+	804
Kenmore - Brookfield - Moggill	2016	0-4	2451
Kenmore - Brookfield - Moggill	2016	5-14	7072
Kenmore - Brookfield - Moggill	2016	15-19	3560
Kenmore - Brookfield - Moggill	2016	20-24	2729
Kenmore - Brookfield - Moggill	2016	25-34	3555
Kenmore - Brookfield - Moggill	2016	35-44	6201
Kenmore - Brookfield - Moggill	2016	45-54	7173
Kenmore - Brookfield - Moggill	2016	55-64	5347
Kenmore - Brookfield - Moggill	2016	65-74	4218
Kenmore - Brookfield - Moggill	2016	75-84	2121
Kenmore - Brookfield - Moggill	2016	85+	943
Sherwood - Indooroopilly	2006	0-4	1945
Sherwood - Indooroopilly	2006	5-14	3943
Sherwood - Indooroopilly	2006	15-19	4553
Sherwood - Indooroopilly	2006	20-24	7912
Sherwood - Indooroopilly	2006	25-34	7368
Sherwood - Indooroopilly	2006	35-44	5048
Sherwood - Indooroopilly	2006	45-54	4973
Sherwood - Indooroopilly	2006	55-64	4065
Sherwood - Indooroopilly	2006	65-74	2093
Sherwood - Indooroopilly	2006	75-84	1933
Sherwood - Indooroopilly	2006	85+	890
Sherwood - Indooroopilly	2011	0-4	2264
Sherwood - Indooroopilly	2011	5-14	4454
Sherwood - Indooroopilly	2011	15-19	4343
Sherwood - Indooroopilly	2011	20-24	7911
Sherwood - Indooroopilly	2011	25-34	8228
Sherwood - Indooroopilly	2011	35-44	5662
Sherwood - Indooroopilly	2011	45-54	4986
Sherwood - Indooroopilly	2011	55-64	4381
Sherwood - Indooroopilly	2011	65-74	2522
Sherwood - Indooroopilly	2011	75-84	1654
Sherwood - Indooroopilly	2011	85+	883
Sherwood - Indooroopilly	2016	0-4	2354
Sherwood - Indooroopilly	2016	5-14	5164
Sherwood - Indooroopilly	2016	15-19	4758
Sherwood - Indooroopilly	2016	20-24	8464
Sherwood - Indooroopilly	2016	25-34	8462
Sherwood - Indooroopilly	2016	35-44	6308
Sherwood - Indooroopilly	2016	45-54	5326
Sherwood - Indooroopilly	2016	55-64	4376
Sherwood - Indooroopilly	2016	65-74	3342
Sherwood - Indooroopilly	2016	75-84	1612
Sherwood - Indooroopilly	2016	85+	909
The Gap - Enoggera	2006	0-4	3063
The Gap - Enoggera	2006	5-14	5954
The Gap - Enoggera	2006	15-19	3227
The Gap - Enoggera	2006	20-24	3137
The Gap - Enoggera	2006	25-34	6243
The Gap - Enoggera	2006	35-44	6778
The Gap - Enoggera	2006	45-54	5991
The Gap - Enoggera	2006	55-64	4753
The Gap - Enoggera	2006	65-74	2509
The Gap - Enoggera	2006	75-84	1948
The Gap - Enoggera	2006	85+	692
The Gap - Enoggera	2011	0-4	3386
The Gap - Enoggera	2011	5-14	6230
The Gap - Enoggera	2011	15-19	3269
The Gap - Enoggera	2011	20-24	3583
The Gap - Enoggera	2011	25-34	6299
The Gap - Enoggera	2011	35-44	7409
The Gap - Enoggera	2011	45-54	6144
The Gap - Enoggera	2011	55-64	5027
The Gap - Enoggera	2011	65-74	3066
The Gap - Enoggera	2011	75-84	1921
The Gap - Enoggera	2011	85+	1039
The Gap - Enoggera	2016	0-4	3402
The Gap - Enoggera	2016	5-14	6990
The Gap - Enoggera	2016	15-19	3264
The Gap - Enoggera	2016	20-24	3408
The Gap - Enoggera	2016	25-34	6378
The Gap - Enoggera	2016	35-44	7660
The Gap - Enoggera	2016	45-54	6729
The Gap - Enoggera	2016	55-64	5059
The Gap - Enoggera	2016	65-74	3935
The Gap - Enoggera	2016	75-84	2033
The Gap - Enoggera	2016	85+	1163
Brisbane Inner	2006	0-4	1459
Brisbane Inner	2006	5-14	2296
Brisbane Inner	2006	15-19	2612
Brisbane Inner	2006	20-24	8143
Brisbane Inner	2006	25-34	13343
Brisbane Inner	2006	35-44	7438
Brisbane Inner	2006	45-54	6283
Brisbane Inner	2006	55-64	4961
Brisbane Inner	2006	65-74	2370
Brisbane Inner	2006	75-84	1773
Brisbane Inner	2006	85+	855
Brisbane Inner	2011	0-4	1684
Brisbane Inner	2011	5-14	2621
Brisbane Inner	2011	15-19	2724
Brisbane Inner	2011	20-24	7667
Brisbane Inner	2011	25-34	17276
Brisbane Inner	2011	35-44	8402
Brisbane Inner	2011	45-54	6454
Brisbane Inner	2011	55-64	5532
Brisbane Inner	2011	65-74	2857
Brisbane Inner	2011	75-84	1505
Brisbane Inner	2011	85+	871
Brisbane Inner	2016	0-4	1947
Brisbane Inner	2016	5-14	3483
Brisbane Inner	2016	15-19	3221
Brisbane Inner	2016	20-24	8760
Brisbane Inner	2016	25-34	19966
Brisbane Inner	2016	35-44	9959
Brisbane Inner	2016	45-54	7561
Brisbane Inner	2016	55-64	6172
Brisbane Inner	2016	65-74	3838
Brisbane Inner	2016	75-84	1720
Brisbane Inner	2016	85+	956
Brisbane Inner - East	2006	0-4	2205
Brisbane Inner - East	2006	5-14	3484
Brisbane Inner - East	2006	15-19	1851
Brisbane Inner - East	2006	20-24	3104
Brisbane Inner - East	2006	25-34	7148
Brisbane Inner - East	2006	35-44	5857
Brisbane Inner - East	2006	45-54	4288
Brisbane Inner - East	2006	55-64	2715
Brisbane Inner - East	2006	65-74	1429
Brisbane Inner - East	2006	75-84	1198
Brisbane Inner - East	2006	85+	423
Brisbane Inner - East	2011	0-4	2576
Brisbane Inner - East	2011	5-14	3985
Brisbane Inner - East	2011	15-19	1939
Brisbane Inner - East	2011	20-24	3212
Brisbane Inner - East	2011	25-34	8102
Brisbane Inner - East	2011	35-44	6732
Brisbane Inner - East	2011	45-54	4830
Brisbane Inner - East	2011	55-64	3253
Brisbane Inner - East	2011	65-74	1518
Brisbane Inner - East	2011	75-84	982
Brisbane Inner - East	2011	85+	433
Brisbane Inner - East	2016	0-4	2645
Brisbane Inner - East	2016	5-14	4670
Brisbane Inner - East	2016	15-19	2109
Brisbane Inner - East	2016	20-24	3232
Brisbane Inner - East	2016	25-34	8367
Brisbane Inner - East	2016	35-44	6822
Brisbane Inner - East	2016	45-54	5620
Brisbane Inner - East	2016	55-64	3702
Brisbane Inner - East	2016	65-74	2048
Brisbane Inner - East	2016	75-84	953
Brisbane Inner - East	2016	85+	438
Brisbane Inner - North	2006	0-4	3976
Brisbane Inner - North	2006	5-14	6602
Brisbane Inner - North	2006	15-19	3986
Brisbane Inner - North	2006	20-24	6975
Brisbane Inner - North	2006	25-34	13741
Brisbane Inner - North	2006	35-44	11424
Brisbane Inner - North	2006	45-54	8654
Brisbane Inner - North	2006	55-64	6412
Brisbane Inner - North	2006	65-74	3413
Brisbane Inner - North	2006	75-84	2827
Brisbane Inner - North	2006	85+	1169
Brisbane Inner - North	2011	0-4	4134
Brisbane Inner - North	2011	5-14	7494
Brisbane Inner - North	2011	15-19	4225
Brisbane Inner - North	2011	20-24	7528
Brisbane Inner - North	2011	25-34	15446
Brisbane Inner - North	2011	35-44	12240
Brisbane Inner - North	2011	45-54	9724
Brisbane Inner - North	2011	55-64	7094
Brisbane Inner - North	2011	65-74	3816
Brisbane Inner - North	2011	75-84	2378
Brisbane Inner - North	2011	85+	1193
Brisbane Inner - North	2016	0-4	4346
Brisbane Inner - North	2016	5-14	8201
Brisbane Inner - North	2016	15-19	4783
Brisbane Inner - North	2016	20-24	9140
Brisbane Inner - North	2016	25-34	18943
Brisbane Inner - North	2016	35-44	12896
Brisbane Inner - North	2016	45-54	11278
Brisbane Inner - North	2016	55-64	7960
Brisbane Inner - North	2016	65-74	4968
Brisbane Inner - North	2016	75-84	2366
Brisbane Inner - North	2016	85+	1279
Brisbane Inner - West	2006	0-4	2996
Brisbane Inner - West	2006	5-14	4835
Brisbane Inner - West	2006	15-19	3544
Brisbane Inner - West	2006	20-24	6838
Brisbane Inner - West	2006	25-34	10181
Brisbane Inner - West	2006	35-44	7553
Brisbane Inner - West	2006	45-54	5922
Brisbane Inner - West	2006	55-64	4289
Brisbane Inner - West	2006	65-74	2123
Brisbane Inner - West	2006	75-84	1652
Brisbane Inner - West	2006	85+	661
Brisbane Inner - West	2011	0-4	3226
Brisbane Inner - West	2011	5-14	5573
Brisbane Inner - West	2011	15-19	3406
Brisbane Inner - West	2011	20-24	6415
Brisbane Inner - West	2011	25-34	10934
Brisbane Inner - West	2011	35-44	8262
Brisbane Inner - West	2011	45-54	6420
Brisbane Inner - West	2011	55-64	4814
Brisbane Inner - West	2011	65-74	2447
Brisbane Inner - West	2011	75-84	1404
Brisbane Inner - West	2011	85+	640
Brisbane Inner - West	2016	0-4	3012
Brisbane Inner - West	2016	5-14	6418
Brisbane Inner - West	2016	15-19	3570
Brisbane Inner - West	2016	20-24	6454
Brisbane Inner - West	2016	25-34	10493
Brisbane Inner - West	2016	35-44	8125
Brisbane Inner - West	2016	45-54	7338
Brisbane Inner - West	2016	55-64	5159
Brisbane Inner - West	2016	65-74	3234
Brisbane Inner - West	2016	75-84	1434
Brisbane Inner - West	2016	85+	626
Cairns - North	2006	0-4	2745
Cairns - North	2006	5-14	6237
Cairns - North	2006	15-19	2533
Cairns - North	2006	20-24	2071
Cairns - North	2006	25-34	5245
Cairns - North	2006	35-44	7203
Cairns - North	2006	45-54	6492
Cairns - North	2006	55-64	4092
Cairns - North	2006	65-74	1745
Cairns - North	2006	75-84	843
Cairns - North	2006	85+	278
Cairns - North	2011	0-4	3387
Cairns - North	2011	5-14	6957
Cairns - North	2011	15-19	3295
Cairns - North	2011	20-24	2262
Cairns - North	2011	25-34	5704
Cairns - North	2011	35-44	8023
Cairns - North	2011	45-54	7828
Cairns - North	2011	55-64	5629
Cairns - North	2011	65-74	2745
Cairns - North	2011	75-84	1034
Cairns - North	2011	85+	358
Cairns - North	2016	0-4	3276
Cairns - North	2016	5-14	7594
Cairns - North	2016	15-19	3318
Cairns - North	2016	20-24	2661
Cairns - North	2016	25-34	6385
Cairns - North	2016	35-44	7991
Cairns - North	2016	45-54	8460
Cairns - North	2016	55-64	6825
Cairns - North	2016	65-74	4284
Cairns - North	2016	75-84	1470
Cairns - North	2016	85+	398
Cairns - South	2006	0-4	6259
Cairns - South	2006	5-14	12109
Cairns - South	2006	15-19	5608
Cairns - South	2006	20-24	5988
Cairns - South	2006	25-34	13504
Cairns - South	2006	35-44	13166
Cairns - South	2006	45-54	11453
Cairns - South	2006	55-64	8406
Cairns - South	2006	65-74	4273
Cairns - South	2006	75-84	2709
Cairns - South	2006	85+	928
Cairns - South	2011	0-4	7395
Cairns - South	2011	5-14	13486
Cairns - South	2011	15-19	6271
Cairns - South	2011	20-24	6116
Cairns - South	2011	25-34	14152
Cairns - South	2011	35-44	14544
Cairns - South	2011	45-54	12870
Cairns - South	2011	55-64	10213
Cairns - South	2011	65-74	5666
Cairns - South	2011	75-84	2862
Cairns - South	2011	85+	1158
Cairns - South	2016	0-4	6782
Cairns - South	2016	5-14	13853
Cairns - South	2016	15-19	6305
Cairns - South	2016	20-24	6340
Cairns - South	2016	25-34	14687
Cairns - South	2016	35-44	14310
Cairns - South	2016	45-54	13888
Cairns - South	2016	55-64	11599
Cairns - South	2016	65-74	7894
Cairns - South	2016	75-84	3618
Cairns - South	2016	85+	1507
Innisfail - Cassowary Coast	2006	0-4	2230
Innisfail - Cassowary Coast	2006	5-14	5320
Innisfail - Cassowary Coast	2006	15-19	2246
Innisfail - Cassowary Coast	2006	20-24	1618
Innisfail - Cassowary Coast	2006	25-34	3547
Innisfail - Cassowary Coast	2006	35-44	4883
Innisfail - Cassowary Coast	2006	45-54	5208
Innisfail - Cassowary Coast	2006	55-64	3956
Innisfail - Cassowary Coast	2006	65-74	2712
Innisfail - Cassowary Coast	2006	75-84	1549
Innisfail - Cassowary Coast	2006	85+	431
Innisfail - Cassowary Coast	2011	0-4	2208
Innisfail - Cassowary Coast	2011	5-14	4650
Innisfail - Cassowary Coast	2011	15-19	2237
Innisfail - Cassowary Coast	2011	20-24	1722
Innisfail - Cassowary Coast	2011	25-34	3383
Innisfail - Cassowary Coast	2011	35-44	4167
Innisfail - Cassowary Coast	2011	45-54	5262
Innisfail - Cassowary Coast	2011	55-64	4570
Innisfail - Cassowary Coast	2011	65-74	3022
Innisfail - Cassowary Coast	2011	75-84	1701
Innisfail - Cassowary Coast	2011	85+	539
Innisfail - Cassowary Coast	2016	0-4	2052
Innisfail - Cassowary Coast	2016	5-14	4676
Innisfail - Cassowary Coast	2016	15-19	2006
Innisfail - Cassowary Coast	2016	20-24	1803
Innisfail - Cassowary Coast	2016	25-34	3794
Innisfail - Cassowary Coast	2016	35-44	3809
Innisfail - Cassowary Coast	2016	45-54	4882
Innisfail - Cassowary Coast	2016	55-64	5253
Innisfail - Cassowary Coast	2016	65-74	3773
Innisfail - Cassowary Coast	2016	75-84	1964
Innisfail - Cassowary Coast	2016	85+	727
Port Douglas - Daintree	2006	0-4	650
Port Douglas - Daintree	2006	5-14	1298
Port Douglas - Daintree	2006	15-19	546
Port Douglas - Daintree	2006	20-24	557
Port Douglas - Daintree	2006	25-34	1501
Port Douglas - Daintree	2006	35-44	1741
Port Douglas - Daintree	2006	45-54	1547
Port Douglas - Daintree	2006	55-64	1317
Port Douglas - Daintree	2006	65-74	650
Port Douglas - Daintree	2006	75-84	256
Port Douglas - Daintree	2006	85+	90
Port Douglas - Daintree	2011	0-4	719
Port Douglas - Daintree	2011	5-14	1292
Port Douglas - Daintree	2011	15-19	543
Port Douglas - Daintree	2011	20-24	570
Port Douglas - Daintree	2011	25-34	1382
Port Douglas - Daintree	2011	35-44	1679
Port Douglas - Daintree	2011	45-54	1762
Port Douglas - Daintree	2011	55-64	1484
Port Douglas - Daintree	2011	65-74	900
Port Douglas - Daintree	2011	75-84	340
Port Douglas - Daintree	2011	85+	105
Port Douglas - Daintree	2016	0-4	610
Port Douglas - Daintree	2016	5-14	1299
Port Douglas - Daintree	2016	15-19	530
Port Douglas - Daintree	2016	20-24	514
Port Douglas - Daintree	2016	25-34	1507
Port Douglas - Daintree	2016	35-44	1563
Port Douglas - Daintree	2016	45-54	1789
Port Douglas - Daintree	2016	55-64	1872
Port Douglas - Daintree	2016	65-74	1240
Port Douglas - Daintree	2016	75-84	533
Port Douglas - Daintree	2016	85+	159
Tablelands (East) - Kuranda	2006	0-4	2199
Tablelands (East) - Kuranda	2006	5-14	5283
Tablelands (East) - Kuranda	2006	15-19	2243
Tablelands (East) - Kuranda	2006	20-24	1391
Tablelands (East) - Kuranda	2006	25-34	3336
Tablelands (East) - Kuranda	2006	35-44	4788
Tablelands (East) - Kuranda	2006	45-54	5399
Tablelands (East) - Kuranda	2006	55-64	5059
Tablelands (East) - Kuranda	2006	65-74	3235
Tablelands (East) - Kuranda	2006	75-84	1833
Tablelands (East) - Kuranda	2006	85+	594
Tablelands (East) - Kuranda	2011	0-4	2486
Tablelands (East) - Kuranda	2011	5-14	5334
Tablelands (East) - Kuranda	2011	15-19	2402
Tablelands (East) - Kuranda	2011	20-24	1599
Tablelands (East) - Kuranda	2011	25-34	3394
Tablelands (East) - Kuranda	2011	35-44	4814
Tablelands (East) - Kuranda	2011	45-54	5534
Tablelands (East) - Kuranda	2011	55-64	5623
Tablelands (East) - Kuranda	2011	65-74	4188
Tablelands (East) - Kuranda	2011	75-84	2148
