SA3_NAME16	Year	Sex	overseas_visitors
Serpentine - Jarrahdale	2006	F	27
Serpentine - Jarrahdale	2006	M	20
Serpentine - Jarrahdale	2011	F	44
Serpentine - Jarrahdale	2011	M	39
Serpentine - Jarrahdale	2016	F	94
Serpentine - Jarrahdale	2016	M	65
South Perth	2006	F	416
South Perth	2006	M	370
South Perth	2011	F	424
South Perth	2011	M	423
South Perth	2016	F	432
South Perth	2016	M	344
Cockburn	2006	F	180
Cockburn	2006	M	276
Cockburn	2011	F	295
Cockburn	2011	M	254
Cockburn	2016	F	598
Cockburn	2016	M	436
Fremantle	2006	F	292
Fremantle	2006	M	317
Fremantle	2011	F	307
Fremantle	2011	M	372
Fremantle	2016	F	362
Fremantle	2016	M	253
Kwinana	2006	F	35
Kwinana	2006	M	20
Kwinana	2011	F	59
Kwinana	2011	M	58
Kwinana	2016	F	204
Kwinana	2016	M	121
Melville	2006	F	640
Melville	2006	M	420
Melville	2011	F	622
Melville	2011	M	526
Melville	2016	F	805
Melville	2016	M	522
Rockingham	2006	F	210
Rockingham	2006	M	145
Rockingham	2011	F	285
Rockingham	2011	M	233
Rockingham	2016	F	384
Rockingham	2016	M	304
Albany	2006	F	156
Albany	2006	M	147
Albany	2011	F	164
Albany	2011	M	154
Albany	2016	F	252
Albany	2016	M	193
Wheat Belt - North	2006	F	180
Wheat Belt - North	2006	M	313
Wheat Belt - North	2011	F	223
Wheat Belt - North	2011	M	242
Wheat Belt - North	2016	F	270
Wheat Belt - North	2016	M	281
Wheat Belt - South	2006	F	56
Wheat Belt - South	2006	M	48
Wheat Belt - South	2011	F	70
Wheat Belt - South	2011	M	73
Wheat Belt - South	2016	F	57
Wheat Belt - South	2016	M	59
Kimberley	2006	F	593
Kimberley	2006	M	547
Kimberley	2011	F	693
Kimberley	2011	M	713
Kimberley	2016	F	674
Kimberley	2016	M	639
East Pilbara	2006	F	92
East Pilbara	2006	M	148
East Pilbara	2011	F	117
East Pilbara	2011	M	217
East Pilbara	2016	F	132
East Pilbara	2016	M	212
West Pilbara	2006	F	107
West Pilbara	2006	M	163
West Pilbara	2011	F	156
West Pilbara	2011	M	376
West Pilbara	2016	F	233
West Pilbara	2016	M	571
Esperance	2006	F	33
Esperance	2006	M	57
Esperance	2011	F	46
Esperance	2011	M	46
Esperance	2016	F	43
Esperance	2016	M	31
Gascoyne	2006	F	318
Gascoyne	2006	M	271
Gascoyne	2011	F	305
Gascoyne	2011	M	245
Gascoyne	2016	F	311
Gascoyne	2016	M	247
Goldfields	2006	F	97
Goldfields	2006	M	175
Goldfields	2011	F	148
Goldfields	2011	M	208
Goldfields	2016	F	143
Goldfields	2016	M	146
Mid West	2006	F	228
Mid West	2006	M	201
Mid West	2011	F	261
Mid West	2011	M	286
Mid West	2016	F	344
Mid West	2016	M	276
Migratory - Offshore - Shipping (WA)	2006	F	118
Migratory - Offshore - Shipping (WA)	2006	M	262
Migratory - Offshore - Shipping (WA)	2011	F	25
Migratory - Offshore - Shipping (WA)	2011	M	434
Migratory - Offshore - Shipping (WA)	2016	F	102
Migratory - Offshore - Shipping (WA)	2016	M	359
No usual address (WA)	2006	F	0
No usual address (WA)	2006	M	0
No usual address (WA)	2011	F	0
No usual address (WA)	2011	M	0
No usual address (WA)	2016	F	0
No usual address (WA)	2016	M	0
Brighton	2006	F	7
Brighton	2006	M	7
Brighton	2011	F	8
Brighton	2011	M	0
Brighton	2016	F	9
Brighton	2016	M	4
Hobart - North East	2006	F	77
Hobart - North East	2006	M	54
Hobart - North East	2011	F	85
Hobart - North East	2011	M	45
Hobart - North East	2016	F	90
Hobart - North East	2016	M	59
Hobart - North West	2006	F	27
Hobart - North West	2006	M	30
Hobart - North West	2011	F	52
Hobart - North West	2011	M	40
Hobart - North West	2016	F	89
Hobart - North West	2016	M	57
Hobart - South and West	2006	F	48
Hobart - South and West	2006	M	27
Hobart - South and West	2011	F	73
Hobart - South and West	2011	M	56
Hobart - South and West	2016	F	107
Hobart - South and West	2016	M	58
Hobart Inner	2006	F	343
Hobart Inner	2006	M	289
Hobart Inner	2011	F	381
Hobart Inner	2011	M	339
Hobart Inner	2016	F	602
Hobart Inner	2016	M	492
Sorell - Dodges Ferry	2006	F	11
Sorell - Dodges Ferry	2006	M	12
Sorell - Dodges Ferry	2011	F	12
Sorell - Dodges Ferry	2011	M	9
Sorell - Dodges Ferry	2016	F	21
Sorell - Dodges Ferry	2016	M	12
Launceston	2006	F	180
Launceston	2006	M	156
Launceston	2011	F	196
Launceston	2011	M	204
Launceston	2016	F	263
Launceston	2016	M	267
Meander Valley - West Tamar	2006	F	13
Meander Valley - West Tamar	2006	M	20
Meander Valley - West Tamar	2011	F	27
Meander Valley - West Tamar	2011	M	25
Meander Valley - West Tamar	2016	F	28
Meander Valley - West Tamar	2016	M	18
North East	2006	F	50
North East	2006	M	44
North East	2011	F	65
North East	2011	M	52
North East	2016	F	46
North East	2016	M	49
Central Highlands (Tas.)	2006	F	9
Central Highlands (Tas.)	2006	M	21
Central Highlands (Tas.)	2011	F	26
Central Highlands (Tas.)	2011	M	15
Central Highlands (Tas.)	2016	F	14
Central Highlands (Tas.)	2016	M	9
Huon - Bruny Island	2006	F	20
Huon - Bruny Island	2006	M	15
Huon - Bruny Island	2011	F	21
Huon - Bruny Island	2011	M	19
Huon - Bruny Island	2016	F	33
Huon - Bruny Island	2016	M	33
South East Coast	2006	F	39
South East Coast	2006	M	17
South East Coast	2011	F	42
South East Coast	2011	M	30
South East Coast	2016	F	71
South East Coast	2016	M	65
Burnie - Ulverstone	2006	F	44
Burnie - Ulverstone	2006	M	36
Burnie - Ulverstone	2011	F	64
Burnie - Ulverstone	2011	M	68
Burnie - Ulverstone	2016	F	44
Burnie - Ulverstone	2016	M	52
Devonport	2006	F	67
Devonport	2006	M	55
Devonport	2011	F	64
Devonport	2011	M	56
Devonport	2016	F	127
Devonport	2016	M	121
West Coast	2006	F	23
West Coast	2006	M	23
West Coast	2011	F	45
West Coast	2011	M	48
West Coast	2016	F	24
West Coast	2016	M	48
Migratory - Offshore - Shipping (Tas.)	2006	F	0
Migratory - Offshore - Shipping (Tas.)	2006	M	34
Migratory - Offshore - Shipping (Tas.)	2011	F	8
Migratory - Offshore - Shipping (Tas.)	2011	M	21
Migratory - Offshore - Shipping (Tas.)	2016	F	9
Migratory - Offshore - Shipping (Tas.)	2016	M	34
No usual address (Tas.)	2006	F	0
No usual address (Tas.)	2006	M	0
No usual address (Tas.)	2011	F	0
No usual address (Tas.)	2011	M	0
No usual address (Tas.)	2016	F	0
No usual address (Tas.)	2016	M	0
Darwin City	2006	F	898
Darwin City	2006	M	860
Darwin City	2011	F	844
Darwin City	2011	M	845
Darwin City	2016	F	1049
Darwin City	2016	M	1420
Darwin Suburbs	2006	F	311
Darwin Suburbs	2006	M	313
Darwin Suburbs	2011	F	279
Darwin Suburbs	2011	M	254
Darwin Suburbs	2016	F	471
Darwin Suburbs	2016	M	500
Litchfield	2006	F	76
Litchfield	2006	M	78
Litchfield	2011	F	84
Litchfield	2011	M	66
Litchfield	2016	F	109
Litchfield	2016	M	1027
Palmerston	2006	F	52
Palmerston	2006	M	49
Palmerston	2011	F	77
Palmerston	2011	M	53
Palmerston	2016	F	168
Palmerston	2016	M	106
Alice Springs	2006	F	1260
Alice Springs	2006	M	1082
Alice Springs	2011	F	1247
Alice Springs	2011	M	1093
Alice Springs	2016	F	1316
Alice Springs	2016	M	1061
Barkly	2006	F	70
Barkly	2006	M	65
Barkly	2011	F	83
Barkly	2011	M	64
Barkly	2016	F	64
Barkly	2016	M	55
Daly - Tiwi - West Arnhem	2006	F	379
Daly - Tiwi - West Arnhem	2006	M	386
Daly - Tiwi - West Arnhem	2011	F	346
Daly - Tiwi - West Arnhem	2011	M	323
Daly - Tiwi - West Arnhem	2016	F	386
Daly - Tiwi - West Arnhem	2016	M	441
East Arnhem	2006	F	36
East Arnhem	2006	M	36
East Arnhem	2011	F	20
East Arnhem	2011	M	17
East Arnhem	2016	F	35
East Arnhem	2016	M	36
Katherine	2006	F	242
Katherine	2006	M	336
Katherine	2011	F	184
Katherine	2011	M	173
Katherine	2016	F	284
Katherine	2016	M	401
Migratory - Offshore - Shipping (NT)	2006	F	57
Migratory - Offshore - Shipping (NT)	2006	M	60
Migratory - Offshore - Shipping (NT)	2011	F	27
Migratory - Offshore - Shipping (NT)	2011	M	80
Migratory - Offshore - Shipping (NT)	2016	F	10
Migratory - Offshore - Shipping (NT)	2016	M	63
No usual address (NT)	2006	F	0
No usual address (NT)	2006	M	0
No usual address (NT)	2011	F	0
No usual address (NT)	2011	M	0
No usual address (NT)	2016	F	0
No usual address (NT)	2016	M	0
Belconnen	2006	F	309
Belconnen	2006	M	236
Belconnen	2011	F	401
Belconnen	2011	M	294
Belconnen	2016	F	692
Belconnen	2016	M	439
Canberra East	2006	F	4
Canberra East	2006	M	7
Canberra East	2011	F	8
Canberra East	2011	M	3
Canberra East	2016	F	13
Canberra East	2016	M	16
Gungahlin	2006	F	96
Gungahlin	2006	M	55
Gungahlin	2011	F	240
Gungahlin	2011	M	172
Gungahlin	2016	F	563
Gungahlin	2016	M	399
North Canberra	2006	F	524
North Canberra	2006	M	595
North Canberra	2011	F	701
North Canberra	2011	M	791
North Canberra	2016	F	668
North Canberra	2016	M	621
South Canberra	2006	F	198
South Canberra	2006	M	245
South Canberra	2011	F	161
South Canberra	2011	M	216
South Canberra	2016	F	214
South Canberra	2016	M	203
Tuggeranong	2006	F	159
Tuggeranong	2006	M	105
Tuggeranong	2011	F	148
Tuggeranong	2011	M	104
Tuggeranong	2016	F	248
Tuggeranong	2016	M	179
Weston Creek	2006	F	67
Weston Creek	2006	M	47
Weston Creek	2011	F	71
Weston Creek	2011	M	45
Weston Creek	2016	F	107
Weston Creek	2016	M	79
Woden Valley	2006	F	145
Woden Valley	2006	M	97
Woden Valley	2011	F	177
Woden Valley	2011	M	111
Woden Valley	2016	F	232
Woden Valley	2016	M	135
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	0
Molonglo	2011	M	0
Molonglo	2016	F	39
Molonglo	2016	M	23
Urriarra - Namadgi	2006	F	24
Urriarra - Namadgi	2006	M	16
Urriarra - Namadgi	2011	F	4
Urriarra - Namadgi	2011	M	3
Urriarra - Namadgi	2016	F	4
Urriarra - Namadgi	2016	M	6
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
No usual address (ACT)	2006	F	0
No usual address (ACT)	2006	M	0
No usual address (ACT)	2011	F	0
No usual address (ACT)	2011	M	0
No usual address (ACT)	2016	F	0
No usual address (ACT)	2016	M	0
Christmas Island	2006	F	13
Christmas Island	2006	M	23
Christmas Island	2011	F	10
Christmas Island	2011	M	8
Christmas Island	2016	F	16
Christmas Island	2016	M	12
Cocos (Keeling) Islands	2006	F	4
Cocos (Keeling) Islands	2006	M	28
Cocos (Keeling) Islands	2011	F	13
Cocos (Keeling) Islands	2011	M	12
Cocos (Keeling) Islands	2016	F	4
Cocos (Keeling) Islands	2016	M	14
Jervis Bay	2006	F	0
Jervis Bay	2006	M	0
Jervis Bay	2011	F	0
Jervis Bay	2011	M	0
Jervis Bay	2016	F	4
Jervis Bay	2016	M	5
Norfolk Island	2006	F	0
Norfolk Island	2006	M	0
Norfolk Island	2011	F	0
Norfolk Island	2011	M	0
Norfolk Island	2016	F	34
Norfolk Island	2016	M	33
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	0
No usual address (OT)	2006	F	0
No usual address (OT)	2006	M	0
No usual address (OT)	2011	F	0
No usual address (OT)	2011	M	0
No usual address (OT)	2016	F	0
No usual address (OT)	2016	M	0
