SA3_NAME16	Year	SpeaksEnglishOnly	persons
Whitehorse - East	2006	0	12763
Whitehorse - East	2006	1	40792
Whitehorse - East	2011	0	15780
Whitehorse - East	2011	1	39583
Whitehorse - East	2016	0	20709
Whitehorse - East	2016	1	37879
Yarra Ranges	2006	0	7364
Yarra Ranges	2006	1	126628
Yarra Ranges	2011	0	8664
Yarra Ranges	2011	1	130098
Yarra Ranges	2016	0	10671
Yarra Ranges	2016	1	130862
Cardinia	2006	0	2646
Cardinia	2006	1	52004
Cardinia	2011	0	5199
Cardinia	2011	1	66347
Cardinia	2016	0	10575
Cardinia	2016	1	78469
Casey - North	2006	0	30813
Casey - North	2006	1	77842
Casey - North	2011	0	38975
Casey - North	2011	1	80602
Casey - North	2016	0	47544
Casey - North	2016	1	77949
Casey - South	2006	0	20202
Casey - South	2006	1	75961
Casey - South	2011	0	36394
Casey - South	2011	1	87290
Casey - South	2016	0	59729
Casey - South	2016	1	99323
Dandenong	2006	0	83712
Dandenong	2006	1	65307
Dandenong	2011	0	98480
Dandenong	2011	1	62473
Dandenong	2016	0	114912
Dandenong	2016	1	61553
Monash	2006	0	59860
Monash	2006	1	87496
Monash	2011	0	72375
Monash	2011	1	84235
Monash	2016	0	88292
Monash	2016	1	78949
Brimbank	2006	0	87915
Brimbank	2006	1	62568
Brimbank	2011	0	100312
Brimbank	2011	1	63581
Brimbank	2016	0	111170
Brimbank	2016	1	63456
Hobsons Bay	2006	0	21841
Hobsons Bay	2006	1	51395
Hobsons Bay	2011	0	22809
Hobsons Bay	2011	1	52814
Hobsons Bay	2016	0	23417
Hobsons Bay	2016	1	56101
Maribyrnong	2006	0	27048
Maribyrnong	2006	1	31449
Maribyrnong	2011	0	30676
Maribyrnong	2011	1	35586
Maribyrnong	2016	0	34445
Maribyrnong	2016	1	42041
Melton - Bacchus Marsh	2006	0	19626
Melton - Bacchus Marsh	2006	1	67903
Melton - Bacchus Marsh	2011	0	32279
Melton - Bacchus Marsh	2011	1	85916
Melton - Bacchus Marsh	2016	0	44597
Melton - Bacchus Marsh	2016	1	99007
Wyndham	2006	0	24627
Wyndham	2006	1	85503
Wyndham	2011	0	50846
Wyndham	2011	1	106471
Wyndham	2016	0	91518
Wyndham	2016	1	117465
Frankston	2006	0	9693
Frankston	2006	1	101315
Frankston	2011	0	12914
Frankston	2011	1	107568
Frankston	2016	0	15246
Frankston	2016	1	110620
Mornington Peninsula	2006	0	6079
Mornington Peninsula	2006	1	121524
Mornington Peninsula	2011	0	7156
Mornington Peninsula	2011	1	130626
Mornington Peninsula	2016	0	8404
Mornington Peninsula	2016	1	137793
Grampians	2006	0	1124
Grampians	2006	1	56124
Grampians	2011	0	1611
Grampians	2011	1	55095
Grampians	2016	0	2086
Grampians	2016	1	52220
Mildura	2006	0	4147
Mildura	2006	1	43556
Mildura	2011	0	4572
Mildura	2011	1	43919
Mildura	2016	0	5125
Mildura	2016	1	44285
Murray River - Swan Hill	2006	0	2137
Murray River - Swan Hill	2006	1	34912
Murray River - Swan Hill	2011	0	2711
Murray River - Swan Hill	2011	1	32817
Murray River - Swan Hill	2016	0	2744
Murray River - Swan Hill	2016	1	30765
Campaspe	2006	0	773
Campaspe	2006	1	34158
Campaspe	2011	0	925
Campaspe	2011	1	34069
Campaspe	2016	0	1096
Campaspe	2016	1	33318
Moira	2006	0	1162
Moira	2006	1	24834
Moira	2011	0	1307
Moira	2011	1	25445
Moira	2016	0	1330
Moira	2016	1	25558
Shepparton	2006	0	5633
Shepparton	2006	1	48688
Shepparton	2011	0	7544
Shepparton	2011	1	49505
Shepparton	2016	0	9379
Shepparton	2016	1	48869
Glenelg - Southern Grampians	2006	0	615
Glenelg - Southern Grampians	2006	1	34577
Glenelg - Southern Grampians	2011	0	797
Glenelg - Southern Grampians	2011	1	33904
Glenelg - Southern Grampians	2016	0	873
Glenelg - Southern Grampians	2016	1	32201
Colac - Corangamite	2006	0	743
Colac - Corangamite	2006	1	34789
Colac - Corangamite	2011	0	880
Colac - Corangamite	2011	1	34545
Colac - Corangamite	2016	0	1155
Colac - Corangamite	2016	1	33153
Warrnambool	2006	0	781
Warrnambool	2006	1	43199
Warrnambool	2011	0	1178
Warrnambool	2011	1	44652
Warrnambool	2016	0	1810
Warrnambool	2016	1	44678
Migratory - Offshore - Shipping (Vic.)	2006	0	8
Migratory - Offshore - Shipping (Vic.)	2006	1	38
Migratory - Offshore - Shipping (Vic.)	2011	0	0
Migratory - Offshore - Shipping (Vic.)	2011	1	36
Migratory - Offshore - Shipping (Vic.)	2016	0	10
Migratory - Offshore - Shipping (Vic.)	2016	1	18
No usual address (Vic.)	2006	0	1058
No usual address (Vic.)	2006	1	4741
No usual address (Vic.)	2011	0	1416
No usual address (Vic.)	2011	1	5206
No usual address (Vic.)	2016	0	1393
No usual address (Vic.)	2016	1	4201
Capalaba	2006	0	4056
Capalaba	2006	1	61731
Capalaba	2011	0	4916
Capalaba	2011	1	62909
Capalaba	2016	0	5860
Capalaba	2016	1	62891
Cleveland - Stradbroke	2006	0	3068
Cleveland - Stradbroke	2006	1	60105
Cleveland - Stradbroke	2011	0	3980
Cleveland - Stradbroke	2011	1	69581
Cleveland - Stradbroke	2016	0	4972
Cleveland - Stradbroke	2016	1	73898
Wynnum - Manly	2006	0	3474
Wynnum - Manly	2006	1	51531
Wynnum - Manly	2011	0	5391
Wynnum - Manly	2011	1	57141
Wynnum - Manly	2016	0	6795
Wynnum - Manly	2016	1	58693
Bald Hills - Everton Park	2006	0	3373
Bald Hills - Everton Park	2006	1	30074
Bald Hills - Everton Park	2011	0	4804
Bald Hills - Everton Park	2011	1	31792
Bald Hills - Everton Park	2016	0	6353
Bald Hills - Everton Park	2016	1	32899
Chermside	2006	0	5243
Chermside	2006	1	53064
Chermside	2011	0	8011
Chermside	2011	1	54834
Chermside	2016	0	9984
Chermside	2016	1	55474
Nundah	2006	0	2715
Nundah	2006	1	25956
Nundah	2011	0	5001
Nundah	2011	1	27895
Nundah	2016	0	6558
Nundah	2016	1	29843
Sandgate	2006	0	3678
Sandgate	2006	1	42058
Sandgate	2011	0	5594
Sandgate	2011	1	44851
Sandgate	2016	0	9102
Sandgate	2016	1	46042
Carindale	2006	0	5895
Carindale	2006	1	36686
Carindale	2011	0	7232
Carindale	2011	1	38236
Carindale	2016	0	8822
Carindale	2016	1	39056
Holland Park - Yeronga	2006	0	8626
Holland Park - Yeronga	2006	1	48216
Holland Park - Yeronga	2011	0	11701
Holland Park - Yeronga	2011	1	50076
Holland Park - Yeronga	2016	0	13937
Holland Park - Yeronga	2016	1	52603
Mt Gravatt	2006	0	13665
Mt Gravatt	2006	1	45044
Mt Gravatt	2011	0	18792
Mt Gravatt	2011	1	44462
Mt Gravatt	2016	0	25701
Mt Gravatt	2016	1	42404
Nathan	2006	0	6722
Nathan	2006	1	25670
Nathan	2011	0	8351
Nathan	2011	1	26242
Nathan	2016	0	10365
Nathan	2016	1	26462
Rocklea - Acacia Ridge	2006	0	10954
Rocklea - Acacia Ridge	2006	1	31500
Rocklea - Acacia Ridge	2011	0	17944
Rocklea - Acacia Ridge	2011	1	33295
Rocklea - Acacia Ridge	2016	0	25352
Rocklea - Acacia Ridge	2016	1	31498
Sunnybank	2006	0	15152
Sunnybank	2006	1	26056
Sunnybank	2011	0	21014
Sunnybank	2011	1	23244
Sunnybank	2016	0	26823
Sunnybank	2016	1	20777
Centenary	2006	0	5792
Centenary	2006	1	24611
Centenary	2011	0	6630
Centenary	2011	1	24609
Centenary	2016	0	7072
Centenary	2016	1	24603
Kenmore - Brookfield - Moggill	2006	0	3797
Kenmore - Brookfield - Moggill	2006	1	35513
Kenmore - Brookfield - Moggill	2011	0	4996
Kenmore - Brookfield - Moggill	2011	1	37318
Kenmore - Brookfield - Moggill	2016	0	6214
Kenmore - Brookfield - Moggill	2016	1	37460
Sherwood - Indooroopilly	2006	0	6681
Sherwood - Indooroopilly	2006	1	35576
Sherwood - Indooroopilly	2011	0	9289
Sherwood - Indooroopilly	2011	1	35570
Sherwood - Indooroopilly	2016	0	12691
Sherwood - Indooroopilly	2016	1	35780
The Gap - Enoggera	2006	0	2521
The Gap - Enoggera	2006	1	39725
The Gap - Enoggera	2011	0	3397
The Gap - Enoggera	2011	1	42683
The Gap - Enoggera	2016	0	4336
The Gap - Enoggera	2016	1	43715
Brisbane Inner	2006	0	10172
Brisbane Inner	2006	1	32852
Brisbane Inner	2011	0	13796
Brisbane Inner	2011	1	37199
Brisbane Inner	2016	0	19885
Brisbane Inner	2016	1	40351
Brisbane Inner - East	2006	0	2668
Brisbane Inner - East	2006	1	28650
Brisbane Inner - East	2011	0	3877
Brisbane Inner - East	2011	1	31684
Brisbane Inner - East	2016	0	4704
Brisbane Inner - East	2016	1	33391
Brisbane Inner - North	2006	0	5839
Brisbane Inner - North	2006	1	57898
Brisbane Inner - North	2011	0	9725
Brisbane Inner - North	2011	1	62051
Brisbane Inner - North	2016	0	14347
Brisbane Inner - North	2016	1	65392
Brisbane Inner - West	2006	0	4316
Brisbane Inner - West	2006	1	42896
Brisbane Inner - West	2011	0	6020
Brisbane Inner - West	2011	1	45196
Brisbane Inner - West	2016	0	6821
Brisbane Inner - West	2016	1	45722
Cairns - North	2006	0	2879
Cairns - North	2006	1	34012
Cairns - North	2011	0	3917
Cairns - North	2011	1	40883
Cairns - North	2016	0	5276
Cairns - North	2016	1	43513
Cairns - South	2006	0	8624
Cairns - South	2006	1	67680
Cairns - South	2011	0	12209
Cairns - South	2011	1	74442
Cairns - South	2016	0	15420
Cairns - South	2016	1	75345
Innisfail - Cassowary Coast	2006	0	2431
Innisfail - Cassowary Coast	2006	1	29188
Innisfail - Cassowary Coast	2011	0	3108
Innisfail - Cassowary Coast	2011	1	28761
Innisfail - Cassowary Coast	2016	0	3247
Innisfail - Cassowary Coast	2016	1	28408
Port Douglas - Daintree	2006	0	764
Port Douglas - Daintree	2006	1	8553
Port Douglas - Daintree	2011	0	729
Port Douglas - Daintree	2011	1	9067
Port Douglas - Daintree	2016	0	855
Port Douglas - Daintree	2016	1	9223
Tablelands (East) - Kuranda	2006	0	2265
Tablelands (East) - Kuranda	2006	1	30762
Tablelands (East) - Kuranda	2011	0	2648
Tablelands (East) - Kuranda	2011	1	33502
Tablelands (East) - Kuranda	2016	0	2816
Tablelands (East) - Kuranda	2016	1	33930
Darling Downs (West) - Maranoa	2006	0	520
Darling Downs (West) - Maranoa	2006	1	37983
Darling Downs (West) - Maranoa	2011	0	1022
Darling Downs (West) - Maranoa	2011	1	39584
Darling Downs (West) - Maranoa	2016	0	1454
Darling Downs (West) - Maranoa	2016	1	37640
Darling Downs - East	2006	0	557
Darling Downs - East	2006	1	35882
Darling Downs - East	2011	0	933
Darling Downs - East	2011	1	36786
Darling Downs - East	2016	0	1502
Darling Downs - East	2016	1	37404
Granite Belt	2006	0	1310
Granite Belt	2006	1	33526
Granite Belt	2011	0	1540
Granite Belt	2011	1	35496
Granite Belt	2016	0	1654
Granite Belt	2016	1	35957
Central Highlands (Qld)	2006	0	657
Central Highlands (Qld)	2006	1	24946
Central Highlands (Qld)	2011	0	1198
Central Highlands (Qld)	2011	1	26182
Central Highlands (Qld)	2016	0	1388
Central Highlands (Qld)	2016	1	24101
Rockhampton	2006	0	2501
Rockhampton	2006	1	91810
Rockhampton	2011	0	4309
Rockhampton	2011	1	97360
Rockhampton	2016	0	5545
Rockhampton	2016	1	101446
Biloela	2006	0	327
Biloela	2006	1	13640
Biloela	2011	0	633
Biloela	2011	1	13219
Biloela	2016	0	706
Biloela	2016	1	12468
Gladstone	2006	0	1374
Gladstone	2006	1	46615
Gladstone	2011	0	2363
Gladstone	2011	1	51578
Gladstone	2016	0	3846
Gladstone	2016	1	53274
Broadbeach - Burleigh	2006	0	4511
Broadbeach - Burleigh	2006	1	44727
Broadbeach - Burleigh	2011	0	5374
Broadbeach - Burleigh	2011	1	47836
Broadbeach - Burleigh	2016	0	6679
Broadbeach - Burleigh	2016	1	50228
Coolangatta	2006	0	1861
Coolangatta	2006	1	43249
Coolangatta	2011	0	2373
Coolangatta	2011	1	44871
Coolangatta	2016	0	2967
Coolangatta	2016	1	46444
Gold Coast - North	2006	0	5164
Gold Coast - North	2006	1	46363
Gold Coast - North	2011	0	6576
Gold Coast - North	2011	1	49153
Gold Coast - North	2016	0	9042
Gold Coast - North	2016	1	51787
Gold Coast Hinterland	2006	0	685
Gold Coast Hinterland	2006	1	14686
Gold Coast Hinterland	2011	0	806
Gold Coast Hinterland	2011	1	15649
Gold Coast Hinterland	2016	0	833
Gold Coast Hinterland	2016	1	16043
Mudgeeraba - Tallebudgera	2006	0	1498
Mudgeeraba - Tallebudgera	2006	1	23956
Mudgeeraba - Tallebudgera	2011	0	2072
Mudgeeraba - Tallebudgera	2011	1	27804
Mudgeeraba - Tallebudgera	2016	0	2503
Mudgeeraba - Tallebudgera	2016	1	29173
Nerang	2006	0	4226
Nerang	2006	1	48085
Nerang	2011	0	5545
Nerang	2011	1	53909
Nerang	2016	0	6716
Nerang	2016	1	56582
Ormeau - Oxenford	2006	0	3692
Ormeau - Oxenford	2006	1	58362
Ormeau - Oxenford	2011	0	6552
Ormeau - Oxenford	2011	1	83269
Ormeau - Oxenford	2016	0	10172
Ormeau - Oxenford	2016	1	102719
Robina	2006	0	5624
Robina	2006	1	32539
Robina	2011	0	6877
Robina	2011	1	35531
Robina	2016	0	8780
Robina	2016	1	37520
Southport	2006	0	6683
Southport	2006	1	39591
Southport	2011	0	9325
Southport	2011	1	41140
Southport	2016	0	12181
Southport	2016	1	42085
Surfers Paradise	2006	0	4170
Surfers Paradise	2006	1	22958
Surfers Paradise	2011	0	5759
Surfers Paradise	2011	1	25629
Surfers Paradise	2016	0	8944
Surfers Paradise	2016	1	26717
Forest Lake - Oxley	2006	0	14962
Forest Lake - Oxley	2006	1	38078
Forest Lake - Oxley	2011	0	19734
Forest Lake - Oxley	2011	1	38304
Forest Lake - Oxley	2016	0	25927
Forest Lake - Oxley	2016	1	38089
Ipswich Hinterland	2006	0	1013
Ipswich Hinterland	2006	1	45730
Ipswich Hinterland	2011	0	1311
Ipswich Hinterland	2011	1	52264
Ipswich Hinterland	2016	0	1617
Ipswich Hinterland	2016	1	55711
Ipswich Inner	2006	0	2977
Ipswich Inner	2006	1	79093
Ipswich Inner	2011	0	4367
Ipswich Inner	2011	1	86165
Ipswich Inner	2016	0	5539
Ipswich Inner	2016	1	92049
Springfield - Redbank	2006	0	6290
Springfield - Redbank	2006	1	39237
Springfield - Redbank	2011	0	11276
Springfield - Redbank	2011	1	52176
Springfield - Redbank	2016	0	17072
Springfield - Redbank	2016	1	61715
Beaudesert	2006	0	213
Beaudesert	2006	1	10000
Beaudesert	2011	0	253
Beaudesert	2011	1	11499
Beaudesert	2016	0	336
Beaudesert	2016	1	12416
Beenleigh	2006	0	2118
Beenleigh	2006	1	28730
Beenleigh	2011	0	3084
Beenleigh	2011	1	32267
Beenleigh	2016	0	3964
Beenleigh	2016	1	34368
Browns Plains	2006	0	7567
Browns Plains	2006	1	54871
Browns Plains	2011	0	10627
Browns Plains	2011	1	58857
Browns Plains	2016	0	14720
Browns Plains	2016	1	59809
Jimboomba	2006	0	1223
Jimboomba	2006	1	28361
Jimboomba	2011	0	1782
Jimboomba	2011	1	34178
Jimboomba	2016	0	2324
Jimboomba	2016	1	40609
Loganlea - Carbrook	2006	0	4108
Loganlea - Carbrook	2006	1	42614
Loganlea - Carbrook	2011	0	5623
Loganlea - Carbrook	2011	1	46753
Loganlea - Carbrook	2016	0	7861
Loganlea - Carbrook	2016	1	48263
Springwood - Kingston	2006	0	10489
Springwood - Kingston	2006	1	56869
Springwood - Kingston	2011	0	14430
Springwood - Kingston	2011	1	56474
Springwood - Kingston	2016	0	19489
Springwood - Kingston	2016	1	53000
Bowen Basin - North	2006	0	954
Bowen Basin - North	2006	1	27972
Bowen Basin - North	2011	0	1473
Bowen Basin - North	2011	1	30500
Bowen Basin - North	2016	0	1818
Bowen Basin - North	2016	1	27254
Mackay	2006	0	2851
Mackay	2006	1	90862
Mackay	2011	0	5133
Mackay	2011	1	101034
Mackay	2016	0	6310
Mackay	2016	1	99620
Whitsunday	2006	0	609
Whitsunday	2006	1	14542
Whitsunday	2011	0	776
Whitsunday	2011	1	15913
Whitsunday	2016	0	1229
Whitsunday	2016	1	17123
Bribie - Beachmere	2006	0	748
Bribie - Beachmere	2006	1	25237
Bribie - Beachmere	2011	0	971
Bribie - Beachmere	2011	1	28011
Bribie - Beachmere	2016	0	1045
Bribie - Beachmere	2016	1	29841
Caboolture	2006	0	1879
Caboolture	2006	1	42476
Caboolture	2011	0	2918
Caboolture	2011	1	52412
Caboolture	2016	0	4614
Caboolture	2016	1	57886
Caboolture Hinterland	2006	0	209
Caboolture Hinterland	2006	1	8495
Caboolture Hinterland	2011	0	419
Caboolture Hinterland	2011	1	9771
Caboolture Hinterland	2016	0	594
Caboolture Hinterland	2016	1	10613
Narangba - Burpengary	2006	0	2160
Narangba - Burpengary	2006	1	47883
Narangba - Burpengary	2011	0	2783
Narangba - Burpengary	2011	1	53087
Narangba - Burpengary	2016	0	3392
Narangba - Burpengary	2016	1	55954
Redcliffe	2006	0	2378
Redcliffe	2006	1	46445
Redcliffe	2011	0	3421
Redcliffe	2011	1	50074
Redcliffe	2016	0	3911
Redcliffe	2016	1	51725
The Hills District	2006	0	2866
The Hills District	2006	1	67793
The Hills District	2011	0	3914
The Hills District	2011	1	74638
The Hills District	2016	0	5185
The Hills District	2016	1	77958
North Lakes	2006	0	1586
North Lakes	2006	1	31455
North Lakes	2011	0	3819
North Lakes	2011	1	46024
North Lakes	2016	0	7879
North Lakes	2016	1	59945
Strathpine	2006	0	1699
Strathpine	2006	1	31126
Strathpine	2011	0	2448
Strathpine	2011	1	31788
Strathpine	2016	0	3191
Strathpine	2016	1	32182
Far North	2006	0	10451
Far North	2006	1	15005
Far North	2011	0	11680
Far North	2011	1	15220
Far North	2016	0	12102
Far North	2016	1	16056
Outback - North	2006	0	1193
Outback - North	2006	1	26217
Outback - North	2011	0	1972
Outback - North	2011	1	27120
Outback - North	2016	0	2079
Outback - North	2016	1	24330
Outback - South	2006	0	288
Outback - South	2006	1	18260
Outback - South	2011	0	482
Outback - South	2011	1	18403
Outback - South	2016	0	445
Outback - South	2016	1	15866
Buderim	2006	0	1423
Buderim	2006	1	37505
Buderim	2011	0	2013
Buderim	2011	1	42469
Buderim	2016	0	3380
Buderim	2016	1	48482
Caloundra	2006	0	2031
Caloundra	2006	1	56836
Caloundra	2011	0	2683
Caloundra	2011	1	64566
Caloundra	2016	0	3749
Caloundra	2016	1	72598
Maroochy	2006	0	1728
Maroochy	2006	1	42795
Maroochy	2011	0	2366
Maroochy	2011	1	46150
Maroochy	2016	0	3481
Maroochy	2016	1	48687
Noosa	2006	0	1302
Noosa	2006	1	28691
Noosa	2011	0	1773
Noosa	2011	1	32416
Noosa	2016	0	2440
Noosa	2016	1	35944
Sunshine Coast Hinterland	2006	0	1211
Sunshine Coast Hinterland	2006	1	38101
Sunshine Coast Hinterland	2011	0	1505
Sunshine Coast Hinterland	2011	1	42599
Sunshine Coast Hinterland	2016	0	1733
Sunshine Coast Hinterland	2016	1	44978
Nambour	2006	0	1140
Nambour	2006	1	31318
Nambour	2011	0	1555
Nambour	2011	1	34480
Nambour	2016	0	1927
Nambour	2016	1	38241
Noosa Hinterland	2006	0	623
Noosa Hinterland	2006	1	17531
Noosa Hinterland	2011	0	701
Noosa Hinterland	2011	1	18654
Noosa Hinterland	2016	0	767
Noosa Hinterland	2016	1	19782
Toowoomba	2006	0	5037
Toowoomba	2006	1	119008
Toowoomba	2011	0	7665
Toowoomba	2011	1	126242
Toowoomba	2016	0	11340
Toowoomba	2016	1	128349
Charters Towers - Ayr - Ingham	2006	0	2643
Charters Towers - Ayr - Ingham	2006	1	37849
Charters Towers - Ayr - Ingham	2011	0	2580
Charters Towers - Ayr - Ingham	2011	1	38718
Charters Towers - Ayr - Ingham	2016	0	2280
Charters Towers - Ayr - Ingham	2016	1	36647
Townsville	2006	0	7191
Townsville	2006	1	138224
Townsville	2011	0	10471
Townsville	2011	1	152668
Townsville	2016	0	13417
Townsville	2016	1	159125
Bundaberg	2006	0	2334
Bundaberg	2006	1	71966
Bundaberg	2011	0	3123
Bundaberg	2011	1	77498
Bundaberg	2016	0	3883
Bundaberg	2016	1	77795
Burnett	2006	0	879
Burnett	2006	1	41825
Burnett	2011	0	1224
Burnett	2011	1	44057
Burnett	2016	0	1499
Burnett	2016	1	43468
Gympie - Cooloola	2006	0	848
Gympie - Cooloola	2006	1	39388
Gympie - Cooloola	2011	0	1100
Gympie - Cooloola	2011	1	42168
Gympie - Cooloola	2016	0	1253
Gympie - Cooloola	2016	1	44261
Hervey Bay	2006	0	1515
Hervey Bay	2006	1	42131
Hervey Bay	2011	0	2063
Hervey Bay	2011	1	48593
Hervey Bay	2016	0	2402
Hervey Bay	2016	1	50250
Maryborough	2006	0	769
Maryborough	2006	1	36090
Maryborough	2011	0	909
Maryborough	2011	1	39110
Maryborough	2016	0	967
Maryborough	2016	1	39877
Migratory - Offshore - Shipping (Qld)	2006	0	15
Migratory - Offshore - Shipping (Qld)	2006	1	76
Migratory - Offshore - Shipping (Qld)	2011	0	40
Migratory - Offshore - Shipping (Qld)	2011	1	359
Migratory - Offshore - Shipping (Qld)	2016	0	21
Migratory - Offshore - Shipping (Qld)	2016	1	110
No usual address (Qld)	2006	0	859
No usual address (Qld)	2006	1	10476
No usual address (Qld)	2011	0	1019
No usual address (Qld)	2011	1	9760
No usual address (Qld)	2016	0	1293
No usual address (Qld)	2016	1	8697
Adelaide City	2006	0	3971
Adelaide City	2006	1	10341
Adelaide City	2011	0	6203
Adelaide City	2011	1	11399
Adelaide City	2016	0	8011
Adelaide City	2016	1	11637
Adelaide Hills	2006	0	2606
Adelaide Hills	2006	1	59092
Adelaide Hills	2011	0	3151
Adelaide Hills	2011	1	62941
Adelaide Hills	2016	0	3463
Adelaide Hills	2016	1	65004
Burnside	2006	0	6688
Burnside	2006	1	33425
Burnside	2011	0	8037
Burnside	2011	1	32548
Burnside	2016	0	10604
Burnside	2016	1	31629
Campbelltown (SA)	2006	0	13940
Campbelltown (SA)	2006	1	30802
Campbelltown (SA)	2011	0	15959
Campbelltown (SA)	2011	1	31079
Campbelltown (SA)	2016	0	17429
Campbelltown (SA)	2016	1	31409
Norwood - Payneham - St Peters	2006	0	7278
Norwood - Payneham - St Peters	2006	1	24729
Norwood - Payneham - St Peters	2011	0	8682
Norwood - Payneham - St Peters	2011	1	24724
Norwood - Payneham - St Peters	2016	0	9375
Norwood - Payneham - St Peters	2016	1	24346
Prospect - Walkerville	2006	0	4862
Prospect - Walkerville	2006	1	20143
Prospect - Walkerville	2011	0	6302
Prospect - Walkerville	2011	1	19658
Prospect - Walkerville	2016	0	7001
Prospect - Walkerville	2016	1	19798
Unley	2006	0	5544
Unley	2006	1	28814
Unley	2011	0	6415
Unley	2011	1	28843
Unley	2016	0	7309
Unley	2016	1	28689
Gawler - Two Wells	2006	0	1052
Gawler - Two Wells	2006	1	26176
Gawler - Two Wells	2011	0	1343
Gawler - Two Wells	2011	1	29221
Gawler - Two Wells	2016	0	1479
Gawler - Two Wells	2016	1	31311
Playford	2006	0	4897
Playford	2006	1	62010
Playford	2011	0	7614
Playford	2011	1	68630
Playford	2016	0	11341
Playford	2016	1	72785
Port Adelaide - East	2006	0	12450
Port Adelaide - East	2006	1	38919
Port Adelaide - East	2011	0	18294
Port Adelaide - East	2011	1	39403
Port Adelaide - East	2016	0	24856
Port Adelaide - East	2016	1	38993
Salisbury	2006	0	20909
Salisbury	2006	1	90719
Salisbury	2011	0	27993
Salisbury	2011	1	94110
Salisbury	2016	0	38211
Salisbury	2016	1	91912
Tea Tree Gully	2006	0	8160
Tea Tree Gully	2006	1	81452
Tea Tree Gully	2011	0	9673
Tea Tree Gully	2011	1	79476
Tea Tree Gully	2016	0	11493
Tea Tree Gully	2016	1	78794
Holdfast Bay	2006	0	2346
Holdfast Bay	2006	1	28221
Holdfast Bay	2011	0	2999
Holdfast Bay	2011	1	28476
Holdfast Bay	2016	0	3230
Holdfast Bay	2016	1	28488
Marion	2006	0	9626
Marion	2006	1	67542
Marion	2011	0	12743
Marion	2011	1	68763
Marion	2016	0	16876
Marion	2016	1	69355
Mitcham	2006	0	7208
Mitcham	2006	1	51856
Mitcham	2011	0	8353
Mitcham	2011	1	51675
Mitcham	2016	0	9454
Mitcham	2016	1	51758
Onkaparinga	2006	0	8215
Onkaparinga	2006	1	137576
Onkaparinga	2011	0	9705
Onkaparinga	2011	1	145919
Onkaparinga	2016	0	11216
Onkaparinga	2016	1	148445
Charles Sturt	2006	0	25030
Charles Sturt	2006	1	68647
Charles Sturt	2011	0	27864
Charles Sturt	2011	1	70480
Charles Sturt	2016	0	29933
Charles Sturt	2016	1	73579
Port Adelaide - West	2006	0	11771
Port Adelaide - West	2006	1	38050
Port Adelaide - West	2011	0	14285
Port Adelaide - West	2011	1	39516
Port Adelaide - West	2016	0	15491
Port Adelaide - West	2016	1	39406
West Torrens	2006	0	13657
West Torrens	2006	1	38633
West Torrens	2011	0	16414
West Torrens	2011	1	39074
West Torrens	2016	0	18353
West Torrens	2016	1	39781
Barossa	2006	0	677
Barossa	2006	1	29726
Barossa	2011	0	764
Barossa	2011	1	31434
Barossa	2016	0	803
Barossa	2016	1	32827
Lower North	2006	0	273
Lower North	2006	1	20065
Lower North	2011	0	435
Lower North	2011	1	20869
Lower North	2016	0	557
Lower North	2016	1	20569
Mid North	2006	0	807
Mid North	2006	1	25577
Mid North	2011	0	877
Mid North	2011	1	25470
Mid North	2016	0	877
Mid North	2016	1	24682
Yorke Peninsula	2006	0	304
Yorke Peninsula	2006	1	21519
Yorke Peninsula	2011	0	409
Yorke Peninsula	2011	1	22949
Yorke Peninsula	2016	0	475
Yorke Peninsula	2016	1	23022
Eyre Peninsula and South West	2006	0	1992
Eyre Peninsula and South West	2006	1	50128
Eyre Peninsula and South West	2011	0	2403
Eyre Peninsula and South West	2011	1	51299
Eyre Peninsula and South West	2016	0	2486
Eyre Peninsula and South West	2016	1	49646
Outback - North and East	2006	0	3094
Outback - North and East	2006	1	21500
Outback - North and East	2011	0	3621
Outback - North and East	2011	1	21794
Outback - North and East	2016	0	3321
Outback - North and East	2016	1	19680
Fleurieu - Kangaroo Island	2006	0	1022
Fleurieu - Kangaroo Island	2006	1	37646
Fleurieu - Kangaroo Island	2011	0	1295
Fleurieu - Kangaroo Island	2011	1	43271
Fleurieu - Kangaroo Island	2016	0	1418
Fleurieu - Kangaroo Island	2016	1	45819
Limestone Coast	2006	0	1838
Limestone Coast	2006	1	57665
Limestone Coast	2011	0	2573
Limestone Coast	2011	1	58560
Limestone Coast	2016	0	3302
Limestone Coast	2016	1	57184
Murray and Mallee	2006	0	3999
Murray and Mallee	2006	1	59736
Murray and Mallee	2011	0	4795
Murray and Mallee	2011	1	59229
Murray and Mallee	2016	0	5393
Murray and Mallee	2016	1	59042
Migratory - Offshore - Shipping (SA)	2006	0	4
Migratory - Offshore - Shipping (SA)	2006	1	8
Migratory - Offshore - Shipping (SA)	2011	0	3
Migratory - Offshore - Shipping (SA)	2011	1	7
Migratory - Offshore - Shipping (SA)	2016	0	4
Migratory - Offshore - Shipping (SA)	2016	1	0
No usual address (SA)	2006	0	312
No usual address (SA)	2006	1	2075
No usual address (SA)	2011	0	336
No usual address (SA)	2011	1	2231
No usual address (SA)	2016	0	347
No usual address (SA)	2016	1	1933
Augusta - Margaret River - Busselton	2006	0	963
Augusta - Margaret River - Busselton	2006	1	32834
Augusta - Margaret River - Busselton	2011	0	1743
