SA3_NAME16	Year	Sex	persons
Maroondah	2016	F	56755
Maroondah	2016	M	53179
Whitehorse - East	2006	F	28709
Whitehorse - East	2006	M	26790
Whitehorse - East	2011	F	29510
Whitehorse - East	2011	M	27623
Whitehorse - East	2016	F	31482
Whitehorse - East	2016	M	29289
Yarra Ranges	2006	F	70433
Yarra Ranges	2006	M	69169
Yarra Ranges	2011	F	72630
Yarra Ranges	2011	M	71076
Yarra Ranges	2016	F	75331
Yarra Ranges	2016	M	73430
Cardinia	2006	F	28756
Cardinia	2006	M	28348
Cardinia	2011	F	37549
Cardinia	2011	M	36788
Cardinia	2016	F	47843
Cardinia	2016	M	46442
Casey - North	2006	F	57472
Casey - North	2006	M	56232
Casey - North	2011	F	62585
Casey - North	2011	M	61433
Casey - North	2016	F	65939
Casey - North	2016	M	65181
Casey - South	2006	F	50727
Casey - South	2006	M	50521
Casey - South	2011	F	64339
Casey - South	2011	M	64023
Casey - South	2016	F	84335
Casey - South	2016	M	83842
Dandenong	2006	F	78995
Dandenong	2006	M	79216
Dandenong	2011	F	83731
Dandenong	2011	M	85337
Dandenong	2016	F	91729
Dandenong	2016	M	94898
Monash	2006	F	78332
Monash	2006	M	76407
Monash	2011	F	82045
Monash	2011	M	80185
Monash	2016	F	88955
Monash	2016	M	86102
Brimbank	2006	F	80324
Brimbank	2006	M	79103
Brimbank	2011	F	87179
Brimbank	2011	M	87243
Brimbank	2016	F	92780
Brimbank	2016	M	93039
Hobsons Bay	2006	F	39206
Hobsons Bay	2006	M	37970
Hobsons Bay	2011	F	40127
Hobsons Bay	2011	M	39284
Hobsons Bay	2016	F	42936
Hobsons Bay	2016	M	41066
Maribyrnong	2006	F	31282
Maribyrnong	2006	M	31857
Maribyrnong	2011	F	35243
Maribyrnong	2011	M	36395
Maribyrnong	2016	F	40883
Maribyrnong	2016	M	41405
Melton - Bacchus Marsh	2006	F	46457
Melton - Bacchus Marsh	2006	M	45868
Melton - Bacchus Marsh	2011	F	62859
Melton - Bacchus Marsh	2011	M	61704
Melton - Bacchus Marsh	2016	F	77773
Melton - Bacchus Marsh	2016	M	75666
Wyndham	2006	F	58703
Wyndham	2006	M	58278
Wyndham	2011	F	83111
Wyndham	2011	M	82912
Wyndham	2016	F	110525
Wyndham	2016	M	111366
Frankston	2006	F	60436
Frankston	2006	M	57370
Frankston	2011	F	64609
Frankston	2011	M	61853
Frankston	2016	F	68727
Frankston	2016	M	65418
Mornington Peninsula	2006	F	70087
Mornington Peninsula	2006	M	66396
Mornington Peninsula	2011	F	74566
Mornington Peninsula	2011	M	70042
Mornington Peninsula	2016	F	80125
Mornington Peninsula	2016	M	74875
Grampians	2006	F	29950
Grampians	2006	M	29446
Grampians	2011	F	29764
Grampians	2011	M	29487
Grampians	2016	F	29334
Grampians	2016	M	29485
Mildura	2006	F	25431
Mildura	2006	M	24384
Mildura	2011	F	26004
Mildura	2011	M	24975
Mildura	2016	F	27398
Mildura	2016	M	26481
Murray River - Swan Hill	2006	F	19328
Murray River - Swan Hill	2006	M	19457
Murray River - Swan Hill	2011	F	18523
Murray River - Swan Hill	2011	M	18677
Murray River - Swan Hill	2016	F	18583
Murray River - Swan Hill	2016	M	18753
Campaspe	2006	F	18133
Campaspe	2006	M	18075
Campaspe	2011	F	18451
Campaspe	2011	M	18099
Campaspe	2016	F	18841
Campaspe	2016	M	18368
Moira	2006	F	13564
Moira	2006	M	13519
Moira	2011	F	14139
Moira	2011	M	13984
Moira	2016	F	14598
Moira	2016	M	14514
Shepparton	2006	F	28901
Shepparton	2006	M	28188
Shepparton	2011	F	30456
Shepparton	2011	M	29768
Shepparton	2016	F	32036
Shepparton	2016	M	31618
Glenelg - Southern Grampians	2006	F	18297
Glenelg - Southern Grampians	2006	M	18095
Glenelg - Southern Grampians	2011	F	18154
Glenelg - Southern Grampians	2011	M	17838
Glenelg - Southern Grampians	2016	F	18013
Glenelg - Southern Grampians	2016	M	17543
Colac - Corangamite	2006	F	18515
Colac - Corangamite	2006	M	18392
Colac - Corangamite	2011	F	18333
Colac - Corangamite	2011	M	18359
Colac - Corangamite	2016	F	18460
Colac - Corangamite	2016	M	18574
Warrnambool	2006	F	23527
Warrnambool	2006	M	22320
Warrnambool	2011	F	24584
Warrnambool	2011	M	23391
Warrnambool	2016	F	25720
Warrnambool	2016	M	24386
Migratory - Offshore - Shipping (Vic.)	2006	F	3
Migratory - Offshore - Shipping (Vic.)	2006	M	49
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	36
Migratory - Offshore - Shipping (Vic.)	2016	F	4
Migratory - Offshore - Shipping (Vic.)	2016	M	28
No usual address (Vic.)	2006	F	2798
No usual address (Vic.)	2006	M	3598
No usual address (Vic.)	2011	F	3636
No usual address (Vic.)	2011	M	4672
No usual address (Vic.)	2016	F	3238
No usual address (Vic.)	2016	M	4331
Capalaba	2006	F	34683
Capalaba	2006	M	33663
Capalaba	2011	F	35451
Capalaba	2011	M	34494
Capalaba	2016	F	36245
Capalaba	2016	M	35328
Cleveland - Stradbroke	2006	F	33789
Cleveland - Stradbroke	2006	M	32117
Cleveland - Stradbroke	2011	F	39112
Cleveland - Stradbroke	2011	M	37048
Cleveland - Stradbroke	2016	F	42443
Cleveland - Stradbroke	2016	M	40373
Wynnum - Manly	2006	F	29642
Wynnum - Manly	2006	M	27909
Wynnum - Manly	2011	F	33215
Wynnum - Manly	2011	M	31812
Wynnum - Manly	2016	F	35184
Wynnum - Manly	2016	M	33520
Bald Hills - Everton Park	2006	F	17872
Bald Hills - Everton Park	2006	M	16637
Bald Hills - Everton Park	2011	F	19481
Bald Hills - Everton Park	2011	M	18285
Bald Hills - Everton Park	2016	F	21153
Bald Hills - Everton Park	2016	M	19642
Chermside	2006	F	32013
Chermside	2006	M	29020
Chermside	2011	F	34181
Chermside	2011	M	31710
Chermside	2016	F	35801
Chermside	2016	M	33274
Nundah	2006	F	15357
Nundah	2006	M	14828
Nundah	2011	F	17215
Nundah	2011	M	17353
Nundah	2016	F	19436
Nundah	2016	M	19235
Sandgate	2006	F	25258
Sandgate	2006	M	23426
Sandgate	2011	F	27258
Sandgate	2011	M	25569
Sandgate	2016	F	29879
Sandgate	2016	M	28107
Carindale	2006	F	22769
Carindale	2006	M	21228
Carindale	2011	F	24286
Carindale	2011	M	22726
Carindale	2016	F	26013
Carindale	2016	M	24168
Holland Park - Yeronga	2006	F	30678
Holland Park - Yeronga	2006	M	29417
Holland Park - Yeronga	2011	F	32868
Holland Park - Yeronga	2011	M	32317
Holland Park - Yeronga	2016	F	35929
Holland Park - Yeronga	2016	M	35048
Mt Gravatt	2006	F	31511
Mt Gravatt	2006	M	29740
Mt Gravatt	2011	F	33631
Mt Gravatt	2011	M	32031
Mt Gravatt	2016	F	36702
Mt Gravatt	2016	M	34500
Nathan	2006	F	17390
Nathan	2006	M	16991
Nathan	2011	F	18351
Nathan	2011	M	18167
Nathan	2016	F	19518
Nathan	2016	M	19349
Rocklea - Acacia Ridge	2006	F	22508
Rocklea - Acacia Ridge	2006	M	22197
Rocklea - Acacia Ridge	2011	F	27123
Rocklea - Acacia Ridge	2011	M	26517
Rocklea - Acacia Ridge	2016	F	30050
Rocklea - Acacia Ridge	2016	M	29486
Sunnybank	2006	F	21903
Sunnybank	2006	M	21271
Sunnybank	2011	F	23258
Sunnybank	2011	M	22812
Sunnybank	2016	F	24990
Sunnybank	2016	M	24813
Centenary	2006	F	16426
Centenary	2006	M	15378
Centenary	2011	F	16409
Centenary	2011	M	15652
Centenary	2016	F	16634
Centenary	2016	M	15898
Kenmore - Brookfield - Moggill	2006	F	20712
Kenmore - Brookfield - Moggill	2006	M	19691
Kenmore - Brookfield - Moggill	2011	F	22311
Kenmore - Brookfield - Moggill	2011	M	21313
Kenmore - Brookfield - Moggill	2016	F	23125
Kenmore - Brookfield - Moggill	2016	M	22244
Sherwood - Indooroopilly	2006	F	23135
Sherwood - Indooroopilly	2006	M	21575
Sherwood - Indooroopilly	2011	F	24163
Sherwood - Indooroopilly	2011	M	23133
Sherwood - Indooroopilly	2016	F	26301
Sherwood - Indooroopilly	2016	M	24776
The Gap - Enoggera	2006	F	22819
The Gap - Enoggera	2006	M	21482
The Gap - Enoggera	2011	F	24061
The Gap - Enoggera	2011	M	23308
The Gap - Enoggera	2016	F	25569
The Gap - Enoggera	2016	M	24441
Brisbane Inner	2006	F	24780
Brisbane Inner	2006	M	26764
Brisbane Inner	2011	F	27511
Brisbane Inner	2011	M	30074
Brisbane Inner	2016	F	32966
Brisbane Inner	2016	M	34616
Brisbane Inner - East	2006	F	17058
Brisbane Inner - East	2006	M	16643
Brisbane Inner - East	2011	F	18739
Brisbane Inner - East	2011	M	18836
Brisbane Inner - East	2016	F	20616
Brisbane Inner - East	2016	M	19980
Brisbane Inner - North	2006	F	35653
Brisbane Inner - North	2006	M	33525
Brisbane Inner - North	2011	F	38202
Brisbane Inner - North	2011	M	37076
Brisbane Inner - North	2016	F	43701
Brisbane Inner - North	2016	M	42463
Brisbane Inner - West	2006	F	25972
Brisbane Inner - West	2006	M	24622
Brisbane Inner - West	2011	F	27321
Brisbane Inner - West	2011	M	26221
Brisbane Inner - West	2016	F	28347
Brisbane Inner - West	2016	M	27520
Cairns - North	2006	F	19927
Cairns - North	2006	M	19553
Cairns - North	2011	F	24058
Cairns - North	2011	M	23161
Cairns - North	2016	F	26752
Cairns - North	2016	M	25904
Cairns - South	2006	F	42136
Cairns - South	2006	M	42269
Cairns - South	2011	F	47650
Cairns - South	2011	M	47085
Cairns - South	2016	F	51102
Cairns - South	2016	M	49689
Innisfail - Cassowary Coast	2006	F	16419
Innisfail - Cassowary Coast	2006	M	17282
Innisfail - Cassowary Coast	2011	F	16234
Innisfail - Cassowary Coast	2011	M	17231
Innisfail - Cassowary Coast	2016	F	16888
Innisfail - Cassowary Coast	2016	M	17846
Port Douglas - Daintree	2006	F	4870
Port Douglas - Daintree	2006	M	5284
Port Douglas - Daintree	2011	F	5256
Port Douglas - Daintree	2011	M	5532
Port Douglas - Daintree	2016	F	5712
Port Douglas - Daintree	2016	M	5894
Tablelands (East) - Kuranda	2006	F	17853
Tablelands (East) - Kuranda	2006	M	17518
Tablelands (East) - Kuranda	2011	F	19366
Tablelands (East) - Kuranda	2011	M	18867
Tablelands (East) - Kuranda	2016	F	20467
Tablelands (East) - Kuranda	2016	M	19927
Darling Downs (West) - Maranoa	2006	F	19743
Darling Downs (West) - Maranoa	2006	M	20691
Darling Downs (West) - Maranoa	2011	F	21086
Darling Downs (West) - Maranoa	2011	M	22327
Darling Downs (West) - Maranoa	2016	F	21434
Darling Downs (West) - Maranoa	2016	M	22627
Darling Downs - East	2006	F	18890
Darling Downs - East	2006	M	19356
Darling Downs - East	2011	F	19893
Darling Downs - East	2011	M	20472
Darling Downs - East	2016	F	20847
Darling Downs - East	2016	M	21275
Granite Belt	2006	F	18297
Granite Belt	2006	M	17888
Granite Belt	2011	F	19616
Granite Belt	2011	M	18884
Granite Belt	2016	F	20293
Granite Belt	2016	M	19805
Central Highlands (Qld)	2006	F	12664
Central Highlands (Qld)	2006	M	14661
Central Highlands (Qld)	2011	F	13823
Central Highlands (Qld)	2011	M	15839
Central Highlands (Qld)	2016	F	13734
Central Highlands (Qld)	2016	M	15225
Rockhampton	2006	F	50539
Rockhampton	2006	M	50635
Rockhampton	2011	F	54586
Rockhampton	2011	M	54750
Rockhampton	2016	F	57970
Rockhampton	2016	M	58025
Biloela	2006	F	7049
Biloela	2006	M	7603
Biloela	2011	F	6978
Biloela	2011	M	7481
Biloela	2016	F	6928
Biloela	2016	M	7388
Gladstone	2006	F	24638
Gladstone	2006	M	26120
Gladstone	2011	F	27794
Gladstone	2011	M	30095
Gladstone	2016	F	29989
Gladstone	2016	M	31647
Broadbeach - Burleigh	2006	F	27958
Broadbeach - Burleigh	2006	M	27117
Broadbeach - Burleigh	2011	F	29754
Broadbeach - Burleigh	2011	M	28168
Broadbeach - Burleigh	2016	F	31838
Broadbeach - Burleigh	2016	M	29800
Coolangatta	2006	F	24560
Coolangatta	2006	M	24025
Coolangatta	2011	F	25625
Coolangatta	2011	M	24472
Coolangatta	2016	F	27315
Coolangatta	2016	M	25873
Gold Coast - North	2006	F	28730
Gold Coast - North	2006	M	26796
Gold Coast - North	2011	F	31035
Gold Coast - North	2011	M	28567
Gold Coast - North	2016	F	34584
Gold Coast - North	2016	M	31315
Gold Coast Hinterland	2006	F	8101
Gold Coast Hinterland	2006	M	8092
Gold Coast Hinterland	2011	F	8664
Gold Coast Hinterland	2011	M	8469
Gold Coast Hinterland	2016	F	9405
Gold Coast Hinterland	2016	M	9100
Mudgeeraba - Tallebudgera	2006	F	13645
Mudgeeraba - Tallebudgera	2006	M	13253
Mudgeeraba - Tallebudgera	2011	F	15916
Mudgeeraba - Tallebudgera	2011	M	15162
Mudgeeraba - Tallebudgera	2016	F	17108
Mudgeeraba - Tallebudgera	2016	M	16276
Nerang	2006	F	27990
Nerang	2006	M	26939
Nerang	2011	F	32034
Nerang	2011	M	30637
Nerang	2016	F	34423
Nerang	2016	M	32870
Ormeau - Oxenford	2006	F	32888
Ormeau - Oxenford	2006	M	32444
Ormeau - Oxenford	2011	F	47493
Ormeau - Oxenford	2011	M	46566
Ormeau - Oxenford	2016	F	61474
Ormeau - Oxenford	2016	M	59411
Robina	2006	F	21290
Robina	2006	M	19469
Robina	2011	F	23698
Robina	2011	M	21495
Robina	2016	F	26094
Robina	2016	M	23385
Southport	2006	F	25420
Southport	2006	M	24271
Southport	2011	F	27994
Southport	2011	M	26556
Southport	2016	F	30204
Southport	2016	M	28686
Surfers Paradise	2006	F	16180
Surfers Paradise	2006	M	17017
Surfers Paradise	2011	F	17386
Surfers Paradise	2011	M	17939
Surfers Paradise	2016	F	20397
Surfers Paradise	2016	M	20438
Forest Lake - Oxley	2006	F	29038
Forest Lake - Oxley	2006	M	28699
Forest Lake - Oxley	2011	F	31622
Forest Lake - Oxley	2011	M	31957
Forest Lake - Oxley	2016	F	35875
Forest Lake - Oxley	2016	M	36354
Ipswich Hinterland	2006	F	24548
Ipswich Hinterland	2006	M	25111
Ipswich Hinterland	2011	F	28049
Ipswich Hinterland	2011	M	28900
Ipswich Hinterland	2016	F	31100
Ipswich Hinterland	2016	M	31626
Ipswich Inner	2006	F	43623
Ipswich Inner	2006	M	42369
Ipswich Inner	2011	F	48066
Ipswich Inner	2011	M	46843
Ipswich Inner	2016	F	52966
Ipswich Inner	2016	M	51240
Springfield - Redbank	2006	F	24064
Springfield - Redbank	2006	M	24255
Springfield - Redbank	2011	F	33304
Springfield - Redbank	2011	M	33056
Springfield - Redbank	2016	F	42323
Springfield - Redbank	2016	M	41587
Beaudesert	2006	F	5421
Beaudesert	2006	M	5454
Beaudesert	2011	F	6305
Beaudesert	2011	M	6076
Beaudesert	2016	F	7084
Beaudesert	2016	M	6825
Beenleigh	2006	F	16522
Beenleigh	2006	M	16167
Beenleigh	2011	F	19141
Beenleigh	2011	M	18619
Beenleigh	2016	F	20993
Beenleigh	2016	M	19935
Browns Plains	2006	F	33069
Browns Plains	2006	M	32752
Browns Plains	2011	F	36566
Browns Plains	2011	M	36146
Browns Plains	2016	F	40423
Browns Plains	2016	M	39393
Jimboomba	2006	F	15440
Jimboomba	2006	M	15772
Jimboomba	2011	F	18404
Jimboomba	2011	M	18941
Jimboomba	2016	F	22686
Jimboomba	2016	M	22905
Loganlea - Carbrook	2006	F	24846
Loganlea - Carbrook	2006	M	24320
Loganlea - Carbrook	2011	F	27960
Loganlea - Carbrook	2011	M	26922
Loganlea - Carbrook	2016	F	30477
Loganlea - Carbrook	2016	M	29301
Springwood - Kingston	2006	F	36446
Springwood - Kingston	2006	M	35535
Springwood - Kingston	2011	F	38001
Springwood - Kingston	2011	M	37354
Springwood - Kingston	2016	F	38904
Springwood - Kingston	2016	M	38367
Bowen Basin - North	2006	F	14718
Bowen Basin - North	2006	M	17477
Bowen Basin - North	2011	F	16089
Bowen Basin - North	2011	M	19389
Bowen Basin - North	2016	F	15578
Bowen Basin - North	2016	M	17917
Mackay	2006	F	49537
Mackay	2006	M	51484
Mackay	2011	F	54562
Mackay	2011	M	58238
Mackay	2016	F	56713
Mackay	2016	M	58256
Whitsunday	2006	F	7948
Whitsunday	2006	M	9009
Whitsunday	2011	F	8830
Whitsunday	2011	M	9703
Whitsunday	2016	F	10227
Whitsunday	2016	M	10993
Bribie - Beachmere	2006	F	14005
Bribie - Beachmere	2006	M	13350
Bribie - Beachmere	2011	F	15707
Bribie - Beachmere	2011	M	14824
Bribie - Beachmere	2016	F	17028
Bribie - Beachmere	2016	M	16008
Caboolture	2006	F	23722
Caboolture	2006	M	22874
Caboolture	2011	F	30258
Caboolture	2011	M	28960
Caboolture	2016	F	34549
Caboolture	2016	M	32914
Caboolture Hinterland	2006	F	4581
Caboolture Hinterland	2006	M	5492
Caboolture Hinterland	2011	F	5350
Caboolture Hinterland	2011	M	5942
Caboolture Hinterland	2016	F	6094
Caboolture Hinterland	2016	M	7137
Narangba - Burpengary	2006	F	26431
Narangba - Burpengary	2006	M	25965
Narangba - Burpengary	2011	F	29643
Narangba - Burpengary	2011	M	28784
Narangba - Burpengary	2016	F	31973
Narangba - Burpengary	2016	M	30908
Redcliffe	2006	F	26728
Redcliffe	2006	M	24697
Redcliffe	2011	F	29150
Redcliffe	2011	M	27142
Redcliffe	2016	F	31127
Redcliffe	2016	M	28342
The Hills District	2006	F	36473
The Hills District	2006	M	36085
The Hills District	2011	F	40463
The Hills District	2011	M	40050
The Hills District	2016	F	43439
The Hills District	2016	M	42751
North Lakes	2006	F	17472
North Lakes	2006	M	16811
North Lakes	2011	F	26456
North Lakes	2011	M	25117
North Lakes	2016	F	36820
North Lakes	2016	M	34738
Strathpine	2006	F	17366
Strathpine	2006	M	16932
Strathpine	2011	F	17869
Strathpine	2011	M	17481
Strathpine	2016	F	18887
Strathpine	2016	M	18328
Far North	2006	F	13221
Far North	2006	M	14722
Far North	2011	F	13917
Far North	2011	M	15962
Far North	2016	F	15249
Far North	2016	M	17144
Outback - North	2006	F	14570
Outback - North	2006	M	16374
Outback - North	2011	F	15361
Outback - North	2011	M	17771
Outback - North	2016	F	14206
Outback - North	2016	M	15448
Outback - South	2006	F	9600
Outback - South	2006	M	10031
Outback - South	2011	F	9808
Outback - South	2011	M	10104
Outback - South	2016	F	8787
Outback - South	2016	M	8871
Buderim	2006	F	21562
Buderim	2006	M	19346
Buderim	2011	F	24096
Buderim	2011	M	21644
Buderim	2016	F	28829
Buderim	2016	M	25658
Caloundra	2006	F	31813
Caloundra	2006	M	29590
Caloundra	2011	F	36298
Caloundra	2011	M	33744
Caloundra	2016	F	41750
Caloundra	2016	M	38763
Maroochy	2006	F	24201
Maroochy	2006	M	23461
Maroochy	2011	F	26338
Maroochy	2011	M	24746
Maroochy	2016	F	29136
Maroochy	2016	M	27171
Noosa	2006	F	16551
Noosa	2006	M	15590
Noosa	2011	F	18653
Noosa	2011	M	17241
Noosa	2016	F	21381
Noosa	2016	M	19778
Sunshine Coast Hinterland	2006	F	20854
Sunshine Coast Hinterland	2006	M	20354
Sunshine Coast Hinterland	2011	F	23557
Sunshine Coast Hinterland	2011	M	22743
Sunshine Coast Hinterland	2016	F	25267
Sunshine Coast Hinterland	2016	M	24316
Nambour	2006	F	17199
Nambour	2006	M	16735
Nambour	2011	F	19162
Nambour	2011	M	18436
Nambour	2016	F	21836
Nambour	2016	M	20793
Noosa Hinterland	2006	F	9532
Noosa Hinterland	2006	M	9471
Noosa Hinterland	2011	F	10168
Noosa Hinterland	2011	M	10091
Noosa Hinterland	2016	F	11016
Noosa Hinterland	2016	M	10837
Toowoomba	2006	F	67000
Toowoomba	2006	M	62906
Toowoomba	2011	F	72381
Toowoomba	2011	M	67840
Toowoomba	2016	F	77279
Toowoomba	2016	M	72238
Charters Towers - Ayr - Ingham	2006	F	20872
Charters Towers - Ayr - Ingham	2006	M	21168
Charters Towers - Ayr - Ingham	2011	F	21466
Charters Towers - Ayr - Ingham	2011	M	21904
Charters Towers - Ayr - Ingham	2016	F	20926
Charters Towers - Ayr - Ingham	2016	M	21295
Townsville	2006	F	76874
Townsville	2006	M	77762
Townsville	2011	F	87387
Townsville	2011	M	87144
Townsville	2016	F	93430
Townsville	2016	M	93377
Bundaberg	2006	F	39981
Bundaberg	2006	M	38411
Bundaberg	2011	F	43141
Bundaberg	2011	M	41596
Bundaberg	2016	F	44744
Bundaberg	2016	M	43025
Burnett	2006	F	22323
Burnett	2006	M	22608
Burnett	2011	F	23683
Burnett	2011	M	23791
Burnett	2016	F	24279
Burnett	2016	M	24791
Gympie - Cooloola	2006	F	20987
Gympie - Cooloola	2006	M	20878
Gympie - Cooloola	2011	F	22992
Gympie - Cooloola	2011	M	22698
Gympie - Cooloola	2016	F	24947
Gympie - Cooloola	2016	M	24538
Hervey Bay	2006	F	23416
Hervey Bay	2006	M	22086
Hervey Bay	2011	F	27514
Hervey Bay	2011	M	25323
Hervey Bay	2016	F	29509
Hervey Bay	2016	M	27170
Maryborough	2006	F	19323
Maryborough	2006	M	19520
Maryborough	2011	F	21152
Maryborough	2011	M	21370
Maryborough	2016	F	22261
Maryborough	2016	M	22633
Migratory - Offshore - Shipping (Qld)	2006	F	11
Migratory - Offshore - Shipping (Qld)	2006	M	83
Migratory - Offshore - Shipping (Qld)	2011	F	193
Migratory - Offshore - Shipping (Qld)	2011	M	275
Migratory - Offshore - Shipping (Qld)	2016	F	87
Migratory - Offshore - Shipping (Qld)	2016	M	66
No usual address (Qld)	2006	F	5542
No usual address (Qld)	2006	M	7268
No usual address (Qld)	2011	F	5396
No usual address (Qld)	2011	M	7153
No usual address (Qld)	2016	F	5572
No usual address (Qld)	2016	M	6937
Adelaide City	2006	F	7907
Adelaide City	2006	M	8750
Adelaide City	2011	F	9493
Adelaide City	2011	M	10149
Adelaide City	2016	F	10753
Adelaide City	2016	M	11310
Adelaide Hills	2006	F	32257
Adelaide Hills	2006	M	31683
Adelaide Hills	2011	F	34401
Adelaide Hills	2011	M	33658
Adelaide Hills	2016	F	36486
Adelaide Hills	2016	M	35406
Burnside	2006	F	22266
Burnside	2006	M	19688
Burnside	2011	F	22272
Burnside	2011	M	19921
Burnside	2016	F	23185
Burnside	2016	M	20723
Campbelltown (SA)	2006	F	24096
Campbelltown (SA)	2006	M	22419
Campbelltown (SA)	2011	F	25120
Campbelltown (SA)	2011	M	23378
Campbelltown (SA)	2016	F	25962
Campbelltown (SA)	2016	M	24561
Norwood - Payneham - St Peters	2006	F	17749
Norwood - Payneham - St Peters	2006	M	15986
Norwood - Payneham - St Peters	2011	F	18168
Norwood - Payneham - St Peters	2011	M	16720
Norwood - Payneham - St Peters	2016	F	18425
Norwood - Payneham - St Peters	2016	M	16931
Prospect - Walkerville	2006	F	13384
Prospect - Walkerville	2006	M	12877
Prospect - Walkerville	2011	F	13657
Prospect - Walkerville	2011	M	13298
Prospect - Walkerville	2016	F	14103
Prospect - Walkerville	2016	M	13969
Unley	2006	F	19229
Unley	2006	M	16771
Unley	2011	F	19509
Unley	2011	M	17334
Unley	2016	F	19949
Unley	2016	M	17771
Gawler - Two Wells	2006	F	14422
Gawler - Two Wells	2006	M	13857
Gawler - Two Wells	2011	F	16163
Gawler - Two Wells	2011	M	15479
Gawler - Two Wells	2016	F	17627
Gawler - Two Wells	2016	M	17011
Playford	2006	F	35604
Playford	2006	M	35013
Playford	2011	F	40244
Playford	2011	M	39625
Playford	2016	F	45495
Playford	2016	M	44657
Port Adelaide - East	2006	F	27734
Port Adelaide - East	2006	M	27481
Port Adelaide - East	2011	F	30385
Port Adelaide - East	2011	M	30552
Port Adelaide - East	2016	F	33924
Port Adelaide - East	2016	M	34132
Salisbury	2006	F	58735
Salisbury	2006	M	58135
Salisbury	2011	F	64151
Salisbury	2011	M	63511
Salisbury	2016	F	68540
Salisbury	2016	M	68093
Tea Tree Gully	2006	F	46940
Tea Tree Gully	2006	M	45138
Tea Tree Gully	2011	F	46665
Tea Tree Gully	2011	M	44872
Tea Tree Gully	2016	F	47900
Tea Tree Gully	2016	M	45709
Holdfast Bay	2006	F	16943
Holdfast Bay	2006	M	15093
Holdfast Bay	2011	F	17347
Holdfast Bay	2011	M	15724
Holdfast Bay	2016	F	17649
Holdfast Bay	2016	M	16055
Marion	2006	F	41535
Marion	2006	M	38436
Marion	2011	F	43669
Marion	2011	M	40653
Marion	2016	F	46763
Marion	2016	M	43304
Mitcham	2006	F	31582
Mitcham	2006	M	29323
Mitcham	2011	F	31855
Mitcham	2011	M	29804
Mitcham	2016	F	32919
Mitcham	2016	M	30612
Onkaparinga	2006	F	76501
Onkaparinga	2006	M	74187
Onkaparinga	2011	F	81782
Onkaparinga	2011	M	79036
Onkaparinga	2016	F	85772
Onkaparinga	2016	M	82270
Charles Sturt	2006	F	50172
Charles Sturt	2006	M	47800
Charles Sturt	2011	F	52209
Charles Sturt	2011	M	50021
Charles Sturt	2016	F	55539
Charles Sturt	2016	M	53158
Port Adelaide - West	2006	F	26872
Port Adelaide - West	2006	M	25679
Port Adelaide - West	2011	F	28588
Port Adelaide - West	2011	M	28017
Port Adelaide - West	2016	F	29543
Port Adelaide - West	2016	M	28424
West Torrens	2006	F	27906
West Torrens	2006	M	26815
West Torrens	2011	F	29554
West Torrens	2011	M	28268
West Torrens	2016	F	31290
West Torrens	2016	M	29790
Barossa	2006	F	15622
Barossa	2006	M	15814
Barossa	2011	F	16579
Barossa	2011	M	16619
Barossa	2016	F	17770
Barossa	2016	M	17726
Lower North	2006	F	10560
Lower North	2006	M	10682
Lower North	2011	F	10950
Lower North	2011	M	11104
Lower North	2016	F	11192
Lower North	2016	M	11351
Mid North	2006	F	13859
Mid North	2006	M	13608
Mid North	2011	F	13690
Mid North	2011	M	13573
Mid North	2016	F	13741
Mid North	2016	M	13531
Yorke Peninsula	2006	F	11345
Yorke Peninsula	2006	M	11297
Yorke Peninsula	2011	F	11996
Yorke Peninsula	2011	M	12004
Yorke Peninsula	2016	F	12458
Yorke Peninsula	2016	M	12746
Eyre Peninsula and South West	2006	F	26929
Eyre Peninsula and South West	2006	M	27953
Eyre Peninsula and South West	2011	F	27886
Eyre Peninsula and South West	2011	M	28512
Eyre Peninsula and South West	2016	F	27993
Eyre Peninsula and South West	2016	M	28616
Outback - North and East	2006	F	12794
Outback - North and East	2006	M	14171
Outback - North and East	2011	F	13063
Outback - North and East	2011	M	15129
Outback - North and East	2016	F	12350
Outback - North and East	2016	M	13857
Fleurieu - Kangaroo Island	2006	F	20969
Fleurieu - Kangaroo Island	2006	M	20170
Fleurieu - Kangaroo Island	2011	F	23809
Fleurieu - Kangaroo Island	2011	M	22543
Fleurieu - Kangaroo Island	2016	F	25925
Fleurieu - Kangaroo Island	2016	M	24473
Limestone Coast	2006	F	30994
Limestone Coast	2006	M	31218
Limestone Coast	2011	F	31432
Limestone Coast	2011	M	31642
Limestone Coast	2016	F	31942
Limestone Coast	2016	M	32852
Murray and Mallee	2006	F	33100
Murray and Mallee	2006	M	33663
Murray and Mallee	2011	F	33430
Murray and Mallee	2011	M	34294
Murray and Mallee	2016	F	34327
Murray and Mallee	2016	M	35223
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	7
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	5
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	6
No usual address (SA)	2006	F	1125
No usual address (SA)	2006	M	1494
No usual address (SA)	2011	F	1287
No usual address (SA)	2011	M	1778
No usual address (SA)	2016	F	1129
