SA3_NAME16	Year	NonSchoolQualification	Sex	persons
Burnside	2011	Graduate Diploma and Graduate Certificate	M	430
Burnside	2011	Postgraduate	F	1219
Burnside	2011	Postgraduate	M	1751
Burnside	2016		F	11795
Burnside	2016		M	9928
Burnside	2016	Certificate nfd	F	397
Burnside	2016	Certificate nfd	M	211
Burnside	2016	Certificate I and II Level	F	151
Burnside	2016	Certificate I and II Level	M	75
Burnside	2016	Certificate III and IV Level	F	905
Burnside	2016	Certificate III and IV Level	M	1622
Burnside	2016	Advanced Diploma and Diploma	F	2027
Burnside	2016	Advanced Diploma and Diploma	M	1437
Burnside	2016	Bachelor	F	5267
Burnside	2016	Bachelor	M	4728
Burnside	2016	Graduate Diploma and Graduate Certificate	F	834
Burnside	2016	Graduate Diploma and Graduate Certificate	M	532
Burnside	2016	Postgraduate	F	1809
Burnside	2016	Postgraduate	M	2190
Campbelltown (SA)	2006		F	17230
Campbelltown (SA)	2006		M	14322
Campbelltown (SA)	2006	Certificate nfd	F	385
Campbelltown (SA)	2006	Certificate nfd	M	217
Campbelltown (SA)	2006	Certificate I and II Level	F	217
Campbelltown (SA)	2006	Certificate I and II Level	M	146
Campbelltown (SA)	2006	Certificate III and IV Level	F	1449
Campbelltown (SA)	2006	Certificate III and IV Level	M	3536
Campbelltown (SA)	2006	Advanced Diploma and Diploma	F	1500
Campbelltown (SA)	2006	Advanced Diploma and Diploma	M	1300
Campbelltown (SA)	2006	Bachelor	F	2608
Campbelltown (SA)	2006	Bachelor	M	2183
Campbelltown (SA)	2006	Graduate Diploma and Graduate Certificate	F	379
Campbelltown (SA)	2006	Graduate Diploma and Graduate Certificate	M	220
Campbelltown (SA)	2006	Postgraduate	F	328
Campbelltown (SA)	2006	Postgraduate	M	495
Campbelltown (SA)	2011		F	16535
Campbelltown (SA)	2011		M	13936
Campbelltown (SA)	2011	Certificate nfd	F	362
Campbelltown (SA)	2011	Certificate nfd	M	233
Campbelltown (SA)	2011	Certificate I and II Level	F	222
Campbelltown (SA)	2011	Certificate I and II Level	M	154
Campbelltown (SA)	2011	Certificate III and IV Level	F	1636
Campbelltown (SA)	2011	Certificate III and IV Level	M	3638
Campbelltown (SA)	2011	Advanced Diploma and Diploma	F	1794
Campbelltown (SA)	2011	Advanced Diploma and Diploma	M	1510
Campbelltown (SA)	2011	Bachelor	F	3425
Campbelltown (SA)	2011	Bachelor	M	2794
Campbelltown (SA)	2011	Graduate Diploma and Graduate Certificate	F	472
Campbelltown (SA)	2011	Graduate Diploma and Graduate Certificate	M	295
Campbelltown (SA)	2011	Postgraduate	F	674
Campbelltown (SA)	2011	Postgraduate	M	818
Campbelltown (SA)	2016		F	15546
Campbelltown (SA)	2016		M	13655
Campbelltown (SA)	2016	Certificate nfd	F	398
Campbelltown (SA)	2016	Certificate nfd	M	309
Campbelltown (SA)	2016	Certificate I and II Level	F	231
Campbelltown (SA)	2016	Certificate I and II Level	M	146
Campbelltown (SA)	2016	Certificate III and IV Level	F	1857
Campbelltown (SA)	2016	Certificate III and IV Level	M	3824
Campbelltown (SA)	2016	Advanced Diploma and Diploma	F	2082
Campbelltown (SA)	2016	Advanced Diploma and Diploma	M	1689
Campbelltown (SA)	2016	Bachelor	F	4071
Campbelltown (SA)	2016	Bachelor	M	3407
Campbelltown (SA)	2016	Graduate Diploma and Graduate Certificate	F	579
Campbelltown (SA)	2016	Graduate Diploma and Graduate Certificate	M	361
Campbelltown (SA)	2016	Postgraduate	F	1198
Campbelltown (SA)	2016	Postgraduate	M	1170
Norwood - Payneham - St Peters	2006		F	11026
Norwood - Payneham - St Peters	2006		M	9097
Norwood - Payneham - St Peters	2006	Certificate nfd	F	292
Norwood - Payneham - St Peters	2006	Certificate nfd	M	179
Norwood - Payneham - St Peters	2006	Certificate I and II Level	F	146
Norwood - Payneham - St Peters	2006	Certificate I and II Level	M	97
Norwood - Payneham - St Peters	2006	Certificate III and IV Level	F	794
Norwood - Payneham - St Peters	2006	Certificate III and IV Level	M	1938
Norwood - Payneham - St Peters	2006	Advanced Diploma and Diploma	F	1323
Norwood - Payneham - St Peters	2006	Advanced Diploma and Diploma	M	952
Norwood - Payneham - St Peters	2006	Bachelor	F	3063
Norwood - Payneham - St Peters	2006	Bachelor	M	2675
Norwood - Payneham - St Peters	2006	Graduate Diploma and Graduate Certificate	F	484
Norwood - Payneham - St Peters	2006	Graduate Diploma and Graduate Certificate	M	280
Norwood - Payneham - St Peters	2006	Postgraduate	F	621
Norwood - Payneham - St Peters	2006	Postgraduate	M	768
Norwood - Payneham - St Peters	2011		F	10154
Norwood - Payneham - St Peters	2011		M	8889
Norwood - Payneham - St Peters	2011	Certificate nfd	F	259
Norwood - Payneham - St Peters	2011	Certificate nfd	M	159
Norwood - Payneham - St Peters	2011	Certificate I and II Level	F	131
Norwood - Payneham - St Peters	2011	Certificate I and II Level	M	86
Norwood - Payneham - St Peters	2011	Certificate III and IV Level	F	893
Norwood - Payneham - St Peters	2011	Certificate III and IV Level	M	1939
Norwood - Payneham - St Peters	2011	Advanced Diploma and Diploma	F	1496
Norwood - Payneham - St Peters	2011	Advanced Diploma and Diploma	M	1123
Norwood - Payneham - St Peters	2011	Bachelor	F	3749
Norwood - Payneham - St Peters	2011	Bachelor	M	3092
Norwood - Payneham - St Peters	2011	Graduate Diploma and Graduate Certificate	F	543
Norwood - Payneham - St Peters	2011	Graduate Diploma and Graduate Certificate	M	304
Norwood - Payneham - St Peters	2011	Postgraduate	F	943
Norwood - Payneham - St Peters	2011	Postgraduate	M	1128
Norwood - Payneham - St Peters	2016		F	9533
Norwood - Payneham - St Peters	2016		M	8449
Norwood - Payneham - St Peters	2016	Certificate nfd	F	290
Norwood - Payneham - St Peters	2016	Certificate nfd	M	189
Norwood - Payneham - St Peters	2016	Certificate I and II Level	F	142
Norwood - Payneham - St Peters	2016	Certificate I and II Level	M	102
Norwood - Payneham - St Peters	2016	Certificate III and IV Level	F	946
Norwood - Payneham - St Peters	2016	Certificate III and IV Level	M	1939
Norwood - Payneham - St Peters	2016	Advanced Diploma and Diploma	F	1478
Norwood - Payneham - St Peters	2016	Advanced Diploma and Diploma	M	1185
Norwood - Payneham - St Peters	2016	Bachelor	F	4018
Norwood - Payneham - St Peters	2016	Bachelor	M	3308
Norwood - Payneham - St Peters	2016	Graduate Diploma and Graduate Certificate	F	659
Norwood - Payneham - St Peters	2016	Graduate Diploma and Graduate Certificate	M	388
Norwood - Payneham - St Peters	2016	Postgraduate	F	1359
Norwood - Payneham - St Peters	2016	Postgraduate	M	1371
Prospect - Walkerville	2006		F	8416
Prospect - Walkerville	2006		M	7359
Prospect - Walkerville	2006	Certificate nfd	F	216
Prospect - Walkerville	2006	Certificate nfd	M	157
Prospect - Walkerville	2006	Certificate I and II Level	F	112
Prospect - Walkerville	2006	Certificate I and II Level	M	79
Prospect - Walkerville	2006	Certificate III and IV Level	F	629
Prospect - Walkerville	2006	Certificate III and IV Level	M	1599
Prospect - Walkerville	2006	Advanced Diploma and Diploma	F	1049
Prospect - Walkerville	2006	Advanced Diploma and Diploma	M	794
Prospect - Walkerville	2006	Bachelor	F	2167
Prospect - Walkerville	2006	Bachelor	M	2093
Prospect - Walkerville	2006	Graduate Diploma and Graduate Certificate	F	338
Prospect - Walkerville	2006	Graduate Diploma and Graduate Certificate	M	213
Prospect - Walkerville	2006	Postgraduate	F	457
Prospect - Walkerville	2006	Postgraduate	M	583
Prospect - Walkerville	2011		F	7902
Prospect - Walkerville	2011		M	7205
Prospect - Walkerville	2011	Certificate nfd	F	213
Prospect - Walkerville	2011	Certificate nfd	M	115
Prospect - Walkerville	2011	Certificate I and II Level	F	117
Prospect - Walkerville	2011	Certificate I and II Level	M	77
Prospect - Walkerville	2011	Certificate III and IV Level	F	787
Prospect - Walkerville	2011	Certificate III and IV Level	M	1628
Prospect - Walkerville	2011	Advanced Diploma and Diploma	F	1071
Prospect - Walkerville	2011	Advanced Diploma and Diploma	M	895
Prospect - Walkerville	2011	Bachelor	F	2489
Prospect - Walkerville	2011	Bachelor	M	2295
Prospect - Walkerville	2011	Graduate Diploma and Graduate Certificate	F	416
Prospect - Walkerville	2011	Graduate Diploma and Graduate Certificate	M	249
Prospect - Walkerville	2011	Postgraduate	F	662
Prospect - Walkerville	2011	Postgraduate	M	834
Prospect - Walkerville	2016		F	7482
Prospect - Walkerville	2016		M	7137
Prospect - Walkerville	2016	Certificate nfd	F	220
Prospect - Walkerville	2016	Certificate nfd	M	158
Prospect - Walkerville	2016	Certificate I and II Level	F	107
Prospect - Walkerville	2016	Certificate I and II Level	M	82
Prospect - Walkerville	2016	Certificate III and IV Level	F	812
Prospect - Walkerville	2016	Certificate III and IV Level	M	1715
Prospect - Walkerville	2016	Advanced Diploma and Diploma	F	1184
Prospect - Walkerville	2016	Advanced Diploma and Diploma	M	1000
Prospect - Walkerville	2016	Bachelor	F	2929
Prospect - Walkerville	2016	Bachelor	M	2585
Prospect - Walkerville	2016	Graduate Diploma and Graduate Certificate	F	475
Prospect - Walkerville	2016	Graduate Diploma and Graduate Certificate	M	305
Prospect - Walkerville	2016	Postgraduate	F	894
Prospect - Walkerville	2016	Postgraduate	M	987
Unley	2006		F	11381
Unley	2006		M	9044
Unley	2006	Certificate nfd	F	326
Unley	2006	Certificate nfd	M	196
Unley	2006	Certificate I and II Level	F	153
Unley	2006	Certificate I and II Level	M	121
Unley	2006	Certificate III and IV Level	F	866
Unley	2006	Certificate III and IV Level	M	1662
Unley	2006	Advanced Diploma and Diploma	F	1562
Unley	2006	Advanced Diploma and Diploma	M	1172
Unley	2006	Bachelor	F	3651
Unley	2006	Bachelor	M	3150
Unley	2006	Graduate Diploma and Graduate Certificate	F	567
Unley	2006	Graduate Diploma and Graduate Certificate	M	375
Unley	2006	Postgraduate	F	723
Unley	2006	Postgraduate	M	1051
Unley	2011		F	10724
Unley	2011		M	8801
Unley	2011	Certificate nfd	F	274
Unley	2011	Certificate nfd	M	160
Unley	2011	Certificate I and II Level	F	165
Unley	2011	Certificate I and II Level	M	104
Unley	2011	Certificate III and IV Level	F	868
Unley	2011	Certificate III and IV Level	M	1674
Unley	2011	Advanced Diploma and Diploma	F	1537
Unley	2011	Advanced Diploma and Diploma	M	1191
Unley	2011	Bachelor	F	4131
Unley	2011	Bachelor	M	3575
Unley	2011	Graduate Diploma and Graduate Certificate	F	689
Unley	2011	Graduate Diploma and Graduate Certificate	M	422
Unley	2011	Postgraduate	F	1121
Unley	2011	Postgraduate	M	1407
Unley	2016		F	10036
Unley	2016		M	8600
Unley	2016	Certificate nfd	F	302
Unley	2016	Certificate nfd	M	209
Unley	2016	Certificate I and II Level	F	122
Unley	2016	Certificate I and II Level	M	76
Unley	2016	Certificate III and IV Level	F	970
Unley	2016	Certificate III and IV Level	M	1656
Unley	2016	Advanced Diploma and Diploma	F	1619
Unley	2016	Advanced Diploma and Diploma	M	1233
Unley	2016	Bachelor	F	4531
Unley	2016	Bachelor	M	3873
Unley	2016	Graduate Diploma and Graduate Certificate	F	828
Unley	2016	Graduate Diploma and Graduate Certificate	M	459
Unley	2016	Postgraduate	F	1541
Unley	2016	Postgraduate	M	1665
Gawler - Two Wells	2006		F	11227
Gawler - Two Wells	2006		M	9720
Gawler - Two Wells	2006	Certificate nfd	F	237
Gawler - Two Wells	2006	Certificate nfd	M	146
Gawler - Two Wells	2006	Certificate I and II Level	F	186
Gawler - Two Wells	2006	Certificate I and II Level	M	104
Gawler - Two Wells	2006	Certificate III and IV Level	F	1039
Gawler - Two Wells	2006	Certificate III and IV Level	M	2611
Gawler - Two Wells	2006	Advanced Diploma and Diploma	F	728
Gawler - Two Wells	2006	Advanced Diploma and Diploma	M	591
Gawler - Two Wells	2006	Bachelor	F	823
Gawler - Two Wells	2006	Bachelor	M	509
Gawler - Two Wells	2006	Graduate Diploma and Graduate Certificate	F	110
Gawler - Two Wells	2006	Graduate Diploma and Graduate Certificate	M	87
Gawler - Two Wells	2006	Postgraduate	F	72
Gawler - Two Wells	2006	Postgraduate	M	89
Gawler - Two Wells	2011		F	11613
Gawler - Two Wells	2011		M	10285
Gawler - Two Wells	2011	Certificate nfd	F	311
Gawler - Two Wells	2011	Certificate nfd	M	121
Gawler - Two Wells	2011	Certificate I and II Level	F	271
Gawler - Two Wells	2011	Certificate I and II Level	M	135
Gawler - Two Wells	2011	Certificate III and IV Level	F	1533
Gawler - Two Wells	2011	Certificate III and IV Level	M	3287
Gawler - Two Wells	2011	Advanced Diploma and Diploma	F	1082
Gawler - Two Wells	2011	Advanced Diploma and Diploma	M	738
Gawler - Two Wells	2011	Bachelor	F	1066
Gawler - Two Wells	2011	Bachelor	M	666
Gawler - Two Wells	2011	Graduate Diploma and Graduate Certificate	F	160
Gawler - Two Wells	2011	Graduate Diploma and Graduate Certificate	M	91
Gawler - Two Wells	2011	Postgraduate	F	127
Gawler - Two Wells	2011	Postgraduate	M	156
Gawler - Two Wells	2016		F	11615
Gawler - Two Wells	2016		M	10841
Gawler - Two Wells	2016	Certificate nfd	F	357
Gawler - Two Wells	2016	Certificate nfd	M	209
Gawler - Two Wells	2016	Certificate I and II Level	F	295
Gawler - Two Wells	2016	Certificate I and II Level	M	190
Gawler - Two Wells	2016	Certificate III and IV Level	F	2124
Gawler - Two Wells	2016	Certificate III and IV Level	M	3756
Gawler - Two Wells	2016	Advanced Diploma and Diploma	F	1484
Gawler - Two Wells	2016	Advanced Diploma and Diploma	M	946
Gawler - Two Wells	2016	Bachelor	F	1318
Gawler - Two Wells	2016	Bachelor	M	748
Gawler - Two Wells	2016	Graduate Diploma and Graduate Certificate	F	224
Gawler - Two Wells	2016	Graduate Diploma and Graduate Certificate	M	114
Gawler - Two Wells	2016	Postgraduate	F	210
Gawler - Two Wells	2016	Postgraduate	M	207
Playford	2006		F	29916
Playford	2006		M	27013
Playford	2006	Certificate nfd	F	527
Playford	2006	Certificate nfd	M	290
Playford	2006	Certificate I and II Level	F	571
Playford	2006	Certificate I and II Level	M	325
Playford	2006	Certificate III and IV Level	F	2165
Playford	2006	Certificate III and IV Level	M	5619
Playford	2006	Advanced Diploma and Diploma	F	1159
Playford	2006	Advanced Diploma and Diploma	M	953
Playford	2006	Bachelor	F	1086
Playford	2006	Bachelor	M	644
Playford	2006	Graduate Diploma and Graduate Certificate	F	118
Playford	2006	Graduate Diploma and Graduate Certificate	M	74
Playford	2006	Postgraduate	F	62
Playford	2006	Postgraduate	M	95
Playford	2011		F	31404
Playford	2011		M	29499
Playford	2011	Certificate nfd	F	668
Playford	2011	Certificate nfd	M	381
Playford	2011	Certificate I and II Level	F	844
Playford	2011	Certificate I and II Level	M	465
Playford	2011	Certificate III and IV Level	F	3721
Playford	2011	Certificate III and IV Level	M	6877
Playford	2011	Advanced Diploma and Diploma	F	1731
Playford	2011	Advanced Diploma and Diploma	M	1276
Playford	2011	Bachelor	F	1562
Playford	2011	Bachelor	M	859
Playford	2011	Graduate Diploma and Graduate Certificate	F	166
Playford	2011	Graduate Diploma and Graduate Certificate	M	102
Playford	2011	Postgraduate	F	148
Playford	2011	Postgraduate	M	166
Playford	2016		F	32947
Playford	2016		M	31907
Playford	2016	Certificate nfd	F	809
Playford	2016	Certificate nfd	M	470
Playford	2016	Certificate I and II Level	F	1018
Playford	2016	Certificate I and II Level	M	686
Playford	2016	Certificate III and IV Level	F	5306
Playford	2016	Certificate III and IV Level	M	8256
Playford	2016	Advanced Diploma and Diploma	F	2673
Playford	2016	Advanced Diploma and Diploma	M	1692
Playford	2016	Bachelor	F	2158
Playford	2016	Bachelor	M	1237
Playford	2016	Graduate Diploma and Graduate Certificate	F	288
Playford	2016	Graduate Diploma and Graduate Certificate	M	138
Playford	2016	Postgraduate	F	296
Playford	2016	Postgraduate	M	271
Port Adelaide - East	2006		F	20676
Port Adelaide - East	2006		M	18674
Port Adelaide - East	2006	Certificate nfd	F	461
Port Adelaide - East	2006	Certificate nfd	M	262
Port Adelaide - East	2006	Certificate I and II Level	F	347
Port Adelaide - East	2006	Certificate I and II Level	M	198
Port Adelaide - East	2006	Certificate III and IV Level	F	1726
Port Adelaide - East	2006	Certificate III and IV Level	M	4389
Port Adelaide - East	2006	Advanced Diploma and Diploma	F	1476
Port Adelaide - East	2006	Advanced Diploma and Diploma	M	1242
Port Adelaide - East	2006	Bachelor	F	2371
Port Adelaide - East	2006	Bachelor	M	2026
Port Adelaide - East	2006	Graduate Diploma and Graduate Certificate	F	347
Port Adelaide - East	2006	Graduate Diploma and Graduate Certificate	M	192
Port Adelaide - East	2006	Postgraduate	F	330
Port Adelaide - East	2006	Postgraduate	M	498
Port Adelaide - East	2011		F	20378
Port Adelaide - East	2011		M	19382
Port Adelaide - East	2011	Certificate nfd	F	472
Port Adelaide - East	2011	Certificate nfd	M	267
Port Adelaide - East	2011	Certificate I and II Level	F	421
Port Adelaide - East	2011	Certificate I and II Level	M	242
Port Adelaide - East	2011	Certificate III and IV Level	F	2171
Port Adelaide - East	2011	Certificate III and IV Level	M	4754
Port Adelaide - East	2011	Advanced Diploma and Diploma	F	1940
Port Adelaide - East	2011	Advanced Diploma and Diploma	M	1670
Port Adelaide - East	2011	Bachelor	F	3687
Port Adelaide - East	2011	Bachelor	M	2975
Port Adelaide - East	2011	Graduate Diploma and Graduate Certificate	F	442
Port Adelaide - East	2011	Graduate Diploma and Graduate Certificate	M	265
Port Adelaide - East	2011	Postgraduate	F	874
Port Adelaide - East	2011	Postgraduate	M	997
Port Adelaide - East	2016		F	20667
Port Adelaide - East	2016		M	20339
Port Adelaide - East	2016	Certificate nfd	F	504
Port Adelaide - East	2016	Certificate nfd	M	389
Port Adelaide - East	2016	Certificate I and II Level	F	391
Port Adelaide - East	2016	Certificate I and II Level	M	302
Port Adelaide - East	2016	Certificate III and IV Level	F	2654
Port Adelaide - East	2016	Certificate III and IV Level	M	4992
Port Adelaide - East	2016	Advanced Diploma and Diploma	F	2488
Port Adelaide - East	2016	Advanced Diploma and Diploma	M	2157
Port Adelaide - East	2016	Bachelor	F	5087
Port Adelaide - East	2016	Bachelor	M	4006
Port Adelaide - East	2016	Graduate Diploma and Graduate Certificate	F	617
Port Adelaide - East	2016	Graduate Diploma and Graduate Certificate	M	359
Port Adelaide - East	2016	Postgraduate	F	1516
Port Adelaide - East	2016	Postgraduate	M	1588
Salisbury	2006		F	47266
Salisbury	2006		M	42068
Salisbury	2006	Certificate nfd	F	981
Salisbury	2006	Certificate nfd	M	488
Salisbury	2006	Certificate I and II Level	F	933
Salisbury	2006	Certificate I and II Level	M	468
Salisbury	2006	Certificate III and IV Level	F	3947
Salisbury	2006	Certificate III and IV Level	M	10563
Salisbury	2006	Advanced Diploma and Diploma	F	2392
Salisbury	2006	Advanced Diploma and Diploma	M	1977
Salisbury	2006	Bachelor	F	2661
Salisbury	2006	Bachelor	M	2027
Salisbury	2006	Graduate Diploma and Graduate Certificate	F	306
Salisbury	2006	Graduate Diploma and Graduate Certificate	M	188
Salisbury	2006	Postgraduate	F	249
Salisbury	2006	Postgraduate	M	356
Salisbury	2011		F	47909
Salisbury	2011		M	43857
Salisbury	2011	Certificate nfd	F	1063
Salisbury	2011	Certificate nfd	M	586
Salisbury	2011	Certificate I and II Level	F	1079
Salisbury	2011	Certificate I and II Level	M	627
Salisbury	2011	Certificate III and IV Level	F	5542
Salisbury	2011	Certificate III and IV Level	M	11889
Salisbury	2011	Advanced Diploma and Diploma	F	3367
Salisbury	2011	Advanced Diploma and Diploma	M	2460
Salisbury	2011	Bachelor	F	4103
Salisbury	2011	Bachelor	M	3021
Salisbury	2011	Graduate Diploma and Graduate Certificate	F	466
Salisbury	2011	Graduate Diploma and Graduate Certificate	M	253
Salisbury	2011	Postgraduate	F	622
Salisbury	2011	Postgraduate	M	818
Salisbury	2016		F	47354
Salisbury	2016		M	44875
Salisbury	2016	Certificate nfd	F	1221
Salisbury	2016	Certificate nfd	M	849
Salisbury	2016	Certificate I and II Level	F	1144
Salisbury	2016	Certificate I and II Level	M	717
Salisbury	2016	Certificate III and IV Level	F	7160
Salisbury	2016	Certificate III and IV Level	M	12887
Salisbury	2016	Advanced Diploma and Diploma	F	4438
Salisbury	2016	Advanced Diploma and Diploma	M	3266
Salisbury	2016	Bachelor	F	5418
Salisbury	2016	Bachelor	M	3799
Salisbury	2016	Graduate Diploma and Graduate Certificate	F	616
Salisbury	2016	Graduate Diploma and Graduate Certificate	M	359
Salisbury	2016	Postgraduate	F	1189
Salisbury	2016	Postgraduate	M	1341
Tea Tree Gully	2006		F	34317
Tea Tree Gully	2006		M	27937
Tea Tree Gully	2006	Certificate nfd	F	945
Tea Tree Gully	2006	Certificate nfd	M	557
Tea Tree Gully	2006	Certificate I and II Level	F	641
Tea Tree Gully	2006	Certificate I and II Level	M	350
Tea Tree Gully	2006	Certificate III and IV Level	F	3367
Tea Tree Gully	2006	Certificate III and IV Level	M	9660
Tea Tree Gully	2006	Advanced Diploma and Diploma	F	3076
Tea Tree Gully	2006	Advanced Diploma and Diploma	M	2775
Tea Tree Gully	2006	Bachelor	F	3740
Tea Tree Gully	2006	Bachelor	M	2888
Tea Tree Gully	2006	Graduate Diploma and Graduate Certificate	F	500
Tea Tree Gully	2006	Graduate Diploma and Graduate Certificate	M	359
Tea Tree Gully	2006	Postgraduate	F	354
Tea Tree Gully	2006	Postgraduate	M	612
Tea Tree Gully	2011		F	31556
Tea Tree Gully	2011		M	26298
Tea Tree Gully	2011	Certificate nfd	F	953
Tea Tree Gully	2011	Certificate nfd	M	506
Tea Tree Gully	2011	Certificate I and II Level	F	641
Tea Tree Gully	2011	Certificate I and II Level	M	362
Tea Tree Gully	2011	Certificate III and IV Level	F	4062
Tea Tree Gully	2011	Certificate III and IV Level	M	9857
Tea Tree Gully	2011	Advanced Diploma and Diploma	F	3592
Tea Tree Gully	2011	Advanced Diploma and Diploma	M	3097
Tea Tree Gully	2011	Bachelor	F	4599
Tea Tree Gully	2011	Bachelor	M	3482
Tea Tree Gully	2011	Graduate Diploma and Graduate Certificate	F	650
Tea Tree Gully	2011	Graduate Diploma and Graduate Certificate	M	406
Tea Tree Gully	2011	Postgraduate	F	612
Tea Tree Gully	2011	Postgraduate	M	864
Tea Tree Gully	2016		F	29469
Tea Tree Gully	2016		M	25186
Tea Tree Gully	2016	Certificate nfd	F	967
Tea Tree Gully	2016	Certificate nfd	M	651
Tea Tree Gully	2016	Certificate I and II Level	F	662
Tea Tree Gully	2016	Certificate I and II Level	M	397
Tea Tree Gully	2016	Certificate III and IV Level	F	4954
Tea Tree Gully	2016	Certificate III and IV Level	M	10379
Tea Tree Gully	2016	Advanced Diploma and Diploma	F	4247
Tea Tree Gully	2016	Advanced Diploma and Diploma	M	3459
Tea Tree Gully	2016	Bachelor	F	5618
Tea Tree Gully	2016	Bachelor	M	3961
Tea Tree Gully	2016	Graduate Diploma and Graduate Certificate	F	915
Tea Tree Gully	2016	Graduate Diploma and Graduate Certificate	M	513
Tea Tree Gully	2016	Postgraduate	F	1068
Tea Tree Gully	2016	Postgraduate	M	1163
Holdfast Bay	2006		F	11233
Holdfast Bay	2006		M	8562
Holdfast Bay	2006	Certificate nfd	F	307
Holdfast Bay	2006	Certificate nfd	M	197
Holdfast Bay	2006	Certificate I and II Level	F	186
Holdfast Bay	2006	Certificate I and II Level	M	99
Holdfast Bay	2006	Certificate III and IV Level	F	955
Holdfast Bay	2006	Certificate III and IV Level	M	2476
Holdfast Bay	2006	Advanced Diploma and Diploma	F	1288
Holdfast Bay	2006	Advanced Diploma and Diploma	M	1114
Holdfast Bay	2006	Bachelor	F	2255
Holdfast Bay	2006	Bachelor	M	1913
Holdfast Bay	2006	Graduate Diploma and Graduate Certificate	F	314
Holdfast Bay	2006	Graduate Diploma and Graduate Certificate	M	224
Holdfast Bay	2006	Postgraduate	F	405
Holdfast Bay	2006	Postgraduate	M	508
Holdfast Bay	2011		F	10590
Holdfast Bay	2011		M	8344
Holdfast Bay	2011	Certificate nfd	F	289
Holdfast Bay	2011	Certificate nfd	M	202
Holdfast Bay	2011	Certificate I and II Level	F	170
Holdfast Bay	2011	Certificate I and II Level	M	117
Holdfast Bay	2011	Certificate III and IV Level	F	1183
Holdfast Bay	2011	Certificate III and IV Level	M	2600
Holdfast Bay	2011	Advanced Diploma and Diploma	F	1442
Holdfast Bay	2011	Advanced Diploma and Diploma	M	1276
Holdfast Bay	2011	Bachelor	F	2633
Holdfast Bay	2011	Bachelor	M	2267
Holdfast Bay	2011	Graduate Diploma and Graduate Certificate	F	445
Holdfast Bay	2011	Graduate Diploma and Graduate Certificate	M	220
Holdfast Bay	2011	Postgraduate	F	595
Holdfast Bay	2011	Postgraduate	M	698
Holdfast Bay	2016		F	9735
Holdfast Bay	2016		M	8013
Holdfast Bay	2016	Certificate nfd	F	392
Holdfast Bay	2016	Certificate nfd	M	286
Holdfast Bay	2016	Certificate I and II Level	F	172
Holdfast Bay	2016	Certificate I and II Level	M	120
Holdfast Bay	2016	Certificate III and IV Level	F	1257
Holdfast Bay	2016	Certificate III and IV Level	M	2666
Holdfast Bay	2016	Advanced Diploma and Diploma	F	1635
Holdfast Bay	2016	Advanced Diploma and Diploma	M	1434
Holdfast Bay	2016	Bachelor	F	3137
Holdfast Bay	2016	Bachelor	M	2378
Holdfast Bay	2016	Graduate Diploma and Graduate Certificate	F	511
Holdfast Bay	2016	Graduate Diploma and Graduate Certificate	M	324
Holdfast Bay	2016	Postgraduate	F	810
Holdfast Bay	2016	Postgraduate	M	834
Marion	2006		F	29830
Marion	2006		M	24032
Marion	2006	Certificate nfd	F	811
Marion	2006	Certificate nfd	M	436
Marion	2006	Certificate I and II Level	F	472
Marion	2006	Certificate I and II Level	M	309
Marion	2006	Certificate III and IV Level	F	2669
Marion	2006	Certificate III and IV Level	M	7515
Marion	2006	Advanced Diploma and Diploma	F	2636
Marion	2006	Advanced Diploma and Diploma	M	2233
Marion	2006	Bachelor	F	4108
Marion	2006	Bachelor	M	2975
Marion	2006	Graduate Diploma and Graduate Certificate	F	535
Marion	2006	Graduate Diploma and Graduate Certificate	M	343
Marion	2006	Postgraduate	F	474
Marion	2006	Postgraduate	M	593
Marion	2011		F	28519
Marion	2011		M	23685
Marion	2011	Certificate nfd	F	768
Marion	2011	Certificate nfd	M	466
Marion	2011	Certificate I and II Level	F	570
Marion	2011	Certificate I and II Level	M	368
Marion	2011	Certificate III and IV Level	F	3352
Marion	2011	Certificate III and IV Level	M	8070
Marion	2011	Advanced Diploma and Diploma	F	3219
Marion	2011	Advanced Diploma and Diploma	M	2624
Marion	2011	Bachelor	F	5472
Marion	2011	Bachelor	M	3945
Marion	2011	Graduate Diploma and Graduate Certificate	F	776
Marion	2011	Graduate Diploma and Graduate Certificate	M	455
Marion	2011	Postgraduate	F	993
Marion	2011	Postgraduate	M	1040
Marion	2016		F	27585
Marion	2016		M	23660
Marion	2016	Certificate nfd	F	894
Marion	2016	Certificate nfd	M	587
Marion	2016	Certificate I and II Level	F	546
Marion	2016	Certificate I and II Level	M	403
Marion	2016	Certificate III and IV Level	F	4068
Marion	2016	Certificate III and IV Level	M	8406
Marion	2016	Advanced Diploma and Diploma	F	3943
Marion	2016	Advanced Diploma and Diploma	M	3288
Marion	2016	Bachelor	F	7028
Marion	2016	Bachelor	M	4886
Marion	2016	Graduate Diploma and Graduate Certificate	F	980
Marion	2016	Graduate Diploma and Graduate Certificate	M	551
Marion	2016	Postgraduate	F	1719
Marion	2016	Postgraduate	M	1523
Mitcham	2006		F	19402
Mitcham	2006		M	16061
Mitcham	2006	Certificate nfd	F	547
Mitcham	2006	Certificate nfd	M	431
Mitcham	2006	Certificate I and II Level	F	280
Mitcham	2006	Certificate I and II Level	M	211
Mitcham	2006	Certificate III and IV Level	F	1583
