SA3_NAME16	Year	SameAddress1YearAgo	Sex	persons
Bringelly - Green Valley	2011		F	2589
Bringelly - Green Valley	2011		M	2654
Bringelly - Green Valley	2011	0	F	4073
Bringelly - Green Valley	2011	0	M	3856
Bringelly - Green Valley	2011	1	F	33769
Bringelly - Green Valley	2011	1	M	33403
Bringelly - Green Valley	2016		F	4449
Bringelly - Green Valley	2016		M	4593
Bringelly - Green Valley	2016	0	F	6797
Bringelly - Green Valley	2016	0	M	6581
Bringelly - Green Valley	2016	1	F	40559
Bringelly - Green Valley	2016	1	M	39826
Fairfield	2006		F	5386
Fairfield	2006		M	5861
Fairfield	2006	0	F	8143
Fairfield	2006	0	M	7852
Fairfield	2006	1	F	71973
Fairfield	2006	1	M	69865
Fairfield	2011		F	4352
Fairfield	2011		M	4742
Fairfield	2011	0	F	8564
Fairfield	2011	0	M	8054
Fairfield	2011	1	F	76188
Fairfield	2011	1	M	73738
Fairfield	2016		F	6117
Fairfield	2016		M	6416
Fairfield	2016	0	F	10013
Fairfield	2016	0	M	9708
Fairfield	2016	1	F	78256
Fairfield	2016	1	M	75288
Liverpool	2006		F	4012
Liverpool	2006		M	4378
Liverpool	2006	0	F	6164
Liverpool	2006	0	M	6199
Liverpool	2006	1	F	36867
Liverpool	2006	1	M	35969
Liverpool	2011		F	3829
Liverpool	2011		M	3962
Liverpool	2011	0	F	6503
Liverpool	2011	0	M	6418
Liverpool	2011	1	F	42177
Liverpool	2011	1	M	41304
Liverpool	2016		F	5982
Liverpool	2016		M	6142
Liverpool	2016	0	F	7432
Liverpool	2016	0	M	7364
Liverpool	2016	1	F	45741
Liverpool	2016	1	M	44694
Cronulla - Miranda - Caringbah	2006		F	3339
Cronulla - Miranda - Caringbah	2006		M	3644
Cronulla - Miranda - Caringbah	2006	0	F	6845
Cronulla - Miranda - Caringbah	2006	0	M	6548
Cronulla - Miranda - Caringbah	2006	1	F	41460
Cronulla - Miranda - Caringbah	2006	1	M	39277
Cronulla - Miranda - Caringbah	2011		F	2508
Cronulla - Miranda - Caringbah	2011		M	2756
Cronulla - Miranda - Caringbah	2011	0	F	6905
Cronulla - Miranda - Caringbah	2011	0	M	6532
Cronulla - Miranda - Caringbah	2011	1	F	44236
Cronulla - Miranda - Caringbah	2011	1	M	41433
Cronulla - Miranda - Caringbah	2016		F	4410
Cronulla - Miranda - Caringbah	2016		M	4424
Cronulla - Miranda - Caringbah	2016	0	F	6709
Cronulla - Miranda - Caringbah	2016	0	M	6407
Cronulla - Miranda - Caringbah	2016	1	F	45243
Cronulla - Miranda - Caringbah	2016	1	M	42650
Sutherland - Menai - Heathcote	2006		F	2192
Sutherland - Menai - Heathcote	2006		M	2251
Sutherland - Menai - Heathcote	2006	0	F	5207
Sutherland - Menai - Heathcote	2006	0	M	4986
Sutherland - Menai - Heathcote	2006	1	F	45270
Sutherland - Menai - Heathcote	2006	1	M	43893
Sutherland - Menai - Heathcote	2011		F	2145
Sutherland - Menai - Heathcote	2011		M	2236
Sutherland - Menai - Heathcote	2011	0	F	5175
Sutherland - Menai - Heathcote	2011	0	M	4948
Sutherland - Menai - Heathcote	2011	1	F	46452
Sutherland - Menai - Heathcote	2011	1	M	44948
Sutherland - Menai - Heathcote	2016		F	3403
Sutherland - Menai - Heathcote	2016		M	3401
Sutherland - Menai - Heathcote	2016	0	F	4933
Sutherland - Menai - Heathcote	2016	0	M	4680
Sutherland - Menai - Heathcote	2016	1	F	46773
Sutherland - Menai - Heathcote	2016	1	M	44849
Migratory - Offshore - Shipping (NSW)	2006		F	-2
Migratory - Offshore - Shipping (NSW)	2006		M	0
Migratory - Offshore - Shipping (NSW)	2006	0	F	6
Migratory - Offshore - Shipping (NSW)	2006	0	M	11
Migratory - Offshore - Shipping (NSW)	2006	1	F	3
Migratory - Offshore - Shipping (NSW)	2006	1	M	26
Migratory - Offshore - Shipping (NSW)	2011		F	2
Migratory - Offshore - Shipping (NSW)	2011		M	2
Migratory - Offshore - Shipping (NSW)	2011	0	F	6
Migratory - Offshore - Shipping (NSW)	2011	0	M	11
Migratory - Offshore - Shipping (NSW)	2011	1	F	47
Migratory - Offshore - Shipping (NSW)	2011	1	M	43
Migratory - Offshore - Shipping (NSW)	2016		F	36
Migratory - Offshore - Shipping (NSW)	2016		M	19
Migratory - Offshore - Shipping (NSW)	2016	0	F	21
Migratory - Offshore - Shipping (NSW)	2016	0	M	14
Migratory - Offshore - Shipping (NSW)	2016	1	F	182
Migratory - Offshore - Shipping (NSW)	2016	1	M	138
No usual address (NSW)	2006		F	542
No usual address (NSW)	2006		M	887
No usual address (NSW)	2006	0	F	3100
No usual address (NSW)	2006	0	M	3851
No usual address (NSW)	2006	1	F	606
No usual address (NSW)	2006	1	M	1186
No usual address (NSW)	2011		F	932
No usual address (NSW)	2011		M	2100
No usual address (NSW)	2011	0	F	3581
No usual address (NSW)	2011	0	M	4161
No usual address (NSW)	2011	1	F	814
No usual address (NSW)	2011	1	M	1332
No usual address (NSW)	2016		F	1245
No usual address (NSW)	2016		M	2424
No usual address (NSW)	2016	0	F	2845
No usual address (NSW)	2016	0	M	3356
No usual address (NSW)	2016	1	F	849
No usual address (NSW)	2016	1	M	1571
Ballarat	2006		F	2638
Ballarat	2006		M	2639
Ballarat	2006	0	F	7749
Ballarat	2006	0	M	7083
Ballarat	2006	1	F	35257
Ballarat	2006	1	M	32628
Ballarat	2011		F	2675
Ballarat	2011		M	2710
Ballarat	2011	0	F	8328
Ballarat	2011	0	M	7396
Ballarat	2011	1	F	38608
Ballarat	2011	1	M	35868
Ballarat	2016		F	4942
Ballarat	2016		M	4672
Ballarat	2016	0	F	8340
Ballarat	2016	0	M	7538
Ballarat	2016	1	F	40572
Ballarat	2016	1	M	37751
Creswick - Daylesford - Ballan	2006		F	684
Creswick - Daylesford - Ballan	2006		M	755
Creswick - Daylesford - Ballan	2006	0	F	1435
Creswick - Daylesford - Ballan	2006	0	M	1278
Creswick - Daylesford - Ballan	2006	1	F	10483
Creswick - Daylesford - Ballan	2006	1	M	10405
Creswick - Daylesford - Ballan	2011		F	665
Creswick - Daylesford - Ballan	2011		M	714
Creswick - Daylesford - Ballan	2011	0	F	1520
Creswick - Daylesford - Ballan	2011	0	M	1385
Creswick - Daylesford - Ballan	2011	1	F	11288
Creswick - Daylesford - Ballan	2011	1	M	11191
Creswick - Daylesford - Ballan	2016		F	1514
Creswick - Daylesford - Ballan	2016		M	1381
Creswick - Daylesford - Ballan	2016	0	F	1420
Creswick - Daylesford - Ballan	2016	0	M	1253
Creswick - Daylesford - Ballan	2016	1	F	11424
Creswick - Daylesford - Ballan	2016	1	M	11317
Maryborough - Pyrenees	2006		F	564
Maryborough - Pyrenees	2006		M	661
Maryborough - Pyrenees	2006	0	F	1309
Maryborough - Pyrenees	2006	0	M	1242
Maryborough - Pyrenees	2006	1	F	9619
Maryborough - Pyrenees	2006	1	M	9690
Maryborough - Pyrenees	2011		F	566
Maryborough - Pyrenees	2011		M	738
Maryborough - Pyrenees	2011	0	F	1356
Maryborough - Pyrenees	2011	0	M	1253
Maryborough - Pyrenees	2011	1	F	9903
Maryborough - Pyrenees	2011	1	M	10071
Maryborough - Pyrenees	2016		F	1134
Maryborough - Pyrenees	2016		M	1546
Maryborough - Pyrenees	2016	0	F	1339
Maryborough - Pyrenees	2016	0	M	1278
Maryborough - Pyrenees	2016	1	F	10008
Maryborough - Pyrenees	2016	1	M	10063
Bendigo	2006		F	2241
Bendigo	2006		M	2158
Bendigo	2006	0	F	7033
Bendigo	2006	0	M	6191
Bendigo	2006	1	F	31958
Bendigo	2006	1	M	29475
Bendigo	2011		F	2189
Bendigo	2011		M	2351
Bendigo	2011	0	F	7040
Bendigo	2011	0	M	6254
Bendigo	2011	1	F	35421
Bendigo	2011	1	M	32826
Bendigo	2016		F	4778
Bendigo	2016		M	4460
Bendigo	2016	0	F	7411
Bendigo	2016	0	M	6512
Bendigo	2016	1	F	36727
Bendigo	2016	1	M	34491
Heathcote - Castlemaine - Kyneton	2006		F	1212
Heathcote - Castlemaine - Kyneton	2006		M	1425
Heathcote - Castlemaine - Kyneton	2006	0	F	2467
Heathcote - Castlemaine - Kyneton	2006	0	M	2264
Heathcote - Castlemaine - Kyneton	2006	1	F	16849
Heathcote - Castlemaine - Kyneton	2006	1	M	16420
Heathcote - Castlemaine - Kyneton	2011		F	1231
Heathcote - Castlemaine - Kyneton	2011		M	1540
Heathcote - Castlemaine - Kyneton	2011	0	F	2639
Heathcote - Castlemaine - Kyneton	2011	0	M	2477
Heathcote - Castlemaine - Kyneton	2011	1	F	18088
Heathcote - Castlemaine - Kyneton	2011	1	M	17452
Heathcote - Castlemaine - Kyneton	2016		F	2441
Heathcote - Castlemaine - Kyneton	2016		M	2895
Heathcote - Castlemaine - Kyneton	2016	0	F	2649
Heathcote - Castlemaine - Kyneton	2016	0	M	2404
Heathcote - Castlemaine - Kyneton	2016	1	F	18799
Heathcote - Castlemaine - Kyneton	2016	1	M	18107
Loddon - Elmore	2006		F	305
Loddon - Elmore	2006		M	300
Loddon - Elmore	2006	0	F	667
Loddon - Elmore	2006	0	M	646
Loddon - Elmore	2006	1	F	5312
Loddon - Elmore	2006	1	M	5489
Loddon - Elmore	2011		F	293
Loddon - Elmore	2011		M	328
Loddon - Elmore	2011	0	F	578
Loddon - Elmore	2011	0	M	522
Loddon - Elmore	2011	1	F	4631
Loddon - Elmore	2011	1	M	4835
Loddon - Elmore	2016		F	610
Loddon - Elmore	2016		M	637
Loddon - Elmore	2016	0	F	437
Loddon - Elmore	2016	0	M	425
Loddon - Elmore	2016	1	F	4543
Loddon - Elmore	2016	1	M	4766
Barwon - West	2006		F	316
Barwon - West	2006		M	322
Barwon - West	2006	0	F	642
Barwon - West	2006	0	M	671
Barwon - West	2006	1	F	5940
Barwon - West	2006	1	M	6137
Barwon - West	2011		F	335
Barwon - West	2011		M	338
Barwon - West	2011	0	F	940
Barwon - West	2011	0	M	902
Barwon - West	2011	1	F	6975
Barwon - West	2011	1	M	7126
Barwon - West	2016		F	758
Barwon - West	2016		M	746
Barwon - West	2016	0	F	975
Barwon - West	2016	0	M	970
Barwon - West	2016	1	F	7678
Barwon - West	2016	1	M	7893
Geelong	2006		F	4148
Geelong	2006		M	5057
Geelong	2006	0	F	12323
Geelong	2006	0	M	11340
Geelong	2006	1	F	67370
Geelong	2006	1	M	63147
Geelong	2011		F	4118
Geelong	2011		M	5085
Geelong	2011	0	F	12685
Geelong	2011	0	M	11560
Geelong	2011	1	F	72239
Geelong	2011	1	M	67771
Geelong	2016		F	8795
Geelong	2016		M	9234
Geelong	2016	0	F	14284
Geelong	2016	0	M	13110
Geelong	2016	1	F	73775
Geelong	2016	1	M	68984
Surf Coast - Bellarine Peninsula	2006		F	1407
Surf Coast - Bellarine Peninsula	2006		M	1480
Surf Coast - Bellarine Peninsula	2006	0	F	3738
Surf Coast - Bellarine Peninsula	2006	0	M	3598
Surf Coast - Bellarine Peninsula	2006	1	F	22409
Surf Coast - Bellarine Peninsula	2006	1	M	21226
Surf Coast - Bellarine Peninsula	2011		F	1413
Surf Coast - Bellarine Peninsula	2011		M	1592
Surf Coast - Bellarine Peninsula	2011	0	F	4805
Surf Coast - Bellarine Peninsula	2011	0	M	4362
Surf Coast - Bellarine Peninsula	2011	1	F	24944
Surf Coast - Bellarine Peninsula	2011	1	M	23473
Surf Coast - Bellarine Peninsula	2016		F	3201
Surf Coast - Bellarine Peninsula	2016		M	3118
Surf Coast - Bellarine Peninsula	2016	0	F	5554
Surf Coast - Bellarine Peninsula	2016	0	M	5160
Surf Coast - Bellarine Peninsula	2016	1	F	28097
Surf Coast - Bellarine Peninsula	2016	1	M	26595
Upper Goulburn Valley	2006		F	1390
Upper Goulburn Valley	2006		M	1611
Upper Goulburn Valley	2006	0	F	3340
Upper Goulburn Valley	2006	0	M	3381
Upper Goulburn Valley	2006	1	F	18362
Upper Goulburn Valley	2006	1	M	18437
Upper Goulburn Valley	2011		F	1366
Upper Goulburn Valley	2011		M	1504
Upper Goulburn Valley	2011	0	F	3503
Upper Goulburn Valley	2011	0	M	3413
Upper Goulburn Valley	2011	1	F	20025
Upper Goulburn Valley	2011	1	M	20101
Upper Goulburn Valley	2016		F	2793
Upper Goulburn Valley	2016		M	2807
Upper Goulburn Valley	2016	0	F	3545
Upper Goulburn Valley	2016	0	M	3526
Upper Goulburn Valley	2016	1	F	20552
Upper Goulburn Valley	2016	1	M	20619
Wangaratta - Benalla	2006		F	1037
Wangaratta - Benalla	2006		M	1008
Wangaratta - Benalla	2006	0	F	2987
Wangaratta - Benalla	2006	0	M	2686
Wangaratta - Benalla	2006	1	F	18357
Wangaratta - Benalla	2006	1	M	17478
Wangaratta - Benalla	2011		F	959
Wangaratta - Benalla	2011		M	916
Wangaratta - Benalla	2011	0	F	2826
Wangaratta - Benalla	2011	0	M	2609
Wangaratta - Benalla	2011	1	F	18953
Wangaratta - Benalla	2011	1	M	17971
Wangaratta - Benalla	2016		F	2301
Wangaratta - Benalla	2016		M	2138
Wangaratta - Benalla	2016	0	F	2816
Wangaratta - Benalla	2016	0	M	2527
Wangaratta - Benalla	2016	1	F	18680
Wangaratta - Benalla	2016	1	M	17638
Wodonga - Alpine	2006		F	1426
Wodonga - Alpine	2006		M	1672
Wodonga - Alpine	2006	0	F	4832
Wodonga - Alpine	2006	0	M	4746
Wodonga - Alpine	2006	1	F	25308
Wodonga - Alpine	2006	1	M	24575
Wodonga - Alpine	2011		F	1412
Wodonga - Alpine	2011		M	1793
Wodonga - Alpine	2011	0	F	4943
Wodonga - Alpine	2011	0	M	4803
Wodonga - Alpine	2011	1	F	26518
Wodonga - Alpine	2011	1	M	25673
Wodonga - Alpine	2016		F	3284
Wodonga - Alpine	2016		M	3486
Wodonga - Alpine	2016	0	F	5123
Wodonga - Alpine	2016	0	M	4900
Wodonga - Alpine	2016	1	F	27173
Wodonga - Alpine	2016	1	M	26281
Baw Baw	2006		F	916
Baw Baw	2006		M	886
Baw Baw	2006	0	F	2646
Baw Baw	2006	0	M	2387
Baw Baw	2006	1	F	15724
Baw Baw	2006	1	M	15100
Baw Baw	2011		F	998
Baw Baw	2011		M	1106
Baw Baw	2011	0	F	3176
Baw Baw	2011	0	M	2863
Baw Baw	2011	1	F	17749
Baw Baw	2011	1	M	17091
Baw Baw	2016		F	2389
Baw Baw	2016		M	2273
Baw Baw	2016	0	F	3504
Baw Baw	2016	0	M	3084
Baw Baw	2016	1	F	19111
Baw Baw	2016	1	M	18264
Gippsland - East	2006		F	1071
Gippsland - East	2006		M	1177
Gippsland - East	2006	0	F	2833
Gippsland - East	2006	0	M	2523
Gippsland - East	2006	1	F	16510
Gippsland - East	2006	1	M	16066
Gippsland - East	2011		F	1016
Gippsland - East	2011		M	1096
Gippsland - East	2011	0	F	2998
Gippsland - East	2011	0	M	2769
Gippsland - East	2011	1	F	17434
Gippsland - East	2011	1	M	16985
Gippsland - East	2016		F	2498
Gippsland - East	2016		M	2400
Gippsland - East	2016	0	F	2881
Gippsland - East	2016	0	M	2654
Gippsland - East	2016	1	F	17595
Gippsland - East	2016	1	M	17120
Gippsland - South West	2006		F	1845
Gippsland - South West	2006		M	1805
Gippsland - South West	2006	0	F	3573
Gippsland - South West	2006	0	M	3265
Gippsland - South West	2006	1	F	21330
Gippsland - South West	2006	1	M	20559
Gippsland - South West	2011		F	1583
Gippsland - South West	2011		M	1628
Gippsland - South West	2011	0	F	4214
Gippsland - South West	2011	0	M	4049
Gippsland - South West	2011	1	F	23198
Gippsland - South West	2011	1	M	22348
Gippsland - South West	2016		F	3047
Gippsland - South West	2016		M	2972
Gippsland - South West	2016	0	F	4336
Gippsland - South West	2016	0	M	3909
Gippsland - South West	2016	1	F	24243
Gippsland - South West	2016	1	M	23157
Latrobe Valley	2006		F	2072
Latrobe Valley	2006		M	2078
Latrobe Valley	2006	0	F	5098
Latrobe Valley	2006	0	M	4588
Latrobe Valley	2006	1	F	28061
Latrobe Valley	2006	1	M	26966
Latrobe Valley	2011		F	2136
Latrobe Valley	2011		M	2233
Latrobe Valley	2011	0	F	5141
Latrobe Valley	2011	0	M	4566
Latrobe Valley	2011	1	F	29667
Latrobe Valley	2011	1	M	28474
Latrobe Valley	2016		F	4083
Latrobe Valley	2016		M	3969
Latrobe Valley	2016	0	F	4606
Latrobe Valley	2016	0	M	4099
Latrobe Valley	2016	1	F	28709
Latrobe Valley	2016	1	M	27632
Wellington	2006		F	1027
Wellington	2006		M	1797
Wellington	2006	0	F	2789
Wellington	2006	0	M	2639
Wellington	2006	1	F	15966
Wellington	2006	1	M	15713
Wellington	2011		F	1065
Wellington	2011		M	1955
Wellington	2011	0	F	2732
Wellington	2011	0	M	2526
Wellington	2011	1	F	16807
Wellington	2011	1	M	16248
Wellington	2016		F	2110
Wellington	2016		M	2956
Wellington	2016	0	F	2657
Wellington	2016	0	M	2486
Wellington	2016	1	F	16471
Wellington	2016	1	M	16189
Brunswick - Coburg	2006		F	2600
Brunswick - Coburg	2006		M	3053
Brunswick - Coburg	2006	0	F	6243
Brunswick - Coburg	2006	0	M	5620
Brunswick - Coburg	2006	1	F	28571
Brunswick - Coburg	2006	1	M	26722
Brunswick - Coburg	2011		F	2403
Brunswick - Coburg	2011		M	2739
Brunswick - Coburg	2011	0	F	6991
Brunswick - Coburg	2011	0	M	6489
Brunswick - Coburg	2011	1	F	31048
Brunswick - Coburg	2011	1	M	29224
Brunswick - Coburg	2016		F	3902
Brunswick - Coburg	2016		M	3733
Brunswick - Coburg	2016	0	F	8647
Brunswick - Coburg	2016	0	M	8124
Brunswick - Coburg	2016	1	F	31983
Brunswick - Coburg	2016	1	M	29870
Darebin - South	2006		F	1717
Darebin - South	2006		M	1946
Darebin - South	2006	0	F	3837
Darebin - South	2006	0	M	3364
Darebin - South	2006	1	F	18227
Darebin - South	2006	1	M	16821
Darebin - South	2011		F	1363
Darebin - South	2011		M	1607
Darebin - South	2011	0	F	4142
Darebin - South	2011	0	M	3413
Darebin - South	2011	1	F	19742
Darebin - South	2011	1	M	18292
Darebin - South	2016		F	2464
Darebin - South	2016		M	2294
Darebin - South	2016	0	F	4666
Darebin - South	2016	0	M	3901
Darebin - South	2016	1	F	20351
Darebin - South	2016	1	M	18394
Essendon	2006		F	2254
Essendon	2006		M	2573
Essendon	2006	0	F	4372
Essendon	2006	0	M	4046
Essendon	2006	1	F	22887
Essendon	2006	1	M	20795
Essendon	2011		F	2028
Essendon	2011		M	2105
Essendon	2011	0	F	4758
Essendon	2011	0	M	4287
Essendon	2011	1	F	24748
Essendon	2011	1	M	23002
Essendon	2016		F	3274
Essendon	2016		M	3252
Essendon	2016	0	F	5660
Essendon	2016	0	M	5266
Essendon	2016	1	F	25600
Essendon	2016	1	M	23548
Melbourne City	2006		F	5078
Melbourne City	2006		M	6754
Melbourne City	2006	0	F	12301
Melbourne City	2006	0	M	11636
Melbourne City	2006	1	F	20263
Melbourne City	2006	1	M	20108
Melbourne City	2011		F	5083
Melbourne City	2011		M	6279
Melbourne City	2011	0	F	14545
Melbourne City	2011	0	M	13620
Melbourne City	2011	1	F	27220
Melbourne City	2011	1	M	26870
Melbourne City	2016		F	9142
Melbourne City	2016		M	9537
Melbourne City	2016	0	F	24472
Melbourne City	2016	0	M	22005
Melbourne City	2016	1	F	36211
Melbourne City	2016	1	M	34602
Port Phillip	2006		F	5539
Port Phillip	2006		M	6606
Port Phillip	2006	0	F	9944
Port Phillip	2006	0	M	9222
Port Phillip	2006	1	F	27377
Port Phillip	2006	1	M	26411
Port Phillip	2011		F	3831
Port Phillip	2011		M	4631
Port Phillip	2011	0	F	10634
Port Phillip	2011	0	M	9931
Port Phillip	2011	1	F	31594
Port Phillip	2011	1	M	30759
Port Phillip	2016		F	6885
Port Phillip	2016		M	6741
Port Phillip	2016	0	F	11200
Port Phillip	2016	0	M	10515
Port Phillip	2016	1	F	33478
Port Phillip	2016	1	M	32053
Stonnington - West	2006		F	2966
Stonnington - West	2006		M	3337
Stonnington - West	2006	0	F	5827
Stonnington - West	2006	0	M	5148
Stonnington - West	2006	1	F	18042
Stonnington - West	2006	1	M	16575
Stonnington - West	2011		F	2225
Stonnington - West	2011		M	2560
Stonnington - West	2011	0	F	6176
Stonnington - West	2011	0	M	5499
Stonnington - West	2011	1	F	19418
Stonnington - West	2011	1	M	17899
Stonnington - West	2016		F	3931
Stonnington - West	2016		M	3673
Stonnington - West	2016	0	F	8026
Stonnington - West	2016	0	M	6894
Stonnington - West	2016	1	F	20954
Stonnington - West	2016	1	M	18989
Yarra	2006		F	3499
Yarra	2006		M	4359
Yarra	2006	0	F	8316
Yarra	2006	0	M	7404
Yarra	2006	1	F	23906
Yarra	2006	1	M	22657
Yarra	2011		F	2983
Yarra	2011		M	3470
Yarra	2011	0	F	8304
Yarra	2011	0	M	7513
Yarra	2011	1	F	27045
Yarra	2011	1	M	25516
Yarra	2016		F	5330
Yarra	2016		M	5262
Yarra	2016	0	F	10016
Yarra	2016	0	M	9270
Yarra	2016	1	F	29695
Yarra	2016	1	M	27883
Boroondara	2006		F	4330
Boroondara	2006		M	4330
Boroondara	2006	0	F	11525
Boroondara	2006	0	M	10753
Boroondara	2006	1	F	64663
Boroondara	2006	1	M	58850
Boroondara	2011		F	3521
Boroondara	2011		M	3730
Boroondara	2011	0	F	11969
Boroondara	2011	0	M	10900
Boroondara	2011	1	F	67196
Boroondara	2011	1	M	61870
Boroondara	2016		F	6411
Boroondara	2016		M	6252
Boroondara	2016	0	F	13854
Boroondara	2016	0	M	12686
Boroondara	2016	1	F	66820
Boroondara	2016	1	M	61207
Manningham - West	2006		F	2016
Manningham - West	2006		M	2000
Manningham - West	2006	0	F	4335
Manningham - West	2006	0	M	4008
Manningham - West	2006	1	F	37338
Manningham - West	2006	1	M	34866
Manningham - West	2011		F	1724
Manningham - West	2011		M	1624
Manningham - West	2011	0	F	4480
Manningham - West	2011	0	M	4186
Manningham - West	2011	1	F	38214
Manningham - West	2011	1	M	35677
Manningham - West	2016		F	2997
Manningham - West	2016		M	2866
Manningham - West	2016	0	F	5966
Manningham - West	2016	0	M	5539
Manningham - West	2016	1	F	37890
Manningham - West	2016	1	M	35114
Whitehorse - West	2006		F	2275
Whitehorse - West	2006		M	2241
Whitehorse - West	2006	0	F	6238
Whitehorse - West	2006	0	M	5677
Whitehorse - West	2006	1	F	38814
Whitehorse - West	2006	1	M	34725
Whitehorse - West	2011		F	2269
Whitehorse - West	2011		M	2526
Whitehorse - West	2011	0	F	6669
Whitehorse - West	2011	0	M	6320
Whitehorse - West	2011	1	F	40438
Whitehorse - West	2011	1	M	36696
Whitehorse - West	2016		F	3565
Whitehorse - West	2016		M	3434
Whitehorse - West	2016	0	F	8710
Whitehorse - West	2016	0	M	8502
Whitehorse - West	2016	1	F	40645
Whitehorse - West	2016	1	M	37182
Bayside	2006		F	2868
Bayside	2006		M	2528
Bayside	2006	0	F	5673
Bayside	2006	0	M	5215
Bayside	2006	1	F	37755
Bayside	2006	1	M	33899
Bayside	2011		F	2533
Bayside	2011		M	2372
Bayside	2011	0	F	5996
Bayside	2011	0	M	5503
Bayside	2011	1	F	39443
Bayside	2011	1	M	35967
Bayside	2016		F	4227
Bayside	2016		M	3794
Bayside	2016	0	F	6860
Bayside	2016	0	M	6283
Bayside	2016	1	F	39775
Bayside	2016	1	M	36152
Glen Eira	2006		F	4853
Glen Eira	2006		M	5195
Glen Eira	2006	0	F	8829
Glen Eira	2006	0	M	8443
Glen Eira	2006	1	F	53492
Glen Eira	2006	1	M	49778
Glen Eira	2011		F	3612
Glen Eira	2011		M	3807
Glen Eira	2011	0	F	9925
Glen Eira	2011	0	M	9419
Glen Eira	2011	1	F	57338
Glen Eira	2011	1	M	53965
Glen Eira	2016		F	5787
Glen Eira	2016		M	5688
Glen Eira	2016	0	F	12072
Glen Eira	2016	0	M	11407
Glen Eira	2016	1	F	58814
Glen Eira	2016	1	M	54664
Kingston	2006		F	3413
Kingston	2006		M	3435
Kingston	2006	0	F	6603
Kingston	2006	0	M	6093
Kingston	2006	1	F	42739
Kingston	2006	1	M	39648
Kingston	2011		F	2864
Kingston	2011		M	3058
Kingston	2011	0	F	6719
Kingston	2011	0	M	6241
Kingston	2011	1	F	46566
Kingston	2011	1	M	43517
Kingston	2016		F	5113
Kingston	2016		M	4829
Kingston	2016	0	F	7735
Kingston	2016	0	M	7229
Kingston	2016	1	F	47679
Kingston	2016	1	M	44225
Stonnington - East	2006		F	1336
Stonnington - East	2006		M	1295
Stonnington - East	2006	0	F	2959
Stonnington - East	2006	0	M	2792
Stonnington - East	2006	1	F	15582
Stonnington - East	2006	1	M	14027
Stonnington - East	2011		F	955
Stonnington - East	2011		M	971
Stonnington - East	2011	0	F	3103
Stonnington - East	2011	0	M	2874
Stonnington - East	2011	1	F	16486
Stonnington - East	2011	1	M	14978
Stonnington - East	2016		F	1649
Stonnington - East	2016		M	1526
Stonnington - East	2016	0	F	3551
Stonnington - East	2016	0	M	3236
Stonnington - East	2016	1	F	16348
Stonnington - East	2016	1	M	15054
Banyule	2006		F	2994
Banyule	2006		M	3201
Banyule	2006	0	F	6792
Banyule	2006	0	M	6453
Banyule	2006	1	F	49267
Banyule	2006	1	M	46158
Banyule	2011		F	2697
Banyule	2011		M	2864
Banyule	2011	0	F	6907
Banyule	2011	0	M	6520
Banyule	2011	1	F	51274
Banyule	2011	1	M	48042
Banyule	2016		F	4957
Banyule	2016		M	4703
Banyule	2016	0	F	7450
Banyule	2016	0	M	7211
Banyule	2016	1	F	50237
Banyule	2016	1	M	47308
Darebin - North	2006		F	3365
Darebin - North	2006		M	3734
Darebin - North	2006	0	F	5530
Darebin - North	2006	0	M	5351
Darebin - North	2006	1	F	33165
Darebin - North	2006	1	M	31009
Darebin - North	2011		F	3098
Darebin - North	2011		M	3346
Darebin - North	2011	0	F	6138
Darebin - North	2011	0	M	5944
Darebin - North	2011	1	F	35536
Darebin - North	2011	1	M	33853
Darebin - North	2016		F	4841
Darebin - North	2016		M	4684
Darebin - North	2016	0	F	7752
Darebin - North	2016	0	M	7459
Darebin - North	2016	1	F	35748
Darebin - North	2016	1	M	34170
Nillumbik - Kinglake	2006		F	1438
Nillumbik - Kinglake	2006		M	1504
Nillumbik - Kinglake	2006	0	F	2892
Nillumbik - Kinglake	2006	0	M	2656
Nillumbik - Kinglake	2006	1	F	27808
Nillumbik - Kinglake	2006	1	M	27611
Nillumbik - Kinglake	2011		F	1145
Nillumbik - Kinglake	2011		M	1219
Nillumbik - Kinglake	2011	0	F	2747
Nillumbik - Kinglake	2011	0	M	2711
Nillumbik - Kinglake	2011	1	F	28288
Nillumbik - Kinglake	2011	1	M	27804
Nillumbik - Kinglake	2016		F	2328
Nillumbik - Kinglake	2016		M	2272
Nillumbik - Kinglake	2016	0	F	2825
Nillumbik - Kinglake	2016	0	M	2582
Nillumbik - Kinglake	2016	1	F	27733
Nillumbik - Kinglake	2016	1	M	27383
Whittlesea - Wallan	2006		F	3682
Whittlesea - Wallan	2006		M	3954
Whittlesea - Wallan	2006	0	F	7546
Whittlesea - Wallan	2006	0	M	7233
Whittlesea - Wallan	2006	1	F	57073
Whittlesea - Wallan	2006	1	M	56136
Whittlesea - Wallan	2011		F	4302
Whittlesea - Wallan	2011		M	4732
Whittlesea - Wallan	2011	0	F	11800
Whittlesea - Wallan	2011	0	M	11459
Whittlesea - Wallan	2011	1	F	67966
Whittlesea - Wallan	2011	1	M	66647
Whittlesea - Wallan	2016		F	8898
Whittlesea - Wallan	2016		M	8651
Whittlesea - Wallan	2016	0	F	15170
Whittlesea - Wallan	2016	0	M	14954
Whittlesea - Wallan	2016	1	F	83941
Whittlesea - Wallan	2016	1	M	82100
