SA3_NAME16	Year	IndustryOfEmployment	Sex	workers
Barwon - West	2016	Financial and insurance services	F	99
Barwon - West	2016	Financial and insurance services	M	56
Barwon - West	2016	Health care and social assistance	F	980
Barwon - West	2016	Health care and social assistance	M	182
Barwon - West	2016	Information media and telecommunications	F	45
Barwon - West	2016	Information media and telecommunications	M	45
Barwon - West	2016	Manufacturing	F	179
Barwon - West	2016	Manufacturing	M	552
Barwon - West	2016	Mining	F	5
Barwon - West	2016	Mining	M	47
Barwon - West	2016	Other services	F	138
Barwon - West	2016	Other services	M	223
Barwon - West	2016	Professional scientific and technical services	F	225
Barwon - West	2016	Professional scientific and technical services	M	194
Barwon - West	2016	Public administration and safety	F	281
Barwon - West	2016	Public administration and safety	M	267
Barwon - West	2016	Rental hiring and real estate services	F	51
Barwon - West	2016	Rental hiring and real estate services	M	68
Barwon - West	2016	Retail trade	F	501
Barwon - West	2016	Retail trade	M	336
Barwon - West	2016	Transport postal and warehousing	F	70
Barwon - West	2016	Transport postal and warehousing	M	379
Barwon - West	2016	Wholesale trade	F	72
Barwon - West	2016	Wholesale trade	M	170
Geelong	2006		F	564
Geelong	2006		M	838
Geelong	2006	Accommodation and food services	F	2722
Geelong	2006	Accommodation and food services	M	1790
Geelong	2006	Administrative and support services	F	1184
Geelong	2006	Administrative and support services	M	1065
Geelong	2006	Agriculture forestry and fishing	F	237
Geelong	2006	Agriculture forestry and fishing	M	508
Geelong	2006	Arts and recreation services	F	510
Geelong	2006	Arts and recreation services	M	513
Geelong	2006	Construction	F	736
Geelong	2006	Construction	M	5221
Geelong	2006	Education and training	F	4053
Geelong	2006	Education and training	M	1975
Geelong	2006	Electricity gas water and waste services	F	149
Geelong	2006	Electricity gas water and waste services	M	570
Geelong	2006	Financial and insurance services	F	1000
Geelong	2006	Financial and insurance services	M	805
Geelong	2006	Health care and social assistance	F	6800
Geelong	2006	Health care and social assistance	M	1491
Geelong	2006	Information media and telecommunications	F	516
Geelong	2006	Information media and telecommunications	M	630
Geelong	2006	Manufacturing	F	2167
Geelong	2006	Manufacturing	M	8669
Geelong	2006	Mining	F	7
Geelong	2006	Mining	M	130
Geelong	2006	Other services	F	1201
Geelong	2006	Other services	M	1449
Geelong	2006	Professional scientific and technical services	F	1537
Geelong	2006	Professional scientific and technical services	M	1873
Geelong	2006	Public administration and safety	F	1934
Geelong	2006	Public administration and safety	M	2008
Geelong	2006	Rental hiring and real estate services	F	428
Geelong	2006	Rental hiring and real estate services	M	446
Geelong	2006	Retail trade	F	5867
Geelong	2006	Retail trade	M	4117
Geelong	2006	Transport postal and warehousing	F	566
Geelong	2006	Transport postal and warehousing	M	2646
Geelong	2006	Wholesale trade	F	888
Geelong	2006	Wholesale trade	M	1871
Geelong	2011		F	591
Geelong	2011		M	964
Geelong	2011	Accommodation and food services	F	3215
Geelong	2011	Accommodation and food services	M	2088
Geelong	2011	Administrative and support services	F	1247
Geelong	2011	Administrative and support services	M	1115
Geelong	2011	Agriculture forestry and fishing	F	203
Geelong	2011	Agriculture forestry and fishing	M	490
Geelong	2011	Arts and recreation services	F	565
Geelong	2011	Arts and recreation services	M	621
Geelong	2011	Construction	F	712
Geelong	2011	Construction	M	6654
Geelong	2011	Education and training	F	4815
Geelong	2011	Education and training	M	2267
Geelong	2011	Electricity gas water and waste services	F	209
Geelong	2011	Electricity gas water and waste services	M	701
Geelong	2011	Financial and insurance services	F	1380
Geelong	2011	Financial and insurance services	M	977
Geelong	2011	Health care and social assistance	F	8788
Geelong	2011	Health care and social assistance	M	1923
Geelong	2011	Information media and telecommunications	F	424
Geelong	2011	Information media and telecommunications	M	588
Geelong	2011	Manufacturing	F	1905
Geelong	2011	Manufacturing	M	7502
Geelong	2011	Mining	F	28
Geelong	2011	Mining	M	211
Geelong	2011	Other services	F	1331
Geelong	2011	Other services	M	1563
Geelong	2011	Professional scientific and technical services	F	1730
Geelong	2011	Professional scientific and technical services	M	2173
Geelong	2011	Public administration and safety	F	2259
Geelong	2011	Public administration and safety	M	2377
Geelong	2011	Rental hiring and real estate services	F	491
Geelong	2011	Rental hiring and real estate services	M	479
Geelong	2011	Retail trade	F	6170
Geelong	2011	Retail trade	M	4111
Geelong	2011	Transport postal and warehousing	F	623
Geelong	2011	Transport postal and warehousing	M	2901
Geelong	2011	Wholesale trade	F	809
Geelong	2011	Wholesale trade	M	1885
Geelong	2016		F	1173
Geelong	2016		M	2093
Geelong	2016	Accommodation and food services	F	3595
Geelong	2016	Accommodation and food services	M	2644
Geelong	2016	Administrative and support services	F	1390
Geelong	2016	Administrative and support services	M	1168
Geelong	2016	Agriculture forestry and fishing	F	254
Geelong	2016	Agriculture forestry and fishing	M	592
Geelong	2016	Arts and recreation services	F	618
Geelong	2016	Arts and recreation services	M	781
Geelong	2016	Construction	F	760
Geelong	2016	Construction	M	7137
Geelong	2016	Education and training	F	5536
Geelong	2016	Education and training	M	2634
Geelong	2016	Electricity gas water and waste services	F	319
Geelong	2016	Electricity gas water and waste services	M	775
Geelong	2016	Financial and insurance services	F	1398
Geelong	2016	Financial and insurance services	M	1037
Geelong	2016	Health care and social assistance	F	10379
Geelong	2016	Health care and social assistance	M	2499
Geelong	2016	Information media and telecommunications	F	408
Geelong	2016	Information media and telecommunications	M	590
Geelong	2016	Manufacturing	F	1459
Geelong	2016	Manufacturing	M	5173
Geelong	2016	Mining	F	27
Geelong	2016	Mining	M	211
Geelong	2016	Other services	F	1435
Geelong	2016	Other services	M	1583
Geelong	2016	Professional scientific and technical services	F	1994
Geelong	2016	Professional scientific and technical services	M	2476
Geelong	2016	Public administration and safety	F	2507
Geelong	2016	Public administration and safety	M	2610
Geelong	2016	Rental hiring and real estate services	F	552
Geelong	2016	Rental hiring and real estate services	M	474
Geelong	2016	Retail trade	F	5997
Geelong	2016	Retail trade	M	4258
Geelong	2016	Transport postal and warehousing	F	654
Geelong	2016	Transport postal and warehousing	M	3051
Geelong	2016	Wholesale trade	F	554
Geelong	2016	Wholesale trade	M	1392
Surf Coast - Bellarine Peninsula	2006		F	214
Surf Coast - Bellarine Peninsula	2006		M	274
Surf Coast - Bellarine Peninsula	2006	Accommodation and food services	F	1090
Surf Coast - Bellarine Peninsula	2006	Accommodation and food services	M	823
Surf Coast - Bellarine Peninsula	2006	Administrative and support services	F	327
Surf Coast - Bellarine Peninsula	2006	Administrative and support services	M	348
Surf Coast - Bellarine Peninsula	2006	Agriculture forestry and fishing	F	150
Surf Coast - Bellarine Peninsula	2006	Agriculture forestry and fishing	M	296
Surf Coast - Bellarine Peninsula	2006	Arts and recreation services	F	171
Surf Coast - Bellarine Peninsula	2006	Arts and recreation services	M	234
Surf Coast - Bellarine Peninsula	2006	Construction	F	312
Surf Coast - Bellarine Peninsula	2006	Construction	M	2348
Surf Coast - Bellarine Peninsula	2006	Education and training	F	1570
Surf Coast - Bellarine Peninsula	2006	Education and training	M	803
Surf Coast - Bellarine Peninsula	2006	Electricity gas water and waste services	F	37
Surf Coast - Bellarine Peninsula	2006	Electricity gas water and waste services	M	208
Surf Coast - Bellarine Peninsula	2006	Financial and insurance services	F	234
Surf Coast - Bellarine Peninsula	2006	Financial and insurance services	M	222
Surf Coast - Bellarine Peninsula	2006	Health care and social assistance	F	2306
Surf Coast - Bellarine Peninsula	2006	Health care and social assistance	M	549
Surf Coast - Bellarine Peninsula	2006	Information media and telecommunications	F	132
Surf Coast - Bellarine Peninsula	2006	Information media and telecommunications	M	173
Surf Coast - Bellarine Peninsula	2006	Manufacturing	F	488
Surf Coast - Bellarine Peninsula	2006	Manufacturing	M	1726
Surf Coast - Bellarine Peninsula	2006	Mining	F	8
Surf Coast - Bellarine Peninsula	2006	Mining	M	33
Surf Coast - Bellarine Peninsula	2006	Other services	F	366
Surf Coast - Bellarine Peninsula	2006	Other services	M	413
Surf Coast - Bellarine Peninsula	2006	Professional scientific and technical services	F	554
Surf Coast - Bellarine Peninsula	2006	Professional scientific and technical services	M	744
Surf Coast - Bellarine Peninsula	2006	Public administration and safety	F	613
Surf Coast - Bellarine Peninsula	2006	Public administration and safety	M	785
Surf Coast - Bellarine Peninsula	2006	Rental hiring and real estate services	F	228
Surf Coast - Bellarine Peninsula	2006	Rental hiring and real estate services	M	218
Surf Coast - Bellarine Peninsula	2006	Retail trade	F	1663
Surf Coast - Bellarine Peninsula	2006	Retail trade	M	1129
Surf Coast - Bellarine Peninsula	2006	Transport postal and warehousing	F	188
Surf Coast - Bellarine Peninsula	2006	Transport postal and warehousing	M	612
Surf Coast - Bellarine Peninsula	2006	Wholesale trade	F	295
Surf Coast - Bellarine Peninsula	2006	Wholesale trade	M	584
Surf Coast - Bellarine Peninsula	2011		F	218
Surf Coast - Bellarine Peninsula	2011		M	261
Surf Coast - Bellarine Peninsula	2011	Accommodation and food services	F	1198
Surf Coast - Bellarine Peninsula	2011	Accommodation and food services	M	900
Surf Coast - Bellarine Peninsula	2011	Administrative and support services	F	383
Surf Coast - Bellarine Peninsula	2011	Administrative and support services	M	431
Surf Coast - Bellarine Peninsula	2011	Agriculture forestry and fishing	F	108
Surf Coast - Bellarine Peninsula	2011	Agriculture forestry and fishing	M	263
Surf Coast - Bellarine Peninsula	2011	Arts and recreation services	F	237
Surf Coast - Bellarine Peninsula	2011	Arts and recreation services	M	305
Surf Coast - Bellarine Peninsula	2011	Construction	F	379
Surf Coast - Bellarine Peninsula	2011	Construction	M	2924
Surf Coast - Bellarine Peninsula	2011	Education and training	F	1889
Surf Coast - Bellarine Peninsula	2011	Education and training	M	951
Surf Coast - Bellarine Peninsula	2011	Electricity gas water and waste services	F	69
Surf Coast - Bellarine Peninsula	2011	Electricity gas water and waste services	M	235
Surf Coast - Bellarine Peninsula	2011	Financial and insurance services	F	393
Surf Coast - Bellarine Peninsula	2011	Financial and insurance services	M	340
Surf Coast - Bellarine Peninsula	2011	Health care and social assistance	F	2914
Surf Coast - Bellarine Peninsula	2011	Health care and social assistance	M	728
Surf Coast - Bellarine Peninsula	2011	Information media and telecommunications	F	149
Surf Coast - Bellarine Peninsula	2011	Information media and telecommunications	M	201
Surf Coast - Bellarine Peninsula	2011	Manufacturing	F	421
Surf Coast - Bellarine Peninsula	2011	Manufacturing	M	1687
Surf Coast - Bellarine Peninsula	2011	Mining	F	10
Surf Coast - Bellarine Peninsula	2011	Mining	M	75
Surf Coast - Bellarine Peninsula	2011	Other services	F	443
Surf Coast - Bellarine Peninsula	2011	Other services	M	448
Surf Coast - Bellarine Peninsula	2011	Professional scientific and technical services	F	729
Surf Coast - Bellarine Peninsula	2011	Professional scientific and technical services	M	962
Surf Coast - Bellarine Peninsula	2011	Public administration and safety	F	857
Surf Coast - Bellarine Peninsula	2011	Public administration and safety	M	917
Surf Coast - Bellarine Peninsula	2011	Rental hiring and real estate services	F	243
Surf Coast - Bellarine Peninsula	2011	Rental hiring and real estate services	M	192
Surf Coast - Bellarine Peninsula	2011	Retail trade	F	1759
Surf Coast - Bellarine Peninsula	2011	Retail trade	M	1169
Surf Coast - Bellarine Peninsula	2011	Transport postal and warehousing	F	191
Surf Coast - Bellarine Peninsula	2011	Transport postal and warehousing	M	695
Surf Coast - Bellarine Peninsula	2011	Wholesale trade	F	324
Surf Coast - Bellarine Peninsula	2011	Wholesale trade	M	616
Surf Coast - Bellarine Peninsula	2016		F	458
Surf Coast - Bellarine Peninsula	2016		M	723
Surf Coast - Bellarine Peninsula	2016	Accommodation and food services	F	1390
Surf Coast - Bellarine Peninsula	2016	Accommodation and food services	M	1088
Surf Coast - Bellarine Peninsula	2016	Administrative and support services	F	497
Surf Coast - Bellarine Peninsula	2016	Administrative and support services	M	483
Surf Coast - Bellarine Peninsula	2016	Agriculture forestry and fishing	F	153
Surf Coast - Bellarine Peninsula	2016	Agriculture forestry and fishing	M	311
Surf Coast - Bellarine Peninsula	2016	Arts and recreation services	F	298
Surf Coast - Bellarine Peninsula	2016	Arts and recreation services	M	362
Surf Coast - Bellarine Peninsula	2016	Construction	F	377
Surf Coast - Bellarine Peninsula	2016	Construction	M	3303
Surf Coast - Bellarine Peninsula	2016	Education and training	F	2377
Surf Coast - Bellarine Peninsula	2016	Education and training	M	1097
Surf Coast - Bellarine Peninsula	2016	Electricity gas water and waste services	F	80
Surf Coast - Bellarine Peninsula	2016	Electricity gas water and waste services	M	233
Surf Coast - Bellarine Peninsula	2016	Financial and insurance services	F	430
Surf Coast - Bellarine Peninsula	2016	Financial and insurance services	M	439
Surf Coast - Bellarine Peninsula	2016	Health care and social assistance	F	3652
Surf Coast - Bellarine Peninsula	2016	Health care and social assistance	M	903
Surf Coast - Bellarine Peninsula	2016	Information media and telecommunications	F	151
Surf Coast - Bellarine Peninsula	2016	Information media and telecommunications	M	218
Surf Coast - Bellarine Peninsula	2016	Manufacturing	F	451
Surf Coast - Bellarine Peninsula	2016	Manufacturing	M	1317
Surf Coast - Bellarine Peninsula	2016	Mining	F	13
Surf Coast - Bellarine Peninsula	2016	Mining	M	92
Surf Coast - Bellarine Peninsula	2016	Other services	F	543
Surf Coast - Bellarine Peninsula	2016	Other services	M	514
Surf Coast - Bellarine Peninsula	2016	Professional scientific and technical services	F	932
Surf Coast - Bellarine Peninsula	2016	Professional scientific and technical services	M	1155
Surf Coast - Bellarine Peninsula	2016	Public administration and safety	F	1077
Surf Coast - Bellarine Peninsula	2016	Public administration and safety	M	1059
Surf Coast - Bellarine Peninsula	2016	Rental hiring and real estate services	F	299
Surf Coast - Bellarine Peninsula	2016	Rental hiring and real estate services	M	235
Surf Coast - Bellarine Peninsula	2016	Retail trade	F	1858
Surf Coast - Bellarine Peninsula	2016	Retail trade	M	1325
Surf Coast - Bellarine Peninsula	2016	Transport postal and warehousing	F	217
Surf Coast - Bellarine Peninsula	2016	Transport postal and warehousing	M	810
Surf Coast - Bellarine Peninsula	2016	Wholesale trade	F	243
Surf Coast - Bellarine Peninsula	2016	Wholesale trade	M	530
Upper Goulburn Valley	2006		F	236
Upper Goulburn Valley	2006		M	337
Upper Goulburn Valley	2006	Accommodation and food services	F	1030
Upper Goulburn Valley	2006	Accommodation and food services	M	553
Upper Goulburn Valley	2006	Administrative and support services	F	247
Upper Goulburn Valley	2006	Administrative and support services	M	221
Upper Goulburn Valley	2006	Agriculture forestry and fishing	F	699
Upper Goulburn Valley	2006	Agriculture forestry and fishing	M	1569
Upper Goulburn Valley	2006	Arts and recreation services	F	143
Upper Goulburn Valley	2006	Arts and recreation services	M	178
Upper Goulburn Valley	2006	Construction	F	178
Upper Goulburn Valley	2006	Construction	M	1538
Upper Goulburn Valley	2006	Education and training	F	1065
Upper Goulburn Valley	2006	Education and training	M	494
Upper Goulburn Valley	2006	Electricity gas water and waste services	F	18
Upper Goulburn Valley	2006	Electricity gas water and waste services	M	151
Upper Goulburn Valley	2006	Financial and insurance services	F	161
Upper Goulburn Valley	2006	Financial and insurance services	M	90
Upper Goulburn Valley	2006	Health care and social assistance	F	1609
Upper Goulburn Valley	2006	Health care and social assistance	M	269
Upper Goulburn Valley	2006	Information media and telecommunications	F	79
Upper Goulburn Valley	2006	Information media and telecommunications	M	92
Upper Goulburn Valley	2006	Manufacturing	F	629
Upper Goulburn Valley	2006	Manufacturing	M	1488
Upper Goulburn Valley	2006	Mining	F	8
Upper Goulburn Valley	2006	Mining	M	76
Upper Goulburn Valley	2006	Other services	F	236
Upper Goulburn Valley	2006	Other services	M	463
Upper Goulburn Valley	2006	Professional scientific and technical services	F	330
Upper Goulburn Valley	2006	Professional scientific and technical services	M	285
Upper Goulburn Valley	2006	Public administration and safety	F	671
Upper Goulburn Valley	2006	Public administration and safety	M	1238
Upper Goulburn Valley	2006	Rental hiring and real estate services	F	143
Upper Goulburn Valley	2006	Rental hiring and real estate services	M	122
Upper Goulburn Valley	2006	Retail trade	F	1269
Upper Goulburn Valley	2006	Retail trade	M	869
Upper Goulburn Valley	2006	Transport postal and warehousing	F	267
Upper Goulburn Valley	2006	Transport postal and warehousing	M	880
Upper Goulburn Valley	2006	Wholesale trade	F	179
Upper Goulburn Valley	2006	Wholesale trade	M	398
Upper Goulburn Valley	2011		F	232
Upper Goulburn Valley	2011		M	341
Upper Goulburn Valley	2011	Accommodation and food services	F	1135
Upper Goulburn Valley	2011	Accommodation and food services	M	619
Upper Goulburn Valley	2011	Administrative and support services	F	294
Upper Goulburn Valley	2011	Administrative and support services	M	283
Upper Goulburn Valley	2011	Agriculture forestry and fishing	F	662
Upper Goulburn Valley	2011	Agriculture forestry and fishing	M	1508
Upper Goulburn Valley	2011	Arts and recreation services	F	156
Upper Goulburn Valley	2011	Arts and recreation services	M	198
Upper Goulburn Valley	2011	Construction	F	257
Upper Goulburn Valley	2011	Construction	M	2019
Upper Goulburn Valley	2011	Education and training	F	1267
Upper Goulburn Valley	2011	Education and training	M	582
Upper Goulburn Valley	2011	Electricity gas water and waste services	F	35
Upper Goulburn Valley	2011	Electricity gas water and waste services	M	183
Upper Goulburn Valley	2011	Financial and insurance services	F	208
Upper Goulburn Valley	2011	Financial and insurance services	M	106
Upper Goulburn Valley	2011	Health care and social assistance	F	1944
Upper Goulburn Valley	2011	Health care and social assistance	M	317
Upper Goulburn Valley	2011	Information media and telecommunications	F	72
Upper Goulburn Valley	2011	Information media and telecommunications	M	103
Upper Goulburn Valley	2011	Manufacturing	F	586
Upper Goulburn Valley	2011	Manufacturing	M	1373
Upper Goulburn Valley	2011	Mining	F	25
Upper Goulburn Valley	2011	Mining	M	119
Upper Goulburn Valley	2011	Other services	F	288
Upper Goulburn Valley	2011	Other services	M	456
Upper Goulburn Valley	2011	Professional scientific and technical services	F	389
Upper Goulburn Valley	2011	Professional scientific and technical services	M	334
Upper Goulburn Valley	2011	Public administration and safety	F	775
Upper Goulburn Valley	2011	Public administration and safety	M	1374
Upper Goulburn Valley	2011	Rental hiring and real estate services	F	145
Upper Goulburn Valley	2011	Rental hiring and real estate services	M	118
Upper Goulburn Valley	2011	Retail trade	F	1317
Upper Goulburn Valley	2011	Retail trade	M	869
Upper Goulburn Valley	2011	Transport postal and warehousing	F	258
Upper Goulburn Valley	2011	Transport postal and warehousing	M	896
Upper Goulburn Valley	2011	Wholesale trade	F	155
Upper Goulburn Valley	2011	Wholesale trade	M	397
Upper Goulburn Valley	2016		F	377
Upper Goulburn Valley	2016		M	703
Upper Goulburn Valley	2016	Accommodation and food services	F	1154
Upper Goulburn Valley	2016	Accommodation and food services	M	681
Upper Goulburn Valley	2016	Administrative and support services	F	395
Upper Goulburn Valley	2016	Administrative and support services	M	343
Upper Goulburn Valley	2016	Agriculture forestry and fishing	F	645
Upper Goulburn Valley	2016	Agriculture forestry and fishing	M	1449
Upper Goulburn Valley	2016	Arts and recreation services	F	189
Upper Goulburn Valley	2016	Arts and recreation services	M	215
Upper Goulburn Valley	2016	Construction	F	274
Upper Goulburn Valley	2016	Construction	M	2155
Upper Goulburn Valley	2016	Education and training	F	1386
Upper Goulburn Valley	2016	Education and training	M	506
Upper Goulburn Valley	2016	Electricity gas water and waste services	F	45
Upper Goulburn Valley	2016	Electricity gas water and waste services	M	206
Upper Goulburn Valley	2016	Financial and insurance services	F	191
Upper Goulburn Valley	2016	Financial and insurance services	M	85
Upper Goulburn Valley	2016	Health care and social assistance	F	2086
Upper Goulburn Valley	2016	Health care and social assistance	M	315
Upper Goulburn Valley	2016	Information media and telecommunications	F	90
Upper Goulburn Valley	2016	Information media and telecommunications	M	89
Upper Goulburn Valley	2016	Manufacturing	F	523
Upper Goulburn Valley	2016	Manufacturing	M	1107
Upper Goulburn Valley	2016	Mining	F	16
Upper Goulburn Valley	2016	Mining	M	126
Upper Goulburn Valley	2016	Other services	F	333
Upper Goulburn Valley	2016	Other services	M	503
Upper Goulburn Valley	2016	Professional scientific and technical services	F	481
Upper Goulburn Valley	2016	Professional scientific and technical services	M	363
Upper Goulburn Valley	2016	Public administration and safety	F	747
Upper Goulburn Valley	2016	Public administration and safety	M	1330
Upper Goulburn Valley	2016	Rental hiring and real estate services	F	149
Upper Goulburn Valley	2016	Rental hiring and real estate services	M	115
Upper Goulburn Valley	2016	Retail trade	F	1243
Upper Goulburn Valley	2016	Retail trade	M	769
Upper Goulburn Valley	2016	Transport postal and warehousing	F	288
Upper Goulburn Valley	2016	Transport postal and warehousing	M	980
Upper Goulburn Valley	2016	Wholesale trade	F	144
Upper Goulburn Valley	2016	Wholesale trade	M	351
Wangaratta - Benalla	2006		F	184
Wangaratta - Benalla	2006		M	260
Wangaratta - Benalla	2006	Accommodation and food services	F	796
Wangaratta - Benalla	2006	Accommodation and food services	M	473
Wangaratta - Benalla	2006	Administrative and support services	F	232
Wangaratta - Benalla	2006	Administrative and support services	M	248
Wangaratta - Benalla	2006	Agriculture forestry and fishing	F	628
Wangaratta - Benalla	2006	Agriculture forestry and fishing	M	1412
Wangaratta - Benalla	2006	Arts and recreation services	F	81
Wangaratta - Benalla	2006	Arts and recreation services	M	121
Wangaratta - Benalla	2006	Construction	F	156
Wangaratta - Benalla	2006	Construction	M	1268
Wangaratta - Benalla	2006	Education and training	F	945
Wangaratta - Benalla	2006	Education and training	M	417
Wangaratta - Benalla	2006	Electricity gas water and waste services	F	15
Wangaratta - Benalla	2006	Electricity gas water and waste services	M	116
Wangaratta - Benalla	2006	Financial and insurance services	F	184
Wangaratta - Benalla	2006	Financial and insurance services	M	119
Wangaratta - Benalla	2006	Health care and social assistance	F	2101
Wangaratta - Benalla	2006	Health care and social assistance	M	417
Wangaratta - Benalla	2006	Information media and telecommunications	F	91
Wangaratta - Benalla	2006	Information media and telecommunications	M	106
Wangaratta - Benalla	2006	Manufacturing	F	875
Wangaratta - Benalla	2006	Manufacturing	M	2281
Wangaratta - Benalla	2006	Mining	F	4
Wangaratta - Benalla	2006	Mining	M	24
Wangaratta - Benalla	2006	Other services	F	296
Wangaratta - Benalla	2006	Other services	M	402
Wangaratta - Benalla	2006	Professional scientific and technical services	F	301
Wangaratta - Benalla	2006	Professional scientific and technical services	M	261
Wangaratta - Benalla	2006	Public administration and safety	F	615
Wangaratta - Benalla	2006	Public administration and safety	M	665
Wangaratta - Benalla	2006	Rental hiring and real estate services	F	81
Wangaratta - Benalla	2006	Rental hiring and real estate services	M	104
Wangaratta - Benalla	2006	Retail trade	F	1398
Wangaratta - Benalla	2006	Retail trade	M	1078
Wangaratta - Benalla	2006	Transport postal and warehousing	F	140
Wangaratta - Benalla	2006	Transport postal and warehousing	M	554
Wangaratta - Benalla	2006	Wholesale trade	F	150
Wangaratta - Benalla	2006	Wholesale trade	M	443
Wangaratta - Benalla	2011		F	160
Wangaratta - Benalla	2011		M	207
Wangaratta - Benalla	2011	Accommodation and food services	F	911
Wangaratta - Benalla	2011	Accommodation and food services	M	527
Wangaratta - Benalla	2011	Administrative and support services	F	258
Wangaratta - Benalla	2011	Administrative and support services	M	319
Wangaratta - Benalla	2011	Agriculture forestry and fishing	F	526
Wangaratta - Benalla	2011	Agriculture forestry and fishing	M	1242
Wangaratta - Benalla	2011	Arts and recreation services	F	115
Wangaratta - Benalla	2011	Arts and recreation services	M	121
Wangaratta - Benalla	2011	Construction	F	157
Wangaratta - Benalla	2011	Construction	M	1302
Wangaratta - Benalla	2011	Education and training	F	1032
Wangaratta - Benalla	2011	Education and training	M	406
Wangaratta - Benalla	2011	Electricity gas water and waste services	F	14
Wangaratta - Benalla	2011	Electricity gas water and waste services	M	135
Wangaratta - Benalla	2011	Financial and insurance services	F	189
Wangaratta - Benalla	2011	Financial and insurance services	M	106
Wangaratta - Benalla	2011	Health care and social assistance	F	2413
Wangaratta - Benalla	2011	Health care and social assistance	M	519
Wangaratta - Benalla	2011	Information media and telecommunications	F	96
Wangaratta - Benalla	2011	Information media and telecommunications	M	108
Wangaratta - Benalla	2011	Manufacturing	F	702
Wangaratta - Benalla	2011	Manufacturing	M	2068
Wangaratta - Benalla	2011	Mining	F	3
Wangaratta - Benalla	2011	Mining	M	49
Wangaratta - Benalla	2011	Other services	F	286
Wangaratta - Benalla	2011	Other services	M	431
Wangaratta - Benalla	2011	Professional scientific and technical services	F	365
Wangaratta - Benalla	2011	Professional scientific and technical services	M	318
Wangaratta - Benalla	2011	Public administration and safety	F	662
Wangaratta - Benalla	2011	Public administration and safety	M	660
Wangaratta - Benalla	2011	Rental hiring and real estate services	F	93
Wangaratta - Benalla	2011	Rental hiring and real estate services	M	121
Wangaratta - Benalla	2011	Retail trade	F	1335
Wangaratta - Benalla	2011	Retail trade	M	941
Wangaratta - Benalla	2011	Transport postal and warehousing	F	172
Wangaratta - Benalla	2011	Transport postal and warehousing	M	659
Wangaratta - Benalla	2011	Wholesale trade	F	141
Wangaratta - Benalla	2011	Wholesale trade	M	532
Wangaratta - Benalla	2016		F	295
Wangaratta - Benalla	2016		M	530
Wangaratta - Benalla	2016	Accommodation and food services	F	927
Wangaratta - Benalla	2016	Accommodation and food services	M	515
Wangaratta - Benalla	2016	Administrative and support services	F	321
Wangaratta - Benalla	2016	Administrative and support services	M	332
Wangaratta - Benalla	2016	Agriculture forestry and fishing	F	523
Wangaratta - Benalla	2016	Agriculture forestry and fishing	M	1176
Wangaratta - Benalla	2016	Arts and recreation services	F	136
Wangaratta - Benalla	2016	Arts and recreation services	M	123
Wangaratta - Benalla	2016	Construction	F	165
Wangaratta - Benalla	2016	Construction	M	1373
Wangaratta - Benalla	2016	Education and training	F	1168
Wangaratta - Benalla	2016	Education and training	M	404
Wangaratta - Benalla	2016	Electricity gas water and waste services	F	19
Wangaratta - Benalla	2016	Electricity gas water and waste services	M	156
Wangaratta - Benalla	2016	Financial and insurance services	F	169
Wangaratta - Benalla	2016	Financial and insurance services	M	106
Wangaratta - Benalla	2016	Health care and social assistance	F	2566
Wangaratta - Benalla	2016	Health care and social assistance	M	537
Wangaratta - Benalla	2016	Information media and telecommunications	F	70
Wangaratta - Benalla	2016	Information media and telecommunications	M	95
Wangaratta - Benalla	2016	Manufacturing	F	566
Wangaratta - Benalla	2016	Manufacturing	M	1572
Wangaratta - Benalla	2016	Mining	F	8
Wangaratta - Benalla	2016	Mining	M	68
Wangaratta - Benalla	2016	Other services	F	300
Wangaratta - Benalla	2016	Other services	M	420
Wangaratta - Benalla	2016	Professional scientific and technical services	F	361
Wangaratta - Benalla	2016	Professional scientific and technical services	M	283
Wangaratta - Benalla	2016	Public administration and safety	F	648
Wangaratta - Benalla	2016	Public administration and safety	M	621
Wangaratta - Benalla	2016	Rental hiring and real estate services	F	100
Wangaratta - Benalla	2016	Rental hiring and real estate services	M	83
Wangaratta - Benalla	2016	Retail trade	F	1146
Wangaratta - Benalla	2016	Retail trade	M	844
Wangaratta - Benalla	2016	Transport postal and warehousing	F	175
Wangaratta - Benalla	2016	Transport postal and warehousing	M	679
Wangaratta - Benalla	2016	Wholesale trade	F	105
Wangaratta - Benalla	2016	Wholesale trade	M	397
Wodonga - Alpine	2006		F	249
Wodonga - Alpine	2006		M	387
Wodonga - Alpine	2006	Accommodation and food services	F	1487
Wodonga - Alpine	2006	Accommodation and food services	M	849
Wodonga - Alpine	2006	Administrative and support services	F	418
Wodonga - Alpine	2006	Administrative and support services	M	433
Wodonga - Alpine	2006	Agriculture forestry and fishing	F	600
Wodonga - Alpine	2006	Agriculture forestry and fishing	M	1343
Wodonga - Alpine	2006	Arts and recreation services	F	104
Wodonga - Alpine	2006	Arts and recreation services	M	169
Wodonga - Alpine	2006	Construction	F	292
Wodonga - Alpine	2006	Construction	M	2026
Wodonga - Alpine	2006	Education and training	F	1485
Wodonga - Alpine	2006	Education and training	M	719
Wodonga - Alpine	2006	Electricity gas water and waste services	F	35
Wodonga - Alpine	2006	Electricity gas water and waste services	M	214
Wodonga - Alpine	2006	Financial and insurance services	F	322
Wodonga - Alpine	2006	Financial and insurance services	M	244
