SA3_NAME16	Year	Age	NonSchoolQualification	adults
Mornington Peninsula	2016	75-84	Certificate III and IV Level	1606
Mornington Peninsula	2016	75-84	Advanced Diploma and Diploma	1014
Mornington Peninsula	2016	75-84	Bachelor	990
Mornington Peninsula	2016	75-84	Graduate Diploma and Graduate Certificate	127
Mornington Peninsula	2016	75-84	Postgraduate	229
Mornington Peninsula	2016	85+		1260
Mornington Peninsula	2016	85+	Certificate nfd	96
Mornington Peninsula	2016	85+	Certificate I and II Level	14
Mornington Peninsula	2016	85+	Certificate III and IV Level	468
Mornington Peninsula	2016	85+	Advanced Diploma and Diploma	324
Mornington Peninsula	2016	85+	Bachelor	263
Mornington Peninsula	2016	85+	Graduate Diploma and Graduate Certificate	20
Mornington Peninsula	2016	85+	Postgraduate	45
Grampians	2006	15-19		385
Grampians	2006	15-19	Certificate nfd	15
Grampians	2006	15-19	Certificate I and II Level	47
Grampians	2006	15-19	Certificate III and IV Level	145
Grampians	2006	15-19	Advanced Diploma and Diploma	4
Grampians	2006	15-19	Bachelor	0
Grampians	2006	15-19	Graduate Diploma and Graduate Certificate	0
Grampians	2006	15-19	Postgraduate	0
Grampians	2006	20-24		207
Grampians	2006	20-24	Certificate nfd	49
Grampians	2006	20-24	Certificate I and II Level	120
Grampians	2006	20-24	Certificate III and IV Level	588
Grampians	2006	20-24	Advanced Diploma and Diploma	112
Grampians	2006	20-24	Bachelor	169
Grampians	2006	20-24	Graduate Diploma and Graduate Certificate	9
Grampians	2006	20-24	Postgraduate	0
Grampians	2006	25-34		423
Grampians	2006	25-34	Certificate nfd	133
Grampians	2006	25-34	Certificate I and II Level	137
Grampians	2006	25-34	Certificate III and IV Level	1303
Grampians	2006	25-34	Advanced Diploma and Diploma	436
Grampians	2006	25-34	Bachelor	695
Grampians	2006	25-34	Graduate Diploma and Graduate Certificate	112
Grampians	2006	25-34	Postgraduate	53
Grampians	2006	35-44		748
Grampians	2006	35-44	Certificate nfd	119
Grampians	2006	35-44	Certificate I and II Level	113
Grampians	2006	35-44	Certificate III and IV Level	1631
Grampians	2006	35-44	Advanced Diploma and Diploma	527
Grampians	2006	35-44	Bachelor	658
Grampians	2006	35-44	Graduate Diploma and Graduate Certificate	134
Grampians	2006	35-44	Postgraduate	68
Grampians	2006	45-54		851
Grampians	2006	45-54	Certificate nfd	149
Grampians	2006	45-54	Certificate I and II Level	131
Grampians	2006	45-54	Certificate III and IV Level	1544
Grampians	2006	45-54	Advanced Diploma and Diploma	703
Grampians	2006	45-54	Bachelor	733
Grampians	2006	45-54	Graduate Diploma and Graduate Certificate	178
Grampians	2006	45-54	Postgraduate	102
Grampians	2006	55-64		894
Grampians	2006	55-64	Certificate nfd	94
Grampians	2006	55-64	Certificate I and II Level	58
Grampians	2006	55-64	Certificate III and IV Level	965
Grampians	2006	55-64	Advanced Diploma and Diploma	550
Grampians	2006	55-64	Bachelor	463
Grampians	2006	55-64	Graduate Diploma and Graduate Certificate	98
Grampians	2006	55-64	Postgraduate	62
Grampians	2006	65-74		975
Grampians	2006	65-74	Certificate nfd	32
Grampians	2006	65-74	Certificate I and II Level	10
Grampians	2006	65-74	Certificate III and IV Level	464
Grampians	2006	65-74	Advanced Diploma and Diploma	246
Grampians	2006	65-74	Bachelor	170
Grampians	2006	65-74	Graduate Diploma and Graduate Certificate	37
Grampians	2006	65-74	Postgraduate	35
Grampians	2006	75-84		1153
Grampians	2006	75-84	Certificate nfd	20
Grampians	2006	75-84	Certificate I and II Level	7
Grampians	2006	75-84	Certificate III and IV Level	236
Grampians	2006	75-84	Advanced Diploma and Diploma	137
Grampians	2006	75-84	Bachelor	87
Grampians	2006	75-84	Graduate Diploma and Graduate Certificate	8
Grampians	2006	75-84	Postgraduate	7
Grampians	2006	85+		458
Grampians	2006	85+	Certificate nfd	0
Grampians	2006	85+	Certificate I and II Level	3
Grampians	2006	85+	Certificate III and IV Level	50
Grampians	2006	85+	Advanced Diploma and Diploma	21
Grampians	2006	85+	Bachelor	20
Grampians	2006	85+	Graduate Diploma and Graduate Certificate	0
Grampians	2006	85+	Postgraduate	0
Grampians	2011	15-19		391
Grampians	2011	15-19	Certificate nfd	15
Grampians	2011	15-19	Certificate I and II Level	67
Grampians	2011	15-19	Certificate III and IV Level	150
Grampians	2011	15-19	Advanced Diploma and Diploma	3
Grampians	2011	15-19	Bachelor	0
Grampians	2011	15-19	Graduate Diploma and Graduate Certificate	0
Grampians	2011	15-19	Postgraduate	0
Grampians	2011	20-24		201
Grampians	2011	20-24	Certificate nfd	40
Grampians	2011	20-24	Certificate I and II Level	96
Grampians	2011	20-24	Certificate III and IV Level	743
Grampians	2011	20-24	Advanced Diploma and Diploma	130
Grampians	2011	20-24	Bachelor	192
Grampians	2011	20-24	Graduate Diploma and Graduate Certificate	9
Grampians	2011	20-24	Postgraduate	4
Grampians	2011	25-34		446
Grampians	2011	25-34	Certificate nfd	106
Grampians	2011	25-34	Certificate I and II Level	118
Grampians	2011	25-34	Certificate III and IV Level	1389
Grampians	2011	25-34	Advanced Diploma and Diploma	453
Grampians	2011	25-34	Bachelor	770
Grampians	2011	25-34	Graduate Diploma and Graduate Certificate	101
Grampians	2011	25-34	Postgraduate	93
Grampians	2011	35-44		635
Grampians	2011	35-44	Certificate nfd	128
Grampians	2011	35-44	Certificate I and II Level	124
Grampians	2011	35-44	Certificate III and IV Level	1614
Grampians	2011	35-44	Advanced Diploma and Diploma	662
Grampians	2011	35-44	Bachelor	731
Grampians	2011	35-44	Graduate Diploma and Graduate Certificate	161
Grampians	2011	35-44	Postgraduate	108
Grampians	2011	45-54		860
Grampians	2011	45-54	Certificate nfd	131
Grampians	2011	45-54	Certificate I and II Level	101
Grampians	2011	45-54	Certificate III and IV Level	1901
Grampians	2011	45-54	Advanced Diploma and Diploma	700
Grampians	2011	45-54	Bachelor	662
Grampians	2011	45-54	Graduate Diploma and Graduate Certificate	162
Grampians	2011	45-54	Postgraduate	103
Grampians	2011	55-64		926
Grampians	2011	55-64	Certificate nfd	127
Grampians	2011	55-64	Certificate I and II Level	85
Grampians	2011	55-64	Certificate III and IV Level	1349
Grampians	2011	55-64	Advanced Diploma and Diploma	682
Grampians	2011	55-64	Bachelor	626
Grampians	2011	55-64	Graduate Diploma and Graduate Certificate	169
Grampians	2011	55-64	Postgraduate	89
Grampians	2011	65-74		874
Grampians	2011	65-74	Certificate nfd	50
Grampians	2011	65-74	Certificate I and II Level	31
Grampians	2011	65-74	Certificate III and IV Level	674
Grampians	2011	65-74	Advanced Diploma and Diploma	359
Grampians	2011	65-74	Bachelor	257
Grampians	2011	65-74	Graduate Diploma and Graduate Certificate	52
Grampians	2011	65-74	Postgraduate	40
Grampians	2011	75-84		957
Grampians	2011	75-84	Certificate nfd	15
Grampians	2011	75-84	Certificate I and II Level	9
Grampians	2011	75-84	Certificate III and IV Level	280
Grampians	2011	75-84	Advanced Diploma and Diploma	154
Grampians	2011	75-84	Bachelor	113
Grampians	2011	75-84	Graduate Diploma and Graduate Certificate	14
Grampians	2011	75-84	Postgraduate	9
Grampians	2011	85+		510
Grampians	2011	85+	Certificate nfd	9
Grampians	2011	85+	Certificate I and II Level	3
Grampians	2011	85+	Certificate III and IV Level	65
Grampians	2011	85+	Advanced Diploma and Diploma	46
Grampians	2011	85+	Bachelor	25
Grampians	2011	85+	Graduate Diploma and Graduate Certificate	0
Grampians	2011	85+	Postgraduate	5
Grampians	2016	15-19		388
Grampians	2016	15-19	Certificate nfd	13
Grampians	2016	15-19	Certificate I and II Level	47
Grampians	2016	15-19	Certificate III and IV Level	143
Grampians	2016	15-19	Advanced Diploma and Diploma	7
Grampians	2016	15-19	Bachelor	0
Grampians	2016	15-19	Graduate Diploma and Graduate Certificate	0
Grampians	2016	15-19	Postgraduate	0
Grampians	2016	20-24		259
Grampians	2016	20-24	Certificate nfd	53
Grampians	2016	20-24	Certificate I and II Level	85
Grampians	2016	20-24	Certificate III and IV Level	742
Grampians	2016	20-24	Advanced Diploma and Diploma	151
Grampians	2016	20-24	Bachelor	223
Grampians	2016	20-24	Graduate Diploma and Graduate Certificate	12
Grampians	2016	20-24	Postgraduate	24
Grampians	2016	25-34		705
Grampians	2016	25-34	Certificate nfd	111
Grampians	2016	25-34	Certificate I and II Level	124
Grampians	2016	25-34	Certificate III and IV Level	1646
Grampians	2016	25-34	Advanced Diploma and Diploma	551
Grampians	2016	25-34	Bachelor	905
Grampians	2016	25-34	Graduate Diploma and Graduate Certificate	133
Grampians	2016	25-34	Postgraduate	123
Grampians	2016	35-44		718
Grampians	2016	35-44	Certificate nfd	141
Grampians	2016	35-44	Certificate I and II Level	120
Grampians	2016	35-44	Certificate III and IV Level	1468
Grampians	2016	35-44	Advanced Diploma and Diploma	679
Grampians	2016	35-44	Bachelor	808
Grampians	2016	35-44	Graduate Diploma and Graduate Certificate	148
Grampians	2016	35-44	Postgraduate	149
Grampians	2016	45-54		864
Grampians	2016	45-54	Certificate nfd	175
Grampians	2016	45-54	Certificate I and II Level	123
Grampians	2016	45-54	Certificate III and IV Level	1736
Grampians	2016	45-54	Advanced Diploma and Diploma	799
Grampians	2016	45-54	Bachelor	648
Grampians	2016	45-54	Graduate Diploma and Graduate Certificate	176
Grampians	2016	45-54	Postgraduate	112
Grampians	2016	55-64		1026
Grampians	2016	55-64	Certificate nfd	202
Grampians	2016	55-64	Certificate I and II Level	102
Grampians	2016	55-64	Certificate III and IV Level	1624
Grampians	2016	55-64	Advanced Diploma and Diploma	853
Grampians	2016	55-64	Bachelor	709
Grampians	2016	55-64	Graduate Diploma and Graduate Certificate	190
Grampians	2016	55-64	Postgraduate	104
Grampians	2016	65-74		1076
Grampians	2016	65-74	Certificate nfd	122
Grampians	2016	65-74	Certificate I and II Level	65
Grampians	2016	65-74	Certificate III and IV Level	930
Grampians	2016	65-74	Advanced Diploma and Diploma	548
Grampians	2016	65-74	Bachelor	414
Grampians	2016	65-74	Graduate Diploma and Graduate Certificate	87
Grampians	2016	65-74	Postgraduate	68
Grampians	2016	75-84		849
Grampians	2016	75-84	Certificate nfd	40
Grampians	2016	75-84	Certificate I and II Level	12
Grampians	2016	75-84	Certificate III and IV Level	367
Grampians	2016	75-84	Advanced Diploma and Diploma	188
Grampians	2016	75-84	Bachelor	124
Grampians	2016	75-84	Graduate Diploma and Graduate Certificate	13
Grampians	2016	75-84	Postgraduate	22
Grampians	2016	85+		530
Grampians	2016	85+	Certificate nfd	14
Grampians	2016	85+	Certificate I and II Level	4
Grampians	2016	85+	Certificate III and IV Level	97
Grampians	2016	85+	Advanced Diploma and Diploma	75
Grampians	2016	85+	Bachelor	48
Grampians	2016	85+	Graduate Diploma and Graduate Certificate	6
Grampians	2016	85+	Postgraduate	4
Mildura	2006	15-19		440
Mildura	2006	15-19	Certificate nfd	10
Mildura	2006	15-19	Certificate I and II Level	57
Mildura	2006	15-19	Certificate III and IV Level	128
Mildura	2006	15-19	Advanced Diploma and Diploma	9
Mildura	2006	15-19	Bachelor	0
Mildura	2006	15-19	Graduate Diploma and Graduate Certificate	0
Mildura	2006	15-19	Postgraduate	0
Mildura	2006	20-24		291
Mildura	2006	20-24	Certificate nfd	56
Mildura	2006	20-24	Certificate I and II Level	112
Mildura	2006	20-24	Certificate III and IV Level	531
Mildura	2006	20-24	Advanced Diploma and Diploma	95
Mildura	2006	20-24	Bachelor	186
Mildura	2006	20-24	Graduate Diploma and Graduate Certificate	12
Mildura	2006	20-24	Postgraduate	0
Mildura	2006	25-34		520
Mildura	2006	25-34	Certificate nfd	95
Mildura	2006	25-34	Certificate I and II Level	133
Mildura	2006	25-34	Certificate III and IV Level	1110
Mildura	2006	25-34	Advanced Diploma and Diploma	355
Mildura	2006	25-34	Bachelor	769
Mildura	2006	25-34	Graduate Diploma and Graduate Certificate	94
Mildura	2006	25-34	Postgraduate	32
Mildura	2006	35-44		683
Mildura	2006	35-44	Certificate nfd	106
Mildura	2006	35-44	Certificate I and II Level	101
Mildura	2006	35-44	Certificate III and IV Level	1354
Mildura	2006	35-44	Advanced Diploma and Diploma	392
Mildura	2006	35-44	Bachelor	598
Mildura	2006	35-44	Graduate Diploma and Graduate Certificate	138
Mildura	2006	35-44	Postgraduate	80
Mildura	2006	45-54		698
Mildura	2006	45-54	Certificate nfd	93
Mildura	2006	45-54	Certificate I and II Level	66
Mildura	2006	45-54	Certificate III and IV Level	1081
Mildura	2006	45-54	Advanced Diploma and Diploma	492
Mildura	2006	45-54	Bachelor	534
Mildura	2006	45-54	Graduate Diploma and Graduate Certificate	141
Mildura	2006	45-54	Postgraduate	69
Mildura	2006	55-64		680
Mildura	2006	55-64	Certificate nfd	50
Mildura	2006	55-64	Certificate I and II Level	21
Mildura	2006	55-64	Certificate III and IV Level	655
Mildura	2006	55-64	Advanced Diploma and Diploma	318
Mildura	2006	55-64	Bachelor	248
Mildura	2006	55-64	Graduate Diploma and Graduate Certificate	41
Mildura	2006	55-64	Postgraduate	41
Mildura	2006	65-74		718
Mildura	2006	65-74	Certificate nfd	19
Mildura	2006	65-74	Certificate I and II Level	3
Mildura	2006	65-74	Certificate III and IV Level	361
Mildura	2006	65-74	Advanced Diploma and Diploma	127
Mildura	2006	65-74	Bachelor	94
Mildura	2006	65-74	Graduate Diploma and Graduate Certificate	18
Mildura	2006	65-74	Postgraduate	11
Mildura	2006	75-84		756
Mildura	2006	75-84	Certificate nfd	6
Mildura	2006	75-84	Certificate I and II Level	3
Mildura	2006	75-84	Certificate III and IV Level	127
Mildura	2006	75-84	Advanced Diploma and Diploma	59
Mildura	2006	75-84	Bachelor	33
Mildura	2006	75-84	Graduate Diploma and Graduate Certificate	3
Mildura	2006	75-84	Postgraduate	3
Mildura	2006	85+		238
Mildura	2006	85+	Certificate nfd	0
Mildura	2006	85+	Certificate I and II Level	0
Mildura	2006	85+	Certificate III and IV Level	26
Mildura	2006	85+	Advanced Diploma and Diploma	18
Mildura	2006	85+	Bachelor	18
Mildura	2006	85+	Graduate Diploma and Graduate Certificate	0
Mildura	2006	85+	Postgraduate	3
Mildura	2011	15-19		414
Mildura	2011	15-19	Certificate nfd	22
Mildura	2011	15-19	Certificate I and II Level	70
Mildura	2011	15-19	Certificate III and IV Level	160
Mildura	2011	15-19	Advanced Diploma and Diploma	16
Mildura	2011	15-19	Bachelor	0
Mildura	2011	15-19	Graduate Diploma and Graduate Certificate	0
Mildura	2011	15-19	Postgraduate	0
Mildura	2011	20-24		256
Mildura	2011	20-24	Certificate nfd	54
Mildura	2011	20-24	Certificate I and II Level	121
Mildura	2011	20-24	Certificate III and IV Level	692
Mildura	2011	20-24	Advanced Diploma and Diploma	109
Mildura	2011	20-24	Bachelor	191
Mildura	2011	20-24	Graduate Diploma and Graduate Certificate	6
Mildura	2011	20-24	Postgraduate	0
Mildura	2011	25-34		505
Mildura	2011	25-34	Certificate nfd	85
Mildura	2011	25-34	Certificate I and II Level	165
Mildura	2011	25-34	Certificate III and IV Level	1320
Mildura	2011	25-34	Advanced Diploma and Diploma	386
Mildura	2011	25-34	Bachelor	758
Mildura	2011	25-34	Graduate Diploma and Graduate Certificate	85
Mildura	2011	25-34	Postgraduate	67
Mildura	2011	35-44		617
Mildura	2011	35-44	Certificate nfd	118
Mildura	2011	35-44	Certificate I and II Level	109
Mildura	2011	35-44	Certificate III and IV Level	1405
Mildura	2011	35-44	Advanced Diploma and Diploma	593
Mildura	2011	35-44	Bachelor	753
Mildura	2011	35-44	Graduate Diploma and Graduate Certificate	132
Mildura	2011	35-44	Postgraduate	80
Mildura	2011	45-54		646
Mildura	2011	45-54	Certificate nfd	96
Mildura	2011	45-54	Certificate I and II Level	83
Mildura	2011	45-54	Certificate III and IV Level	1372
Mildura	2011	45-54	Advanced Diploma and Diploma	543
Mildura	2011	45-54	Bachelor	593
Mildura	2011	45-54	Graduate Diploma and Graduate Certificate	135
Mildura	2011	45-54	Postgraduate	85
Mildura	2011	55-64		728
Mildura	2011	55-64	Certificate nfd	93
Mildura	2011	55-64	Certificate I and II Level	42
Mildura	2011	55-64	Certificate III and IV Level	886
Mildura	2011	55-64	Advanced Diploma and Diploma	452
Mildura	2011	55-64	Bachelor	374
Mildura	2011	55-64	Graduate Diploma and Graduate Certificate	95
Mildura	2011	55-64	Postgraduate	59
Mildura	2011	65-74		685
Mildura	2011	65-74	Certificate nfd	32
Mildura	2011	65-74	Certificate I and II Level	19
Mildura	2011	65-74	Certificate III and IV Level	487
Mildura	2011	65-74	Advanced Diploma and Diploma	217
Mildura	2011	65-74	Bachelor	149
Mildura	2011	65-74	Graduate Diploma and Graduate Certificate	28
Mildura	2011	65-74	Postgraduate	23
Mildura	2011	75-84		658
Mildura	2011	75-84	Certificate nfd	17
Mildura	2011	75-84	Certificate I and II Level	0
Mildura	2011	75-84	Certificate III and IV Level	189
Mildura	2011	75-84	Advanced Diploma and Diploma	59
Mildura	2011	75-84	Bachelor	54
Mildura	2011	75-84	Graduate Diploma and Graduate Certificate	3
Mildura	2011	75-84	Postgraduate	0
Mildura	2011	85+		297
Mildura	2011	85+	Certificate nfd	3
Mildura	2011	85+	Certificate I and II Level	0
Mildura	2011	85+	Certificate III and IV Level	46
Mildura	2011	85+	Advanced Diploma and Diploma	23
Mildura	2011	85+	Bachelor	12
Mildura	2011	85+	Graduate Diploma and Graduate Certificate	0
Mildura	2011	85+	Postgraduate	0
Mildura	2016	15-19		440
Mildura	2016	15-19	Certificate nfd	26
Mildura	2016	15-19	Certificate I and II Level	70
Mildura	2016	15-19	Certificate III and IV Level	158
Mildura	2016	15-19	Advanced Diploma and Diploma	12
Mildura	2016	15-19	Bachelor	0
Mildura	2016	15-19	Graduate Diploma and Graduate Certificate	0
Mildura	2016	15-19	Postgraduate	0
Mildura	2016	20-24		378
Mildura	2016	20-24	Certificate nfd	51
Mildura	2016	20-24	Certificate I and II Level	125
Mildura	2016	20-24	Certificate III and IV Level	694
Mildura	2016	20-24	Advanced Diploma and Diploma	161
Mildura	2016	20-24	Bachelor	201
Mildura	2016	20-24	Graduate Diploma and Graduate Certificate	22
Mildura	2016	20-24	Postgraduate	19
Mildura	2016	25-34		756
Mildura	2016	25-34	Certificate nfd	109
Mildura	2016	25-34	Certificate I and II Level	143
Mildura	2016	25-34	Certificate III and IV Level	1732
Mildura	2016	25-34	Advanced Diploma and Diploma	542
Mildura	2016	25-34	Bachelor	925
Mildura	2016	25-34	Graduate Diploma and Graduate Certificate	104
Mildura	2016	25-34	Postgraduate	112
Mildura	2016	35-44		624
Mildura	2016	35-44	Certificate nfd	134
Mildura	2016	35-44	Certificate I and II Level	105
Mildura	2016	35-44	Certificate III and IV Level	1421
Mildura	2016	35-44	Advanced Diploma and Diploma	610
Mildura	2016	35-44	Bachelor	831
Mildura	2016	35-44	Graduate Diploma and Graduate Certificate	137
Mildura	2016	35-44	Postgraduate	136
Mildura	2016	45-54		792
Mildura	2016	45-54	Certificate nfd	169
Mildura	2016	45-54	Certificate I and II Level	87
Mildura	2016	45-54	Certificate III and IV Level	1521
Mildura	2016	45-54	Advanced Diploma and Diploma	673
Mildura	2016	45-54	Bachelor	609
Mildura	2016	45-54	Graduate Diploma and Graduate Certificate	165
Mildura	2016	45-54	Postgraduate	93
Mildura	2016	55-64		914
Mildura	2016	55-64	Certificate nfd	141
Mildura	2016	55-64	Certificate I and II Level	69
Mildura	2016	55-64	Certificate III and IV Level	1208
Mildura	2016	55-64	Advanced Diploma and Diploma	610
Mildura	2016	55-64	Bachelor	524
Mildura	2016	55-64	Graduate Diploma and Graduate Certificate	120
Mildura	2016	55-64	Postgraduate	88
Mildura	2016	65-74		952
Mildura	2016	65-74	Certificate nfd	85
Mildura	2016	65-74	Certificate I and II Level	30
Mildura	2016	65-74	Certificate III and IV Level	652
Mildura	2016	65-74	Advanced Diploma and Diploma	348
Mildura	2016	65-74	Bachelor	228
Mildura	2016	65-74	Graduate Diploma and Graduate Certificate	50
Mildura	2016	65-74	Postgraduate	37
Mildura	2016	75-84		722
Mildura	2016	75-84	Certificate nfd	21
Mildura	2016	75-84	Certificate I and II Level	5
Mildura	2016	75-84	Certificate III and IV Level	248
Mildura	2016	75-84	Advanced Diploma and Diploma	114
Mildura	2016	75-84	Bachelor	95
Mildura	2016	75-84	Graduate Diploma and Graduate Certificate	12
Mildura	2016	75-84	Postgraduate	10
Mildura	2016	85+		400
Mildura	2016	85+	Certificate nfd	4
Mildura	2016	85+	Certificate I and II Level	4
Mildura	2016	85+	Certificate III and IV Level	70
Mildura	2016	85+	Advanced Diploma and Diploma	24
Mildura	2016	85+	Bachelor	17
Mildura	2016	85+	Graduate Diploma and Graduate Certificate	4
Mildura	2016	85+	Postgraduate	0
Murray River - Swan Hill	2006	15-19		318
Murray River - Swan Hill	2006	15-19	Certificate nfd	9
Murray River - Swan Hill	2006	15-19	Certificate I and II Level	45
Murray River - Swan Hill	2006	15-19	Certificate III and IV Level	110
Murray River - Swan Hill	2006	15-19	Advanced Diploma and Diploma	7
Murray River - Swan Hill	2006	15-19	Bachelor	0
Murray River - Swan Hill	2006	15-19	Graduate Diploma and Graduate Certificate	0
Murray River - Swan Hill	2006	15-19	Postgraduate	0
Murray River - Swan Hill	2006	20-24		192
Murray River - Swan Hill	2006	20-24	Certificate nfd	23
Murray River - Swan Hill	2006	20-24	Certificate I and II Level	65
Murray River - Swan Hill	2006	20-24	Certificate III and IV Level	385
Murray River - Swan Hill	2006	20-24	Advanced Diploma and Diploma	83
Murray River - Swan Hill	2006	20-24	Bachelor	147
Murray River - Swan Hill	2006	20-24	Graduate Diploma and Graduate Certificate	10
Murray River - Swan Hill	2006	20-24	Postgraduate	0
Murray River - Swan Hill	2006	25-34		439
Murray River - Swan Hill	2006	25-34	Certificate nfd	72
Murray River - Swan Hill	2006	25-34	Certificate I and II Level	91
Murray River - Swan Hill	2006	25-34	Certificate III and IV Level	857
Murray River - Swan Hill	2006	25-34	Advanced Diploma and Diploma	250
Murray River - Swan Hill	2006	25-34	Bachelor	488
Murray River - Swan Hill	2006	25-34	Graduate Diploma and Graduate Certificate	57
Murray River - Swan Hill	2006	25-34	Postgraduate	26
Murray River - Swan Hill	2006	35-44		481
Murray River - Swan Hill	2006	35-44	Certificate nfd	69
Murray River - Swan Hill	2006	35-44	Certificate I and II Level	68
Murray River - Swan Hill	2006	35-44	Certificate III and IV Level	1099
Murray River - Swan Hill	2006	35-44	Advanced Diploma and Diploma	267
Murray River - Swan Hill	2006	35-44	Bachelor	337
Murray River - Swan Hill	2006	35-44	Graduate Diploma and Graduate Certificate	83
Murray River - Swan Hill	2006	35-44	Postgraduate	28
Murray River - Swan Hill	2006	45-54		512
Murray River - Swan Hill	2006	45-54	Certificate nfd	52
Murray River - Swan Hill	2006	45-54	Certificate I and II Level	56
Murray River - Swan Hill	2006	45-54	Certificate III and IV Level	965
Murray River - Swan Hill	2006	45-54	Advanced Diploma and Diploma	332
Murray River - Swan Hill	2006	45-54	Bachelor	369
Murray River - Swan Hill	2006	45-54	Graduate Diploma and Graduate Certificate	87
Murray River - Swan Hill	2006	45-54	Postgraduate	29
Murray River - Swan Hill	2006	55-64		545
Murray River - Swan Hill	2006	55-64	Certificate nfd	42
Murray River - Swan Hill	2006	55-64	Certificate I and II Level	27
Murray River - Swan Hill	2006	55-64	Certificate III and IV Level	591
Murray River - Swan Hill	2006	55-64	Advanced Diploma and Diploma	253
Murray River - Swan Hill	2006	55-64	Bachelor	215
Murray River - Swan Hill	2006	55-64	Graduate Diploma and Graduate Certificate	62
Murray River - Swan Hill	2006	55-64	Postgraduate	29
Murray River - Swan Hill	2006	65-74		626
Murray River - Swan Hill	2006	65-74	Certificate nfd	15
Murray River - Swan Hill	2006	65-74	Certificate I and II Level	14
Murray River - Swan Hill	2006	65-74	Certificate III and IV Level	277
Murray River - Swan Hill	2006	65-74	Advanced Diploma and Diploma	139
Murray River - Swan Hill	2006	65-74	Bachelor	107
Murray River - Swan Hill	2006	65-74	Graduate Diploma and Graduate Certificate	18
Murray River - Swan Hill	2006	65-74	Postgraduate	3
Murray River - Swan Hill	2006	75-84		742
Murray River - Swan Hill	2006	75-84	Certificate nfd	14
Murray River - Swan Hill	2006	75-84	Certificate I and II Level	4
Murray River - Swan Hill	2006	75-84	Certificate III and IV Level	133
Murray River - Swan Hill	2006	75-84	Advanced Diploma and Diploma	70
Murray River - Swan Hill	2006	75-84	Bachelor	52
Murray River - Swan Hill	2006	75-84	Graduate Diploma and Graduate Certificate	3
Murray River - Swan Hill	2006	75-84	Postgraduate	5
Murray River - Swan Hill	2006	85+		216
Murray River - Swan Hill	2006	85+	Certificate nfd	7
Murray River - Swan Hill	2006	85+	Certificate I and II Level	0
Murray River - Swan Hill	2006	85+	Certificate III and IV Level	26
Murray River - Swan Hill	2006	85+	Advanced Diploma and Diploma	13
Murray River - Swan Hill	2006	85+	Bachelor	9
Murray River - Swan Hill	2006	85+	Graduate Diploma and Graduate Certificate	0
Murray River - Swan Hill	2006	85+	Postgraduate	0
Murray River - Swan Hill	2011	15-19		300
Murray River - Swan Hill	2011	15-19	Certificate nfd	11
Murray River - Swan Hill	2011	15-19	Certificate I and II Level	44
Murray River - Swan Hill	2011	15-19	Certificate III and IV Level	103
Murray River - Swan Hill	2011	15-19	Advanced Diploma and Diploma	4
Murray River - Swan Hill	2011	15-19	Bachelor	6
Murray River - Swan Hill	2011	15-19	Graduate Diploma and Graduate Certificate	0
Murray River - Swan Hill	2011	15-19	Postgraduate	0
Murray River - Swan Hill	2011	20-24		167
Murray River - Swan Hill	2011	20-24	Certificate nfd	36
Murray River - Swan Hill	2011	20-24	Certificate I and II Level	57
Murray River - Swan Hill	2011	20-24	Certificate III and IV Level	435
Murray River - Swan Hill	2011	20-24	Advanced Diploma and Diploma	82
Murray River - Swan Hill	2011	20-24	Bachelor	135
Murray River - Swan Hill	2011	20-24	Graduate Diploma and Graduate Certificate	12
Murray River - Swan Hill	2011	20-24	Postgraduate	0
Murray River - Swan Hill	2011	25-34		334
Murray River - Swan Hill	2011	25-34	Certificate nfd	43
Murray River - Swan Hill	2011	25-34	Certificate I and II Level	82
Murray River - Swan Hill	2011	25-34	Certificate III and IV Level	927
Murray River - Swan Hill	2011	25-34	Advanced Diploma and Diploma	310
Murray River - Swan Hill	2011	25-34	Bachelor	542
Murray River - Swan Hill	2011	25-34	Graduate Diploma and Graduate Certificate	53
Murray River - Swan Hill	2011	25-34	Postgraduate	39
Murray River - Swan Hill	2011	35-44		416
Murray River - Swan Hill	2011	35-44	Certificate nfd	71
Murray River - Swan Hill	2011	35-44	Certificate I and II Level	90
Murray River - Swan Hill	2011	35-44	Certificate III and IV Level	981
Murray River - Swan Hill	2011	35-44	Advanced Diploma and Diploma	334
Murray River - Swan Hill	2011	35-44	Bachelor	417
Murray River - Swan Hill	2011	35-44	Graduate Diploma and Graduate Certificate	77
Murray River - Swan Hill	2011	35-44	Postgraduate	42
Murray River - Swan Hill	2011	45-54		491
Murray River - Swan Hill	2011	45-54	Certificate nfd	72
Murray River - Swan Hill	2011	45-54	Certificate I and II Level	57
Murray River - Swan Hill	2011	45-54	Certificate III and IV Level	1083
Murray River - Swan Hill	2011	45-54	Advanced Diploma and Diploma	336
Murray River - Swan Hill	2011	45-54	Bachelor	322
Murray River - Swan Hill	2011	45-54	Graduate Diploma and Graduate Certificate	91
Murray River - Swan Hill	2011	45-54	Postgraduate	23
Murray River - Swan Hill	2011	55-64		555
Murray River - Swan Hill	2011	55-64	Certificate nfd	66
Murray River - Swan Hill	2011	55-64	Certificate I and II Level	34
Murray River - Swan Hill	2011	55-64	Certificate III and IV Level	804
Murray River - Swan Hill	2011	55-64	Advanced Diploma and Diploma	331
Murray River - Swan Hill	2011	55-64	Bachelor	301
