SA3_NAME16	Year	Occupation	workers
Hobsons Bay	2011	Labourers	3085
Hobsons Bay	2011	Machinery operators and drivers	2630
Hobsons Bay	2011	Managers	4808
Hobsons Bay	2011	Professionals	8806
Hobsons Bay	2011	Sales workers	3151
Hobsons Bay	2011	Technicians and trades workers	5047
Hobsons Bay	2016		709
Hobsons Bay	2016	Clerical and administrative workers	5843
Hobsons Bay	2016	Community and personal service workers	3704
Hobsons Bay	2016	Labourers	2843
Hobsons Bay	2016	Machinery operators and drivers	2465
Hobsons Bay	2016	Managers	5887
Hobsons Bay	2016	Professionals	10118
Hobsons Bay	2016	Sales workers	3459
Hobsons Bay	2016	Technicians and trades workers	4866
Maribyrnong	2006		700
Maribyrnong	2006	Clerical and administrative workers	4317
Maribyrnong	2006	Community and personal service workers	2491
Maribyrnong	2006	Labourers	2945
Maribyrnong	2006	Machinery operators and drivers	2157
Maribyrnong	2006	Managers	3025
Maribyrnong	2006	Professionals	6817
Maribyrnong	2006	Sales workers	2552
Maribyrnong	2006	Technicians and trades workers	3239
Maribyrnong	2011		901
Maribyrnong	2011	Clerical and administrative workers	5011
Maribyrnong	2011	Community and personal service workers	3235
Maribyrnong	2011	Labourers	3119
Maribyrnong	2011	Machinery operators and drivers	2073
Maribyrnong	2011	Managers	4130
Maribyrnong	2011	Professionals	9510
Maribyrnong	2011	Sales workers	2910
Maribyrnong	2011	Technicians and trades workers	3777
Maribyrnong	2016		764
Maribyrnong	2016	Clerical and administrative workers	5309
Maribyrnong	2016	Community and personal service workers	4334
Maribyrnong	2016	Labourers	3698
Maribyrnong	2016	Machinery operators and drivers	2110
Maribyrnong	2016	Managers	5586
Maribyrnong	2016	Professionals	11966
Maribyrnong	2016	Sales workers	3712
Maribyrnong	2016	Technicians and trades workers	4170
Melton - Bacchus Marsh	2006		956
Melton - Bacchus Marsh	2006	Clerical and administrative workers	7529
Melton - Bacchus Marsh	2006	Community and personal service workers	3685
Melton - Bacchus Marsh	2006	Labourers	4759
Melton - Bacchus Marsh	2006	Machinery operators and drivers	4725
Melton - Bacchus Marsh	2006	Managers	4252
Melton - Bacchus Marsh	2006	Professionals	5668
Melton - Bacchus Marsh	2006	Sales workers	4322
Melton - Bacchus Marsh	2006	Technicians and trades workers	7307
Melton - Bacchus Marsh	2011		1410
Melton - Bacchus Marsh	2011	Clerical and administrative workers	9683
Melton - Bacchus Marsh	2011	Community and personal service workers	5575
Melton - Bacchus Marsh	2011	Labourers	5894
Melton - Bacchus Marsh	2011	Machinery operators and drivers	6140
Melton - Bacchus Marsh	2011	Managers	5716
Melton - Bacchus Marsh	2011	Professionals	8355
Melton - Bacchus Marsh	2011	Sales workers	5832
Melton - Bacchus Marsh	2011	Technicians and trades workers	9411
Melton - Bacchus Marsh	2016		1311
Melton - Bacchus Marsh	2016	Clerical and administrative workers	10644
Melton - Bacchus Marsh	2016	Community and personal service workers	7557
Melton - Bacchus Marsh	2016	Labourers	6774
Melton - Bacchus Marsh	2016	Machinery operators and drivers	7228
Melton - Bacchus Marsh	2016	Managers	7065
Melton - Bacchus Marsh	2016	Professionals	10167
Melton - Bacchus Marsh	2016	Sales workers	7131
Melton - Bacchus Marsh	2016	Technicians and trades workers	10219
Wyndham	2006		1163
Wyndham	2006	Clerical and administrative workers	9883
Wyndham	2006	Community and personal service workers	4739
Wyndham	2006	Labourers	5816
Wyndham	2006	Machinery operators and drivers	5841
Wyndham	2006	Managers	5732
Wyndham	2006	Professionals	7696
Wyndham	2006	Sales workers	5514
Wyndham	2006	Technicians and trades workers	8636
Wyndham	2011		1949
Wyndham	2011	Clerical and administrative workers	13481
Wyndham	2011	Community and personal service workers	7421
Wyndham	2011	Labourers	7543
Wyndham	2011	Machinery operators and drivers	7927
Wyndham	2011	Managers	8138
Wyndham	2011	Professionals	13590
Wyndham	2011	Sales workers	7630
Wyndham	2011	Technicians and trades workers	11417
Wyndham	2016		1885
Wyndham	2016	Clerical and administrative workers	15238
Wyndham	2016	Community and personal service workers	11227
Wyndham	2016	Labourers	9639
Wyndham	2016	Machinery operators and drivers	10731
Wyndham	2016	Managers	10678
Wyndham	2016	Professionals	18491
Wyndham	2016	Sales workers	9754
Wyndham	2016	Technicians and trades workers	12850
Frankston	2006		1034
Frankston	2006	Clerical and administrative workers	8411
Frankston	2006	Community and personal service workers	4869
Frankston	2006	Labourers	6177
Frankston	2006	Machinery operators and drivers	4430
Frankston	2006	Managers	5620
Frankston	2006	Professionals	7452
Frankston	2006	Sales workers	6460
Frankston	2006	Technicians and trades workers	9716
Frankston	2011		1347
Frankston	2011	Clerical and administrative workers	9299
Frankston	2011	Community and personal service workers	6020
Frankston	2011	Labourers	6137
Frankston	2011	Machinery operators and drivers	4481
Frankston	2011	Managers	6258
Frankston	2011	Professionals	9374
Frankston	2011	Sales workers	6775
Frankston	2011	Technicians and trades workers	10886
Frankston	2016		1055
Frankston	2016	Clerical and administrative workers	8893
Frankston	2016	Community and personal service workers	7481
Frankston	2016	Labourers	6279
Frankston	2016	Machinery operators and drivers	4375
Frankston	2016	Managers	6944
Frankston	2016	Professionals	10387
Frankston	2016	Sales workers	7080
Frankston	2016	Technicians and trades workers	10913
Mornington Peninsula	2006		1058
Mornington Peninsula	2006	Clerical and administrative workers	7423
Mornington Peninsula	2006	Community and personal service workers	5817
Mornington Peninsula	2006	Labourers	5735
Mornington Peninsula	2006	Machinery operators and drivers	2901
Mornington Peninsula	2006	Managers	7687
Mornington Peninsula	2006	Professionals	9930
Mornington Peninsula	2006	Sales workers	6529
Mornington Peninsula	2006	Technicians and trades workers	10733
Mornington Peninsula	2011		1308
Mornington Peninsula	2011	Clerical and administrative workers	8037
Mornington Peninsula	2011	Community and personal service workers	6637
Mornington Peninsula	2011	Labourers	5859
Mornington Peninsula	2011	Machinery operators and drivers	2932
Mornington Peninsula	2011	Managers	8474
Mornington Peninsula	2011	Professionals	11551
Mornington Peninsula	2011	Sales workers	6963
Mornington Peninsula	2011	Technicians and trades workers	11875
Mornington Peninsula	2016		1062
Mornington Peninsula	2016	Clerical and administrative workers	8110
Mornington Peninsula	2016	Community and personal service workers	7988
Mornington Peninsula	2016	Labourers	6108
Mornington Peninsula	2016	Machinery operators and drivers	2746
Mornington Peninsula	2016	Managers	9546
Mornington Peninsula	2016	Professionals	12711
Mornington Peninsula	2016	Sales workers	7278
Mornington Peninsula	2016	Technicians and trades workers	11944
Grampians	2006		417
Grampians	2006	Clerical and administrative workers	2529
Grampians	2006	Community and personal service workers	2546
Grampians	2006	Labourers	3572
Grampians	2006	Machinery operators and drivers	1738
Grampians	2006	Managers	6462
Grampians	2006	Professionals	3567
Grampians	2006	Sales workers	2249
Grampians	2006	Technicians and trades workers	3224
Grampians	2011		513
Grampians	2011	Clerical and administrative workers	2619
Grampians	2011	Community and personal service workers	2811
Grampians	2011	Labourers	3459
Grampians	2011	Machinery operators and drivers	1810
Grampians	2011	Managers	5858
Grampians	2011	Professionals	3696
Grampians	2011	Sales workers	2282
Grampians	2011	Technicians and trades workers	3330
Grampians	2016		406
Grampians	2016	Clerical and administrative workers	2436
Grampians	2016	Community and personal service workers	3165
Grampians	2016	Labourers	3599
Grampians	2016	Machinery operators and drivers	1575
Grampians	2016	Managers	5293
Grampians	2016	Professionals	3630
Grampians	2016	Sales workers	2193
Grampians	2016	Technicians and trades workers	3119
Mildura	2006		393
Mildura	2006	Clerical and administrative workers	2462
Mildura	2006	Community and personal service workers	1824
Mildura	2006	Labourers	3415
Mildura	2006	Machinery operators and drivers	1422
Mildura	2006	Managers	3724
Mildura	2006	Professionals	3024
Mildura	2006	Sales workers	2323
Mildura	2006	Technicians and trades workers	2958
Mildura	2011		440
Mildura	2011	Clerical and administrative workers	2545
Mildura	2011	Community and personal service workers	2120
Mildura	2011	Labourers	2781
Mildura	2011	Machinery operators and drivers	1550
Mildura	2011	Managers	3330
Mildura	2011	Professionals	3308
Mildura	2011	Sales workers	2407
Mildura	2011	Technicians and trades workers	2996
Mildura	2016		396
Mildura	2016	Clerical and administrative workers	2523
Mildura	2016	Community and personal service workers	2572
Mildura	2016	Labourers	3026
Mildura	2016	Machinery operators and drivers	1573
Mildura	2016	Managers	3288
Mildura	2016	Professionals	3564
Mildura	2016	Sales workers	2538
Mildura	2016	Technicians and trades workers	3038
Murray River - Swan Hill	2006		303
Murray River - Swan Hill	2006	Clerical and administrative workers	1634
Murray River - Swan Hill	2006	Community and personal service workers	1260
Murray River - Swan Hill	2006	Labourers	2631
Murray River - Swan Hill	2006	Machinery operators and drivers	1104
Murray River - Swan Hill	2006	Managers	4613
Murray River - Swan Hill	2006	Professionals	2032
Murray River - Swan Hill	2006	Sales workers	1395
Murray River - Swan Hill	2006	Technicians and trades workers	1986
Murray River - Swan Hill	2011		323
Murray River - Swan Hill	2011	Clerical and administrative workers	1634
Murray River - Swan Hill	2011	Community and personal service workers	1372
Murray River - Swan Hill	2011	Labourers	2110
Murray River - Swan Hill	2011	Machinery operators and drivers	1147
Murray River - Swan Hill	2011	Managers	3971
Murray River - Swan Hill	2011	Professionals	2110
Murray River - Swan Hill	2011	Sales workers	1368
Murray River - Swan Hill	2011	Technicians and trades workers	2026
Murray River - Swan Hill	2016		281
Murray River - Swan Hill	2016	Clerical and administrative workers	1563
Murray River - Swan Hill	2016	Community and personal service workers	1500
Murray River - Swan Hill	2016	Labourers	2228
Murray River - Swan Hill	2016	Machinery operators and drivers	1048
Murray River - Swan Hill	2016	Managers	3432
Murray River - Swan Hill	2016	Professionals	2047
Murray River - Swan Hill	2016	Sales workers	1397
Murray River - Swan Hill	2016	Technicians and trades workers	1956
Campaspe	2006		261
Campaspe	2006	Clerical and administrative workers	1631
Campaspe	2006	Community and personal service workers	1302
Campaspe	2006	Labourers	2485
Campaspe	2006	Machinery operators and drivers	1165
Campaspe	2006	Managers	3475
Campaspe	2006	Professionals	1932
Campaspe	2006	Sales workers	1388
Campaspe	2006	Technicians and trades workers	2308
Campaspe	2011		310
Campaspe	2011	Clerical and administrative workers	1683
Campaspe	2011	Community and personal service workers	1535
Campaspe	2011	Labourers	2355
Campaspe	2011	Machinery operators and drivers	1223
Campaspe	2011	Managers	2997
Campaspe	2011	Professionals	2093
Campaspe	2011	Sales workers	1492
Campaspe	2011	Technicians and trades workers	2350
Campaspe	2016		236
Campaspe	2016	Clerical and administrative workers	1558
Campaspe	2016	Community and personal service workers	1766
Campaspe	2016	Labourers	2385
Campaspe	2016	Machinery operators and drivers	1177
Campaspe	2016	Managers	2863
Campaspe	2016	Professionals	2111
Campaspe	2016	Sales workers	1591
Campaspe	2016	Technicians and trades workers	2330
Moira	2006		196
Moira	2006	Clerical and administrative workers	1037
Moira	2006	Community and personal service workers	884
Moira	2006	Labourers	2077
Moira	2006	Machinery operators and drivers	820
Moira	2006	Managers	2745
Moira	2006	Professionals	1212
Moira	2006	Sales workers	975
Moira	2006	Technicians and trades workers	1623
Moira	2011		243
Moira	2011	Clerical and administrative workers	1118
Moira	2011	Community and personal service workers	1085
Moira	2011	Labourers	1955
Moira	2011	Machinery operators and drivers	855
Moira	2011	Managers	2401
Moira	2011	Professionals	1328
Moira	2011	Sales workers	1012
Moira	2011	Technicians and trades workers	1658
Moira	2016		229
Moira	2016	Clerical and administrative workers	1120
Moira	2016	Community and personal service workers	1221
Moira	2016	Labourers	2064
Moira	2016	Machinery operators and drivers	888
Moira	2016	Managers	2206
Moira	2016	Professionals	1404
Moira	2016	Sales workers	1029
Moira	2016	Technicians and trades workers	1650
Shepparton	2006		476
Shepparton	2006	Clerical and administrative workers	3069
Shepparton	2006	Community and personal service workers	2041
Shepparton	2006	Labourers	3787
Shepparton	2006	Machinery operators and drivers	1826
Shepparton	2006	Managers	4142
Shepparton	2006	Professionals	3959
Shepparton	2006	Sales workers	2721
Shepparton	2006	Technicians and trades workers	3493
Shepparton	2011		519
Shepparton	2011	Clerical and administrative workers	3232
Shepparton	2011	Community and personal service workers	2370
Shepparton	2011	Labourers	3768
Shepparton	2011	Machinery operators and drivers	1800
Shepparton	2011	Managers	3914
Shepparton	2011	Professionals	4435
Shepparton	2011	Sales workers	2725
Shepparton	2011	Technicians and trades workers	3757
Shepparton	2016		438
Shepparton	2016	Clerical and administrative workers	3165
Shepparton	2016	Community and personal service workers	2814
Shepparton	2016	Labourers	3743
Shepparton	2016	Machinery operators and drivers	1797
Shepparton	2016	Managers	3875
Shepparton	2016	Professionals	4610
Shepparton	2016	Sales workers	2767
Shepparton	2016	Technicians and trades workers	3671
Glenelg - Southern Grampians	2006		359
Glenelg - Southern Grampians	2006	Clerical and administrative workers	1689
Glenelg - Southern Grampians	2006	Community and personal service workers	1402
Glenelg - Southern Grampians	2006	Labourers	2346
Glenelg - Southern Grampians	2006	Machinery operators and drivers	1375
Glenelg - Southern Grampians	2006	Managers	3413
Glenelg - Southern Grampians	2006	Professionals	2183
Glenelg - Southern Grampians	2006	Sales workers	1426
Glenelg - Southern Grampians	2006	Technicians and trades workers	2518
Glenelg - Southern Grampians	2011		339
Glenelg - Southern Grampians	2011	Clerical and administrative workers	1692
Glenelg - Southern Grampians	2011	Community and personal service workers	1567
Glenelg - Southern Grampians	2011	Labourers	2053
Glenelg - Southern Grampians	2011	Machinery operators and drivers	1391
Glenelg - Southern Grampians	2011	Managers	3227
Glenelg - Southern Grampians	2011	Professionals	2373
Glenelg - Southern Grampians	2011	Sales workers	1425
Glenelg - Southern Grampians	2011	Technicians and trades workers	2494
Glenelg - Southern Grampians	2016		252
Glenelg - Southern Grampians	2016	Clerical and administrative workers	1555
Glenelg - Southern Grampians	2016	Community and personal service workers	1645
Glenelg - Southern Grampians	2016	Labourers	1992
Glenelg - Southern Grampians	2016	Machinery operators and drivers	1418
Glenelg - Southern Grampians	2016	Managers	2935
Glenelg - Southern Grampians	2016	Professionals	2254
Glenelg - Southern Grampians	2016	Sales workers	1343
Glenelg - Southern Grampians	2016	Technicians and trades workers	2209
Colac - Corangamite	2006		281
Colac - Corangamite	2006	Clerical and administrative workers	1398
Colac - Corangamite	2006	Community and personal service workers	1333
Colac - Corangamite	2006	Labourers	2907
Colac - Corangamite	2006	Machinery operators and drivers	1169
Colac - Corangamite	2006	Managers	4387
Colac - Corangamite	2006	Professionals	1943
Colac - Corangamite	2006	Sales workers	1350
Colac - Corangamite	2006	Technicians and trades workers	2140
Colac - Corangamite	2011		282
Colac - Corangamite	2011	Clerical and administrative workers	1436
Colac - Corangamite	2011	Community and personal service workers	1627
Colac - Corangamite	2011	Labourers	2771
Colac - Corangamite	2011	Machinery operators and drivers	1190
Colac - Corangamite	2011	Managers	4079
Colac - Corangamite	2011	Professionals	2001
Colac - Corangamite	2011	Sales workers	1439
Colac - Corangamite	2011	Technicians and trades workers	2193
Colac - Corangamite	2016		311
Colac - Corangamite	2016	Clerical and administrative workers	1397
Colac - Corangamite	2016	Community and personal service workers	1758
Colac - Corangamite	2016	Labourers	2888
Colac - Corangamite	2016	Machinery operators and drivers	1212
Colac - Corangamite	2016	Managers	3661
Colac - Corangamite	2016	Professionals	1991
Colac - Corangamite	2016	Sales workers	1356
Colac - Corangamite	2016	Technicians and trades workers	2155
Warrnambool	2006		352
Warrnambool	2006	Clerical and administrative workers	2282
Warrnambool	2006	Community and personal service workers	1823
Warrnambool	2006	Labourers	2911
Warrnambool	2006	Machinery operators and drivers	1255
Warrnambool	2006	Managers	4014
Warrnambool	2006	Professionals	3238
Warrnambool	2006	Sales workers	2372
Warrnambool	2006	Technicians and trades workers	3072
Warrnambool	2011		398
Warrnambool	2011	Clerical and administrative workers	2416
Warrnambool	2011	Community and personal service workers	2187
Warrnambool	2011	Labourers	2964
Warrnambool	2011	Machinery operators and drivers	1410
Warrnambool	2011	Managers	4028
Warrnambool	2011	Professionals	3876
Warrnambool	2011	Sales workers	2341
Warrnambool	2011	Technicians and trades workers	3326
Warrnambool	2016		358
Warrnambool	2016	Clerical and administrative workers	2437
Warrnambool	2016	Community and personal service workers	2500
Warrnambool	2016	Labourers	3274
Warrnambool	2016	Machinery operators and drivers	1408
Warrnambool	2016	Managers	3703
Warrnambool	2016	Professionals	4021
Warrnambool	2016	Sales workers	2428
Warrnambool	2016	Technicians and trades workers	3153
Migratory - Offshore - Shipping (Vic.)	2006		0
Migratory - Offshore - Shipping (Vic.)	2006	Clerical and administrative workers	0
Migratory - Offshore - Shipping (Vic.)	2006	Community and personal service workers	0
Migratory - Offshore - Shipping (Vic.)	2006	Labourers	22
Migratory - Offshore - Shipping (Vic.)	2006	Machinery operators and drivers	3
Migratory - Offshore - Shipping (Vic.)	2006	Managers	0
Migratory - Offshore - Shipping (Vic.)	2006	Professionals	3
Migratory - Offshore - Shipping (Vic.)	2006	Sales workers	0
Migratory - Offshore - Shipping (Vic.)	2006	Technicians and trades workers	9
Migratory - Offshore - Shipping (Vic.)	2011		0
Migratory - Offshore - Shipping (Vic.)	2011	Clerical and administrative workers	0
Migratory - Offshore - Shipping (Vic.)	2011	Community and personal service workers	0
Migratory - Offshore - Shipping (Vic.)	2011	Labourers	8
Migratory - Offshore - Shipping (Vic.)	2011	Machinery operators and drivers	4
Migratory - Offshore - Shipping (Vic.)	2011	Managers	0
Migratory - Offshore - Shipping (Vic.)	2011	Professionals	8
Migratory - Offshore - Shipping (Vic.)	2011	Sales workers	0
Migratory - Offshore - Shipping (Vic.)	2011	Technicians and trades workers	5
Migratory - Offshore - Shipping (Vic.)	2016		0
Migratory - Offshore - Shipping (Vic.)	2016	Clerical and administrative workers	0
Migratory - Offshore - Shipping (Vic.)	2016	Community and personal service workers	0
Migratory - Offshore - Shipping (Vic.)	2016	Labourers	3
Migratory - Offshore - Shipping (Vic.)	2016	Machinery operators and drivers	0
Migratory - Offshore - Shipping (Vic.)	2016	Managers	0
Migratory - Offshore - Shipping (Vic.)	2016	Professionals	4
Migratory - Offshore - Shipping (Vic.)	2016	Sales workers	0
Migratory - Offshore - Shipping (Vic.)	2016	Technicians and trades workers	7
No usual address (Vic.)	2006		73
No usual address (Vic.)	2006	Clerical and administrative workers	259
No usual address (Vic.)	2006	Community and personal service workers	343
No usual address (Vic.)	2006	Labourers	400
No usual address (Vic.)	2006	Machinery operators and drivers	238
No usual address (Vic.)	2006	Managers	189
No usual address (Vic.)	2006	Professionals	441
No usual address (Vic.)	2006	Sales workers	177
No usual address (Vic.)	2006	Technicians and trades workers	376
No usual address (Vic.)	2011		88
No usual address (Vic.)	2011	Clerical and administrative workers	258
No usual address (Vic.)	2011	Community and personal service workers	294
No usual address (Vic.)	2011	Labourers	321
No usual address (Vic.)	2011	Machinery operators and drivers	205
No usual address (Vic.)	2011	Managers	243
No usual address (Vic.)	2011	Professionals	505
No usual address (Vic.)	2011	Sales workers	190
No usual address (Vic.)	2011	Technicians and trades workers	367
No usual address (Vic.)	2016		57
No usual address (Vic.)	2016	Clerical and administrative workers	182
No usual address (Vic.)	2016	Community and personal service workers	277
No usual address (Vic.)	2016	Labourers	307
No usual address (Vic.)	2016	Machinery operators and drivers	200
No usual address (Vic.)	2016	Managers	178
No usual address (Vic.)	2016	Professionals	405
No usual address (Vic.)	2016	Sales workers	134
No usual address (Vic.)	2016	Technicians and trades workers	297
Capalaba	2006		554
Capalaba	2006	Clerical and administrative workers	6282
Capalaba	2006	Community and personal service workers	2982
Capalaba	2006	Labourers	3931
Capalaba	2006	Machinery operators and drivers	2523
Capalaba	2006	Managers	3835
Capalaba	2006	Professionals	5031
Capalaba	2006	Sales workers	3940
Capalaba	2006	Technicians and trades workers	5975
Capalaba	2011		585
Capalaba	2011	Clerical and administrative workers	6477
Capalaba	2011	Community and personal service workers	3311
Capalaba	2011	Labourers	3651
Capalaba	2011	Machinery operators and drivers	2378
Capalaba	2011	Managers	4167
Capalaba	2011	Professionals	5946
Capalaba	2011	Sales workers	3848
Capalaba	2011	Technicians and trades workers	5930
Capalaba	2016		539
Capalaba	2016	Clerical and administrative workers	5987
Capalaba	2016	Community and personal service workers	3812
Capalaba	2016	Labourers	3568
Capalaba	2016	Machinery operators and drivers	2396
Capalaba	2016	Managers	4168
Capalaba	2016	Professionals	6343
Capalaba	2016	Sales workers	3654
Capalaba	2016	Technicians and trades workers	5829
Cleveland - Stradbroke	2006		507
Cleveland - Stradbroke	2006	Clerical and administrative workers	4982
Cleveland - Stradbroke	2006	Community and personal service workers	2575
Cleveland - Stradbroke	2006	Labourers	3188
Cleveland - Stradbroke	2006	Machinery operators and drivers	1802
Cleveland - Stradbroke	2006	Managers	4088
Cleveland - Stradbroke	2006	Professionals	4764
Cleveland - Stradbroke	2006	Sales workers	3383
Cleveland - Stradbroke	2006	Technicians and trades workers	4901
Cleveland - Stradbroke	2011		584
Cleveland - Stradbroke	2011	Clerical and administrative workers	6002
Cleveland - Stradbroke	2011	Community and personal service workers	3499
Cleveland - Stradbroke	2011	Labourers	3313
Cleveland - Stradbroke	2011	Machinery operators and drivers	2012
Cleveland - Stradbroke	2011	Managers	4783
Cleveland - Stradbroke	2011	Professionals	5993
Cleveland - Stradbroke	2011	Sales workers	3702
Cleveland - Stradbroke	2011	Technicians and trades workers	5669
Cleveland - Stradbroke	2016		562
Cleveland - Stradbroke	2016	Clerical and administrative workers	5870
Cleveland - Stradbroke	2016	Community and personal service workers	4147
Cleveland - Stradbroke	2016	Labourers	3578
Cleveland - Stradbroke	2016	Machinery operators and drivers	2191
Cleveland - Stradbroke	2016	Managers	5152
Cleveland - Stradbroke	2016	Professionals	6631
Cleveland - Stradbroke	2016	Sales workers	3781
Cleveland - Stradbroke	2016	Technicians and trades workers	5792
Wynnum - Manly	2006		493
Wynnum - Manly	2006	Clerical and administrative workers	4972
Wynnum - Manly	2006	Community and personal service workers	2378
Wynnum - Manly	2006	Labourers	3176
Wynnum - Manly	2006	Machinery operators and drivers	2134
Wynnum - Manly	2006	Managers	3114
Wynnum - Manly	2006	Professionals	4852
Wynnum - Manly	2006	Sales workers	2708
Wynnum - Manly	2006	Technicians and trades workers	4215
Wynnum - Manly	2011		565
Wynnum - Manly	2011	Clerical and administrative workers	5717
Wynnum - Manly	2011	Community and personal service workers	2855
Wynnum - Manly	2011	Labourers	3069
Wynnum - Manly	2011	Machinery operators and drivers	2163
Wynnum - Manly	2011	Managers	4088
Wynnum - Manly	2011	Professionals	6743
Wynnum - Manly	2011	Sales workers	2957
Wynnum - Manly	2011	Technicians and trades workers	4571
Wynnum - Manly	2016		544
Wynnum - Manly	2016	Clerical and administrative workers	5552
Wynnum - Manly	2016	Community and personal service workers	3396
Wynnum - Manly	2016	Labourers	2932
Wynnum - Manly	2016	Machinery operators and drivers	2118
Wynnum - Manly	2016	Managers	4620
Wynnum - Manly	2016	Professionals	7432
Wynnum - Manly	2016	Sales workers	3063
Wynnum - Manly	2016	Technicians and trades workers	4479
Bald Hills - Everton Park	2006		275
Bald Hills - Everton Park	2006	Clerical and administrative workers	3515
Bald Hills - Everton Park	2006	Community and personal service workers	1529
Bald Hills - Everton Park	2006	Labourers	1328
Bald Hills - Everton Park	2006	Machinery operators and drivers	778
Bald Hills - Everton Park	2006	Managers	2399
Bald Hills - Everton Park	2006	Professionals	3908
Bald Hills - Everton Park	2006	Sales workers	2053
Bald Hills - Everton Park	2006	Technicians and trades workers	2267
Bald Hills - Everton Park	2011		340
Bald Hills - Everton Park	2011	Clerical and administrative workers	3690
Bald Hills - Everton Park	2011	Community and personal service workers	1921
Bald Hills - Everton Park	2011	Labourers	1259
Bald Hills - Everton Park	2011	Machinery operators and drivers	845
Bald Hills - Everton Park	2011	Managers	2535
Bald Hills - Everton Park	2011	Professionals	4780
Bald Hills - Everton Park	2011	Sales workers	2054
Bald Hills - Everton Park	2011	Technicians and trades workers	2443
Bald Hills - Everton Park	2016		341
Bald Hills - Everton Park	2016	Clerical and administrative workers	3503
Bald Hills - Everton Park	2016	Community and personal service workers	2212
Bald Hills - Everton Park	2016	Labourers	1381
Bald Hills - Everton Park	2016	Machinery operators and drivers	827
Bald Hills - Everton Park	2016	Managers	2613
Bald Hills - Everton Park	2016	Professionals	5452
Bald Hills - Everton Park	2016	Sales workers	2021
Bald Hills - Everton Park	2016	Technicians and trades workers	2448
Chermside	2006		457
Chermside	2006	Clerical and administrative workers	5609
Chermside	2006	Community and personal service workers	2698
Chermside	2006	Labourers	2608
Chermside	2006	Machinery operators and drivers	1592
Chermside	2006	Managers	3401
Chermside	2006	Professionals	6881
Chermside	2006	Sales workers	3124
Chermside	2006	Technicians and trades workers	4081
Chermside	2011		599
Chermside	2011	Clerical and administrative workers	5932
Chermside	2011	Community and personal service workers	3051
Chermside	2011	Labourers	2470
Chermside	2011	Machinery operators and drivers	1520
Chermside	2011	Managers	3850
Chermside	2011	Professionals	8770
Chermside	2011	Sales workers	3190
Chermside	2011	Technicians and trades workers	4114
Chermside	2016		536
Chermside	2016	Clerical and administrative workers	5575
Chermside	2016	Community and personal service workers	3626
Chermside	2016	Labourers	2476
Chermside	2016	Machinery operators and drivers	1398
Chermside	2016	Managers	4492
Chermside	2016	Professionals	9486
Chermside	2016	Sales workers	3142
Chermside	2016	Technicians and trades workers	4284
Nundah	2006		278
Nundah	2006	Clerical and administrative workers	2982
Nundah	2006	Community and personal service workers	1360
Nundah	2006	Labourers	1747
Nundah	2006	Machinery operators and drivers	1214
Nundah	2006	Managers	1407
Nundah	2006	Professionals	2903
Nundah	2006	Sales workers	1470
Nundah	2006	Technicians and trades workers	2157
Nundah	2011		344
Nundah	2011	Clerical and administrative workers	3482
Nundah	2011	Community and personal service workers	1688
Nundah	2011	Labourers	1813
Nundah	2011	Machinery operators and drivers	1260
Nundah	2011	Managers	1897
Nundah	2011	Professionals	4166
Nundah	2011	Sales workers	1564
Nundah	2011	Technicians and trades workers	2419
Nundah	2016		317
Nundah	2016	Clerical and administrative workers	3483
Nundah	2016	Community and personal service workers	2080
Nundah	2016	Labourers	1880
Nundah	2016	Machinery operators and drivers	1271
Nundah	2016	Managers	2358
Nundah	2016	Professionals	5143
Nundah	2016	Sales workers	1773
Nundah	2016	Technicians and trades workers	2562
Sandgate	2006		375
Sandgate	2006	Clerical and administrative workers	4332
Sandgate	2006	Community and personal service workers	2205
Sandgate	2006	Labourers	2643
Sandgate	2006	Machinery operators and drivers	1709
Sandgate	2006	Managers	2115
Sandgate	2006	Professionals	3734
Sandgate	2006	Sales workers	2329
Sandgate	2006	Technicians and trades workers	3490
Sandgate	2011		493
Sandgate	2011	Clerical and administrative workers	4712
Sandgate	2011	Community and personal service workers	2677
Sandgate	2011	Labourers	2588
Sandgate	2011	Machinery operators and drivers	1693
Sandgate	2011	Managers	2617
Sandgate	2011	Professionals	5014
Sandgate	2011	Sales workers	2489
Sandgate	2011	Technicians and trades workers	3624
Sandgate	2016		429
Sandgate	2016	Clerical and administrative workers	4697
Sandgate	2016	Community and personal service workers	3173
Sandgate	2016	Labourers	2840
Sandgate	2016	Machinery operators and drivers	1811
Sandgate	2016	Managers	2872
Sandgate	2016	Professionals	5856
Sandgate	2016	Sales workers	2517
Sandgate	2016	Technicians and trades workers	3728
Carindale	2006		347
Carindale	2006	Clerical and administrative workers	4130
Carindale	2006	Community and personal service workers	1700
Carindale	2006	Labourers	1712
Carindale	2006	Machinery operators and drivers	901
Carindale	2006	Managers	3187
Carindale	2006	Professionals	5831
Carindale	2006	Sales workers	2537
Carindale	2006	Technicians and trades workers	2828
Carindale	2011		441
Carindale	2011	Clerical and administrative workers	4362
Carindale	2011	Community and personal service workers	2023
Carindale	2011	Labourers	1572
Carindale	2011	Machinery operators and drivers	889
Carindale	2011	Managers	3486
Carindale	2011	Professionals	7030
Carindale	2011	Sales workers	2472
Carindale	2011	Technicians and trades workers	2794
Carindale	2016		380
Carindale	2016	Clerical and administrative workers	4181
Carindale	2016	Community and personal service workers	2330
