SA3_NAME16	Year	Sex	adults
Hobart Inner	2011	M	20090
Hobart Inner	2016	F	22417
Hobart Inner	2016	M	20901
Hobsons Bay	2006	F	32037
Hobsons Bay	2006	M	30231
Hobsons Bay	2011	F	33082
Hobsons Bay	2011	M	31880
Hobsons Bay	2016	F	35308
Hobsons Bay	2016	M	33155
Holdfast Bay	2006	F	14939
Holdfast Bay	2006	M	13100
Holdfast Bay	2011	F	15313
Holdfast Bay	2011	M	13618
Holdfast Bay	2016	F	15482
Holdfast Bay	2016	M	13738
Holland Park - Yeronga	2006	F	26040
Holland Park - Yeronga	2006	M	24441
Holland Park - Yeronga	2011	F	27892
Holland Park - Yeronga	2011	M	27042
Holland Park - Yeronga	2016	F	30762
Holland Park - Yeronga	2016	M	29595
Hornsby	2006	F	30260
Hornsby	2006	M	28087
Hornsby	2011	F	31351
Hornsby	2011	M	29532
Hornsby	2016	F	33170
Hornsby	2016	M	30989
Huon - Bruny Island	2006	F	6504
Huon - Bruny Island	2006	M	6587
Huon - Bruny Island	2011	F	7161
Huon - Bruny Island	2011	M	7225
Huon - Bruny Island	2016	F	7905
Huon - Bruny Island	2016	M	7909
Hurstville	2006	F	47222
Hurstville	2006	M	43021
Hurstville	2011	F	50129
Hurstville	2011	M	45939
Hurstville	2016	F	55036
Hurstville	2016	M	50999
Illawarra Catchment Reserve	2006	F	0
Illawarra Catchment Reserve	2006	M	0
Illawarra Catchment Reserve	2011	F	0
Illawarra Catchment Reserve	2011	M	0
Illawarra Catchment Reserve	2016	F	3
Illawarra Catchment Reserve	2016	M	0
Innisfail - Cassowary Coast	2006	F	12719
Innisfail - Cassowary Coast	2006	M	13429
Innisfail - Cassowary Coast	2011	F	12902
Innisfail - Cassowary Coast	2011	M	13720
Innisfail - Cassowary Coast	2016	F	13686
Innisfail - Cassowary Coast	2016	M	14328
Inverell - Tenterfield	2006	F	14934
Inverell - Tenterfield	2006	M	14503
Inverell - Tenterfield	2011	F	15348
Inverell - Tenterfield	2011	M	14864
Inverell - Tenterfield	2016	F	15923
Inverell - Tenterfield	2016	M	15386
Ipswich Hinterland	2006	F	19183
Ipswich Hinterland	2006	M	19582
Ipswich Hinterland	2011	F	22263
Ipswich Hinterland	2011	M	22544
Ipswich Hinterland	2016	F	25090
Ipswich Hinterland	2016	M	25318
Ipswich Inner	2006	F	33868
Ipswich Inner	2006	M	32199
Ipswich Inner	2011	F	37633
Ipswich Inner	2011	M	35984
Ipswich Inner	2016	F	41876
Ipswich Inner	2016	M	39501
Jervis Bay	2006	F	128
Jervis Bay	2006	M	160
Jervis Bay	2011	F	120
Jervis Bay	2011	M	168
Jervis Bay	2016	F	138
Jervis Bay	2016	M	180
Jimboomba	2006	F	11311
Jimboomba	2006	M	11490
Jimboomba	2011	F	13804
Jimboomba	2011	M	13928
Jimboomba	2016	F	17350
Jimboomba	2016	M	17335
Joondalup	2006	F	60827
Joondalup	2006	M	58340
Joondalup	2011	F	62714
Joondalup	2011	M	60257
Joondalup	2016	F	63669
Joondalup	2016	M	61507
Kalamunda	2006	F	20113
Kalamunda	2006	M	19429
Kalamunda	2011	F	21874
Kalamunda	2011	M	21111
Kalamunda	2016	F	23505
Kalamunda	2016	M	22767
Katherine	2006	F	5903
Katherine	2006	M	6110
Katherine	2011	F	6317
Katherine	2011	M	6439
Katherine	2016	F	6762
Katherine	2016	M	7152
Keilor	2006	F	23409
Keilor	2006	M	21748
Keilor	2011	F	23636
Keilor	2011	M	21985
Keilor	2016	F	25176
Keilor	2016	M	23333
Kempsey - Nambucca	2006	F	18397
Kempsey - Nambucca	2006	M	17843
Kempsey - Nambucca	2011	F	19316
Kempsey - Nambucca	2011	M	18720
Kempsey - Nambucca	2016	F	20224
Kempsey - Nambucca	2016	M	19758
Kenmore - Brookfield - Moggill	2006	F	16406
Kenmore - Brookfield - Moggill	2006	M	15112
Kenmore - Brookfield - Moggill	2011	F	17868
Kenmore - Brookfield - Moggill	2011	M	16468
Kenmore - Brookfield - Moggill	2016	F	18607
Kenmore - Brookfield - Moggill	2016	M	17224
Kiama - Shellharbour	2006	F	31890
Kiama - Shellharbour	2006	M	29976
Kiama - Shellharbour	2011	F	34311
Kiama - Shellharbour	2011	M	32158
Kiama - Shellharbour	2016	F	37562
Kiama - Shellharbour	2016	M	35073
Kimberley	2006	F	10406
Kimberley	2006	M	11215
Kimberley	2011	F	12088
Kimberley	2011	M	14140
Kimberley	2016	F	13061
Kimberley	2016	M	12931
Kingston	2006	F	43893
Kingston	2006	M	39799
Kingston	2011	F	46511
Kingston	2011	M	42656
Kingston	2016	F	50120
Kingston	2016	M	45430
Knox	2006	F	60184
Knox	2006	M	56663
Knox	2011	F	62590
Knox	2011	M	59099
Knox	2016	F	65737
Knox	2016	M	61361
Kogarah - Rockdale	2006	F	49043
Kogarah - Rockdale	2006	M	46482
Kogarah - Rockdale	2011	F	51632
Kogarah - Rockdale	2011	M	49508
Kogarah - Rockdale	2016	F	58826
Kogarah - Rockdale	2016	M	56695
Ku-ring-gai	2006	F	42727
Ku-ring-gai	2006	M	37808
Ku-ring-gai	2011	F	46129
Ku-ring-gai	2011	M	40881
Ku-ring-gai	2016	F	49942
Ku-ring-gai	2016	M	44483
Kwinana	2006	F	8587
Kwinana	2006	M	9229
Kwinana	2011	F	11061
Kwinana	2011	M	11471
Kwinana	2016	F	14762
Kwinana	2016	M	15482
Lachlan Valley	2006	F	21964
Lachlan Valley	2006	M	21464
Lachlan Valley	2011	F	21944
Lachlan Valley	2011	M	21445
Lachlan Valley	2016	F	22551
Lachlan Valley	2016	M	21969
Lake Macquarie - East	2006	F	47976
Lake Macquarie - East	2006	M	44544
Lake Macquarie - East	2011	F	49306
Lake Macquarie - East	2011	M	45816
Lake Macquarie - East	2016	F	50877
Lake Macquarie - East	2016	M	47162
Lake Macquarie - West	2006	F	27543
Lake Macquarie - West	2006	M	25931
Lake Macquarie - West	2011	F	29362
Lake Macquarie - West	2011	M	27615
Lake Macquarie - West	2016	F	31772
Lake Macquarie - West	2016	M	29748
Latrobe Valley	2006	F	28206
Latrobe Valley	2006	M	26359
Latrobe Valley	2011	F	30090
Latrobe Valley	2011	M	28075
Latrobe Valley	2016	F	30946
Latrobe Valley	2016	M	28902
Launceston	2006	F	32137
Launceston	2006	M	28809
Launceston	2011	F	33710
Launceston	2011	M	30543
Launceston	2016	F	34865
Launceston	2016	M	31647
Leichhardt	2006	F	22058
Leichhardt	2006	M	19721
Leichhardt	2011	F	23131
Leichhardt	2011	M	20262
Leichhardt	2016	F	24210
Leichhardt	2016	M	21582
Limestone Coast	2006	F	24473
Limestone Coast	2006	M	24468
Limestone Coast	2011	F	25183
Limestone Coast	2011	M	25065
Limestone Coast	2016	F	26048
Limestone Coast	2016	M	26449
Litchfield	2006	F	5169
Litchfield	2006	M	6574
Litchfield	2011	F	6561
Litchfield	2011	M	8104
Litchfield	2016	F	7503
Litchfield	2016	M	11839
Lithgow - Mudgee	2006	F	16965
Lithgow - Mudgee	2006	M	16892
Lithgow - Mudgee	2011	F	17584
Lithgow - Mudgee	2011	M	17766
Lithgow - Mudgee	2016	F	18847
Lithgow - Mudgee	2016	M	19001
Liverpool	2006	F	36331
Liverpool	2006	M	35201
Liverpool	2011	F	40715
Liverpool	2011	M	39500
Liverpool	2016	F	46286
Liverpool	2016	M	44799
Loddon - Elmore	2006	F	4972
Loddon - Elmore	2006	M	5166
Loddon - Elmore	2011	F	4482
Loddon - Elmore	2011	M	4675
Loddon - Elmore	2016	F	4636
Loddon - Elmore	2016	M	4847
Loganlea - Carbrook	2006	F	19433
Loganlea - Carbrook	2006	M	18609
Loganlea - Carbrook	2011	F	22146
Loganlea - Carbrook	2011	M	20894
Loganlea - Carbrook	2016	F	24437
Loganlea - Carbrook	2016	M	22870
Lord Howe Island	2006	F	157
Lord Howe Island	2006	M	152
Lord Howe Island	2011	F	155
Lord Howe Island	2011	M	149
Lord Howe Island	2016	F	159
Lord Howe Island	2016	M	162
Lower Hunter	2006	F	29838
Lower Hunter	2006	M	29479
Lower Hunter	2011	F	32296
Lower Hunter	2011	M	32214
Lower Hunter	2016	F	34975
Lower Hunter	2016	M	34767
Lower Murray	2006	F	4950
Lower Murray	2006	M	5214
Lower Murray	2011	F	4837
Lower Murray	2011	M	5083
Lower Murray	2016	F	4988
Lower Murray	2016	M	5206
Lower North	2006	F	8515
Lower North	2006	M	8577
Lower North	2011	F	8874
Lower North	2011	M	8950
Lower North	2016	F	9208
Lower North	2016	M	9315
Macedon Ranges	2006	F	9199
Macedon Ranges	2006	M	8918
Macedon Ranges	2011	F	10574
Macedon Ranges	2011	M	10141
Macedon Ranges	2016	F	11832
Macedon Ranges	2016	M	11444
Mackay	2006	F	38704
Mackay	2006	M	39960
Mackay	2011	F	42936
Mackay	2011	M	45916
Mackay	2016	F	45117
Mackay	2016	M	46079
Maitland	2006	F	23291
Maitland	2006	M	21800
Maitland	2011	F	25917
Maitland	2011	M	24239
Maitland	2016	F	30088
Maitland	2016	M	27848
Mandurah	2006	F	27872
Mandurah	2006	M	26366
Mandurah	2011	F	34727
Mandurah	2011	M	32775
Mandurah	2016	F	40993
Mandurah	2016	M	38178
Manjimup	2006	F	8055
Manjimup	2006	M	8035
Manjimup	2011	F	8598
Manjimup	2011	M	8617
Manjimup	2016	F	9376
Manjimup	2016	M	9304
Manly	2006	F	15935
Manly	2006	M	14682
Manly	2011	F	16632
Manly	2011	M	15601
Manly	2016	F	17559
Manly	2016	M	16469
Manningham - East	2006	F	10263
Manningham - East	2006	M	9862
Manningham - East	2011	F	10512
Manningham - East	2011	M	10042
Manningham - East	2016	F	10907
Manningham - East	2016	M	10365
Manningham - West	2006	F	37064
Manningham - West	2006	M	33888
Manningham - West	2011	F	37947
Manningham - West	2011	M	34564
Manningham - West	2016	F	40051
Manningham - West	2016	M	36264
Maribyrnong	2006	F	26268
Maribyrnong	2006	M	26555
Maribyrnong	2011	F	29454
Maribyrnong	2011	M	30318
Maribyrnong	2016	F	34421
Maribyrnong	2016	M	34656
Marion	2006	F	35242
Marion	2006	M	31581
Marion	2011	F	37007
Marion	2011	M	33674
Marion	2016	F	39674
Marion	2016	M	35781
Maroochy	2006	F	20331
Maroochy	2006	M	19343
Maroochy	2011	F	22301
Maroochy	2011	M	20519
Maroochy	2016	F	25223
Maroochy	2016	M	22843
Maroondah	2006	F	41654
Maroondah	2006	M	37843
Maroondah	2011	F	43901
Maroondah	2011	M	40119
Maroondah	2016	F	46854
Maroondah	2016	M	42560
Marrickville - Sydenham - Petersham	2006	F	20702
Marrickville - Sydenham - Petersham	2006	M	20437
Marrickville - Sydenham - Petersham	2011	F	21752
Marrickville - Sydenham - Petersham	2011	M	21444
Marrickville - Sydenham - Petersham	2016	F	23996
Marrickville - Sydenham - Petersham	2016	M	22965
Maryborough	2006	F	15588
Maryborough	2006	M	15608
Maryborough	2011	F	17219
Maryborough	2011	M	17210
Maryborough	2016	F	18618
Maryborough	2016	M	18809
Maryborough - Pyrenees	2006	F	9381
Maryborough - Pyrenees	2006	M	9391
Maryborough - Pyrenees	2011	F	9825
Maryborough - Pyrenees	2011	M	9946
Maryborough - Pyrenees	2016	F	10483
Maryborough - Pyrenees	2016	M	10767
Meander Valley - West Tamar	2006	F	8821
Meander Valley - West Tamar	2006	M	8607
Meander Valley - West Tamar	2011	F	9145
Meander Valley - West Tamar	2011	M	8683
Meander Valley - West Tamar	2016	F	9489
Meander Valley - West Tamar	2016	M	9178
Melbourne City	2006	F	35187
Melbourne City	2006	M	35882
Melbourne City	2011	F	43606
Melbourne City	2011	M	43370
Melbourne City	2016	F	65494
Melbourne City	2016	M	61736
Melton - Bacchus Marsh	2006	F	35497
Melton - Bacchus Marsh	2006	M	34224
Melton - Bacchus Marsh	2011	F	47935
Melton - Bacchus Marsh	2011	M	46244
Melton - Bacchus Marsh	2016	F	59431
Melton - Bacchus Marsh	2016	M	56827
Melville	2006	F	41832
Melville	2006	M	36941
Melville	2011	F	42941
Melville	2011	M	38761
Melville	2016	F	43771
Melville	2016	M	39725
Merrylands - Guildford	2006	F	49075
Merrylands - Guildford	2006	M	47658
Merrylands - Guildford	2011	F	53950
Merrylands - Guildford	2011	M	52515
Merrylands - Guildford	2016	F	59046
Merrylands - Guildford	2016	M	59485
Mid North	2006	F	11081
Mid North	2006	M	10717
Mid North	2011	F	11161
Mid North	2011	M	10901
Mid North	2016	F	11443
Mid North	2016	M	11139
Mid West	2006	F	18248
Mid West	2006	M	19069
Mid West	2011	F	20367
Mid West	2011	M	21831
Mid West	2016	F	21269
Mid West	2016	M	22080
Migratory - Offshore - Shipping (ACT)	2006	F	0
Migratory - Offshore - Shipping (ACT)	2006	M	0
Migratory - Offshore - Shipping (ACT)	2011	F	0
Migratory - Offshore - Shipping (ACT)	2011	M	0
Migratory - Offshore - Shipping (ACT)	2016	F	0
Migratory - Offshore - Shipping (ACT)	2016	M	0
Migratory - Offshore - Shipping (NSW)	2006	F	9
Migratory - Offshore - Shipping (NSW)	2006	M	34
Migratory - Offshore - Shipping (NSW)	2011	F	58
Migratory - Offshore - Shipping (NSW)	2011	M	59
Migratory - Offshore - Shipping (NSW)	2016	F	224
Migratory - Offshore - Shipping (NSW)	2016	M	155
Migratory - Offshore - Shipping (NT)	2006	F	15
Migratory - Offshore - Shipping (NT)	2006	M	83
Migratory - Offshore - Shipping (NT)	2011	F	14
Migratory - Offshore - Shipping (NT)	2011	M	103
Migratory - Offshore - Shipping (NT)	2016	F	6
Migratory - Offshore - Shipping (NT)	2016	M	57
Migratory - Offshore - Shipping (OT)	2006	F	0
Migratory - Offshore - Shipping (OT)	2006	M	0
Migratory - Offshore - Shipping (OT)	2011	F	0
Migratory - Offshore - Shipping (OT)	2011	M	0
Migratory - Offshore - Shipping (OT)	2016	F	0
Migratory - Offshore - Shipping (OT)	2016	M	3
Migratory - Offshore - Shipping (Qld)	2006	F	11
Migratory - Offshore - Shipping (Qld)	2006	M	92
Migratory - Offshore - Shipping (Qld)	2011	F	189
Migratory - Offshore - Shipping (Qld)	2011	M	268
Migratory - Offshore - Shipping (Qld)	2016	F	67
Migratory - Offshore - Shipping (Qld)	2016	M	54
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	4
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	6
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	0
Migratory - Offshore - Shipping (Tas.)	2006	F	11
Migratory - Offshore - Shipping (Tas.)	2006	M	75
Migratory - Offshore - Shipping (Tas.)	2011	F	33
Migratory - Offshore - Shipping (Tas.)	2011	M	78
Migratory - Offshore - Shipping (Tas.)	2016	F	17
Migratory - Offshore - Shipping (Tas.)	2016	M	48
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	41
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	32
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	23
Migratory - Offshore - Shipping (WA)	2006	F	18
Migratory - Offshore - Shipping (WA)	2006	M	302
Migratory - Offshore - Shipping (WA)	2011	F	28
Migratory - Offshore - Shipping (WA)	2011	M	384
Migratory - Offshore - Shipping (WA)	2016	F	27
Migratory - Offshore - Shipping (WA)	2016	M	412
Mildura	2006	F	19929
Mildura	2006	M	18753
Mildura	2011	F	20834
Mildura	2011	M	19468
Mildura	2016	F	22389
Mildura	2016	M	21247
Mitcham	2006	F	26462
Mitcham	2006	M	23990
Mitcham	2011	F	26617
Mitcham	2011	M	24327
Mitcham	2016	F	27445
Mitcham	2016	M	24925
Moira	2006	F	10866
Moira	2006	M	10716
Moira	2011	F	11488
Moira	2011	M	11209
Moira	2016	F	12122
Moira	2016	M	11861
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	3
Molonglo	2011	M	6
Molonglo	2016	F	1879
Molonglo	2016	M	1726
Monash	2006	F	66736
Monash	2006	M	63951
Monash	2011	F	69866
Monash	2011	M	67280
Monash	2016	F	75611
Monash	2016	M	71849
Moree - Narrabri	2006	F	9878
Moree - Narrabri	2006	M	10215
Moree - Narrabri	2011	F	9832
Moree - Narrabri	2011	M	9979
Moree - Narrabri	2016	F	10001
Moree - Narrabri	2016	M	10062
Moreland - North	2006	F	26467
Moreland - North	2006	M	24177
Moreland - North	2011	F	28360
Moreland - North	2011	M	27009
Moreland - North	2016	F	31333
Moreland - North	2016	M	30121
Mornington Peninsula	2006	F	57691
Mornington Peninsula	2006	M	53058
Mornington Peninsula	2011	F	61637
Mornington Peninsula	2011	M	56429
Mornington Peninsula	2016	F	67072
Mornington Peninsula	2016	M	61088
Mount Druitt	2006	F	36296
Mount Druitt	2006	M	33653
Mount Druitt	2011	F	39823
Mount Druitt	2011	M	37216
Mount Druitt	2016	F	43992
Mount Druitt	2016	M	41045
Mt Gravatt	2006	F	26093
Mt Gravatt	2006	M	24095
Mt Gravatt	2011	F	27987
Mt Gravatt	2011	M	26219
Mt Gravatt	2016	F	30425
Mt Gravatt	2016	M	28140
Mudgeeraba - Tallebudgera	2006	F	10458
Mudgeeraba - Tallebudgera	2006	M	9867
Mudgeeraba - Tallebudgera	2011	F	12328
Mudgeeraba - Tallebudgera	2011	M	11399
Mudgeeraba - Tallebudgera	2016	F	13335
Mudgeeraba - Tallebudgera	2016	M	12414
Mundaring	2006	F	15058
Mundaring	2006	M	15386
Mundaring	2011	F	15978
Mundaring	2011	M	16719
Mundaring	2016	F	16621
Mundaring	2016	M	18022
Murray River - Swan Hill	2006	F	15441
Murray River - Swan Hill	2006	M	15324
Murray River - Swan Hill	2011	F	15007
Murray River - Swan Hill	2011	M	14913
Murray River - Swan Hill	2016	F	15440
Murray River - Swan Hill	2016	M	15273
Murray and Mallee	2006	F	26379
Murray and Mallee	2006	M	26833
Murray and Mallee	2011	F	27238
Murray and Mallee	2011	M	27780
Murray and Mallee	2016	F	28579
Murray and Mallee	2016	M	29148
Nambour	2006	F	13685
Nambour	2006	M	12939
Nambour	2011	F	15396
Nambour	2011	M	14453
Nambour	2016	F	17742
Nambour	2016	M	16549
Narangba - Burpengary	2006	F	20007
Narangba - Burpengary	2006	M	18977
Narangba - Burpengary	2011	F	22855
Narangba - Burpengary	2011	M	21595
Narangba - Burpengary	2016	F	25217
Narangba - Burpengary	2016	M	23785
Nathan	2006	F	14364
Nathan	2006	M	13810
Nathan	2011	F	15226
Nathan	2011	M	14835
Nathan	2016	F	16116
Nathan	2016	M	15730
Nerang	2006	F	21948
Nerang	2006	M	20658
Nerang	2011	F	25417
Nerang	2011	M	23737
Nerang	2016	F	27685
Nerang	2016	M	25840
Newcastle	2006	F	63397
Newcastle	2006	M	59277
Newcastle	2011	F	66158
Newcastle	2011	M	62827
Newcastle	2016	F	69722
Newcastle	2016	M	66391
Nillumbik - Kinglake	2006	F	25131
Nillumbik - Kinglake	2006	M	24337
Nillumbik - Kinglake	2011	F	25755
Nillumbik - Kinglake	2011	M	24796
Nillumbik - Kinglake	2016	F	26602
Nillumbik - Kinglake	2016	M	25699
No usual address (ACT)	2006	F	278
No usual address (ACT)	2006	M	325
No usual address (ACT)	2011	F	272
No usual address (ACT)	2011	M	296
No usual address (ACT)	2016	F	222
No usual address (ACT)	2016	M	283
No usual address (NSW)	2006	F	3763
No usual address (NSW)	2006	M	5436
No usual address (NSW)	2011	F	4776
No usual address (NSW)	2011	M	6957
No usual address (NSW)	2016	F	4590
No usual address (NSW)	2016	M	6962
No usual address (NT)	2006	F	789
No usual address (NT)	2006	M	930
No usual address (NT)	2011	F	770
No usual address (NT)	2011	M	939
No usual address (NT)	2016	F	1051
No usual address (NT)	2016	M	1228
No usual address (OT)	2006	F	0
No usual address (OT)	2006	M	26
No usual address (OT)	2011	F	17
No usual address (OT)	2011	M	4
No usual address (OT)	2016	F	26
No usual address (OT)	2016	M	22
No usual address (Qld)	2006	F	4985
No usual address (Qld)	2006	M	6611
No usual address (Qld)	2011	F	4873
No usual address (Qld)	2011	M	6602
No usual address (Qld)	2016	F	5179
No usual address (Qld)	2016	M	6509
No usual address (SA)	2006	F	991
No usual address (SA)	2006	M	1351
No usual address (SA)	2011	F	1137
No usual address (SA)	2011	M	1624
No usual address (SA)	2016	F	1009
No usual address (SA)	2016	M	1630
No usual address (Tas.)	2006	F	357
No usual address (Tas.)	2006	M	406
No usual address (Tas.)	2011	F	405
No usual address (Tas.)	2011	M	565
No usual address (Tas.)	2016	F	343
No usual address (Tas.)	2016	M	488
No usual address (Vic.)	2006	F	2438
No usual address (Vic.)	2006	M	3210
No usual address (Vic.)	2011	F	3136
No usual address (Vic.)	2011	M	4129
No usual address (Vic.)	2016	F	2885
No usual address (Vic.)	2016	M	3944
No usual address (WA)	2006	F	2296
No usual address (WA)	2006	M	3214
No usual address (WA)	2011	F	2709
No usual address (WA)	2011	M	3970
No usual address (WA)	2016	F	2215
No usual address (WA)	2016	M	3340
Noosa	2006	F	13714
Noosa	2006	M	12585
Noosa	2011	F	15530
Noosa	2011	M	13892
Noosa	2016	F	17917
Noosa	2016	M	16068
Noosa Hinterland	2006	F	7573
Noosa Hinterland	2006	M	7339
Noosa Hinterland	2011	F	8297
Noosa Hinterland	2011	M	7945
Noosa Hinterland	2016	F	9057
Noosa Hinterland	2016	M	8779
Norfolk Island	2006	F	0
Norfolk Island	2006	M	0
Norfolk Island	2011	F	0
Norfolk Island	2011	M	0
Norfolk Island	2016	F	786
Norfolk Island	2016	M	671
North Canberra	2006	F	18152
North Canberra	2006	M	18358
North Canberra	2011	F	20812
North Canberra	2011	M	21262
North Canberra	2016	F	23275
North Canberra	2016	M	23121
North East	2006	F	14344
North East	2006	M	14427
North East	2011	F	14753
North East	2011	M	14836
North East	2016	F	15383
North East	2016	M	15466
North Lakes	2006	F	13268
North Lakes	2006	M	12457
North Lakes	2011	F	20176
North Lakes	2011	M	18634
North Lakes	2016	F	28109
North Lakes	2016	M	25633
North Sydney - Mosman	2006	F	39286
North Sydney - Mosman	2006	M	33986
North Sydney - Mosman	2011	F	40723
North Sydney - Mosman	2011	M	35782
North Sydney - Mosman	2016	F	43408
North Sydney - Mosman	2016	M	37335
Norwood - Payneham - St Peters	2006	F	15506
Norwood - Payneham - St Peters	2006	M	13622
Norwood - Payneham - St Peters	2011	F	15807
Norwood - Payneham - St Peters	2011	M	14226
Norwood - Payneham - St Peters	2016	F	15976
Norwood - Payneham - St Peters	2016	M	14323
Nundah	2006	F	12808
Nundah	2006	M	12153
Nundah	2011	F	14518
Nundah	2011	M	14443
Nundah	2016	F	16403
Nundah	2016	M	16010
Onkaparinga	2006	F	61636
Onkaparinga	2006	M	58545
Onkaparinga	2011	F	66476
Onkaparinga	2011	M	62983
Onkaparinga	2016	F	70515
Onkaparinga	2016	M	66078
Orange	2006	F	20234
Orange	2006	M	19078
Orange	2011	F	21761
Orange	2011	M	20570
Orange	2016	F	23440
Orange	2016	M	21879
Ormeau - Oxenford	2006	F	25071
Ormeau - Oxenford	2006	M	24447
Ormeau - Oxenford	2011	F	36194
Ormeau - Oxenford	2011	M	34711
Ormeau - Oxenford	2016	F	47157
Ormeau - Oxenford	2016	M	44460
Outback - North	2006	F	10685
Outback - North	2006	M	12181
Outback - North	2011	F	11513
Outback - North	2011	M	13720
Outback - North	2016	F	10813
Outback - North	2016	M	11853
Outback - North and East	2006	F	9863
Outback - North and East	2006	M	11159
Outback - North and East	2011	F	10267
Outback - North and East	2011	M	12166
Outback - North and East	2016	F	9826
Outback - North and East	2016	M	11297
Outback - South	2006	F	7535
Outback - South	2006	M	7767
Outback - South	2011	F	7655
Outback - South	2011	M	7902
Outback - South	2016	F	7141
Outback - South	2016	M	7108
Palmerston	2006	F	8343
Palmerston	2006	M	8294
Palmerston	2011	F	10103
Palmerston	2011	M	10107
Palmerston	2016	F	12451
Palmerston	2016	M	12567
Parramatta	2006	F	45271
Parramatta	2006	M	45339
Parramatta	2011	F	50887
Parramatta	2011	M	50928
Parramatta	2016	F	56645
Parramatta	2016	M	56875
Pennant Hills - Epping	2006	F	17352
Pennant Hills - Epping	2006	M	15982
Pennant Hills - Epping	2011	F	18370
Pennant Hills - Epping	2011	M	16931
Pennant Hills - Epping	2016	F	20031
Pennant Hills - Epping	2016	M	18884
Penrith	2006	F	47086
Penrith	2006	M	44643
Penrith	2011	F	50208
Penrith	2011	M	47059
Penrith	2016	F	56468
Penrith	2016	M	53191
Perth City	2006	F	34519
Perth City	2006	M	34973
Perth City	2011	F	39549
Perth City	2011	M	40539
Perth City	2016	F	44371
Perth City	2016	M	43658
Pittwater	2006	F	22257
Pittwater	2006	M	21109
Pittwater	2011	F	23671
Pittwater	2011	M	22058
Pittwater	2016	F	25294
Pittwater	2016	M	23404
Playford	2006	F	27564
Playford	2006	M	26556
Playford	2011	F	31397
Playford	2011	M	30141
Playford	2016	F	35447
Playford	2016	M	34046
Port Adelaide - East	2006	F	23147
Port Adelaide - East	2006	M	22487
Port Adelaide - East	2011	F	25238
Port Adelaide - East	2011	M	24934
Port Adelaide - East	2016	F	28011
Port Adelaide - East	2016	M	27943
Port Adelaide - West	2006	F	22447
Port Adelaide - West	2006	M	21050
Port Adelaide - West	2011	F	23958
Port Adelaide - West	2011	M	23109
Port Adelaide - West	2016	F	25125
Port Adelaide - West	2016	M	23729
Port Douglas - Daintree	2006	F	3960
Port Douglas - Daintree	2006	M	4249
Port Douglas - Daintree	2011	F	4316
Port Douglas - Daintree	2011	M	4466
Port Douglas - Daintree	2016	F	4829
Port Douglas - Daintree	2016	M	4871
Port Macquarie	2006	F	29313
Port Macquarie	2006	M	26580
Port Macquarie	2011	F	31412
Port Macquarie	2011	M	28345
Port Macquarie	2016	F	34453
Port Macquarie	2016	M	31000
Port Phillip	2006	F	38746
Port Phillip	2006	M	37937
Port Phillip	2011	F	41143
Port Phillip	2011	M	40190
Port Phillip	2016	F	45773
Port Phillip	2016	M	43298
Port Stephens	2006	F	25500
Port Stephens	2006	M	24285
Port Stephens	2011	F	27907
Port Stephens	2011	M	26601
Port Stephens	2016	F	30011
Port Stephens	2016	M	28816
Prospect - Walkerville	2006	F	11241
Prospect - Walkerville	2006	M	10639
Prospect - Walkerville	2011	F	11511
Prospect - Walkerville	2011	M	11024
Prospect - Walkerville	2016	F	11882
Prospect - Walkerville	2016	M	11581
Queanbeyan	2006	F	19294
Queanbeyan	2006	M	19108
Queanbeyan	2011	F	21241
Queanbeyan	2011	M	21249
Queanbeyan	2016	F	23102
Queanbeyan	2016	M	22991
Redcliffe	2006	F	22365
Redcliffe	2006	M	19956
Redcliffe	2011	F	24352
Redcliffe	2011	M	22121
Redcliffe	2016	F	26337
Redcliffe	2016	M	23304
Richmond - Windsor	2006	F	13774
Richmond - Windsor	2006	M	13380
Richmond - Windsor	2011	F	14269
Richmond - Windsor	2011	M	13876
Richmond - Windsor	2016	F	15039
Richmond - Windsor	2016	M	14574
Richmond Valley - Coastal	2006	F	30276
Richmond Valley - Coastal	2006	M	28105
Richmond Valley - Coastal	2011	F	31254
Richmond Valley - Coastal	2011	M	28674
Richmond Valley - Coastal	2016	F	34113
Richmond Valley - Coastal	2016	M	31156
Richmond Valley - Hinterland	2006	F	27567
Richmond Valley - Hinterland	2006	M	26002
Richmond Valley - Hinterland	2011	F	28482
Richmond Valley - Hinterland	2011	M	26887
Richmond Valley - Hinterland	2016	F	29420
Richmond Valley - Hinterland	2016	M	27773
Robina	2006	F	17346
Robina	2006	M	15389
Robina	2011	F	19663
Robina	2011	M	17292
Robina	2016	F	21814
Robina	2016	M	18969
Rockhampton	2006	F	40008
