SA3_NAME16	Year	LanguageSpoken	persons
Snowy Mountains	2016	Japanese	16
Snowy Mountains	2016	Korean	23
Snowy Mountains	2016	Macedonian	9
Snowy Mountains	2016	Persian_includes_Dari	0
Snowy Mountains	2016	Polish	24
Snowy Mountains	2016	Punjabi	3
Snowy Mountains	2016	Russian	24
Snowy Mountains	2016	Samoan	0
Snowy Mountains	2016	Serbian	15
Snowy Mountains	2016	Sinhalese	20
Snowy Mountains	2016	Spanish	21
Snowy Mountains	2016	Tagalog	12
Snowy Mountains	2016	Tamil	0
Snowy Mountains	2016	Thai	35
Snowy Mountains	2016	Turkish	15
Snowy Mountains	2016	Urdu	9
Snowy Mountains	2016	Vietnamese	11
South Coast	2006		2490
South Coast	2006	(Other)	424
South Coast	2006	Afrikaans	13
South Coast	2006	Arabic	22
South Coast	2006	Australian_Indigenous_Languages	33
South Coast	2006	Chinese_languages_Bengali	0
South Coast	2006	Chinese_languages_Cantonese	53
South Coast	2006	Chinese_languages_Mandarin	19
South Coast	2006	Chinese_languages_Other	16
South Coast	2006	Croatian	138
South Coast	2006	Dutch	144
South Coast	2006	English	61470
South Coast	2006	Filipino	28
South Coast	2006	French	86
South Coast	2006	German	397
South Coast	2006	Greek	138
South Coast	2006	Hindi	6
South Coast	2006	Indonesian	7
South Coast	2006	Italian	214
South Coast	2006	Japanese	32
South Coast	2006	Korean	3
South Coast	2006	Macedonian	12
South Coast	2006	Persian_includes_Dari	4
South Coast	2006	Polish	38
South Coast	2006	Punjabi	0
South Coast	2006	Russian	23
South Coast	2006	Samoan	5
South Coast	2006	Serbian	45
South Coast	2006	Sinhalese	3
South Coast	2006	Spanish	72
South Coast	2006	Tagalog	36
South Coast	2006	Tamil	3
South Coast	2006	Thai	18
South Coast	2006	Turkish	16
South Coast	2006	Urdu	3
South Coast	2006	Vietnamese	63
South Coast	2011		3162
South Coast	2011	(Other)	399
South Coast	2011	Afrikaans	19
South Coast	2011	Arabic	18
South Coast	2011	Australian_Indigenous_Languages	39
South Coast	2011	Chinese_languages_Bengali	0
South Coast	2011	Chinese_languages_Cantonese	52
South Coast	2011	Chinese_languages_Mandarin	31
South Coast	2011	Chinese_languages_Other	5
South Coast	2011	Croatian	139
South Coast	2011	Dutch	169
South Coast	2011	English	62484
South Coast	2011	Filipino	31
South Coast	2011	French	116
South Coast	2011	German	383
South Coast	2011	Greek	130
South Coast	2011	Hindi	3
South Coast	2011	Indonesian	15
South Coast	2011	Italian	203
South Coast	2011	Japanese	41
South Coast	2011	Korean	8
South Coast	2011	Macedonian	17
South Coast	2011	Persian_includes_Dari	3
South Coast	2011	Polish	46
South Coast	2011	Punjabi	0
South Coast	2011	Russian	23
South Coast	2011	Samoan	14
South Coast	2011	Serbian	48
South Coast	2011	Sinhalese	0
South Coast	2011	Spanish	93
South Coast	2011	Tagalog	46
South Coast	2011	Tamil	10
South Coast	2011	Thai	40
South Coast	2011	Turkish	6
South Coast	2011	Urdu	6
South Coast	2011	Vietnamese	76
South Coast	2016		5274
South Coast	2016	(Other)	465
South Coast	2016	Afrikaans	41
South Coast	2016	Arabic	39
South Coast	2016	Australian_Indigenous_Languages	38
South Coast	2016	Chinese_languages_Bengali	15
South Coast	2016	Chinese_languages_Cantonese	59
South Coast	2016	Chinese_languages_Mandarin	72
South Coast	2016	Chinese_languages_Other	9
South Coast	2016	Croatian	120
South Coast	2016	Dutch	132
South Coast	2016	English	62958
South Coast	2016	Filipino	53
South Coast	2016	French	129
South Coast	2016	German	338
South Coast	2016	Greek	103
South Coast	2016	Hindi	15
South Coast	2016	Indonesian	21
South Coast	2016	Italian	188
South Coast	2016	Japanese	26
South Coast	2016	Korean	23
South Coast	2016	Macedonian	11
South Coast	2016	Persian_includes_Dari	8
South Coast	2016	Polish	54
South Coast	2016	Punjabi	15
South Coast	2016	Russian	34
South Coast	2016	Samoan	12
South Coast	2016	Serbian	32
South Coast	2016	Sinhalese	19
South Coast	2016	Spanish	118
South Coast	2016	Tagalog	65
South Coast	2016	Tamil	5
South Coast	2016	Thai	74
South Coast	2016	Turkish	13
South Coast	2016	Urdu	6
South Coast	2016	Vietnamese	67
Goulburn - Mulwaree	2006		1944
Goulburn - Mulwaree	2006	(Other)	156
Goulburn - Mulwaree	2006	Afrikaans	7
Goulburn - Mulwaree	2006	Arabic	52
Goulburn - Mulwaree	2006	Australian_Indigenous_Languages	9
Goulburn - Mulwaree	2006	Chinese_languages_Bengali	0
Goulburn - Mulwaree	2006	Chinese_languages_Cantonese	45
Goulburn - Mulwaree	2006	Chinese_languages_Mandarin	38
Goulburn - Mulwaree	2006	Chinese_languages_Other	3
Goulburn - Mulwaree	2006	Croatian	20
Goulburn - Mulwaree	2006	Dutch	30
Goulburn - Mulwaree	2006	English	29318
Goulburn - Mulwaree	2006	Filipino	15
Goulburn - Mulwaree	2006	French	20
Goulburn - Mulwaree	2006	German	72
Goulburn - Mulwaree	2006	Greek	97
Goulburn - Mulwaree	2006	Hindi	15
Goulburn - Mulwaree	2006	Indonesian	10
Goulburn - Mulwaree	2006	Italian	72
Goulburn - Mulwaree	2006	Japanese	3
Goulburn - Mulwaree	2006	Korean	3
Goulburn - Mulwaree	2006	Macedonian	8
Goulburn - Mulwaree	2006	Persian_includes_Dari	3
Goulburn - Mulwaree	2006	Polish	11
Goulburn - Mulwaree	2006	Punjabi	0
Goulburn - Mulwaree	2006	Russian	10
Goulburn - Mulwaree	2006	Samoan	0
Goulburn - Mulwaree	2006	Serbian	12
Goulburn - Mulwaree	2006	Sinhalese	0
Goulburn - Mulwaree	2006	Spanish	43
Goulburn - Mulwaree	2006	Tagalog	8
Goulburn - Mulwaree	2006	Tamil	7
Goulburn - Mulwaree	2006	Thai	9
Goulburn - Mulwaree	2006	Turkish	14
Goulburn - Mulwaree	2006	Urdu	3
Goulburn - Mulwaree	2006	Vietnamese	15
Goulburn - Mulwaree	2011		1890
Goulburn - Mulwaree	2011	(Other)	268
Goulburn - Mulwaree	2011	Afrikaans	11
Goulburn - Mulwaree	2011	Arabic	44
Goulburn - Mulwaree	2011	Australian_Indigenous_Languages	3
Goulburn - Mulwaree	2011	Chinese_languages_Bengali	7
Goulburn - Mulwaree	2011	Chinese_languages_Cantonese	31
Goulburn - Mulwaree	2011	Chinese_languages_Mandarin	45
Goulburn - Mulwaree	2011	Chinese_languages_Other	4
Goulburn - Mulwaree	2011	Croatian	16
Goulburn - Mulwaree	2011	Dutch	27
Goulburn - Mulwaree	2011	English	30198
Goulburn - Mulwaree	2011	Filipino	20
Goulburn - Mulwaree	2011	French	24
Goulburn - Mulwaree	2011	German	82
Goulburn - Mulwaree	2011	Greek	105
Goulburn - Mulwaree	2011	Hindi	22
Goulburn - Mulwaree	2011	Indonesian	9
Goulburn - Mulwaree	2011	Italian	88
Goulburn - Mulwaree	2011	Japanese	4
Goulburn - Mulwaree	2011	Korean	12
Goulburn - Mulwaree	2011	Macedonian	9
Goulburn - Mulwaree	2011	Persian_includes_Dari	5
Goulburn - Mulwaree	2011	Polish	20
Goulburn - Mulwaree	2011	Punjabi	9
Goulburn - Mulwaree	2011	Russian	5
Goulburn - Mulwaree	2011	Samoan	4
Goulburn - Mulwaree	2011	Serbian	16
Goulburn - Mulwaree	2011	Sinhalese	3
Goulburn - Mulwaree	2011	Spanish	37
Goulburn - Mulwaree	2011	Tagalog	27
Goulburn - Mulwaree	2011	Tamil	5
Goulburn - Mulwaree	2011	Thai	34
Goulburn - Mulwaree	2011	Turkish	15
Goulburn - Mulwaree	2011	Urdu	4
Goulburn - Mulwaree	2011	Vietnamese	14
Goulburn - Mulwaree	2016		2986
Goulburn - Mulwaree	2016	(Other)	391
Goulburn - Mulwaree	2016	Afrikaans	16
Goulburn - Mulwaree	2016	Arabic	73
Goulburn - Mulwaree	2016	Australian_Indigenous_Languages	3
Goulburn - Mulwaree	2016	Chinese_languages_Bengali	23
Goulburn - Mulwaree	2016	Chinese_languages_Cantonese	51
Goulburn - Mulwaree	2016	Chinese_languages_Mandarin	87
Goulburn - Mulwaree	2016	Chinese_languages_Other	3
Goulburn - Mulwaree	2016	Croatian	19
Goulburn - Mulwaree	2016	Dutch	31
Goulburn - Mulwaree	2016	English	31104
Goulburn - Mulwaree	2016	Filipino	47
Goulburn - Mulwaree	2016	French	37
Goulburn - Mulwaree	2016	German	81
Goulburn - Mulwaree	2016	Greek	85
Goulburn - Mulwaree	2016	Hindi	43
Goulburn - Mulwaree	2016	Indonesian	16
Goulburn - Mulwaree	2016	Italian	69
Goulburn - Mulwaree	2016	Japanese	3
Goulburn - Mulwaree	2016	Korean	66
Goulburn - Mulwaree	2016	Macedonian	13
Goulburn - Mulwaree	2016	Persian_includes_Dari	15
Goulburn - Mulwaree	2016	Polish	20
Goulburn - Mulwaree	2016	Punjabi	40
Goulburn - Mulwaree	2016	Russian	17
Goulburn - Mulwaree	2016	Samoan	7
Goulburn - Mulwaree	2016	Serbian	14
Goulburn - Mulwaree	2016	Sinhalese	18
Goulburn - Mulwaree	2016	Spanish	45
Goulburn - Mulwaree	2016	Tagalog	46
Goulburn - Mulwaree	2016	Tamil	7
Goulburn - Mulwaree	2016	Thai	48
Goulburn - Mulwaree	2016	Turkish	7
Goulburn - Mulwaree	2016	Urdu	13
Goulburn - Mulwaree	2016	Vietnamese	4
Young - Yass	2006		975
Young - Yass	2006	(Other)	163
Young - Yass	2006	Afrikaans	3
Young - Yass	2006	Arabic	152
Young - Yass	2006	Australian_Indigenous_Languages	5
Young - Yass	2006	Chinese_languages_Bengali	0
Young - Yass	2006	Chinese_languages_Cantonese	21
Young - Yass	2006	Chinese_languages_Mandarin	25
Young - Yass	2006	Chinese_languages_Other	0
Young - Yass	2006	Croatian	60
Young - Yass	2006	Dutch	63
Young - Yass	2006	English	30384
Young - Yass	2006	Filipino	13
Young - Yass	2006	French	21
Young - Yass	2006	German	79
Young - Yass	2006	Greek	28
Young - Yass	2006	Hindi	19
Young - Yass	2006	Indonesian	7
Young - Yass	2006	Italian	70
Young - Yass	2006	Japanese	13
Young - Yass	2006	Korean	0
Young - Yass	2006	Macedonian	4
Young - Yass	2006	Persian_includes_Dari	3
Young - Yass	2006	Polish	13
Young - Yass	2006	Punjabi	0
Young - Yass	2006	Russian	3
Young - Yass	2006	Samoan	3
Young - Yass	2006	Serbian	30
Young - Yass	2006	Sinhalese	0
Young - Yass	2006	Spanish	36
Young - Yass	2006	Tagalog	7
Young - Yass	2006	Tamil	10
Young - Yass	2006	Thai	8
Young - Yass	2006	Turkish	9
Young - Yass	2006	Urdu	3
Young - Yass	2006	Vietnamese	10
Young - Yass	2011		1569
Young - Yass	2011	(Other)	164
Young - Yass	2011	Afrikaans	25
Young - Yass	2011	Arabic	132
Young - Yass	2011	Australian_Indigenous_Languages	12
Young - Yass	2011	Chinese_languages_Bengali	4
Young - Yass	2011	Chinese_languages_Cantonese	31
Young - Yass	2011	Chinese_languages_Mandarin	35
Young - Yass	2011	Chinese_languages_Other	13
Young - Yass	2011	Croatian	57
Young - Yass	2011	Dutch	55
Young - Yass	2011	English	31789
Young - Yass	2011	Filipino	14
Young - Yass	2011	French	27
Young - Yass	2011	German	71
Young - Yass	2011	Greek	49
Young - Yass	2011	Hindi	16
Young - Yass	2011	Indonesian	7
Young - Yass	2011	Italian	77
Young - Yass	2011	Japanese	4
Young - Yass	2011	Korean	6
Young - Yass	2011	Macedonian	8
Young - Yass	2011	Persian_includes_Dari	0
Young - Yass	2011	Polish	20
Young - Yass	2011	Punjabi	0
Young - Yass	2011	Russian	9
Young - Yass	2011	Samoan	0
Young - Yass	2011	Serbian	47
Young - Yass	2011	Sinhalese	4
Young - Yass	2011	Spanish	45
Young - Yass	2011	Tagalog	29
Young - Yass	2011	Tamil	3
Young - Yass	2011	Thai	12
Young - Yass	2011	Turkish	4
Young - Yass	2011	Urdu	12
Young - Yass	2011	Vietnamese	30
Young - Yass	2016		2328
Young - Yass	2016	(Other)	195
Young - Yass	2016	Afrikaans	31
Young - Yass	2016	Arabic	234
Young - Yass	2016	Australian_Indigenous_Languages	9
Young - Yass	2016	Chinese_languages_Bengali	14
Young - Yass	2016	Chinese_languages_Cantonese	19
Young - Yass	2016	Chinese_languages_Mandarin	73
Young - Yass	2016	Chinese_languages_Other	8
Young - Yass	2016	Croatian	74
Young - Yass	2016	Dutch	57
Young - Yass	2016	English	32385
Young - Yass	2016	Filipino	15
Young - Yass	2016	French	24
Young - Yass	2016	German	72
Young - Yass	2016	Greek	21
Young - Yass	2016	Hindi	24
Young - Yass	2016	Indonesian	12
Young - Yass	2016	Italian	66
Young - Yass	2016	Japanese	3
Young - Yass	2016	Korean	3
Young - Yass	2016	Macedonian	13
Young - Yass	2016	Persian_includes_Dari	5
Young - Yass	2016	Polish	19
Young - Yass	2016	Punjabi	13
Young - Yass	2016	Russian	17
Young - Yass	2016	Samoan	9
Young - Yass	2016	Serbian	41
Young - Yass	2016	Sinhalese	5
Young - Yass	2016	Spanish	51
Young - Yass	2016	Tagalog	38
Young - Yass	2016	Tamil	3
Young - Yass	2016	Thai	11
Young - Yass	2016	Turkish	13
Young - Yass	2016	Urdu	8
Young - Yass	2016	Vietnamese	18
Gosford	2006		9973
Gosford	2006	(Other)	1437
Gosford	2006	Afrikaans	116
Gosford	2006	Arabic	222
Gosford	2006	Australian_Indigenous_Languages	17
Gosford	2006	Chinese_languages_Bengali	23
Gosford	2006	Chinese_languages_Cantonese	374
Gosford	2006	Chinese_languages_Mandarin	229
Gosford	2006	Chinese_languages_Other	26
Gosford	2006	Croatian	106
Gosford	2006	Dutch	298
Gosford	2006	English	142254
Gosford	2006	Filipino	130
Gosford	2006	French	265
Gosford	2006	German	504
Gosford	2006	Greek	405
Gosford	2006	Hindi	99
Gosford	2006	Indonesian	79
Gosford	2006	Italian	561
Gosford	2006	Japanese	128
Gosford	2006	Korean	147
Gosford	2006	Macedonian	16
Gosford	2006	Persian_includes_Dari	44
Gosford	2006	Polish	161
Gosford	2006	Punjabi	17
Gosford	2006	Russian	150
Gosford	2006	Samoan	16
Gosford	2006	Serbian	97
Gosford	2006	Sinhalese	54
Gosford	2006	Spanish	527
Gosford	2006	Tagalog	185
Gosford	2006	Tamil	23
Gosford	2006	Thai	106
Gosford	2006	Turkish	51
Gosford	2006	Urdu	28
Gosford	2006	Vietnamese	67
Gosford	2011		7770
Gosford	2011	(Other)	1845
Gosford	2011	Afrikaans	190
Gosford	2011	Arabic	262
Gosford	2011	Australian_Indigenous_Languages	27
Gosford	2011	Chinese_languages_Bengali	53
Gosford	2011	Chinese_languages_Cantonese	459
Gosford	2011	Chinese_languages_Mandarin	448
Gosford	2011	Chinese_languages_Other	53
Gosford	2011	Croatian	142
Gosford	2011	Dutch	322
Gosford	2011	English	146682
Gosford	2011	Filipino	188
Gosford	2011	French	312
Gosford	2011	German	585
Gosford	2011	Greek	426
Gosford	2011	Hindi	157
Gosford	2011	Indonesian	105
Gosford	2011	Italian	626
Gosford	2011	Japanese	194
Gosford	2011	Korean	236
Gosford	2011	Macedonian	12
Gosford	2011	Persian_includes_Dari	52
Gosford	2011	Polish	184
Gosford	2011	Punjabi	69
Gosford	2011	Russian	215
Gosford	2011	Samoan	23
Gosford	2011	Serbian	94
Gosford	2011	Sinhalese	43
Gosford	2011	Spanish	667
Gosford	2011	Tagalog	209
Gosford	2011	Tamil	52
Gosford	2011	Thai	208
Gosford	2011	Turkish	57
Gosford	2011	Urdu	27
Gosford	2011	Vietnamese	113
Gosford	2016		9305
Gosford	2016	(Other)	2498
Gosford	2016	Afrikaans	293
Gosford	2016	Arabic	300
Gosford	2016	Australian_Indigenous_Languages	25
Gosford	2016	Chinese_languages_Bengali	61
Gosford	2016	Chinese_languages_Cantonese	510
Gosford	2016	Chinese_languages_Mandarin	1090
Gosford	2016	Chinese_languages_Other	49
Gosford	2016	Croatian	150
Gosford	2016	Dutch	262
Gosford	2016	English	148067
Gosford	2016	Filipino	208
Gosford	2016	French	428
Gosford	2016	German	622
Gosford	2016	Greek	440
Gosford	2016	Hindi	210
Gosford	2016	Indonesian	149
Gosford	2016	Italian	615
Gosford	2016	Japanese	293
Gosford	2016	Korean	501
Gosford	2016	Macedonian	19
Gosford	2016	Persian_includes_Dari	77
Gosford	2016	Polish	205
Gosford	2016	Punjabi	132
Gosford	2016	Russian	373
Gosford	2016	Samoan	37
Gosford	2016	Serbian	98
Gosford	2016	Sinhalese	51
Gosford	2016	Spanish	855
Gosford	2016	Tagalog	378
Gosford	2016	Tamil	91
Gosford	2016	Thai	353
Gosford	2016	Turkish	85
Gosford	2016	Urdu	49
Gosford	2016	Vietnamese	188
Wyong	2006		6296
Wyong	2006	(Other)	1244
Wyong	2006	Afrikaans	71
Wyong	2006	Arabic	198
Wyong	2006	Australian_Indigenous_Languages	16
Wyong	2006	Chinese_languages_Bengali	17
Wyong	2006	Chinese_languages_Cantonese	282
Wyong	2006	Chinese_languages_Mandarin	164
Wyong	2006	Chinese_languages_Other	17
Wyong	2006	Croatian	92
Wyong	2006	Dutch	206
Wyong	2006	English	127843
Wyong	2006	Filipino	117
Wyong	2006	French	126
Wyong	2006	German	279
Wyong	2006	Greek	280
Wyong	2006	Hindi	79
Wyong	2006	Indonesian	73
Wyong	2006	Italian	520
Wyong	2006	Japanese	69
Wyong	2006	Korean	17
Wyong	2006	Macedonian	14
Wyong	2006	Persian_includes_Dari	24
Wyong	2006	Polish	73
Wyong	2006	Punjabi	14
Wyong	2006	Russian	51
Wyong	2006	Samoan	31
Wyong	2006	Serbian	101
Wyong	2006	Sinhalese	5
Wyong	2006	Spanish	373
Wyong	2006	Tagalog	129
Wyong	2006	Tamil	15
Wyong	2006	Thai	54
Wyong	2006	Turkish	37
Wyong	2006	Urdu	70
Wyong	2006	Vietnamese	41
Wyong	2011		6200
Wyong	2011	(Other)	1410
Wyong	2011	Afrikaans	79
Wyong	2011	Arabic	216
Wyong	2011	Australian_Indigenous_Languages	27
Wyong	2011	Chinese_languages_Bengali	26
Wyong	2011	Chinese_languages_Cantonese	287
Wyong	2011	Chinese_languages_Mandarin	206
Wyong	2011	Chinese_languages_Other	33
Wyong	2011	Croatian	96
Wyong	2011	Dutch	235
Wyong	2011	English	136940
Wyong	2011	Filipino	161
Wyong	2011	French	139
Wyong	2011	German	291
Wyong	2011	Greek	325
Wyong	2011	Hindi	111
Wyong	2011	Indonesian	92
Wyong	2011	Italian	596
Wyong	2011	Japanese	86
Wyong	2011	Korean	53
Wyong	2011	Macedonian	26
Wyong	2011	Persian_includes_Dari	42
Wyong	2011	Polish	80
Wyong	2011	Punjabi	34
Wyong	2011	Russian	101
Wyong	2011	Samoan	52
Wyong	2011	Serbian	117
Wyong	2011	Sinhalese	11
Wyong	2011	Spanish	453
Wyong	2011	Tagalog	223
Wyong	2011	Tamil	34
Wyong	2011	Thai	112
Wyong	2011	Turkish	45
Wyong	2011	Urdu	60
Wyong	2011	Vietnamese	81
Wyong	2016		9440
Wyong	2016	(Other)	1915
Wyong	2016	Afrikaans	121
Wyong	2016	Arabic	260
Wyong	2016	Australian_Indigenous_Languages	37
Wyong	2016	Chinese_languages_Bengali	17
Wyong	2016	Chinese_languages_Cantonese	306
Wyong	2016	Chinese_languages_Mandarin	427
Wyong	2016	Chinese_languages_Other	22
Wyong	2016	Croatian	95
Wyong	2016	Dutch	175
Wyong	2016	English	141705
Wyong	2016	Filipino	189
Wyong	2016	French	220
Wyong	2016	German	281
Wyong	2016	Greek	295
Wyong	2016	Hindi	148
Wyong	2016	Indonesian	127
Wyong	2016	Italian	536
Wyong	2016	Japanese	128
Wyong	2016	Korean	134
Wyong	2016	Macedonian	16
Wyong	2016	Persian_includes_Dari	38
Wyong	2016	Polish	105
Wyong	2016	Punjabi	112
Wyong	2016	Russian	139
Wyong	2016	Samoan	100
Wyong	2016	Serbian	97
Wyong	2016	Sinhalese	21
Wyong	2016	Spanish	674
Wyong	2016	Tagalog	299
Wyong	2016	Tamil	34
