SA3_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Orange	2006	M	0	685
Orange	2006	M	1	23060
Orange	2011	F	0	1127
Orange	2011	F	1	25394
Orange	2011	M	0	1018
Orange	2011	M	1	24400
Orange	2016	F	0	1417
Orange	2016	F	1	26104
Orange	2016	M	0	1298
Orange	2016	M	1	25079
Clarence Valley	2006	F	0	385
Clarence Valley	2006	F	1	22885
Clarence Valley	2006	M	0	342
Clarence Valley	2006	M	1	22154
Clarence Valley	2011	F	0	480
Clarence Valley	2011	F	1	23575
Clarence Valley	2011	M	0	433
Clarence Valley	2011	M	1	22676
Clarence Valley	2016	F	0	600
Clarence Valley	2016	F	1	22988
Clarence Valley	2016	M	0	476
Clarence Valley	2016	M	1	22395
Coffs Harbour	2006	F	0	1639
Coffs Harbour	2006	F	1	36777
Coffs Harbour	2006	M	0	1431
Coffs Harbour	2006	M	1	34840
Coffs Harbour	2011	F	0	2311
Coffs Harbour	2011	F	1	38043
Coffs Harbour	2011	M	0	1995
Coffs Harbour	2011	M	1	35907
Coffs Harbour	2016	F	0	3124
Coffs Harbour	2016	F	1	38092
Coffs Harbour	2016	M	0	2743
Coffs Harbour	2016	M	1	35973
Bourke - Cobar - Coonamble	2006	F	0	266
Bourke - Cobar - Coonamble	2006	F	1	11803
Bourke - Cobar - Coonamble	2006	M	0	355
Bourke - Cobar - Coonamble	2006	M	1	12726
Bourke - Cobar - Coonamble	2011	F	0	344
Bourke - Cobar - Coonamble	2011	F	1	11054
Bourke - Cobar - Coonamble	2011	M	0	386
Bourke - Cobar - Coonamble	2011	M	1	11602
Bourke - Cobar - Coonamble	2016	F	0	412
Bourke - Cobar - Coonamble	2016	F	1	9937
Bourke - Cobar - Coonamble	2016	M	0	389
Bourke - Cobar - Coonamble	2016	M	1	10280
Broken Hill and Far West	2006	F	0	238
Broken Hill and Far West	2006	F	1	10227
Broken Hill and Far West	2006	M	0	178
Broken Hill and Far West	2006	M	1	9948
Broken Hill and Far West	2011	F	0	244
Broken Hill and Far West	2011	F	1	9872
Broken Hill and Far West	2011	M	0	239
Broken Hill and Far West	2011	M	1	9512
Broken Hill and Far West	2016	F	0	256
Broken Hill and Far West	2016	F	1	9014
Broken Hill and Far West	2016	M	0	248
Broken Hill and Far West	2016	M	1	8754
Dubbo	2006	F	0	617
Dubbo	2006	F	1	31272
Dubbo	2006	M	0	643
Dubbo	2006	M	1	29811
Dubbo	2011	F	0	864
Dubbo	2011	F	1	31817
Dubbo	2011	M	0	789
Dubbo	2011	M	1	30187
Dubbo	2016	F	0	1404
Dubbo	2016	F	1	30937
Dubbo	2016	M	0	1295
Dubbo	2016	M	1	29536
Lower Hunter	2006	F	0	651
Lower Hunter	2006	F	1	36099
Lower Hunter	2006	M	0	590
Lower Hunter	2006	M	1	35681
Lower Hunter	2011	F	0	803
Lower Hunter	2011	F	1	38397
Lower Hunter	2011	M	0	773
Lower Hunter	2011	M	1	38142
Lower Hunter	2016	F	0	981
Lower Hunter	2016	F	1	39707
Lower Hunter	2016	M	0	879
Lower Hunter	2016	M	1	39164
Maitland	2006	F	0	787
Maitland	2006	F	1	27902
Maitland	2006	M	0	661
Maitland	2006	M	1	26740
Maitland	2011	F	0	1077
Maitland	2011	F	1	30613
Maitland	2011	M	0	922
Maitland	2011	M	1	29345
Maitland	2016	F	0	1587
Maitland	2016	F	1	34534
Maitland	2016	M	0	1366
Maitland	2016	M	1	33020
Port Stephens	2006	F	0	906
Port Stephens	2006	F	1	29521
Port Stephens	2006	M	0	822
Port Stephens	2006	M	1	28751
Port Stephens	2011	F	0	1086
Port Stephens	2011	F	1	31611
Port Stephens	2011	M	0	921
Port Stephens	2011	M	1	30639
Port Stephens	2016	F	0	1288
Port Stephens	2016	F	1	32283
Port Stephens	2016	M	0	1171
Port Stephens	2016	M	1	31560
Upper Hunter	2006	F	0	236
Upper Hunter	2006	F	1	13033
Upper Hunter	2006	M	0	241
Upper Hunter	2006	M	1	13199
Upper Hunter	2011	F	0	357
Upper Hunter	2011	F	1	13451
Upper Hunter	2011	M	0	347
Upper Hunter	2011	M	1	13630
Upper Hunter	2016	F	0	493
Upper Hunter	2016	F	1	13344
Upper Hunter	2016	M	0	491
Upper Hunter	2016	M	1	13283
Dapto - Port Kembla	2006	F	0	6609
Dapto - Port Kembla	2006	F	1	27585
Dapto - Port Kembla	2006	M	0	6241
Dapto - Port Kembla	2006	M	1	26958
Dapto - Port Kembla	2011	F	0	6635
Dapto - Port Kembla	2011	F	1	28486
Dapto - Port Kembla	2011	M	0	6254
Dapto - Port Kembla	2011	M	1	27840
Dapto - Port Kembla	2016	F	0	6711
Dapto - Port Kembla	2016	F	1	29908
Dapto - Port Kembla	2016	M	0	6060
Dapto - Port Kembla	2016	M	1	29189
Illawarra Catchment Reserve	2006	F	0	0
Illawarra Catchment Reserve	2006	F	1	0
Illawarra Catchment Reserve	2006	M	0	0
Illawarra Catchment Reserve	2006	M	1	0
Illawarra Catchment Reserve	2011	F	0	0
Illawarra Catchment Reserve	2011	F	1	6
Illawarra Catchment Reserve	2011	M	0	0
Illawarra Catchment Reserve	2011	M	1	3
Illawarra Catchment Reserve	2016	F	0	0
Illawarra Catchment Reserve	2016	F	1	0
Illawarra Catchment Reserve	2016	M	0	0
Illawarra Catchment Reserve	2016	M	1	4
Kiama - Shellharbour	2006	F	0	3698
Kiama - Shellharbour	2006	F	1	35178
Kiama - Shellharbour	2006	M	0	3422
Kiama - Shellharbour	2006	M	1	33905
Kiama - Shellharbour	2011	F	0	4021
Kiama - Shellharbour	2011	F	1	37391
Kiama - Shellharbour	2011	M	0	3602
Kiama - Shellharbour	2011	M	1	36031
Kiama - Shellharbour	2016	F	0	4249
Kiama - Shellharbour	2016	F	1	39276
Kiama - Shellharbour	2016	M	0	3781
Kiama - Shellharbour	2016	M	1	37819
Wollongong	2006	F	0	8490
Wollongong	2006	F	1	46381
Wollongong	2006	M	0	8327
Wollongong	2006	M	1	45072
Wollongong	2011	F	0	9671
Wollongong	2011	F	1	48800
Wollongong	2011	M	0	9538
Wollongong	2011	M	1	47591
Wollongong	2016	F	0	10895
Wollongong	2016	F	1	50612
Wollongong	2016	M	0	10631
Wollongong	2016	M	1	49603
Great Lakes	2006	F	0	254
Great Lakes	2006	F	1	13831
Great Lakes	2006	M	0	251
Great Lakes	2006	M	1	13191
Great Lakes	2011	F	0	344
Great Lakes	2011	F	1	14197
Great Lakes	2011	M	0	321
Great Lakes	2011	M	1	13475
Great Lakes	2016	F	0	427
Great Lakes	2016	F	1	14446
Great Lakes	2016	M	0	390
Great Lakes	2016	M	1	13728
Kempsey - Nambucca	2006	F	0	401
Kempsey - Nambucca	2006	F	1	21273
Kempsey - Nambucca	2006	M	0	348
Kempsey - Nambucca	2006	M	1	20783
Kempsey - Nambucca	2011	F	0	543
Kempsey - Nambucca	2011	F	1	22028
Kempsey - Nambucca	2011	M	0	422
Kempsey - Nambucca	2011	M	1	21357
Kempsey - Nambucca	2016	F	0	628
Kempsey - Nambucca	2016	F	1	21570
Kempsey - Nambucca	2016	M	0	480
Kempsey - Nambucca	2016	M	1	20986
Lord Howe Island	2006	F	0	3
Lord Howe Island	2006	F	1	166
Lord Howe Island	2006	M	0	3
Lord Howe Island	2006	M	1	165
Lord Howe Island	2011	F	0	8
Lord Howe Island	2011	F	1	177
Lord Howe Island	2011	M	0	4
Lord Howe Island	2011	M	1	165
Lord Howe Island	2016	F	0	6
Lord Howe Island	2016	F	1	161
Lord Howe Island	2016	M	0	10
Lord Howe Island	2016	M	1	154
Port Macquarie	2006	F	0	701
Port Macquarie	2006	F	1	33434
Port Macquarie	2006	M	0	633
Port Macquarie	2006	M	1	30918
Port Macquarie	2011	F	0	901
Port Macquarie	2011	F	1	35468
Port Macquarie	2011	M	0	794
Port Macquarie	2011	M	1	32688
Port Macquarie	2016	F	0	1305
Port Macquarie	2016	F	1	37090
Port Macquarie	2016	M	0	1095
Port Macquarie	2016	M	1	34191
Taree - Gloucester	2006	F	0	498
Taree - Gloucester	2006	F	1	24103
Taree - Gloucester	2006	M	0	421
Taree - Gloucester	2006	M	1	23104
Taree - Gloucester	2011	F	0	601
Taree - Gloucester	2011	F	1	24622
Taree - Gloucester	2011	M	0	488
Taree - Gloucester	2011	M	1	23430
Taree - Gloucester	2016	F	0	744
Taree - Gloucester	2016	F	1	24947
Taree - Gloucester	2016	M	0	601
Taree - Gloucester	2016	M	1	23853
Albury	2006	F	0	973
Albury	2006	F	1	26564
Albury	2006	M	0	812
Albury	2006	M	1	25247
Albury	2011	F	0	1393
Albury	2011	F	1	26937
Albury	2011	M	0	1311
Albury	2011	M	1	25314
Albury	2016	F	0	1917
Albury	2016	F	1	27502
Albury	2016	M	0	1733
Albury	2016	M	1	25964
Lower Murray	2006	F	0	239
Lower Murray	2006	F	1	5810
Lower Murray	2006	M	0	275
Lower Murray	2006	M	1	6138
Lower Murray	2011	F	0	248
Lower Murray	2011	F	1	5514
Lower Murray	2011	M	0	259
Lower Murray	2011	M	1	5773
Lower Murray	2016	F	0	259
Lower Murray	2016	F	1	5180
Lower Murray	2016	M	0	242
Lower Murray	2016	M	1	5454
Upper Murray exc. Albury	2006	F	0	391
Upper Murray exc. Albury	2006	F	1	19121
Upper Murray exc. Albury	2006	M	0	355
Upper Murray exc. Albury	2006	M	1	19210
Upper Murray exc. Albury	2011	F	0	406
Upper Murray exc. Albury	2011	F	1	18987
Upper Murray exc. Albury	2011	M	0	400
Upper Murray exc. Albury	2011	M	1	18877
Upper Murray exc. Albury	2016	F	0	545
Upper Murray exc. Albury	2016	F	1	18727
Upper Murray exc. Albury	2016	M	0	550
Upper Murray exc. Albury	2016	M	1	18496
Armidale	2006	F	0	600
Armidale	2006	F	1	16628
Armidale	2006	M	0	574
Armidale	2006	M	1	15615
Armidale	2011	F	0	873
Armidale	2011	F	1	16761
Armidale	2011	M	0	880
Armidale	2011	M	1	15673
Armidale	2016	F	0	1268
Armidale	2016	F	1	16443
Armidale	2016	M	0	1196
Armidale	2016	M	1	15411
Inverell - Tenterfield	2006	F	0	268
Inverell - Tenterfield	2006	F	1	17891
Inverell - Tenterfield	2006	M	0	260
Inverell - Tenterfield	2006	M	1	17542
Inverell - Tenterfield	2011	F	0	371
Inverell - Tenterfield	2011	F	1	18065
Inverell - Tenterfield	2011	M	0	339
Inverell - Tenterfield	2011	M	1	17462
Inverell - Tenterfield	2016	F	0	492
Inverell - Tenterfield	2016	F	1	17175
Inverell - Tenterfield	2016	M	0	435
Inverell - Tenterfield	2016	M	1	16564
Moree - Narrabri	2006	F	0	230
Moree - Narrabri	2006	F	1	11909
Moree - Narrabri	2006	M	0	219
Moree - Narrabri	2006	M	1	12344
Moree - Narrabri	2011	F	0	271
Moree - Narrabri	2011	F	1	11599
Moree - Narrabri	2011	M	0	264
Moree - Narrabri	2011	M	1	11857
Moree - Narrabri	2016	F	0	333
Moree - Narrabri	2016	F	1	10929
Moree - Narrabri	2016	M	0	350
Moree - Narrabri	2016	M	1	11039
Tamworth - Gunnedah	2006	F	0	576
Tamworth - Gunnedah	2006	F	1	35581
Tamworth - Gunnedah	2006	M	0	511
Tamworth - Gunnedah	2006	M	1	34183
Tamworth - Gunnedah	2011	F	0	675
Tamworth - Gunnedah	2011	F	1	36601
Tamworth - Gunnedah	2011	M	0	719
Tamworth - Gunnedah	2011	M	1	35223
Tamworth - Gunnedah	2016	F	0	1246
Tamworth - Gunnedah	2016	F	1	36639
Tamworth - Gunnedah	2016	M	0	1367
Tamworth - Gunnedah	2016	M	1	35026
Lake Macquarie - East	2006	F	0	2144
Lake Macquarie - East	2006	F	1	54529
Lake Macquarie - East	2006	M	0	1872
Lake Macquarie - East	2006	M	1	52098
Lake Macquarie - East	2011	F	0	2507
Lake Macquarie - East	2011	F	1	55517
Lake Macquarie - East	2011	M	0	2156
Lake Macquarie - East	2011	M	1	52863
Lake Macquarie - East	2016	F	0	2939
Lake Macquarie - East	2016	F	1	56001
Lake Macquarie - East	2016	M	0	2503
Lake Macquarie - East	2016	M	1	53575
Lake Macquarie - West	2006	F	0	937
Lake Macquarie - West	2006	F	1	31898
Lake Macquarie - West	2006	M	0	882
Lake Macquarie - West	2006	M	1	30751
Lake Macquarie - West	2011	F	0	1216
Lake Macquarie - West	2011	F	1	33374
Lake Macquarie - West	2011	M	0	1091
Lake Macquarie - West	2011	M	1	32047
Lake Macquarie - West	2016	F	0	1648
Lake Macquarie - West	2016	F	1	35023
Lake Macquarie - West	2016	M	0	1434
Lake Macquarie - West	2016	M	1	33646
Newcastle	2006	F	0	5417
Newcastle	2006	F	1	66956
Newcastle	2006	M	0	5043
Newcastle	2006	M	1	63450
Newcastle	2011	F	0	6510
Newcastle	2011	F	1	69299
Newcastle	2011	M	0	6171
Newcastle	2011	M	1	66811
Newcastle	2016	F	0	8181
Newcastle	2016	F	1	70492
Newcastle	2016	M	0	7637
Newcastle	2016	M	1	68886
Richmond Valley - Coastal	2006	F	0	1348
Richmond Valley - Coastal	2006	F	1	33757
Richmond Valley - Coastal	2006	M	0	1139
Richmond Valley - Coastal	2006	M	1	31921
Richmond Valley - Coastal	2011	F	0	1715
Richmond Valley - Coastal	2011	F	1	34436
Richmond Valley - Coastal	2011	M	0	1479
Richmond Valley - Coastal	2011	M	1	32385
Richmond Valley - Coastal	2016	F	0	2032
Richmond Valley - Coastal	2016	F	1	34689
Richmond Valley - Coastal	2016	M	0	1753
Richmond Valley - Coastal	2016	M	1	32510
Richmond Valley - Hinterland	2006	F	0	1095
Richmond Valley - Hinterland	2006	F	1	32388
Richmond Valley - Hinterland	2006	M	0	930
Richmond Valley - Hinterland	2006	M	1	31047
Richmond Valley - Hinterland	2011	F	0	1268
Richmond Valley - Hinterland	2011	F	1	32667
Richmond Valley - Hinterland	2011	M	0	1121
Richmond Valley - Hinterland	2011	M	1	31448
Richmond Valley - Hinterland	2016	F	0	1397
Richmond Valley - Hinterland	2016	F	1	31447
Richmond Valley - Hinterland	2016	M	0	1147
Richmond Valley - Hinterland	2016	M	1	30391
Tweed Valley	2006	F	0	1332
Tweed Valley	2006	F	1	37326
Tweed Valley	2006	M	0	1150
Tweed Valley	2006	M	1	35350
Tweed Valley	2011	F	0	1680
Tweed Valley	2011	F	1	40422
Tweed Valley	2011	M	0	1441
Tweed Valley	2011	M	1	37571
Tweed Valley	2016	F	0	2145
Tweed Valley	2016	F	1	41831
Tweed Valley	2016	M	0	1703
Tweed Valley	2016	M	1	39229
Griffith - Murrumbidgee (West)	2006	F	0	2731
Griffith - Murrumbidgee (West)	2006	F	1	19420
Griffith - Murrumbidgee (West)	2006	M	0	2842
Griffith - Murrumbidgee (West)	2006	M	1	19484
Griffith - Murrumbidgee (West)	2011	F	0	2957
Griffith - Murrumbidgee (West)	2011	F	1	18963
Griffith - Murrumbidgee (West)	2011	M	0	3000
Griffith - Murrumbidgee (West)	2011	M	1	19022
Griffith - Murrumbidgee (West)	2016	F	0	3230
Griffith - Murrumbidgee (West)	2016	F	1	18577
Griffith - Murrumbidgee (West)	2016	M	0	3322
Griffith - Murrumbidgee (West)	2016	M	1	18520
Tumut - Tumbarumba	2006	F	0	169
Tumut - Tumbarumba	2006	F	1	6644
Tumut - Tumbarumba	2006	M	0	176
Tumut - Tumbarumba	2006	M	1	6740
Tumut - Tumbarumba	2011	F	0	219
Tumut - Tumbarumba	2011	F	1	6535
Tumut - Tumbarumba	2011	M	0	230
Tumut - Tumbarumba	2011	M	1	6701
Tumut - Tumbarumba	2016	F	0	253
Tumut - Tumbarumba	2016	F	1	6241
Tumut - Tumbarumba	2016	M	0	252
Tumut - Tumbarumba	2016	M	1	6267
Wagga Wagga	2006	F	0	1060
Wagga Wagga	2006	F	1	41491
Wagga Wagga	2006	M	0	998
Wagga Wagga	2006	M	1	39972
Wagga Wagga	2011	F	0	1634
Wagga Wagga	2011	F	1	41954
Wagga Wagga	2011	M	0	1539
Wagga Wagga	2011	M	1	40283
Wagga Wagga	2016	F	0	2292
Wagga Wagga	2016	F	1	41861
Wagga Wagga	2016	M	0	2473
Wagga Wagga	2016	M	1	40036
Shoalhaven	2006	F	0	1547
Shoalhaven	2006	F	1	41406
Shoalhaven	2006	M	0	1414
Shoalhaven	2006	M	1	39984
Shoalhaven	2011	F	0	1681
Shoalhaven	2011	F	1	43081
Shoalhaven	2011	M	0	1487
Shoalhaven	2011	M	1	41254
Shoalhaven	2016	F	0	2153
Shoalhaven	2016	F	1	44731
Shoalhaven	2016	M	0	1855
Shoalhaven	2016	M	1	43268
Southern Highlands	2006	F	0	968
Southern Highlands	2006	F	1	19994
Southern Highlands	2006	M	0	839
Southern Highlands	2006	M	1	18462
Southern Highlands	2011	F	0	1104
Southern Highlands	2011	F	1	21061
Southern Highlands	2011	M	0	887
Southern Highlands	2011	M	1	19483
Southern Highlands	2016	F	0	1437
Southern Highlands	2016	F	1	22080
Southern Highlands	2016	M	0	1269
Southern Highlands	2016	M	1	20172
Baulkham Hills	2006	F	0	16557
Baulkham Hills	2006	F	1	46199
Baulkham Hills	2006	M	0	15264
Baulkham Hills	2006	M	1	44402
Baulkham Hills	2011	F	0	20549
Baulkham Hills	2011	F	1	46319
Baulkham Hills	2011	M	0	19017
Baulkham Hills	2011	M	1	44882
Baulkham Hills	2016	F	0	26794
Baulkham Hills	2016	F	1	44416
Baulkham Hills	2016	M	0	24474
Baulkham Hills	2016	M	1	43871
Dural - Wisemans Ferry	2006	F	0	1606
Dural - Wisemans Ferry	2006	F	1	10263
Dural - Wisemans Ferry	2006	M	0	1565
Dural - Wisemans Ferry	2006	M	1	10220
Dural - Wisemans Ferry	2011	F	0	1836
Dural - Wisemans Ferry	2011	F	1	10600
Dural - Wisemans Ferry	2011	M	0	1751
Dural - Wisemans Ferry	2011	M	1	10483
Dural - Wisemans Ferry	2016	F	0	2031
Dural - Wisemans Ferry	2016	F	1	10526
Dural - Wisemans Ferry	2016	M	0	1912
Dural - Wisemans Ferry	2016	M	1	10586
Hawkesbury	2006	F	0	448
Hawkesbury	2006	F	1	10535
Hawkesbury	2006	M	0	456
Hawkesbury	2006	M	1	10781
Hawkesbury	2011	F	0	477
Hawkesbury	2011	F	1	10740
Hawkesbury	2011	M	0	488
Hawkesbury	2011	M	1	11009
Hawkesbury	2016	F	0	556
Hawkesbury	2016	F	1	10808
Hawkesbury	2016	M	0	548
Hawkesbury	2016	M	1	11015
Rouse Hill - McGraths Hill	2006	F	0	2132
Rouse Hill - McGraths Hill	2006	F	1	10086
Rouse Hill - McGraths Hill	2006	M	0	2127
Rouse Hill - McGraths Hill	2006	M	1	10278
Rouse Hill - McGraths Hill	2011	F	0	2446
Rouse Hill - McGraths Hill	2011	F	1	10545
Rouse Hill - McGraths Hill	2011	M	0	2381
Rouse Hill - McGraths Hill	2011	M	1	10853
Rouse Hill - McGraths Hill	2016	F	0	3655
Rouse Hill - McGraths Hill	2016	F	1	12334
Rouse Hill - McGraths Hill	2016	M	0	3430
Rouse Hill - McGraths Hill	2016	M	1	12577
Blacktown	2006	F	0	20213
Blacktown	2006	F	1	36297
Blacktown	2006	M	0	18998
Blacktown	2006	M	1	36242
Blacktown	2011	F	0	24895
Blacktown	2011	F	1	35855
Blacktown	2011	M	0	23731
Blacktown	2011	M	1	35725
Blacktown	2016	F	0	29684
Blacktown	2016	F	1	34376
Blacktown	2016	M	0	29155
Blacktown	2016	M	1	35115
Blacktown - North	2006	F	0	8341
Blacktown - North	2006	F	1	20097
Blacktown - North	2006	M	0	8141
Blacktown - North	2006	M	1	20007
Blacktown - North	2011	F	0	12675
Blacktown - North	2011	F	1	23489
Blacktown - North	2011	M	0	12221
Blacktown - North	2011	M	1	23626
Blacktown - North	2016	F	0	18285
Blacktown - North	2016	F	1	26297
Blacktown - North	2016	M	0	17525
Blacktown - North	2016	M	1	26330
Mount Druitt	2006	F	0	17072
Mount Druitt	2006	F	1	29110
Mount Druitt	2006	M	0	16026
Mount Druitt	2006	M	1	28418
Mount Druitt	2011	F	0	20000
Mount Druitt	2011	F	1	30050
Mount Druitt	2011	M	0	18846
Mount Druitt	2011	M	1	29454
Mount Druitt	2016	F	0	23475
Mount Druitt	2016	F	1	30082
Mount Druitt	2016	M	0	21829
Mount Druitt	2016	M	1	29633
Botany	2006	F	0	8097
Botany	2006	F	1	9011
Botany	2006	M	0	7601
Botany	2006	M	1	9035
Botany	2011	F	0	9008
Botany	2011	F	1	9768
Botany	2011	M	0	8350
Botany	2011	M	1	10005
Botany	2016	F	0	10831
Botany	2016	F	1	11169
Botany	2016	M	0	9971
Botany	2016	M	1	11788
Marrickville - Sydenham - Petersham	2006	F	0	8585
Marrickville - Sydenham - Petersham	2006	F	1	13565
Marrickville - Sydenham - Petersham	2006	M	0	8320
Marrickville - Sydenham - Petersham	2006	M	1	13362
Marrickville - Sydenham - Petersham	2011	F	0	8542
Marrickville - Sydenham - Petersham	2011	F	1	15339
Marrickville - Sydenham - Petersham	2011	M	0	8277
Marrickville - Sydenham - Petersham	2011	M	1	15133
Marrickville - Sydenham - Petersham	2016	F	0	8583
Marrickville - Sydenham - Petersham	2016	F	1	17061
Marrickville - Sydenham - Petersham	2016	M	0	7846
Marrickville - Sydenham - Petersham	2016	M	1	16997
Sydney Inner City	2006	F	0	19683
Sydney Inner City	2006	F	1	39201
Sydney Inner City	2006	M	0	18789
Sydney Inner City	2006	M	1	45121
Sydney Inner City	2011	F	0	26489
Sydney Inner City	2011	F	1	46294
Sydney Inner City	2011	M	0	25063
Sydney Inner City	2011	M	1	54567
Sydney Inner City	2016	F	0	40384
Sydney Inner City	2016	F	1	51428
Sydney Inner City	2016	M	0	36088
Sydney Inner City	2016	M	1	60304
Eastern Suburbs - North	2006	F	0	9599
Eastern Suburbs - North	2006	F	1	42584
Eastern Suburbs - North	2006	M	0	7956
Eastern Suburbs - North	2006	M	1	38902
Eastern Suburbs - North	2011	F	0	10542
Eastern Suburbs - North	2011	F	1	45668
Eastern Suburbs - North	2011	M	0	9098
Eastern Suburbs - North	2011	M	1	42569
Eastern Suburbs - North	2016	F	0	12696
Eastern Suburbs - North	2016	F	1	46885
Eastern Suburbs - North	2016	M	0	10553
Eastern Suburbs - North	2016	M	1	43850
Eastern Suburbs - South	2006	F	0	17690
Eastern Suburbs - South	2006	F	1	38319
Eastern Suburbs - South	2006	M	0	15730
Eastern Suburbs - South	2006	M	1	36991
Eastern Suburbs - South	2011	F	0	20483
Eastern Suburbs - South	2011	F	1	40808
Eastern Suburbs - South	2011	M	0	18280
Eastern Suburbs - South	2011	M	1	39103
Eastern Suburbs - South	2016	F	0	23700
Eastern Suburbs - South	2016	F	1	42773
Eastern Suburbs - South	2016	M	0	21413
Eastern Suburbs - South	2016	M	1	41169
Bankstown	2006	F	0	36769
Bankstown	2006	F	1	33890
Bankstown	2006	M	0	35670
Bankstown	2006	M	1	32522
Bankstown	2011	F	0	43407
Bankstown	2011	F	1	33192
Bankstown	2011	M	0	41523
Bankstown	2011	M	1	32157
Bankstown	2016	F	0	49323
Bankstown	2016	F	1	32961
Bankstown	2016	M	0	46673
Bankstown	2016	M	1	32996
Canterbury	2006	F	0	38702
Canterbury	2006	F	1	15899
Canterbury	2006	M	0	38385
Canterbury	2006	M	1	15874
Canterbury	2011	F	0	42208
Canterbury	2011	F	1	16365
Canterbury	2011	M	0	41920
Canterbury	2011	M	1	16940
Canterbury	2016	F	0	44917
Canterbury	2016	F	1	17941
